sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,soft_multiplier,residual_spread
A13LQFHBEWQBE6:validation:B008YRZA24,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6009427905082703,1.0,0.31298303604125977
A140H49J7J4GPA:validation:B00KHH2VOY,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.3626992404460907,1.0,0.3367811143398285
A14CJRV4WFT278:validation:B00920E03M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5680874586105347,1.0,0.36557161808013916
A14ENWEKTHCBXR:validation:B008FZ562E,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2824772596359253,1.0,0.31382983922958374
A14GS4919RSRTU:validation:B00469CIMO,tail,,48,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.028295977041125298,1.0,0.31777697801589966
A14HCVAESP0PPF:validation:B004TI3BKK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8490026593208313,1.0,0.3638295531272888
A14MULWQB7ZMLK:validation:B00AFCP9FO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8725327253341675,1.0,0.3332156836986542
A14N9YGGSY9MWQ:validation:B0014G59F0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7448370456695557,1.0,0.31292834877967834
A14NHXPYTSZ2HT:validation:B00K861Z4G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9792343378067017,1.0,0.31457871198654175
A14SMPKVVKL7OC:validation:B000WM2V9O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5722949504852295,1.0,0.31058409810066223
A14VLF7TJF5LHD:validation:B001G52ZHO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6158030033111572,1.0,0.31312140822410583
A14ZQ6SY0IX99F:validation:B00027DMSI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.24641458690166473,1.0,0.31341177225112915
A158XRI6AASL6:validation:B004NG0QJ2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6837865114212036,1.0,0.3648402690887451
A15BI2LVYM2GIW:validation:B00HNKRWX8,head,37,35,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.911379337310791,1.0,0.31451794505119324
A15DMAQKO3I0PX:validation:B000EBZ7XK,head,4,3,1,1.0,0.43067655807339306,1.0,1.0,0.5,1.0,1,0,0.9574394822120667,1.0,0.3277401030063629
A15FS5MQ5C1OVU:validation:B005C1FNL8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4632912874221802,1.0,0.31632429361343384
A15GLA5W3FT2RB:validation:B006IBM21K,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.04061099886894226,1.0,0.31621822714805603
A15O192EI39W4V:validation:B00375L8JC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9749310612678528,1.0,0.33095088601112366
A15U1Z3N0L3C12:validation:B004YBW5T0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.49268704652786255,1.0,0.31335771083831787
A15UB831MFD7SS:validation:B008A76RKW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8822354674339294,1.0,0.36448097229003906
A15WIF4WWIIJ0C:validation:B005Z41P28,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.520071268081665,1.0,0.3160971403121948
A16NKS38QSBLZ9:validation:B003H8180I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2751104235649109,1.0,0.3173750340938568
A16QWIQQJI1N2:validation:B003FS3L9G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.836381196975708,1.0,0.31589609384536743
A16VM71BLBCMMK:validation:B008B4TIPA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9943952560424805,1.0,0.31288063526153564
A16Z2OECAUX8Z4:validation:B00CTKKE7I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7062778472900391,1.0,0.31647157669067383
A17212FTEQGFV0:validation:B00JYY576U,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5336856842041016,1.0,0.3349577784538269
A17FRGDX4IJL0D:validation:B003FBKBI2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5938804149627686,1.0,0.3361038267612457
A17JK5TMYSPIV:validation:B001LQJBUW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7691114544868469,1.0,0.30942171812057495
A17LXHOM7K4E9V:validation:B002QFSIW4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6769076585769653,1.0,0.3159234821796417
A181R5HQNB2A08:validation:B002XHJI9W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2491007149219513,1.0,0.3149014115333557
A1843D2TT3689D:validation:B005TT8T46,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9795040488243103,1.0,0.33423954248428345
A186M8O3IGIR1Q:validation:B0043P0J5O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4058912396430969,1.0,0.3164767324924469
A188322MDQMDU8:validation:B006GQSH0C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4683896601200104,1.0,0.3390815258026123
A18FGK5F4VZPHO:validation:B001DOA73C,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7277328968048096,1.0,0.31148064136505127
A18GU4YPSBMSX1:validation:B003GMS8NK,tail,45,45,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.13940712809562683,1.0,0.31653884053230286
A18HIYY2HJF08Z:validation:B004ATTGSY,head,14,12,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.8865485787391663,1.0,0.31091928482055664
A18JYHZAJUVU3X:validation:B003VPTA2U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9287086129188538,1.0,0.36471498012542725
A18KIFDGDE69Y9:validation:B007O7AZBG,head,5,6,1,1.0,0.38685280723454163,1.0,1.0,0.3562071871080222,1.0,1,0,0.4723156690597534,1.0,0.3169887661933899
A18R9FIQLXLEOR:validation:B007BLN17K,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5333727598190308,1.0,0.3114173412322998
A18W8WBSNKP6VE:validation:B009GIOVKC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.24820160865783691,1.0,0.2645493149757385
A18Y6FGU02WAPP:validation:B00795XKXS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7724242210388184,1.0,0.3104424476623535
A1972S1RPX618R:validation:B001QOGXOG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.46172425150871277,1.0,0.31343069672584534
A197BFZ8BSVSO2:validation:B0009OAGSI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9988447427749634,1.0,0.36421018838882446
A19A2AR0D9JX0A:validation:B004UVRYQS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8056890368461609,1.0,0.30917996168136597
A19CZ4AFTM2KKG:validation:B007AU0FXA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6278484463691711,1.0,0.3164280354976654
A19D3N662QS9WD:validation:B00D6EDGYE,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.8421162366867065,1.0,0.315546452999115
A19GYKRVE3SP00:validation:B001TSJ7ZQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.959064781665802,1.0,0.31462061405181885
A19R5G9GKJXAAR:validation:B00150LT40,head,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.7743748426437378,1.0,0.3131069540977478
A19ZE9E4C1L3IY:validation:B000BIXP5S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4861718714237213,1.0,0.31024226546287537
A1A027UELK4JZC:validation:B00D18ZDM8,head,11,11,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.5344539284706116,1.0,0.3132931590080261
A1A4T737KJWM79:validation:B003VMU63K,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.999639630317688,1.0,0.3287014961242676
A1ACQTM37W2YCY:validation:B004TSFE28,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.2051038146018982,1.0,0.31550830602645874
A1AHCD4SRVU5W1:validation:B0033PSM6S,head,5,5,1,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,0,0,0.4981127977371216,1.0,0.3148593008518219
A1AMGGKW9GI7EC:validation:B002L6PXNA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8339695930480957,1.0,0.3165854811668396
A1APAJ51YUTV1A:validation:B009RNUH4A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4856683909893036,1.0,0.3131769299507141
A1APK6FWZC13B:validation:B00AO4EKSU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.981748640537262,1.0,0.3655094504356384
A1B29BL4GE4U87:validation:B0048KSGZO,head,39,35,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.49712038040161133,1.0,0.3175050616264343
A1B3NT5FGPHU6Q:validation:B002NBF8SI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3960381746292114,1.0,0.3179134130477905
A1B97RCT0SQ4N1:validation:B005CK3GIQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33354640007019043,1.0,0.31386369466781616
A1BHZ0B7FRQ8OD:validation:B000L9YYTS,head,8,8,1,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,0,0,0.745327353477478,1.0,0.31407788395881653
A1BPEZTXGJNZEP:validation:B003OELYFO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44038423895835876,1.0,0.33967122435569763
A1BVE2ZIBKJ7YI:validation:B002C67EN6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9830271601676941,1.0,0.3227713406085968
A1BYQ846SV5Q3V:validation:B003COAFPQ,head,30,28,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.9346579313278198,1.0,0.3158961236476898
A1C02Z83O2MJHO:validation:B007U7QR26,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5019794702529907,1.0,0.3171755075454712
A1C0TY8QPGL19I:validation:B004Y9PLB6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5137091875076294,1.0,0.33370691537857056
A1C6WEXRN8UGUK:validation:B0076LBMI0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8932392597198486,1.0,0.3110750913619995
A1C80VYQMM3FQB:validation:B009MY07F8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9863035082817078,1.0,0.31571003794670105
A1C9FRE9C9B0EX:validation:B000JY5B42,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.974622368812561,1.0,0.31589818000793457
A1CGTGE3B4DA3E:validation:B008KNK7UW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8317391872406006,1.0,0.3654879331588745
A1CKAZZ3Z647NA:validation:B001E5EDJY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7436304688453674,1.0,0.3101426661014557
A1D0JZSTL2PRSM:validation:B002P9FGWQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5307429432868958,1.0,0.31058990955352783
A1DBQHU8GY6VOP:validation:B000NBNZXK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34838032722473145,1.0,0.3161056637763977
A1E0B29CH9R4US:validation:B008TBTA6C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5748645067214966,1.0,0.31645694375038147
A1E50J31E4Y3YN:validation:B0019IC2N0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8980746269226074,1.0,0.31569257378578186
A1E5ES7JLRJKK2:validation:B008U12YV4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9153211712837219,1.0,0.32836484909057617
A1E8T455WK02AF:validation:B007IUPZJG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9322091341018677,1.0,0.36625123023986816
A1E9ZNXMS86DBT:validation:B000AADG8I,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6776841878890991,1.0,0.31559696793556213
A1EEC7G4TRFUA:validation:B007B3T47Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4131723940372467,1.0,0.3155725598335266
A1EGEAS8DMGRJJ:validation:B00AVWJROM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5393601059913635,1.0,0.31450605392456055
A1EGQN4IERM4YI:validation:B005EMQKHG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9431665539741516,1.0,0.31098175048828125
A1EI7VZV0HYC3D:validation:B004Y9GVZG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4042944312095642,1.0,0.3143259882926941
A1EJLQY0WCBLO3:validation:B00I1ISDZM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9846799969673157,1.0,0.36414504051208496
A1EK2DK7O4LMIB:validation:B002HK2GI0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33184728026390076,1.0,0.31604689359664917
A1ES2Z4ZX6IWBK:validation:B004HR2PAK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5813598036766052,1.0,0.31651967763900757
A1EWLSWOVAIYLJ:validation:B0062PIHZW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9493776559829712,1.0,0.32376155257225037
A1F98QM3ACQKYC:validation:B005Z41P28,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.7447247505187988,1.0,0.36471229791641235
A1FBI47S27IRJJ:validation:B005HO0A18,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6258376836776733,1.0,0.3153434693813324
A1FBO49PEOBR4V:validation:B001EYFYNO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4792986214160919,1.0,0.31462523341178894
A1FE942BF1XBFE:validation:B003Y57G7I,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5490427017211914,1.0,0.3138354420661926
A1FUF81GI1TZWE:validation:B000142C1A,head,5,4,1,1.0,0.38685280723454163,1.0,1.0,0.43067655807339306,1.0,1,0,0.9399641156196594,1.0,0.3135780692100525
A1FWJWEYS0G91D:validation:B0001XLSR0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2499866783618927,1.0,0.3144088387489319
A1G5FIEA40QCT4:validation:B00157S30Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7700591683387756,1.0,0.3101571202278137
A1G9MDUJXFBTOK:validation:B000LUX3VC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8000988960266113,1.0,0.3162437379360199
A1GDTB90WVF18G:validation:B008BMQNPU,tail,,57,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.37950173020362854,1.0,0.3168303370475769
A1GIOMSG1FZJ9Y:validation:B002JSL6QI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5929853320121765,1.0,0.3112761378288269
A1GP64OFRUNIM9:validation:B004MKNUAG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7777238488197327,1.0,0.31594666838645935
A1GXC6Z7XPOUD8:validation:B00022WA9K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2892467975616455,1.0,0.34068751335144043
A1GZMWBPWGZH8U:validation:B009SCRSHE,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.7263336777687073,1.0,0.37170708179473877
A1H5NEUJQ7J682:validation:B008KNK7UW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4552805423736572,1.0,0.31492525339126587
A1HAL2KJHF0TZ4:validation:B00AZBTUNC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5849806070327759,1.0,0.3143790066242218
A1HCP7835NATAH:validation:B00ADRH2OM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.26689285039901733,1.0,0.31176280975341797
A1HFSY6W8LJNJM:validation:B00ES2EZTS,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.9967269897460938,1.0,0.31352177262306213
A1HHMO6YVLXHSI:validation:B000YTA4TO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.447452574968338,1.0,0.3142814040184021
A1HJZVQHJ5IOVM:validation:B00198ZPU2,head,25,23,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.9859550595283508,1.0,0.31451648473739624
A1HP7NVNPFMA4N:validation:B00B1N6TSC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.878921627998352,1.0,0.31585705280303955
A1HYJQ45GL9FZC:validation:B001CM1XX8,tail,33,33,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.532599151134491,1.0,0.36571288108825684
A1I1DI692HQ0F9:validation:B001DU4XPY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9492399096488953,1.0,0.31170445680618286
A1I6ICEIWYF5H0:validation:B0068G8DTA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3582068979740143,1.0,0.31534111499786377
A1ISBMRMZ36M9S:validation:B0009BVK0E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7750869393348694,1.0,0.30987608432769775
A1ISJC5E0GD68O:validation:B00AN44OKA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5703991651535034,1.0,0.316141277551651
A1IVA59FUP779G:validation:B001KYU1H2,tail,46,41,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5640315413475037,1.0,0.31907135248184204
A1IYAGGRBAALQT:validation:B007O7AZBG,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.6874982714653015,1.0,0.321642130613327
A1IZIT95268N0V:validation:B0063TFLG0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9383111000061035,1.0,0.32002919912338257
A1J34263XP94K8:validation:B000C1VT70,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.970020592212677,1.0,0.33035242557525635
A1J7GMSVITTLFA:validation:B00KBGHC9K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9999428987503052,1.0,0.3127976059913635
A1J9EH7FU0XHSG:validation:B004OHQR1Q,head,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.8844414353370667,1.0,0.31717199087142944
A1JO2D0N0IGNI8:validation:B001ELJO0G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.23788674175739288,1.0,0.3128696084022522
A1K3L3CVDVSKH2:validation:B00KK62714,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9999243021011353,1.0,0.3655870854854584
A1K3Y3AMWRLVB8:validation:B0067H6MBQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7364677786827087,1.0,0.3136615455150604
A1K4UFU4G2IRUV:validation:B008SPOKIW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9542289972305298,1.0,0.3282139003276825
A1K6M9A0171OK8:validation:B002BWOXYE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7448746562004089,1.0,0.36475956439971924
A1KGVDGS4753UJ:validation:B000UVZU1S,head,8,8,1,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,0,0,0.9727391004562378,1.0,0.32549548149108887
A1KI7V8I8ULWGR:validation:B0039W0UOM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8835984468460083,1.0,0.3135594129562378
A1KMG1AIUS00DC:validation:B00AHF1GK6,head,13,13,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.11711834371089935,1.0,0.3185744285583496
A1KOYOE8O2F1J4:validation:B00AHF1GK6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6316042542457581,1.0,0.31491559743881226
A1KSV8LRF8FALH:validation:B00150LT40,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.44252899289131165,1.0,0.3139118552207947
A1KZTEPQXE6KI:validation:B00ES0Z206,tail,,87,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7196328639984131,1.0,0.31286656856536865
A1L0CBXJ2R8MZL:validation:B0042XTB5G,tail,,77,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.9137780070304871,1.0,0.3273855149745941
A1L6NO1GUE0BS3:validation:B001ABLKK2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8981737494468689,1.0,0.31315845251083374
A1L7LU9YNLC2LQ:validation:B007JSL1OU,tail,,65,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.23955443501472473,1.0,0.34027954936027527
A1LEAB78Y4BFSE:validation:B00538TSMU,head,31,31,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.21097417175769806,1.0,0.3116985559463501
