sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,soft_multiplier,residual_spread
A15GLA5W3FT2RB:validation:B006IBM21K,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.03828622028231621,1.0,0.28448501229286194
A15O192EI39W4V:validation:B00375L8JC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6341226100921631,1.0,0.2912537157535553
A15U1Z3N0L3C12:validation:B004YBW5T0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7701860070228577,1.0,0.28701746463775635
A15UB831MFD7SS:validation:B008A76RKW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9476311206817627,1.0,0.34773731231689453
A15WIF4WWIIJ0C:validation:B005Z41P28,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.573336124420166,1.0,0.282108336687088
A16NKS38QSBLZ9:validation:B003H8180I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25083768367767334,1.0,0.28274819254875183
A16QWIQQJI1N2:validation:B003FS3L9G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.40985623002052307,1.0,0.2867872714996338
A16VM71BLBCMMK:validation:B008B4TIPA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8584434390068054,1.0,0.2879101634025574
A16Z2OECAUX8Z4:validation:B00CTKKE7I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6761063933372498,1.0,0.2812623083591461
A17212FTEQGFV0:validation:B00JYY576U,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.7160202264785767,1.0,0.30283188819885254
A17FRGDX4IJL0D:validation:B003FBKBI2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4495280086994171,1.0,0.30132192373275757
A17JK5TMYSPIV:validation:B001LQJBUW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5303657054901123,1.0,0.2906421422958374
A17LXHOM7K4E9V:validation:B002QFSIW4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5290212035179138,1.0,0.28274914622306824
A181R5HQNB2A08:validation:B002XHJI9W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.17585311830043793,1.0,0.28844913840293884
A1843D2TT3689D:validation:B005TT8T46,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5511026382446289,1.0,0.2886945605278015
A186M8O3IGIR1Q:validation:B0043P0J5O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.27699363231658936,1.0,0.28435468673706055
A188322MDQMDU8:validation:B006GQSH0C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5699285268783569,1.0,0.30589330196380615
A18FGK5F4VZPHO:validation:B001DOA73C,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5715183615684509,1.0,0.2874537408351898
A18GU4YPSBMSX1:validation:B003GMS8NK,tail,45,41,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3570321798324585,1.0,0.2886166572570801
A18HIYY2HJF08Z:validation:B004ATTGSY,head,14,12,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.7832992076873779,1.0,0.2900031805038452
A18JYHZAJUVU3X:validation:B003VPTA2U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9881766438484192,1.0,0.3478870987892151
A18KIFDGDE69Y9:validation:B007O7AZBG,head,5,6,1,1.0,0.38685280723454163,1.0,1.0,0.3562071871080222,1.0,1,0,0.05291863530874252,1.0,0.2839474678039551
A18R9FIQLXLEOR:validation:B007BLN17K,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6602464318275452,1.0,0.28793463110923767
A18W8WBSNKP6VE:validation:B009GIOVKC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31677064299583435,1.0,0.21588486433029175
A18Y6FGU02WAPP:validation:B00795XKXS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7928355932235718,1.0,0.2949775159358978
A1972S1RPX618R:validation:B001QOGXOG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2915734350681305,1.0,0.28804320096969604
A197BFZ8BSVSO2:validation:B0009OAGSI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9914221167564392,1.0,0.34694981575012207
A19A2AR0D9JX0A:validation:B004UVRYQS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9883959293365479,1.0,0.29084014892578125
A19CZ4AFTM2KKG:validation:B007AU0FXA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.40262338519096375,1.0,0.28272855281829834
A19D3N662QS9WD:validation:B00D6EDGYE,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.8838737607002258,1.0,0.284845232963562
A19GYKRVE3SP00:validation:B001TSJ7ZQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9031733274459839,1.0,0.2901304364204407
A19R5G9GKJXAAR:validation:B00150LT40,head,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.7714757323265076,1.0,0.2856890857219696
A19ZE9E4C1L3IY:validation:B000BIXP5S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5814574956893921,1.0,0.2928757071495056
A1A027UELK4JZC:validation:B00D18ZDM8,head,11,11,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.5450149178504944,1.0,0.28605586290359497
A1A4T737KJWM79:validation:B003VMU63K,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9175801873207092,1.0,0.29836297035217285
A1ACQTM37W2YCY:validation:B004TSFE28,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.1288461685180664,1.0,0.28795886039733887
A1AHCD4SRVU5W1:validation:B0033PSM6S,head,5,5,1,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,0,0,0.4573589861392975,1.0,0.28804871439933777
A1AMGGKW9GI7EC:validation:B002L6PXNA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9043987989425659,1.0,0.2831418216228485
A1APAJ51YUTV1A:validation:B009RNUH4A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7256647348403931,1.0,0.289272665977478
A1APK6FWZC13B:validation:B00AO4EKSU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9686086177825928,1.0,0.34927740693092346
A1B29BL4GE4U87:validation:B0048KSGZO,head,39,35,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5743443965911865,1.0,0.28494521975517273
A1B3NT5FGPHU6Q:validation:B002NBF8SI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6878123879432678,1.0,0.2849888205528259
A1B97RCT0SQ4N1:validation:B005CK3GIQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34026622772216797,1.0,0.2876169681549072
A1BHZ0B7FRQ8OD:validation:B000L9YYTS,head,8,8,1,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,0,0,0.7891480326652527,1.0,0.2996929883956909
A1BPEZTXGJNZEP:validation:B003OELYFO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.22850239276885986,1.0,0.3070133924484253
A1BVE2ZIBKJ7YI:validation:B002C67EN6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6554180383682251,1.0,0.2855316698551178
A1BYQ846SV5Q3V:validation:B003COAFPQ,head,30,29,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.8322089314460754,1.0,0.2839450240135193
A1C02Z83O2MJHO:validation:B007U7QR26,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.33205854892730713,1.0,0.2839791476726532
A1C0TY8QPGL19I:validation:B004Y9PLB6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6854970455169678,1.0,0.2990230917930603
A1C6WEXRN8UGUK:validation:B0076LBMI0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7029151916503906,1.0,0.2940686345100403
A1C80VYQMM3FQB:validation:B009MY07F8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9173818826675415,1.0,0.2873798608779907
A1C9FRE9C9B0EX:validation:B000JY5B42,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7733598947525024,1.0,0.28155985474586487
A1CGTGE3B4DA3E:validation:B008KNK7UW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.837311863899231,1.0,0.3504035174846649
A1CKAZZ3Z647NA:validation:B001E5EDJY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5572301149368286,1.0,0.2914130687713623
A1D0JZSTL2PRSM:validation:B002P9FGWQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6024015545845032,1.0,0.29115328192710876
A1DBQHU8GY6VOP:validation:B000NBNZXK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.19835536181926727,1.0,0.2815513014793396
A1E0B29CH9R4US:validation:B008TBTA6C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8572697043418884,1.0,0.2860461175441742
A1E50J31E4Y3YN:validation:B0019IC2N0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37061750888824463,1.0,0.2871077060699463
A1E5ES7JLRJKK2:validation:B008U12YV4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.32749488949775696,1.0,0.28907835483551025
A1E8T455WK02AF:validation:B007IUPZJG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9017594456672668,1.0,0.35077255964279175
A1E9ZNXMS86DBT:validation:B000AADG8I,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.520331859588623,1.0,0.2846311628818512
A1EEC7G4TRFUA:validation:B007B3T47Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2769595980644226,1.0,0.28241902589797974
A1EGEAS8DMGRJJ:validation:B00AVWJROM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5675851106643677,1.0,0.28805288672447205
A1EGQN4IERM4YI:validation:B005EMQKHG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6360110640525818,1.0,0.2905791997909546
A1EI7VZV0HYC3D:validation:B004Y9GVZG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7054554224014282,1.0,0.29163414239883423
A1EJLQY0WCBLO3:validation:B00I1ISDZM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9963601231575012,1.0,0.3460971415042877
A1EK2DK7O4LMIB:validation:B002HK2GI0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7336702346801758,1.0,0.2810727059841156
A1ES2Z4ZX6IWBK:validation:B004HR2PAK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4887758791446686,1.0,0.2837728261947632
A1EWLSWOVAIYLJ:validation:B0062PIHZW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7575067281723022,1.0,0.2835518419742584
A1F98QM3ACQKYC:validation:B005Z41P28,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.9707797765731812,1.0,0.3470231890678406
A1FBI47S27IRJJ:validation:B005HO0A18,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.48450756072998047,1.0,0.28048083186149597
A1FBO49PEOBR4V:validation:B001EYFYNO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5901693105697632,1.0,0.28494036197662354
A1FE942BF1XBFE:validation:B003Y57G7I,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8426926136016846,1.0,0.29328933358192444
A1FUF81GI1TZWE:validation:B000142C1A,head,5,4,1,1.0,0.38685280723454163,1.0,1.0,0.43067655807339306,1.0,1,0,0.6779341697692871,1.0,0.2873954474925995
A1FWJWEYS0G91D:validation:B0001XLSR0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.26932618021965027,1.0,0.29976481199264526
A1G5FIEA40QCT4:validation:B00157S30Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6620520949363708,1.0,0.292047917842865
A1G9MDUJXFBTOK:validation:B000LUX3VC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5791884660720825,1.0,0.2869250178337097
A1GDTB90WVF18G:validation:B008BMQNPU,tail,,57,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.2606291174888611,1.0,0.2831660509109497
A1GIOMSG1FZJ9Y:validation:B002JSL6QI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5503877401351929,1.0,0.2880626916885376
A1GP64OFRUNIM9:validation:B004MKNUAG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9140772819519043,1.0,0.2842563986778259
A1GXC6Z7XPOUD8:validation:B00022WA9K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.22866445779800415,1.0,0.30708709359169006
A1GZMWBPWGZH8U:validation:B009SCRSHE,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.6909157037734985,1.0,0.35896870493888855
A1H5NEUJQ7J682:validation:B008KNK7UW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7300450801849365,1.0,0.29094743728637695
A1HAL2KJHF0TZ4:validation:B00AZBTUNC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31678107380867004,1.0,0.28023213148117065
A1HCP7835NATAH:validation:B00ADRH2OM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.19281360507011414,1.0,0.28988170623779297
A1HFSY6W8LJNJM:validation:B00ES2EZTS,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.855088472366333,1.0,0.29916149377822876
A1HHMO6YVLXHSI:validation:B000YTA4TO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29990094900131226,1.0,0.28883564472198486
A1HJZVQHJ5IOVM:validation:B00198ZPU2,head,25,23,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.8984066247940063,1.0,0.28681451082229614
A1HP7NVNPFMA4N:validation:B00B1N6TSC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7705311179161072,1.0,0.28837186098098755
A1HYJQ45GL9FZC:validation:B001CM1XX8,tail,33,34,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.6979493498802185,1.0,0.35008886456489563
A1I1DI692HQ0F9:validation:B001DU4XPY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5183833837509155,1.0,0.2890150845050812
A1I6ICEIWYF5H0:validation:B0068G8DTA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35283729434013367,1.0,0.28365325927734375
A1ISBMRMZ36M9S:validation:B0009BVK0E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8981194496154785,1.0,0.28805607557296753
A1ISJC5E0GD68O:validation:B00AN44OKA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.48873093724250793,1.0,0.28675657510757446
A1IVA59FUP779G:validation:B001KYU1H2,tail,46,43,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.764280378818512,1.0,0.28686222434043884
A1IYAGGRBAALQT:validation:B007O7AZBG,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.8345975279808044,1.0,0.28687193989753723
A1IZIT95268N0V:validation:B0063TFLG0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2735936939716339,1.0,0.2822726368904114
A1J34263XP94K8:validation:B000C1VT70,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5398567318916321,1.0,0.2845786511898041
A1J7GMSVITTLFA:validation:B00KBGHC9K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9982569813728333,1.0,0.2779829502105713
A1J9EH7FU0XHSG:validation:B004OHQR1Q,head,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.6233500242233276,1.0,0.2844533324241638
A1JO2D0N0IGNI8:validation:B001ELJO0G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.19997268915176392,1.0,0.2913217842578888
A1K3L3CVDVSKH2:validation:B00KK62714,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9895200729370117,1.0,0.34810304641723633
A1K3Y3AMWRLVB8:validation:B0067H6MBQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7000761032104492,1.0,0.2832709550857544
A1K4UFU4G2IRUV:validation:B008SPOKIW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38560035824775696,1.0,0.2926814556121826
A1K6M9A0171OK8:validation:B002BWOXYE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.970173716545105,1.0,0.3478287160396576
A1KGVDGS4753UJ:validation:B000UVZU1S,head,8,8,1,1.0,0.31546487678572877,1.0,1.0,0.31546487678572877,1.0,0,0,0.6553442478179932,1.0,0.284310907125473
A1KI7V8I8ULWGR:validation:B0039W0UOM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.615730345249176,1.0,0.2901536226272583
A1KMG1AIUS00DC:validation:B00AHF1GK6,head,13,13,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.06907816231250763,1.0,0.284064382314682
A1KOYOE8O2F1J4:validation:B00AHF1GK6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7870190143585205,1.0,0.2859940230846405
A1KSV8LRF8FALH:validation:B00150LT40,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.541713297367096,1.0,0.2866523861885071
A1KZTEPQXE6KI:validation:B00ES0Z206,tail,,87,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.4872600734233856,1.0,0.28906700015068054
A1L0CBXJ2R8MZL:validation:B0042XTB5G,tail,,79,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5488457679748535,1.0,0.28302663564682007
A1L6NO1GUE0BS3:validation:B001ABLKK2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.507037878036499,1.0,0.28762853145599365
A1L7LU9YNLC2LQ:validation:B007JSL1OU,tail,,65,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.17011436820030212,1.0,0.30819588899612427
A1LEAB78Y4BFSE:validation:B00538TSMU,head,31,34,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.1943630576133728,1.0,0.2966938316822052
