parent,left_item,right_item,left_train_freq,right_train_freq,delta_lp_last,delta_amplification,non_tie,concordant
467 1476 7081 27307 10875,B00D7OAOYI,B00D8VHIOE,4,6,0.0070400238037109375,0.4266761341398002,1,1
467 1476 7081 27307 10875,B00D7OAOYI,B00D8VHJDE,4,3,1.1525535583496094,-0.06782259633876109,1,0
467 1476 7081 27307 10875,B00D7OAOYI,B00DW58ENU,4,8,2.385775566101074,-0.3042113744029926,1,0
467 1476 7081 27307 10875,B00D8STBHY,B00D8VHIKI,5,4,-1.6699304580688477,0.32081500730421375,1,0
467 1476 7081 27307 10875,B00D8STBHY,B00D8VHIMG,5,5,-0.4798107147216797,-0.014285957247476944,1,1
467 1476 7081 27307 10875,B00D8STBHY,B00D8VHIOE,5,6,-2.655475616455078,0.8880730920652038,1,0
467 1476 7081 27307 10875,B00D8STBHY,B00D8VHJDE,5,3,-1.5099620819091797,0.3935743615866425,1,0
467 1476 7081 27307 10875,B00D8STBHY,B00DW58ENU,5,8,-0.27674007415771484,0.15718558352241097,1,0
467 1476 7081 27307 10875,B00D8VHIKI,B00D8VHIMG,4,5,1.190119743347168,-0.3351009645516907,1,0
467 1476 7081 27307 10875,B00D8VHIKI,B00D8VHIOE,4,6,-0.9855451583862305,0.56725808476099,1,0
467 1476 7081 27307 10875,B00D8VHIKI,B00D8VHJDE,4,3,0.15996837615966797,0.07275935428242875,1,1
467 1476 7081 27307 10875,B00D8VHIKI,B00DW58ENU,4,8,1.3931903839111328,-0.16362942378180279,1,0
467 1476 7081 27307 10875,B00D8VHIMG,B00D8VHIOE,5,6,-2.1756649017333984,0.9023590493126807,1,0
467 1476 7081 27307 10875,B00D8VHIMG,B00D8VHJDE,5,3,-1.0301513671875,0.40786031883411944,1,0
467 1476 7081 27307 10875,B00D8VHIMG,B00DW58ENU,5,8,0.20307064056396484,0.1714715407698879,1,1
467 1476 7081 27307 10875,B00D8VHIOE,B00D8VHJDE,6,3,1.1455135345458984,-0.4944987304785613,1,0
467 1476 7081 27307 10875,B00D8VHIOE,B00DW58ENU,6,8,2.3787355422973633,-0.7308875085427928,1,0
467 1476 7820 21787,B000809NNC,B003BLQIQK,27,17,-6.434537887573242,0.4340205687677585,1,0
467 1476 8267 3198,B000096RBO,B003GXF6FW,11,9,-1.3809261322021484,-0.0752127411852559,1,1
467 1476 20927 3372,B005UWYUHW,B00CF4G7OW,5,8,0.21848297119140625,-0.8359405548902235,1,0
467 1476 21622 16752 2195,B00007F8Q0,B002MUALIM,5,9,0.49582386016845703,-0.4347996679284556,1,0
467 1476 22377 13709,B00005YXUM,B0036RKKM2,6,5,6.910398483276367,1.0143519450503717,1,1
467 1476 24856 5919,B001HV9SLS,B002G21EYG,6,5,-6.260595321655273,0.19205538686858326,1,0
467 1712 29547 152,B000T9WGWW,B00ETFTX9Q,5,4,-5.092632293701172,0.945642943886682,1,0
467 2951 691 3623 2783,B001FPK1OY,B003IT7AK8,4,4,0.7630958557128906,-0.363500909009133,1,0
467 3186 6686 1208 1575,B003GXF6K2,B006O6F8VA,4,4,-0.6927013397216797,0.7963314167951765,1,0
740 90 4172 5907,B005KIQE16,B005VPRF16,36,27,-2.91823673248291,-0.08434731526503825,1,1
740 90 4172 5907,B007IYD4S6,B007Q0ODLY,5,8,1.3603496551513672,1.3180805300977614,1,1
740 90 4172 5907,B007IYD4S6,B00CNBGUI0,5,6,7.336228370666504,0.6330652154489442,1,1
740 90 4172 5907,B007Q0ODLY,B00CNBGUI0,8,6,5.975878715515137,-0.6850153146488172,1,0
740 90 5907 4172,B005KIQERA,B00A88F4TG,9,11,5.565832138061523,0.007615458032775635,1,1
740 90 6745 3606 5480,B005JSP9ZO,B005JUV0ZU,8,7,-0.1960010528564453,-0.10574241369569215,1,1
740 90 7379 146,B000N3VJ8Q,B006WFGM0O,33,18,-2.419025421142578,-0.18732798934661066,1,1
740 515 1475 2077,B0001VUNXC,B003COZJXO,6,8,5.212933540344238,0.07109009640142183,1,1
740 515 1475 2077,B0001VUNXC,B003COZK3I,6,5,2.8378028869628906,-0.22337314608045666,1,0
740 515 1475 2077,B003COZJXO,B003COZK3I,8,5,-2.3751306533813477,-0.2944632424818785,1,1
740 690 1472 14466,B0060GDQZY,B00A850R3W,6,11,-2.172513961791992,-0.5898691312940141,1,1
740 690 1472 29764 12314,B00030EP12,B00A850SGS,8,9,0.18691253662109375,-0.07887780124470467,1,0
740 918 15309 10905,B0007ZULSY,B0009AD6NY,10,7,1.680807113647461,-1.2729656758128876,1,0
740 918 21920 14195 5278,B0015344GM,B001Q4A8VK,5,4,0.7341842651367188,0.154948446124056,1,1
740 1240 6438 1907 29669,B00000J50C,B00000J50F,9,16,1.6309394836425781,-0.23885320784309627,1,0
740 2056 19622 11366,B0009K4ECQ,B0009K4ED0,5,4,3.795137405395508,0.28152279209124487,1,1
740 2095 5827 5840,B005VPRDKE,B005VPRDLS,16,15,-6.9747772216796875,0.2606449021182389,1,0
740 3272 2910 18330,B004P5O3UO,B005KM4VUI,5,4,4.56489372253418,0.34909070058042424,1,1
740 4517 3357 10658,B003ACHZJ4,B004R2DS9C,5,9,-6.401269912719727,0.006456842448633537,1,0
740 4672 2775 13950 2182,B000M8H8Y6,B000MDOYZW,28,20,0.04452991485595703,0.26914344359774844,1,1
740 4923 2190 11258 12011,B000FFRZYE,B001AZ4W5I,8,9,-1.1111440658569336,-0.11122563511022321,1,1
740 4923 21588 8562 18298,B001FYHQ5C,B001FYLT28,7,4,-0.3871469497680664,0.32423966818557837,1,0
740 5487 1742 12212,B0015KEB2M,B001ECI9EM,22,13,0.8334827423095703,-1.6211229304237769,1,0
740 5748 13985 457,B00D43F730,B00D6FD30K,2,1,-2.1915454864501953,0.5108256237659905,1,0
740 6396 12810 10426 24013,B00A29T6F4,B00A29U2TS,4,5,0.2223072052001953,1.108013062952816,1,1
740 6396 18530 965 19938,B000CBSNKQ,B000CBSNRY,25,50,0.894780158996582,-0.6803352075206366,1,0
740 6438 6397 343 2463,B00770KEXY,B007GAXMJI,3,3,1.4791202545166016,-0.7707054149058195,1,0
740 7379 146 7944,B00A852M0I,B00A852PL4,3,5,3.884164810180664,-0.1667331861445671,1,0
740 8803 1843 2346,B00000ITIV,B0040MGYTA,7,4,3.453083038330078,0.058840500022933284,1,1
740 8803 8196 1843,B001ODA2KK,B004BW8Z14,8,10,-0.03232765197753906,1.2221031904297526,1,0
740 10224 1744 25078 27433,B004DJJ76M,B005WRZZBA,4,4,0.07265472412109375,0.16705408466316563,1,1
740 14260 238 10652 5749,B0002VZ0ZC,B0006OHNCI,14,9,-0.9464883804321289,-0.24189085521821418,1,1
740 14260 10519 18983,B004PQUA6O,B004PQY8YY,3,5,-1.7945289611816406,0.10232561196267298,1,0
740 14260 18762 16429,B0009JJPEY,B000FJTP1G,6,5,-3.0429601669311523,0.1670540846631674,1,0
740 23216 17396 6234,B005VPRF8Y,B005VPRF98,8,6,-7.875042915344238,0.3896248435989449,1,0
740 23693 4793 615,B004Z24R8K,B00DJ4PJ64,19,11,7.169930458068848,-1.1827229764938902,1,0
740 23693 4793 23997,B003F80KFO,B00B0IH5WW,7,10,-9.547731399536133,2.4625497426867238,1,0
740 28784 3903 8184,B001US29GE,B00A850V92,9,14,-1.579030990600586,0.2379820865072535,1,0
1041 615 409 588 649,B0089QJCRO,B008DE0FU0,3,4,0.1827220916748047,0.03181182763501411,1,1
1041 615 9534 4711 2213,B008RNZSHC,B008RO04WK,6,5,-1.2104196548461914,-0.1624251164670767,1,1
1041 615 9534 4711 8367,B006CD27NC,B006CD29MG,4,4,1.3096809387207031,0.40362178961387585,1,1
1041 615 12553 3293,B0013TO94U,B004S6DXKG,5,10,-8.286550521850586,0.4119797891293562,1,0
1041 615 14900 8184 10217,B001E95SQ2,B002KHN23S,6,9,-0.47241687774658203,-0.4383301217278355,1,1
1041 620 2414 16600,B004H0MC4Q,B004UK4IQS,10,6,-1.274148941040039,1.5531840667245795,1,0
1041 620 5630 8765 8886,B005CKXVF4,B008HY2022,4,2,-1.2403802871704102,0.9570039826179428,1,0
1041 620 8886 21553 1744,B00BQ68RX4,B00BQ68RYS,13,10,-0.22270965576171875,-0.3214906830055959,1,1
1041 1123 6336 28548 10183,B00CHFP1FK,B00CHFP1HI,4,3,0.21380615234375,0.03839243103823442,1,1
1041 1738 23092 7097,B000ZLZ1NU,B002OFN9TS,17,9,-3.71268367767334,-1.4117159843132008,1,1
1041 2000 3828 5238 30574,B00770KPTW,B00770KR7W,5,8,1.1386709213256836,-0.19386919384527346,1,0
1041 2325 2470 1974 388,B00BSN0K1C,B00BSN0K3U,12,7,-1.3553352355957031,0.25951119548508395,1,0
1041 2325 2470 1974 388,B00BSN0K1C,B00BSN0K4E,12,7,-0.8364486694335938,-0.6260688514731356,1,1
1041 2325 2470 1974 388,B00BSN0K1C,B00BSN0L2U,12,8,-0.0932321548461914,-0.045963453334852744,1,1
1041 2325 2470 1974 388,B00BSN0K1C,B00BSN0L48,12,7,-1.4046010971069336,-0.8801746283913126,1,1
1041 2325 2470 1974 388,B00BSN0K3U,B00BSN0K4E,7,7,0.5188865661621094,-0.8855800469582196,1,0
1041 2325 2470 1974 388,B00BSN0K3U,B00BSN0L2U,7,8,1.2621030807495117,-0.3054746488199367,1,0
1041 2325 2470 1974 388,B00BSN0K3U,B00BSN0L48,7,7,-0.04926586151123047,-1.1396858238763965,1,1
1041 2325 2470 1974 388,B00BSN0K4E,B00BSN0L2U,7,8,0.7432165145874023,0.5801053981382829,1,1
1041 2325 2470 1974 388,B00BSN0K4E,B00BSN0L48,7,7,-0.5681524276733398,-0.25410577691817693,1,1
1041 2325 2470 1974 388,B00BSN0L2U,B00BSN0L48,8,7,-1.3113689422607422,-0.8342111750564598,1,1
1041 3214 2278 5993,B00B1BPR5A,B00B7QKEWU,5,4,-1.825815200805664,-0.25131442828090655,1,1
1041 3214 2720 20480 3654,B007WW29SA,B007WW2ATS,5,7,-0.33628273010253906,-0.40112670650956694,1,1
1041 3214 3654 774 3187,B009Y96PDO,B00BWYFTNG,11,12,1.072092056274414,1.0225299822106706,1,1
1041 3214 3654 774 3187,B009Y96PDO,B00BWZXDTC,11,11,1.5355033874511719,0.5705448584676134,1,1
1041 3214 3654 774 3187,B00BWYFTNG,B00BWZXDTC,12,11,0.4634113311767578,-0.4519851237430572,1,0
1041 3214 3654 774 12884,B00BX03CVA,B00BX07OF0,8,4,0.2089834213256836,0.9891280558264217,1,1
1041 3214 3654 774 14330,B009Y943F6,B009Y94H1G,9,5,0.5739727020263672,-0.18434380217472146,1,0
1041 3214 3654 774 14330,B009Y943F6,B009Y95BB6,9,13,0.5340728759765625,-0.5292848465639768,1,0
1041 3214 3654 774 14330,B009Y943F6,B009Y983Q6,9,5,-0.5544834136962891,-0.15403845267939253,1,1
1041 3214 3654 774 14330,B009Y94H1G,B009Y983Q6,5,5,-1.1284561157226562,0.030305349495328926,1,0
1041 3214 12973 20679,B00DERIV8Y,B00ERZ765Q,6,5,-3.759275436401367,0.4353180712578464,1,0
1041 3795 348 3415 1831,B00C16YWXC,B00C16YZ4S,15,10,0.19016265869140625,0.24888281614053298,1,1
1041 3795 3098 29816 2164,B006O6F1NK,B006O6F25W,15,11,-0.7078523635864258,0.2406879532903501,1,0
1041 3795 3098 29816 2164,B006O6F202,B006O6F25W,7,11,-1.3857698440551758,1.0354492279197283,1,0
1041 3795 3098 29816 2164,B006O6F202,B006O6F2CU,7,5,-2.6831703186035156,0.1790149278113926,1,0
1041 3795 3415 1831 348,B00C16YWYQ,B00C16YYVC,17,17,-1.5410804748535156,0.13300824325344962,1,0
1041 3795 3415 1831 348,B00C16YWYQ,B00C16YYW6,17,20,0.19485855102539062,0.2260986663194604,1,1
1041 3795 3415 1831 348,B00C16YWYQ,B00C16YZ2U,17,12,-0.6993846893310547,0.13300824325344962,1,0
1041 3795 3415 1831 348,B00C16YYVC,B00C16YYW6,17,20,1.7359390258789062,0.09309042306601079,1,1
1041 3795 3415 1831 348,B00C16YYVC,B00C16YZ2U,17,12,0.8416957855224609,0.0,0,0
1041 3795 3415 1831 348,B00C16YYW6,B00C16YZ2U,20,12,-0.8942432403564453,-0.09309042306601079,1,1
1041 3795 11875 348 6604,B00FLKKC3O,B00FLKKCBQ,10,8,-0.04458427429199219,0.2611278240126911,1,0
1041 3795 11875 348 12501,B00A6TDFGQ,B00A6TEG0U,4,6,-1.2977657318115234,-0.8086965766903926,1,1
1041 3795 11875 348 12501,B00A6TDFGQ,B00BC1UBDW,4,6,-0.4433422088623047,-0.5799462826149462,1,1
1041 3795 11875 348 12501,B00A6TDFGQ,B00BIAC2RU,4,4,-0.2927684783935547,-0.3711760346295314,1,1
1041 3795 11875 348 12501,B00A6TEG0U,B00B9HHAGK,6,11,0.02529430389404297,0.19800033957654506,1,1
1041 3795 11875 348 12501,B00A6TEG0U,B00BC1UBDW,6,6,0.8544235229492188,0.22875029407544645,1,1
1041 3795 11875 348 12501,B00A6TEG0U,B00BIAC2RU,6,4,1.0049972534179688,0.4375205420608612,1,1
1041 3795 11875 348 12501,B00B9HHAGK,B00BC1UBDW,11,6,0.8291292190551758,0.03074995449890139,1,1
1041 3795 11875 348 12501,B00BC1UBDW,B00BIAC2RU,6,4,0.15057373046875,0.20877024798541477,1,1
1041 5533 11875 7967 750,B00A8UK5NY,B00ABY8MNC,4,3,2.6681032180786133,-0.16532398042538254,1,0
1041 5533 11875 7967 750,B00A8UK5NY,B00ABY8WVO,4,6,0.6535615921020508,-0.07450252729792162,1,0
1041 5533 11875 7967 750,B00A8UK5NY,B00C9NPKF6,4,5,1.3065757751464844,0.4195074652312041,1,1
1041 5533 11875 7967 750,B00A8UK5NY,B00CU7Q1SQ,4,2,1.8787612915039062,0.6169858195943814,1,1
1041 5533 11875 7967 750,B00ABY8MNC,B00ABY8WVO,3,6,-2.0145416259765625,0.09082145312746093,1,0
1041 5533 11875 7967 750,B00ABY8MNC,B00C9NPKF6,3,5,-1.361527442932129,0.5848314456565866,1,0
1041 5533 11875 7967 750,B00ABY8MNC,B00CU7Q1SQ,3,2,-0.789341926574707,0.7823098000197639,1,0
1041 5533 11875 7967 750,B00ABY8WVO,B00C9NPKF6,6,5,0.6530141830444336,0.4940099925291257,1,1
1041 5533 15414 3007 2168,B008KHG21Q,B008KHG2K2,7,4,1.1686029434204102,-0.15467002546344588,1,0
1041 5533 15414 3007 2168,B008KHG21Q,B0093HPI9E,7,5,-1.1297311782836914,-1.3181514684346443,1,1
1041 5533 15414 3007 2168,B008KHG2K2,B0093HPI9E,4,5,-2.2983341217041016,-1.1634814429711984,1,1
1041 5638 2774 9161,B00355LOZM,B00659T3F8,7,4,7.636651039123535,0.9325512527459345,1,1
1041 5638 6174 93,B00BV1OSZA,B00C04H2VO,4,2,-3.1978225708007812,0.9315582040049417,1,0
1041 5638 6647 1886,B000TGBZI6,B00A1419ZA,5,9,1.7406463623046875,2.3766178743510853,1,1
1041 5638 7081 671 11064,B0050SVTUM,B00AXE639A,5,9,-0.9915800094604492,-0.14694371771230408,1,1
1041 5638 7081 671 11064,B0050SVTUM,B00AXI9WNU,5,5,-1.807633399963379,-1.478101910373013,1,1
1041 5638 7081 671 11064,B00AXE639A,B00AXI9WNU,9,5,-0.8160533905029297,-1.331158192660709,1,1
1041 5638 9052 7276 8839,B004P4KTBC,B004P4KTEO,3,6,0.7645177841186523,-0.2647292635989906,1,0
1041 5638 9660 2342 31193,B003N37J2I,B004FJL5WE,8,5,-0.44988059997558594,0.4856431551453628,1,0
1041 5638 19838 1538 21189,B005TYDODM,B005TYDSKQ,6,4,-0.9664382934570312,0.3277194455116188,1,0
1041 5638 23004 2157,B002Y32D92,B00BPBPXSW,6,10,-1.4446659088134766,-0.18864951388593454,1,1
1041 6604 1483 690 28880,B0072URE3M,B0072URED2,6,4,2.1532669067382812,0.1968557170631513,1,1
1041 6604 1483 690 28880,B0072URE3M,B007BFTUNA,6,7,1.2682991027832031,0.2779489954841896,1,1
1041 6604 1483 690 28880,B0072URE3M,B007BFVATW,6,5,0.9348030090332031,0.6218909213654129,1,1
1041 6604 1483 690 28880,B0072URED2,B007BFTUNA,4,7,-0.8849678039550781,0.0810932784210383,1,0
1041 6604 1483 690 28880,B0072URED2,B007BFVATW,4,5,-1.2184638977050781,0.4250352043022616,1,0
1041 6604 1483 690 28880,B007BFTUNA,B007BFVATW,7,5,-0.33349609375,0.3439419258812233,1,0
1041 6604 3795 348,B008PURHW6,B00AFP86KG,6,5,-1.2984943389892578,-0.44119365211029304,1,1
1041 9705 5397 3286,B00BJT0PCY,B00BJT861Q,5,5,2.929048538208008,0.32277339226305024,1,1
1041 9705 5397 3286 5379,B00EH486CY,B00EKHE1JA,3,2,1.3792667388916016,0.33647223662121206,1,1
1041 14580 13631 2461 13720,B00D6N909A,B00D6N90BS,7,4,0.24596118927001953,1.0590387796036005,1,1
1041 14580 13631 6290 924,B00D6N8YF6,B00D6N8YGA,6,5,0.3096294403076172,-0.028370697129215472,1,0
1041 14741 12593 10203 3131,B005IBVLHW,B005KJE9L2,15,14,0.1589984893798828,-0.3138347852622392,1,0
1041 18612 11398 2849 2231,B00EDBYB4S,B00EDBZ0L6,9,15,0.3821134567260742,-0.422385180508833,1,0
1041 18612 21746 21045 23092,B00ECV5TW2,B00G69QAWG,3,2,-0.6547470092773438,1.1837700970084164,1,0
1041 18612 23092 17736 1937,B006CC12YI,B00ARQW1O0,28,27,-2.3084163665771484,0.5201933737695903,1,0
1041 18612 23092 17736 1937,B006CC13V0,B006CD43ZW,5,3,1.6412572860717773,-1.1204115170106945,1,0
1041 18612 23092 17736 1937,B006CD43ZW,B006CD44H4,3,2,-1.119140625,0.6729444732424259,1,0
1041 18784 5399 3381,B0016NAA32,B002ARM4I2,14,8,-6.067543029785156,-0.38707443559507126,1,1
1041 22713 9352 5605,B004I0FVHA,B00955MRXO,4,5,-4.766656875610352,0.7050379270814684,1,0
1041 23092 624 630 2275,B00AHVS4X2,B00BU9C22E,7,7,-0.72430419921875,-0.0721032939013444,1,1
1041 23092 8084 17736 1937,B006CD0ADQ,B006CD0C98,5,3,1.7830171585083008,-0.18879407129957215,1,0
1041 23092 8084 17736 1937,B006CD0ADQ,B008FTF9PO,5,6,0.0901803970336914,0.5098325750249977,1,1
1041 23092 8084 17736 1937,B006CD0ADQ,B008FTFADU,5,4,0.5381097793579102,-0.127236178300139,1,0
1041 23092 8084 17736 1937,B006CD0ADQ,B008G6OOHA,5,5,2.601835250854492,0.08252102368800251,1,1
1041 23092 8084 17736 1937,B006CD0C98,B008FTF9PO,3,6,-1.6928367614746094,0.6986266463245698,1,0
1041 23092 8084 17736 1937,B006CD0C98,B008FTFADU,3,4,-1.2449073791503906,0.06155789299943315,1,0
1041 23092 8084 17736 1937,B006CD0C98,B008G6OOHA,3,5,0.8188180923461914,0.27131509498757467,1,1
1041 23092 8084 17736 1937,B008FTF9PO,B008FTFADU,6,4,0.44792938232421875,-0.6370687533251367,1,0
1041 23092 8084 17736 1937,B008FTF9PO,B008G6OOHA,6,5,2.511654853820801,-0.42731155133699517,1,0
1041 23092 8084 17736 1937,B008FTFADU,B008G6OOHA,4,5,2.063725471496582,0.20975720198814152,1,1
1041 23092 17736 1937 8084,B006CC0154,B006CDDW4A,11,22,-0.45900535583496094,-0.3229484718700064,1,1
1041 23092 29243 9369,B00CFWWD6A,B00D9LWJIS,4,6,-7.074701309204102,0.45130264632363115,1,0
1041 24856 623 615 8911,B00CFELU0I,B00CFELU2G,14,18,-2.438282012939453,0.661430398791996,1,0
1041 24856 623 615 8911,B00CFELU0I,B00CFELU30,14,14,-2.6886825561523438,0.4586192262865394,1,0
1041 24856 623 615 8911,B00CFELU0I,B00CFELU3A,14,10,-2.7488136291503906,-0.4443335574121843,1,1
1041 24856 623 615 8911,B00CFELU0I,B00CFELV16,14,9,-2.229410171508789,0.4267030094075128,1,0
1041 24856 623 615 8911,B00CFELU2G,B00CFELU30,18,14,-0.2504005432128906,-0.20281117250545666,1,1
1041 24856 623 615 8911,B00CFELU2G,B00CFELU3A,18,10,-0.3105316162109375,-1.1057639562041803,1,1
1041 24856 623 615 8911,B00CFELU2G,B00CFELV16,18,9,0.20887184143066406,-0.23472738938448323,1,0
1041 24856 623 615 8911,B00CFELU30,B00CFELU3A,14,10,-0.060131072998046875,-0.9029527836987237,1,1
1041 24856 623 615 8911,B00CFELU30,B00CFELV16,14,9,0.4592723846435547,-0.03191621687902657,1,0
1041 24856 623 615 8911,B00CFELU3A,B00CFELV16,10,9,0.5194034576416016,0.8710365668196971,1,1
1041 24856 623 615 8911,B00CFELU3A,B00CFWWDWE,10,5,0.38114166259765625,1.3942782479849214,1,1
1041 24856 623 615 8911,B00CFELU3A,B00CG5WUXM,10,5,-0.061161041259765625,1.458939551368335,1,0
1041 24856 623 615 8911,B00CFELU3A,B00CG5WV2W,10,5,0.013856887817382812,1.455249510280881,1,1
1041 24856 623 615 8911,B00CFELU3A,B00CG5WVU4,10,6,1.1804256439208984,0.6817515031110517,1,1
1041 24856 623 615 8911,B00CFELU3A,B00CG5WVW2,10,5,0.45442962646484375,1.4021060766051683,1,1
1041 24856 623 615 8911,B00CFELU3A,B00CG5WVWC,10,5,-1.5778312683105469,0.7713020266193595,1,0
1041 24856 623 615 8911,B00CFELU3A,B00CG5WXWK,10,6,-1.1470947265625,0.8668939362466475,1,0
1041 24856 623 615 8911,B00CFELV16,B00CFWWDWE,9,5,-0.1382617950439453,0.5232416811652243,1,0
1041 24856 623 615 8911,B00CFELV16,B00CG5WUXM,9,5,-0.5805644989013672,0.5879029845486379,1,0
1041 24856 623 615 8911,B00CFELV16,B00CG5WV2W,9,5,-0.5055465698242188,0.5842129434611838,1,0
1041 24856 623 615 8911,B00CFELV16,B00CG5WVU4,9,6,0.6610221862792969,-0.1892850637086454,1,0
1041 24856 623 615 8911,B00CFELV16,B00CG5WVW2,9,5,-0.06497383117675781,0.5310695097854712,1,0
1041 24856 623 615 8911,B00CFELV16,B00CG5WVWC,9,5,-2.0972347259521484,-0.09973454020033756,1,1
1041 24856 623 615 8911,B00CFELV16,B00CG5WXWK,9,6,-1.6664981842041016,-0.004142630573049644,1,1
1041 24856 623 615 8911,B00CFWWDWE,B00CG5WUXM,5,5,-0.4423027038574219,0.06466130338341358,1,0
1041 24856 623 615 8911,B00CFWWDWE,B00CG5WV2W,5,5,-0.36728477478027344,0.060971262295959505,1,0
1041 24856 623 615 8911,B00CFWWDWE,B00CG5WVU4,5,6,0.7992839813232422,-0.7125267448738697,1,0
1041 24856 623 615 8911,B00CFWWDWE,B00CG5WVW2,5,5,0.0732879638671875,0.00782782862024689,1,1
1041 24856 623 615 8911,B00CFWWDWE,B00CG5WVWC,5,5,-1.9589729309082031,-0.6229762213655619,1,1
1041 24856 623 615 8911,B00CFWWDWE,B00CG5WX5W,5,4,2.499736785888672,-1.1117963952602459,1,0
1041 24856 623 615 8911,B00CFWWDWE,B00CG5WXWK,5,6,-1.5282363891601562,-0.5273843117382739,1,1
1041 24856 623 615 8911,B00CG5WUXM,B00CG5WV2W,5,5,0.07501792907714844,-0.0036900410874540768,1,0
1041 24856 623 615 8911,B00CG5WUXM,B00CG5WVU4,5,6,1.241586685180664,-0.7771880482572833,1,0
1041 24856 623 615 8911,B00CG5WUXM,B00CG5WVW2,5,5,0.5155906677246094,-0.05683347476316669,1,0
1041 24856 623 615 8911,B00CG5WUXM,B00CG5WVWC,5,5,-1.5166702270507812,-0.6876375247489754,1,1
1041 24856 623 615 8911,B00CG5WUXM,B00CG5WX5W,5,4,2.9420394897460938,-1.1764576986436595,1,0
1041 24856 623 615 8911,B00CG5WUXM,B00CG5WXWK,5,6,-1.0859336853027344,-0.5920456151216875,1,1
1041 24856 623 615 8911,B00CG5WV2W,B00CG5WVU4,5,6,1.1665687561035156,-0.7734980071698292,1,0
1041 24856 623 615 8911,B00CG5WV2W,B00CG5WVW2,5,5,0.44057273864746094,-0.053143433675712615,1,0
