dataset,user,split,sample_hash,depth,child_count,history_length,donor_overlap_max,lp_clean,lp_corrupt,lp_no_cf,cf_utility,cf_margin,helpful,sensitivity_deficit,visible_length_identity,metadata_start_identity
Beauty,A36OFDASTEW6EV,fit,000fa69667287ea28f65729b2e3b0c56d4224e36b012183cd9e53220b4475af3,2,5,2,0.0,-2.5116162300109863,-4.089141845703125,-3.782890796661377,1.2712745666503906,1.5775256156921387,True,False,True,True
Beauty,A36OFDASTEW6EV,fit,000fa69667287ea28f65729b2e3b0c56d4224e36b012183cd9e53220b4475af3,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A36OFDASTEW6EV,fit,000fa69667287ea28f65729b2e3b0c56d4224e36b012183cd9e53220b4475af3,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A36OFDASTEW6EV,fit,000fa69667287ea28f65729b2e3b0c56d4224e36b012183cd9e53220b4475af3,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A36OFDASTEW6EV,fit,000fa69667287ea28f65729b2e3b0c56d4224e36b012183cd9e53220b4475af3,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A35JFJJWOUNDQT,fit,001dd7005ce7da6290da18a2f751232b0a88a493987ac35c37c7143afb6ba653,0,108,6,0.05263157894736842,-0.8806623220443726,-1.8065458536148071,-0.6153838038444519,-0.26527851819992065,0.9258835315704346,False,False,True,True
Beauty,A35JFJJWOUNDQT,fit,001dd7005ce7da6290da18a2f751232b0a88a493987ac35c37c7143afb6ba653,1,64,6,0.05263157894736842,-4.379261493682861,-5.185847759246826,-4.6281585693359375,0.24889707565307617,0.8065862655639648,True,False,True,True
Beauty,A35JFJJWOUNDQT,fit,001dd7005ce7da6290da18a2f751232b0a88a493987ac35c37c7143afb6ba653,2,2,6,0.05263157894736842,-0.10234594345092773,-0.316698282957077,-0.571800947189331,0.4694550037384033,0.2143523395061493,True,False,True,True
Beauty,A35JFJJWOUNDQT,fit,001dd7005ce7da6290da18a2f751232b0a88a493987ac35c37c7143afb6ba653,3,1,6,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A35JFJJWOUNDQT,fit,001dd7005ce7da6290da18a2f751232b0a88a493987ac35c37c7143afb6ba653,4,1,6,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A35JFJJWOUNDQT,fit,001dd7005ce7da6290da18a2f751232b0a88a493987ac35c37c7143afb6ba653,5,1,6,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A35JFJJWOUNDQT,fit,001dd7005ce7da6290da18a2f751232b0a88a493987ac35c37c7143afb6ba653,6,1,6,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A38S2ELFQMNEHP,fit,0025fe510e0f3b41fa140dfba316a460310d64634bc98a7a5ca69fce4fb0f45b,0,108,6,0.0,-2.301926851272583,-2.25988507270813,-1.7786505222320557,-0.5232763290405273,-0.042041778564453125,False,False,True,True
Beauty,A38S2ELFQMNEHP,fit,0025fe510e0f3b41fa140dfba316a460310d64634bc98a7a5ca69fce4fb0f45b,1,106,6,0.0,-2.92366361618042,-3.822227954864502,-4.130461692810059,1.2067980766296387,0.898564338684082,True,False,True,True
Beauty,A38S2ELFQMNEHP,fit,0025fe510e0f3b41fa140dfba316a460310d64634bc98a7a5ca69fce4fb0f45b,2,2,6,0.0,-0.032083168625831604,-0.027466721832752228,-0.03535657003521919,0.0032734014093875885,-0.004616446793079376,True,True,True,True
Beauty,A38S2ELFQMNEHP,fit,0025fe510e0f3b41fa140dfba316a460310d64634bc98a7a5ca69fce4fb0f45b,3,1,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A38S2ELFQMNEHP,fit,0025fe510e0f3b41fa140dfba316a460310d64634bc98a7a5ca69fce4fb0f45b,4,1,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A38S2ELFQMNEHP,fit,0025fe510e0f3b41fa140dfba316a460310d64634bc98a7a5ca69fce4fb0f45b,5,1,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A38S2ELFQMNEHP,fit,0025fe510e0f3b41fa140dfba316a460310d64634bc98a7a5ca69fce4fb0f45b,6,1,6,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A13U975DFXBU44,fit,0029290738b5a9ea2842c9efc8c54a868a72819f86de77213ae5e27b93b26306,0,108,2,0.0,-3.9942235946655273,-3.9058620929718018,-4.6811981201171875,0.6869745254516602,-0.08836150169372559,True,True,True,True
Beauty,A13U975DFXBU44,fit,0029290738b5a9ea2842c9efc8c54a868a72819f86de77213ae5e27b93b26306,1,93,2,0.0,-0.8063476085662842,-5.5867719650268555,-4.654784202575684,3.8484365940093994,4.780424356460571,True,False,True,True
Beauty,A13U975DFXBU44,fit,0029290738b5a9ea2842c9efc8c54a868a72819f86de77213ae5e27b93b26306,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A13U975DFXBU44,fit,0029290738b5a9ea2842c9efc8c54a868a72819f86de77213ae5e27b93b26306,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A13U975DFXBU44,fit,0029290738b5a9ea2842c9efc8c54a868a72819f86de77213ae5e27b93b26306,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A13U975DFXBU44,fit,0029290738b5a9ea2842c9efc8c54a868a72819f86de77213ae5e27b93b26306,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A13U975DFXBU44,fit,0029290738b5a9ea2842c9efc8c54a868a72819f86de77213ae5e27b93b26306,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A111RSHNLH2EHN,fit,002ca95f72cfcea96293c990fcedc3aac0444b35f86e2d035d7332a739736a97,0,108,2,0.05263157894736842,-3.872218132019043,-4.294132709503174,-4.677339553833008,0.8051214218139648,0.42191457748413086,True,False,True,True
Beauty,A111RSHNLH2EHN,fit,002ca95f72cfcea96293c990fcedc3aac0444b35f86e2d035d7332a739736a97,1,139,2,0.05263157894736842,-8.538461685180664,-7.547501087188721,-9.184978485107422,0.6465167999267578,-0.9909605979919434,True,True,True,True
Beauty,A111RSHNLH2EHN,fit,002ca95f72cfcea96293c990fcedc3aac0444b35f86e2d035d7332a739736a97,2,1,2,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A111RSHNLH2EHN,fit,002ca95f72cfcea96293c990fcedc3aac0444b35f86e2d035d7332a739736a97,3,1,2,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A111RSHNLH2EHN,fit,002ca95f72cfcea96293c990fcedc3aac0444b35f86e2d035d7332a739736a97,4,1,2,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A111RSHNLH2EHN,fit,002ca95f72cfcea96293c990fcedc3aac0444b35f86e2d035d7332a739736a97,5,1,2,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A111RSHNLH2EHN,fit,002ca95f72cfcea96293c990fcedc3aac0444b35f86e2d035d7332a739736a97,6,1,2,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,0,108,14,0.0,-2.9207520484924316,-2.580185890197754,-3.191972255706787,0.27122020721435547,-0.34056615829467773,True,True,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,1,83,14,0.0,-1.6939616203308105,-2.0367064476013184,-2.6459803581237793,0.9520187377929688,0.3427448272705078,True,False,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,2,2,14,0.0,-0.1361047476530075,-0.000727508042473346,-0.0051564318127930164,-0.1309483158402145,-0.13537723961053416,False,False,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,3,18,14,0.0,-0.03799344226717949,-6.043139457702637,-0.22399549186229706,0.18600204959511757,6.005146015435457,True,False,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,4,2,14,0.0,-0.006397363729774952,-0.05961332842707634,-0.052173227071762085,0.04577586334198713,0.05321596469730139,True,True,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,5,1,14,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,6,1,14,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A37D55NJF1DW9R,fit,0037a07aabac43a22942f4dfbe8f50f9212d51d775e6b10d27a66686a4f72ec0,7,2,14,0.0,-1.7453745603561401,-1.9323630332946777,-2.2722883224487305,0.5269137620925903,0.1869884729385376,True,False,True,True
Beauty,A1X5T0I0AL2608,fit,003ae31a5033b2c71cd9599bb409c802caa08ef9bcc15be04b61e55f3e07e7bd,0,108,9,0.17647058823529413,-4.281251907348633,-4.750704765319824,-4.132588863372803,-0.14866304397583008,0.4694528579711914,False,False,True,True
Beauty,A1X5T0I0AL2608,fit,003ae31a5033b2c71cd9599bb409c802caa08ef9bcc15be04b61e55f3e07e7bd,1,90,9,0.17647058823529413,-4.85497522354126,-2.9193572998046875,-4.110236167907715,-0.7447390556335449,-1.9356179237365723,False,False,True,True
Beauty,A1X5T0I0AL2608,fit,003ae31a5033b2c71cd9599bb409c802caa08ef9bcc15be04b61e55f3e07e7bd,2,2,9,0.17647058823529413,-0.23588024079799652,-0.38418254256248474,-0.4474494457244873,0.21156920492649078,0.14830230176448822,True,False,True,True
Beauty,A1X5T0I0AL2608,fit,003ae31a5033b2c71cd9599bb409c802caa08ef9bcc15be04b61e55f3e07e7bd,3,1,9,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A1X5T0I0AL2608,fit,003ae31a5033b2c71cd9599bb409c802caa08ef9bcc15be04b61e55f3e07e7bd,4,1,9,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A1X5T0I0AL2608,fit,003ae31a5033b2c71cd9599bb409c802caa08ef9bcc15be04b61e55f3e07e7bd,5,1,9,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A1X5T0I0AL2608,fit,003ae31a5033b2c71cd9599bb409c802caa08ef9bcc15be04b61e55f3e07e7bd,6,1,9,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A18X9ZWXOEAEFY,fit,003ae792312bb2a11b13b6171cdcae55b206287b26f5479499ae03a8bd2ce895,0,108,3,0.0,-3.00042986869812,-3.700479507446289,-2.3000612258911133,-0.7003686428070068,0.700049638748169,False,False,True,True
Beauty,A18X9ZWXOEAEFY,fit,003ae792312bb2a11b13b6171cdcae55b206287b26f5479499ae03a8bd2ce895,1,96,3,0.0,-1.1626873016357422,-4.608390808105469,-2.6406149864196777,1.4779276847839355,3.4457035064697266,True,False,True,True
Beauty,A18X9ZWXOEAEFY,fit,003ae792312bb2a11b13b6171cdcae55b206287b26f5479499ae03a8bd2ce895,2,4,3,0.0,-0.20460112392902374,-0.3410334885120392,-0.5699686408042908,0.36536751687526703,0.13643236458301544,True,False,True,True
Beauty,A18X9ZWXOEAEFY,fit,003ae792312bb2a11b13b6171cdcae55b206287b26f5479499ae03a8bd2ce895,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A18X9ZWXOEAEFY,fit,003ae792312bb2a11b13b6171cdcae55b206287b26f5479499ae03a8bd2ce895,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A18X9ZWXOEAEFY,fit,003ae792312bb2a11b13b6171cdcae55b206287b26f5479499ae03a8bd2ce895,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A18X9ZWXOEAEFY,fit,003ae792312bb2a11b13b6171cdcae55b206287b26f5479499ae03a8bd2ce895,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A1MSLHCISXDB79,fit,0043f6d8b3eff98ed4288527dfe4b6b8c5e8a05fb157269ac68fc9c9035b0e00,0,108,2,0.0,-0.4482800364494324,-0.4010944962501526,-0.32188668847084045,-0.12639334797859192,-0.047185540199279785,False,False,True,True
Beauty,A1MSLHCISXDB79,fit,0043f6d8b3eff98ed4288527dfe4b6b8c5e8a05fb157269ac68fc9c9035b0e00,1,30,2,0.0,-0.3442201018333435,-0.4260728657245636,-0.5050343871116638,0.1608142852783203,0.08185276389122009,True,True,True,True
Beauty,A1MSLHCISXDB79,fit,0043f6d8b3eff98ed4288527dfe4b6b8c5e8a05fb157269ac68fc9c9035b0e00,2,17,2,0.0,-0.9693230390548706,-1.2373371124267578,-0.9746890068054199,0.005365967750549316,0.2680140733718872,True,False,True,True
Beauty,A1MSLHCISXDB79,fit,0043f6d8b3eff98ed4288527dfe4b6b8c5e8a05fb157269ac68fc9c9035b0e00,3,8,2,0.0,-1.5000486373901367,-2.329338312149048,-1.859548568725586,0.3594999313354492,0.8292896747589111,True,False,True,True
Beauty,A1MSLHCISXDB79,fit,0043f6d8b3eff98ed4288527dfe4b6b8c5e8a05fb157269ac68fc9c9035b0e00,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A1MSLHCISXDB79,fit,0043f6d8b3eff98ed4288527dfe4b6b8c5e8a05fb157269ac68fc9c9035b0e00,5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A1MSLHCISXDB79,fit,0043f6d8b3eff98ed4288527dfe4b6b8c5e8a05fb157269ac68fc9c9035b0e00,6,1,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A3VZU08ZP7X8LY,fit,0059fd6986681e24ffe270eb0a73e80c2540e2df50cb8c26afdd785f708cf613,0,108,5,0.0,-1.1203749179840088,-2.3686201572418213,-1.2288641929626465,0.1084892749786377,1.2482452392578125,True,False,True,True
Beauty,A3VZU08ZP7X8LY,fit,0059fd6986681e24ffe270eb0a73e80c2540e2df50cb8c26afdd785f708cf613,1,255,5,0.0,-1.9962881803512573,-3.2801785469055176,-2.7908174991607666,0.7945293188095093,1.2838903665542603,True,False,True,True
Beauty,A3VZU08ZP7X8LY,fit,0059fd6986681e24ffe270eb0a73e80c2540e2df50cb8c26afdd785f708cf613,2,8,5,0.0,-0.7191874980926514,-0.13154584169387817,-0.2565824091434479,-0.4626050889492035,-0.5876416563987732,False,False,True,True
Beauty,A3VZU08ZP7X8LY,fit,0059fd6986681e24ffe270eb0a73e80c2540e2df50cb8c26afdd785f708cf613,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A3VZU08ZP7X8LY,fit,0059fd6986681e24ffe270eb0a73e80c2540e2df50cb8c26afdd785f708cf613,4,1,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A3VZU08ZP7X8LY,fit,0059fd6986681e24ffe270eb0a73e80c2540e2df50cb8c26afdd785f708cf613,5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A3VZU08ZP7X8LY,fit,0059fd6986681e24ffe270eb0a73e80c2540e2df50cb8c26afdd785f708cf613,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A2H667ZUNLNTF1,fit,005acad645dcf3cd0b65d5828fd64f5e2577ddda87757bdd2ffe2ce9a4de355c,0,108,9,0.0,-4.082818031311035,-4.57304573059082,-4.1888556480407715,0.10603761672973633,0.49022769927978516,True,False,True,True
Beauty,A2H667ZUNLNTF1,fit,005acad645dcf3cd0b65d5828fd64f5e2577ddda87757bdd2ffe2ce9a4de355c,1,87,9,0.0,-0.6113222241401672,-6.580550670623779,-6.178382396697998,5.567060172557831,5.969228446483612,True,False,True,True
Beauty,A2H667ZUNLNTF1,fit,005acad645dcf3cd0b65d5828fd64f5e2577ddda87757bdd2ffe2ce9a4de355c,2,1,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A2H667ZUNLNTF1,fit,005acad645dcf3cd0b65d5828fd64f5e2577ddda87757bdd2ffe2ce9a4de355c,3,1,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A2H667ZUNLNTF1,fit,005acad645dcf3cd0b65d5828fd64f5e2577ddda87757bdd2ffe2ce9a4de355c,4,1,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A2H667ZUNLNTF1,fit,005acad645dcf3cd0b65d5828fd64f5e2577ddda87757bdd2ffe2ce9a4de355c,5,1,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,A2H667ZUNLNTF1,fit,005acad645dcf3cd0b65d5828fd64f5e2577ddda87757bdd2ffe2ce9a4de355c,6,1,9,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,AB80AB1IVEPVK,fit,0068f9fc5d6ad6b7907978dca5c1cf1d8126bf978c63c59d919b9aedea0de896,0,108,11,0.17647058823529413,-2.519862413406372,-2.2964861392974854,-1.3471312522888184,-1.1727311611175537,-0.22337627410888672,False,False,True,True
Beauty,AB80AB1IVEPVK,fit,0068f9fc5d6ad6b7907978dca5c1cf1d8126bf978c63c59d919b9aedea0de896,1,78,11,0.17647058823529413,-3.072009563446045,-3.465059995651245,-3.7619733810424805,0.6899638175964355,0.3930504322052002,True,False,True,True
Beauty,AB80AB1IVEPVK,fit,0068f9fc5d6ad6b7907978dca5c1cf1d8126bf978c63c59d919b9aedea0de896,2,1,11,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,AB80AB1IVEPVK,fit,0068f9fc5d6ad6b7907978dca5c1cf1d8126bf978c63c59d919b9aedea0de896,3,1,11,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,AB80AB1IVEPVK,fit,0068f9fc5d6ad6b7907978dca5c1cf1d8126bf978c63c59d919b9aedea0de896,4,1,11,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
Beauty,AB80AB1IVEPVK,fit,0068f9fc5d6ad6b7907978dca5c1cf1d8126bf978c63c59d919b9aedea0de896,5,1,11,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,False,False,True,True
