user,split,target,history_length,sample_hash,donor_overlap_max
A3RBLRVHL0R6LA,fit,B000CC08VC,8,007beea062c5343541b7e94c5fc7c9d70e9563a85261d6e4706e32e9d13664c6,0.0
AXKMBF44YYS6T,fit,B0092MCO88,3,007cab9d641b1f3499858152c4a000a10092d63952ca7108ae4108b485d8b1a8,0.0
A1ZUQ5ONG7CVSV,fit,B004OEBRDW,2,008583505838c2129fb862dac3ef45e2cee17a89686fe9837023800ecaa85b61,0.0
AOKQZPTW1243H,fit,B001E96MZ8,20,00865187c3240e07096f512a46d637ad58a10037d2615134e440424a19ba5b2e,0.1111111111111111
A11JI4CX8C84OT,fit,B001AD0HL8,3,008c9b0274ffaee3abcb32e6eaa028ad3202bf7b91ea8d142bc6271695c52e5b,0.0
AOZDKNYG4DRKU,fit,B001T8JLRK,2,00908d1d36427144e0d3af5dccab21f250a3aaab29906db24bc12ae5226d75c0,0.0
A28MKDFKWNO2IM,fit,B001TVURZW,3,0092fc81ad3e5b46fdf805c944f46070f7d6070f5093566ff02bf273c18ecbc0,0.0
A2NQWPJ8EBWM3L,fit,B003LDJK5O,4,009f5bd170d7847297f055a0c21544322690c087717a44f7965651ff9c275982,0.0
A2RU3JWVQHGQ44,fit,B00AVWJQWK,2,00a01980cede5035c8af1f1723491b3ecff180a781fb3505019c2e51d94ed618,0.0
A3CKLLCH0MDTGH,fit,B000050B6U,3,00a418c6f6ecb124d59321e91b10610b7711509287e1366448eed74d1acde348,0.17647058823529413
A1105ZFMT1RC46,fit,B00021AK4I,3,00a6c6d1aff3fb0f6eed7020f95b41cf572fc0893fad74a686d349c9b82bfb33,0.0
A1DMP09QE7JD6X,fit,B003VI0HVA,2,00a7baa841cdf4d3049f7719bd8f30386c935c7bd1b303fa034b7cfe8914861e,0.0
A18AO5KXCW5P3Z,fit,B0018CW3IQ,3,00b44bcfa30cbe6e347c225a82c206a2554564e8c00872ec2021b2d15e5a6f4d,0.0
AS8SNGQLHL0OE,fit,B002S8PU02,3,00bb309f56009afe1376f178cfeff5cf5b7258f8e817fc374247aefcd027ce42,0.0
A10M94ASQEBL56,fit,B00D6EDGZI,9,00bb7a623dd2b5c1579a43448ee9bbd502e02525180f4e8e8b1d8baae9912a65,0.0
A3QVAKVRAH657N,fit,B00AHF1GTM,6,00c3ce89769e35e877da89cc5aab2316d0abbdc506630fd5fcc07db56db51417,0.1111111111111111
A1RZ0J2CZZJOTX,fit,B00FRDPMQC,20,00cbca100e9b61e188b307eb2305b59272eaf494f2c29828489cf4d19f99442e,0.1111111111111111
A3V1A3C9DTLPME,fit,B004N7DQHA,4,00cc16f8326c1a188bb1d505a6630ec4fe24a6da375fe2dbf955131cb7078414,0.0
A13FMYPPKHS7U4,fit,B003XGX6ZY,5,00cc9cd7f61bc3a97db96e6c799b3e78787ac0481d565be3d8fcd906137c29e4,0.0
A2CVXUY1EYQGGA,fit,B00A0J09C0,4,00d221502af36ddadd3340ec1e7b9335f607e59af6b1a300057456c65e4d94f9,0.0
AAKR4DL4GBINL,fit,B00GJX58PE,3,00dc207fab9e6fd2f46fbf55d8125fa4f45fd6ca7514b3dd0ef89d4608efeee1,0.0
A1I92SYJD5QION,fit,B0047F70B6,3,00edcc7837ab9875e41e76de5fb1ead25010b74586c219600f90836483a1445d,0.0
A2G4F1QTM00GQX,fit,B0050JS5M6,3,00f10669ca2098701326b511007c18d9fa4576dfa22bede0587de7e279e0f405,0.0
A39M37UYOQ7O8I,fit,B005LN66Y0,3,00f4dcbb111d00d4994f1d70e66416169b3ea6ac01ee559baafae31d5e4aff11,0.0
A2BLRRNYU9XO9R,fit,B000GCWJV0,7,00f5c2259e34070739c058b052f8c6b623395022814aa2a51de229f3563f7fc6,0.0
A25330LLZWPAM2,fit,B0000CC64W,4,01031f3719c27ec2703268301cec06b2421fd6016a1fbb726e93535d7ee66cb3,0.0
A1V5S8J026YL8B,fit,B0039OQ0FI,2,01055efa9ce75c859addd6f5e65b903ad6baf5410b7acd5d91660a260c95b789,0.17647058823529413
A3SIH7QQNDCFIB,fit,B0080GV0Z0,3,010cd2f703da2ecd106c0e17e63ed38646953db78924018390893b35626d7430,0.0
A1JKVK3MC5VRLU,fit,B005PZ2PNK,3,010ffc71720f876ea8378179215cfe661341aa4134fcbd474df6c4b03fb701a6,0.0
A34H90POFYRHGT,fit,B00GYB17TC,2,011128de95e762c22edf9d14d752f90a0f385e581005e0bbb13d7b88b5c44674,0.0
ATCO1MR1GTK1T,fit,B0013CSGBE,2,0122591183182852fc320e233c0ba06b80d66c391ea168aa4f2c578b495f63d1,0.0
A2RGE6WNAYPSD5,fit,B00A7H8ECW,2,012418a9a6f7f1f1c08b2dce99d226444a915708963b0e85a586cb8e8253abcf,0.0
A2L9OPJAAEK08Q,fit,B00AE07932,4,012be8820825dbd86277c218909816cc8a0a66c963f7eddebcf6fb17c22cc6e2,0.0
ARVD852Y0IZVL,fit,B000R9C0PW,6,012da5845b04f9423cd0c6fc6ae5425199e80b784cba47306d3811a33c0698cc,0.0
AFL8SPKMGCBR8,fit,B000ZMBSPE,2,0137d4ee6b6841bc8ed197da254e8998333b5b16b6f97b4c679cd313f5a121c2,0.0
A3G7H4SFOOP044,fit,B001H270RQ,4,013d0b6b15ba725cc6be8f01fbf98cf90260c76ee0e5a100d4d492b65c3d5cc7,0.17647058823529413
A3KJUDG3PKRBB4,fit,B004TSFE28,2,014a30a6f9f8817b35fd2cc23fdf68777bcfaed7cbab9e0732b3a71f094729eb,0.0
A2T146POE1RZTX,fit,B00CFRBIC0,2,014ddc29a978b874ea4894547fcb59e4a9b66911184e72dd704f563e7b696ed8,0.0
A116K2CNNDQ1LF,fit,B0027TZPVQ,5,0159e24567a66af71e329d05b2e5ad2de89a38de1b169e353b92f02886811f0c,0.0
A3GHB5Y5LU9M2L,fit,B004NG3QB2,9,016900d48616682768eec623c6e32b33a074789d771e61fa55e3ed25707cf643,0.0
A21DFMX3J51CQ4,fit,B00518N2J2,5,016953813869f3814f97f697128c3ed2b81fa6ddabd8e85552db2d4d2566368a,0.0
A1XCSX5F6N8AYK,fit,B000VPPUEA,9,016a872d91f44637a4805d4388d1b1ad68ad58424a2688fc482841be61f59a0d,0.0
A2CP7VAQRC55D7,fit,B00387F426,2,016e9394e2dbba0a8827c6a71284cfa728178e22fc42ff79d681ec5c4452d8a3,0.0
A13C02EJ1EC07T,fit,B000GFWIOU,2,0184c74d4b3f888108582783289ec6f72936b5d17b03afec23baef1ee46782a5,0.0
A2SJA9ATJISL8B,fit,B001VMM234,2,0194ac2c81e8cf6968eab6b7642b4d3f55678992719cf27bcf7ca2fb04bcfeed,0.0
A4ZGDN3SEMB7T,fit,B0084HCIHY,6,019543f1e34a3680153bc4984f9593ef123a2270a44b4395e6ba6837c6fa1430,0.0
AQ4ASMIR56Y3D,fit,B007ROD202,3,0199187ac796ae53ee637717ee7fb424698a6cf8a217d96e58c41d6239500ffc,0.0
A1S2HCN6WF93MF,fit,B0057JCYYE,4,01a4e6961f3cc1d2271bed087b00c6da385404f3d70796887b86c8033b448357,0.05263157894736842
A1PVGOY677Z8PQ,fit,B004YBC5K4,4,01af17c3d5ef8829d98ddc9b8e94d46a6ff7ca04ff6ae2762b2f073e67224ab8,0.0
A3VI2VETB90ZG5,fit,B00GTC1HB4,20,01b03b7dd527d72957fb7c579f711b5356bd685a461d64295a4978a40742aa35,0.1111111111111111
A2SSV6KM3W1VFD,fit,B00GLS5938,20,01b49e5983f4d0ade696adc99ffab4001b5547ba60546254c9327503f3ebb0de,0.05263157894736842
A2UAFZ5ORUMOBB,fit,B0092KGYEA,3,01bb7b3ad42a68540ff67d069ebfd1538678af13462ff49637059cc5a694f930,0.0
A22M5Q26POVZN,fit,B00AQHKCGE,5,01bd21b1fae2dd269aec9d856af9c2cdef652f26d1ab885ace6d61d5ba3ce6c7,0.0
AMXWBZYARV4H1,fit,B003YEWHH8,2,01cbc0b694df34336ba71fed835961267ddaed1395a594c3c5eab6a034397a32,0.05263157894736842
A1L283Y8MJJ1BJ,fit,B00GHXHSPY,12,01cee275fedef77adcf3828ad7ab8e52e64aaec2b327e008de0b4c0d745eb000,0.1111111111111111
A1ZH9LWMX5UCFJ,fit,B001ECQ4OY,6,01d2bd28a95af2a723fb624832c0de52bb77887a15c0f38955af5564d521b0a3,0.17647058823529413
A388X9B2K05JPW,fit,B003XFKACM,5,01d4b102b18903958e8f896e340cf6d44937c47e4ad67b44bc015682f08bcedd,0.0
AE7QQO1GC7WY4,fit,B006K9OQSC,3,01da24ca3f2592616ad82ce68ef3efa992df57d976b96efc2201fc663f0cfa7e,0.0
A1UQ2YP76IWKS1,fit,B0043TWOUI,2,01db2b2c1d736300c3c88d0dbc8394bdaf4af20a380a4f5cf47e9f342fb51d6b,0.0
A16NSDWLKBAQZ5,fit,B001VMM234,2,01dedecff300486c221586c46f79e51825829d83a78c8bba9f9e978771155368,0.0
ARJPOGZNRUIO,fit,B009WCLNZI,7,01e17d195edb23da971998dc8b6d36dac3b0700d57217b7ec58f5381f2751640,0.0
A3F9HC4FDZ6TG4,fit,B003RF82RI,2,01e2ff7070a9c4c555ca583a5582f6b89c9ee95f05c4f468d5e98a04dc9b37a6,0.0
AZGK12P6XWY27,fit,B005QDL1K4,5,01e611a22305dff3bdff223dac0ccac47ff779de4ab2ad502b255693d53f398d,0.0
AW7BIYHXUIZ62,fit,B00AWLB9EI,18,01e623ea61c5028326f79e37bcf4302242b33ac3659414c1ec9bfe14de023a3d,0.0
A2DFO9V3HMXZMD,fit,B0019IC2N0,3,01e6d32ef40a1938cfd1a859e24efe543d4ec8f2c096a0b0ee972ef5ae5f9bca,0.0
AJXB8N23GMST4,fit,B004O6184I,2,01e6e96da32524ba04594efe40c1f8b224850db27c2108402cfa7501a2184232,0.0
A3SYJB7D8UMZGL,fit,B0014UCJPE,5,01e6ede848f009e026b0a287553a55579c4703a34b920ec65e178df3195b13f8,0.0
A3RXQF95VPGXI4,fit,B003T2V3FW,4,01e77d13ab7c624b55eb88fe22ad2dc7d8d7bfa705f28a89e9b78a9c523bce0b,0.0
A2IVN0NCHQEZZN,fit,B0039UT9QE,4,01f17c10cb8d6b4b054979e2911e1b3123a87fc2c7a9687f389ce5b47432c984,0.0
A2S4RNDKQO1G0U,fit,B0006PJSES,3,01f532d7fe13be842fefcdb4f74079b15a3069533670ffa76df6ba6842f2a312,0.0
A3TN08MUCXIA01,fit,B003V21WO2,4,01f9cf1cb7c9dfdf7e39cf59068d6424260db6a7927314e63731ad80fa52540d,0.05263157894736842
A1OFNPJKUYOWY7,fit,B001BLRYMO,3,01fb8b8f9701b05281059d8320a09e08e3a84a3196bc4a0048f1fd282f1345b0,0.0
A2ZRBJ4HBJHMT1,fit,B00GHXHSPY,3,0204b3b8b7386320fcc4140f7d112b7c8a2a4636f25a31103bc3cbc31f8766c9,0.0
A7T81EL84RWER,fit,B00AUV9GH2,3,02077b6e62ab133cf0354060fe31970dadd92980b4f4cf8c7a66ef36ec7cad52,0.0
A3BAA7HP1CIWRR,fit,B007BKB6AU,2,020f70445fac678497d3e2189c7784f3b39ce9888c436715c146414aca07cdf9,0.1111111111111111
AHK6FJP078EXJ,fit,B0039B3KNQ,3,020f9264dcdad16acf29c25be65608555b11f77992afd1fe62c8384fc1d4548c,0.17647058823529413
A2II54B3VA45LN,fit,B0019M1ARK,9,021248e61dd8f144ced94b86d8cf48083e0c7932bb3810b7d030b386b2af4525,0.17647058823529413
A2TNC7MGMYQ7Y2,fit,B005Y6F4WO,2,0212789e16a8758ab450b606419f56d967967323ca143fc645130bbc693c2450,0.0
A8PXGH2UM15TE,fit,B0009VNI40,3,02145474db3c975c0b712ccd476a55c3012416fb958473d1decf1646a204871f,0.0
A5XF76PK1PEYO,fit,B004J6E6NS,2,021bf5aad966b274fb508558d373d876a781f77f45f00fef133388bd4acaf328,0.0
A39SZKOCGCPP16,fit,B005OZGDO8,2,021f641e40ddbed312e96dbe7c0ef61b8d37ac8595b31bee43e850bb97362e33,0.0
A2SKAPQXBU5PJ7,fit,B001F51RNI,2,022062a03e1aa3220bca5f6edc7d047e3933b15ba3616aa072f5ff0caf3058e4,0.0
A249WJKFOGN7BL,fit,B001SZO890,2,0227eb449d80a3b0fc3465993994b2a61dc483c9ec12840020ff89095981a5ac,0.0
A1MRSECOAO128E,fit,B008LV9C4A,6,022aa6b84f80b722b682f55f76b5bfe5c3eeba45a9daaef4720c89ec717cf488,0.0
ACBWPUNYF6FJL,fit,B000LPJASC,4,022b68e20433c20c439be8dbdbd28a529c8d9dc9ad1210ef857bacb07ea051e8,0.1111111111111111
A34FZXTTECSKJ4,fit,B000052YJH,2,0235bd94cd7aa3e8f786d341ffcbfa2eae3bd08207f1b32b075d59add23a203c,0.0
A1C9NYUS3MTA6F,fit,B005WTLB9S,4,023ba6df8e94321fe175bc06e894ab55a4164bcfa489182c12eca31580ca0edd,0.0
A2M4JAYE4B7UQ4,fit,B0017SWIU4,3,0240e7f667e6e8b9d3461fea92203b488a42df6d23c9f80de76ee8621c00e5e2,0.0
A3MZGKSFYS9NYO,fit,B004LP4CVS,5,02467b084de559873191ea4743f7ad360703b47ca08832dd5d107576cf939bbd,0.0
A32985CJ5GJDDO,fit,B003X9E236,4,024ab499dce6161671d89316a83ff049abae36706e1243b8bf186501adf18746,0.0
AH9LSSANHH484,fit,B005I0JWEM,20,024ce924b80623527db2cc9fb54c177ce2c0b68db5b880a70412c5d5c20a3181,0.05263157894736842
A3FJG1X65YU2L8,fit,B0002G21GI,2,02529257696a825a3a2ac503c738e2962005a47251161fe02d6efa8fce75d79d,0.0
A27JLRNUFP3KLJ,fit,B008K0WMVW,2,02567117701224d8550aea83bef5bfe8a732c2f6a2c4524834f057b4264b7949,0.0
A339AFX8OG0WZR,fit,B000HGFGKG,5,025995c67a47a2560410f92bf076586200dedaef228ddebc9350b5539eaccb19,0.0
AZWZF1F7QCPSE,fit,B004K0HEFA,2,0262fc03628724605551db72dc71efe4dc054762406b50b6ed2cb0fe65e5e414,0.0
A3PWHJWGY4RF1R,fit,B001F51PXA,2,026aea013fd2a6d77420dbe4a7c055f5950c27065d38e3619daeeb0ea941b2be,0.1111111111111111
A1YZ8KOTNU1BEU,fit,B0046ZHQAW,3,0277c00f1c5892de1ee69fea7d728dbf509dd9b98a6d43c8cf479966807f30c1,0.0
A1BJOHHLG0D965,fit,B006IBM21K,8,02824f88f1d7850b301f821a2198885ff750fbeb81ae93d339ecdb90a5a79c78,0.0
A20V1GGVO9I49F,fit,B008COP6NM,2,0287770ccd8a479950f255e701d126f76fe0db396969c3d8e1a7b2d662a7556b,0.05263157894736842
A2YVRLXX2U5BDJ,fit,B008HBMVJW,6,0287afdac8fede882b687fb20838c6c0fc6fdcf95fffc9ecaba615a737f4e636,0.0
A221NRMMPUADLO,fit,B0006BDO5G,2,028b3ba483ec0069f2892e8ffe6731701d09df1d128231414b3645bb25f73e3c,0.0
A3AE2IM2KQ9ROH,fit,B00912CL5K,8,028d901f53644cfc07f4b1ac037996c4c2afeff2578442ed2edb2d07c0e007bc,0.0
A3G4RALIPTMVMI,fit,B00AM7BSXO,5,028ed710d7cbadfa5316ea748060cdc9a22bc84f7470bf28647b05ad56fc9e78,0.0
A3RZBKI5PDO1WA,fit,B0069FDR96,2,0290d955e750f17d79381721dedc2f9b5d0d38659baeb52ca8ac7391bb8a3761,0.0
A4PRNH6HAMQIR,fit,B002UL10HY,3,0290f1a8aebe6ed8696ef6b483a03782f6e69a5aae4737489da8954fdaf0114f,0.0
A3TU2IGQH5K2KV,fit,B004OHQR1Q,2,0296e53bc09e05de67af121242b007a0013662d5ab110690ab3e67d6c918f934,0.0
A1BQAWEOE72IDW,fit,B0083QNBCM,3,029d38217afa44288a3e181851ad545051547d7dcaf017548271cbf6a2fdc9c4,0.0
AHZ5IUWC57SVH,fit,B00DPVH87Y,2,029df19b672b99df190f106b244e10722fc97729a2f5a2e5b177a9593c9fcc9d,0.05263157894736842
A2KNUAZQR44L2,fit,B003UM6TJG,3,02a02929fe3f99f8967e6d348b77f0efcdf705bc32131f3a707bcf9692957a2a,0.0
A140VVUBCJVV7O,fit,B000ODNSR0,2,02a18ec5e933edc3a2174674adac842b3400343b725c485cf7cf4121314e98f6,0.0
AUFYGX6HQALNC,fit,B001PNO6KG,3,02a190dba3855998e9e0e028fbd7cf2a95549d70c54ad351ca17295c59d57398,0.05263157894736842
AVSM76EX7ATBD,fit,B00153Z3I0,7,02a84291525375c2d68f9512a0c73445e7d01748180910dc28e8b4c35363c7e2,0.0
A16IGJ2PJ8W1KK,fit,B005G7QK9C,2,02a86d0f0c0782792d83f89b60e054d3b4897398e38579414c34815a07373502,0.17647058823529413
A29NNYBMVN3DDB,fit,B00KCFAZTE,9,02a8eb81d930f0617dc649f33edf203540bc9e218ac283c1defe6238644545ff,0.0
A2K1A96U617B4Z,fit,B008U2Y9BQ,2,02ac2ae399bfb716e030bf657b9dfecf3cbac46bf26bf5fe25a3ba6d7f57488f,0.0
A6DKL1OVYNXV8,fit,B0073SBJPC,5,02ae542a206dd23d2d8e323642a1e2814d735e944eb4d7e97cd630d0cf779940,0.0
A2BGDV09HCHX8E,fit,B0013B2H4W,5,02b0c733cea76637c33846245f7a5f20f264ce7fce8f4c4185c701d51ca797cc,0.0
A1MHTW6DDWF488,fit,B0009PVV4A,3,02b37d0c6871b42c33f63ea3ad6d961a069c29a745fdf7dc5e140a8936ff820f,0.0
AKT6XM733F970,fit,B00538TSMU,7,02bbdd252248b9000ecab506ee3ffcda85adb09e811db7c103b98fe10edbc9dd,0.05263157894736842
A1HH4N2GMNVA53,fit,B004GNMP0U,2,02bc6203e99b5e0fa285f7596f71626fb3712c4c0c952cfa979d45243415ba21,0.0
AFQAVOPM6G63U,fit,B003YNB752,16,02cab27725214145def987076e11cc3da6bf51dac05c9cd2b53442132fa96c22,0.1111111111111111
A14YZDOMHMHQNQ,fit,B0019X5N54,7,02ce8cf2c985311db0f79b79b4eded58a7dd433e355ac546c3e7be66d79359b9,0.05263157894736842
A3VT0BJTKYSSTX,fit,B001P1ZEL8,6,02d8b6caa6882026a07a495c12293344c0e1eddfa5337dac93448b20e1b5543b,0.0
A3I7C71GA9EV05,fit,B00KCFAZTE,5,02ddde4cfbc1a94258c264dc17eeb156de7bc5a906da8b7bc9fa3246d3503e20,0.0
A2570XS9HDC0LO,fit,B007BLN17K,3,02e0293fecf7b3b996f00188dfc7bee6fafb8d177eb83ca2234feb37c534d6e6,0.0
AUF0N5SPOYWD,fit,B009EF9NFU,3,02e9a3feaaa9e3cfa2d081af88622d5899e7f63ff22e7cd8095e5a4df318308d,0.0
A3CRA7EPM4EI2Z,fit,B00BB8ZJPG,3,02eb24446f22fc1db6a68fcdb643d05f57df53aea8907111dd8d62c1bb489006,0.0
A338UPHHM27Q0F,fit,B0018V78OG,5,02ef1a2b895d6c2f3691e9b260d4a28f9f2b4aa0579f343fa205cddd783020ca,0.17647058823529413
A3H5FUA3ILLOBD,fit,B002LM83HW,5,02f4873268a529ff1d518dc773ccf0dcf2e66d7a07a4483de2e4fb2464e57077,0.05263157894736842
A1QW9ZCEC2T2QQ,fit,B000YJ2SLG,4,02f7fffa6426b56916877195b66227ff64ae121ce80992bf5162ab1d5af555f9,0.0
A1BFEKGDUKP5ZT,fit,B00AO6UKQO,2,02fc59afe29f57135595ffd1ee4082de3a3316932ffba747ff5a2e06b19e267a,0.0
A3F2VVIQIY6U64,fit,B00G7U29KQ,8,02fd5b5b291905bf9c2e4c7264c97b757e1b8519e875b5176f846ac42b52e6f3,0.0
AAH8M8ULI36DE,fit,B004BIZBF6,6,02fecfd18b74fb55508c28248729b280a357aa4ea1a96dd861fb586e8a29805d,0.0
A250RIBFHPUQLI,fit,B00IMHN0B4,4,03085d4a381eef2f858be5899e1724362c1efb6882dd4027318540dc4068e68d,0.0
A3BSJ3J674PB2K,fit,B0047AKVW6,2,030e5a210dd33550d9f65eea467544e9b73a1d177a321546fe61744c44c92ceb,0.0
A2PM49X61MWZJV,fit,B0011Z3X8O,2,031461773f9c24e453ce50fc706b4622916fe16e66a24b014deb5f5fd1c49a3b,0.0
A2IB4W6GC889Q1,fit,B0028Q8I6C,2,031a05e5dfa2b7b2abd8cf04a92863d3e57059fdd35abc423a7d29e2f67b9965,0.0
A2K0OGC1NNO73F,fit,B004W24LQ6,2,031b0570cedb87bbf6e95fa858954c7caba3a0b940cdbe3aa789079fdd79d820,0.0
ADI6PGLLK3CU3,fit,B0033H00ZW,6,0323b5f4e767fe3129d553435acd10ed6e945b4fe62f0c54bc1ad59802738050,0.05263157894736842
A2O77EBAON9AXS,fit,B002D48QR0,2,032d9550abb92e1299fcdca5bffea2b8024d1af6bb1fe392d6113a38358d051a,0.0
A1SL7D2AEMLXI7,fit,B0038YW3BY,6,032f51ebe4db99c37f855eeeb00e069d64296cf95250b4af0dfb013da7112035,0.0
A26MBVPPXZN1YM,fit,B00GTC1JHQ,16,03315bec4d43c930506b9bae144b5d5909f87c448b0663e675a896f587bb17ff,0.17647058823529413
A1ZV5F3ZH0LRQ9,fit,B0018BTCZO,2,033623691f3543e2f730a68ff60816b237542385943d8da9c473fbfc900e814e,0.0
AZS4UNYSAZVG8,fit,B0017ZTV0W,2,033bcce809e4692738d296fa6ec7af9111dc3fa58bbbdadb5918929362326f9f,0.0
A5A3C6XVDYUND,fit,B00GLS5DKM,20,033d6d60dfa8e1ee6b81f43bd22efeab3960f6997758aff1af216003ad912b68,0.17647058823529413
A149I93AGD8XQV,fit,B00479FP4Q,3,0341365d37e23d47624d7ee6fb6199c42fa95f87a95d64c3e2e8e45efa1bd36a,0.0
A15DJHT9VECM95,fit,B000VDUOFM,2,0346cc71fcf151a5d344576218deddcc49e4797f811061be4484d7e136920804,0.0
A3QOFN2B82EQID,fit,B002T5NMGS,8,03492a992bd063fda168083a31102975459614a1598d7924d15db5aa3a1dc544,0.17647058823529413
AA1ZYCEKJGG3A,fit,B00BVKL08E,11,0356701f01fb67112f7e6af2a43234ef01aa419aec37ec74d1ba14e84212c33e,0.05263157894736842
A284F70PTVG7Z1,fit,B003QKL5YQ,5,035b26d400bfcce9090a5bcdb55e7c315295b169c014a148278392578ea64419,0.0
A2QQVIV0XO465S,fit,B0023A7JF4,9,035fc0cd937af47b0b85faf132eb3c41bea008129854ced6f51fa1b97ebfca02,0.0
A1MQT9DYCXXXK2,fit,B003VUAOOI,6,03614c49ebef945efd4ebd438284bc56c63a93d10372f743d67ebebd7bf712b1,0.0
A3CQG5K5180SKH,fit,B003ZWX6TM,2,036a2f885eef90375daff873c83e5e65852f336444aa2ac295ab318e44953b10,0.0
A9NFFAZF3LIB2,fit,B009FKNGGQ,5,036ca7f2f012c0fadcd67d3e48c717167783012fdd74bda88f63786b5fc342fa,0.1111111111111111
AIO99JBZ3BJM7,fit,B001UHN0I6,3,036db8ddb5ecfb00221be9f033bf48d517cce5dfd08d07636c3a07e5e71c8d3f,0.0
A3AN76R1NX19FY,fit,B002RS6JPI,5,0371321400ab8f44176dbbe62b2de55cdfef4dd8e02230cc0156ae7e4f72c16e,0.0
A1JF6SRUNDLD15,fit,B009U9990E,2,0375ef2153caabd9efb5a192843b54ab1155b71685ab97b56e1bbe3da4bd83fa,0.0
A19JOZSZ6M9NTV,fit,B004YNJZUA,2,037605a6172a2157a35cca91c23c9e0909d32feb5d1f2df8a45e82d547b76348,0.0
A1NPWZ8SAWHA6P,fit,B001M7SIFY,2,0378e60aefbc626e78d4da00ddbd472dbaa6a2363ea636e61f96f31bedf34326,0.0
A2OJE9T10KAN9U,fit,B0013TM9UQ,3,037c1182c20dbba50f92a0c9b8e4aa3649218c4001d2a7e50719e97076aac3e3,0.0
A94IFOBEK4NJ7,fit,B005FYJB92,4,038584ba608e2db69017eb6aba800c8696856d9e04e88376eee46f88aad06957,0.0
A29OOP3MMUNTXG,fit,B0011FMDU8,2,038d2f29b327373e69f52750555cee5e75436e1aeddca9c803036edf2d21c025,0.0
