user,stratum,history_length,lp_current,lp_equal_fine_norm,lp_zero_all_position,norm_only_gain,zero_position_delta
A3RYJDTXDFBN7Q,tail_hit,3,-0.8192577958106995,-1.6669756174087524,-0.6577243804931641,-0.847717821598053,0.1615334153175354
A1MDDJ2XUPZZOE,tail_hit,20,-0.7233412861824036,-0.7897435426712036,-1.668631911277771,-0.06640225648880005,-0.9452906250953674
A1NJARL37C9BEO,tail_hit,3,-0.9205834865570068,-1.173986792564392,-0.9008205533027649,-0.25340330600738525,0.019762933254241943
A2UF5R4TZ9R4JS,tail_hit,3,-0.460631787776947,-0.8748597502708435,-0.46609482169151306,-0.4142279624938965,-0.00546303391456604
A10OTOBL3K2BHE,tail_hit,3,-0.6430314779281616,-0.8001638650894165,-0.8946953415870667,-0.15713238716125488,-0.25166386365890503
A24840XIEH2EE7,tail_hit,3,-0.5893550515174866,-0.563024640083313,-0.7197097539901733,0.026330411434173584,-0.13035470247268677
AT28RL25Q2OLK,tail_hit,20,-0.723203182220459,-2.308133363723755,-0.8666130304336548,-1.584930181503296,-0.1434098482131958
A3MFD96AMFQ5BX,tail_hit,3,-0.6224800944328308,-0.5474582314491272,-0.5691400766372681,0.07502186298370361,0.053340017795562744
AGYFY5SM8YJE0,tail_hit,3,-0.3093118965625763,-0.03455224260687828,-0.5609833002090454,0.274759653955698,-0.2516714036464691
A1AZDXLH2LSSBK,tail_hit,4,-0.20354561507701874,-0.1580381691455841,-0.5257323980331421,0.04550744593143463,-0.32218678295612335
A1Y98ZI1D2V84X,tail_hit,4,-0.02556370384991169,-0.003674966748803854,-0.3044145107269287,0.021888737101107836,-0.278850806877017
A9NYG83TEGG4O,tail_hit,4,-0.5838193297386169,-0.5524612069129944,-0.7309563755989075,0.03135812282562256,-0.14713704586029053
AQD0L8H1MIEI9,tail_hit,6,-0.33308449387550354,-0.13616712391376495,-0.4787125289440155,0.1969173699617386,-0.14562803506851196
AAXLAV096NKIL,tail_hit,3,-0.3429289162158966,-0.2133910357952118,-0.5450510382652283,0.12953788042068481,-0.20212212204933167
A25SFE4WC46G4B,tail_hit,4,-0.5717282891273499,-0.7666043043136597,-0.7302784323692322,-0.19487601518630981,-0.15855014324188232
A10L198Q8ZKC0H,tail_hit,7,-0.93048495054245,-2.0476672649383545,-1.0191842317581177,-1.1171823143959045,-0.08869928121566772
A3A582ZMCKUYBI,tail_hit,6,-0.7391682863235474,-1.9301869869232178,-0.8169884085655212,-1.1910187005996704,-0.07782012224197388
A1ABSMOMA1M0RR,tail_hit,4,-0.06715453416109085,-0.04402167350053787,-0.14096757769584656,0.02313286066055298,-0.0738130435347557
A18IMN843SVCSF,tail_hit,3,-0.6243389248847961,-2.1079230308532715,-0.5788895487785339,-1.4835841059684753,0.04544937610626221
A3U16LITWT2PQJ,tail_hit,5,-0.8675925135612488,-1.1999231576919556,-1.3148068189620972,-0.3323306441307068,-0.4472143054008484
A2UQGGK8VJPUH5,tail_hit,10,-0.5598913431167603,-0.7439743280410767,-0.7843400239944458,-0.1840829849243164,-0.22444868087768555
A3GU0WUASNFV0W,tail_hit,3,-0.8819533586502075,-2.93412709236145,-0.4647720158100128,-2.0521737337112427,0.4171813428401947
A2Q2J1CF4Y5JWE,tail_hit,3,-0.8847846984863281,-0.9330125451087952,-1.0007469654083252,-0.04822784662246704,-0.11596226692199707
AVVJPCS9YX7PL,tail_hit,3,-0.5410181283950806,-2.2659032344818115,-0.4884794354438782,-1.724885106086731,0.05253869295120239
A3A4G4GWWZU04J,tail_hit,6,-0.1691323071718216,-0.14103221893310547,-0.3101089894771576,0.028100088238716125,-0.140976682305336
A2MHLQ3X4OO6V4,tail_hit,3,-0.20993395149707794,-0.44448524713516235,-0.43377211689949036,-0.2345512956380844,-0.22383816540241241
A1NVH8VWFYT7WJ,tail_hit,4,-0.8240814208984375,-1.5425523519515991,-0.24035075306892395,-0.7184709310531616,0.5837306678295135
AWFGKB5SCJAO2,tail_hit,11,-0.41861477494239807,-0.6183952689170837,-0.5625048279762268,-0.19978049397468567,-0.14389005303382874
ANSVJD1WOPIDH,tail_hit,3,-0.6486842036247253,-1.3008297681808472,-0.5864867568016052,-0.6521455645561218,0.06219744682312012
A1WH5J3AP5JR7H,tail_hit,11,-0.6883173584938049,-0.8529897332191467,-0.9896002411842346,-0.1646723747253418,-0.3012828826904297
A2CWI8C6HJP3B7,tail_hit,5,-0.8564021587371826,-1.2676070928573608,-0.8648297786712646,-0.4112049341201782,-0.008427619934082031
A2D5129GY6KDUP,tail_hit,6,-0.7628785967826843,-0.5681103467941284,-1.2537497282028198,0.1947682499885559,-0.4908711314201355
A18R9VW929LL70,tail_hit,6,-1.1198878288269043,-3.870863676071167,-1.3514912128448486,-2.7509758472442627,-0.23160338401794434
A3DAMIW77Z4NRT,tail_hit,9,-0.8091838359832764,-0.6354983448982239,-0.8120044469833374,0.1736854910850525,-0.002820611000061035
A3LNS2C7V8IFO4,tail_hit,3,-0.8510831594467163,-3.2094368934631348,-1.07676362991333,-2.3583537340164185,-0.22568047046661377
A2L3J6A347GF9P,tail_hit,4,-0.8156537413597107,-7.323222637176514,-0.26876163482666016,-6.507568895816803,0.5468921065330505
A1A1PYS58T6URZ,tail_hit,3,-0.2877015173435211,-0.2534874975681305,-0.4187670648097992,0.034214019775390625,-0.13106554746627808
A2GAH4918ULN,tail_hit,5,-0.4114378094673157,-0.37938231229782104,-0.7255621552467346,0.03205549716949463,-0.31412434577941895
A16JNH4I4FITJL,tail_hit,4,-0.41498661041259766,-0.23920781910419464,-0.6424513459205627,0.17577879130840302,-0.2274647355079651
ARFL1FELT6VKZ,tail_hit,4,-0.07703518122434616,-0.025898078456521034,-0.1600140780210495,0.05113710276782513,-0.08297889679670334
A19XAL6OXGM67A,tail_hit,10,-0.7888651490211487,-1.65206778049469,-0.6693039536476135,-0.8632026314735413,0.11956119537353516
A386QZ3Y4COV95,tail_hit,9,-0.17325688898563385,-0.04500507563352585,-0.6162410974502563,0.128251813352108,-0.4429842084646225
A336FE20YZZL3A,tail_hit,20,-0.7644059062004089,-1.0804331302642822,-0.9416436553001404,-0.3160272240638733,-0.17723774909973145
A3T0RQ4M0AHQBO,tail_hit,5,-0.9347534775733948,-1.3175040483474731,-0.8966594934463501,-0.38275057077407837,0.03809398412704468
A2W60HPT6ZHA60,tail_hit,4,-0.8953809142112732,-1.284319519996643,-0.8997054696083069,-0.3889386057853699,-0.004324555397033691
AW1YCQHPVSF6H,tail_hit,4,-0.683319628238678,-1.0364965200424194,-0.6346235871315002,-0.35317689180374146,0.048696041107177734
A1S9UUQZ00LEXB,tail_hit,3,-0.18105283379554749,-0.22282519936561584,-0.2664456069469452,-0.04177236557006836,-0.0853927731513977
A37J1Y5BQ56YKV,tail_hit,4,-0.6045340299606323,-2.802987813949585,-1.0293980836868286,-2.1984537839889526,-0.4248640537261963
A2D47Q6Y5N3YOQ,tail_hit,20,-0.14979515969753265,-0.4130089282989502,-0.6629763841629028,-0.26321376860141754,-0.5131812244653702
AN42BIYOEOFLB,tail_hit,3,-0.6564427614212036,-1.1911252737045288,-0.6809565424919128,-0.5346825122833252,-0.02451378107070923
A308LS0HLN94C8,tail_hit,3,-0.8826281428337097,-1.6477724313735962,-0.9287251830101013,-0.7651442885398865,-0.0460970401763916
A1MY0JMN3D5HVH,tail_hit,3,-0.8663615584373474,-1.905318260192871,-1.044409990310669,-1.0389567017555237,-0.17804843187332153
A20G85ZDLWFJ87,tail_hit,3,-0.2533373534679413,-0.27413350343704224,-0.2814313769340515,-0.020796149969100952,-0.02809402346611023
A9L0S0USXIU48,tail_hit,3,-0.4928530156612396,-0.6474854350090027,-0.5298813581466675,-0.15463241934776306,-0.037028342485427856
A1YMVVUV1O75F3,tail_hit,12,-0.7438445687294006,-2.2442076206207275,-0.8660691976547241,-1.500363051891327,-0.12222462892532349
A2ZJPDH0YP90SD,tail_hit,18,-0.22485165297985077,-0.37821224331855774,-0.844363272190094,-0.15336059033870697,-0.6195116192102432
A1K6PIEN2A1YZ8,tail_hit,6,-0.08997621387243271,-0.17720475792884827,-0.5302630662918091,-0.08722854405641556,-0.4402868524193764
AT997T4MTH9B7,tail_hit,3,-0.74663907289505,-2.03898024559021,-0.7482247948646545,-1.29234117269516,-0.0015857219696044922
A2R1VMGSXJ272L,tail_hit,4,-0.36208826303482056,-0.7380533218383789,-0.7179619669914246,-0.37596505880355835,-0.355873703956604
A38C6SSZR8CY3L,tail_hit,5,-0.7616000771522522,-0.8028451204299927,-0.7619510889053345,-0.04124504327774048,-0.0003510117530822754
A2WY52YD5GAEIB,tail_hit,20,-0.7092940211296082,-0.944751501083374,-0.8730250000953674,-0.23545747995376587,-0.16373097896575928
AQ5WRR4MS98YZ,tail_hit,3,-0.8365187048912048,-1.8612018823623657,-0.6956270933151245,-1.0246831774711609,0.14089161157608032
AS7JA6N006377,tail_hit,3,-0.8143596053123474,-1.119307518005371,-0.8648310899734497,-0.3049479126930237,-0.050471484661102295
AZBC7QN6MVP84,tail_hit,3,-1.0205442905426025,-1.1222472190856934,-1.067312479019165,-0.10170292854309082,-0.0467681884765625
A2QK3YGLR87LJV,tail_hit,3,-0.19232222437858582,-0.09739557653665543,-0.30446866154670715,0.09492664784193039,-0.11214643716812134
A8WHUQSWD0ODM,tail_hit,5,-0.8388473987579346,-0.8896862864494324,-0.9486528635025024,-0.0508388876914978,-0.10980546474456787
A1U7RVXQM7K88X,tail_hit,20,-0.6644923090934753,-2.829545259475708,-0.8287195563316345,-2.1650529503822327,-0.16422724723815918
AZ1WAVVVM4FGF,tail_hit,3,-0.06585211306810379,-0.0393344946205616,-0.390253484249115,0.02651761844754219,-0.3244013711810112
A236E6Y09LWX2J,tail_hit,8,-0.48997145891189575,-1.2112953662872314,-0.8037036061286926,-0.7213239073753357,-0.3137321472167969
AYVBGONQ2AVXB,tail_hit,3,-0.4877016544342041,-6.33827543258667,-0.37343883514404297,-5.850573778152466,0.11426281929016113
A3RG1M07FULK14,tail_hit,3,-0.07370202988386154,-0.015380918979644775,-0.31589269638061523,0.058321110904216766,-0.2421906664967537
A2DT9P6XQW3T39,tail_hit,10,-0.10714199393987656,-0.03330095484852791,-0.46079927682876587,0.07384103909134865,-0.3536572828888893
AIPSUF99BQ17T,tail_hit,13,-0.3337094783782959,-0.20499470829963684,-0.614453911781311,0.12871477007865906,-0.28074443340301514
A2FSPD94H4SYE3,tail_hit,8,-0.578199028968811,-3.5579330921173096,-0.5054194331169128,-2.9797340631484985,0.0727795958518982
A3CILPIAW45HA2,tail_hit,6,-0.0029065704438835382,-0.0004212626663502306,-0.8796230554580688,0.0024853077775333077,-0.8767164850141853
A1V106YS1KRAMV,tail_hit,17,-0.7745702862739563,-1.0208561420440674,-0.8550224304199219,-0.24628585577011108,-0.08045214414596558
A16Q29GKE0WNW4,tail_hit,3,-0.7150991559028625,-0.468925416469574,-0.9378151297569275,0.24617373943328857,-0.22271597385406494
A3RQIVB0TE5R9J,tail_hit,5,-0.7043014168739319,-3.146507978439331,-0.7831576466560364,-2.442206561565399,-0.07885622978210449
A1CMD08Z49PGKQ,tail_hit,9,-0.26981672644615173,-0.31714585423469543,-0.305476576089859,-0.0473291277885437,-0.035659849643707275
A3LRLLBCS4X5C1,tail_hit,4,-0.4566076099872589,-0.41712716221809387,-0.5267449021339417,0.03948044776916504,-0.07013729214668274
A2IIOKKY2VUX4B,tail_hit,7,-0.3654116988182068,-0.3799379765987396,-0.5305747985839844,-0.014526277780532837,-0.1651630997657776
A1CO03HHPZZ75A,tail_hit,3,-1.037831425666809,-2.07611346244812,-0.917684018611908,-1.038282036781311,0.12014740705490112
APYRXAHZ1VJ9Y,tail_hit,3,-0.42028120160102844,-0.9980212450027466,-0.38027873635292053,-0.5777400434017181,0.04000246524810791
A33Y183UFAWA7B,tail_hit,3,-0.8616880774497986,-3.448122262954712,-1.1539489030838013,-2.5864341855049133,-0.2922608256340027
A1FYQL0TKQCHGK,tail_hit,5,-0.41939035058021545,-0.2826485335826874,-1.5579869747161865,0.13674181699752808,-1.138596624135971
A3UMD2J83ORKUF,tail_hit,4,-0.8655356764793396,-0.9396271109580994,-0.9029480218887329,-0.07409143447875977,-0.03741234540939331
A1X0OTJ62S2T22,tail_hit,3,-0.7567605376243591,-1.8278467655181885,-0.9065937995910645,-1.0710862278938293,-0.14983326196670532
A32T585IZ0DJX2,tail_hit,5,-0.8418859243392944,-0.8831650614738464,-0.7706427574157715,-0.041279137134552,0.07124316692352295
A2QM8VVDIFINV7,tail_hit,5,-1.6607989072799683,-3.9883811473846436,-1.6874539852142334,-2.3275822401046753,-0.026655077934265137
AOPE6UAYEZPEG,tail_hit,4,-0.7378931641578674,-1.3998302221298218,-0.6425700783729553,-0.6619370579719543,0.09532308578491211
A1LUXL5GEANXL9,tail_hit,13,-1.0836055278778076,-1.7705481052398682,-1.0510883331298828,-0.6869425773620605,0.032517194747924805
A2FYNL3Z5AJB5M,tail_hit,3,-0.28765562176704407,-0.334227591753006,-0.2581372857093811,-0.046571969985961914,0.029518336057662964
A28BSV6KDF862D,tail_hit,8,-0.355882853269577,-1.600571870803833,-0.9756558537483215,-1.244689017534256,-0.6197730004787445
A15XZFMT2VL1DB,tail_hit,9,-0.5968217253684998,-0.42535924911499023,-1.2181779146194458,0.17146247625350952,-0.621356189250946
A3TQOKJKWRWUDG,tail_hit,7,-0.5818853378295898,-0.6099815964698792,-0.7612178921699524,-0.028096258640289307,-0.17933255434036255
AMAEN1XO8STCN,tail_hit,6,-0.5536081790924072,-0.9648714661598206,-0.6006554365158081,-0.41126328706741333,-0.04704725742340088
AFUK43DFWE43J,tail_hit,3,-0.822151243686676,-0.7507878541946411,-0.967751681804657,0.07136338949203491,-0.14560043811798096
A89ZZKNDFQH23,tail_hit,20,-1.014200210571289,-3.0125603675842285,-0.9036678075790405,-1.9983601570129395,0.11053240299224854
A2RYB1FFO62J7V,tail_hit,7,-0.7483668327331543,-1.1963719129562378,-0.8272246718406677,-0.4480050802230835,-0.07885783910751343
AD064CIXDTLPC,tail_hit,4,-0.248663067817688,-0.289080411195755,-0.3232267200946808,-0.04041734337806702,-0.0745636522769928
A34AGKU14DGF5K,tail_hit,4,-0.8764546513557434,-1.4717884063720703,-0.594201385974884,-0.5953337550163269,0.2822532653808594
A1IF2WH3K7I4HY,tail_hit,4,-0.7781888246536255,-1.5704153776168823,-0.7144423127174377,-0.7922265529632568,0.06374651193618774
A2G1L1KWIHNQFI,tail_hit,4,-0.16929641366004944,-0.141831636428833,-0.3512899875640869,0.02746477723121643,-0.18199357390403748
A1Z3AV93ONK5VF,tail_hit,20,-0.43067091703414917,-1.5928535461425781,-0.5311141014099121,-1.162182629108429,-0.10044318437576294
A337J7BX0GOZIR,tail_hit,5,-0.59027099609375,-1.9577906131744385,-0.6672053933143616,-1.3675196170806885,-0.07693439722061157
A27H9DOUGY9FOS,tail_hit,19,-0.21145644783973694,-0.3179040253162384,-0.4436720013618469,-0.10644757747650146,-0.23221555352210999
A2V4EBL0Q11F91,tail_hit,3,-0.4151756763458252,-0.528819739818573,-0.3451075553894043,-0.1136440634727478,0.0700681209564209
A3BUN5KKKUMUIH,tail_hit,8,-0.8570602536201477,-1.1688315868377686,-1.1886295080184937,-0.31177133321762085,-0.33156925439834595
AXJVVX4A2P7B9,tail_hit,5,-0.17668721079826355,-0.184799462556839,-0.3725239634513855,-0.00811225175857544,-0.19583675265312195
A2ESYF5YSDV4NF,tail_hit,3,-0.2683236598968506,-0.25046592950820923,-0.5023985505104065,0.017857730388641357,-0.2340748906135559
A2Z44TJ81QSHYB,tail_hit,5,-0.9165668487548828,-2.229093313217163,-0.7111660242080688,-1.3125264644622803,0.20540082454681396
A1NCCYZ93D52YP,tail_hit,5,-0.6849850416183472,-2.194448947906494,-0.7984927296638489,-1.509463906288147,-0.11350768804550171
A28EZP272508ZZ,tail_hit,4,-0.8635424971580505,-1.2911382913589478,-0.8999513387680054,-0.4275957942008972,-0.036408841609954834
A2L5ZLXX6L6NXZ,tail_hit,4,-0.5251612067222595,-1.3196243047714233,-0.5453371405601501,-0.7944630980491638,-0.020175933837890625
AT08ZTZS42UJD,tail_hit,4,-0.8607921004295349,-1.5835886001586914,-1.3291462659835815,-0.7227964997291565,-0.46835416555404663
A1LMH7HFNBZUCX,tail_hit,4,-1.1830469369888306,-2.917100667953491,-0.8727169632911682,-1.7340537309646606,0.31032997369766235
A34SBQ95XEVLSO,tail_hit,6,-1.1403237581253052,-1.4628440141677856,-1.4447120428085327,-0.32252025604248047,-0.30438828468322754
AVN96N0FJSS4M,tail_hit,3,-0.8496261835098267,-2.5555484294891357,-0.5871740579605103,-1.705922245979309,0.2624521255493164
A2TGPI8IHZ62KM,tail_hit,14,-0.3511555790901184,-0.16846111416816711,-0.640969455242157,0.1826944649219513,-0.2898138761520386
A275QNYIU56MPR,tail_hit,3,-0.31183841824531555,-0.14968731999397278,-0.48247358202934265,0.16215109825134277,-0.1706351637840271
A1L7T1V6YOSKCH,tail_hit,3,-0.3208361268043518,-2.798736333847046,-0.384171724319458,-2.477900207042694,-0.0633355975151062
A8HUTERW4EHGR,tail_hit,4,-0.8516092896461487,-2.3794593811035156,-0.9778927564620972,-1.527850091457367,-0.1262834668159485
A3M6TSEV71537G,tail_hit,20,-0.8118845820426941,-2.18451189994812,-1.174329400062561,-1.372627317905426,-0.36244481801986694
A1PURKNC4ESE5X,tail_hit,12,-0.8607186079025269,-1.3575866222381592,-0.8142306208610535,-0.4968680143356323,0.04648798704147339
A3FIFD8Z4N1903,tail_hit,6,-0.7964867949485779,-1.5571105480194092,-0.8669747710227966,-0.7606237530708313,-0.07048797607421875
A29529NCT9QBEG,tail_hit,5,-0.1843816190958023,-0.2566199004650116,-1.0296701192855835,-0.07223828136920929,-0.8452885001897812
A1FIRS9FM1TWWO,tail_hit,3,-0.21180415153503418,-1.6508064270019531,-0.17197048664093018,-1.439002275466919,0.039833664894104004
A2I5QH4F5FDKK5,tail_hit,20,-0.9253497123718262,-1.128730058670044,-1.0413587093353271,-0.20338034629821777,-0.11600899696350098
A31DRB0X8BPPT6,tail_hit,3,-0.29178285598754883,-0.09756921976804733,-0.591338038444519,0.1942136362195015,-0.2995551824569702
A4WOLMK7CJVUD,tail_hit,4,-0.8876532912254333,-1.4344247579574585,-1.0686297416687012,-0.5467714667320251,-0.18097645044326782
ALDV8DDZWWPYE,tail_hit,11,-0.7915738821029663,-1.7664557695388794,-0.9388447403907776,-0.9748818874359131,-0.14727085828781128
A3JKKU9CTOQQ0Q,tail_hit,5,-0.6390765905380249,-0.9316123127937317,-0.2510327994823456,-0.2925357222557068,0.3880437910556793
A3FQSDAMKM98B2,tail_hit,6,-0.3539350628852844,-0.22193506360054016,-0.4857363998889923,0.13199999928474426,-0.13180133700370789
AQDJ79ZSWBMH8,tail_hit,5,-0.9548298716545105,-1.6171778440475464,-1.0902667045593262,-0.6623479723930359,-0.13543683290481567
A96K1ZGW56S2I,tail_hit,10,-0.6508710980415344,-8.659454345703125,-0.6620010137557983,-8.00858324766159,-0.011129915714263916
