user,target,pop_group,history_length,sasrec_rank,exact_rank,rank_improvement,gold_exact_score,pairwise_concordance
A267FU71Z01CIH,B0072XRJ20,head,7,1,19,-18,-0.816532589495182,0.6326530612244898
A23Z3YG5I7U67Z,B002WTC37A,head,4,21,19,2,-1.1135404327713851,0.6326530612244898
ATV9CUAWLIDYZ,B004SSFE8S,head,12,16,20,-4,-0.9272327252796718,0.6122448979591837
A3033MDYLQ2K3G,B001HKR6WM,head,4,20,42,-22,-1.0316029616764613,0.16326530612244897
A7ED6BJO320TG,B00AO4E9E0,head,8,34,38,-4,-1.298749566078186,0.24489795918367346
A2V6IR3NW1JV4A,B003S516XO,head,3,8,33,-25,-1.0796081621332891,0.3469387755102041
A5KOYP14W2EXF,B003H8180I,head,13,14,11,3,-0.8701173918587821,0.7959183673469388
A1AGTVC5FQT7VE,B0046VGPHQ,head,3,16,13,3,-0.8309831349844379,0.7551020408163265
APYBC1RD38ILP,B003I6O5RC,head,3,22,16,6,-0.9235383783067975,0.6938775510204082
AQCJWSMSURQI2,B009FKNGGQ,head,3,8,42,-34,-1.4211120690618242,0.16326530612244897
A25CGBLRJB6X0S,B00HD7SCLM,head,19,50,20,30,-0.9007303714752197,0.6122448979591837
ADT6562BB6KUY,B0083QNBCM,head,4,16,48,-32,-1.5192438534327917,0.04081632653061224
AW7BQI7A9IIYD,B00641UCY8,head,9,48,49,-1,-1.987999098641532,0.02040816326530612
A2V1R790XHOV8N,B000ZMBSPE,head,6,22,16,6,-0.9257393967626351,0.6938775510204082
A1EVH1EJS59U7F,B00150LT40,head,3,1,5,-4,-0.8029402135871351,0.9183673469387755
A3303LR13XT0N8,B000RYSXWG,head,5,30,34,-4,-1.1141816892070762,0.32653061224489793
A3I58WKBMBOWAQ,B001HKR6WM,head,3,36,41,-5,-1.2449682440076555,0.1836734693877551
A2EJ9KKHRD92O7,B004DIXYWG,head,5,5,26,-21,-1.042300019945417,0.4897959183673469
A2I56Z0U2309NL,B0062MAAAK,head,5,31,31,0,-0.9488535147226814,0.3877551020408163
A3ID661BSD9PGZ,B003V265QW,head,6,12,10,2,-0.9812090737479073,0.8163265306122449
ADAD252GW5NLC,B00373FE76,head,4,49,31,18,-0.973680704832077,0.3877551020408163
A1KOYOE8O2F1J4,B00AHF1GK6,head,4,10,26,-16,-0.9770775180591694,0.4897959183673469
A4JXXEE26M80A,B0013TM9UQ,head,5,25,11,14,-0.8695659616163799,0.7959183673469388
A1XLDDRNS2CJEP,B002WTC37A,head,3,11,33,-22,-1.0175663090111422,0.3469387755102041
A2VHCA21QKNEKE,B00AIQOKDY,head,5,49,19,30,-0.9085231812205166,0.6326530612244898
A3IV4HTUJQ3QCC,B008PTPSF0,head,4,48,23,25,-0.9227499453616994,0.5510204081632653
A2A4L5O8BRFG1V,B007BJ3KQ4,head,3,28,23,5,-0.8162194527061989,0.5510204081632653
A13HXODVTD4U0V,B004D24818,head,6,14,40,-26,-1.0049508810043335,0.20408163265306123
A2S490WOKYMDLX,B003EBNLIA,head,5,50,18,32,-0.907937287219933,0.6530612244897959
A2I8IBC8OIACOE,B008TNPX52,head,3,40,27,13,-0.8780035376548767,0.46938775510204084
A2QLBG8B8ITRM3,B00027D8IC,head,3,28,16,12,-0.9208633759990335,0.6938775510204082
A31YYUJLB1GRW8,B005R3IPJI,head,4,39,22,17,-0.9391357345240456,0.5714285714285714
A179WU4RF1JFGL,B004TSFBNK,head,12,25,40,-15,-1.000175884791783,0.20408163265306123
A2GRFYA2LX8STE,B00188IFHS,head,9,43,31,12,-1.1030392206407018,0.3877551020408163
A2ZMH05LYXCVT7,B006L1DNWY,head,3,4,27,-23,-0.9311182839529855,0.46938775510204084
AX71GBUUW2PPT,B005Y6F4WO,head,4,10,15,-5,-0.924715633553985,0.7142857142857143
AKI2YIJV3VHQI,B004YBW5T0,head,17,49,31,18,-1.1117860092781484,0.3877551020408163
A154STAWWEW84W,B007L5P7YQ,tail,5,41,4,37,-1.7935132891871035,0.9387755102040817
A1IWZLZJOOD67D,B008U1Q4DI,head,5,3,30,-27,-1.352072068515034,0.40816326530612246
APD7XINUVG5AL,B009FKNGGQ,head,3,4,25,-21,-0.9649338807378497,0.5102040816326531
AWVYARL78C3WE,B006L16BHS,head,5,11,31,-20,-0.9704511257587001,0.3877551020408163
A39DY78FFQUF0H,B000PQGYOU,head,3,37,36,1,-1.0920990024294173,0.2857142857142857
A3CPX9XWN4ZAFK,B0030O3VRW,head,3,13,12,1,-0.8937814235687256,0.7755102040816326
A1DCNXNF0JWB5T,B005BF1M10,head,20,2,24,-22,-0.985931396484375,0.5306122448979592
A3GAFBOXKGHD68,B006L16BHS,head,3,28,22,6,-0.8890685199626854,0.5714285714285714
ARAL1EFVG2TG3,B000271KR8,head,3,40,22,18,-1.1372713191168649,0.5714285714285714
A2NANKCC5MKYUR,B0073P01RC,head,3,29,13,16,-0.9136772496359689,0.7551020408163265
ACVUZ0WQ3Q5QQ,B000YJ2SKM,head,3,31,44,-13,-1.4349013566734357,0.12244897959183673
A1WT3WVA0IJ5OO,B00AXRBAEA,head,6,17,8,9,-0.8036527633666992,0.8571428571428571
A39592617HTTA4,B006L16BHS,head,12,11,47,-36,-1.308147005038336,0.061224489795918366
A1XXDO3KIS2YYZ,B005X2F7KI,head,3,15,28,-13,-0.9842530233519418,0.4489795918367347
A2HUWCHQ6JV9IN,B00A0J09C0,head,4,13,30,-17,-1.020989213671003,0.40816326530612246
A2TTHN1UMO82VY,B008U2Y9BQ,head,7,21,24,-3,-0.9595745631626674,0.5306122448979592
AIQWMQ4JWKZ3T,B003V265QW,head,3,43,28,15,-0.9888193947928292,0.4489795918367347
A3O1I9YJR8YWUX,B001ECQ4OY,head,3,14,18,-4,-0.9879786116736275,0.6530612244897959
AQBOAWOPNTLMG,B000VPPUEA,head,3,41,10,31,-0.8925288447311946,0.8163265306122449
A66HGK43NNWAM,B0013TM9UQ,head,3,23,24,-1,-1.068979365485055,0.5306122448979592
A1P9UMP1XSE6MI,B000ODNSR0,head,6,15,50,-35,-1.902388266154698,0.0
A3UXZ1AZUS6E02,B002MZ8BK2,head,17,4,10,-6,-0.9626781940460205,0.8163265306122449
A1C7U2JM39BS28,B008SPOKIW,head,9,3,23,-20,-0.8766029636774745,0.5510204081632653
A1P5XI3RGOUQDL,B0038TVH3Y,head,4,14,46,-32,-1.7096099172319685,0.08163265306122448
A1M0UUTQ8EUNMJ,B000NWGCZ2,head,3,30,33,-3,-1.0925046947917687,0.3469387755102041
A1TADEUAY3FR8S,B004DIXYWG,head,10,6,37,-31,-1.0718626976013184,0.2653061224489796
A2VM9646P2W48L,B00A51LI1O,head,8,10,13,-3,-0.8837196635348457,0.7551020408163265
A39H1GO9E3YQIB,B00A0J084Y,head,4,16,28,-12,-1.0529300485338484,0.4489795918367347
A2VS44BTWZ9Q5,B001HKR6WM,head,3,12,31,-19,-0.9599767753056118,0.3877551020408163
A2HSY3NXJTD509,B001AO0WCG,head,4,7,13,-6,-0.9505479393592395,0.7551020408163265
A3KT85K6QPMGSV,B00639DLV2,head,10,17,27,-10,-0.8687259893891418,0.46938775510204084
A11ETVT8EYHOW2,B000ZMBSPE,head,9,4,39,-35,-1.2088190752963004,0.22448979591836735
A2GJ6UJAJ3E3BG,B001GEEQ90,head,13,34,24,10,-0.9886662778506954,0.5306122448979592
A1CZ8H4XCZ8DQT,B000C234ZY,head,3,26,22,4,-1.2361394166946411,0.5714285714285714
A2G9C2ED6C4EM5,B00A0IWSIO,head,4,50,28,22,-1.473769102753327,0.4489795918367347
A2XBY85Q66APKR,B001JKTTVQ,head,7,6,23,-17,-0.9939978633608136,0.5510204081632653
ALLY2ZFHNKB3C,B001MWV40U,head,3,20,38,-18,-1.4037095893706595,0.24489795918367346
A1MXA7BT95J28Z,B005GHP5UC,head,3,47,43,4,-1.5497497149876185,0.14285714285714285
AU0Y2UA2OF7DZ,B00ATWDTIE,head,3,42,37,5,-1.2068548543112618,0.2653061224489796
A417UK6568G60,B006T8T0P8,head,3,37,26,11,-0.8965655969721931,0.4897959183673469
A15MQTLXQE56ZX,B003RF82UK,head,3,43,26,17,-1.0411065917994295,0.4897959183673469
A1TB1MDGPMSAF5,B008SPOKIW,head,3,14,21,-7,-1.1698198201234586,0.5918367346938775
A31AVXMESQRQAC,B00ALV8EKQ,head,4,13,30,-17,-1.199769985196846,0.40816326530612246
A3NYNI9Y5GZZ6F,B007Q0WW0S,head,4,33,48,-15,-1.3229173932756697,0.04081632653061224
A4DIVP0NEQDA3,B0084A5PSK,head,8,17,20,-3,-0.9652261393410819,0.6122448979591837
A3DEZ6XJMPWNKH,B00C7DYBX0,head,10,15,12,3,-0.9670695407049996,0.7755102040816326
A3BDK0JTA1EO6R,B0046VGPHQ,head,5,42,8,34,-1.1089531669526227,0.8571428571428571
AB0Z0W6E4BWNX,B00A51LI1O,head,7,15,29,-14,-1.0283055816377913,0.42857142857142855
AO9KZ2D5EH0N4,B0056GDG90,head,6,34,25,9,-1.0803682122911726,0.5102040816326531
AL5IW29C1ZI5U,B004DIXYUI,head,4,21,24,-3,-0.9330537659781319,0.5306122448979592
A8A2Z5WRS4WRC,B0043OYFKU,head,4,14,13,1,-0.8845979358593468,0.7551020408163265
A1MV4JYOZEDGNX,B007Q0WW0S,head,6,26,24,2,-0.9869256360190255,0.5306122448979592
ASJE1XJY3EIN2,B004INUWX0,head,5,22,12,10,-0.9645432652905583,0.7755102040816326
A1WDRY72NJZ8LQ,B00021C1LI,head,3,14,18,-4,-1.0823507442006044,0.6530612244897959
AGGZRNKOHJ5QE,B0038TYTSO,head,14,18,4,14,-0.9902612141200474,0.9387755102040817
A10UH6NKDBE2Z,B006L16BHS,head,7,22,30,-8,-1.2741829216081118,0.40816326530612246
AYN5W3Y23CZ7L,B0014UAHQW,head,12,48,25,23,-1.1168255124773299,0.5102040816326531
A13E3L5NR2VOOQ,B000TKH6G2,head,3,6,47,-41,-1.462299429028852,0.061224489795918366
AS79L77IK4S1V,B006K9OQSC,head,4,43,37,6,-1.1200969003007881,0.2653061224489796
A1XWX7QTBR3UPV,B00GYB13OQ,head,4,17,8,9,-0.870489428397767,0.8571428571428571
A28N9L2ODRWPEN,B009T47YZ2,head,7,41,39,2,-1.1214166709354945,0.22448979591836735
A105TMLESHR0Y4,B007Q0WW0S,head,5,25,16,9,-0.9321663209370205,0.6938775510204082
A66PUSYYU0VPQ,B003V265QW,head,3,17,33,-16,-1.1136926135846548,0.3469387755102041
A1R3N03RC1Q3BD,B008PEXV3Q,head,3,5,19,-14,-0.8780529197371963,0.6326530612244898
A2OZ6PW2W5FQTP,B00AHF1GK6,head,11,7,25,-18,-1.0071957390090185,0.5102040816326531
A1K4UFU4G2IRUV,B008SPOKIW,head,6,7,30,-23,-1.051516168717561,0.40816326530612246
A1HS1JS92UY6HK,B006L1DNWY,head,7,11,21,-10,-1.048886503492083,0.5918367346938775
A21U4DR8M6I9QN,B000ZMBSPE,head,6,27,3,24,-0.8551973748253658,0.9591836734693877
AXKYV5H8BP3P7,B006CD6616,head,9,39,32,7,-1.1360028588346072,0.3673469387755102
A2SWQ0G4HSG0KL,B0038TVH3Y,head,8,14,39,-25,-1.2970455374036516,0.22448979591836735
A13D08OA1VG6J3,B007BJ3KQ4,head,7,50,37,13,-1.2758863766461477,0.2653061224489796
A1BAR0DUQ1770Z,B004SXTF38,head,12,47,23,24,-0.9466989891869682,0.5510204081632653
A1IT4BZFQ69KMD,B0027VCNGO,head,4,45,30,15,-0.9733753204345703,0.40816326530612246
A2GU4IYFN4CDS0,B003MJ7Z0O,head,8,28,11,17,-1.06888028553554,0.7959183673469388
ACSGHYYW0Y2FN,B004TSFE6Y,head,5,14,49,-35,-1.4314168521336146,0.02040816326530612
A2FXPDJMNEXY2M,B004TSFBNK,head,7,21,21,0,-0.8997684930052076,0.5918367346938775
A22L9WVGO65VGE,B001MWV40U,head,4,8,23,-15,-1.3443898281880788,0.5510204081632653
A3CW0ZLUO5X2B1,B00121UVU0,head,3,8,5,3,-0.8958039273108754,0.9183673469387755
ANL4FGMVWPQ6K,B002WTC37A,head,8,11,34,-23,-1.1322562995108976,0.32653061224489793
A10QJVO4NWCL74,B00021C1LI,head,7,30,25,5,-1.0804402618003743,0.5102040816326531
A1HRZX0SKMZ025,B004BCT950,tail,10,11,46,-35,-1.451800239937646,0.08163265306122448
A1CWKWRW91JAK7,B00538TSMU,head,3,31,25,6,-0.9289087993758065,0.5102040816326531
A20HT40PQ53X3V,B003V265QW,head,5,26,21,5,-0.898616394826344,0.5918367346938775
A35FXC9PQBB7BS,B006IBM21K,head,5,28,34,-6,-1.058207060609545,0.32653061224489793
A1FELY9TDK5KDS,B0000CC64W,head,3,13,22,-9,-0.969110050371715,0.5714285714285714
A2HYEJ7Y0R5FSD,B00AZBSPQA,head,9,29,23,6,-1.2731752108250345,0.5510204081632653
A2XK9NPCPIF8HJ,B00AE07IEM,head,7,29,9,20,-1.4824348858424596,0.8367346938775511
A2M6OZ8KDJGIJK,B009FKNGRA,head,7,47,34,13,-1.032393914730554,0.32653061224489793
A19ASCRHT5N8EV,B000ZMBSPE,head,6,3,17,-14,-1.0479682884844286,0.673469387755102
AORFFI6CYLO4X,B002PBCAEQ,head,3,39,29,10,-1.0996240654161997,0.42857142857142855
A3C8W1FDQ3LYPW,B005UBN2AO,head,3,37,27,10,-0.9995713063648769,0.46938775510204084
AU45521RWBVNJ,B000TKH6G2,head,9,13,17,-4,-0.9999738227010572,0.673469387755102
A1AKMZ9CTQMKBB,B004TSFBNK,head,5,24,34,-10,-1.163846846137728,0.32653061224489793
A2PUEQLH8A19FZ,B00150LT40,head,3,6,20,-14,-0.9414680548943579,0.6122448979591837
A13X2JFJO9XUC,B004TSFBJO,head,11,26,16,10,-0.932423078588077,0.6938775510204082
A2IRKG98LO6ZFI,B000052YM7,head,3,39,25,14,-0.9861461560108832,0.5102040816326531
A1DCBQD9QX2I3J,B007BJ3KQ4,head,20,23,43,-20,-1.1419615855972682,0.14285714285714285
A483CZ67W5XNY,B004DIXYUI,head,5,27,12,15,-0.8381007058279855,0.7755102040816326
A3S19E6CYG3406,B004TSFE28,head,3,37,31,6,-0.9111151160323061,0.3877551020408163
AVAL1T27UJ5HD,B00HM6JLNW,head,15,19,33,-14,-1.8302671228136336,0.3469387755102041
A3UNMNTX1Q9R6M,B003RF82UK,head,4,22,36,-14,-1.2514704641486918,0.2857142857142857
A3BFKX0KZ5A9SS,B008RTNSJQ,head,3,31,20,11,-0.886284351348877,0.6122448979591837
A327PRMDA0HJVJ,B005C5FP9Y,head,4,15,20,-5,-0.8237606457301548,0.6122448979591837
A2D5Y5Q2I8M7NU,B000ZMBSPE,head,3,1,25,-24,-1.0264190909718829,0.5102040816326531
ACITRRS5O3D4C,B006T8T0P8,head,10,15,25,-10,-0.959466257265636,0.5102040816326531
AC2XZ2EOOTIUO,B005C5FP9Y,head,3,25,20,5,-0.8266817842211042,0.6122448979591837
A2QVYND4OO835K,B0002Z8HAI,head,5,49,27,22,-0.8430783578327724,0.46938775510204084
A30JPZ9TZ7I61U,B00A0J09C0,head,6,10,23,-13,-1.1224333899361747,0.5510204081632653
A3GHTSDCM8B4V7,B005OZJYUS,head,20,45,41,4,-1.2827835227362812,0.1836734693877551
A3MB1U4FW8ZTP6,B0043OYFKU,head,9,44,27,17,-0.982835914656919,0.46938775510204084
ANCVB1IFJR04Q,B003MJ7Z0O,head,7,7,48,-41,-1.5463935562542506,0.04081632653061224
A356FDKTK6DL4H,B003RF82UK,head,4,46,29,17,-1.0264750868082047,0.42857142857142855
A62YLUD4BHI1Y,B000OYJ9AO,head,4,48,10,38,-1.0665150923388345,0.8163265306122449
A3BEJ9UVJMENK2,B003ILUQPM,head,3,42,22,20,-0.8352940593447004,0.5714285714285714
A1VJCR1AJRFJJ7,B006U98T08,head,5,27,28,-1,-1.026686327798026,0.4489795918367347
A38R6HM8DRQ6PE,B000HRVC5I,head,4,10,30,-20,-1.1495512262918055,0.40816326530612246
ANP2HRJGC0Z43,B0014UAHQW,head,6,47,9,38,-0.8432343346732003,0.8367346938775511
A1PAGHECG401K1,B00F008GFQ,head,20,6,4,2,-1.1067841393607003,0.9387755102040817
A2RM1ZBF5BG3CV,B006U98T08,head,8,31,37,-6,-1.1630847113473075,0.2653061224489796
ARWGSFZJBDBGW,B000ZV0D9W,head,8,18,40,-22,-1.0487749576568604,0.20408163265306123
ALNFHVS3SC4FV,B00KCFAZTE,head,20,16,8,8,-0.9977854421096188,0.8571428571428571
AYM4NKOZCZVA6,B006QO4BRM,head,5,49,35,14,-1.078396847737687,0.30612244897959184
AWPGV9OROV3BU,B005BF1M10,head,17,2,16,-14,-0.8644796519407204,0.6938775510204082
A16O41ZVTTGSDK,B000NE6QP6,head,7,32,32,0,-1.216153187411172,0.3673469387755102
AQPW5A9DGW5SQ,B003MJ7Z0O,head,3,1,21,-20,-0.9757960438728333,0.5918367346938775
ADJAFCKGZH27Y,B000TKH6G2,head,6,17,48,-31,-1.8745122934674978,0.04081632653061224
A1ZA7NTBENBUW3,B004TSFE6Y,head,6,10,24,-14,-0.9646727357591901,0.5306122448979592
A5JAJJGS9RA99,B009T47YZ2,head,4,36,18,18,-0.8996385335922241,0.6530612244897959
A25FX4RJOHPQ5O,B004TSFE6Y,head,20,16,31,-15,-0.9741206339427403,0.3877551020408163
A145HTPNSBUTFU,B000ZMBSPE,head,5,12,7,5,-0.8983584190386215,0.8775510204081632
A3UQ5RCJLA6RV2,B00CDGR29G,head,4,49,16,33,-0.9924723335674831,0.6938775510204082
A7ZUY93SQIMVM,B000L596FE,head,13,11,20,-9,-1.0222419582839524,0.6122448979591837
A23W0SJ22G5WW1,B006L16BHS,head,4,45,31,14,-1.0367778981370586,0.3877551020408163
A2RS1G1TUUUCU4,B0048O2R1E,head,4,2,13,-11,-0.9659068067225495,0.7551020408163265
A19HDB4BN6RFFT,B00AQX87M4,head,20,16,11,5,-0.8874381099428449,0.7959183673469388
A3CCY15WKC3VDH,B005HIH7YM,head,6,4,4,0,-0.8810533517971635,0.9387755102040817
AT83N7GQD5EIM,B0056GDG90,head,3,13,17,-4,-1.1809157643999373,0.673469387755102
A20B85W2RYRTQO,B0068Y6CA4,head,4,6,39,-33,-1.1971842156989234,0.22448979591836735
A3GJRZ7FN51LMK,B00150LT40,head,5,2,4,-2,-0.8509100121445954,0.9387755102040817
A3JJBCPBEJQEM4,B007BLN17K,head,4,5,31,-26,-1.1712550627333778,0.3877551020408163
A31MGUAK2T9IGT,B00AVP37G8,head,3,38,18,20,-1.1904585361480713,0.6530612244897959
AB2D59DYSGGEV,B005HIH7YM,head,3,10,21,-11,-0.9541573212482035,0.5918367346938775
ADI6PGLLK3CU3,B000VPPUEA,head,7,29,15,14,-0.8957412290785994,0.7142857142857143
A3VHZJN0SQ01M0,B004XJNQXW,head,4,15,17,-2,-0.8273024729319981,0.673469387755102
A3V82SML10Y4Y7,B003RF82UK,head,13,17,11,6,-1.0252106844314508,0.7959183673469388
A1INJS8JX8RIDT,B004675EI6,head,20,21,35,-14,-1.1510830947331019,0.30612244897959184
ARSQ2F9U315WG,B00G5WO2VK,head,16,37,27,10,-1.2937323025294714,0.46938775510204084
A1MYSJOMXDP56N,B000HRVC5I,head,6,28,21,7,-0.9600016571514841,0.5918367346938775
A3RPH26JTPO3JO,B0038TYTSO,head,4,40,50,-10,-1.4811034883771623,0.0
A3QHWECV61PZFD,B004DIXYWG,head,6,2,16,-14,-0.8683741773877826,0.6938775510204082
A23MUHEJ2XCOUX,B001U9M2EW,head,3,34,25,9,-1.0470347574778966,0.5102040816326531
AWU8B9JFO1BIE,B002QI1E9K,head,4,43,9,34,-0.8977627413613456,0.8367346938775511
A2P3YTFT1NQGGO,B00700H128,head,5,14,31,-17,-1.3127209629331316,0.3877551020408163
A1QI4WYUKN9U9L,B0068Y6CA4,head,3,12,33,-21,-1.020110513482775,0.3469387755102041
A1HFX09Y3MG3G5,B002WTC37A,head,3,23,32,-9,-1.0323128837314601,0.3673469387755102
A3M6KV5PDU46YI,B00HM6JLNW,head,20,20,7,13,-0.8568746192114693,0.8775510204081632
AJ48OJORP4NE4,B00A0IWSIO,head,11,49,15,34,-0.792309416176587,0.7142857142857143
A1DOS1TMRAS4MT,B001GEEQ90,head,3,27,14,13,-0.8613361971383711,0.7346938775510204
A344JWPJ7HIG2K,B005HIH7YM,head,3,44,13,31,-0.8897501667961478,0.7551020408163265
A1YP3QSM10EECD,B001MA0QY2,head,6,34,21,13,-0.8936428890696594,0.5918367346938775
A1HG89CGT7YODD,B001Q878WI,head,5,43,42,1,-1.1780936824423927,0.16326530612244897
AIGKP8O35C6NK,B0030O3VRW,head,3,5,10,-5,-0.9446165902273995,0.8163265306122449
A16POG0WCQ8YMI,B005Y6F4WO,head,4,34,21,13,-0.973233018236767,0.5918367346938775
A16GWMW2GI8XUJ,B000052YM7,head,8,44,48,-4,-1.5359459867967027,0.04081632653061224
A3FY8LBZYT2RPN,B003I6O5RC,head,9,36,31,5,-0.981798746756145,0.3877551020408163
AFQSRY04WVAQY,B007BLN17K,head,4,13,9,4,-0.9786253970648561,0.8367346938775511
AEF7LMTURVVI8,B0020MMCJI,head,4,50,5,45,-1.0366977284679055,0.9183673469387755
A3N3CLV6EBSY53,B00683MOWK,head,16,25,48,-23,-1.3196387349494867,0.04081632653061224
AH7LEM0PY61FA,B007ML0OY2,head,5,31,45,-14,-1.2150258336748396,0.10204081632653061
A21XW1M1DOSJS5,B0068Z7MT8,head,6,28,23,5,-0.8997667176382882,0.5510204081632653
A2CFPL1FSZ6X89,B008SPOKIW,head,3,3,27,-24,-0.9759447600892079,0.46938775510204084
A2LQ1O3IHJQPFF,B001ABLKK2,head,18,21,18,3,-1.0531647545950753,0.6530612244897959
A1T0TLLC73F604,B005XIDZHO,head,3,50,24,26,-0.8820567279492805,0.5306122448979592
AFWYLWKLOZZQ4,B001T8JLRK,head,3,45,18,27,-0.882736796779292,0.6530612244897959
A3EXR47MYDRLQG,B004DIXYWG,head,7,2,50,-48,-1.6780514035906111,0.0
A1M4OLB2W10T0P,B004BCT93C,head,3,44,45,-1,-1.3777483786855425,0.10204081632653061
A1IWKQIP49VK14,B002X9XV48,head,3,42,10,32,-0.9243061598390341,0.8163265306122449
A1759F3VE8NZWM,B0076D1YF4,head,8,34,41,-7,-1.2547237873077393,0.1836734693877551
A28DUP3ZYFS6NH,B0012J30LY,head,7,44,10,34,-0.9118538286004748,0.8163265306122449
A2I02GDZCKPPZQ,B000PQGYOU,head,3,39,24,15,-1.0211137277739388,0.5306122448979592
A1W4F91DH3XPB2,B00AHF1GTM,head,9,32,20,12,-0.9337819644383022,0.6122448979591837
A135R0GHEPD0IN,B000NE6QP6,head,3,25,31,-6,-1.124410167336464,0.3877551020408163
A1QV5IH6HDRN0L,B004ZD2M6I,head,20,19,31,-12,-1.126525342464447,0.3877551020408163
A2BKT51JAU9XV7,B0043OYFKU,head,6,3,12,-9,-0.8676023400704642,0.7755102040816326
A3SZHL2TCTLJVR,B000L596FE,head,3,47,17,30,-0.9951216893802796,0.673469387755102
A2VMYH4YFRJPH2,B00683MOWK,head,5,36,24,12,-1.0368866100907326,0.5306122448979592
A32NFU7Z7PM0PC,B0023A7JF4,head,4,30,13,17,-0.8510848879814148,0.7551020408163265
AQRWEVFYNOYLJ,B004INUWX0,head,4,17,24,-7,-1.026163446317826,0.5306122448979592
A2DGJH4QB9LFBP,B0092SVTGA,head,4,49,27,22,-0.9388729121003833,0.46938775510204084
A1JVEOIYFZO6T0,B000052YM7,head,3,36,13,23,-0.8878921124019793,0.7551020408163265
A1TIR6Q7YY3PAM,B007BJ3KQ4,head,3,15,21,-6,-0.9577593526503604,0.5918367346938775
A816UQK3N6G6R,B00C7DYBX0,head,4,24,18,6,-1.2035511476652963,0.6530612244897959
A21S2DEKTA0VG3,B0046VGPHQ,head,4,13,9,4,-0.8627302602731756,0.8367346938775511
A2QMXTMA9OQH1G,B0038TYTSO,head,3,48,19,29,-0.991901125226702,0.6326530612244898
A1YIYGMYN18994,B007BLN17K,head,5,9,44,-35,-1.3456549112285887,0.12244897959183673
