sample_key,user_id,target_item,target_group,depth,gold_token,is_eos,competitive,legal_child_count,legal_mass,illegal_mass,loss_gap,full_rank,legal_rank,formula_error
A112TFLXGBF6NI:8:B002L6NZHG,A112TFLXGBF6NI,B002L6NZHG,head,1,16380,0,1,89,0.8964745402336121,0.10352545976638794,0.10928535461425781,3,3,3.079610118306153e-08
A112TFLXGBF6NI:8:B002L6NZHG,A112TFLXGBF6NI,B002L6NZHG,head,2,9118,0,0,1,1.0,0.0,-0.0,1,1,0.0
A112TFLXGBF6NI:8:B002L6NZHG,A112TFLXGBF6NI,B002L6NZHG,head,3,10219,0,0,1,1.0,0.0,-0.0,1,1,0.0
A112TFLXGBF6NI:8:B002L6NZHG,A112TFLXGBF6NI,B002L6NZHG,head,4,2087,0,0,1,0.9999733567237854,2.664327621459961e-05,2.6702880859375e-05,1,1,5.924970638717357e-08
A112TFLXGBF6NI:8:B002L6NZHG,A112TFLXGBF6NI,B002L6NZHG,head,5,24175,0,0,1,0.9999943375587463,5.662441253662109e-06,5.7220458984375e-06,1,1,5.958861309439623e-08
A112TFLXGBF6NI:8:B002L6NZHG,A112TFLXGBF6NI,B002L6NZHG,head,6,9705,0,0,1,1.0,0.0,-0.0,1,1,0.0
A112TFLXGBF6NI:8:B002L6NZHG,A112TFLXGBF6NI,B002L6NZHG,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,0,643,0,1,108,0.9814741015434265,0.018525898456573486,0.01869964599609375,3,3,6.22649720324886e-09
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,1,13985,0,1,212,0.7089290618896484,0.29107093811035156,0.34399986267089844,2,2,5.14629194259264e-08
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,2,24084,0,1,4,0.9765835404396057,0.023416459560394287,0.023694992065429688,2,2,1.062617088071205e-08
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,3,2656,0,1,2,0.999850332736969,0.00014966726303100586,0.00014972686767578125,1,1,4.8403382308320015e-08
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,4,10468,0,0,1,0.9999971389770508,2.86102294921875e-06,2.86102294921875e-06,1,1,4.092733964233819e-12
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,5,18448,0,0,1,0.9999990463256836,9.5367431640625e-07,9.5367431640625e-07,1,1,4.547476399364574e-13
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,6,2195,0,0,1,0.9996968507766724,0.0003031492233276367,0.0003032684326171875,1,1,7.325027522102302e-08
A125CKWJCII7LW:1:B007DGRT3K,A125CKWJCII7LW,B007DGRT3K,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,0,3575,0,1,108,0.9847142100334167,0.015285789966583252,0.01540374755859375,24,24,7.444887041054005e-08
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,1,18322,0,1,87,0.8613471388816833,0.13865286111831665,0.14925765991210938,6,6,1.4850684265654834e-08
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,2,8949,0,1,2,0.9927877187728882,0.007212281227111816,0.0072383880615234375,1,1,2.7399951891583785e-08
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,3,5087,0,0,1,1.0,0.0,-0.0,1,1,0.0
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,4,6029,0,0,1,1.0,0.0,-0.0,1,1,0.0
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,5,5075,0,0,1,1.0,0.0,-0.0,1,1,0.0
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,6,1783,0,0,1,0.9999866485595703,1.33514404296875e-05,1.33514404296875e-05,1,1,8.913127412852229e-11
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,7,536,0,1,2,0.9795898795127869,0.020410120487213135,0.020621299743652344,1,1,1.4541557253472392e-08
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,B0050QJ1HM,tail,8,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,0,7568,0,1,108,0.9954062104225159,0.004593789577484131,0.004604339599609375,1,1,3.3855057839614344e-08
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,1,18362,0,1,98,0.9383618831634521,0.06163811683654785,0.06361961364746094,1,1,1.2214838918112036e-08
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,2,1273,0,1,25,0.9620134830474854,0.03798651695251465,0.038726806640625,1,1,6.1321470887221174e-09
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,3,1274,0,1,2,0.9970032572746277,0.0029967427253723145,0.0030012130737304688,1,1,2.8876049882383542e-08
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,4,11132,0,0,1,0.9976262450218201,0.0023737549781799316,0.002376556396484375,1,1,2.040447214489427e-08
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,5,17570,0,0,1,0.9984477162361145,0.001552283763885498,0.0015535354614257812,1,1,4.5656858644682954e-08
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,6,2213,0,1,2,0.9985972046852112,0.0014027953147888184,0.00140380859375,1,1,2.844048797357758e-08
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,B003VMV7D8,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,0,162,0,1,108,0.9851801991462708,0.014819800853729248,0.01493072509765625,14,14,1.3851230355396704e-08
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,1,25398,0,1,59,0.9072028994560242,0.09279710054397583,0.09738922119140625,3,3,7.122705882045555e-08
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,2,16593,0,0,1,0.9999971389770508,2.86102294921875e-06,2.86102294921875e-06,1,1,4.092733964233819e-12
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,3,103,0,0,1,1.0,0.0,-0.0,1,1,0.0
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,4,4440,0,0,1,0.9999898672103882,1.0132789611816406e-05,1.0132789611816406e-05,1,1,5.1337059450896503e-11
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,5,30787,0,0,1,1.0,0.0,-0.0,1,1,0.0
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,6,6280,0,0,1,1.0,0.0,-0.0,1,1,0.0
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,B000AO2NXS,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,0,30551,0,1,108,0.986240565776825,0.013759434223175049,0.01385498046875,10,10,7.84867610140183e-09
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,1,4121,0,1,102,0.8023770451545715,0.19762295484542847,0.22017669677734375,7,7,4.630013863970994e-08
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,2,18722,0,1,2,0.9929695129394531,0.007030487060546875,0.0070552825927734375,2,2,3.478987373184417e-08
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,3,21234,0,0,1,0.999751091003418,0.00024890899658203125,0.00024890899658203125,1,1,3.098298569233996e-08
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,4,1189,0,0,1,0.9999909400939941,9.059906005859375e-06,9.059906005859375e-06,1,1,4.1041196303389467e-11
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,5,10562,0,0,1,0.9999990463256836,9.5367431640625e-07,9.5367431640625e-07,1,1,4.547476399364574e-13
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,6,4450,0,0,1,0.9999962449073792,3.7550926208496094e-06,3.814697265625e-06,1,1,5.9597594397444996e-08
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,B0094GHKFE,tail,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,0,260,0,1,108,0.9737582206726074,0.026241779327392578,0.026592254638671875,4,4,1.5088380645594812e-08
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,1,19239,0,1,78,0.9999618530273438,3.814697265625e-05,3.814697265625e-05,1,1,7.27614265666227e-10
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,2,516,0,0,1,0.9999017715454102,9.822845458984375e-05,9.822845458984375e-05,1,1,4.824730598696511e-09
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,3,5138,0,0,1,1.0,0.0,-0.0,1,1,0.0
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,4,22750,0,0,1,1.0,0.0,-0.0,1,1,0.0
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,5,16169,0,0,1,0.9999962449073792,3.7550926208496094e-06,3.814697265625e-06,1,1,5.9597594397444996e-08
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,6,4182,0,0,1,1.0,0.0,-0.0,1,1,0.0
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,B00A19WNC8,tail,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,0,1580,0,1,108,0.99826580286026,0.0017341971397399902,0.001735687255859375,4,4,1.5344502457938572e-08
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,1,1770,0,1,112,0.9995909333229065,0.00040906667709350586,0.00040912628173828125,2,2,2.4085952513334345e-08
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,2,21105,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,3,28359,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,4,6604,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,5,2053,0,0,1,0.9999943375587463,5.662441253662109e-06,5.7220458984375e-06,1,1,5.958861309439623e-08
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,6,24355,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,B00GP2N66W,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,0,25597,0,1,108,0.9929865598678589,0.007013440132141113,0.007038116455078125,2,2,3.344975863742855e-08
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,1,3432,0,1,96,0.9884194135665894,0.011580586433410645,0.011648178100585938,2,2,1.4446923490840646e-08
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,2,2901,0,1,2,0.9993898272514343,0.0006101727485656738,0.0006103515625,1,1,7.417216521966169e-09
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,3,13634,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,4,2600,0,0,1,0.9999980330467224,1.9669532775878906e-06,1.9073486328125e-06,1,1,5.96065792305256e-08
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,5,7558,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,6,1633,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,B0063A432W,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,0,6453,0,1,108,0.9832878708839417,0.01671212911605835,0.01685333251953125,11,11,1.9865009415198642e-08
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,1,16927,0,1,49,0.8629290461540222,0.13707095384597778,0.14742279052734375,3,3,1.8417677632998064e-08
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,2,11842,0,1,3,0.9890379309654236,0.010962069034576416,0.011022567749023438,1,1,2.749911542400396e-08
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,3,12487,0,0,1,0.9999895691871643,1.043081283569336e-05,1.049041748046875e-05,1,1,5.955024346888383e-08
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,4,15712,0,0,1,0.9999995231628418,4.76837158203125e-07,4.76837158203125e-07,1,1,1.136868738263954e-13
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,5,1954,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,6,3337,0,0,1,1.0,0.0,-0.0,1,1,0.0
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,B000I82POI,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,0,747,0,1,108,0.988496720790863,0.011503279209136963,0.011569976806640625,6,6,2.3070909993191946e-08
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,1,6268,0,1,96,0.8743475675582886,0.12565243244171143,0.13427734375,8,8,3.592364858362451e-08
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,2,13966,0,0,1,0.9999971389770508,2.86102294921875e-06,2.86102294921875e-06,1,1,4.092733964233819e-12
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,3,25502,0,0,1,0.9999995231628418,4.76837158203125e-07,4.76837158203125e-07,1,1,1.136868738263954e-13
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,4,1000,0,0,1,1.0,0.0,-0.0,1,1,0.0
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,5,8584,0,0,1,0.999997615814209,2.384185791015625e-06,2.384185791015625e-06,1,1,2.842175460690625e-12
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,6,25463,0,0,1,0.9999921917915344,7.808208465576172e-06,7.867813110351562e-06,1,1,5.957416055698483e-08
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,B0057WJ264,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,0,25097,0,1,108,0.992119550704956,0.007880449295043945,0.00791168212890625,3,3,1.799385844665491e-08
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,1,15274,0,1,78,0.9999733567237854,2.664327621459961e-05,2.6702880859375e-05,1,1,5.924970638717357e-08
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,2,12488,0,0,1,1.0,0.0,-0.0,1,1,0.0
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,3,30459,0,0,1,1.0,0.0,-0.0,1,1,0.0
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,4,729,0,0,1,1.0,0.0,-0.0,1,1,0.0
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,5,505,0,0,1,0.9999990463256836,9.5367431640625e-07,9.5367431640625e-07,1,1,4.547476399364574e-13
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,6,1078,0,0,1,1.0,0.0,-0.0,1,1,0.0
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,B007CVGMAC,tail,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,0,5432,0,1,108,0.9908108711242676,0.009189128875732422,0.0092315673828125,7,7,4.197702613457921e-08
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,1,18485,0,1,93,0.9853042364120483,0.01469576358795166,0.014804840087890625,1,1,2.4041348682668495e-08
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,2,20735,0,0,1,1.0,0.0,-0.0,1,1,0.0
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,3,2898,0,0,1,0.9999699592590332,3.0040740966796875e-05,3.0040740966796875e-05,1,1,4.512320958370694e-10
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,4,26828,0,0,1,1.0,0.0,-0.0,1,1,0.0
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,5,7970,0,0,1,1.0,0.0,-0.0,1,1,0.0
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,6,4094,0,0,1,1.0,0.0,-0.0,1,1,0.0
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,B00CNOUZE2,head,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,0,1268,0,1,108,0.9885833859443665,0.011416614055633545,0.01148223876953125,4,4,4.512089196197222e-08
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,1,840,0,1,104,0.9719879627227783,0.02801203727722168,0.028411865234375,1,1,6.6059308335975064e-09
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,2,8402,0,1,2,0.9862574934959412,0.013742506504058838,0.013837814331054688,2,2,5.4481383987559084e-09
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,3,836,0,0,1,0.9999656677246094,3.4332275390625e-05,3.4332275390625e-05,1,1,5.893660563041961e-10
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,4,22367,0,0,1,0.6030193567276001,0.3969806432723999,0.5058059692382812,1,1,1.282276584912978e-08
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,5,26564,0,0,1,0.9993850588798523,0.0006149411201477051,0.0006151199340820312,1,1,1.0339905922793213e-08
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,6,15021,0,0,1,0.9945887327194214,0.005411267280578613,0.005425930023193359,1,1,3.1196704408133213e-08
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,B000V3RZ04,tail,7,1,1,0,1,1.0,0.0,-0.0,1,1,0.0
A14MIG0KAPGSSF:2:B004KS2OD4,A14MIG0KAPGSSF,B004KS2OD4,tail,0,12535,0,1,108,0.989692747592926,0.010307252407073975,0.0103607177734375,19,19,2.221718527727068e-08
A14MIG0KAPGSSF:2:B004KS2OD4,A14MIG0KAPGSSF,B004KS2OD4,tail,1,2618,0,1,97,0.8687703013420105,0.1312296986579895,0.14067649841308594,213,50,1.5511852136107507e-08
A14MIG0KAPGSSF:2:B004KS2OD4,A14MIG0KAPGSSF,B004KS2OD4,tail,2,18571,0,0,1,0.9955045580863953,0.004495441913604736,0.004505634307861328,1,1,5.750999561120185e-08
