sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,gate_applied,residual_spread
A13B7EVEAQW0IP:validation:B001AQ71HS,head,17,16,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.4005545973777771,1,0.314150869846344
A13DB60LCNF7QU:validation:B00BG8F0H8,head,18,46,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.6640912890434265,1,0.34004494547843933
A13IBA8PM2LVB0:validation:B003O1XJ2S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.31989821791648865,1,0.36046016216278076
A13JLK9XHEWA7C:validation:B001US4DOK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5148299336433411,1,0.29337912797927856
A13LNZ4M8212FP:validation:B007DW6DYU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4954511821269989,1,0.3135765492916107
A13QOK3SKIT9QL:validation:B005GWWYBA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6513236165046692,1,0.3124719262123108
A13RRTU6I8IXSY:validation:B002THXRWK,head,,97,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.44966641068458557,1,0.34184712171554565
A13TUDSG4QK0P0:validation:B004PBHCAG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.402586430311203,1,0.3075551986694336
A13VB2S47NBEHY:validation:B00AZZFT4M,tail,25,22,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.7783188819885254,1,0.3564290404319763
A1402C1PCSSBDU:validation:B001NFTQFG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4447997212409973,1,0.3112727999687195
A140ICK18NAAYR:validation:B0002HWFBS,head,4,5,1,1.0,0.43067655807339306,1.0,1.0,0.38685280723454163,1.0,1,0,0.5081164240837097,1,0.33890464901924133
A14N3XLSXIJFSG:validation:B00804BCO6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4583088159561157,1,0.304461270570755
A14X8PU4E3APFE:validation:B000F3V2MW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6827393770217896,1,0.3058987259864807
A153JKH35P5N2I:validation:B00A88E8NE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6910505294799805,1,0.30488404631614685
A15E6K4ZILA22P:validation:B001DZLLDG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.48608410358428955,1,0.3568432331085205
A15Q9YEG1XPEJN:validation:B000FSIJ0K,head,39,41,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.6621090769767761,1,0.3553033769130707
A16BYDIT21IYHR:validation:B000LSZVKA,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.6133167147636414,1,0.3154750168323517
A16EIVIBBXFAQ0:validation:B00IVFCGIA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.42606794834136963,1,0.3555600941181183
A16J0ZE2YY07Q6:validation:B00000IWGQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4253320097923279,1,0.30826765298843384
A16Q1LYIDE2WDZ:validation:B008B68IEA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7234067320823669,1,0.2927853465080261
A16QODENBJVUI1:validation:B00AW6XYLE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5348021984100342,1,0.3587297201156616
A16S04WKNCZHJI:validation:B002KE5GPS,head,6,6,1,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,0,0,0.4855577349662781,1,0.3134039342403412
A16ZGHS7OVW2ML:validation:B00008W72D,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4426385462284088,1,0.29936954379081726
A1714DUFICLF6N:validation:B004UCBU6M,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5674277544021606,1,0.3137318789958954
A17771LTRWSKQ5:validation:B00FAQVVUC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4349867105484009,1,0.29620128870010376
A17KVLZE65YOKQ:validation:B00AGJ4HC2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5121790170669556,1,0.2896011769771576
A17OJRLUE3RYEJ:validation:B007U7M0WM,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.47385716438293457,1,0.34987950325012207
A17ZTM5OXAPRH0:validation:B00000IZQP,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5040600299835205,1,0.27969858050346375
A185O1OKRT4M8:validation:B000EQGT00,head,,72,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5865666270256042,1,0.3577505052089691
A1870QHI5BX494:validation:B004FEJ3VY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.38597217202186584,1,0.3100653886795044
A188NTJ5LV8LA4:validation:B0084BPZES,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5823329091072083,1,0.3101844787597656
A18CF71GKLDS48:validation:B0007UB5VG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4043292701244354,1,0.31506019830703735
A18EORJUFYO2WE:validation:B006OBH98U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7083397507667542,1,0.3035399913787842
A18OUQEK7IZ2F2:validation:B004781SW0,head,34,45,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.48015183210372925,1,0.29900234937667847
A18QMNPU6WYX06:validation:B002V3RCE6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3969104290008545,1,0.35543233156204224
A18QWGY3SYKY8U:validation:B000HGTV5W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4030352532863617,1,0.30401039123535156
A18YYHHSD6LZ2K:validation:B000HREOGM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3709184229373932,1,0.31250709295272827
A19284DX9QYBYI:validation:B00CKH9NS6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.473344624042511,1,0.33786481618881226
A1954UXJEJLMFH:validation:B001P06GX4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4195714592933655,1,0.3139302730560303
A1981KGW9BJUA4:validation:B004U5RD1A,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.510726273059845,1,0.34203773736953735
A199FRO0YFMGED:validation:B00FBW4QTI,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.46087321639060974,1,0.3114803731441498
A19FH0XB46522I:validation:B002RQU3VQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.42731326818466187,1,0.35663270950317383
A19OA3WBX5Z2JK:validation:B007N0KZ64,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6027399301528931,1,0.3147953450679779
A19OB162NGPFV4:validation:B004M8ROHS,tail,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.454382985830307,1,0.2863915264606476
A19VZZ46WFATZK:validation:B006UD2RB6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.45011356472969055,1,0.31442955136299133
A19YOYY7FLQMA6:validation:B00J49UTP4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5072450637817383,1,0.35555583238601685
A1A6FDVPCF5CB4:validation:B002IUFSPM,head,42,47,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5501685738563538,1,0.2925165295600891
A1A6VXCUVRZWFN:validation:B000FK3WDC,head,11,8,1,0.0,0.0,1.0,1.0,0.31546487678572877,1.0,1,0,0.592549741268158,1,0.31928902864456177
A1A8GVQFTXG70H:validation:B007J3F98O,head,19,20,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.4000331163406372,1,0.2973356246948242
A1A9DJ61HL7536:validation:B003DSIBVQ,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.6653216481208801,1,0.297280877828598
A1ADHT4NOR0R0B:validation:B004JMJKR4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4440371096134186,1,0.31284552812576294
A1AI18HNONDXKU:validation:B000BR9DPK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3608033061027527,1,0.2962414622306824
A1AKJRWMTUIMZE:validation:B003CRK5KI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4241933226585388,1,0.3559909462928772
A1AOMTP8YKG9OX:validation:B009P4I5FO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8313347101211548,1,0.35514938831329346
A1AS5M4WWAF3F2:validation:B0032EXVLG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4835689663887024,1,0.3019113838672638
A1BF5WJOFYNOG4:validation:B005PNOLZ2,tail,19,14,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.44124075770378113,1,0.361377090215683
A1BMET3MONQ1WE:validation:B000IBPD76,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4087880253791809,1,0.31082722544670105
A1BP92HYW0HQST:validation:B009NFG39K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9263318181037903,1,0.2837642431259155
A1BPYFQGHDT5N7:validation:B000WNUU6Y,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.37254950404167175,1,0.28183382749557495
A1BSKN1R7N6282:validation:B00DMC6KAC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6853695511817932,1,0.3114554286003113
A1BTH03TBAQGN8:validation:B0036WSVQ4,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5518936514854431,1,0.35024723410606384
A1BVGOY4JCX83R:validation:B0044T2KBU,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5197470188140869,1,0.30132362246513367
A1C1NYMABU3WCH:validation:B000N5QNSK,head,19,15,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.808060884475708,1,0.2887977957725525
A1CJY7C4CVUG6X:validation:B003TREDXG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7000529170036316,1,0.3324977159500122
A1CL00EV5J84XM:validation:B00CM5D8QE,tail,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.3726755380630493,1,0.3603678345680237
A1COKCSTZBJJDQ:validation:B004DJ1EH2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6075313091278076,1,0.3122095763683319
A1COPHQQFXQSNB:validation:B008DLS2SU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.43231886625289917,1,0.3075639307498932
A1CQ8RM067BZ9R:validation:B00471FMO2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5423876643180847,1,0.2925841212272644
A1CXDPY0SLYP5P:validation:B000GBA60W,head,12,12,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.3722086250782013,1,0.29911744594573975
A1D51QC6ZZC265:validation:B003BMGU4Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47442346811294556,1,0.31836366653442383
A1DBCHREMYNOVT:validation:B0016A3VAO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4829135239124298,1,0.29489707946777344
A1DD680S2WJXNQ:validation:B00GUABRNI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6852400302886963,1,0.3555670380592346
A1DU9PPNW1DLQU:validation:B008DW04UI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.41772007942199707,1,0.3026997447013855
A1DY0CRKZEY0FB:validation:B00FBW8NMO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5272917747497559,1,0.3555930256843567
A1E187HKCDSKB0:validation:B009DOYVB8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5329726934432983,1,0.315027117729187
A1E261P4ZYJUOA:validation:B00F14INUO,tail,7,7,1,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0,0,0.5845758318901062,1,0.3121829628944397
A1EJPGFTHL5MN3:validation:B002XQ7QJW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.580635130405426,1,0.31245407462120056
A1EOIFZ6RF03D0:validation:B00004U3F0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.43193545937538147,1,0.3566705882549286
A1EQ8WXLL9CWEW:validation:B000N5H38Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44403237104415894,1,0.30194103717803955
A1EU73CDBOWSJL:validation:B004P5O8I6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5089656114578247,1,0.3144921362400055
A1EUQ0LQ9LJPW3:validation:B0007Q1IO4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7047909498214722,1,0.30494263768196106
A1EUT9DYQVQJ48:validation:B0040HRVN8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6354198455810547,1,0.29119375348091125
A1EVE3K48A2O55:validation:B000GX40PW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.48931095004081726,1,0.3011045753955841
A1F1SITQRQ2W2F:validation:B003O85K14,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3453633785247803,1,0.305115282535553
A1F251BGO6LFEL:validation:B005GTJ0L0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44072777032852173,1,0.3068389296531677
A1F2GVLU0N972G:validation:B0038APBDA,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.47293078899383545,1,0.3562774062156677
A1F436AZUJH8P5:validation:B007U7LZQ4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.34287509322166443,1,0.30164480209350586
A1F60SH7DRYBFO:validation:B008ACRPR6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.48156100511550903,1,0.2913288474082947
A1FCQI065T3HYH:validation:B00BQYQY8Q,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.49407732486724854,1,0.29537394642829895
A1FKQJ72DAP644:validation:B0000936KZ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.793050229549408,1,0.31148362159729004
A1FO0OXD0YRJ1V:validation:B00DPK10O2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7580375075340271,1,0.3123013377189636
A1FT0QZX0L3RJD:validation:B004RSGBSQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4508260190486908,1,0.2851470112800598
A1G24ZYOU6FVST:validation:B003ZHY0KG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.43773767352104187,1,0.30600935220718384
A1G2BB1B5YXH8B:validation:B000NVBE1A,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5418202877044678,1,0.3117729723453522
A1G3LQTNG8V4HU:validation:B00D6N9162,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5577110052108765,1,0.3049866557121277
A1G8JKR78WJQ71:validation:B002LK0MFK,head,15,11,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.7263104915618896,1,0.27837395668029785
A1GA3XYWVS0O1:validation:B007U7M0WM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5407881140708923,1,0.28127720952033997
A1GA7HZGFBDTIU:validation:B00GSPF9QG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6571627855300903,1,0.3559238612651825
A1GF3E49S1E6EY:validation:B004QXY4ZE,head,13,13,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.36785319447517395,1,0.29907652735710144
A1GGM0BV9NM95A:validation:B004081EKS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.546838104724884,1,0.3072561025619507
A1GP7SFKQ719HI:validation:B007RDGHP0,head,42,30,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5758150219917297,1,0.3025246858596802
A1GYEGLX3P2Y7P:validation:B00I2V01HQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44459405541419983,1,0.30601590871810913
A1H0P7ESJE2109:validation:B003WFKOSS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.603451669216156,1,0.30541497468948364
A1H3GIGRMYP36O:validation:B007WDPXFK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.570429801940918,1,0.28782200813293457
A1H4LM8XJL8NF6:validation:B0042QNP2S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6051395535469055,1,0.3585650324821472
A1H8I2PH00UQ2K:validation:B007BDDK5Q,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6803740859031677,1,0.3133714497089386
A1HBSHN48V2YEC:validation:B00AW6YBAM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3989222049713135,1,0.3431831896305084
A1HKBGI59UP6IM:validation:B0043WCAPY,tail,15,47,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.4921524226665497,1,0.3560217618942261
A1HS9BEXAN1OCN:validation:B0046ZNIL8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3849128782749176,1,0.34402209520339966
A1HU9EGB5RCINO:validation:B00000JIVS,head,36,35,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3900051414966583,1,0.3047536015510559
A1I07P9VZ8ZVCW:validation:B00CG5WVU4,tail,14,47,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.4231913089752197,1,0.2907834053039551
A1I0TCJKTY6K1H:validation:B008FKBU42,tail,3,3,1,1.0,0.5,1.0,1.0,0.5,1.0,0,0,0.8053054809570312,1,0.33306628465652466
A1I3MX738N3H9M:validation:B00000JIVS,head,7,7,1,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0,0,0.410715788602829,1,0.2953544557094574
A1IA3XI3O0N5RA:validation:B001EGYWT4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7647465467453003,1,0.354654461145401
A1IAYAFKVYM22P:validation:B0038QB2K0,tail,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.32412466406822205,1,0.3560386896133423
A1IBOECOGTSKJO:validation:B004WNIR2Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6100763082504272,1,0.2974708080291748
A1IH6BL33256WK:validation:B00BJM2MF4,tail,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0,0.37697210907936096,1,0.3563622236251831
A1INB5MQ687DPH:validation:B009F7L4TA,tail,,73,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6124769449234009,1,0.3105548620223999
A1J1GBJREDREP:validation:B001DZMITW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4235479533672333,1,0.31420043110847473
A1J34B2935KBLV:validation:B0051GTQVW,tail,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.29111284017562866,1,0.34054750204086304
A1J8N705ALHIQM:validation:B007B7LTE6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.40648844838142395,1,0.31617629528045654
A1J8V1JO2R4TMQ:validation:B004K1EZ38,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5160777568817139,1,0.28914639353752136
A1JWA03XL44ZGC:validation:B00762BMOI,head,41,32,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5745615363121033,1,0.36082467436790466
A1K5VLKMIUXX6R:validation:B0055CAF6M,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5353527665138245,1,0.34192168712615967
A1K6IDFSP9X8BQ:validation:B001XOZPEI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.521151065826416,1,0.28874287009239197
A1K7KX3ZQW41QA:validation:B002B555QQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6185635924339294,1,0.3079183101654053
A1K84GJLQWFIQ7:validation:B00ECV5KSU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4251212477684021,1,0.35565266013145447
A1KDEZWBT04UFC:validation:B00A850R3W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6107120513916016,1,0.31389909982681274
A1KNK43A1WIDOG:validation:B006WZM79O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4056611955165863,1,0.3593510389328003
A1KQJEEZM3HB5N:validation:B00C58ICBO,tail,9,7,1,1.0,0.3010299956639812,1.0,1.0,0.3333333333333333,1.0,1,0,0.7253183126449585,1,0.3151070177555084
A1KRVDL5NX0989:validation:B000KIBA8S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3809014856815338,1,0.3544183373451233
A1KZ64AH0E819Y:validation:B007XVYTNS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.40053996443748474,1,0.35698795318603516
A1L15VDRPWAH16:validation:B004083ELK,head,6,4,1,1.0,0.3562071871080222,1.0,1.0,0.43067655807339306,1.0,1,0,0.6775842308998108,1,0.35932353138923645
A1L2HDNL4XFL4H:validation:B00GBMBOJ2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7180346846580505,1,0.35919642448425293
A1L39B3I6KC7M2:validation:B005MKYHQG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4853428602218628,1,0.3035951852798462
A1L6C3SEXGC8Z7:validation:2914849648,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.572509229183197,1,0.2957771122455597
A1L98DRJRF712C:validation:B00000IV95,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4399610161781311,1,0.3424500823020935
A1LA7U0YJZLCVU:validation:B004VYYA2K,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.39196810126304626,1,0.3433511257171631
A1LBEL3NLT7WKZ:validation:B0021EWY4S,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5490672588348389,1,0.31275638937950134
A1LCYMIFXUT1IH:validation:B000GYWXSC,tail,6,16,1,1.0,0.3562071871080222,1.0,0.0,0.0,1.0,1,1,0.5461509823799133,1,0.35878658294677734
A1LGK59VMYKLG3:validation:B0077NGTDU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.534136950969696,1,0.29325196146965027
A1LIV3VUYJG926:validation:B004K0DSDC,tail,,89,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7983622550964355,1,0.3575412929058075
A1M1QHVH6CXU4Q:validation:B00BQYR0PC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5205361843109131,1,0.30158084630966187
A1M1VHDTN07A1X:validation:B006UBLZLQ,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.34486210346221924,1,0.355893075466156
A1M50LAH30B02A:validation:B00712O56A,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.32767075300216675,1,0.2928643822669983
A1MGBXKRVU3HE3:validation:B0002P5GD4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.516386091709137,1,0.2970072627067566
A1MYV8W0L2PPO6:validation:B001W30D2O,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44829919934272766,1,0.3166012465953827
A1N1KJWXNIKG6K:validation:B004USI3G6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5814405679702759,1,0.28595367074012756
