sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm
A14L2638XC00EZ:validation:B00B33Y2JI,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0
A14VALUQZLZNW8:validation:B004LUZ956,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A14ZO7VU09FBMB:validation:B0033PSM6S,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0
A152E3LL0P4C4T:validation:B004NMTMUK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A15BQV57YCFUWS:validation:B008U1Q4DI,head,9,9,1,1.0,0.3010299956639812,1.0,1.0,0.3010299956639812,1.0,0,0
A15DJHT9VECM95:validation:B0002Z8IV6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A15G35Y2I4MGEA:validation:B006SVCY6I,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A15IFJC8WKXE17:validation:B004XNPE9C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A15SGFFV68SQ98:validation:B005TI2AII,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A15UHB48GMPVF2:validation:B0074OLDLK,head,4,4,1,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,0,0
A15V4TJBVYLK94:validation:B000TNQVPG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A161DK06JJMCYF:validation:B00GYB1AQM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A165SAZZONY1P4:validation:B0013JSK7M,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A16727S8XTRN9I:validation:B0046VGPHQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A169MZFBYQDXRN:validation:B00A7315Z4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A16EE8CI4V7HP2:validation:B001G7PNU8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A16EX7FYCNQNJD:validation:B007NYB0DC,head,24,26,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A16KNJPLDWSPCP:validation:B0083ZLXFU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A16NCBYGCW0WIK:validation:B00838FLXW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A16QLH5GQGOEOF:validation:B005XIM6J2,head,34,32,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A17091PGI79VF6:validation:B000A3I2X4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A171XR563SZDLR:validation:B00F1D56HI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A179IEL746YSPW:validation:B0067H6E9G,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A17IS2KTMUBJ52:validation:B0048O2R1E,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A17J2886VQR8XG:validation:B000XE87IA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A17RHKSWSR3G7M:validation:B004TSF8R4,head,45,44,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A17S9Q2RZW4NVJ:validation:B004W24LQ6,tail,31,30,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A17YN5RP6U89R:validation:B00772AKMM,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A186R37OQQ8TP1:validation:B0009EILKS,head,45,41,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A186ZAYP2L4CDZ:validation:B00G7U29KQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A187JTVLCX0JKJ:validation:B007AU0FXA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A188JOXWF4EY1R:validation:B007RTR8UM,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0
A18AO5KXCW5P3Z:validation:B0033Z0KDG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A18ECVX2RJ7HUE:validation:B00D18ZDM8,head,24,24,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0
A18PPUTCQ9B5ZE:validation:B008DF6XB4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A18U7VO7DBOERI:validation:B002VQTI4K,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A194K60CWZ371J:validation:B00GNAA2J0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A19CLCCTLGB3BI:validation:B00A51LI1O,head,14,14,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0
A19H26P1506RY7:validation:B002QA3130,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A19T40SRD24VIN:validation:B004Y9PLB6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A19WRV085HSBS0:validation:B000HK1ON0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1A1AVFA8LNQ6O:validation:B000VTVA7M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1A2AOPDJPQK2L:validation:B0000632EN,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1AC1ZXX9IBCTT:validation:B001DKRM8O,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1ACH77RG6C8MN:validation:B00016XJ4M,head,50,41,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1ACY0I0D10D5B:validation:B004G1GJ4U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1AFK0UWCA2YFN:validation:B003Z4SGJA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1AFW4PODI4J83:validation:B004R6HIR6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1ALOTXWL76OY7:validation:B00BRGUNV2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1B1B68XXFLUGC:validation:B009DDGHFC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1B89OBB1ORQOK:validation:B00ATFJ8NQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1BIW7KW0I66XG:validation:B003ABIDAA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1BJQ7ZRPC6YO:validation:B002T71IL2,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1BUJ1532IYANQ:validation:B00FAEOCP0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1BXO6O4TLXBI9:validation:B0012QD7EC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1C4J5MRES1KRK:validation:B00EYZY684,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1C5MFFVADN5W7:validation:B0009QZXP2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1CGTZ1GS8YJXC:validation:B003W5YCVI,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1CGUP9ACXI6GB:validation:B0037MQIT0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1CJVT1TUFS1DZ:validation:B006X1H2P6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1CL093XSFTU2U:validation:B00H92CA8M,tail,,68,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0
A1CS6FGM6TMQ3D:validation:B008U5XS2O,head,26,23,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1CULLV7J99TGL:validation:B0012QD7EC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1DGB6HY5C7LXU:validation:B00IIB82FS,tail,10,10,1,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879,1.0,0,0
A1DGRO0NEY1UJA:validation:B000P1S0N8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1DK0ACNH2J4HI:validation:B00BE2OKXQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1DTQKUPMZ7M0E:validation:B001AUYS3O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1E4L31SP02F7R:validation:B001MA0QY2,head,5,5,1,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,0,0
A1EF37KYK7PRLV:validation:B008D4DFE8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1EGIJ9Q2ZHUX1:validation:B009CUYUVY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1EHDVLCSOU57Q:validation:B00I6CRX04,head,6,6,1,1.0,0.3562071871080222,1.0,1.0,0.3562071871080222,1.0,0,0
A1EKVTECU8DRCW:validation:B001M5GMUE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1FHWJ7EFO3E3U:validation:B00G7U29KQ,head,20,20,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0
A1FJYK8QY3MQTU:validation:B001H9289Y,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1FK14ZCV3B1RA:validation:B007PAD71M,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1FLDHJ6HCI1RJ:validation:B005R4LSX2,tail,,82,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0
A1FRCHCH4RNKIJ:validation:B003DKO83E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1FWFY68LD206Z:validation:B001I90NNQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1G5GIKECC60ZE:validation:B0019JAQPA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1G66MRTMIUS7M:validation:B0099LC5OK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1GJ5QXJWLJ6T6:validation:B000LJ39TY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1GKBY472Z7C65:validation:B0043TURKC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1GKQKGL2ZKK4Y:validation:B007W608N4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1GWJM5Z1ELOK8:validation:B000PLUZL8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1GWSJTB780FGJ:validation:B00ELN94GS,tail,8,7,1,1.0,0.31546487678572877,1.0,1.0,0.3333333333333333,1.0,1,0
A1H2M09FY6B9LR:validation:B008HBMVZ6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1H6YYQTDPC8CJ:validation:B0072AJKFC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1HAYM9S9VOSA1:validation:B000N2LV3K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1HQO8H6TNQ90O:validation:B005FHOT6O,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0
A1HSG3VB5P3ULV:validation:B00027D8IC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1HVR12V7N8QUG:validation:B0012BNVE8,head,,85,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0
A1I1GCE1B030ZU:validation:B00CNWY1YY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1I8QPILZMTELT:validation:B000CECSAO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1IAVRBH6V7KOZ:validation:B008V70E14,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1IKNUYJSRIZ3Z:validation:B00C8G2VLK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1ILNDBT3X6ZSU:validation:B00AZYF90C,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1IM48SKOGU7G6:validation:B0053T4HI4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1ITM35N8WQTWW:validation:B003COAFPQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1IU7S4HCK1XK0:validation:B007LANY2S,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1IZJVLNMFACS6:validation:B00GYB1AUI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1J6KD2NJX0WPV:validation:B0000535RA,head,15,12,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1JE9PZMC3D3SS:validation:B00D0NP5E0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1JFXOFDRZ9CFQ:validation:B00GTC0E1I,head,20,19,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1JNASJT8V298J:validation:B001QD4RUY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1JXRXYVSUAW6I:validation:B00FRDPMQC,head,14,14,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0
A1K35K185KZXPN:validation:B00COVA5R6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1K3CSR4GWMS64:validation:B0068Y6CA4,head,12,11,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1KHYRYOKP99C9:validation:B004UL0GTK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1KJDOL79GJ3JI:validation:B00D18ZDM8,head,13,13,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0
A1KMSGG02NS996:validation:B00B7UQXLC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1KMZ4ZZFF2RMO:validation:B00A7007CE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1KROOFKRA7P30:validation:B006CVXR10,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1KXEKO1DUXAOE:validation:B000UPRSKA,head,6,5,1,1.0,0.3562071871080222,1.0,1.0,0.38685280723454163,1.0,1,0
A1LCVNUASAOP9H:validation:B006840FE8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1LMNBHUZRYBZ7:validation:B001DNG6XS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1LONCLG6ASR9D:validation:B002UU9Q6W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1LTK2FGRS2JN:validation:B00G2TQNZ4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1LXTP5YM7V90W:validation:B00846IUA4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1LZS4O7DE49QZ:validation:B000PHRIQM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1M048C2CM9HRV:validation:B0085E36EK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1M0BU97SX09AY:validation:B0087O4XKE,head,6,5,1,1.0,0.3562071871080222,1.0,1.0,0.38685280723454163,1.0,1,0
A1MOZNFLF2NMH9:validation:B008B4FKLG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1MXSC8YBVDQ2S:validation:B00006FRW7,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1N6X69I02QJMW:validation:B00008CMOQ,head,43,44,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1N6YJ0M383FU:validation:B004K3D0FK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1NEIH01B5X6QL:validation:B009G0E9CK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1NFRDXCQXVPK9:validation:B004REGO00,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1NKMN1GYP0UAE:validation:B00A9MKPT0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1NM878H77YXW8:validation:B003XFKACM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1NN8Q1DLAYPGH:validation:B00GTBZI6A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1NS6FXIU7BYLC:validation:B00150LT40,head,6,5,1,1.0,0.3562071871080222,1.0,1.0,0.38685280723454163,1.0,1,0
A1NV6ZAPB7OQPO:validation:B004HI5GOG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1O0VSTFUCWXUC:validation:B000TKH6G2,head,16,14,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1O7KODWWS8I49:validation:B000ZLVUYO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1OH02TTLQP9P8:validation:B008YRZA24,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1ONNJEEEVY14X:validation:B001UHSVOY,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1OS8ICUFW5F9H:validation:B004LUZ956,head,11,11,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0
A1OXU19NZ5MWOU:validation:B006QO4BRM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1P2LRONLCFGYF:validation:B002FBT6M0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1P5QKCX6COOCQ:validation:B006UET4XE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1P66GJ6VSS2E2:validation:B007L0CBZO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1P8DIBAXF6H37:validation:B00AE07CRA,head,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0
A1POFVVXUZR3IQ:validation:B006RFZ9IK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1PZ608UWKMIS:validation:B008FOT6U8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1Q0BOMFGIW6Y4:validation:B00JK09NEA,tail,13,10,1,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1,0
A1Q71L5AZYY1SR:validation:B00B65NASW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1Q8N5LKI9E85S:validation:B009P3DJZG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1QF6SONAPEFA0:validation:B00A2Y4OS8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1QH7CFWPWCQW7:validation:B0012RXAGG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1QODTC5RECB18:validation:B000RRKCVS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1QT3UZYWF7G1L:validation:B001C53IBU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1QTE3QCO3N17E:validation:B000REO5JQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1R1DW5GGE3B5Q:validation:B001YTD3BE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1R377IPZOKLMM:validation:B001T8S7T8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1R75AU7A2K4VR:validation:B0039OQ0FI,tail,19,45,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0
A1RDDJVUBUN1G4:validation:B000ALDLJG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1RJDGALC11HDV:validation:B005BF1M10,head,11,11,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0
A1RR36KLA1NNIQ:validation:B001KYU78U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1S2M96GV7C4HR:validation:B002B4GGUG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1S70XPKYM7EO1:validation:B007P296VA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1SE48PLB6EYZ0:validation:B001JKTTVQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1SGUCTO8W9XI1:validation:B000ILKUZ6,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1SN0GF90DLUHI:validation:B005BF1M10,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1SQRCYG3WKVJ4:validation:B000H3CPO4,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1STWTXZ6XFNL7:validation:B00535OW6A,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1SXS0DTTW8K22:validation:B00EA5AC5E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1SYELGDTDJPBZ:validation:B003Z4SH9E,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1SYEY0VXLA17Z:validation:B002PMWPD6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1T1YSCDW0PD25:validation:B00F5KDVDS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1T8LWQPF7DAKF:validation:B003ZUTWVU,tail,,50,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0
A1TA5M3V4N8GR:validation:B0011DKKGY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1TDBVZXIQ8W73:validation:B002IULDP6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1TDRIWALZ2I7N:validation:B002Y1Y1I0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1TPG4ZV0MW2E2:validation:B002WDIPR8,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1TQQY2K4JAVMZ:validation:B005X2F7JY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1TY72XZ6FYKQV:validation:B001QX7NTQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1U3JKCKI4HTWN:validation:B000VDUOFM,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1U5JW2BP2DXTZ:validation:B004HSO124,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A1U5XB6PCIDLIK:validation:B00G55LYS6,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0
