dataset,sample_key,user_id,item,history_rank_from_recent,coarse_start,fine_passage,fine_start,lexical_token_count,matched_cosine,mean_mismatch_cosine,matched_minus_mean_mismatch,hard_margin,top1_correct,mismatch
Toys,A1H41IC29WQVA6:9:B003CZA7US,A1H41IC29WQVA6,B004RILCR6,1,12,2,2,5,0.5894351601600647,0.1529332399368286,0.4365019202232361,0.39230015873908997,1,0
Toys,A1H41IC29WQVA6:9:B003CZA7US,A1H41IC29WQVA6,B004EIOLFO,2,19,3,2,5,0.6368998289108276,0.21262627840042114,0.4242735505104065,0.3572697937488556,1,0
Toys,A1H41IC29WQVA6:9:B003CZA7US,A1H41IC29WQVA6,B00C6BWA8Q,3,26,4,2,5,0.5197821855545044,0.1423141360282898,0.3774680495262146,0.30660608410835266,1,0
Toys,A1H41IC29WQVA6:9:B003CZA7US,A1H41IC29WQVA6,B0046LVS2S,4,33,5,2,5,0.5561009645462036,0.22924776375293732,0.3268532007932663,0.21946260333061218,1,0
Toys,A1DNWA98IV5PMW:13:B00008ZCEE,A1DNWA98IV5PMW,B00007BK9G,0,5,1,2,5,0.7039328813552856,0.31137195229530334,0.3925609290599823,0.35985201597213745,1,0
Toys,A1DNWA98IV5PMW:13:B00008ZCEE,A1DNWA98IV5PMW,B0009K6K50,1,12,2,2,5,0.6478066444396973,0.3084257245063782,0.3393809199333191,0.3168371617794037,1,0
Toys,A1DNWA98IV5PMW:13:B00008ZCEE,A1DNWA98IV5PMW,B0007WWZK4,2,19,3,2,5,0.6517683863639832,0.2591191530227661,0.39264923334121704,0.34290000796318054,1,0
Toys,A1DNWA98IV5PMW:13:B00008ZCEE,A1DNWA98IV5PMW,B0000WXGL8,3,26,4,2,5,0.49986952543258667,0.2972836494445801,0.2025858759880066,0.16238534450531006,1,0
Toys,A1DNWA98IV5PMW:13:B00008ZCEE,A1DNWA98IV5PMW,B00083HKHK,4,33,5,2,5,0.5326519012451172,0.2868841588497162,0.245767742395401,0.1805126965045929,1,0
Toys,A1S52XH2CS4Y26:12:B007XPLI38,A1S52XH2CS4Y26,B008DKA3XI,0,5,1,2,5,0.6108813881874084,0.2102978527545929,0.40058353543281555,0.35610562562942505,1,0
Toys,A1S52XH2CS4Y26:12:B007XPLI38,A1S52XH2CS4Y26,B006O6FMOI,1,12,2,2,5,0.6684392690658569,0.212221160531044,0.4562181085348129,0.4218668192625046,1,0
Toys,A1S52XH2CS4Y26:12:B007XPLI38,A1S52XH2CS4Y26,B0085UA9VC,2,19,3,2,5,0.4903336465358734,0.23021550476551056,0.26011814177036285,0.21574383974075317,1,0
Toys,A1S52XH2CS4Y26:12:B007XPLI38,A1S52XH2CS4Y26,B004TTGXCM,3,26,4,2,5,0.567396342754364,0.23281234502792358,0.33458399772644043,0.2781749367713928,1,0
Toys,A1S52XH2CS4Y26:12:B007XPLI38,A1S52XH2CS4Y26,B006ROJIR4,4,33,5,2,5,0.4773811101913452,0.2314290851354599,0.24595202505588531,0.1520012617111206,1,0
Toys,AETO9HTAJ7HJI:9:B00CRZXV2A,AETO9HTAJ7HJI,B00CG0CMBM,0,5,1,2,5,0.674687922000885,0.1907687485218048,0.4839191734790802,0.43610361218452454,1,0
Toys,AETO9HTAJ7HJI:9:B00CRZXV2A,AETO9HTAJ7HJI,B00CTUGP6W,1,12,2,2,5,0.6434797048568726,0.22546622157096863,0.41801348328590393,0.3798428773880005,1,0
Toys,AETO9HTAJ7HJI:9:B00CRZXV2A,AETO9HTAJ7HJI,B009PLLF9K,2,19,3,2,5,0.5119636058807373,0.24699312448501587,0.26497048139572144,0.24770119786262512,1,0
Toys,AETO9HTAJ7HJI:9:B00CRZXV2A,AETO9HTAJ7HJI,B005UPTA9M,3,26,4,2,5,0.5544519424438477,0.2588717043399811,0.2955802381038666,0.2582588195800781,1,0
Toys,AETO9HTAJ7HJI:9:B00CRZXV2A,AETO9HTAJ7HJI,B003MS6150,4,33,5,2,5,0.4932169020175934,0.2254340797662735,0.2677828222513199,0.2176438271999359,1,0
Toys,A2U5IS60A0YZOV:6:B004DZ8WYE,A2U5IS60A0YZOV,B003BLQIQK,0,5,1,2,5,0.7042535543441772,0.357573002576828,0.34668055176734924,0.2947249412536621,1,0
Toys,A2U5IS60A0YZOV:6:B004DZ8WYE,A2U5IS60A0YZOV,B001DY2EJM,1,12,2,2,5,0.6951155662536621,0.4537687599658966,0.2413468062877655,0.18888580799102783,1,0
Toys,A2U5IS60A0YZOV:6:B004DZ8WYE,A2U5IS60A0YZOV,B0013OBXG2,2,19,3,2,6,0.6954320073127747,0.42456701397895813,0.27086499333381653,0.22251754999160767,1,0
Toys,A2U5IS60A0YZOV:6:B004DZ8WYE,A2U5IS60A0YZOV,B00008URUT,3,27,4,2,5,0.6551448106765747,0.43362537026405334,0.22151944041252136,0.1713428795337677,1,0
Toys,A2U5IS60A0YZOV:6:B004DZ8WYE,A2U5IS60A0YZOV,1936112191,4,34,5,2,5,0.5552793741226196,0.43198639154434204,0.12329298257827759,0.06806144118309021,1,0
Toys,A3PRGCC4N6DF1E:7:B007NLO6CW,A3PRGCC4N6DF1E,B007NLO6B8,0,5,1,2,6,0.6469371318817139,0.17339378595352173,0.47354334592819214,0.44864422082901,1,0
Toys,A3PRGCC4N6DF1E:7:B007NLO6CW,A3PRGCC4N6DF1E,B004PBJBTG,1,13,2,2,5,0.6672992706298828,0.28208208084106445,0.38521718978881836,0.24776676297187805,1,0
Toys,A3PRGCC4N6DF1E:7:B007NLO6CW,A3PRGCC4N6DF1E,B000XOM3ZS,2,20,3,2,5,0.5359929800033569,0.14681576192378998,0.38917721807956696,0.3607936501502991,1,0
Toys,A3PRGCC4N6DF1E:7:B007NLO6CW,A3PRGCC4N6DF1E,B00009ILYC,3,27,4,2,5,0.617831826210022,0.25400590896606445,0.3638259172439575,0.25870195031166077,1,0
Toys,A3PRGCC4N6DF1E:7:B007NLO6CW,A3PRGCC4N6DF1E,B00009ENED,4,34,5,2,5,0.5499491691589355,0.310833603143692,0.23911556601524353,0.10106924176216125,1,0
Toys,A191KCBQAOA98R:13:B00BN5Z8SK,A191KCBQAOA98R,B000GL1EEE,0,5,1,2,5,0.6417997479438782,0.25869113206863403,0.38310861587524414,0.319547563791275,1,0
Toys,A191KCBQAOA98R:13:B00BN5Z8SK,A191KCBQAOA98R,B001EHJ7GG,1,12,2,2,5,0.6353212594985962,0.23233656585216522,0.40298469364643097,0.3744870126247406,1,0
Toys,A191KCBQAOA98R:13:B00BN5Z8SK,A191KCBQAOA98R,B008J87PVC,2,19,3,2,5,0.6263085603713989,0.1809803694486618,0.4453281909227371,0.3988391011953354,1,0
Toys,A191KCBQAOA98R:13:B00BN5Z8SK,A191KCBQAOA98R,B0047X1LOK,3,26,4,2,5,0.5881097316741943,0.28280341625213623,0.3053063154220581,0.25959691405296326,1,0
Toys,A191KCBQAOA98R:13:B00BN5Z8SK,A191KCBQAOA98R,B003F82NTK,4,33,5,2,5,0.4957520067691803,0.26223835349082947,0.23351365327835083,0.14867335557937622,1,0
Toys,A1W8UVWNMQHG0O:8:B005469J2U,A1W8UVWNMQHG0O,B000YC3PE2,0,5,1,2,5,0.6810200214385986,0.33533430099487305,0.3456857204437256,0.3218599855899811,1,0
Toys,A1W8UVWNMQHG0O:8:B005469J2U,A1W8UVWNMQHG0O,B00710LHPY,1,12,2,2,5,0.6468359231948853,0.16124647855758667,0.4855894446372986,0.4356630742549896,1,0
Toys,A1W8UVWNMQHG0O:8:B005469J2U,A1W8UVWNMQHG0O,B004IU3DD4,2,19,3,2,5,0.5826868414878845,0.3183855414390564,0.2643013000488281,0.18511348962783813,1,0
Toys,A1W8UVWNMQHG0O:8:B005469J2U,A1W8UVWNMQHG0O,B0044DARSY,3,26,4,2,5,0.47498559951782227,0.4163033366203308,0.058682262897491455,0.017654240131378174,1,0
Toys,A1W8UVWNMQHG0O:8:B005469J2U,A1W8UVWNMQHG0O,B00428LIX4,4,33,5,2,5,0.494676411151886,0.39584866166114807,0.09882774949073792,0.06465014815330505,1,0
Toys,AR5SY32T76DBM:10:B00C3WXKPA,AR5SY32T76DBM,B00CFOD6OQ,0,5,1,2,5,0.6841233968734741,0.2532323896884918,0.4308910071849823,0.1927894651889801,1,0
Toys,AR5SY32T76DBM:10:B00C3WXKPA,AR5SY32T76DBM,B006PHU4F8,1,12,2,2,5,0.6798301935195923,0.26899686455726624,0.41083332896232605,0.21047550439834595,1,0
Toys,AR5SY32T76DBM:10:B00C3WXKPA,AR5SY32T76DBM,B008KGR356,2,19,3,2,5,0.5495874881744385,0.21721208095550537,0.3323754072189331,0.2533828318119049,1,0
Toys,AR5SY32T76DBM:10:B00C3WXKPA,AR5SY32T76DBM,B006ROJQZS,3,26,4,2,6,0.5451866388320923,0.2030760496854782,0.3421105891466141,0.29046759009361267,1,0
Toys,AR5SY32T76DBM:10:B00C3WXKPA,AR5SY32T76DBM,B003BLQG4O,4,34,5,2,5,0.5965714454650879,0.2425505816936493,0.3540208637714386,0.30892783403396606,1,0
Toys,A12LX5ESPNYQH1:6:B00005NQE8,A12LX5ESPNYQH1,0975277324,0,5,1,2,5,0.6928292512893677,0.17727428674697876,0.5155549645423889,0.47829769551754,1,0
Toys,A12LX5ESPNYQH1:6:B00005NQE8,A12LX5ESPNYQH1,B003AU5YPS,1,12,2,2,6,0.5786967873573303,0.14810863137245178,0.43058815598487854,0.37250174582004547,1,0
Toys,A12LX5ESPNYQH1:6:B00005NQE8,A12LX5ESPNYQH1,B0039S7NO6,2,20,3,2,5,0.5477094650268555,0.22460529208183289,0.3231041729450226,0.2915905714035034,1,0
Toys,A12LX5ESPNYQH1:6:B00005NQE8,A12LX5ESPNYQH1,B0015H1A3S,3,27,4,2,5,0.5214362144470215,0.25329166650772095,0.26814454793930054,0.20866191387176514,1,0
Toys,A12LX5ESPNYQH1:6:B00005NQE8,A12LX5ESPNYQH1,B0009XBY3A,4,34,5,2,5,0.4771677553653717,0.22849765419960022,0.24867010116577148,0.20916703343391418,1,0
Toys,A3SIHUZHR1S1A7:6:B002XY4PQQ,A3SIHUZHR1S1A7,B000EXRSI0,0,5,1,2,5,0.661891758441925,0.2934359312057495,0.36845582723617554,0.3141186237335205,1,0
Toys,A3SIHUZHR1S1A7:6:B002XY4PQQ,A3SIHUZHR1S1A7,B00BSWS650,1,12,2,2,5,0.6228825449943542,0.17512042820453644,0.4477621167898178,0.41298218071460724,1,0
Toys,A3SIHUZHR1S1A7:6:B002XY4PQQ,A3SIHUZHR1S1A7,B00BIDJP2W,2,19,3,2,5,0.6339084506034851,0.24321463704109192,0.3906938135623932,0.29226449131965637,1,0
Toys,A3SIHUZHR1S1A7:6:B002XY4PQQ,A3SIHUZHR1S1A7,B001SEQQB4,3,26,4,2,5,0.6023033857345581,0.23073044419288635,0.37157294154167175,0.23266583681106567,1,0
Toys,A3SIHUZHR1S1A7:6:B002XY4PQQ,A3SIHUZHR1S1A7,B000JLDJBW,4,33,5,2,5,0.5231202840805054,0.19387288391590118,0.3292474001646042,0.2670902609825134,1,0
Toys,A2L33L3AJ5YDOZ:8:B002RYVRH2,A2L33L3AJ5YDOZ,B0023TEEU8,0,5,1,2,5,0.6297070980072021,0.24455547332763672,0.38515162467956543,0.32732096314430237,1,0
Toys,A2L33L3AJ5YDOZ:8:B002RYVRH2,A2L33L3AJ5YDOZ,B000U1VFMG,1,12,2,2,5,0.6546555757522583,0.32934296131134033,0.32531261444091797,0.3031884729862213,1,0
Toys,A2L33L3AJ5YDOZ:8:B002RYVRH2,A2L33L3AJ5YDOZ,B0038M8EQO,2,19,3,2,6,0.6351213455200195,0.3547445833683014,0.28037676215171814,0.22912821173667908,1,0
Toys,A2L33L3AJ5YDOZ:8:B002RYVRH2,A2L33L3AJ5YDOZ,B001414D4I,3,27,4,2,5,0.553901731967926,0.23751670122146606,0.31638503074645996,0.30021288990974426,1,0
Toys,A2L33L3AJ5YDOZ:8:B002RYVRH2,A2L33L3AJ5YDOZ,B00005BAHT,4,34,5,2,6,0.548548698425293,0.3858358860015869,0.16271281242370605,0.07884600758552551,1,0
Toys,A2798JNM3K3U4Q:14:B004V3PS72,A2798JNM3K3U4Q,B0002GFPXO,0,5,1,2,5,0.7538040280342102,0.26264888048171997,0.49115514755249023,0.43169331550598145,1,0
Toys,A2798JNM3K3U4Q:14:B004V3PS72,A2798JNM3K3U4Q,B00C9X58GM,1,12,2,2,5,0.5867039561271667,0.22473277151584625,0.3619711846113205,0.2962684631347656,1,0
Toys,A2798JNM3K3U4Q:14:B004V3PS72,A2798JNM3K3U4Q,B004HL0A12,2,19,3,2,5,0.49695390462875366,0.2497795671224594,0.24717433750629425,0.17596152424812317,1,0
Toys,A2798JNM3K3U4Q:14:B004V3PS72,A2798JNM3K3U4Q,B003UNWV60,3,26,4,2,5,0.5528124570846558,0.24601003527641296,0.3068024218082428,0.2953753173351288,1,0
Toys,A2798JNM3K3U4Q:14:B004V3PS72,A2798JNM3K3U4Q,B009F7ORQW,4,33,5,2,5,0.5331428647041321,0.2006918042898178,0.33245106041431427,0.23061689734458923,1,0
Toys,A8KM4YOB8FGGH:50:B00H5HFERA,A8KM4YOB8FGGH,B00FAQW0MK,0,5,1,2,5,0.6369154453277588,0.27598053216934204,0.36093491315841675,0.3372848927974701,1,0
Toys,A8KM4YOB8FGGH:50:B00H5HFERA,A8KM4YOB8FGGH,B00ERK40NW,1,12,2,2,5,0.6962131261825562,0.30624866485595703,0.3899644613265991,0.24667441844940186,1,0
Toys,A8KM4YOB8FGGH:50:B00H5HFERA,A8KM4YOB8FGGH,B00EVTF3OO,2,19,3,2,5,0.5996170043945312,0.3651883006095886,0.23442870378494263,0.022998332977294922,1,0
Toys,A8KM4YOB8FGGH:50:B00H5HFERA,A8KM4YOB8FGGH,B00BDMNCJK,3,26,4,2,5,0.5368563532829285,0.31142595410346985,0.22543039917945862,0.17403441667556763,1,0
Toys,A8KM4YOB8FGGH:50:B00H5HFERA,A8KM4YOB8FGGH,B00CXVNXEO,4,33,5,2,5,0.5793164372444153,0.2931246757507324,0.28619176149368286,0.24144583940505981,1,0
Toys,AC04O7AYHEKJ5:52:B00IVP13NO,AC04O7AYHEKJ5,B00F6N0CY0,0,5,1,2,5,0.6538130044937134,0.24625816941261292,0.40755483508110046,0.32648685574531555,1,0
Toys,AC04O7AYHEKJ5:52:B00IVP13NO,AC04O7AYHEKJ5,B00G69QG66,1,12,2,2,5,0.7277287840843201,0.3449733257293701,0.38275545835494995,0.2305973470211029,1,0
Toys,AC04O7AYHEKJ5:52:B00IVP13NO,AC04O7AYHEKJ5,B00FBW8EQ4,2,19,3,2,5,0.563688337802887,0.27641561627388,0.28727272152900696,0.2323950231075287,1,0
Toys,AC04O7AYHEKJ5:52:B00IVP13NO,AC04O7AYHEKJ5,B00EDBYHRE,3,26,4,2,5,0.6119557619094849,0.35741087794303894,0.2545448839664459,0.08908718824386597,1,0
Toys,AC04O7AYHEKJ5:52:B00IVP13NO,AC04O7AYHEKJ5,B00EDBY8BO,4,33,5,2,5,0.5393917560577393,0.33286765217781067,0.2065241038799286,0.13182246685028076,1,0
Toys,A2V3LCEQFZD16Z:8:B004E9TU8G,A2V3LCEQFZD16Z,B00416LP4E,0,5,1,2,5,0.5816763639450073,0.23069259524345398,0.35098376870155334,0.2856951355934143,1,0
Toys,A2V3LCEQFZD16Z:8:B004E9TU8G,A2V3LCEQFZD16Z,B00AWZB6PQ,1,12,2,2,5,0.657350480556488,0.30067241191864014,0.3566780686378479,0.2937871515750885,1,0
Toys,A2V3LCEQFZD16Z:8:B004E9TU8G,A2V3LCEQFZD16Z,B008FD1RL0,2,19,3,2,5,0.5690286159515381,0.31258589029312134,0.25644272565841675,0.12544378638267517,1,0
Toys,A2V3LCEQFZD16Z:8:B004E9TU8G,A2V3LCEQFZD16Z,B0033J7RE2,3,26,4,2,5,0.4974437654018402,0.27712032198905945,0.22032344341278076,0.12827467918395996,1,0
Toys,A2V3LCEQFZD16Z:8:B004E9TU8G,A2V3LCEQFZD16Z,B005UPTA9M,4,33,5,2,5,0.5488818883895874,0.19769403338432312,0.3511878550052643,0.33563151955604553,1,0
Toys,AQAXO6NI8Y3RU:5:B004V3PS72,AQAXO6NI8Y3RU,B001ODA2Q4,0,5,1,2,5,0.737480640411377,0.3569387197494507,0.38054192066192627,0.18077385425567627,1,0
Toys,AQAXO6NI8Y3RU:5:B004V3PS72,AQAXO6NI8Y3RU,B00146LV70,1,12,2,2,5,0.6939243078231812,0.33940401673316956,0.3545202910900116,0.25918781757354736,1,0
Toys,AQAXO6NI8Y3RU:5:B004V3PS72,AQAXO6NI8Y3RU,B00067U1OM,2,19,3,2,5,0.6410562992095947,0.26363974809646606,0.37741655111312866,0.2315102219581604,1,0
Toys,AQAXO6NI8Y3RU:5:B004V3PS72,AQAXO6NI8Y3RU,B005XVCT8W,3,26,4,2,5,0.5446643233299255,0.24996986985206604,0.2946944534778595,0.22826915979385376,1,0
Toys,AQAXO6NI8Y3RU:5:B004V3PS72,AQAXO6NI8Y3RU,B0010SGZEG,4,33,5,2,5,0.6053931713104248,0.2820608615875244,0.3233323097229004,0.22881150245666504,1,0
Toys,A1MZ4DPI8OB9JI:9:B00B3YT030,A1MZ4DPI8OB9JI,B009JBCF5Y,0,5,1,2,5,0.7522193789482117,0.4122931957244873,0.33992618322372437,0.3064923882484436,1,0
Toys,A1MZ4DPI8OB9JI:9:B00B3YT030,A1MZ4DPI8OB9JI,B0043KJW5M,1,12,2,2,5,0.6441478729248047,0.3720132112503052,0.2721346616744995,0.17682680487632751,1,0
Toys,A1MZ4DPI8OB9JI:9:B00B3YT030,A1MZ4DPI8OB9JI,1929780109,2,19,3,2,5,0.6661961674690247,0.4763708710670471,0.18982529640197754,0.08521437644958496,1,0
Toys,A1MZ4DPI8OB9JI:9:B00B3YT030,A1MZ4DPI8OB9JI,B003IKMR0U,3,26,4,2,5,0.6054019331932068,0.3612096905708313,0.2441922426223755,0.21212905645370483,1,0
Toys,A1MZ4DPI8OB9JI:9:B00B3YT030,A1MZ4DPI8OB9JI,B004U5R5BI,4,33,5,2,5,0.672592043876648,0.46852627396583557,0.20406576991081238,0.11879086494445801,1,0
Toys,A68NT4XJ9O7UL:6:B005NXFI7E,A68NT4XJ9O7UL,B004S6ECEC,0,5,1,2,5,0.6939789056777954,0.2568368911743164,0.437142014503479,0.4074927568435669,1,0
Toys,A68NT4XJ9O7UL:6:B005NXFI7E,A68NT4XJ9O7UL,B0033BM3K8,1,12,2,2,5,0.5175575017929077,0.22364164888858795,0.29391585290431976,0.2344897985458374,1,0
Toys,A68NT4XJ9O7UL:6:B005NXFI7E,A68NT4XJ9O7UL,B00006IJSH,2,19,3,2,5,0.6327537298202515,0.2711724042892456,0.36158132553100586,0.22162938117980957,1,0
Toys,A68NT4XJ9O7UL:6:B005NXFI7E,A68NT4XJ9O7UL,B000EDQGLK,3,26,4,2,5,0.49934178590774536,0.20192080736160278,0.2974209785461426,0.23310238122940063,1,0
Toys,A68NT4XJ9O7UL:6:B005NXFI7E,A68NT4XJ9O7UL,B0002CYPO8,4,33,5,2,5,0.5776872634887695,0.3225053548812866,0.2551819086074829,0.10558527708053589,1,0
Toys,A3EUOKXLUA78CT:5:B004PBO72M,A3EUOKXLUA78CT,B008MTYU84,0,5,1,2,5,0.7635217308998108,0.31023648381233215,0.45328524708747864,0.3868994116783142,1,0
Toys,A3EUOKXLUA78CT:5:B004PBO72M,A3EUOKXLUA78CT,B00804BDBI,1,12,2,2,5,0.5639489889144897,0.29717886447906494,0.2667701244354248,0.11051955819129944,1,0
Toys,A3EUOKXLUA78CT:5:B004PBO72M,A3EUOKXLUA78CT,B005JZIBUC,2,19,3,2,5,0.5589243769645691,0.21624305844306946,0.34268131852149963,0.24892184138298035,1,0
Toys,A3EUOKXLUA78CT:5:B004PBO72M,A3EUOKXLUA78CT,B005JSUMZ6,3,26,4,2,5,0.5204843282699585,0.13781222701072693,0.38267210125923157,0.23582583665847778,1,0
Toys,A3EUOKXLUA78CT:5:B004PBO72M,A3EUOKXLUA78CT,B000U4CUHC,4,33,5,2,5,0.4845399260520935,0.1751842498779297,0.3093556761741638,0.2690722644329071,1,0
Toys,AY18WRNVUTVYG:5:B004HIVX3Y,AY18WRNVUTVYG,B000GKD09C,0,5,1,2,5,0.7584154009819031,0.20900307595729828,0.5494123250246048,0.48044389486312866,1,0
Toys,AY18WRNVUTVYG:5:B004HIVX3Y,AY18WRNVUTVYG,B004XE0JJQ,1,12,2,2,5,0.6186343431472778,0.23456981778144836,0.38406452536582947,0.3155606687068939,1,0
Toys,AY18WRNVUTVYG:5:B004HIVX3Y,AY18WRNVUTVYG,B00134PM7I,2,19,3,2,5,0.52860027551651,0.27490732073783875,0.25369295477867126,0.21162474155426025,1,0
Toys,AY18WRNVUTVYG:5:B004HIVX3Y,AY18WRNVUTVYG,B001W34FWS,3,26,4,2,5,0.5166140198707581,0.2682952582836151,0.24831876158714294,0.20420128107070923,1,0
Toys,AY18WRNVUTVYG:5:B004HIVX3Y,AY18WRNVUTVYG,B003EMXFV2,4,33,5,2,5,0.4511924982070923,0.27731597423553467,0.17387652397155762,0.09559738636016846,1,0
Toys,AQ9QDQKY1BA6M:6:B003O85K14,AQ9QDQKY1BA6M,B0000205X3,0,5,1,2,5,0.658090353012085,0.284897118806839,0.37319323420524597,0.32416707277297974,1,0
Toys,AQ9QDQKY1BA6M:6:B003O85K14,AQ9QDQKY1BA6M,B00BQF1IP4,1,12,2,2,5,0.6169898509979248,0.17699678242206573,0.43999306857585907,0.41964320838451385,1,0
Toys,AQ9QDQKY1BA6M:6:B003O85K14,AQ9QDQKY1BA6M,B003O85K2S,2,19,3,2,5,0.5739657878875732,0.23247291147708893,0.3414928764104843,0.30513766407966614,1,0
Toys,AQ9QDQKY1BA6M:6:B003O85K14,AQ9QDQKY1BA6M,B00388F4IE,3,26,4,2,5,0.49624618887901306,0.15729865431785583,0.3389475345611572,0.3039553612470627,1,0
Toys,AQ9QDQKY1BA6M:6:B003O85K14,AQ9QDQKY1BA6M,B00000IZEL,4,33,5,2,5,0.4548693895339966,0.23719552159309387,0.2176738679409027,0.13294002413749695,1,0
Toys,A10TF6TUAV0XZP:6:B005VPRDLS,A10TF6TUAV0XZP,B005VPRDWC,0,5,1,2,5,0.6975178122520447,0.4377667307853699,0.2597510814666748,0.09767621755599976,1,0
Toys,A10TF6TUAV0XZP:6:B005VPRDLS,A10TF6TUAV0XZP,B005VPRDV8,1,12,2,2,5,0.7411074638366699,0.3784477412700653,0.3626597225666046,0.24401512742042542,1,0
Toys,A10TF6TUAV0XZP:6:B005VPRDLS,A10TF6TUAV0XZP,B005VPREJ4,2,19,3,2,5,0.4819815158843994,0.33129990100860596,0.15068161487579346,0.12252199649810791,1,0
Toys,A10TF6TUAV0XZP:6:B005VPRDLS,A10TF6TUAV0XZP,B005VPRDUY,3,26,4,2,5,0.549685537815094,0.3482033610343933,0.20148217678070068,0.11371853947639465,1,0
Toys,A10TF6TUAV0XZP:6:B005VPRDLS,A10TF6TUAV0XZP,B004478GGA,4,33,5,2,5,0.4970618486404419,0.34343618154525757,0.15362566709518433,0.1191854178905487,1,0
