user,stratum,history_length,lp_full,lp_coarse_only,lp_minus_link_ids,lp_minus_cf_ids,lp_minus_all_fine_ids,lp_matched_0,lp_matched_1,lp_matched_2,lp_matched_3,lp_matched_4,lp_matched_5,lp_matched_6,lp_matched_7,raw_link_harm,matched_control_effect,adjusted_link_echo,metadata_benefit,raw_cf_harm,raw_all_id_harm
A4R79I9TIZDPR,tail_hit,4,-0.4767313003540039,-1.2815524339675903,-0.4635743200778961,-1.2808997631072998,-1.2517935037612915,-0.4567698836326599,-0.42460957169532776,-0.45640236139297485,-0.4384624660015106,-0.4407210052013397,-0.4500911235809326,-0.42233413457870483,-0.44257092475891113,0.013156980276107788,0.035236116498708725,-0.022079136222600937,0.029758930206298828,-0.8041684627532959,-0.7750622034072876
A2JO2R4FX91KD2,tail_hit,6,-0.6039398908615112,-10.865212440490723,-0.5503585934638977,-13.440716743469238,-13.513999938964844,-0.6100946068763733,-0.6221402287483215,-0.6073467135429382,-0.6108216643333435,-0.6012905836105347,-0.6008097529411316,-0.6256410479545593,-0.626158595085144,0.053581297397613525,-0.009098008275032043,0.06267930567264557,-2.648787498474121,-12.836776852607727,-12.910060048103333
A25FX5SH169PWQ,tail_hit,3,-0.8885330557823181,-1.4587156772613525,-0.9811787605285645,-1.0580660104751587,-1.0564069747924805,-0.8638572692871094,-0.8849467635154724,-0.8764575719833374,-0.8967264890670776,-0.8659302592277527,-0.8550698161125183,-0.8751303553581238,-0.8821707963943481,-0.09264570474624634,0.013496890664100647,-0.10614259541034698,0.40230870246887207,-0.16953295469284058,-0.16787391901016235
A3FNDWADUT516X,tail_hit,4,-0.8790567517280579,-1.3477380275726318,-0.796362042427063,-1.3418251276016235,-1.3278262615203857,-0.8961276412010193,-0.8797182440757751,-0.8693262934684753,-0.9065777063369751,-0.8884083032608032,-0.8754762411117554,-0.9108420610427856,-0.9022884964942932,0.08269470930099487,-0.01203887164592743,0.0947335809469223,0.019911766052246094,-0.4627683758735657,-0.4487695097923279
A2K4HN6EECBNR3,tail_hit,20,-0.8269520401954651,-11.303987503051758,-0.8009582757949829,-16.048269271850586,-16.113798141479492,-0.8332155346870422,-0.7713907361030579,-0.7685975432395935,-0.7698796391487122,-0.843932032585144,-0.8142077326774597,-0.7980384230613708,-0.7718396186828613,0.025993764400482178,0.030564382672309875,-0.004570618271827698,-4.809810638427734,-15.22131723165512,-15.286846101284027
A3BE0FXM74OHSK,tail_hit,4,-0.41551724076271057,-2.6844425201416016,-0.3359483778476715,-2.396435499191284,-2.264690399169922,-0.4044390022754669,-0.4069974720478058,-0.41196635365486145,-0.4054737985134125,-0.44670751690864563,-0.4293699264526367,-0.467193067073822,-0.452196329832077,0.07956886291503906,-0.012525692582130432,0.0920945554971695,0.4197521209716797,-1.9809182584285736,-1.8491731584072113
A3VEY6S5325K20,tail_hit,4,-0.8713321089744568,-1.5053510665893555,-0.8220086693763733,-1.218475580215454,-1.2044306993484497,-0.8824101090431213,-0.885280430316925,-0.8632184863090515,-0.8663425445556641,-0.8722844123840332,-0.8662959337234497,-0.8782683610916138,-0.8694304823875427,0.049323439598083496,-0.0016092360019683838,0.05093267560005188,0.30092036724090576,-0.3471434712409973,-0.3330985903739929
A3B8498BJESEGB,tail_hit,3,-0.06709475070238113,-1.0693449974060059,-0.05780470743775368,-0.9349160194396973,-0.9502832889556885,-0.06008342653512955,-0.05891003832221031,-0.057548847049474716,-0.053072284907102585,-0.056184712797403336,-0.06080053001642227,-0.05920126661658287,-0.06697633862495422,0.009290043264627457,0.007997570093721151,0.0012924731709063053,0.11906170845031738,-0.8678212687373161,-0.8831885382533073
A2KZ88FJPSBU8E,tail_hit,5,-0.8030425906181335,-1.6688779592514038,-0.8689844012260437,-1.4787622690200806,-1.480939507484436,-0.7772234678268433,-0.7827755212783813,-0.7977827787399292,-0.8189464807510376,-0.8164502382278442,-0.8119416236877441,-0.8429679274559021,-0.8039643168449402,-0.06594181060791016,-0.003463953733444214,-0.06247785687446594,0.18793845176696777,-0.675719678401947,-0.6778969168663025
AVELT2UOALKEM,tail_hit,4,-0.46584048867225647,-12.679512977600098,-0.5210119485855103,-14.317155838012695,-14.116137504577637,-0.4472803473472595,-0.47799235582351685,-0.4824708104133606,-0.4734284579753876,-0.4914083778858185,-0.4839828312397003,-0.47745975852012634,-0.48480385541915894,-0.055171459913253784,-0.011512860655784607,-0.04365859925746918,-1.436624526977539,-13.851315349340439,-13.65029701590538
A6LD1EKWZB49M,tail_hit,3,-0.16049699485301971,-6.365559101104736,-0.15115618705749512,-9.78864860534668,-9.776643753051758,-0.16385002434253693,-0.15832258760929108,-0.1479186862707138,-0.15469990670681,-0.1474897563457489,-0.15295632183551788,-0.15435568988323212,-0.15455184876918793,0.009340807795524597,0.006228892132639885,0.0031119156628847122,-3.4110846519470215,-9.62815161049366,-9.616146758198738
A3NQHL0D2ODQQL,tail_hit,6,-0.001393940532580018,-3.8911666870117188,-0.0015887990593910217,-2.7612147331237793,-2.669074296951294,-0.001636199071072042,-0.0021620304323732853,-0.0017352411523461342,-0.001403488451614976,-0.0018480606377124786,-0.0014810378197580576,-0.0014896828215569258,-0.0016886467346921563,-0.00019485852681100368,-0.0002866078575607389,9.174933074973524e-05,1.2220923900604248,-2.7598207925911993,-2.667680356418714
A2LBR5V8W5JCHD,tail_hit,9,-0.8731130361557007,-0.9817466139793396,-0.9835312366485596,-0.9651029109954834,-0.9669451117515564,-0.8623170852661133,-0.8646544218063354,-0.8655227422714233,-0.873916506767273,-0.9110082983970642,-0.8680408000946045,-0.9177035689353943,-0.883752703666687,-0.11041820049285889,-0.007751479744911194,-0.10266672074794769,0.014801502227783203,-0.09198987483978271,-0.09383207559585571
A1I1PLTN223ERB,tail_hit,3,-0.34258177876472473,-0.7870338559150696,-0.3229856789112091,-0.6213751435279846,-0.6339777708053589,-0.3414573073387146,-0.3388745188713074,-0.3491259515285492,-0.339699923992157,-0.3422545790672302,-0.34796279668807983,-0.343692809343338,-0.34931913018226624,0.019596099853515625,-0.0014665983617305756,0.0210626982152462,0.1530560851097107,-0.2787933647632599,-0.29139599204063416
A2CQCK7SRD2J02,tail_hit,4,-0.5862621665000916,-0.5427401661872864,-0.5693108439445496,-0.5477400422096252,-0.47825831174850464,-0.7053728699684143,-0.5359053015708923,-0.6619959473609924,-0.6573911905288696,-0.7595434784889221,-0.526938259601593,-0.5902277231216431,-0.5524606108665466,0.016951322555541992,-0.03746725618839264,0.05441857874393463,0.06448185443878174,0.03852212429046631,0.10800385475158691
A1BVALMLWA8IW3,tail_hit,3,-0.5849550366401672,-2.3518478870391846,-0.6026336550712585,-1.5914279222488403,-1.6592985391616821,-0.602460503578186,-0.5884896516799927,-0.5886512994766235,-0.5832199454307556,-0.5632238984107971,-0.5661620497703552,-0.6043518781661987,-0.5939187407493591,-0.01767861843109131,-0.001354709267616272,-0.016323909163475037,0.6925493478775024,-1.006472885608673,-1.074343502521515
A2RWR4QOMFFO63,tail_hit,4,-0.9157703518867493,-0.8817976117134094,-0.9017226696014404,-1.044785976409912,-1.0344436168670654,-0.9051463603973389,-0.8985000848770142,-0.8958895206451416,-0.9056987762451172,-0.9151905179023743,-0.8883457183837891,-0.9047811627388,-0.9088480472564697,0.014047682285308838,0.012970328330993652,0.0010773539543151855,-0.152646005153656,-0.12901562452316284,-0.11867326498031616
A13NR8NV9C8VVZ,tail_hit,8,-0.33597785234451294,-10.167061805725098,-0.368014395236969,-12.719321250915527,-12.79584789276123,-0.33356812596321106,-0.30623859167099,-0.32856014370918274,-0.33963742852211,-0.31616801023483276,-0.31090250611305237,-0.3329756259918213,-0.3273157477378845,-0.032036542892456055,0.01155707985162735,-0.043593622744083405,-2.628786087036133,-12.383343398571014,-12.459870040416718
A32TCWAILP09A2,tail_hit,6,-0.6088709235191345,-9.247476577758789,-0.7968183159828186,-12.448408126831055,-12.578171730041504,-0.5165849328041077,-0.6606945991516113,-0.5494317412376404,-0.5240753293037415,-0.6036362051963806,-0.6049265265464783,-0.5017145276069641,-0.524231493473053,-0.18794739246368408,0.04820900410413742,-0.2361563965678215,-3.330695152282715,-11.83953720331192,-11.96930080652237
A2T7QV5SLJXBN8,tail_hit,3,-0.6896587014198303,-1.7918651103973389,-0.6107444763183594,-1.6065199375152588,-1.6135514974594116,-0.7023080587387085,-0.6870042681694031,-0.6898478269577026,-0.6660304665565491,-0.6848836541175842,-0.6961245536804199,-0.6963899731636047,-0.7042463421821594,0.07891422510147095,-0.0011956915259361267,0.08010991662740707,0.17831361293792725,-0.9168612360954285,-0.9238927960395813
AOAOARIH72UWI,tail_hit,20,-0.7076719999313354,-1.4443986415863037,-0.6995132565498352,-1.090698003768921,-1.101455569267273,-0.7219846248626709,-0.6832613945007324,-0.7405823469161987,-0.6845290660858154,-0.7336535453796387,-0.7351223230361938,-0.7291852831840515,-0.7240262627601624,0.008158743381500244,-0.011371105909347534,0.01952984929084778,0.34294307231903076,-0.38302600383758545,-0.3937835693359375
A6JSPMY3YH1K,tail_hit,14,-0.07176058739423752,-2.971029281616211,-0.11365985125303268,-2.1573877334594727,-2.159625768661499,-0.06540365517139435,-0.06988215446472168,-0.06845023483037949,-0.06692970544099808,-0.06734222173690796,-0.06710748374462128,-0.07155270129442215,-0.06867033988237381,-0.041899263858795166,0.00359327532351017,-0.045492539182305336,0.8114035129547119,-2.085627146065235,-2.0878651812672615
AEZD6FM4V0BZL,tail_hit,3,-0.689867377281189,-0.6802188158035278,-0.716606616973877,-0.7313945889472961,-0.7252808213233948,-0.7360063195228577,-0.7122865915298462,-0.685032844543457,-0.6894987225532532,-0.6574884653091431,-0.7139530181884766,-0.7093104124069214,-0.724627673625946,-0.02673923969268799,-0.013658128678798676,-0.013081111013889313,-0.04506200551986694,-0.04152721166610718,-0.03541344404220581
AZ2UU2UYXECYX,tail_hit,6,-0.7553308606147766,-1.0860756635665894,-0.7208714485168457,-0.9540995359420776,-0.9544468522071838,-0.757158100605011,-0.7518483400344849,-0.7607497572898865,-0.7604917883872986,-0.7660195827484131,-0.7620388865470886,-0.7502575516700745,-0.7507263422012329,0.03445941209793091,-0.0020804330706596375,0.036539845168590546,0.13162881135940552,-0.19876867532730103,-0.19911599159240723
A2DQQUEPK53ORW,tail_hit,7,-0.5325320959091187,-1.163612961769104,-0.5533853769302368,-0.8507318496704102,-0.8467401266098022,-0.5258821845054626,-0.542972207069397,-0.5317524075508118,-0.5245853066444397,-0.5458884239196777,-0.5319163203239441,-0.5344299674034119,-0.5275406241416931,-0.020853281021118164,-0.000588834285736084,-0.02026444673538208,0.31687283515930176,-0.3181997537612915,-0.3142080307006836
A2C0SBRSJNEDPW,tail_hit,4,-0.5726613402366638,-7.391185283660889,-0.5442716479301453,-9.419747352600098,-9.535615921020508,-0.6041209101676941,-0.6237130165100098,-0.6448187232017517,-0.606593906879425,-0.6154138445854187,-0.6161176562309265,-0.6326390504837036,-0.5624597668647766,0.028389692306518555,-0.04057326912879944,0.068962961435318,-2.144430637359619,-8.847086012363434,-8.962954580783844
A2ZY49IDE6TY5I,tail_hit,20,-0.1550038903951645,-6.71956729888916,-0.1796901524066925,-5.969146728515625,-6.0127668380737305,-0.1493840217590332,-0.1640336960554123,-0.1490050107240677,-0.14571236073970795,-0.15650537610054016,-0.147081658244133,-0.17063423991203308,-0.15112636983394623,-0.024686262011528015,0.0008185487240552902,-0.025504810735583305,0.7068004608154297,-5.8141428381204605,-5.857762947678566
A2GAR1ZPZFO28,tail_hit,8,-0.3945653438568115,-1.0957363843917847,-0.3350107669830322,-1.07303786277771,-1.0650125741958618,-0.38127344846725464,-0.40045833587646484,-0.37297287583351135,-0.39033302664756775,-0.3983559310436249,-0.4041242301464081,-0.38991183042526245,-0.3759056627750397,0.0595545768737793,0.005398426204919815,0.05415615066885948,0.03072381019592285,-0.6784725189208984,-0.6704472303390503
A4ZGDN3SEMB7T,tail_hit,7,-0.3931385576725006,-1.893357276916504,-0.4690842032432556,-1.850040316581726,-1.8702884912490845,-0.3672460615634918,-0.40546125173568726,-0.42235133051872253,-0.3999615013599396,-0.3996588885784149,-0.41559654474258423,-0.39585283398628235,-0.40078672766685486,-0.075945645570755,-0.007725834846496582,-0.06821981072425842,0.023068785667419434,-1.4569017589092255,-1.4771499335765839
A2RJTIE73NPN3C,tail_hit,3,-0.6285828948020935,-1.242080807685852,-0.5884702801704407,-1.8390047550201416,-1.7928794622421265,-0.6177065968513489,-0.6244982481002808,-0.6195131540298462,-0.6227557063102722,-0.6175757050514221,-0.6207753419876099,-0.6163972616195679,-0.6258943676948547,0.04011261463165283,0.007943347096443176,0.032169267535209656,-0.5507986545562744,-1.210421860218048,-1.164296567440033
A1BZHQ8C4F0M3T,tail_hit,5,-1.1275880336761475,-1.3033322095870972,-1.1309845447540283,-0.8932304382324219,-0.8998762965202332,-1.122282862663269,-1.1385606527328491,-1.1183712482452393,-1.089929223060608,-1.1329171657562256,-1.154624342918396,-1.1338050365447998,-1.1627213954925537,-0.0033965110778808594,-0.004063457250595093,0.0006669461727142334,0.403455913066864,0.23435759544372559,0.2277117371559143
A1UXNOX03UE9F4,tail_hit,5,-0.36913731694221497,-11.669245719909668,-0.31202417612075806,-13.592912673950195,-13.375168800354004,-0.3802854120731354,-0.36871951818466187,-0.3683261275291443,-0.3615081310272217,-0.3597237765789032,-0.36923831701278687,-0.358624130487442,-0.3581922948360443,0.05711314082145691,0.003560103476047516,0.05355303734540939,-1.705923080444336,-13.22377535700798,-13.006031483411789
AU1QS79HSMNFV,tail_hit,3,-0.5306318998336792,-2.926173686981201,-0.5218451619148254,-1.0628019571304321,-1.0648189783096313,-0.5396971702575684,-0.5376443266868591,-0.5417183637619019,-0.5435966849327087,-0.5486356019973755,-0.5462090969085693,-0.5282458662986755,-0.5399331450462341,0.00878673791885376,-0.010078132152557373,0.018864870071411133,1.8613547086715698,-0.5321700572967529,-0.5341870784759521
A1SAHMB8L5XG2D,tail_hit,15,-0.8137955665588379,-1.1705302000045776,-0.7724856734275818,-1.1362608671188354,-1.146041989326477,-0.8158296346664429,-0.8233988881111145,-0.8245144486427307,-0.8175002336502075,-0.8074397444725037,-0.85358065366745,-0.8235015273094177,-0.8009923100471497,0.041309893131256104,-0.007049113512039185,0.04835900664329529,0.024488210678100586,-0.32246530055999756,-0.33224642276763916
A33H01BTWQ1H7X,tail_hit,4,-0.37062835693359375,-1.1565276384353638,-0.41843459010124207,-1.1222110986709595,-1.1319724321365356,-0.3911323547363281,-0.36810699105262756,-0.37267640233039856,-0.3766877353191376,-0.37236133217811584,-0.35903748869895935,-0.3776680529117584,-0.3566247820854187,-0.047806233167648315,-0.0011585354804992676,-0.04664769768714905,0.024555206298828125,-0.7515827417373657,-0.7613440752029419
A1KQJNUMPXAQWQ,tail_hit,5,-0.4932219386100769,-2.334784984588623,-0.5087687373161316,-2.085951805114746,-2.0620994567871094,-0.4598722457885742,-0.5095009803771973,-0.5142839550971985,-0.4800388216972351,-0.474990576505661,-0.49663159251213074,-0.4658783972263336,-0.5028052926063538,-0.015546798706054688,0.005221705883741379,-0.020768504589796066,0.27268552780151367,-1.5927298665046692,-1.5688775181770325
A8BI1AL5ITVDO,tail_hit,3,-0.4782586097717285,-0.8099026679992676,-0.4948744773864746,-0.7300804257392883,-0.7118303179740906,-0.534584641456604,-0.49113160371780396,-0.48468130826950073,-0.43762877583503723,-0.47687703371047974,-0.47085803747177124,-0.46842703223228455,-0.5383795499801636,-0.016615867614746094,-0.009562388062477112,-0.007053479552268982,0.098072350025177,-0.2518218159675598,-0.23357170820236206
A265KF0CQ058RZ,tail_hit,5,-0.8502799272537231,-4.429406642913818,-0.8189564943313599,-2.9410624504089355,-2.8942410945892334,-0.8493212461471558,-0.8759579658508301,-0.8774918913841248,-0.8434929847717285,-0.8559746146202087,-0.8476104140281677,-0.8352560997009277,-0.8448312878608704,0.03132343292236328,-0.0034621357917785645,0.034785568714141846,1.535165548324585,-2.0907825231552124,-2.0439611673355103
A1S4J5EF987DZV,tail_hit,3,-0.03115011379122734,-8.276010513305664,-0.037869807332754135,-8.6652193069458,-8.586538314819336,-0.03260881081223488,-0.030715342611074448,-0.03300394490361214,-0.029081644490361214,-0.03497495874762535,-0.032155755907297134,-0.030248727649450302,-0.031569864600896835,-0.006719693541526794,-0.0006447674240916967,-0.006074926117435098,-0.3105278015136719,-8.634069193154573,-8.555388201028109
A2AIRFEAWEQC91,tail_hit,13,-0.6683789491653442,-1.1992342472076416,-0.6542106866836548,-1.1028680801391602,-1.1093741655349731,-0.6650695204734802,-0.6701256036758423,-0.6585310697555542,-0.659269392490387,-0.6619045734405518,-0.6638302206993103,-0.6603670120239258,-0.6617578268051147,0.014168262481689453,0.005772046744823456,0.008396215736865997,0.08986008167266846,-0.4344891309738159,-0.4409952163696289
A3LOGP4VA9DX46,tail_hit,20,-0.6434138417243958,-3.3750884532928467,-0.48896265029907227,-2.190098524093628,-2.2193939685821533,-0.6370868682861328,-0.5900810360908508,-0.5405508279800415,-0.5799903273582458,-0.588164210319519,-0.5638011693954468,-0.6279144883155823,-0.5668982267379761,0.1544511914253235,0.056602947413921356,0.09784824401140213,1.1556944847106934,-1.5466846823692322,-1.5759801268577576
A3IAU6ZPVF2R5K,tail_hit,18,-0.7587742209434509,-2.731842041015625,-0.9036518931388855,-1.6091690063476562,-1.645073652267456,-0.8006307482719421,-0.7811179757118225,-0.8005756735801697,-0.8010345697402954,-0.8016877770423889,-0.8057008981704712,-0.7733312249183655,-0.7814491391181946,-0.14487767219543457,-0.03441677987575531,-0.11046089231967926,1.086768388748169,-0.8503947854042053,-0.8862994313240051
A3RYJDTXDFBN7Q,tail_hit,3,-0.8192577958106995,-1.2790616750717163,-0.8558281064033508,-1.1859360933303833,-1.1778056621551514,-0.827417254447937,-0.8229585886001587,-0.826814591884613,-0.8292012810707092,-0.8165835738182068,-0.8080423474311829,-0.8154072761535645,-0.8315419554710388,-0.03657031059265137,-0.002988062798976898,-0.03358224779367447,0.10125601291656494,-0.36667829751968384,-0.3585478663444519
A1MDDJ2XUPZZOE,tail_hit,20,-0.7233412861824036,-7.927001953125,-0.8604432344436646,-11.36107349395752,-11.338723182678223,-0.7402715682983398,-0.7501547932624817,-0.751787006855011,-0.738872230052948,-0.7228549122810364,-0.768534243106842,-0.7456811666488647,-0.73031085729599,-0.137101948261261,-0.020217061042785645,-0.11688488721847534,-3.4117212295532227,-10.637732207775116,-10.615381896495819
A1NJARL37C9BEO,tail_hit,3,-0.9205834865570068,-1.375038743019104,-0.920363187789917,-0.8698845505714417,-0.8807083964347839,-0.9001914858818054,-0.9011788368225098,-0.9092772006988525,-0.9227617979049683,-0.918971836566925,-0.911236047744751,-0.9036071300506592,-0.9032027125358582,0.00022029876708984375,0.011780105531215668,-0.011559806764125824,0.49433034658432007,0.050698935985565186,0.0398750901222229
A2UF5R4TZ9R4JS,tail_hit,3,-0.460631787776947,-3.0007286071777344,-0.2593553066253662,-2.5304675102233887,-2.4921131134033203,-0.4774806797504425,-0.4526728093624115,-0.445904940366745,-0.477245956659317,-0.44667884707450867,-0.451300710439682,-0.4606241285800934,-0.44403406977653503,0.2012764811515808,0.003639020025730133,0.19763746112585068,0.5086154937744141,-2.0698357224464417,-2.0314813256263733
A10OTOBL3K2BHE,tail_hit,3,-0.6430314779281616,-2.4448037147521973,-0.655053973197937,-1.7787765264511108,-1.792846918106079,-0.6470456123352051,-0.620059609413147,-0.6345077753067017,-0.6610270738601685,-0.6336217522621155,-0.6414840817451477,-0.6913986802101135,-0.6595717072486877,-0.01202249526977539,-0.0055580586194992065,-0.006464436650276184,0.6519567966461182,-1.1357450485229492,-1.1498154401779175
