sample_key,target_group,baseline_rank,candidate_rank,union_covered,baseline_Recall@10,baseline_NDCG@10,baseline_Recall@50,candidate_Recall@10,candidate_NDCG@10,candidate_Recall@50,changed,broad_harm,gate_probability,soft_multiplier,residual_spread
A16AE1KKX8BUF5:validation:B00859GJWQ,head,35,28,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.4674813151359558,1.0,0.31917697191238403
A16PPE8U5G9IZL:validation:B00005BXJ0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6334185600280762,1.0,0.3598237633705139
A16RG2G0QAXVE5:validation:B005QZP31U,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.30455195903778076,1.0,0.2715613842010498
A16TR8FX46WX13:validation:B007R1Z80W,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.43915799260139465,1.0,0.31212732195854187
A16TYQNUVUB1F9:validation:B0007YDBLE,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5331299901008606,1.0,0.3133860230445862
A1776UH8PPT6WW:validation:B003DKJG7M,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3798721730709076,1.0,0.29068851470947266
A17A5PQB68ZRG9:validation:B00HD3TFEE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3840380012989044,1.0,0.30138739943504333
A17B2QIN8RVRBJ:validation:B0074T643C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5947284698486328,1.0,0.342944473028183
A17B9QXLPCWX2B:validation:B008AG5VLE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5446652770042419,1.0,0.34560221433639526
A17DIP6XB46Y2F:validation:B00A8HOYMU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4537782371044159,1.0,0.30683499574661255
A17O7NFFPX9GBP:validation:B0034Y4AF0,tail,,97,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5063987970352173,1.0,0.3093506097793579
A17PW45P2ASH4K:validation:B005AW85YG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4246526062488556,1.0,0.31839388608932495
A17XZGC1T1Z4Z4:validation:B00009XNSS,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2984863519668579,1.0,0.2740456759929657
A181W8GE4TAPVV:validation:B004HKQI9G,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.37195703387260437,1.0,0.2912437915802002
A18GJRJKK36UBX:validation:B004Z7H2EQ,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6110996007919312,1.0,0.34053370356559753
A18GVQXYIUY03C:validation:B008CNPHRS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4721720218658447,1.0,0.3165381848812103
A18TDD8ZFMNG4X:validation:B00CG5WVU4,tail,6,5,1,1.0,0.3562071871080222,1.0,1.0,0.38685280723454163,1.0,1,0,0.8515626192092896,1.0,0.35546839237213135
A191RI5TS00M5W:validation:B0042H32JS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4310256242752075,1.0,0.30415940284729004
A192Z1UVDNK88E:validation:B001G5ZCCE,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.439756840467453,1.0,0.31899771094322205
A198OABXLHME55:validation:B007P6HZVO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6066228747367859,1.0,0.345816433429718
A19AER05KUPWX6:validation:B0006H5WWS,tail,11,9,1,0.0,0.0,1.0,1.0,0.3010299956639812,1.0,1,0,0.7938770055770874,1.0,0.348751962184906
A19I70I7ALH86Q:validation:B007U7M0WC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44385766983032227,1.0,0.3084723949432373
A19IAW131XR12D:validation:B0056LAK0I,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5781091451644897,1.0,0.34748440980911255
A19MN9PYEPU7SU:validation:B004K9E5SA,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.3289087414741516,1.0,0.28700006008148193
A19O1QVH7K39H0:validation:B0038B8IDO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7913063764572144,1.0,0.3594386577606201
A19QPS78GOF43U:validation:B003FNWR6Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5612490773200989,1.0,0.35828083753585815
A19RK3TB9DLM0B:validation:B007PVHMCG,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5352399349212646,1.0,0.3088982403278351
A1A0L0N6RTZ6Z:validation:B00D6N90BS,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.631544828414917,1.0,0.34373408555984497
A1AET8SKZZ057R:validation:B0074T643C,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3778015077114105,1.0,0.31147950887680054
A1AG6A3IJMB6RW:validation:1616617667,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.41190990805625916,1.0,0.3059086203575134
A1ALOTXWL76OY7:validation:B00EDBZ58E,tail,23,19,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5668581128120422,1.0,0.3169262409210205
A1AMUFFCNHCZOK:validation:B001KF1M38,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.666582465171814,1.0,0.3263251781463623
A1AOMEDZIDXGTB:validation:B003C6ELEU,head,,64,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.49092844128608704,1.0,0.30384212732315063
A1APLFV52RQDPY:validation:B007U7M144,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6955853700637817,1.0,0.3480799198150635
A1AV1EJPTMV5KW:validation:B003BMGU4Y,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5858903527259827,1.0,0.31775057315826416
A1AXDE60UT3N9L:validation:B000809NJ6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.650092601776123,1.0,0.3363489806652069
A1BCDC7CT8NZJA:validation:B000OGYDZS,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29781970381736755,1.0,0.274265855550766
A1BCL8SR4VYQTA:validation:B000G3LR9Y,head,40,31,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.5563915967941284,1.0,0.3268730640411377
A1BOXCHKZM8KAV:validation:B002UD8P4S,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5449358820915222,1.0,0.3463851809501648
A1BT6TL7UCIC5Y:validation:B007HZ9S7C,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6601848006248474,1.0,0.35681191086769104
A1BX9CC37SQ7M5:validation:B002C3R5XI,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5560979247093201,1.0,0.3518935441970825
A1C3Y8LKKUBVWY:validation:B00008BFZH,head,6,5,1,1.0,0.3562071871080222,1.0,1.0,0.38685280723454163,1.0,1,0,0.5071032047271729,1.0,0.32690829038619995
A1CBJDITWZNIMB:validation:B0038M8EQO,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4709475338459015,1.0,0.30535614490509033
A1CDWWS7NROSD:validation:B000SONEQA,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5439545512199402,1.0,0.3071577548980713
A1D0APMZUU1MYX:validation:B0006M9LSO,tail,20,28,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.8278976678848267,1.0,0.35961398482322693
A1DGXVIOATFFT4:validation:B0001GDOZG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5759949088096619,1.0,0.3271740674972534
A1DIDB2WOZD1M3:validation:B00AF12K48,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6732343435287476,1.0,0.312099426984787
A1DJA1ADDO3L6M:validation:B0028K2Q8O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.452496200799942,1.0,0.30511584877967834
A1DSCPT3MY8NSX:validation:B0006O8Q7Y,head,47,42,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.3788340091705322,1.0,0.3020970821380615
A1DSU331053G86:validation:B00261P632,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4481510519981384,1.0,0.30471259355545044
A1DXCHIJNPSER8:validation:B005QUQ99U,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4451195299625397,1.0,0.32284846901893616
A1E5IF3D5KGV40:validation:B0095XOPF4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5206544399261475,1.0,0.32397013902664185
A1EKSETIBS9ETQ:validation:B00BGAA3S2,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5216432213783264,1.0,0.34749406576156616
A1EP3QX5DVC6ID:validation:B00CJO8ZZW,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6144086718559265,1.0,0.3554301857948303
A1EQQIK6QU4JAH:validation:B008B68ING,tail,11,9,1,0.0,0.0,1.0,1.0,0.3010299956639812,1.0,1,0,0.7801941633224487,1.0,0.35749921202659607
A1EXJ925400B63:validation:B0002IBTXW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5147318243980408,1.0,0.31792977452278137
A1EZB4BQ68IJQJ:validation:B001BKX0V4,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4940432906150818,1.0,0.3134160041809082
A1F5H0JZUN2E44:validation:B004560BPY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3398580253124237,1.0,0.28878891468048096
A1FBZV1US3G075:validation:B009B7F6E8,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5142792463302612,1.0,0.30746543407440186
A1FD3E1SCFYPT6:validation:B005MEI4VG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5226085782051086,1.0,0.3098601996898651
A1FDV3WPOHREY9:validation:B00EDBY8BO,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7637683153152466,1.0,0.3176635503768921
A1FJFLAAQD5WH2:validation:B00FAQW0MK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7030283808708191,1.0,0.3540491461753845
A1FKGHZYT64TYG:validation:B00A8UT5TY,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7078948020935059,1.0,0.36212819814682007
A1FLQD414LLIH5:validation:B0076TRVCS,tail,13,10,1,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1,0,0.6359236836433411,1.0,0.3302888870239258
A1FOTWBNLXV5OO:validation:B003P5GPBK,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5725401043891907,1.0,0.3570135235786438
A1FYYE9Z89Q82J:validation:B00B6BR55U,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4084697663784027,1.0,0.3065405786037445
A1G0RMYT6CHP66:validation:B004Z7H1OW,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6240043640136719,1.0,0.3578703999519348
A1G69BQLIUMWPN:validation:B000231G58,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5737050771713257,1.0,0.33039459586143494
A1G8JNHF0ZE4FA:validation:B0095XQWUA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6679819822311401,1.0,0.34559953212738037
A1GJKM6YGR3FM2:validation:B008AQUJM0,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6439536809921265,1.0,0.35834801197052
A1GQ1JGK9YM6BU:validation:B004TGVOOC,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.40263140201568604,1.0,0.3010106682777405
A1GSHFWF4ZL05I:validation:B000084JM8,tail,,55,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5646173357963562,1.0,0.3298071324825287
A1H4ME81LZ452H:validation:B001W32FHU,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4649999141693115,1.0,0.3116495907306671
A1H70WK52G194F:validation:B009AD4ZJA,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.5712721347808838,1.0,0.33880415558815
A1H8R02GMT1NIC:validation:B001VDRGQG,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3372393250465393,1.0,0.28136730194091797
A1HCY88YURHZVZ:validation:B007RM5CO8,head,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.7310882806777954,1.0,0.34286633133888245
A1HFT68GJ42LTM:validation:B0031P85VC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5264338850975037,1.0,0.30266162753105164
A1HMCR18I2G0N5:validation:B002J9R9IQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4187576174736023,1.0,0.29783108830451965
A1HP4IBOVLPPBX:validation:B0027CS7D6,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3116160035133362,1.0,0.28355932235717773
A1HWU7OWS0EC9R:validation:B007EE72BU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3454519510269165,1.0,0.294935941696167
A1I2U8NT5J6P1N:validation:B00ECV5KSU,tail,22,26,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.7224083542823792,1.0,0.35668879747390747
A1I7EA45MOXVO2:validation:B00EKHE1JA,tail,,77,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6978185176849365,1.0,0.3605768084526062
A1I8ON1X0B2N2W:validation:B00H7LKW8U,tail,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.6933709383010864,1.0,0.33638888597488403
A1IAQIZSXONWVU:validation:B00ARQW1MM,head,38,29,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.614484965801239,1.0,0.33234500885009766
A1ICQY6DT62O9N:validation:B00DV254L4,tail,9,9,1,1.0,0.3010299956639812,1.0,1.0,0.3010299956639812,1.0,0,0,0.6287980079650879,1.0,0.3462185859680176
A1IK5QG9Q5UQB5:validation:B00B7QKEWU,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5880792140960693,1.0,0.35973039269447327
A1ISNFODNKC3EI:validation:B007RKZJBQ,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5168408751487732,1.0,0.3258642554283142
A1ITEN72SMUP73:validation:B000277ATA,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5770205855369568,1.0,0.33401334285736084
A1IUL785XKEAD:validation:B000NTZL7U,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.49459418654441833,1.0,0.32531172037124634
A1IZRHRQNF3HSQ:validation:B00021Z2FU,head,13,12,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.44789421558380127,1.0,0.3089512884616852
A1J6Z9T0L4F4XR:validation:B00006JZCX,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2906853258609772,1.0,0.2674867808818817
A1JI8J1QQBSAHJ:validation:B004C7S70W,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5676292777061462,1.0,0.3345221281051636
A1JWCNSL6W622O:validation:B009T45XDW,head,15,12,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.6323317289352417,1.0,0.360096275806427
A1JXE27STRRE0H:validation:B00ATX7JSO,tail,2,2,1,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0,0,0.6651464700698853,1.0,0.3610599935054779
A1JXMPW18185MO:validation:B001R1RRC0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4640643894672394,1.0,0.3261238932609558
A1K0593NELZQ64:validation:B004E9TU5O,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6266403198242188,1.0,0.3460276424884796
A1L9E0DHAHL0M0:validation:B00AHAJGXK,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4908113479614258,1.0,0.31661152839660645
A1LCWUC7ZO8VF5:validation:B007RM5DTC,head,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4340640902519226,1.0,0.3052838444709778
A1LEXEYZFZ4611:validation:B009ZTUFP2,head,12,31,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.7844579219818115,1.0,0.36030375957489014
A1LLR2EA1X6J6M:validation:B00A671QP0,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5883328318595886,1.0,0.35847607254981995
A1LX95ESZ0HDYL:validation:B004QM8B4K,tail,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.42912089824676514,1.0,0.3075753450393677
A1LXUUMCF5PI5Q:validation:B005JR5RCA,tail,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.616942822933197,1.0,0.32072722911834717
