user_id	fold	target_source	baseline_rank	oof_rank	hit10_transition
A3DML7MESO9P8J	0	gram_only	2	2	stable_hit
A3PVM083UFTZQJ	4	union_miss	51	91	stable_miss
A3MFCKCUSW5OGE	0	union_miss	51	91	stable_miss
A2BYTAC87S23BA	3	union_miss	51	91	stable_miss
A3KC0CRGLO5LXJ	0	union_miss	51	91	stable_miss
A3FG51WL7BP7LN	3	union_miss	51	91	stable_miss
A7HUMX97N6J2R	1	cf_only	51	29	stable_miss
A1OAQLHCVKKNC5	0	union_miss	51	91	stable_miss
A3R5GTYQ50QVMD	2	cf_only	51	51	stable_miss
A21S0K5PU4YO9L	4	union_miss	51	91	stable_miss
A187FKQNMXSS8L	0	cf_only	51	51	stable_miss
A2E3XN7ZGK8G6S	0	both	1	1	stable_hit
A1N5Z9WQ7G6B45	3	gram_only	47	86	stable_miss
A309CYRJJNFMDG	0	union_miss	51	91	stable_miss
ACH40GDEWZRJS	4	union_miss	51	91	stable_miss
A26I6E533K6XZ8	1	union_miss	51	91	stable_miss
A3OFAMMKK080ES	2	union_miss	51	91	stable_miss
A2G7932FZ1GIXH	2	both	1	1	stable_hit
A1R27Q9GNRUGQQ	3	union_miss	51	91	stable_miss
A3GU48VNT4BCFR	0	union_miss	51	91	stable_miss
ANCQKZHPGDKS2	2	cf_only	51	61	stable_miss
A22OVVLMT0025M	0	both	1	1	stable_hit
ASDXGRHJ1G0MG	2	union_miss	51	91	stable_miss
A345BXR9RAZPQL	2	cf_only	51	70	stable_miss
A2PXVMF9DH8NDZ	3	union_miss	51	91	stable_miss
AJ7EXZ3ON0BVR	1	both	7	9	stable_hit
A3GV11WCN6B6OL	0	union_miss	51	91	stable_miss
A3S3GGVSMN1BDM	0	union_miss	51	91	stable_miss
A7JEWP1ITKQVJ	4	union_miss	51	91	stable_miss
A2DF9FLWF98ZKP	2	union_miss	51	91	stable_miss
A1KLPS6P7UR631	4	both	3	3	stable_hit
A1TKM36EYEQNSM	2	union_miss	51	91	stable_miss
AFO678EAGH4Y9	4	union_miss	51	91	stable_miss
A3G3J1K769O5EF	1	union_miss	51	91	stable_miss
AYBESUR7FVD97	3	union_miss	51	91	stable_miss
A2V8O6PWFD24V1	0	both	1	1	stable_hit
A2XMR57G65YL	4	union_miss	51	91	stable_miss
AMRMK86X3PKXD	2	union_miss	51	91	stable_miss
A35MGJOE55YM0I	4	union_miss	51	91	stable_miss
A3PR7RM3L8TORU	1	union_miss	51	91	stable_miss
ASRIOCTQPKK1B	1	union_miss	51	91	stable_miss
A3HUC8541SJ6UT	2	gram_only	14	15	stable_miss
A3BTL4FV6ODKAT	0	cf_only	51	52	stable_miss
AZ9ZEQ5Y6QBDK	4	both	18	20	stable_miss
A2ADF3PBL46KW3	1	cf_only	51	67	stable_miss
A2F74QFHK9EWPK	2	union_miss	51	91	stable_miss
A23KACXOE9O9TX	2	both	2	2	stable_hit
AW9FZO9WF88CV	3	union_miss	51	91	stable_miss
AYFGIZUMHUKCT	4	union_miss	51	91	stable_miss
AJ91FXLL2VBN7	4	union_miss	51	91	stable_miss
A22F6WEVKDYJ0O	0	union_miss	51	91	stable_miss
AAEVGE52KL0DJ	3	union_miss	51	91	stable_miss
A32WY3RGFMW9O1	0	both	4	4	stable_hit
A141WC0TY1PB6L	1	union_miss	51	91	stable_miss
AXSP7X8A1YK41	1	union_miss	51	91	stable_miss
ATZDGPMWR6N5D	2	union_miss	51	91	stable_miss
A13H2ZRENPV9E	2	union_miss	51	91	stable_miss
A3GZ0E8B9Z60J8	0	both	16	23	stable_miss
A2J2SK3BXBVXTE	1	cf_only	51	51	stable_miss
A131IPB482MK2C	3	union_miss	51	91	stable_miss
A2MSJ2NV99JXQC	3	union_miss	51	91	stable_miss
A1OZEX6BNJEDBM	1	union_miss	51	91	stable_miss
A325LPLXVP6F15	0	union_miss	51	91	stable_miss
A1QIKQIBBIKGLD	0	union_miss	51	91	stable_miss
ARMVD78URIPLF	4	union_miss	51	91	stable_miss
A8757LV5QW9VX	3	union_miss	51	91	stable_miss
A2YTL3NDH6JAHA	3	both	1	1	stable_hit
A3UTIIXWLL904I	4	union_miss	51	91	stable_miss
A35C2IVVQR1HTK	2	union_miss	51	91	stable_miss
A19LLI6RU662B8	4	union_miss	51	91	stable_miss
A27W2GQI41K0W	3	union_miss	51	91	stable_miss
ANUJTB160A13Z	4	union_miss	51	91	stable_miss
A2K9VXMD7453LW	2	union_miss	51	91	stable_miss
A1N5RY5DFBHT2Q	2	union_miss	51	91	stable_miss
A1TFCGAYYXEVLA	1	union_miss	51	91	stable_miss
A2TGH4VRQCS10Z	4	union_miss	51	91	stable_miss
A3UOS7EC0NN88A	1	union_miss	51	91	stable_miss
A2HID0OOMDK420	0	union_miss	51	91	stable_miss
A2XHAL5LZM1PPC	2	gram_only	24	17	stable_miss
A3OEGVSXY0Y07W	3	union_miss	51	91	stable_miss
A3D4NL89UHIJ87	2	gram_only	36	77	stable_miss
A3208DCETJQYDD	1	both	4	6	stable_hit
ASQKG1JENWA2M	1	union_miss	51	91	stable_miss
A2945GC97CSCM8	1	both	2	2	stable_hit
A31C7L5241640T	3	union_miss	51	91	stable_miss
A1QFGT1O6SZIHS	0	union_miss	51	91	stable_miss
A1TQZ4RSHEKQ45	0	union_miss	51	91	stable_miss
A1TDYS6Z6N1L9B	4	union_miss	51	91	stable_miss
ACRS2XC8L3S2K	3	union_miss	51	91	stable_miss
A2TWJ40S9HFUOB	2	union_miss	51	91	stable_miss
A2SVJ25T8F8BTW	1	union_miss	51	91	stable_miss
A3VGAP2KLCBNBB	2	cf_only	51	67	stable_miss
A2RVSAIPOK5Z3H	1	cf_only	51	74	stable_miss
A31RLBPR9AI8HE	3	union_miss	51	91	stable_miss
A14H68GI0P8Q8N	3	union_miss	51	91	stable_miss
A3AJQQEABBCYLX	4	union_miss	51	91	stable_miss
AV19W38S18KEF	3	union_miss	51	91	stable_miss
A2HB6YOYJPWNAL	4	union_miss	51	91	stable_miss
A2G8TQFLNX5MKQ	0	union_miss	51	91	stable_miss
A1YK31V8N02IFS	1	union_miss	51	91	stable_miss
A3Q0M13QFMD84D	0	union_miss	51	91	stable_miss
A3Q1GBD7C0999T	1	union_miss	51	91	stable_miss
A19NP8YYADOOSF	1	union_miss	51	91	stable_miss
AV0C12IXS9HYP	2	gram_only	38	33	stable_miss
A2X4478R0TCQSF	1	union_miss	51	91	stable_miss
A2B47LOX30XJ0G	1	both	1	1	stable_hit
A3J70SWLLQAFAT	1	union_miss	51	91	stable_miss
A1OKSDRSOBXEZE	1	gram_only	22	25	stable_miss
ALUUFD1P2VZEQ	1	union_miss	51	91	stable_miss
A1THY8LHOAST5O	0	union_miss	51	91	stable_miss
A3UEGI971RCXUU	4	union_miss	51	91	stable_miss
A3BVHEIVQF5R0G	3	gram_only	21	26	stable_miss
AOMKUI325W2TJ	2	union_miss	51	91	stable_miss
A3W1ZA5JQVT33G	3	gram_only	34	40	stable_miss
A15NFAT4JJBOO	3	union_miss	51	91	stable_miss
A137V8GCRFOY74	4	union_miss	51	91	stable_miss
ACIHXKMZIHV7W	1	union_miss	51	91	stable_miss
A1J6SUXLMJMLLR	0	union_miss	51	91	stable_miss
A2A1XYSB692L6J	2	union_miss	51	91	stable_miss
AXW32H306JBP	3	gram_only	28	31	stable_miss
A25369P9FFDF46	4	gram_only	28	21	stable_miss
A2FI9CP6R2K9OC	2	union_miss	51	91	stable_miss
A3EAUXPIL65GX5	4	union_miss	51	91	stable_miss
A28GUBWX9630QJ	2	union_miss	51	91	stable_miss
A1MOICOJEL4GRW	1	union_miss	51	91	stable_miss
A29KEMZEV5BL2S	4	both	2	2	stable_hit
A2TJLZPKD1MW24	0	union_miss	51	91	stable_miss
A25FWP777WLEHO	3	union_miss	51	91	stable_miss
A1LACH6MLQWZ	2	gram_only	21	18	stable_miss
AYCME2VJ64TAC	1	both	19	19	stable_miss
ASA6MO9JQS628	2	union_miss	51	91	stable_miss
A1LIV3VUYJG926	4	union_miss	51	91	stable_miss
A2S6QCNNN8AK91	0	union_miss	51	91	stable_miss
A3N03K23S2ZEIG	4	union_miss	51	91	stable_miss
A1K3BCUBHOCQMB	3	union_miss	51	91	stable_miss
A37RS6K0AP1DQJ	1	union_miss	51	91	stable_miss
A2LEZE5UVHFALD	4	union_miss	51	91	stable_miss
A1T909MRTTF9Y	2	union_miss	51	91	stable_miss
A14RYRR7ETV3UY	0	union_miss	51	91	stable_miss
A3PK2QEYSBTWYI	1	both	2	2	stable_hit
AVX7RB9XQ29Q5	0	union_miss	51	91	stable_miss
A1XBMV24O4XUTO	2	both	5	5	stable_hit
A2JBUYZCQAQF10	2	union_miss	51	91	stable_miss
A28UMA3GW9L124	4	union_miss	51	91	stable_miss
A3Q8JHRXVW2P8B	3	cf_only	51	54	stable_miss
AYIVP2Q1XP3H8	4	union_miss	51	91	stable_miss
A1X92E9FLWRU3H	3	union_miss	51	91	stable_miss
AXN72SDUK0KQT	4	union_miss	51	91	stable_miss
A2X5KTI8RDB0JH	1	gram_only	3	3	stable_hit
A23P5YQ8YAHF6L	4	cf_only	51	56	stable_miss
A11B61QBGHLQDN	4	union_miss	51	91	stable_miss
A27S42MP4XMHV5	1	both	33	39	stable_miss
A62R496DI8W34	2	both	20	21	stable_miss
AJ48OJORP4NE4	1	union_miss	51	91	stable_miss
A2TJJCSCF7YKB3	1	union_miss	51	91	stable_miss
A1354C4W99WQUB	4	both	1	1	stable_hit
AV5980KJFVGCG	0	union_miss	51	91	stable_miss
A1TSMUYO1K4L67	3	union_miss	51	91	stable_miss
A5UKTFW7RTC01	1	cf_only	51	37	stable_miss
A1GTFKOAZT8GQL	1	both	20	20	stable_miss
A35HCDS9EPCLLK	0	union_miss	51	91	stable_miss
AIK0G28AWIL17	4	union_miss	51	91	stable_miss
A1JWCNSL6W622O	2	gram_only	9	12	loss
A1VBDMNT6I8RE5	1	union_miss	51	91	stable_miss
A3VGTW5DM6GH67	1	both	3	3	stable_hit
AS1FPHXL6YLOW	2	union_miss	51	91	stable_miss
A1F7IP6EJ5DOR1	4	union_miss	51	91	stable_miss
AX88IRRCYGW1S	1	union_miss	51	91	stable_miss
A2XMO247S0NBJ0	0	both	2	2	stable_hit
A3T2FHMUNYZB7T	4	union_miss	51	91	stable_miss
A1UY1YWNUTY4XN	1	both	1	1	stable_hit
A3V6E16PSEARGV	0	union_miss	51	91	stable_miss
A2P08L70P8ET67	1	union_miss	51	91	stable_miss
A3AZPAZXGOD4VL	1	gram_only	15	11	stable_miss
A3KCKECEO3E2AN	3	both	22	27	stable_miss
A2WT9FBIC8G2UR	0	both	3	3	stable_hit
A29FLWXXYV07AF	0	union_miss	51	91	stable_miss
A35MQP8B71CQ9C	0	union_miss	51	91	stable_miss
A1ZR8AIM298DFT	2	gram_only	10	14	loss
ARGCRVY53Q5BR	1	union_miss	51	91	stable_miss
A25X4F1TS2SW27	2	both	7	11	loss
AAHPYVES8K6CK	4	both	1	1	stable_hit
A1FII6B4HLS8XR	2	gram_only	50	90	stable_miss
A32WT1ZEE4QGZB	1	union_miss	51	91	stable_miss
A4KKT5J33X0C9	0	union_miss	51	91	stable_miss
A1H70WK52G194F	1	gram_only	2	3	stable_hit
A3G42PNWASLGE8	1	gram_only	34	55	stable_miss
A3KJ06Z2K3UGYG	3	union_miss	51	91	stable_miss
A12E0Y0J6584RT	3	both	2	2	stable_hit
APQ225F9VOI97	4	both	1	1	stable_hit
A336PDROMWEDWL	2	union_miss	51	91	stable_miss
AXQSVBTBF6SLA	1	union_miss	51	91	stable_miss
A2M9NE0EX51O7Z	4	union_miss	51	91	stable_miss
A1UULJW6V2ERBP	0	union_miss	51	91	stable_miss
A2R8VXVVO50XIM	3	union_miss	51	91	stable_miss
ACLKV3VV6FGDU	3	union_miss	51	91	stable_miss
A3TTNQ1AUA2N63	1	union_miss	51	91	stable_miss
A2RIAXGSBP65BJ	3	union_miss	51	91	stable_miss
A3ORV1QBL4K9U1	4	union_miss	51	91	stable_miss
A3B5NETV3NS2EH	1	both	1	1	stable_hit
A27DY7WQWLYSEO	3	union_miss	51	91	stable_miss
A2GQ6ORWXGIGS6	2	gram_only	44	42	stable_miss
A3N9DP3DISWORE	1	union_miss	51	91	stable_miss
A3LWV94ZSGJANY	0	both	30	35	stable_miss
A2BPS64EXCJDKP	1	union_miss	51	91	stable_miss
A2MRTFIDEAPZJ1	0	cf_only	51	51	stable_miss
A2TI5R93FF69UN	1	union_miss	51	91	stable_miss
A3G2PUQ455XMXJ	4	cf_only	51	58	stable_miss
AETU6WZAUMX53	2	union_miss	51	91	stable_miss
A1I8XTYJHWX6N2	0	union_miss	51	91	stable_miss
A2KVKBIXBL9802	0	both	17	20	stable_miss
A2XNKMGEYHLUK7	3	union_miss	51	91	stable_miss
A1ESSN3AWYWUTL	1	union_miss	51	91	stable_miss
A17T1ADLB2YWZR	1	union_miss	51	91	stable_miss
A3EXW4HNYX7HF5	4	union_miss	51	91	stable_miss
A2SXGR38BJR47M	4	union_miss	51	91	stable_miss
A2FSPEEQSF1D3L	4	union_miss	51	91	stable_miss
AYUF7YETYOLNX	1	union_miss	51	91	stable_miss
AP1IQ8PYS5YHB	1	union_miss	51	91	stable_miss
A1UXYKT3295IFA	4	union_miss	51	91	stable_miss
A2MP7JGO747X6E	4	union_miss	51	91	stable_miss
A38942DXUBBVH7	0	union_miss	51	91	stable_miss
A2O35ES6WSV2Z2	1	cf_only	51	45	stable_miss
AJM8UJ66W6YT	2	union_miss	51	91	stable_miss
ADSFUJVGDLOE4	1	union_miss	51	91	stable_miss
A1ZAIEZHFLI9UN	4	gram_only	26	21	stable_miss
A112JF58KKB8LP	4	union_miss	51	91	stable_miss
A1GN7ZHUL5R03A	2	union_miss	51	91	stable_miss
A3DIDEUX0W5VT6	4	union_miss	51	91	stable_miss
A351YEOZLLR34M	3	union_miss	51	91	stable_miss
A3QIMPQ5IHQ2AI	3	union_miss	51	91	stable_miss
AIAFKJXRLHRSH	3	union_miss	51	91	stable_miss
A3JT5XR92IFRVL	3	union_miss	51	91	stable_miss
A17HMM1M7T9PJ1	3	gram_only	21	16	stable_miss
A3JQ9SPK2QOTQT	1	cf_only	51	37	stable_miss
A1C3V69D1U45HQ	1	union_miss	51	91	stable_miss
A1CY5WN9WX3X4	1	union_miss	51	91	stable_miss
A2GMR0SIVOO8T7	3	union_miss	51	91	stable_miss
A261ZEKT6OATPN	2	cf_only	51	49	stable_miss
A2LTE3VNQXGKW0	2	both	17	31	stable_miss
A3UVUAZUX9SA8M	4	union_miss	51	91	stable_miss
AB0LNCMOC8QOK	1	union_miss	51	91	stable_miss
A2FCYYMJSZ4K7Z	2	union_miss	51	91	stable_miss
A3PLSE1DHYB3E5	3	both	22	25	stable_miss
A33HWB3M8NWQ58	2	union_miss	51	91	stable_miss
A282QA7ILWWQZ6	4	union_miss	51	91	stable_miss
A2KVO09I5WQ8DK	3	union_miss	51	91	stable_miss
A3H52GVIONVIK7	1	union_miss	51	91	stable_miss
A3SOG15BVCO51	0	union_miss	51	91	stable_miss
A3UJ65AN55YBP6	1	union_miss	51	91	stable_miss
A27EMTPVMIDZKW	2	union_miss	51	91	stable_miss
A12H774IJ9EWZI	3	cf_only	51	46	stable_miss
A2VE448CUB907P	2	union_miss	51	91	stable_miss
A1VO8NC02CAVJE	0	union_miss	51	91	stable_miss
ABU0S5LQC4UU2	4	union_miss	51	91	stable_miss
A2RA8EXRAZN45S	4	union_miss	51	91	stable_miss
A2SAKBTBTR2BNB	2	union_miss	51	91	stable_miss
AG6SDKCAXNR33	1	union_miss	51	91	stable_miss
A77L6DK349N94	1	union_miss	51	91	stable_miss
A1NHBJ146UYR06	2	union_miss	51	91	stable_miss
A72YUWHZ1OR9O	2	union_miss	51	91	stable_miss
A21F2U5SP9FJC7	1	union_miss	51	91	stable_miss
A2284MUOR64G2F	0	union_miss	51	91	stable_miss
A35FOJRS62GW49	1	union_miss	51	91	stable_miss
A2WF5J4XI1ZFXM	1	union_miss	51	91	stable_miss
AIOHNV6OYID1N	3	union_miss	51	91	stable_miss
A1LHAXBM5GBJS2	4	both	4	4	stable_hit
A2RY4E6DP3M2L2	1	union_miss	51	91	stable_miss
A302JEPH6HRPPL	1	union_miss	51	91	stable_miss
A1IC0HZ35M0406	1	both	1	1	stable_hit
A2Q51LFVE9P8H7	1	union_miss	51	91	stable_miss
A1CS9QXHP8LJB0	1	cf_only	51	56	stable_miss
A2FWZ58M6IQMD7	2	union_miss	51	91	stable_miss
A3D3ASEXBFN5DL	3	union_miss	51	91	stable_miss
A30PGVFBSML3YV	1	gram_only	4	5	stable_hit
A3EZIP6YQX5J8Q	0	cf_only	51	59	stable_miss
A1CB5WCS1KQTOZ	1	union_miss	51	91	stable_miss
A10332THSGIOC1	1	union_miss	51	91	stable_miss
A1WVO00PIPF8RA	1	union_miss	51	91	stable_miss
A3LZBN54U1MR5A	1	union_miss	51	91	stable_miss
AY9SSM2CJ5RTA	2	union_miss	51	91	stable_miss
A3SCIP098VYA23	3	union_miss	51	91	stable_miss
A22S4C01D1O01K	3	union_miss	51	91	stable_miss
A39VM3SAUME9VV	4	union_miss	51	91	stable_miss
A2BF1GX8G0VD07	2	union_miss	51	91	stable_miss
A1U1343Q6A44BY	3	union_miss	51	91	stable_miss
AYMRVJI3K0XUK	4	cf_only	51	40	stable_miss
A1CQ2LJA3XU7UM	0	union_miss	51	91	stable_miss
A1HJ9P95IRZ32O	2	union_miss	51	91	stable_miss
A2M7SF04WEDW4W	2	union_miss	51	91	stable_miss
A2YXWENP814QLI	1	union_miss	51	91	stable_miss
A20RGDA4WCJGN2	3	union_miss	51	91	stable_miss
A7X9SBEVSHV5N	1	union_miss	51	91	stable_miss
ABPX680DGJ5AA	1	gram_only	49	90	stable_miss
A1EN4XAKX9LK4A	3	both	1	1	stable_hit
A1JJBI6Q3T9O0Y	0	both	1	1	stable_hit
A10ZOXRR0QMZ9Z	0	union_miss	51	91	stable_miss
A5X1B2HBQUR3P	0	union_miss	51	91	stable_miss
A3C87XR86TEWEF	1	both	1	1	stable_hit
A28EX0M22Y4KS4	3	union_miss	51	91	stable_miss
A3TICVZ5T1KBBO	2	union_miss	51	91	stable_miss
A305EJS7U9EDQG	2	union_miss	51	91	stable_miss
A9UPV7OQYV03F	4	gram_only	2	2	stable_hit
A1BQTYVTL2W9RN	0	union_miss	51	91	stable_miss
ACSD2I68RM1L1	2	union_miss	51	91	stable_miss
A2341MIGVAIESJ	0	union_miss	51	91	stable_miss
A23TSL8Y510LV6	2	union_miss	51	91	stable_miss
AZ45UN2TEI3HY	1	union_miss	51	91	stable_miss
A2IKCYDHAJR4KL	1	union_miss	51	91	stable_miss
A3BP2X6VFUSS5R	2	union_miss	51	91	stable_miss
A2D5Z9KLWTDW51	3	union_miss	51	91	stable_miss
A3SUJTLF7K7FJ6	1	both	3	2	stable_hit
A19SYRKLL6PD4R	2	union_miss	51	91	stable_miss
A18RR55RLK90PP	2	union_miss	51	91	stable_miss
A3CNL2EG5ARWL4	1	union_miss	51	91	stable_miss
AT40FSES3V2LI	3	union_miss	51	91	stable_miss
AG5942NI7JAH1	2	union_miss	51	91	stable_miss
A1M1ZZCMOH111Y	1	union_miss	51	91	stable_miss
A2UAS6OGCR8IUG	4	union_miss	51	91	stable_miss
A2N7UANAFQ9L5C	4	union_miss	51	91	stable_miss
A11QM8IY2QS1F5	1	union_miss	51	91	stable_miss
AQJUB96Y7X59A	4	union_miss	51	91	stable_miss
A18MG1GPSEAPE9	3	union_miss	51	91	stable_miss
A24E9EHRGDOGV3	0	gram_only	43	38	stable_miss
A2EUFP0JRNT89E	1	union_miss	51	91	stable_miss
A3CLWZGMC7M9Z1	4	both	20	20	stable_miss
A3NN6Q0D6TK11U	1	both	7	7	stable_hit
A34VCCL1YO6D0I	2	union_miss	51	91	stable_miss
A1PLGH5DGHFVVY	0	union_miss	51	91	stable_miss
A2PZJI7YONY2A1	2	both	1	1	stable_hit
A1P6QSZJY5OBY7	4	union_miss	51	91	stable_miss
A2I02MYK9NI73B	0	union_miss	51	91	stable_miss
A2T5VFMUGVV1XG	3	union_miss	51	91	stable_miss
A2ASMPDV3AH0QT	1	union_miss	51	91	stable_miss
A2WZBKDNVBMLWZ	0	gram_only	1	1	stable_hit
APP8XWYYV4PAA	0	cf_only	51	79	stable_miss
A19VQ5NIFBUJSV	0	gram_only	2	2	stable_hit
A3F69LY1QJ7I5Y	0	union_miss	51	91	stable_miss
AGFGY4EJ37VS2	1	gram_only	29	22	stable_miss
A3O4UFT4RQO7AN	1	union_miss	51	91	stable_miss
A2D3Z8IGW9RJ4K	2	union_miss	51	91	stable_miss
ATL2EJGS0OD8S	2	gram_only	10	10	stable_hit
A3ESTWDBNOUJQ7	4	union_miss	51	91	stable_miss
A108CA8X6ZYE9W	0	union_miss	51	91	stable_miss
A1J5FNJLW42BL8	4	union_miss	51	91	stable_miss
A39O1RWSVIB6TK	2	union_miss	51	91	stable_miss
AQW0X2731G6ZB	3	gram_only	33	37	stable_miss
A35OBVCKDNYUR3	3	gram_only	7	8	stable_hit
ABD7HPJOBC8BJ	2	gram_only	6	5	stable_hit
A3PJNHE80BQNFU	2	union_miss	51	91	stable_miss
A1DSCPT3MY8NSX	3	both	3	4	stable_hit
A1ISA41C4A03SG	3	gram_only	16	16	stable_miss
A7A31MX1R7DUD	1	cf_only	51	60	stable_miss
A2O2822VQN2HFG	4	union_miss	51	91	stable_miss
A3N2SK11B25XZK	1	cf_only	51	59	stable_miss
A2XCL1L7FCSOO7	0	union_miss	51	91	stable_miss
A2771ZD14NJVS	4	both	1	1	stable_hit
A2YQ24IJEVF3PV	0	union_miss	51	91	stable_miss
A1AOG5U92RH6GC	3	union_miss	51	91	stable_miss
A3L17RRL053ZXH	4	gram_only	10	11	loss
A53YP4DF1EJES	1	both	2	2	stable_hit
AQNDWV4YMTBZF	2	union_miss	51	91	stable_miss
A5QSI9MNS8NMS	4	gram_only	4	4	stable_hit
AXK8UKPSYESNP	4	union_miss	51	91	stable_miss
