dataset,user,split,sample_hash,depth,child_count,history_length,metadata_tokens_mean,metadata_tokens_min,metadata_missing_fraction,unique_neighbors_mean,semantic_entropy,semantic_margin,semantic_max_probability,collaborative_entropy,collaborative_margin,collaborative_max_probability,full_entropy,full_margin,full_max_probability,semantic_collaborative_js,semantic_collaborative_top1_agree,lp_semantic,lp_collaborative,lp_full_source,lp_full5,lp_full10,lp_full20,u_semantic,u_collaborative,u_k5,u_k10,u_k20
Toys,A2SP41NNR0KMV2,audit,00cbd76b98a05a14dd6d649e3ba0a120ac111154d4c8074cab6e9cdb3852be2a,0,30,2.0,183.0,131.0,0.0,20.0,2.3744468688964844,0.34745777398347855,0.4315127432346344,1.9148062467575073,0.5439748466014862,0.5960342884063721,1.6538729667663574,0.6196193844079971,0.6624541282653809,0.027606241405010223,1.0,-0.8404582142829895,-0.5174570679664612,-0.4118039906024933,-0.4118039906024933,-0.2648303806781769,-0.4124279022216797,0.1056530773639679,0.4286542236804962,0.4286542236804962,0.1469736099243164,-0.1475975215435028
Toys,A2SP41NNR0KMV2,audit,00cbd76b98a05a14dd6d649e3ba0a120ac111154d4c8074cab6e9cdb3852be2a,1,20,2.0,183.0,131.0,0.0,20.0,1.0666520595550537,0.6435840055346489,0.7372808456420898,0.32854709029197693,0.915155565366149,0.9413699507713318,0.7212445139884949,0.7629807889461517,0.8416532278060913,0.04319507256150246,1.0,-0.30478641390800476,-0.06041905656456947,-0.17238718271255493,-0.17238718271255493,-0.20750708878040314,-0.2104187309741974,-0.11196812614798546,0.13239923119544983,0.13239923119544983,-0.035119906067848206,-0.0029116421937942505
Toys,A2SP41NNR0KMV2,audit,00cbd76b98a05a14dd6d649e3ba0a120ac111154d4c8074cab6e9cdb3852be2a,2,72,2.0,183.0,131.0,0.0,20.0,1.7423545122146606,0.34868699312210083,0.5128117203712463,0.31014278531074524,0.9390859948471189,0.9529910087585449,0.7296839952468872,0.7788765281438828,0.8493025302886963,0.394292414188385,0.0,-1.807128667831421,-0.04814981669187546,-0.1633397936820984,-0.1633397936820984,-0.3164815902709961,-0.0928308293223381,-0.11518997699022293,1.6437888741493225,1.6437888741493225,-0.1531417965888977,0.223650760948658
Toys,A2SP41NNR0KMV2,audit,00cbd76b98a05a14dd6d649e3ba0a120ac111154d4c8074cab6e9cdb3852be2a,3,3,2.0,183.0,131.0,0.0,20.0,0.29085856676101685,0.8687924742698669,0.9282743334770203,7.855946751078591e-05,0.9999894191632848,0.999994158744812,1.4828960956947412e-05,0.9999983687388294,0.9999990463256836,0.6600023508071899,0.0,-4.402736186981201,-5.8412379075889476e-06,-9.536738616588991e-07,-9.536738616588991e-07,-3.6954811548639555e-06,-1.6689286894688848e-06,4.8875640459300485e-06,4.4027352333073395,4.4027352333073395,-2.7418072932050563e-06,2.0265524653950706e-06
Toys,A2SP41NNR0KMV2,audit,00cbd76b98a05a14dd6d649e3ba0a120ac111154d4c8074cab6e9cdb3852be2a,4,1,2.0,183.0,131.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,0,30,3.0,173.0,139.0,0.0,20.0,2.9116339683532715,0.040680572390556335,0.12906932830810547,2.6208419799804688,0.10970655083656311,0.24164645373821259,2.806931257247925,0.013988733291625977,0.15568241477012634,0.11851505935192108,0.0,-2.719726800918579,-2.06296443939209,-1.8599371910095215,-1.8599371910095215,-2.2034871578216553,-2.2658543586730957,0.20302724838256836,0.8597896099090576,0.8597896099090576,-0.3435499668121338,-0.06236720085144043
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,1,24,3.0,173.0,139.0,0.0,20.0,1.0939255952835083,0.6859530732035637,0.7599645256996155,1.0816657543182373,0.32359519600868225,0.60496586561203,1.0088683366775513,0.5288041085004807,0.7052872776985168,0.11411505192518234,1.0,-0.27448350191116333,-0.5025832653045654,-0.34915006160736084,-0.34915006160736084,-0.2606797516345978,-0.6076902151107788,0.1534332036972046,-0.07466655969619751,-0.07466655969619751,0.08847030997276306,-0.34701046347618103
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,2,186,3.0,173.0,139.0,0.0,20.0,3.4773623943328857,0.142997644841671,0.23296087980270386,2.50641131401062,0.13229484856128693,0.3247297704219818,2.8400726318359375,0.036876991391181946,0.19077730178833008,0.2723994255065918,0.0,-1.456884741783142,-3.2319397926330566,-2.1460511684417725,-2.1460511684417725,-2.1155526638031006,-1.6974431276321411,1.0858886241912842,-0.6891664266586304,-0.6891664266586304,0.030498504638671875,0.4181095361709595
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,3,32,3.0,173.0,139.0,0.0,20.0,1.9321321249008179,0.10847984254360199,0.35027891397476196,0.9731236696243286,0.10204988718032837,0.519494891166687,0.9748958349227905,0.6098663508892059,0.7339785099029541,0.4712511897087097,0.0,-2.880496025085449,-0.6548982858657837,-0.3092755377292633,-0.3092755377292633,-0.22421538829803467,-0.26631826162338257,0.3456227481365204,2.571220487356186,2.571220487356186,0.08506014943122864,-0.0421028733253479
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,4,9,3.0,173.0,139.0,0.0,20.0,0.7652250528335571,0.5122107565402985,0.7324092984199524,0.07620830833911896,0.9778352854773402,0.987356424331665,0.07275531440973282,0.9763042209669948,0.9874495267868042,0.08834348618984222,1.0,-0.31141579151153564,-0.012724164873361588,-0.012629881501197815,-0.012629881501197815,-0.005574751645326614,-0.012094142846763134,9.428337216377258e-05,0.29878591001033783,0.29878591001033783,0.0070551298558712006,-0.00651939120143652
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,0,30,2.0,174.0,112.0,0.0,20.0,2.792546033859253,0.04471507668495178,0.1834934502840042,2.5890018939971924,0.05971507728099823,0.2543879747390747,2.8031389713287354,0.009316369891166687,0.13496601581573486,0.09677981585264206,0.0,-3.3846402168273926,-1.6364346742630005,-2.1607866287231445,-2.1607866287231445,-2.5796656608581543,-2.9268245697021484,-0.524351954460144,1.223853588104248,1.223853588104248,-0.41887903213500977,-0.34715890884399414
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,1,19,2.0,174.0,112.0,0.0,20.0,2.128783941268921,0.07808682322502136,0.30064696073532104,1.1429481506347656,0.6515392288565636,0.7246785759925842,2.0017356872558594,0.05980069935321808,0.29977554082870483,0.3099672794342041,0.0,-1.201818585395813,-2.7707996368408203,-1.2047213315963745,-1.2047213315963745,-1.8124568462371826,-2.933278799057007,1.5660783052444458,-0.0029027462005615234,-0.0029027462005615234,-0.6077355146408081,-1.1208219528198242
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,2,37,2.0,174.0,112.0,0.0,20.0,1.9586448669433594,0.35848264396190643,0.49564066529273987,0.7552874088287354,0.8004213757812977,0.8469934463500977,2.367915630340576,0.05833980441093445,0.23809456825256348,0.5164662599563599,0.0,-4.692087173461914,-4.721522331237793,-2.4575061798095703,-2.4575061798095703,-3.9914822578430176,-6.817828178405762,2.2640161514282227,2.2345809936523438,2.2345809936523438,-1.5339760780334473,-2.826345920562744
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,3,1,2.0,174.0,112.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,4,1,2.0,174.0,112.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,0,30,3.0,127.66666666666667,65.0,0.0,20.0,2.6888983249664307,0.1600579097867012,0.27976229786872864,0.8235014081001282,0.7869005165994167,0.8423387408256531,2.554206609725952,0.10050782561302185,0.2739182412624359,0.33131831884384155,0.0,-1.2738149166107178,-2.892486095428467,-1.294925570487976,-1.294925570487976,-1.3579810857772827,-1.497859001159668,1.5975605249404907,-0.0211106538772583,-0.0211106538772583,-0.06305551528930664,-0.13987791538238525
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,1,31,3.0,127.66666666666667,65.0,0.0,20.0,2.647449493408203,0.019543826580047607,0.18165527284145355,2.6401913166046143,0.08500790596008301,0.23017865419387817,2.526031017303467,0.11483153700828552,0.2684169411659241,0.016256578266620636,0.0,-5.600069046020508,-5.706246376037598,-5.6600165367126465,-5.6600165367126465,-5.708920955657959,-6.350885391235352,0.04622983932495117,-0.05994749069213867,-0.05994749069213867,-0.0489044189453125,-0.6419644355773926
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,2,6,3.0,127.66666666666667,65.0,0.0,20.0,1.302886962890625,0.27232834696769714,0.4603519141674042,1.334468126296997,0.16593581438064575,0.3944818079471588,1.2937748432159424,0.08490896224975586,0.399942547082901,0.06402036547660828,0.0,-1.7305026054382324,-1.476017713546753,-0.9164343476295471,-0.9164343476295471,-1.7158944606781006,-4.1892547607421875,0.5595833659172058,0.8140682578086853,0.8140682578086853,-0.7994601130485535,-2.473360300064087
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,3,1,3.0,127.66666666666667,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,4,1,3.0,127.66666666666667,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,5,2,3.0,127.66666666666667,65.0,0.0,20.0,0.6697673797607422,0.21539270877838135,0.6076963543891907,0.6545122861862183,0.27616921067237854,0.6380845904350281,0.6596406698226929,0.25741246342658997,0.6287062168121338,0.0004914808087050915,1.0,-0.49807989597320557,-0.4492843747138977,-0.4640912413597107,-0.4640912413597107,-0.4412468671798706,-0.3071504235267639,-0.014806866645812988,0.03398865461349487,0.03398865461349487,0.022844374179840088,0.1340964436531067
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,0,30,4.0,229.25,93.0,0.0,20.0,0.03261822089552879,0.9947382080135867,0.9962847232818604,0.002265933435410261,0.999726919355453,0.9998027682304382,0.010743118822574615,0.998493718332611,0.9989112615585327,0.0009772754274308681,1.0,-0.003722169203683734,-0.00019727191829588264,-0.0010893370490521193,-0.0010893370490521193,-0.0013974672183394432,-0.0009349980391561985,-0.0008920651307562366,0.0026328321546316147,0.0026328321546316147,-0.00030813016928732395,0.0004624691791832447
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,1,24,4.0,229.25,93.0,0.0,20.0,0.9364578127861023,0.6591780707240105,0.7607610821723938,0.4784310460090637,0.8541900478303432,0.901930570602417,0.7064871788024902,0.8094698376953602,0.8537864089012146,0.022037431597709656,1.0,-0.27343595027923584,-0.10321775823831558,-0.15807418525218964,-0.15807418525218964,-0.12616115808486938,-0.07239023596048355,-0.054856427013874054,0.1153617650270462,0.1153617650270462,0.03191302716732025,0.053770922124385834
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,2,186,4.0,229.25,93.0,0.0,20.0,0.6356589198112488,0.8615788444876671,0.8913917541503906,0.06501676887273788,0.9916069427272305,0.9926843047142029,0.08219665288925171,0.9878498532343656,0.9902618527412415,0.029389921575784683,1.0,-0.11497125774621964,-0.007342614233493805,-0.009785893373191357,-0.009785893373191357,-0.011448521167039871,-0.027989188209176064,-0.0024432791396975517,0.10518536437302828,0.10518536437302828,-0.0016626277938485146,-0.016540667042136192
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,3,7,4.0,229.25,93.0,0.0,20.0,0.33838343620300293,0.7981454059481621,0.898240327835083,0.09015747904777527,0.9733476806432009,0.9847485423088074,0.005624273791909218,0.9989191422937438,0.9993763566017151,0.6797551512718201,0.0,-14.228504180908203,-0.015368960797786713,-0.0006238659843802452,-0.0006238659843802452,-0.09843693673610687,-0.8541804552078247,0.014745094813406467,14.227880314923823,14.227880314923823,-0.09781307075172663,-0.7557435184717178
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,4,1,4.0,229.25,93.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,0,30,3.0,131.66666666666666,93.0,0.0,20.0,1.3466193675994873,0.5910036936402321,0.7028796076774597,0.554328203201294,0.8580474257469177,0.8988310098648071,1.4566746950149536,0.5723685324192047,0.6793578267097473,0.03433217108249664,1.0,-0.35256966948509216,-0.10666026920080185,-0.38660728931427,-0.38660728931427,-0.4049395024776459,-0.221114844083786,-0.27994702011346817,-0.034037619829177856,-0.034037619829177856,-0.018332213163375854,0.18382465839385986
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,1,31,3.0,131.66666666666666,93.0,0.0,20.0,0.09509120881557465,0.9856379085686058,0.988146185874939,0.07181522250175476,0.9882379167247564,0.9908941984176636,0.1497211903333664,0.9749799841083586,0.9799342751502991,0.00041539056110195816,1.0,-0.01192464865744114,-0.009147520177066326,-0.02026975341141224,-0.02026975341141224,-0.029218796640634537,-0.048258986324071884,-0.011122233234345913,-0.0083451047539711,-0.0083451047539711,-0.008949043229222298,-0.019040189683437347
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,2,29,3.0,131.66666666666666,93.0,0.0,20.0,1.8871712684631348,0.08967970311641693,0.2932557165622711,1.072580337524414,0.07533836364746094,0.4649423658847809,1.6291871070861816,0.007669121026992798,0.326574444770813,0.1680239737033844,0.0,-1.226710319519043,-2.0161280632019043,-1.6101614236831665,-1.6101614236831665,-1.9895377159118652,-2.661947727203369,0.4059666395187378,-0.38345110416412354,-0.38345110416412354,-0.37937629222869873,-0.6724100112915039
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,3,1,3.0,131.66666666666666,93.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,4,1,3.0,131.66666666666666,93.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,0,30,2.0,289.5,131.0,0.0,20.0,2.6971824169158936,0.018144160509109497,0.20806367695331573,2.7170939445495605,0.03462819755077362,0.15460945665836334,2.7910220623016357,0.017048269510269165,0.1491195261478424,0.22537574172019958,0.0,-3.483271598815918,-2.3130428791046143,-2.125831127166748,-2.125831127166748,-2.113762378692627,-2.066847324371338,0.1872117519378662,1.35744047164917,1.35744047164917,0.012068748474121094,0.04691505432128906
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,1,28,2.0,289.5,131.0,0.0,20.0,1.824244737625122,0.193521186709404,0.4385172128677368,1.3595807552337646,0.06432190537452698,0.4565797448158264,0.22439539432525635,0.9524988224729896,0.9647630453109741,0.3488164246082306,0.0,-1.4065133333206177,-0.7839919328689575,-0.035872746258974075,-0.035872746258974075,-0.08880246430635452,-2.318687915802002,0.7481191866099834,1.3706405870616436,1.3706405870616436,-0.05292971804738045,-2.2298854514956474
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,2,6,2.0,289.5,131.0,0.0,20.0,1.0801784992218018,0.4579741507768631,0.6336544752120972,0.5391272306442261,0.746034786105156,0.8494241833686829,1.0372235774993896,0.2884759306907654,0.5836347341537476,0.46373969316482544,0.0,-1.7390893697738647,-3.1982669830322266,-2.555997848510742,-2.555997848510742,-5.323972702026367,-11.920342445373535,0.6422691345214844,-0.8169084787368774,-0.8169084787368774,-2.767974853515625,-6.596369743347168
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,3,1,2.0,289.5,131.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,4,1,2.0,289.5,131.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,0,30,2.0,152.0,66.0,0.0,20.0,2.185007095336914,0.3572975769639015,0.45028331875801086,1.536449909210205,0.6055196635425091,0.6653897762298584,2.404954433441162,0.27289096266031265,0.3701215386390686,0.02611185982823372,1.0,-0.7978783249855042,-0.4073823094367981,-0.9939237833023071,-0.9939237833023071,-0.9656022787094116,-0.9846538305282593,-0.586541473865509,-0.19604545831680298,-0.19604545831680298,0.028321504592895508,-0.019051551818847656
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,1,29,2.0,152.0,66.0,0.0,20.0,2.2171425819396973,0.279658704996109,0.40765488147735596,2.5647454261779785,0.15657462924718857,0.2754089832305908,2.6577060222625732,0.0506470650434494,0.2083246111869812,0.0855070948600769,0.0,-5.01267147064209,-3.864311933517456,-3.7309885025024414,-3.7309885025024414,-3.741476058959961,-4.301170825958252,0.13332343101501465,1.2816829681396484,1.2816829681396484,-0.010487556457519531,-0.559694766998291
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,2,6,2.0,152.0,66.0,0.0,20.0,0.2506016194820404,0.936460018157959,0.9541552066802979,0.26390355825424194,0.9274502135813236,0.9510837197303772,0.26883137226104736,0.9277094416320324,0.9498313069343567,0.0019036110024899244,1.0,-0.046928949654102325,-0.05015316978096962,-0.051470886915922165,-0.051470886915922165,-0.07383379340171814,-0.06182362511754036,-0.0013177171349525452,-0.0045419372618198395,-0.0045419372618198395,-0.022362906485795975,0.01201016828417778
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,3,2,2.0,152.0,66.0,0.0,20.0,0.12230575084686279,0.9470283556729555,0.9735141396522522,0.029065050184726715,0.990904142614454,0.9954521059989929,0.09571455419063568,0.9611898902803659,0.9805949330329895,0.00435107946395874,1.0,-0.026842905208468437,-0.004558291286230087,-0.019595840945839882,-0.019595840945839882,-0.010155906900763512,-0.002061981474980712,-0.015037549659609795,0.007247064262628555,0.007247064262628555,0.00943993404507637,0.0080939254257828
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,4,1,2.0,152.0,66.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2G00U3NCCUOGL,audit,012fa8afbadc6715ff5395eeecbf3178e64a3ce10c32974fc0aad03db168be20,0,30,3.0,224.33333333333334,168.0,0.0,20.0,2.249692916870117,0.10365210473537445,0.3353878855705261,2.2505452632904053,0.08762890100479126,0.33043795824050903,2.364654064178467,0.1883762776851654,0.3433254361152649,0.010907265357673168,1.0,-1.0924675464630127,-1.1073362827301025,-1.069076418876648,-1.069076418876648,-1.2101738452911377,-1.5883350372314453,0.03825986385345459,0.023391127586364746,0.023391127586364746,-0.14109742641448975,-0.3781611919403076
