user_id	fold
ACZMM7OTESMH0	4
A3HZ83EUW587RM	2
A6MBUVFWKZCRX	3
A1444X9S5NG532	2
A1VJ1I17SJC98V	3
A1PBMMMRN2YVM7	1
A2BUPFYUOFL8WH	1
A1Z3QPQQP6EDOH	0
A3FAV9KE01OVPR	4
A11X2Q3Z7GLIVJ	2
A1510WM4V9MICG	1
A2OIGPPBTR65MR	3
A2GCX6TJ7O1ABL	0
A1Z8OFGUAVJAVL	0
A2GCAXEAVBW2AG	3
A3DTM08XWOZGYB	4
A2CSUBM1565NGH	4
A35K0699AN1EJ1	3
A3F3B6HY9RJI04	2
AVXVMD36FPP8F	0
A3K79V6EK1DV7J	0
AT08NIODVL3GP	1
A11FW5TMTDTQO4	3
A7357KQSOESYC	0
A3CU4VWM1GWA8V	4
A12HP658Q4FI5D	0
A44OY8EFDM4IP	1
A3F69LY1QJ7I5Y	4
A3H8OYIER5SWSI	1
AU246IQR4Z1EF	1
AXF9B6ZWF03YZ	2
A2BSAB56O2Z9L4	1
A1RFEO61AGIRPR	1
A33NTMJHWDV0O1	0
A1GRIPPFYMIF0P	3
A2HVY2VBR5IY6O	0
A141W8WHW9AC3H	2
A1I12P53XRMJP0	3
A1EOL1UNHCQ2OK	1
A1MXJVANURX26J	3
A3OTYODDF52VX1	0
A1Y1IE41K2NDT1	2
A158VTFPOBZZY	1
AQPRNOTQZVD62	3
A3R25J093OGY3D	3
A3C1S22BR7LVOZ	0
A2K0CTIYO0R0H1	2
A3085TU8091IW	3
A127LL6NRV0A36	2
A35GP64E7LQL80	0
A1QJ8O04T2X0WR	4
A3O2XYVT5YJB9X	1
A24EWW9YP5HN62	2
A3PIX3Y9W3BUOF	1
A2025FCZVEUP8F	1
A2OMI2NAEO1MZI	4
ABGLRVU2QIECK	3
AKXNQ67GCNKND	3
A170GOPHLT54P2	4
A3C7G0HOJTOQ0I	2
A2Z60PVKWFO3SW	0
A3I9B1CGS5TP2J	4
A3U2UEBJNEX68I	3
AY5XWJE0LEYB8	3
A3I6PSQD9AL7VU	0
A22IOW4U7ER2TR	3
A33W1ED2CINHHF	2
A3O739U0I3QXRY	1
AV7X73ZW5KDCN	2
A3IE8E0JN0LZFY	0
A2V325C5TYPZTQ	0
A1FMWLZ9YY91XI	1
A3GSRSYNOZNBUY	0
A2KP4CWYUTKUFO	2
A1FM549IYXH16E	3
A2U7BVPBW4AZTH	1
AAXVHEC465APO	3
A3MFU0GVZUVH3K	0
A22321WGRP47QU	3
A32JRYB13SAZUT	4
A2KKSQO44MPRE5	2
A28G3C33E5GW3P	4
A174BJIC9OEL9K	4
A2HLSO3T9PPEA5	3
A3V6E16PSEARGV	2
A2WA4Q15BNZ78J	4
AY4BKTTLRHETL	3
A2NW1WH02SNCRP	2
A8D8W0Z8E9IOG	0
AMCTELCF1ESG7	1
A33SRRK6M2ZGIH	3
A376OJHLE6SU9Q	3
A2TNEYVYHY3C4C	0
A1F5588D4SRZ2W	4
A13OBBS94PRVLP	4
AUXCIRLTZUR8W	3
AOL4EAN05IY16	0
A1IR8NOC0TBOM2	1
A1SP366J07MNU	4
A14WOXZ6JTGNPC	3
A2T73ILK4WCOSP	0
A2QPGQBU2CAF2D	4
A3QB5GGUYO607J	4
A2WU1CT9AXRS33	0
A2LDXAC9KJHU5F	0
A2KFO3WTSDBLEX	3
A3C2RGMRAI1JG1	1
ARTL8Q5NJF7WF	2
AHPX71LWPYX04	2
A1081CI06OVJFP	1
A37MU0GH45SBQW	4
A2HUOPC7F93949	3
A11OTLEDSW8ZXD	0
A3H9TRBHEW94C0	0
A7NNRSEZWQDSQ	2
A3UE1PURTS8PG	1
A2RAHVQXI12VGA	2
A3PDGHTCRE3G56	4
A8GR4PH5NW96V	4
A3ENCEVRRTFQL1	4
A1CZX3CP8IKQIJ	2
A2J29RFZ2TI0NQ	0
A1M8VUEMELRTNL	4
AYRY9SNC133U8	1
A2LQA7C6T640AY	0
ANYPFR38T1I4A	4
A2P8JAGEYL18GF	3
A3PW1SRE8IJ7BU	1
A1BFSF51KDKLP4	1
A2S036QNK68S8T	3
AH6OYB8SIKPE9	2
A2R7QBW9QL3NJU	0
A4CVS4GV4JS3D	1
A44V99PXB7RCZ	2
A1VEELTKS8NLZB	1
A10YWQ4AAAE29O	2
A33XE32OLAY7DW	3
A1Q62S1E5H3Q2A	1
A2LQWDVAZ0RUV1	4
A3O389O1DUHM0W	4
A29RHXL9SG6Y6Y	3
A3U2C3NVBAGV29	3
A30YJ52TVOABT7	4
A2W99G61E5ZPF0	1
A2IGZXPAT1CXNF	4
A2HPWNWR8795UE	2
AIDX2MKIIF2OO	1
A3C5OZBJD5WMZC	3
A5J15TWUVTWVG	1
A3P0PA5CEP3HTU	0
A100L918633LUO	2
A1PS67NTSNL3OM	1
A1MK0UA8UDSMRW	4
A1SQT0QOVM5TUR	4
A7NTB12F2QR3A	2
A2AHQPAL712IJ4	0
A2Q3L9FI2BZPHQ	0
A22BY6LSKXFZ8J	1
A30YCE03QCYBFC	2
A1VTCSCH8FFC76	2
A2YP323KXIBPQ9	4
A2YQJ3PMLRD5RB	4
ALY8AZAOP0TTN	2
A183VX9JGPARDF	0
A14TD41I1VY0J9	4
ALUZO8SLEA7S4	0
AQKZ1VTU69JU6	3
A2NW2IMTWKKSXK	2
A6O3A839D8QPU	0
A3P0OZLK5QOUYX	4
A126ZIW0CAQZRT	1
A1WOLYSTSPL4FK	2
A2J98AMZX9Q2JN	3
A1NK9YVOB13K25	0
A2N2NN5R4LRIFO	1
A4OWA49OQXPTB	0
A9EZ21KOOBGDJ	1
A1EG9VGHIL3P5Q	0
A1JH4RE328VB3K	4
A1TCFQP6796ZYB	3
A2ZOVFBMZHH992	4
A1CHPI95TU3FL6	2
A1BNSQ4K7B7OGV	1
A2ON6D6P8JM8Z3	0
A68NT4XJ9O7UL	1
A1JZGRS68RAQ4Y	1
AT0VLURSP607X	3
A12ZUQX01MDM9J	0
A2CI6RB6VYJEN6	3
A223HV3XWU8VGJ	2
A2YWT3X8GFJXR2	1
A3J0PEV0ONBTFR	3
A15CL28ALB7MTZ	3
AFLO03MVE0R9N	2
A3H1WO77ING6CW	0
ANB6K82JIWGYL	4
A2FEGS2537L31Q	1
A3BT5ZLAZ87H1Q	2
AJSP0Y4BE8K18	1
A3IKCAI3QWDYER	3
AAMJ8WHRHFZ9J	4
A2058UP7ATXFOF	0
A2SXGR38BJR47M	0
A20V63L3YDQQ5J	0
A1HF5RG10CVEHJ	3
A23BDL5BB8QUC7	4
AJI3NFOTQ78ZZ	3
A3339OATDLL33V	2
AT9WSNXH6URZF	3
A3G5VUKCE2AH25	4
A24VUKKAKYAOC0	0
A2B9HOG5EZJ8PE	1
A2JI3ASA64PRAG	1
A1YNSXMIBMQ7UO	3
A3GWJTIM8AW719	2
AY3MC7XLLC0XU	0
A3ITP8ZBMZ2TL0	1
A2XUQN9HUD6ISG	4
AT9ES1WH99FVB	2
AAPNQBUYETGW0	1
A3MRUIKOIGZ6QY	1
AVB2DLGITM3JH	0
A3EU633MXFIID9	1
A22GN1A0DVRPXI	2
A2XBE812RSFZO7	1
ATZXHAOOXZ9WX	1
A22QATUZUP01TT	2
A11YV8Y3CIA8L7	2
AUVOMF6CMI4O6	0
A1GJHYOS9T56GR	0
A1GCNWD2PA81ED	0
A265IEMG2K5R4W	2
A1B4420QVZ30GW	2
ASLHOMCVQI6BM	4
AWE13F1HOCZNT	3
A23Z8PIFQ5X1ZO	1
A1ZPIYFT6VHWIF	4
AXNOIG99M4JF5	1
A2V98TS4QDDCG9	2
A2ROZ4TYFKRQU1	2
ASGI7E0AJ8H5X	2
A3IMALU0RM8UT9	4
A2JG550V9O0FAA	3
A1IQ68HCRAHUJ5	1
A1SEAZNKZMSISH	1
AMU1IWV06E4CI	0
A36YE2N1UFF8YV	1
A2NE43Q65Y4YXS	2
AY3G8FBP9WYWQ	3
A3Q09XODDLORO2	4
A2RF8O3ELEMVIZ	2
A1VLYYD1QODB21	3
A3SJRKF1WBYK1I	3
A11I0O5WQXMIMC	1
A2DNYSS0OX4BBZ	0
A3P43VFKPJ3X8K	3
A9XMQ24ZKXYSN	1
A1RC4TUKQWOTCH	2
A3A63TGHMFOXKI	4
AQRR2GLPFWZ4I	4
A29J1L8UCIQD9M	0
AGFW667QNHDOY	0
A1G8USRY17IR1X	0
AZWMJ41IZ8IUT	4
A2QN89JM2YS782	0
A3377VCOYETG7	1
A7K24ABDFNIUQ	2
A2IVZ0IEQ1VADB	3
AKW9PX75BIILO	0
A3UX3UDVQ9OHLI	3
AGYCKFRAADW8N	0
A16ZNEZKMB6NYB	4
A30H51HPRD3C55	2
AVSM76EX7ATBD	1
A3FFHFJ9FWOECM	1
A3NIG4M8VUDSQP	1
A3FUMBQUF0BPD6	2
A1K7RG0AT4I3DN	1
A1RNDGTZFERX2G	0
APX4245TU3JU3	3
A1VQHK3MVKYCR2	1
A2WI15EXYOWBK	3
AWCX0EDFH2G8K	1
A2XKC0QMG2CEO4	0
AMYTL79JMGQ6D	3
A3DK6M48M3F2DZ	4
AEZ3FJYSPOR3	3
A09557243VFA5RMUZO6M1	2
A1XX2MLQ672JXX	3
A1M6P39FC6ZJRO	4
A2N60M7SVP445L	2
AGG9C66TOLJZB	0
A85TJ9LFD21IU	3
A2V1BW9DH9ZD46	1
AU11R9QF65EH3	1
A3240EHV7FGBXM	4
A220BV8ZG8845W	1
A304GDTPL2UX7O	3
A21GEQROTZD533	2
A2Z2RKOFT8BZW6	3
A2IHY39623CN1O	2
A3LM3ARJMBPBNZ	0
A370MTCXERT0UU	4
A2B31JDSVV476K	1
A2GCDS5DOZSG6Q	3
A32WY3RGFMW9O1	3
A1Q9BDNMSQCXZH	2
ALUXGLXBC5ZYT	0
A2I21JWEDYT9E1	0
A2J8I1U42G91QE	0
AFZEOGWDNCGDW	1
A33PTUBRDPEIYG	3
A21QLF43FLA9DE	1
A3FI4WZ8EQTRS5	4
AJR8OLVMD39I7	2
A3IWDTBF3M230Y	0
A20N9RBXNIPZ4I	4
A11O7SSDZ5CRTB	4
A2RUBYLIM3T9CH	3
A1OZRZCVFONZ7P	0
A1EZAZVC9Z8FTI	0
AQ9QDQKY1BA6M	4
A1KYXIBRJS2JE9	3
A1VGK3COVO5R0U	0
A2SRJ900P3AG73	3
A31OESX3HDY3GF	3
A3EM243NDJ4DF3	3
A16W6SJE8TXL8P	3
AE24ZJRHI2DU8	0
A2HLLS2V3KH6SD	0
A2XGB3EHCOT3F1	0
A3DQN9Y059YUNK	1
A34NSOJG7VU5PR	3
ADBUCOBPEOL15	2
A2S7IP5VH3OQHH	2
A13KOB3MV0UKP4	2
A9NFFAZF3LIB2	4
A29UNXK7F3S93L	4
AHDDHIMMU1WNX	2
A3769AU4TO6JSF	0
ATCNPH85QAOTR	3
AQMBHW0H7J153	0
A23U3LVRGB72U	2
AU0CHKF1W1BO9	3
A30YP1B6XWP3S4	4
A3ITVS1WQT6WI3	3
A2EU7LVM8UIFPJ	0
ACCH8EOML6FN5	4
A25KNXATIIKTWJ	2
A3EB16F6T5X1OL	3
A1W6UX2HQ0IRW1	0
A1F5H0JZUN2E44	1
A2ROUR4KIDYCW4	3
A2ZUYKW78KFFSD	2
A1WMDGXKYWP0CR	0
A1IP0AXGD8TRW5	4
A26XIJUJK1KRL0	0
AIMKLEP03OI8H	3
ADYK8JALTTYE3	1
A3CNL2EG5ARWL4	4
A2R0QQI2QCLJUK	3
A14TUWXDA5WQ7W	2
A13SNBVKQ39KNM	3
A1S73WZTW3PP8M	4
A37DENG8BBSJFQ	0
A7D30TV2LEG6F	2
AHO3SL52Y5JE4	1
A2QSLO51UFKCBO	3
AIKEJSZUM0BFC	4
ASRNMG5FGWFHW	3
AHUH4WDS3H9HD	0
A1JEB27VDLXC9F	3
A1H8R02GMT1NIC	1
AZ3FKUJ7C6P1W	4
A1XFW14PYW3GUC	0
AL9AIKY39N66E	1
A2UEXRSRBUBTNX	3
A3JAITM5A93M0U	2
A6KFZA97MC0PN	3
A1NKKF4W2LHF6M	1
A291SUNXAOKE3V	4
A1C61SUAZAOLGO	2
AO2TFYR7UQ8EF	2
A1FVN9AUS01AWN	4
A7GDXTJJOOAJJ	0
AZY33L9MH0CKK	1
A2V247ZQT9OJIT	2
A3HAA7H8PBVM78	3
AOGRRFDXUJIAT	0
A2YYMX9NJ70NU3	0
AJKEEF2VCD9NJ	2
AVE45KUJQ8OL4	2
A1F86CLPN2CQ8I	3
A3K0LATK2OE49G	2
A2K1BWGPFJX9E6	1
AVXEQQVUY6HNH	0
A2EIODKT7EDOC4	4
AKU34T4PBS7K1	4
A3SGGDXCGUJXRR	0
ASDCYQT0UQ1ZF	2
A3NYKHD0CE645Y	4
A2ACUSH4GCVIQM	3
A2VAIHJJ0KV28S	3
A3MGS0LSJOXLTB	0
A14CW5YAG08MO6	0
A2RWQD4RA3ECUV	0
A229HWN7ZXG2WH	1
A2V1J3JT5OOZFO	0
A28HE4C4MTNO9B	1
A29PRP6GDC9GL9	1
AHQ3KEA6VM3IJ	2
AXUMQ3L9HBYTR	4
A2RODT7X53PN3H	1
A3PLM6HCW1XXD8	4
A2NU88FUA3RJ3	1
A2Y5CQJNTYS8OR	4
A26LFQDSEZXP2T	0
A1C6V4HXPN6SQ8	2
A22Z2J9XWN64OU	4
A2ROE86PIJIKLG	3
AGTG2G3EBES86	4
AHAR81QBHIN4B	4
A1H88L8X6HM1BQ	2
AS44QEHT3KSPK	4
A1M3QIGMA2PCU7	3
A2YW1MG1GKU8XD	3
A2YDNST1EM43CE	3
AAPXYJ3TX8SHA	1
A26R8BWL2F05HU	2
A3QHMWIVUI82YW	2
A1GWGQ6KO00EL6	3
A2YJV3YQX5PQ5P	1
A1ARHKGXZ763ZD	4
A2EK1WCNYMAWO8	0
A3E752P9SWSH8S	2
A3NSMGE2T71EGV	1
A1QN77ANOOPMMF	0
A3FFY8SLBK89ES	2
A2BBGBE6O7A5GD	1
A1L9E0DHAHL0M0	0
AQ9YYLSAQ830Q	0
ACHG3OEASC1Q4	1
A23H9VPJ777NHN	0
A3MEVXZEIL021C	1
A2HID0OOMDK420	2
A1Z3EJN4WCSAV4	4
A8CGC0EKOPVIR	3
A17NYIHEEENOME	3
A1MLSMZ10KFFN1	1
A1GF3E49S1E6EY	3
A1OX8QMNC2Y5Z	1
A2L4HJZR6NRAC	4
A3CX88NUC2UML6	3
A2A977OMDL4QF2	3
A1N6ZRN613GAZC	0
A3CVC8TCHFFDK8	2
A24OCVGPYVBHMI	3
A1KH6I82HMIF51	2
A1WYA1209F7AKV	1
A1JJGY80GQ4H6	1
A2X6QQHNTSKL1N	1
A1G3F434972YRL	4
A47YGBHO43DZZ	3
A17DIGD5GGGVS2	4
A81UQY2JL2F6A	0
A2PARY98RQKJNX	4
A2Y4GD52T2X44F	4
A2861ZOB823G3B	3
A36TPJF8J50DBS	1
AGU9V7F44Z3KO	4
A2VV4JDBMOHNF8	0
A1PG435Y5N274B	2
AZL0P9J95ON7D	4
AAQIHGNS5S4N7	0
A2WV7X2T9ZCEEJ	4
A3L6XHA5FVMN16	2
A90P35KV9UFX4	1
A15NGL9ZC7BN25	4
A2O9CRAKMB1R2V	2
A15V0N2BZFMEA8	2
A2TSJ1MHISL8Q6	0
A1N9ELULUQTH32	1
A3YEYD61ROKTA	3
A34AZ7SNO4ZQ6C	2
A2WGDVAR0SORKZ	2
A38OI1S6HXCFE7	1
A52D9BQ0Y7XLB	0
A95894V4GR5W6	1
A14E0MJQA1I7VT	0
A1R83P919ML240	4
A1THY8LHOAST5O	0
A22TEZ9LIV5O43	4
A2FTH2PF949A92	0
A1PZ1TEZYVQNX0	4
A1R377IPZOKLMM	1
A1QHWF511KA356	4
A2YGO2HR2T7N0L	0
AVUJP7Z6BNT11	4
A2E5DY72A9R0SQ	4
AS7IWK412AHFO	0
A3ATW3IGO6UAUH	3
A3IXIZ5CVQJ6FZ	4
A1IU7S4HCK1XK0	3
AFTEEXAKLFXXE	4
A37ZG4PK8VMQBJ	0
A13TQCPGBIZHGQ	3
A1NEP2IL0D9N66	1
A157RHZNO2FIJG	0
AN8W0XP8GCN1O	1
A1M5KCVI5RXBSV	0
A9660KCC4E750	1
A36GWHYS24SUI0	4
A2EINCATIZI0A8	0
A2GDX8X591G67N	0
A1BLZPZFHF2XAT	2
AXTPMJJCW4I7I	1
A3GMY5W0FKN0UD	3
A1G352LEFAJ07E	2
A17RQU3L1A6LKV	3
A1QE7X6YVDG35J	0
A3C6A40RHKRZBV	1
A33LF3OXYNJNRR	3
A2SGLLZNNEG32C	2
A2MX9AIQC30AIL	1
AQSQCXME32Y3Q	4
A1UXYUI7WAWAWO	1
A16DBJGRKCHPUI	0
A3KXOJMZWM00B3	0
A4O8419SE829C	2
A2SO80MI0U1JUF	0
A2KVDECWN2M83G	0
A26AH5O9KJ31XX	2
AIN750DEKTSKI	1
AJA559T22X0F0	2
A3DBT7MVNN07KI	2
AGI184WCALGXG	1
A3H4AC34E3LC0U	1
A1TBWRXV7KVHPC	1
A3I0E1509ZU29N	3
A1TPTNWN7YPS3G	2
A2QYUNCXAYZ76N	3
A152DGEVR7SJS3	0
A2AMDK91VK2OWU	1
A29S8LWU0CI4S3	2
A16Q1LYIDE2WDZ	0
A5BIWZV1RWG4L	4
AYNRALJ4X1COS	0
AT2K6AWJFYZQ1	0
ABMRGB5E2TXTV	2
AB0BF5Q061U4F	1
AOXBE7OZY3GEJ	2
A2TZT5AMK1XQTC	0
AA8R02WLBO7QD	3
A13HF7B3HL7DPG	1
A3DA0BTIGT3WG5	0
A3MDA891A1EPT8	1
A3UZSZIL13VQZ2	1
A1M7GV10LNTMZB	3
A1XDXR47WA14CW	4
A2065HBMYDXJ1S	4
A19BHEJX6CI57M	0
A2JYD9L1TVN47G	2
AFZJNYR931ZCN	2
A39DKG1ZQQ6C1W	3
A13KY55EVOPUGF	2
A35FOJRS62GW49	1
A1UHSL8ZBGC170	2
A3QBCHCHAZKS98	3
A2SDDM1UJ5XRDF	0
A2JUGX9GZ6CLJG	1
A3RCPYFNFZVHVM	1
AYWO9QI3FT67L	3
A3KS7HVGY74W57	0
A2ITZLVVMY8Y6J	3
A3OZO0ZRIFB5AO	3
A23UOQ4W8YMSXM	2
A2VK66B4JUVEZI	0
A2TK5CSXG5VKS9	0
AC9GEB16SPQC	4
A2P69SORXU5AZM	1
A21ACKP1NWDCDJ	2
AP1DPSWR6L041	2
A196M3TH9D8QFU	2
AU4MX7JJH3PMA	0
A1YK31V8N02IFS	4
A3T4SCT4SFIAO	2
ACQD7NZ9UORGH	1
A3EFCPRSJTNLDL	2
A2D9JBCYNAL56W	4
A3EKM2HG43G223	3
A3BGEGEY2QE3SM	2
A1OKWWEZSU5NTM	1
AGB1YDTHIQ59V	0
A1C2XTGPX554F9	2
A2JRI0B5B7IL99	3
A1M2CZP3XOVZO5	2
A2MQKLPVQSW7P1	1
A1QORE3XSECWAZ	0
A1FDTHCGRZMBA1	3
A3QFJ29GSE27AQ	3
A6LHCT7P53RSA	4
ASIL59ZTC95L7	4
A2LZCN2AXWOTBM	2
A2VQUJ84ZPT27S	0
A38U99FC8B4X34	3
A2JNW9NNS7KKVS	3
AD27O6TXNVMVL	4
A16A49TPIHCKFO	4
A3DVO4RN4WA7A5	1
A3TLUUGENFZZB7	0
A1F9RDDS4CH5EJ	1
A1S7FOMAAM2XC7	2
AC4KV0UGDXYJK	2
A297R44X7WEQ8T	1
A5EG4HAKPXFTU	0
A18TZWC6E47R4P	4
A1LHOKYENR7HP2	2
AHH837IRQP6PT	1
A30JPZ9TZ7I61U	2
A3T763X11BU3EI	1
A3H11VW0L01A1T	3
A2DEEE0CPZ72XZ	0
A10OI1L06LJ0KY	4
A2XU6J41ZQOJ2V	0
A200FU07IQGUD9	4
A2T27DSA3U36HT	0
A8NZZFB3MUR4I	4
A2R126BJUZANUG	1
A2SHBUJ3JAZTO0	4
A2RI0QC5M9AF4Q	3
A1UQK2YO0RLGK5	2
AODIR5MR87QE8	4
AMFXNLCVKZQ74	4
A17LDDK445B990	2
A2ZA90C41S2J7M	3
A11K2HXZB4Z1VY	0
A27H3QBHFYCNBT	4
A2UNKYXPZRWX5	3
A21JIKV2RU57I7	0
A1FK6IQ111SJDR	3
ADRYLBQ9RVD97	4
A1UWYNWVSQHWE5	2
A2XM1UXPYK78S5	0
A1MZJKF1SD4B21	0
A1O9RJQRQBGZAS	4
A2FKF8WGR2BEDB	4
A2JFVOMH2UE6VX	3
A2AUFQUXFTZXT5	2
ADRH9RBV9NQS	1
A3IKXXDCPDA6JN	4
A397CWU6DM3O5G	0
