user,split,target,history_length,sample_hash,donor_overlap_max
A2604CB1MDQ7GK,fit,B001EB9F3C,2,0085c4e933bbc4ed532dca79e3d865852ce9115debc7e9a3fb70fffc727692c6,0.1111111111111111
A25E20TLQOEC77,fit,B0043WCH3Y,3,0087b20c1bea26d0f5488078f42ea82443b474630789252c7ebccd8f7c081aff,0.1111111111111111
A3V2MLAFHFJ9CX,fit,B00146G71K,4,008bae3d260cddd7df04563280329b185dd917f7ab732c23336680cb9b0beea5,0.0
A2WT9FBIC8G2UR,fit,B003D7F4YY,7,008d86ba143f07a11dae37ea65c64d7615134398eaaa00b05b7b67004a9c2f50,0.0
AZHOPYR1YH3TS,fit,B004U5C392,2,008dc7736a6ede8a99359bd90499e05cd4bcb36ab49797a2feb8531f869242f8,0.0
A2ODQT7REAFA77,fit,B00000J0SC,4,00916b2c7eaf3454e0db7ea35bf714992260e1e326d6251f874746cbdb539464,0.1111111111111111
A2IZG5QZVKXZXI,fit,B004PZPZQU,2,00954c5aab75403a69eb6a41fe2f286dd2c7d61f155f0985f779693c06e3a907,0.0
A2Z2RKOFT8BZW6,fit,B0039S7NO6,5,009c15c4160b4dc8d86e9d501b4a8a201c19a5ecb785a902aa7b8d65119449ae,0.0
A38UCV1LPMCJOP,fit,B00FBWAZHK,20,00a400ad7940929016528e706491baecaf6bdf21013a1e7d05cf8b91355c243d,0.0
A3H11VW0L01A1T,fit,B00EX5K1GG,6,00a438669505a3fca28865306fb2253b12cdc6d5fa5d5d78bc69ddbf419a4a4b,0.1111111111111111
A29S81ESUZDA5K,fit,B001E3CEBA,3,00a92ad3c8a73162266d58c88165b36dcbce97f60ba63523aae4a8b13819c079,0.1111111111111111
A1NEP2IL0D9N66,fit,B00023HVKC,2,00ae553fc1e5bfcdf26aa8673647ca2059fa80fe039f71cafc77b3df20cb5a7b,0.0
A5BJMAHZWGJ7N,fit,B007BEJQG2,20,00b0cd24dbae9712d93e77a3a9cf08d92978cbe3c3b5f814f0556d137044249b,0.1111111111111111
AS9PL760VZ1AZ,fit,B00006408Q,2,00c7a6ebd0d77582d36f93346a18da20f79eb28131e799189080b16fee83c819,0.0
A2FXEXVNVY9YL8,fit,B004T32X18,3,00c9054f401d93b1d8e6e1a8655d9b0e34f98f06388916782f4ebcac35fa992b,0.1111111111111111
A3H43YTXXTHCI3,fit,B00021Z2FU,2,00d6c4364135d042246fbd4e7c5cf064cbca8659636cd2178bd51a23bcbcd844,0.0
A1IWRDCOOTPR03,fit,B000FNJU62,2,00da0e5504769616bc5b6dbc741e8703923730730eb1f598b103d413b0a0d525,0.0
A3GR2VKQI53WPK,fit,B005NJWIF8,7,00e1764250a4dc5e99175f3c70a7a56cdac5ad1fe24f9ce5e96b4a42f4cd65fc,0.1111111111111111
A1CO44JEZN7Y57,fit,B0033C13KS,2,00e37b99cc7610ce7dd3cbd29f284c86dba0af2ac3ed1da7c5657f6f116d2e39,0.0
A1JIA2ZAVSF06K,fit,B0038LYVVM,3,00ed3d565a840793aaff643a82a8bb1966f595e2e345f1ca87160c03a2f4e159,0.1111111111111111
ANLA1I2WJ8J97,fit,B007J3F9V6,7,00edd9da17868549c9d25414544e9874b4c787ac49451a126e0e69f7f9e1aa87,0.0
A96JD9312DHWC,fit,B006BLH7U8,8,00f658573f8e429d77b361c2c56e89268bbc1b6903af8e1208cbb11d9e5280e5,0.0
A22P8UJH2Q81KG,fit,0984155872,2,00f89b86c2e7ff7c944b7c42216bc54d125d440d4638784929489d28751007a0,0.0
A1ZKBPN0VYT0H4,fit,B000VO3HC8,4,00f9112e82f1c9966eff64c0730deadd86dbd8229e3ee0bb7f2a5bc2afc9a1a5,0.1111111111111111
A37AHCMWLFT0EW,fit,B0001YNKWA,2,00fc823e317b18fa6ed50d23548c7072be08d114d33e0183445e5914babf36a3,0.0
A383O6ZPRK8587,fit,B00004W3Y4,2,00ff993d0c13ed67289a4bb57b1934fe00ba9b2ef89d4159c36871fb8eea1748,0.0
A37T48TM9WA9X0,fit,B003VRPCDY,3,01018e771e995d9f67fab3edb6027962193e2f79b915cf217e74ef3b26259d0a,0.0
A10BM8CMR5YXQQ,fit,B000WNUU6Y,3,0108536117de9dff72573eac0d46ec8d0f4f2ad4beeab211b894c2404a4348b2,0.0
A1QO3EN7RNJSD5,fit,B000EUMP72,7,01111f1f535ad180cacaf6d2b1ed3925365c04109ee5114173e8d275ad69d50e,0.0
A2D5VNMYVLIVPY,fit,B002V3RCE6,10,0121c8218c385403a07b523b227d503d4b716e8becb993f35ac1169956068c68,0.1111111111111111
A19PEGVP00VVO,fit,B004FN8YYC,2,012bb4f632e55fb07e7f3902ddd81b2e31984789289e52d644c665c7d5024ea6,0.0
A1LR660Z19EW7R,fit,B000EUHKUE,6,012cd05ec296fb4e21f1069731077e5d4c831a7d1bffd88a40ec3114b5905331,0.0
A3DT3RWVO3AN15,fit,B007HVGNVU,6,0134b3c9ba8c08a2a4cebac4aef028e5f59d5758f7e39d0d37ec086dc1e2097a,0.1111111111111111
AXK8IVO4YLSJD,fit,B00840LABQ,3,01369ab4b64eb40c9c947e24e6a2b07d6df4d07848227c9da24f3f49500ecdf3,0.0
A3DN574AWFVIKL,fit,B00BWZUXF4,20,0145bcca643bce56c5352d78d422994d33590ca92e5b10a8ae7abc35fd11b2f2,0.0
A3EN744STRBY1H,fit,B002RG3HEG,9,0145c9e318caafa1deca59c5fd4c98f08cc703f84b7704318ffb72a0812d9099,0.0
A1ZIVNBO2NHOTV,fit,B002R6A4KQ,6,014e4fc66f3f9f61ba7e1fb94d0ed79879a5dcb87eb7f35082a1e7ce310a2217,0.1111111111111111
A1QP7MFJE8KNNC,fit,B007XVYPS2,3,01508bc406d6cfaa1e86ffe07e994570d7fea1f57f7b62d13ffb0b0972493719,0.0
A3L2AQGJLCSLFB,fit,B000BTNQUQ,2,016167969bd3ce66ea9cd9db465601f1cbb94c9ddb6bcf1b01ac276d2b727a16,0.0
A1JPHA7OWQLSFZ,fit,B0046EEGF6,8,0168039b929b8010f0ad14d4d78abc539ddb3022c3ae2d87aa1e73a460d6f61f,0.0
A1TKJP15QMQDES,fit,B0045K0QZ0,5,016c9ab33f2b9c676b393d0067a74ed5f0dff827602c1d16ae7a5c01f1be6709,0.0
A2IS1BEP1RJJQ4,fit,B00CIH1JJ4,3,016ea48fb96c0ba55150b55e2a634b48b4b94b73b55ca551a9515678cbc63e7e,0.0
A1W4G8B9BAWR1O,fit,B000NO9GT4,12,017646734feba54457400fb2a80210ee36a8f978c2fcfa78ac1c0ffa1856f15e,0.0
A24CZKB1775ZXW,fit,B000F8T026,3,017b41c20e4d5df419252139373da9de116c555b68b9f3758ab233013a43354f,0.0
A1ON2K254UY5QI,fit,B0094PP0SE,4,018e7295802a7343bcb855a10da9daa3dfe51c848b717823c0d87a66fceab5cf,0.0
A3SYJEI6VZOXD8,fit,B000066SW0,2,0190d915fbb2dd4ff5a73a187a98cdb437065e7e74fde310a716abf20ccde36c,0.0
A1PTTEYFE49BQM,fit,B000BNC9LE,5,0196654334da3357a44e4e40b96451b8d4ac99166781d5ca327e52cdc45068a3,0.1111111111111111
A3DVO4RN4WA7A5,fit,B007IG0TVO,2,019a3e508ab5aabac39ea428eba1d3a3958f1d1aa6755950e611e927565057c4,0.0
A2VJSUOL3U7YN2,fit,B000BGT5YK,2,019e8dc3b4a5166bbfdd84c084aa3e17d956dcbe5a6a5a3ae472ec7261f5039e,0.0
A5K3CK2PWYQ7O,fit,B00AYP6I1G,16,01a038a463255eb37b7c159e97284453b9f16a1eef194c8dbcf5a735e9962497,0.1111111111111111
A3BPF877QLUMTG,fit,B008KGR1XK,2,01a6e29f07c40ee6070d5059b1f1dcd382411e53dc2c464261ba4c8df30134fc,0.0
A58E4MPFSAHOG,fit,B003F82FB6,2,01a7cd6a57f4e8a5c8eeed7913318c4c8508d7927d53da370158fd321cbb8f77,0.0
A19DGCHDG1812D,fit,B000VO3GME,3,01aab29c208374e524c715547c12eb413aa3812197180584b826c9cef384aa1f,0.1111111111111111
A255VVTV6E1WPI,fit,B007U7M0WM,9,01b11da52e8b5815a43e43e2997c1ecd81da177ccab0e6d2ccddbfe0b0ef0b18,0.1111111111111111
A29N66WIWNN8JK,fit,B00859GJXA,12,01b1a720c575a9533ba623f367e20a786d9b7ec9589590f7b5d48b491e3fb776,0.0
A1JERA6E5NTJQK,fit,B004C7QNMG,4,01b83f0357467a447e36486df8dafe066e14987c38bbff798f7f6c6528c558d4,0.0
A26992UBM32U26,fit,B005VPRD2C,9,01bb503e3165e8d37d8d66e5e499345ccb66f463630849c214250d853dfcefd7,0.1111111111111111
A3JYVCG5G0B8LT,fit,B0001YNLLK,6,01c13e19131c8cb1e48da2088c55bd117743cc40eb3ace12cab852c004e8dee3,0.1111111111111111
ARB4CGEQAPN5G,fit,B00DGQP3WU,8,01c1a660ac2b17603607573fd667638af09fe819d21be7db10207562b26ad68c,0.0
A25W83Q8KMAYQR,fit,B00031XXAU,2,01c9f47e58071ac306ef017af1f57286b1fa68896c3feb5531234f248bbfa3ff,0.1111111111111111
A2DJCNTZUE6MEC,fit,B004OGBNJ8,3,01c9f6fd43fc08934f905c7dd969b2c8cf5a68054a8eaa8eef4ee2df436abb2c,0.0
A1BJCYTCCC4Y1S,fit,B00CW9FE30,3,01cd56e073152f17b01a7f861f2434fbd14e4314e7029ec10976b33eee66d7db,0.0
A27594B94MW2I1,fit,B002OFCW5A,2,01cfd84cebc36f6b976f9f58c7455a430920baace036957c0999c738efc69fae,0.0
A287547UH1VBJ7,fit,B004JRMIDM,7,01d2b81018cf507a954fb9b1fd2edf4187fb685f04247e9c479f4cc361a839f1,0.0
AXT1FA97GPV5J,fit,B001FVPS0K,3,01d765f6e74b89c727d7f0b2867129aad5b0864866e0ec7074fc369095570806,0.1111111111111111
A1SAG75SMVU2TI,fit,B004USI3G6,5,01e10aadd88e183bf59c4dc3cc60c18102518a47ddf373d5fa7cc439e0e4797c,0.0
A2EXUCAPFRAIUY,fit,B002NPBT50,3,01e182ee6e12c9abacd03c21b9c4ab63848384bc3d1d82899fd86463102ce7cb,0.0
A3NU9S8PXCEA5Q,fit,B00388CAS6,3,01e79bff437d21797e6a591ae44050174584ec8e682434de1465c3f72b0b9f66,0.0
A3T4TAK4IRC2K8,fit,B008B68HLY,4,01eb448ccf20f96fe95b8bb404740ae45da416d170891e02aac79761602631da,0.1111111111111111
A32OYC58PT14Z8,fit,B000U8SZ4A,5,01f754c1d794ae73253592fc3faf7a98efabd0c4badf3c21fc85a33dcf18b1e3,0.0
A34I7RTKWED4DW,fit,B00BBQGXTE,2,01f7c61bbe4a779212585d77ea2bed14ebf4b0d73f1e6f0d97c1ab28522c07ca,0.0
A2J5219QFX1P03,fit,B002P53N3O,3,0204945b482c3499eb4a63c298fe8c834714bd4a2d2014276780ef5dc5263d6d,0.0
A198OABXLHME55,fit,B007XVYTNS,3,0215df1080b2c8b1ae6490d21b69222928f90c58089d704d5c0e904518379941,0.0
A1ILBRSCAISJBF,fit,B007XQXFII,5,021a277df83939f116636024f762b1cb321036d4b5c5323434fd5465a0ff676e,0.0
ALKQIZJOJ6Z5Z,fit,B0089RPUHO,2,021f86e43d5535d915af4c37c2c8a64aa0aeea80944dff19a3bec54b4adc9206,0.0
A2ZA6DRL0A1LNZ,fit,B00000IZC9,5,022520b4b679798722043d4b6bd622414f39c198f88d23845bdfcff4f948738d,0.0
A3R06ZZSWBKFSM,fit,B001LO9TS8,2,022c9e21430b9eacb2d47b5bd6a8c7e0e9d96f40b1927299dd1e624c83f41677,0.0
A156P4FPL8OGXB,fit,B00AYDLM6Y,16,022f89852890c1f09d33f56810f8e66df055d7d3cce4e41e5269668e3832e1f8,0.0
A300I2PYGK4LS4,fit,B00004UE4S,5,0233dc0c3ede92b53548119c571c5cff3ec3077d2b2cb050f6674d47f31aa7b7,0.0
A2BXX1C7O8ZBRM,fit,B00CRA1PGY,2,02370f089ebb4f6f0af19bf14fb960c7f635f5a347a1ca2576c4f5db934c4cc4,0.0
A2PZHV8FDYD09G,fit,B002NPBT50,4,023af44953417c15cd98f82cbab5c31925ab3808dfc1847f2ca5ba3d003ce77f,0.0
A2E1COKRQ64WHR,fit,B004ZAKTZC,6,023d0054791bb89f0eb06c241163e9a2a6a81a8bfdfbb5d9737379ba2dc83bea,0.0
AGYE90QXVSUFC,fit,B002YIV0ZU,2,023d7fb2e9bc51b371eb717cfbc317e185df87bd84b6425aaf3e864a14c77191,0.0
A1XE6JVNZ0LHKN,fit,B0032EXVLG,4,02448f8d33aa1f75fdfa0fdc00d5233acac4594a4cd111eb9024db9a38b13d3a,0.0
A3DF867RMVUUW1,fit,B0014QFLX0,2,0247569313937d9fed4cfcb2f2ac66027eabb8da54c55f5aa1a993bcbf66a7e3,0.0
AHX12MOTJPWLA,fit,B000WTSZ1K,8,024cf3a400d3267d24666713c8c2a4f0d16ead23e86512bc40903138845d6d2e,0.0
A3VCEWSD7ILOXH,fit,B000QUJKFU,2,0253b4a9b4aea77527eeecefb602602095152812b25c358fc6187dd8a9ef899a,0.0
A1FELY9TDK5KDS,fit,B004DJ374K,3,025d9e5ac71cb80d72d5a00fd137751cdf9edb78232fb0ecf9f1387580ba4c9b,0.0
A2058UP7ATXFOF,fit,B000VMAZBQ,4,027005e25b96f8c0e01a4d416a2f78c6bd8958888c0c07c72c4392efa96fa69e,0.0
A3USMI91JAP04C,fit,B000067P6G,19,0277bac8a9ffe19524844fafb0f3e20af261d495b63049cc20960be2a3b3ea0c,0.1111111111111111
A2AMSTTZ4OCKCT,fit,B004C7QNMG,2,0279b2912fac7e1bfae6982a515e149b9f1917b514abd7313163fdd01b1ddaa0,0.1111111111111111
A1LXVKS73TCBAL,fit,B00BSWRWR8,5,0280374fd587d12ad6e64863239b42ff3473cc3f96c5076b33368d41d138552e,0.0
A3067W3P78C0HD,fit,B00005YVRN,2,028369753e2349b363de9fe75ddbbdf21d96ecbb2c6bdc75e3eccb266cbc42fa,0.0
A2H667ZUNLNTF1,fit,B00EW3GLLS,20,028e4f745434b1f9dbc5dd1f2305870d8087774c3c1f469594dac96948405abd,0.0
A1PMCLA7UNNFKJ,fit,B0079PC0EI,3,02959214a1707a678573d6c29f932caab0d9599d5dc73d615cef9189d78ffdca,0.0
A1QJZTOIQ0EU88,fit,B005VPRDC2,2,02977e943c3a363bb1691bb60423f55cec159e2b5bdd6ec6791fabf25b0e444f,0.0
A1RAZZN0WYDV6P,fit,B00486ZVC4,4,029b930c21643c119d3d8d0b69852d4a74914adf862a363574d966486a8ab704,0.0
ALQY22U9JTNCQ,fit,B00B1Z6FKW,11,029c6a825321a5ea7f4c85e10a6e7801b42270d1eb0559ca74d4a48f7f1b9cfd,0.0
AFKSL0M2RMI55,fit,B0016KKS1Y,7,02a1bdf9e9220182332aa6d4565d568a90953964f51e1d7bb7df28be03732ee4,0.1111111111111111
A1DSNDU1A7CIXG,fit,B004UF9R46,2,02a5e24d35928747ef340ccd3ae126d31d123aa78532732af531f78b30ebc179,0.1111111111111111
A2EI1XM746IDME,fit,B004M2HNO8,4,02ac86627ea53bc6b969161b0c315aa7c5d422add2cd48876dc34ed8898aeda3,0.0
A1HS9BEXAN1OCN,fit,B004EMQF4U,2,02adaf26462fac539d20d1a85d6346e18566878dd295342fd3ef68ef72c3f63d,0.1111111111111111
ALMP44RB15CHJ,fit,B003CSAGJC,7,02b88e8e2a2abd788df81e729c2ba991e15f8fe94335cd15b104babfea114c09,0.0
A1XP22C1M2V9IL,fit,B004S8F7QM,2,02bbb183b2fa86345871dfe8e0cb299aadc55b847d29e23aab54c471c9f877fe,0.0
A2SDV2CC0YMEWD,fit,B000BNCA4K,5,02c163e732308b442b3ac331e70ae558d20360888abb4725e365a5181b321dcd,0.0
A2G5R7D5KQPJT3,fit,B0038APDAG,3,02c4f3efe3db0083c4abbe1f06a684d48803e92f8bd82dc1d27817b3e10aceb4,0.0
A17PW45P2ASH4K,fit,B002NPBT50,2,02c52dde14485621dfe95f7b2123efd02b20cf3e5e63463e0358dc4673f85945,0.0
A2NVCPRRQ1ZFXU,fit,B00C6Q8PFI,3,02c57741a3aa9b226ca43a381eeacd258c546f0428d11b0361267df118c2a203,0.0
A2MPXY7EIKPIJN,fit,B003Y55562,7,02c8e2843f1fad2c008d7eeaf191ba57194b7f6c9010f846233bd2238e279f81,0.0
A3JKV7OKRBQQ3H,fit,B004Z6HDNM,7,02c96f42ae9d79d03b036a8807b594a864f73d712f39af7e8359621524bcbdcb,0.0
A19P2VVUPZSTWL,fit,B00006408Q,8,02d0adf2fe6f587dd441911c9f580e609f39d85b0d75b0ed93765c7bc71c5bad,0.0
A1VR9T6YY0KZGG,fit,B004T0CQ0Y,2,02d0f4621381ed09dade5fa666f05d879b28848cb0a8895ceee3fd0e3359c304,0.0
A12XKCM5DZ1B7A,fit,B007EA4UBY,5,02d2cbce9163b6e025f93eace954b39019b0f720dd30723f80093f5dadedecf3,0.0
A3BLP7LRNCAT2Y,fit,B0042RU07U,4,02d60dcb6f254305fbc3c36042092caf54e345a9e16d419f2cbe6c515786ee2f,0.0
ARZ2SH4Q1OFO1,fit,B0013OBXG2,6,02d70c17c04dd3c7a5959f3ff80f618cc5518739e72d9363886e91a5296969c1,0.1111111111111111
A3FR4DNX164M7W,fit,B002WB0FOG,6,02e09b04a19348b57e5a575e3ba186b01d55b8bd76542119182a66f7d7e70e8f,0.0
A1M0LDGMSIR3VE,fit,B00A850UZC,4,02f42f5df8d4a6537b546d7d421b41c309f470b60dfc52830df6ff07d68e261c,0.0
A2VRHU7G3PMF3I,fit,B004UU9WHI,3,02f8628f3bbb9646fb352f940355addcd699dbd369e520b5886259d890da7cc2,0.1111111111111111
A1VSPP140RE4NM,fit,B000GL1BVA,2,03087fb8bf96279eed2aebbf3a13070e16eed1a77a7e4f8cb77cf505fe9edec1,0.0
ARRKEMHZJY9VB,fit,B00FLKKC3O,13,031023eeb9999010442ce76e38f11b381f8297ca0e213b80bfb41619f0b0f4ff,0.1111111111111111
ASH0DZQQF6AIZ,fit,B003EIK136,5,03198c1211e7ae2eb35b8c16c69269308d2b120389b10143232534600f12a2f7,0.1111111111111111
A2PFUJ2R69R6E9,fit,B00428ZTQG,3,03203fe183ed404b7cca9072489f45e22a25285e019b33465bd58991784b9b6b,0.0
A2FCAY6W3WH2YW,fit,B00EJOCAYW,4,0329604e40eebddf178c09e1e7ae8643ea215a80aae1cb6a93c14e7e6c55ade4,0.0
A1YCBDFBAYBSEZ,fit,B001Y66JU4,2,032e4a457ec965ca4b4dcd5e5b5fe8723f53be46ef819ad536f363a4245079b2,0.0
AWX8MBUMYRLE1,fit,B0051HBBUK,3,032ffc96f6ede1712c325bd937e189c8861751729c7b9b644ffaa6c4cfaeea93,0.0
AOA7DLVR783CM,fit,B0000789TA,11,033a0fd64c5c09036e884b09148b4b38890ab544a2e399957e405b8876657871,0.1111111111111111
A3SH01K0HA3TRA,fit,B00A88FLI0,8,033c45cedf965119bbe6f6ffdbfcbafc6d484e4f69e69f6fbeedca3957a40f6a,0.0
A38KQZS5M1A8T8,fit,B00328322A,6,0344178d8516d05f6a52238225f6644687c2afa197227a3af94183eccee3ad1a,0.0
A2LEJJ1HBH7JKQ,fit,B00286H22S,3,03487f81d7cc70f4c24eefc86753582fe398f73010d94ec03d571eddcd105490,0.0
A3M7YXF4H84X5V,fit,B004JEGKGQ,6,0357b4341658e0d428f9dc5540dcc138cb803bf8d23c1b94d376672a35428e4d,0.0
A2FWZ58M6IQMD7,fit,B00F6N0MB8,12,0369ca2e03ea3c541a0f39c694328225b312d7b67cac98e75dbd80397c724e38,0.1111111111111111
A3SOU9SJY0M2W,fit,B008LGSAX4,3,03709e592f293bdb5e61eb97959b89c6c455625a56bd70b1d881ac0c20fb98c0,0.1111111111111111
A2180KNO4P9685,fit,B000BNB122,3,0376eaefd479f78782b3059776016028f4c63134c5e5e0c5265f37d8bec1a992,0.0
A1EJPGFTHL5MN3,fit,B003MGJTEM,7,0388f6d42ed8c1d41345f5419c0eb455f229d91f901812916adb0831ce90a88b,0.1111111111111111
A1QIF5JZARLE1H,fit,B0013KVPPU,4,038a4df5ea1825ee36149e31b27b88197b26e1e2e720de3c33e1990370877b98,0.0
A1XMJXNVT02ISJ,fit,B0012C5F1O,2,038ce3ca8fdc9869c13ad8a0cb2f1e77a8d88d50266a13efd86fcc0c496b1172,0.0
A37VJAAWEGFN0J,fit,B006CD31RI,3,038d848e71f14fd1572f8484f2053ef2a51e68f4b7a690a74e6a1575483c9643,0.0
A3MSB482DIB9SL,fit,B0014411SG,2,03a2d67375fe26da2b149881b3370163e837a1c67d609dbd5bee172ba932e467,0.1111111111111111
A31I8CVCD8XN5U,fit,B009F7OQY0,4,03a2d9e199fd4a3d7dc4953d5366481765c99147f6dc2a1cc7bcdeceb6ee057e,0.0
A3JXBZ8F65100O,fit,B004O0TOX6,2,03a642f658a96f7ba1eab30b1f0ae0d28baaf9b6cb721c8f29a1ad1ca057c3a8,0.1111111111111111
AM3TZOFI2IU0Q,fit,B005JR5QFI,4,03b39f746699d5acd8f08051c799d7839e987f6bd16656a70958d80f5661a2da,0.0
A304GDTPL2UX7O,fit,B00D38UBJ6,6,03bf81939f1c3b77da7bca59d449d52cd54286d05b4d5e55f08656c10f12ed69,0.0
A3HYPUDQ0JZES3,fit,B000BURAP2,3,03c4d8f9dd946eba9a3df54362e447f060227268bda6b47ec3ded4c72b292fc4,0.0
AF5TYIYAMGZYZ,fit,B000EOEAW6,2,03ca067f5f1c8fbb8d9fb5c9df48a507bf2f1d76ef1cffaabcb0ebd63c2d63d0,0.0
A2KLRV9M5I1AHA,fit,B005C3F3SY,2,03cf59c61543bc36df435718bc74b0299dfc40ebe2c98a424699f180cc96f4b0,0.1111111111111111
A3PC2T7T1XELU6,fit,B0007Q1IO4,2,03d14c9a4e885c9ac995c1804bbc6e2a6c904025d45355ea3be27a6b612791b9,0.0
A56N2JWMYVWDB,fit,B003B7Q5YY,3,03d66f3a823a246842e379340d1e623b08f102117b02064bd84f930f4773ad62,0.0
A1QD8W7VUK5HPK,fit,B00F4CFEYG,2,03e25da40713dd506cdb1ecaedd78123628654075e0fbddddd2fe0cdeec71f9a,0.0
AYI16C0RSN4MJ,fit,B000GYWYFE,2,03e83fb82d14c34078cc26a7c47fc365721600b638a4d6fca131aa6fa536cdc6,0.0
A9CP8S8NK42S2,fit,B004MWJLHK,4,03ea42305083a50bc4311349bf71befc8e2cb3d5b6c0d6ba89530375c68d4271,0.1111111111111111
A35SJXBGJG948J,fit,B008KDZO8M,4,03eabb303bead53f35979677cf9f0df1fbf8b4d5398469c7ef550baba60b488e,0.0
A29W9NK3CYDH0K,fit,B00C6Q5S44,3,03eae872bb71cd5f519916ccc8186bc91baec8921f46069b439bf5fd91fc3694,0.0
A16K45X7JARLCP,fit,B00146LUX0,3,03f172dbcf7942c9090d79da5552fd618a5d23077b794edb5fdf57ceae1a7269,0.0
A2IKMRCJJNXQCR,fit,B00388C3C4,6,03ff344bcc70de23682cb6374b3b466ebc19ec6f4b8d7f9c225094fe4c3e025d,0.1111111111111111
A21XNKZND115LO,fit,B00C58ZRSK,7,041257111190f21c59e562a95884592878f210cb456f6868f93c6c658d558a7c,0.0
A2RLIZN4JP11G2,fit,B00C6PT4PY,2,0429ca52d1bf08921fb39f0e7c9778427ce2e4da92651f37930e4208c82cbc08,0.0
AVE0POL0KLZ9Q,fit,B003CRE4XM,3,042e398ad176c9a85c7d2b42f70c4c3c5e8d76f5e1c07f93e6cfbd1aaa87c5af,0.1111111111111111
A37LYYM0LZBECY,fit,B000284ZNI,2,042ea2b355894021c885e57f0e9c065e6f957051a475c1a9f59c5c551bd45235,0.0
AWN8Q7FYS4G09,fit,B0041D7WEO,7,043178844b90a8ef9c6ec6020ee3b3ca1e5f0f888d58fff85205310a2210f568,0.1111111111111111
AHSGUMS04KF1W,fit,B004T1VAT6,8,04343415c812f121c2c2737afc3e93aa1591a04b48de3fe72a73af1108f0c832,0.0
AGYCKFRAADW8N,fit,B004UC4RVM,3,043453011086225b6a21d73d04f1399c1af95666323233315258b34bd7057eb5,0.0
A3W2IWR0ALU9HE,fit,B0062GJ7AU,2,0435eb2be6b31d7ef8acdda217c3ae9884b7bd1764f86212b0d7939c91cefba5,0.0
A3SPQTERXFOBPG,fit,B008NRWT8I,3,043d9fae0e0f673277063ff3dc4934fda8f3e5b0a9f66f2ebbd902500eb4b5e1,0.0
AGFGY4EJ37VS2,fit,B00EAHXYPC,20,044680d57b195fed5c02feb930f29ebe65dfce9588d3e12ae5bd3a3a53669b9c,0.0
A2VGXB6X0L90S6,fit,B000VN5ZLA,20,044689bd83ce9964987f1cb0bbdfbac77695dbf398acde8d3cb42c37f3d8a40b,0.1111111111111111
A235NA61RC6YC1,fit,B00CKH9NS6,8,0451cb8ac29abc4f4101b64982142dcfb3f9fca5646c5399c51e800e8b3744f2,0.0
A10KPE9K6AFKL2,fit,B004Z7H2EQ,4,04545be02c79e60843f42582a3dfdcdf3150fd49eb0d5ece196b57e70671b53b,0.1111111111111111
A23KDA686N6T4Y,fit,B00ARQW0N2,18,045a95f255bca36369e7170f79f3e2870eeba649eef4b67d1b318abc2ffcca6e,0.1111111111111111
