parent,left_item,right_item,left_train_freq,right_train_freq,delta_lp_last,delta_amplification,non_tie,concordant
2565 13377 8030 15886 3295 173 20340,B003AY949G,B004EFG4BG,10,9,-0.4300098419189453,-0.09677625668299861,1,1
2629 2304 144 7316 7501 29014 7152,B005SPETGS,B005SPETHW,13,7,0.01775360107421875,0.3091481323466567,1,1
2629 2481 162 7316 13377 8030,B00A0IWRT4,B00A0IWRU8,100,91,-4.543996810913086,-2.0566855862407367,1,1
2629 2481 162 7316 13377 8030,B00A0IWRT4,B00A0IWSN4,100,101,-0.05945777893066406,-0.8368493919546349,1,1
2629 2481 162 7316 13377 8030,B00A0IWRU8,B00A0IWSN4,91,101,4.484539031982422,1.2198361942861018,1,1
2629 22724 4884 3672 2481 162,B0000530G6,B0000530M0,7,9,3.1404647827148438,0.44824771282780596,1,1
2880 4150 27621 6264 1953 1422,B004T19OKI,B004T19OLM,5,4,4.848701477050781,0.3610133455373301,1,1
2880 4150 27621 6264 1953 1422,B004T19OKI,B004T19PBG,5,4,4.286588668823242,-1.8362112317988881,1,0
2880 4150 27621 6264 1953 1422,B004T19OLM,B004T19PBG,4,4,-0.5621128082275391,-2.1972245773362182,1,1
2880 22325 12539 1712 2480 18322,B000FKJYV6,B0047DK2RW,6,11,-8.719032287597656,4.0641841297620225,1,0
3022 1206 6031 12027 1040 4672,B00557ZHK6,B005584GCK,5,5,2.557488441467285,-1.6094379124341014,1,0
3022 2165 21603 11402 12365 5678 20086,B00005LBRT,B00016WULK,5,7,0.6139230728149414,-0.3863822936917227,1,0
3022 19787 25125 19437 12206 8610,B000052YMX,B001EJOPXE,7,11,-1.3223743438720703,-0.3060831578226715,1,1
3022 23738 14090 3042 5694 4174,B0094C43FI,B0094C5C3A,28,30,-2.2061309814453125,1.9396454457159837,1,0
3225 187 537 27721 21045 1405,B004L81VXW,B0086JQBAA,7,4,-4.446760177612305,-1.1902794771939345,1,1
3361 5304 11719 5163 3471 19858,B003765306,B007HTT88M,5,3,-1.2386608123779297,1.0075109264269546,1,0
3575 6961 1898 1125 14485 23676 1586,B00J4JWLJG,B00J4JWN2Q,5,4,1.127237319946289,0.5371429320833645,1,1
4194 565 20816 255 554 17927,B001LNOCW2,B001LNOCWW,5,5,-3.2564525604248047,1.5260563034950483,1,0
4194 8625 255 9949 2697 22637 7059,B002F17ZXW,B003B1BWA2,6,6,-0.7008523941040039,0.9677440134630722,1,0
4194 8625 255 23161 2697 22637 7059,B003A1W770,B003KDJ5KK,9,12,-0.7095699310302734,-0.1393480629477839,1,1
4194 12032 8681 5902 206 255,B001A3RXN8,B001ESE2KG,7,5,-4.193201065063477,-0.21791250189665767,1,1
4216 7316 10503 6433 2661 3550 2304,B001A7WV0Y,B001A82DY2,8,6,1.2253589630126953,0.6207046263946232,1,1
4522 10878 2774 23565 13815 1795 18109,B0006PS3XU,B0006PS3Y4,4,6,-0.44032955169677734,0.08426034361774093,1,0
4926 18722 1189 21018 11223 18358 28511,B002VECKGU,B003FBRVAS,6,7,1.0441498756408691,-0.19867069479548327,1,0
4926 26220 5109 4227 526 22384 1049,B0082D9UZS,B0082D9VTS,4,3,-0.5412120819091797,-0.04717856027509093,1,1
4926 26220 5109 4227 526 22384 1049,B0082D9UZS,B0082D9WEM,4,4,0.5111808776855469,0.45783309362547975,1,1
4926 26220 5109 4227 526 22384 1049,B0082D9VTS,B0082D9WEM,3,4,1.0523929595947266,0.5050116539005707,1,1
5432 2182 2682 1408 19243 5621 8602,B008LQRMAQ,B008LQSOJO,6,8,-0.8975324630737305,-0.20740871087340373,1,1
5432 12488 4976 9549 17389 2029,B0009953JA,B000X2STQ2,5,7,-5.368513107299805,0.26038993016377354,1,0
5949 12683 4035 972 11831 651 14061,B000P2301E,B000P257CO,4,4,-0.7948417663574219,-0.37085957893068944,1,1
6001 21246 1427 2618 15548 4054 11185,B004KRYPZ0,B004KS2OHA,3,6,-0.14585399627685547,-1.1018909801298076,1,1
6453 2646 5147 5065 6967 2693 1692,B0028R0WFG,B0028R4SRO,6,10,-0.30867767333984375,-0.5939834314396304,1,1
7018 25751 9230 8129 9599 9388 11404,B003U7EGL4,B004VMGT2Q,9,16,0.5153865814208984,-0.00552487593196993,1,0
7334 768 9319 2888 3829 1023 18312,B005GCZ3YK,B005WTLB9S,7,13,-0.42722034454345703,0.3829204415490981,1,0
7334 768 9319 2888 3829 1023 18312,B005GCZ3YK,B006OMHUL0,7,5,1.4500703811645508,-0.9308293409989155,1,0
7334 768 9319 2888 3829 1023 18312,B005GCZ3YK,B006OMHV00,7,7,2.137711524963379,-0.7771471549726847,1,0
7334 768 9319 2888 3829 1023 18312,B005GCZ3YK,B0082XRHGM,7,7,-0.358795166015625,0.3749896141111293,1,0
7334 768 9319 2888 3829 1023 18312,B005WTLB9S,B006OMHV00,13,7,2.564931869506836,-1.1600675965217828,1,0
7334 768 9319 2888 3829 1023 18312,B005WTLB9S,B0082XRHGM,13,7,0.06842517852783203,-0.007930827437968802,1,0
7334 768 9319 2888 3829 1023 18312,B006OMHUL0,B006OMHV00,5,7,0.6876411437988281,0.15368218602623074,1,1
7334 768 9319 2888 3829 1023 18312,B006OMHUL0,B0082XRHGM,5,7,-1.8088655471801758,1.3058189551100448,1,0
7334 768 9319 2888 3829 1023 18312,B006OMHV00,B0082XRHGM,7,7,-2.496506690979004,1.152136769083814,1,0
7334 768 9319 3829 1023 18312 12663,B00B83G0OS,B00B83H62I,6,5,-1.0084295272827148,-0.5452455281115363,1,1
7334 768 9319 3829 1023 18312 12663,B00B83G0OS,B00B83SVFY,6,5,1.1046762466430664,0.08813991790615638,1,1
7334 768 9319 3829 1023 18312 12663,B00B83G0OS,B00B83V0HK,6,6,-2.274298667907715,-0.16459345350037324,1,1
7334 768 9319 3829 1023 18312 12663,B00B83G0OS,B00B83VXYK,6,5,-1.7589902877807617,-1.0342123580650266,1,1
7334 768 9319 3829 1023 18312 12663,B00B83H62I,B00B83SVFY,5,5,2.1131057739257812,0.6333854460176926,1,1
7334 768 9319 3829 1023 18312 12663,B00B83H62I,B00B83V0HK,5,6,-1.265869140625,0.380652074611163,1,0
7334 768 9319 3829 1023 18312 12663,B00B83H62I,B00B83VXYK,5,5,-0.7505607604980469,-0.4889668299534904,1,1
7334 768 9319 3829 1023 18312 12663,B00B83SVFY,B00B83V0HK,5,6,-3.3789749145507812,-0.2527333714065296,1,1
7334 768 9319 3829 1023 18312 12663,B00B83SVFY,B00B83VXYK,5,5,-2.863666534423828,-1.122352275971183,1,1
7334 768 9319 3829 1023 18312 12663,B00B83V0HK,B00B83VXYK,6,5,0.5153083801269531,-0.8696189045646534,1,0
7334 1023 3829 7346 814 27869 768,B007M0S8KA,B007M0STLI,8,6,-1.0831270217895508,-2.289973936278871,1,1
7334 1023 3829 7346 814 27869 768,B007M0S8KA,B007TF9FDW,8,9,-0.07106304168701172,-0.1454755581533025,1,1
7334 1023 3829 7346 814 27869 768,B007M0STLI,B007TF9FDW,6,9,1.012063980102539,2.1444983781255686,1,1
7334 6310 2047 11074 13241 9319,B00HD4F8DK,B00HEQKY7M,11,8,2.0298328399658203,-0.14456945239808405,1,0
7334 9319 768 2888 1023 18312 12663,B006OMHTCK,B006OMHTMK,5,6,-0.9990596771240234,-0.4657146335412712,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHTCK,B006OMHTXO,5,9,0.9832563400268555,-0.3800826535977464,1,0
7334 9319 768 2888 1023 18312 12663,B006OMHTCK,B006OMHUGU,5,6,-1.7461128234863281,-0.959372453684896,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHTCK,B006OMHUZQ,5,8,-2.273305892944336,-0.607288759328144,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHTMK,B006OMHTXO,6,9,1.982316017150879,0.08563197994352478,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHTMK,B006OMHUGU,6,6,-0.7470531463623047,-0.4936578201436248,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHTMK,B006OMHUZQ,6,8,-1.2742462158203125,-0.14157412578687278,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHTXO,B006OMHUGU,9,6,-2.7293691635131836,-0.5792898000871496,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHTXO,B006OMHUZQ,9,8,-3.2565622329711914,-0.22720610573039757,1,1
7334 9319 768 2888 1023 18312 12663,B006OMHUGU,B006OMHUZQ,6,8,-0.5271930694580078,0.352083694356752,1,0
7334 9319 2888 768 16057 18312 417,B00649P2VS,B00649P3H6,4,4,-1.0443954467773438,-0.4795730802618863,1,1
7334 10447 3829 768 1023 11477 1277,B002VCXS36,B006H2Z6T0,6,8,-0.5947113037109375,-0.42802320608154787,1,1
7334 10447 27215 768 2888 3829 1023,B001GMOKWU,B006H2ZBKY,8,4,0.3560943603515625,-0.577033873125858,1,0
7524 3342 20666 21545 1781 2087 6972,B006UEUI8E,B006UEUIJS,5,5,2.975973606109619,0.762140052046897,1,1
7524 3342 20666 21545 1781 2087 6972,B006UEUI8E,B006UEUJV0,5,4,1.4398002624511719,1.3608408771296947,1,1
7524 3342 20666 21545 1781 2087 6972,B006UEUI8E,B006UEUK82,5,3,0.8894081115722656,0.9628107475090495,1,1
7524 3342 20666 21545 1781 2087 6972,B006UEUIJS,B006UEUJV0,5,4,-1.5361733436584473,0.5987008250827976,1,0
7524 3342 20666 21545 1781 2087 6972,B006UEUIJS,B006UEUK82,5,3,-2.0865654945373535,0.20067069546215244,1,0
7524 3342 20666 21545 1781 2087 6972,B006UEUJV0,B006UEUK82,4,3,-0.5503921508789062,-0.3980301296206452,1,1
7524 4194 5109 5808 11617 10219,B006GQE27E,B006GQHYW4,7,6,-3.4736366271972656,-1.717651497074332,1,1
7524 7910 22854 23560 14320 7258 22562,B004679GB2,B0046VESH0,3,5,0.6152324676513672,0.6466271649250537,1,1
7524 18954 18722 8592 7203 5064 28511,B001KYQO0K,B001KYW9TA,6,7,0.595555305480957,-0.1431008436406742,1,0
7524 26040 6561 3342 5109 21207 17387,B0082D9RYM,B0084FIET2,8,6,-0.42736244201660156,-0.906940747554815,1,1
7568 1322 11617 1273 7665 1803,B007S5BB8A,B007V5CMJE,5,7,-5.992509841918945,-1.5064056865358655,1,1
7568 18362 1273 1274 11132 17570 3679,B003VMDJW0,B003VMMMUK,7,11,0.815277099609375,1.037162949728705,1,1
7568 18362 1273 1274 11132 17570 3679,B003VMDJW0,B003VMOZE6,7,8,2.3935251235961914,0.9734491457141061,1,1
7568 18362 1273 1274 11132 17570 3679,B003VMDJW0,B003VMXXVW,7,8,-0.1253509521484375,1.1324036778540094,1,0
7568 18362 1273 1274 11132 17570 3679,B003VMDJW0,B004NMXMZ6,7,4,1.823617935180664,1.1638528105365111,1,1
7568 18362 1273 1274 11132 17570 3679,B003VMMMUK,B003VMOZE6,11,8,1.5782480239868164,-0.06371380401459881,1,0
7568 18362 1273 1274 11132 17570 3679,B003VMMMUK,B003VMTZ8C,11,22,-0.2603645324707031,0.03616354171073244,1,0
7568 18362 1273 1274 11132 17570 3679,B003VMMMUK,B003VMXXVW,11,8,-0.9406280517578125,0.09524072812530449,1,0
7568 18362 1273 1274 11132 17570 3679,B003VMOZE6,B003VMXXVW,8,8,-2.518876075744629,0.1589545321399033,1,0
7568 18362 1273 1274 11132 17570 3679,B003VMOZE6,B004NMXMZ6,8,4,-0.5699071884155273,0.190403664822405,1,0
7568 18362 1273 1274 11132 17570 3679,B003VMTZ8C,B0055E61KY,22,28,1.6864376068115234,-0.1815805415692342,1,0
7568 18362 1273 1274 11132 17570 3679,B003VMXXVW,B004NMXMZ6,8,4,1.9489688873291016,0.03144913268250171,1,1
7568 18362 18874 1273 1274 11132,B003VMZHKM,B003ZUZCDC,24,19,3.133800506591797,-0.28514429279931086,1,0
7568 18362 18874 1273 1274 11132 17570,B003VMOGSQ,B003VN00YY,15,18,-1.2304363250732422,0.11584043380017484,1,0
7568 18362 18874 1273 1274 11132 17570,B003VMOGSQ,B003ZUZDD6,15,15,1.5670719146728516,-0.02758795651882906,1,0
7568 18362 18874 1273 1274 11132 17570,B003VN00YY,B003ZUZDD6,18,15,2.7975082397460938,-0.1434283903190039,1,0
7704 16878 10049 20164 5547 1513 7812,B00GLS554Q,B00GLS55DC,46,40,0.4031972885131836,0.12094032551593603,1,1
7704 20164 16878 10049 5547 1513 7812,B00GLS58OS,B00GLS5938,36,30,-0.4310340881347656,-0.0144916880072401,1,1
7704 20164 24829 16878 10049 5547 1513,B00GLS58SO,B00GLS593S,47,42,-0.7280921936035156,-0.01684193148523594,1,1
7704 27363 27341 6513 3818 11556 281,B005MIFI3E,B005MIFIQG,8,6,0.19028091430664062,0.6409392718798514,1,1
8552 13726 4372 25703 491 3492 8328,B006JKX5TS,B006JKX5ZM,3,4,0.5231914520263672,0.1281751934239974,1,1
8967 7859 28890 1095 861 12044 1601,B009S99Z8W,B009S9BDJQ,3,6,-0.06624984741210938,-0.6190392084062228,1,1
9763 3523 4781 6290 18222 14281,B000TBZJOM,B000TUFLIC,3,5,2.5176944732666016,-1.4979536789257448,1,0
10758 1356 8473 13711 5189 3648 1157,B001DJ15KG,B001ET727U,4,5,0.8704080581665039,-0.6985091237013297,1,0
10758 5936 19084 4597 3026 20522 9560,B000146LKS,B00112DRHY,12,7,-0.7787675857543945,-0.1621188494764354,1,1
10758 13711 5189 5987 8581 5254 687,B001ET72C0,B001ET77YI,4,6,-0.2835559844970703,0.23139345078635287,1,0
10758 19311 4174 26825 20595 2895 14515,B00IFVHJBO,B00IFVHJCI,12,12,0.4932422637939453,-0.023810648693718406,1,0
10758 24040 22637 7942 13033 12137 2785,B0036LJ0HO,B004LY0X26,6,4,-1.3711881637573242,-3.5899087365548805,1,1
11477 2073 1905 6884 18312 2050 12631,B0060GFV3Y,B00A4ZJSYK,4,3,-1.3677568435668945,0.285800604352076,1,0
11477 2618 18571 1427 22153 1588 694,B004KRV8MS,B004KRVBT8,5,6,-0.30458736419677734,-0.2481796294755334,1,1
11477 2618 18571 1427 22153 1588 694,B004KRV8MS,B004KS0ODG,5,5,0.2726726531982422,0.18879407129957215,1,1
11477 2618 18571 1427 22153 1588 694,B004KRV8MS,B004KS0QZW,5,4,1.1247014999389648,0.2513144282809048,1,1
11477 2618 18571 1427 22153 1588 694,B004KRVBT8,B004KS0ODG,6,5,0.5772600173950195,0.43697370077510556,1,1
11477 2618 18571 1427 22153 1588 694,B004KRVBT8,B004KS0QZW,6,4,1.4292888641357422,0.4994940577564382,1,1
11477 2618 18571 1427 22153 1588 694,B004KS0ODG,B004KS0QZW,5,4,0.8520288467407227,0.06252035698133263,1,1
11477 5253 1476 6228 3496 13846 8126,B000ZM9BP8,B000ZMCNFI,6,5,0.108917236328125,1.2130226398458532,1,1
11477 10097 6696 5138 6136 4203 21863,B008TNPXMK,B008TNQ3PQ,3,4,-0.18855667114257812,-1.9859154836690145,1,1
11477 20609 2618 12565 614 31224 1427,B0036BJLJ6,B005AYHHNO,4,6,1.6244277954101562,-0.3677247801253163,1,0
11769 8431 23958 4709 10866 2179,B006ZCPZMA,B006ZCQD30,7,9,-1.369863510131836,0.878352892533762,1,0
11769 10866 14568 2179 6784 6606 23253,B00KLA4INE,B00L0C529Q,9,13,-0.4025993347167969,-0.400588131028659,1,1
12535 2618 18571 1427 22153 1588 694,B004KS2NZ8,B004KS2OD4,6,7,-0.9435567855834961,-0.28368279426186405,1,1
14143 825 225 1135 1633 2468 21914,B005KO7NK6,B005N2ZLHW,29,21,-1.393157958984375,0.15233435194188694,1,0
14143 825 2669 21914 568 3304 4766,B0061GQV0U,B006448CW4,6,9,-1.0751104354858398,0.01582311493924138,1,0
14143 825 5119 2251 16579 21914 568,B006GXUMRG,B006GXUMSU,5,7,0.15248870849609375,-0.10562322418422809,1,0
14143 825 5119 2251 16579 21914 2541,B006QFCDDK,B006QFKDRI,4,5,-0.8765220642089844,0.1358015411590614,1,0
14143 2765 4359 12257 4895 17723,B009G0OO7U,B00BQYYMN0,6,8,5.766359329223633,0.3022808718729344,1,1
14143 17086 936 11655 3493 15176,B002ZNJI8K,B002ZNJI94,4,4,0.741607666015625,-0.41494385206270756,1,0
14517 658 18957 17686 5394 5661 12177,B003VFI0XU,B003VHCXWW,6,5,-0.3984804153442383,0.010893353907883707,1,0
14517 23971 1275 658 3723 3302 28857,B00BKOL53Q,B00BKONH5U,2,2,1.0446710586547852,-0.12136085700426769,1,0
14853 2325 2346 13966 2087 13060 1346,B006UET8P8,B006UET92K,5,4,-0.44700145721435547,-3.295836866004329,1,1
14853 13966 2087 747 3552 7390 1730,B000V5BXO6,B001126XI4,6,7,0.9679126739501953,0.7041970167465301,1,1
14853 13966 2087 747 3552 7390 1730,B000V5BXO6,B00112AH36,6,8,-0.9265909194946289,0.034016885278255415,1,0
14853 13966 2087 747 3552 7390 1730,B001126XI4,B00112AH36,7,8,-1.8945035934448242,-0.6701801314682747,1,1
15254 2844 7446 26190 5756 24078 14527,B003DKO83E,B003DKU3CY,6,9,0.6630792617797852,-0.0019333017138158937,1,0
15254 2844 17396 4522 7446 969 7411,B0037LMS0Y,B0045HWN22,9,6,0.4233512878417969,0.14555182525981358,1,1
15254 25127 15855 7812 26190 5756 7203,B001T8QJM0,B0045H854W,13,11,0.4196138381958008,-0.1556946481317265,1,0
15405 2532 15583 5001 13084 2746 12868,B001RHZC26,B002JF4Q1S,7,7,0.6874246597290039,0.03614851411631115,1,1
15405 2532 15583 5001 13084 2746 12868,B001RHZC26,B0049424FM,7,13,2.277134895324707,0.44314652518532327,1,1
15405 2532 15583 5001 13084 2746 12868,B002JF4Q1S,B0049424FM,7,13,1.5897102355957031,0.4069980110690121,1,1
15405 12828 6660 6327 12868 835 1462,B004ZT0CQO,B005GSWUY0,6,12,-0.7525520324707031,-0.4902970436248637,1,1
16087 1536 384 2108 1632 9356 4376,B0023AQAPO,B0023ASBSS,5,5,-0.02888965606689453,-0.8172956100834057,1,1
16087 1536 384 2108 1632 9356 4376,B0023AQAPO,B0023AV2UM,5,10,-0.8710145950317383,-1.7866961672715078,1,1
16087 1536 384 2108 1632 9356 4376,B0023ASBSS,B0023AV2UM,5,10,-0.8421249389648438,-0.9694005571881021,1,1
16087 10241 1337 3702 13247 19253,B0049P5ZIY,B004AME6K4,4,7,1.7448978424072266,-1.6338293655582596,1,0
16087 10760 2096 255 4194 1175 1582,B00449W12S,B005IUGRBI,22,36,1.0504798889160156,-0.43049540968579514,1,0
16087 14431 10253 3904 16441 11021 473,B00066D2JE,B001ET7892,13,21,0.4481964111328125,-0.44016506608453554,1,0
16234 13773 20349 822 5917 8064 3180,B00CGKJ7QU,B00DPTW8JY,13,9,1.2306480407714844,0.30334059188410833,1,1
16234 23337 5917 8064 3180 3061 4372,B00AUV77TG,B00AUV9GH2,17,16,0.24984169006347656,0.027830263280373302,1,1
16802 2837 8387 2662 8936 10366 9803,B000CSDDDG,B000EZOC1O,23,17,0.3230123519897461,-0.2645912505262915,1,0
16802 2837 8387 2662 8936 10366 9803,B000EZOC1O,B001KMR9WY,17,10,-1.4389925003051758,0.316782088938222,1,0
16802 2837 8387 2662 8936 10366 9803,B000EZQGU4,B000MZX6QI,7,8,-1.4462699890136719,-0.4225742706039046,1,1
16802 2837 8387 2662 8936 10366 9803,B000EZQGU4,B001KMR9WY,7,10,-1.4479551315307617,0.43831229395305726,1,0
16802 2837 8387 2662 8936 10366 9803,B000MZX6QI,B001KMR9WY,8,10,-0.0016851425170898438,0.8608865645569619,1,0
16802 12206 9074 3877 16846 3596 12898,B0016BHJEW,B001G7PWCM,5,7,-1.0104026794433594,-0.14981227822866217,1,1
16875 14443 28832 30040 14864 7012 8763,B000F4GIP2,B000F4GIPM,6,5,0.5408687591552734,0.10145680217735276,1,1
17236 1321 19865 19710 8316 6693 5974,B0000Y3GF2,B000GCW9F6,7,4,-1.3525266647338867,0.14129252488388921,1,0
17236 31248 28958 31389 867 7536 2470,B008TGS9N2,B00AVQ0JI6,10,6,-0.5049905776977539,0.4610540324946495,1,0
18311 2908 26665 29435 24919 26854 2134,B0017T29HU,B0017T29JS,4,7,0.10039138793945312,-0.6252359749437346,1,0
18311 9928 13266 702 3858 670 6019,B008H5GGGM,B00A6VN56E,4,3,0.4360198974609375,0.5877866649021204,1,1
18311 18543 10848 24209 26000 15198 2058,B00AZJ009M,B00B18C2RE,3,5,0.16434001922607422,-0.4519851237430572,1,0
18322 9135 9519 27089 183 12771 16123,B00658M1DU,B007IVYL18,4,4,-0.5259342193603516,0.2937611185281632,1,0
19831 1207 1730 6448 2152 751 10950,B000052YLX,B001E96M58,5,9,1.304208755493164,-0.2782797197733906,1,0
19831 1730 11026 21935 6179 7569 10758,B0009RFAPY,B002BWOXXK,10,20,0.3335437774658203,0.3444048513469191,1,1
19831 5304 4900 11719 3471 8695,B004OG90X4,B004OGB21M,3,4,3.4590721130371094,0.8197099038683735,1,1
19831 18118 5160 529 9770 7365,B000052YMT,B000052YMV,6,5,-3.776784896850586,2.1854597357566323,1,0
19831 18118 5160 1389 20853 287 529,B000056I89,B001ET73JM,8,11,0.7252311706542969,-0.1176578180907022,1,0
21628 23015 5109 1202 3361 3427 10788,B006OZF398,B006OZF4KG,11,20,1.2403020858764648,-0.31600172922854775,1,0
21935 7321 649 2165 739 1407 20282,B001VII87W,B005851HJU,4,5,1.1788444519042969,-1.0147704864397582,1,0
21970 25669 2689 8234 3097 1861 11537,B006J5YANS,B006J5YB2I,2,3,-0.02910614013671875,0.2825669717850108,1,0
