dataset,user,split,sample_hash,depth,child_count,history_length,metadata_tokens_mean,metadata_tokens_min,metadata_missing_fraction,unique_neighbors_mean,semantic_entropy,semantic_margin,semantic_max_probability,collaborative_entropy,collaborative_margin,collaborative_max_probability,full_entropy,full_margin,full_max_probability,semantic_collaborative_js,semantic_collaborative_top1_agree,lp_semantic,lp_collaborative20,lp_full5,lp_full10,lp_full20,u_semantic,u_collaborative,u_k5,u_k10,u_k20
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,3,2,20.0,216.35,65.0,0.0,20.0,0.20280253887176514,0.8970726951956749,0.9485363364219666,0.07548774778842926,0.9711392698809505,0.9855696558952332,0.07548774778842926,0.9711392698809505,0.9855696558952332,0.005696419160813093,1.0,-0.05283515527844429,-0.014535488560795784,-0.04466811940073967,-0.023130133748054504,-0.014535488560795784,0.0,0.038299666717648506,0.00816703587770462,0.021537985652685165,0.00859464518725872
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,4,1,20.0,216.35,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,5,1,20.0,216.35,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,6,1,20.0,216.35,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,0,108,2.0,236.0,223.0,0.0,20.0,2.902700662612915,0.1841927468776703,0.3524268567562103,3.361138343811035,0.06811966001987457,0.2218095362186432,3.361138343811035,0.06811966001987457,0.2218095362186432,0.04501611739397049,1.0,-6.859760761260986,-5.482750415802002,-6.6839799880981445,-5.742916107177734,-5.482750415802002,0.0,1.3770103454589844,0.1757807731628418,0.9410638809204102,0.2601656913757324
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,1,73,2.0,236.0,223.0,0.0,20.0,2.7985167503356934,0.01808856427669525,0.17560483515262604,2.8038806915283203,0.059265196323394775,0.2037433236837387,2.8038806915283203,0.059265196323394775,0.2037433236837387,0.0528307668864727,0.0,-5.755315780639648,-4.478085994720459,-4.787628173828125,-4.828364372253418,-4.478085994720459,0.0,1.2772297859191895,0.9676876068115234,-0.04073619842529297,0.350278377532959
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,2,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,3,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,4,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,5,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,6,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,0,108,5.0,123.2,65.0,0.0,20.0,3.5017261505126953,0.026204943656921387,0.12988394498825073,3.191749334335327,0.06951066851615906,0.209119975566864,3.191749334335327,0.06951066851615906,0.209119975566864,0.02438434213399887,0.0,-3.37705135345459,-3.782933235168457,-3.847775936126709,-3.915417194366455,-3.782933235168457,0.0,-0.4058818817138672,-0.47072458267211914,-0.0676412582397461,0.13248395919799805
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,1,46,5.0,123.2,65.0,0.0,20.0,2.206216812133789,0.2402978241443634,0.4082145392894745,2.0587332248687744,0.06471039354801178,0.2848268151283264,2.0587332248687744,0.06471039354801178,0.2848268151283264,0.05613788589835167,1.0,-3.131230115890503,-2.1339523792266846,-1.8140513896942139,-1.107731819152832,-2.1339523792266846,0.0,0.9972777366638184,1.317178726196289,0.7063195705413818,-1.0262205600738525
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,2,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,3,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,4,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,5,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,6,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,0,108,2.0,280.0,165.0,0.0,20.0,3.9700751304626465,0.14160671085119247,0.1787714660167694,3.486710786819458,0.29782065749168396,0.3287246823310852,3.486710786819458,0.29782065749168396,0.3287246823310852,0.039195410907268524,1.0,-4.255056381225586,-4.725090980529785,-4.616490364074707,-4.3528852462768555,-4.725090980529785,0.0,-0.4700345993041992,-0.3614339828491211,0.26360511779785156,-0.3722057342529297
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,1,105,2.0,280.0,165.0,0.0,20.0,3.5862388610839844,0.0009637549519538879,0.10410918295383453,3.317009449005127,0.1241665780544281,0.22123149037361145,3.317009449005127,0.1241665780544281,0.22123149037361145,0.07039856910705566,0.0,-4.217690467834473,-3.308251142501831,-3.4725565910339355,-3.2225260734558105,-3.308251142501831,0.0,0.9094393253326416,0.7451338768005371,0.250030517578125,-0.08572506904602051
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,2,3,2.0,280.0,165.0,0.0,20.0,0.6555351614952087,0.5989153385162354,0.773857831954956,0.3936106562614441,0.8434740304946899,0.8999796509742737,0.3936106562614441,0.8434740304946899,0.8999796509742737,0.018427938222885132,1.0,-0.25636711716651917,-0.10538309067487717,-0.2526748776435852,-0.1528327912092209,-0.10538309067487717,0.0,0.150984026491642,0.00369223952293396,0.09984208643436432,0.04744970053434372
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,3,2,2.0,280.0,165.0,0.0,20.0,0.06738338619470596,0.9749146224930882,0.9874573349952698,0.1924249231815338,0.9041063189506531,0.9520531892776489,0.1924249231815338,0.9041063189506531,0.9520531892776489,0.005687826778739691,1.0,-4.378615379333496,-3.0376617908477783,-3.1522936820983887,-3.2401576042175293,-3.0376617908477783,0.0,1.3409535884857178,1.2263216972351074,-0.08786392211914062,0.20249581336975098
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,4,1,2.0,280.0,165.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,5,1,2.0,280.0,165.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,6,1,2.0,280.0,165.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,0,108,6.0,118.0,55.0,0.0,20.0,3.547800064086914,0.23631062358617783,0.27379825711250305,3.9460439682006836,0.012376755475997925,0.10391542315483093,3.9460439682006836,0.012376755475997925,0.10391542315483093,0.06547749787569046,0.0,-4.690436840057373,-4.620104789733887,-4.770688056945801,-4.537528038024902,-4.620104789733887,0.0,0.07033205032348633,-0.08025121688842773,0.23316001892089844,-0.08257675170898438
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,1,151,6.0,118.0,55.0,0.0,20.0,3.74200701713562,0.020228803157806396,0.10789304226636887,3.6626553535461426,0.04652822017669678,0.1310313194990158,3.6626553535461426,0.04652822017669678,0.1310313194990158,0.03455771133303642,0.0,-4.487605094909668,-3.236340284347534,-3.5469517707824707,-3.6782617568969727,-3.236340284347534,0.0,1.2512648105621338,0.9406533241271973,-0.13130998611450195,0.4419214725494385
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,2,4,6.0,118.0,55.0,0.0,20.0,0.7105326056480408,0.011802464723587036,0.5044876933097839,0.19828417897224426,0.9059193208813667,0.9522440433502197,0.19828417897224426,0.9059193208813667,0.9522440433502197,0.14291423559188843,1.0,-0.684211790561676,-0.048933953046798706,-0.17150989174842834,-0.05479112267494202,-0.048933953046798706,0.0,0.6352778375148773,0.5127018988132477,0.11671876907348633,0.0058571696281433105
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,3,1,6.0,118.0,55.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,4,2,6.0,118.0,55.0,0.0,20.0,0.315975546836853,0.8082037717103958,0.9041018486022949,0.3016227185726166,0.8207902237772942,0.910395085811615,0.3016227185726166,0.8207902237772942,0.910395085811615,5.881034303456545e-05,1.0,-2.3444693088531494,-2.4123456478118896,-2.126375436782837,-2.4749903678894043,-2.4123456478118896,0.0,-0.06787633895874023,0.2180938720703125,-0.3486149311065674,0.06264472007751465
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,5,1,6.0,118.0,55.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,6,1,6.0,118.0,55.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,0,108,2.0,231.0,228.0,0.0,20.0,3.4545645713806152,0.03616122901439667,0.14250274002552032,2.128039836883545,0.25473615527153015,0.44445329904556274,2.128039836883545,0.25473615527153015,0.44445329904556274,0.12393254041671753,1.0,-2.3789093494415283,-1.6622209548950195,-1.4119744300842285,-1.5186657905578613,-1.6622209548950195,0.0,0.7166883945465088,0.9669349193572998,-0.10669136047363281,-0.1435551643371582
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,1,82,2.0,231.0,228.0,0.0,20.0,2.8154401779174805,0.0061635822057724,0.2137545645236969,2.706275701522827,0.04111425578594208,0.24510864913463593,2.706275701522827,0.04111425578594208,0.24510864913463593,0.01999381184577942,0.0,-9.159616470336914,-8.263731002807617,-8.412753105163574,-8.68845272064209,-8.263731002807617,0.0,0.8958854675292969,0.7468633651733398,-0.2756996154785156,0.42472171783447266
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,2,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,3,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,4,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,5,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,6,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,0,108,13.0,158.46153846153845,53.0,0.0,20.0,3.9075255393981934,0.0561065748333931,0.11552919447422028,4.0908918380737305,0.029634274542331696,0.07764335721731186,4.0908918380737305,0.029634274542331696,0.07764335721731186,0.035583652555942535,1.0,-3.127912759780884,-3.250789165496826,-2.8599793910980225,-3.0324883460998535,-3.250789165496826,0.0,-0.12287640571594238,0.26793336868286133,-0.17250895500183105,-0.21830081939697266
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,1,90,13.0,158.46153846153845,53.0,0.0,20.0,2.6344542503356934,0.18091362714767456,0.2997868061065674,2.688668727874756,0.054575562477111816,0.20846572518348694,2.688668727874756,0.054575562477111816,0.20846572518348694,0.0868164598941803,0.0,-2.139486789703369,-1.5679806470870972,-2.3909525871276855,-1.7926548719406128,-1.5679806470870972,0.0,0.571506142616272,-0.2514657974243164,0.5982977151870728,0.22467422485351562
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,2,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,3,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,4,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,5,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,6,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,0,108,2.0,92.5,68.0,0.0,20.0,3.9048912525177,0.11348588392138481,0.16616767644882202,3.316983461380005,0.0774766057729721,0.1673685908317566,3.316983461380005,0.0774766057729721,0.1673685908317566,0.1331811249256134,1.0,-3.954700469970703,-3.493729591369629,-3.4733481407165527,-3.4148600101470947,-3.493729591369629,0.0,0.4609708786010742,0.4813523292541504,0.05848813056945801,-0.07886958122253418
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,1,106,2.0,92.5,68.0,0.0,20.0,2.67348313331604,0.20344173908233643,0.3300674855709076,0.09139054268598557,0.9841185798868537,0.9884204864501953,0.09139054268598557,0.9841185798868537,0.9884204864501953,0.587689995765686,0.0,-3.200056552886963,-0.011647081933915615,-0.4927457571029663,-0.03081257827579975,-0.011647081933915615,0.0,3.1884094709530473,2.7073107957839966,0.46193317882716656,0.019165496341884136
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,2,9,2.0,92.5,68.0,0.0,20.0,0.3288003206253052,0.9113058317452669,0.9348059296607971,0.000424825819209218,0.9999500810863537,0.9999657869338989,0.000424825819209218,0.9999500810863537,0.9999657869338989,0.6496367454528809,0.0,-4.069460868835449,-3.421248038648628e-05,-0.020024990662932396,-0.0006316096987575293,-3.421248038648628e-05,0.0,4.069426656355063,4.049435878172517,0.019393380964174867,0.000597397218371043
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,3,1,2.0,92.5,68.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,4,1,2.0,92.5,68.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,5,1,2.0,92.5,68.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,6,1,2.0,92.5,68.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
