user	target_item_id	action_category	base_rank	target_in_beam50	target_in_beam200	expansion_pool_size	admitted_item_ids	admitted_logits	admission_count	final_rank	promotion	regression	fallback	target_frequency	target_group
A2EDRNKOWF8FQI	1919	base_top10	3	1	1	150			0	3	0	0	1	150	non_tail
A2FB38T8SWC0P1	7170	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
A2FMY6FBBL3675	9792	outside_union	201	0	0	150			0	201	0	0	1	0	tail
A2FP7NVTALD7FT	459	outside_union	201	0	0	150			0	201	0	0	1	5	non_tail
A2GCVTKDDOKRRX	10375	outside_union	201	0	0	150			0	201	0	0	1	20	non_tail
A2GSRL4DE3HHO	7782	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2H7AOXP8KUXQ1	5365	base_top10	8	1	1	150			0	8	0	0	1	13	non_tail
A2H7E7KDI2CU1U	7968	base_top10	4	1	1	150			0	4	0	0	1	2	tail
A2HDXVFWJ7PRBE	5149	base_top10	1	1	1	150			0	1	0	0	1	5	non_tail
A2HZLSDP0T0F8S	9399	base_top10	1	1	1	150			0	1	0	0	1	9	non_tail
A2IF45Z7HQ1J40	8126	base_top10	2	1	1	150			0	2	0	0	1	68	non_tail
A2IG80GAYLP6G3	11151	base_top10	9	1	1	150			0	9	0	0	1	4	tail
A2IJ54FX1L83WK	11725	base_top10	1	1	1	150			0	1	0	0	1	16	non_tail
A2ILX4FPX798K0	488	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2IMGHMF0LO151	10571	expansion_only	201	0	1	150			0	201	0	0	1	22	non_tail
A2JFLFBU0IBS1P	9426	base_top10	1	1	1	150			0	1	0	0	1	5	non_tail
A2JZ3IPI8N5DF4	25	base_top10	2	1	1	150			0	2	0	0	1	131	non_tail
A2K8PA9SCEEUM7	8600	outside_union	201	0	0	150			0	201	0	0	1	5	non_tail
A2KHXBULHQWB3X	518	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A2KN8514W5PRK3	10180	base_top10	1	1	1	150			0	1	0	0	1	4	tail
A2KP4CWYUTKUFO	8965	expansion_only	201	0	1	150			0	201	0	0	1	31	non_tail
A2KWH72N5HQHTB	2436	outside_union	201	0	0	150			0	201	0	0	1	28	non_tail
A2L4BBNT6DXHWM	3614	expansion_only	201	0	1	150	3614	3.11507631	1	10	1	0	0	5	non_tail
A2LAS014NSRW72	11818	base_top10	7	1	1	150			0	7	0	0	1	26	non_tail
A2LER8S3UAHQDZ	9153	expansion_only	201	0	1	150	9153	0.250151196	1	10	1	0	0	12	non_tail
A2LMRRVBJA5IX9	6897	outside_union	201	0	0	150			0	201	0	0	1	15	non_tail
A2LQZOEL0E72H8	8096	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A2LZQ1DLLNNEI5	657	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A2M1QMMRCPNIII	496	base_top10	10	1	1	150			0	10	0	0	1	36	non_tail
A2MAIVG6O3XUV0	5678	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A2MKY6T9KE7I54	10958	base_top10	6	1	1	150			0	6	0	0	1	12	non_tail
A2MO2DSOO8YN75	9225	base_top10	4	1	1	150			0	4	0	0	1	4	tail
A2MP66SO2JYGRG	3937	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A2NDF1PEF8ZV3	5666	base_top10	1	1	1	150			0	1	0	0	1	72	non_tail
A2NHTKNU65HKY6	7834	base_top10	1	1	1	150			0	1	0	0	1	64	non_tail
A2NLIK2TG4OPFN	6752	base_top10	3	1	1	150			0	3	0	0	1	27	non_tail
A2NUKBOR03MHXD	6911	base_top10	1	1	1	150			0	1	0	0	1	9	non_tail
A2NURN5ZVWOGBM	7229	base_top10	1	1	1	150			0	1	0	0	1	8	non_tail
A2NVRVKIOO7PVI	8035	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A2OBMHANVHK0MI	11128	base_top10	1	1	1	150			0	1	0	0	1	13	non_tail
A2PQ780ZQ2OLNS	532	expansion_only	201	0	1	150			0	201	0	0	1	63	non_tail
A2PRFCYJQRLTTN	8220	base_11_50	12	1	1	150			0	201	0	0	1	10	non_tail
A2Q17XGGZFA2W1	7833	base_top10	3	1	1	150			0	3	0	0	1	11	non_tail
A2QWHEI914GHRZ	11788	base_top10	2	1	1	150			0	2	0	0	1	6	non_tail
A2QYLMSEAWW6XR	1311	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A2RBBS5KJNYAOX	11341	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A2RF8MOE6QVE9U	2817	expansion_only	201	0	1	150			0	201	0	0	1	17	non_tail
A2RF8O3ELEMVIZ	7507	expansion_only	201	0	1	150			0	201	0	0	1	3	tail
A2RGEQ4EOILD9Q	5139	expansion_only	201	0	1	150	5139	1.85855785	1	10	1	0	0	6	non_tail
A2RVQVAWIU7LDW	2281	base_top10	1	1	1	150			0	1	0	0	1	5	non_tail
A2S6QCNNN8AK91	11405	base_top10	1	1	1	150			0	1	0	0	1	69	non_tail
A2SDRCBPIAXVDW	11019	base_11_50	11	1	1	150			0	201	0	0	1	11	non_tail
A2SOKHEHOGE1GH	5893	expansion_only	201	0	1	150			0	201	0	0	1	4	tail
A2SPV96SGOEO2	11893	outside_union	201	0	0	150			0	201	0	0	1	0	tail
A2STPDNR3VV5OD	8536	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
A2SZLM2N5UQ34M	639	base_top10	3	1	1	150			0	3	0	0	1	11	non_tail
A2TV4LKQ8CQS3N	6844	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A2TWO5CLBUA5E6	5635	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A2UJN8SKKZD3CC	8219	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
A2VP356VHIKHRU	2416	outside_union	201	0	0	150			0	201	0	0	1	18	non_tail
A2VZHBC601Q4JY	1930	base_top10	3	1	1	150			0	3	0	0	1	74	non_tail
A2W01XX106L8V1	3573	base_top10	4	1	1	150			0	4	0	0	1	10	non_tail
A2W1AW7HJ9875U	7928	base_top10	1	1	1	150			0	1	0	0	1	17	non_tail
A2WB7LZ595CR50	11850	outside_union	201	0	0	150			0	201	0	0	1	0	tail
A2WBB8QN9S617	2432	outside_union	201	0	0	150			0	201	0	0	1	5	non_tail
A2WCIU7YBVSBHC	8050	outside_union	201	0	0	150			0	201	0	0	1	12	non_tail
A2WHSS0XUOXPMQ	3265	base_top10	3	1	1	150			0	3	0	0	1	35	non_tail
A2WS5PMA5N3DD0	10804	base_top10	1	1	1	150			0	1	0	0	1	14	non_tail
A2WS7HWNWZBG2L	6280	base_top10	2	1	1	150			0	2	0	0	1	2	tail
A2XKC0QMG2CEO4	11509	base_top10	6	1	1	150			0	6	0	0	1	1	tail
A2XZFXWPFVRKP6	2359	base_top10	1	1	1	150			0	1	0	0	1	16	non_tail
A2Y3EIC15JB7MV	2288	expansion_only	201	0	1	150			0	201	0	0	1	37	non_tail
A2Y4HPQD4Z3KU	6262	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
A2Y8JYGI3Q8R5E	7976	base_top10	8	1	1	150			0	8	0	0	1	16	non_tail
A2YWC9PDP13V4C	1346	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
A2YXSMAP0A5TH0	8010	base_top10	2	1	1	150			0	2	0	0	1	9	non_tail
A2Z0FENR7I74TF	9472	base_top10	9	1	1	150			0	9	0	0	1	10	non_tail
A3055FMCUNHDKB	6221	base_top10	10	1	1	150			0	10	0	0	1	52	non_tail
A305EJS7U9EDQG	5110	base_top10	1	1	1	150			0	1	0	0	1	7	non_tail
A30A3Y5DFMQPWI	385	base_top10	1	1	1	150			0	1	0	0	1	16	non_tail
A30KPB2ILF6K6J	8655	base_top10	8	1	1	150			0	8	0	0	1	12	non_tail
A30YMIX9G8ESVO	771	outside_union	201	0	0	150			0	201	0	0	1	13	non_tail
A30Z0GG96D11EO	8602	base_top10	7	1	1	150			0	7	0	0	1	15	non_tail
A30Z4O4QTZSSMY	9997	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A312Y9ESLKYJJH	2878	base_top10	1	1	1	150			0	1	0	0	1	16	non_tail
A3185TJQ34TW4D	9327	outside_union	201	0	0	150			0	201	0	0	1	1	tail
A31FN9JW9AB1DT	5212	expansion_only	201	0	1	150	5212	0.258074784	1	10	1	0	0	9	non_tail
A31NH7UDTWFJJ5	4343	outside_union	201	0	0	150			0	201	0	0	1	5	non_tail
A31TPEC5395NO3	3019	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A3222AFGFSEUX6	6838	outside_union	201	0	0	150			0	201	0	0	1	54	non_tail
A323466SOLPWQU	298	base_top10	6	1	1	150			0	6	0	0	1	14	non_tail
A3240EHV7FGBXM	3527	expansion_only	201	0	1	150	3527	0.775802998	1	10	1	0	0	16	non_tail
A32M15RZXWZ5GS	34	base_11_50	12	1	1	150			0	201	0	0	1	36	non_tail
A32TPWBBB224F	761	base_top10	8	1	1	150			0	8	0	0	1	29	non_tail
A32ZORCG68220E	7248	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A33F1QQY1IZJQX	2819	expansion_only	201	0	1	150			0	201	0	0	1	12	non_tail
A33H1ING3L6FRR	8145	base_top10	2	1	1	150			0	2	0	0	1	14	non_tail
A33HWB3M8NWQ58	3462	base_top10	2	1	1	150			0	2	0	0	1	4	tail
A33U9CUX81CDLI	4561	outside_union	201	0	0	150			0	201	0	0	1	21	non_tail
A33W1ED2CINHHF	3689	expansion_only	201	0	1	150			0	201	0	0	1	19	non_tail
A33XV0FDZCY5WP	7556	expansion_only	201	0	1	150	7556	1.01981147	1	10	1	0	0	9	non_tail
A357W5QSM12DGU	2763	base_top10	4	1	1	150			0	4	0	0	1	15	non_tail
A35C2IVVQR1HTK	11166	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A3610U4ZX0GMEK	903	outside_union	201	0	0	150			0	201	0	0	1	46	non_tail
A367YF0EJSHVM3	7109	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
A37A8HIMY7W4XZ	8778	base_top10	4	1	1	150			0	4	0	0	1	12	non_tail
A37KERFWFRR1K9	851	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
A37NHGD0WTRYFH	818	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
A388XAFBHS0OCH	10705	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A38C12950IM24P	10164	base_top10	1	1	1	150			0	1	0	0	1	17	non_tail
A394ODETD69NJP	4059	expansion_only	201	0	1	150			0	201	0	0	1	8	non_tail
A39CFHC9J5W59B	5173	expansion_only	201	0	1	150	5173	2.31755829	1	10	1	0	0	9	non_tail
A39OE9HEFSYF5D	2834	base_top10	1	1	1	150			0	1	0	0	1	5	non_tail
A3A1UIZX5H92MK	6914	base_top10	2	1	1	150			0	2	0	0	1	23	non_tail
