user_id	cached_rank	candidate	cached_score	recomputed_score	delta
ASZ8W38C6GQPK	45	sports microscope telescope brass scope	-0.9744501	-0.9744503498077393	-2.498077392720788e-07
ASZ8W38C6GQPK	46	building stack eggs gently crack	-0.97659224	-0.9766642451286316	-7.200512863159148e-05
ASZ8W38C6GQPK	47	building science resources geography44	-0.97785276	-0.9777615070343018	9.125296569822972e-05
ASZ8W38C6GQPK	48	mel puzzlesaw650code	-0.98084706	-0.9807467460632324	0.00010031393676757094
ASZ8W38C6GQPK	49	puzzle floorinalspiman	-0.98157334	-0.9817059636116028	-0.00013262361160282232
ASZ8W38C6GQPK	50	train railway troublesome trucks1	-0.98890305	-0.988806426525116	9.662347488403888e-05
A369R4MUZCUI3D	1	babysko countslion pop	-0.5475791	-0.5475632548332214	1.5845166778549746e-05
A369R4MUZCUI3D	2	puzzle ravekay falls mac	-0.680924	-0.6809462904930115	-2.2290493011500878e-05
A369R4MUZCUI3D	3	puzzle rave linenrome evening	-0.6826107	-0.6823984980583191	0.00021220194168092288
A369R4MUZCUI3D	4	puzzle raverizzistructure	-0.6888575	-0.6891180872917175	-0.0002605872917175178
A369R4MUZCUI3D	5	baby puppy feelings pal laugh	-0.6939071	-0.6940314173698425	-0.0001243173698425304
A369R4MUZCUI3D	6	puzzle floorburger rave demands2	-0.7021686	-0.7021772265434265	-8.626543426482058e-06
A369R4MUZCUI3D	7	baby ballszi centershat	-0.7033126	-0.7032170295715332	9.557042846675134e-05
A369R4MUZCUI3D	8	puzzle ravestructure linen our2	-0.70758635	-0.7074490785598755	0.0001372714401245423
A369R4MUZCUI3D	9	puzzle rave terre cinq 1500	-0.7104848	-0.7107005715370178	-0.00021577153701779483
A369R4MUZCUI3D	10	puzzleburgerow giant rave	-0.74208426	-0.7420199513435364	6.430865646367412e-05
A369R4MUZCUI3D	11	vehiclesrig crane whatever wreck	-0.74961025	-0.7495970726013184	1.3177398681674113e-05
A369R4MUZCUI3D	12	puzzle rave paradisestructure linen	-0.76523226	-0.7651171684265137	0.0001150915734863256
A369R4MUZCUI3D	13	puzzle floorburger rave demands1	-0.77180034	-0.7717698812484741	3.0458751525852534e-05
A369R4MUZCUI3D	14	baby phone monkeyivity app	-0.78116053	-0.781182587146759	-2.2057146759069113e-05
A369R4MUZCUI3D	15	game wordphrase scr pass	-0.79042625	-0.7904634475708008	-3.719757080078434e-05
A369R4MUZCUI3D	16	baby toddlercho280long	-0.79503375	-0.7951138615608215	-8.011156082154969e-05
A369R4MUZCUI3D	17	puzzle ravestructure linen our1	-0.79660547	-0.7965232133865356	8.225661346439317e-05
A369R4MUZCUI3D	18	puzzle rave spicesstructure linen	-0.8014602	-0.8014505505561829	9.64944381709465e-06
A369R4MUZCUI3D	19	sports education bloc router wifi	-0.8059979	-0.8062296509742737	-0.00023175097427363678
A369R4MUZCUI3D	20	animals ses everyday gun street	-0.8072581	-0.8073005080223083	-4.240802230837115e-05
A369R4MUZCUI3D	21	game boardng explode boom	-0.80753535	-0.8076953887939453	-0.00016003879394532738
A369R4MUZCUI3D	22	leaprog guitar musicians rock	-0.81281894	-0.812807023525238	1.1916474761952678e-05
A369R4MUZCUI3D	23	game boardbra casa grande	-0.81358105	-0.8135563731193542	2.4676880645779775e-05
A369R4MUZCUI3D	24	puzzle floorburger rave demands0	-0.8153005	-0.815265953540802	3.4546459197981605e-05
A369R4MUZCUI3D	25	baby puppy185 dance laugh	-0.81993335	-0.8198268413543701	0.00010650864562988804
A369R4MUZCUI3D	26	sports education bloc501plan	-0.82698107	-0.8269493579864502	3.1712013549789475e-05
A369R4MUZCUI3D	27	game board elephant snackele	-0.8271951	-0.827238142490387	-4.304249038700192e-05
A369R4MUZCUI3D	28	puzzle216 landmark puknown0	-0.8353452	-0.8354438543319702	-9.86543319702049e-05
A369R4MUZCUI3D	29	doll baby wann134 walk	-0.84112835	-0.841163694858551	-3.534485855105629e-05
A369R4MUZCUI3D	30	puzzle rave 2000 linenstructure	-0.84603554	-0.8458659052848816	0.00016963471511843853
A369R4MUZCUI3D	31	baby fish crawl 49 centers	-0.8596587	-0.8595402836799622	0.00011841632003783964
A369R4MUZCUI3D	32	baby sitsko musicivity	-0.8596938	-0.8596791625022888	1.4637497711134095e-05
A369R4MUZCUI3D	33	puzzle216 landmark puknown1	-0.85979253	-0.8598237037658691	-3.1173765869141334e-05
A369R4MUZCUI3D	34	puzzleaugmented reality nord groundbreaking	-0.8709162	-0.8709046840667725	1.1515933227568276e-05
A369R4MUZCUI3D	35	puzzle rave linen blankstructure	-0.8723779	-0.8722119927406311	0.0001659072593689359
A369R4MUZCUI3D	36	sports blast elite hailfire	-0.8727784	-0.8727469444274902	3.1455572509719865e-05
A369R4MUZCUI3D	37	crafts stickers butterfly treasure magnificent	-0.87527275	-0.875239908695221	3.2841304779096525e-05
A369R4MUZCUI3D	38	game board28 sorry168	-0.8813858	-0.8814742565155029	-8.845651550293265e-05
A369R4MUZCUI3D	39	puzzle rave beaconston hill	-0.882324	-0.8822101950645447	0.00011380493545531944
A369R4MUZCUI3D	40	helicopterhog automated multiplayer single	-0.88405675	-0.8840644955635071	-7.74556350713329e-06
A369R4MUZCUI3D	41	puzzle rave neuschwstructure	-0.88527393	-0.8852622509002686	1.1679099731431997e-05
A369R4MUZCUI3D	42	mel puzzle solar floorreaches	-0.88543135	-0.885397732257843	3.3617742156932806e-05
A369R4MUZCUI3D	43	puzzle princess neuschwrama	-0.88605165	-0.8859681487083435	8.350129165646258e-05
A369R4MUZCUI3D	44	leapster 4111explorer	-0.88611823	-0.886207103729248	-8.887372924804016e-05
A369R4MUZCUI3D	45	puzzle216 puzz landmark	-0.89032084	-0.8902590274810791	6.181251892090067e-05
A369R4MUZCUI3D	46	trainmaster197 risk 41	-0.8965273	-0.8965771794319153	-4.9879431915256234e-05
A369R4MUZCUI3D	47	musical pianopin keyboard instruments	-0.8967957	-0.8969100117683411	-0.00011431176834109102
A369R4MUZCUI3D	48	puzzleball540perfect dimension	-0.89947003	-0.8995782732963562	-0.0001082432963561697
A369R4MUZCUI3D	49	game board snail rooms basement	-0.89971155	-0.8997500538825989	-3.85038825988504e-05
A369R4MUZCUI3D	50	puzzleaugmented reality groundbreakinganimate	-0.9028535	-0.9028378129005432	1.568709945676261e-05
A27AEZG2GO6OK2	1	game board princess gaze pretty	-0.5068805	-0.5069367289543152	-5.622895431522945e-05
A27AEZG2GO6OK2	2	baby ocean soothe glow sea	-0.58056295	-0.58059161901474	-2.866901473996819e-05
A27AEZG2GO6OK2	3	leaprog font groove musical0	-0.64133114	-0.6412973403930664	3.37996069336155e-05
A27AEZG2GO6OK2	4	mel puzzle differentiation latch craftsmanship	-0.6495655	-0.6495292782783508	3.62217216491878e-05
A27AEZG2GO6OK2	5	babytech laptop sort38	-0.7157151	-0.7155491709709167	0.00016592902908330043
A27AEZG2GO6OK2	6	baby laugh table busy musical	-0.7301364	-0.7302058339118958	-6.943391189573322e-05
A27AEZG2GO6OK2	7	baby phone laptop screen initial	-0.74576336	-0.7458500862121582	-8.672621215821685e-05
A27AEZG2GO6OK2	8	baby leap rhyme nurseryturn	-0.7785856	-0.7785568237304688	2.8776269531238796e-05
A27AEZG2GO6OK2	9	baby puppy 1,5 wentcake	-0.78789514	-0.7879304885864258	-3.534858642573191e-05
A27AEZG2GO6OK2	10	mel beads differentiation craftsmanship seller	-0.8087043	-0.8087171912193298	-1.2891219329791426e-05
A27AEZG2GO6OK2	11	baby laugh house mailbox met	-0.81710935	-0.8169988989830017	0.00011045101699824755
A27AEZG2GO6OK2	12	game board candy land disappeared	-0.8182382	-0.8181619644165039	7.623558349612036e-05
A27AEZG2GO6OK2	13	baby laugh sing opposite click	-0.82312316	-0.8232245445251465	-0.00010138452514651952
A27AEZG2GO6OK2	14	building blocks squeeze10ten	-0.8362197	-0.8361632823944092	5.641760559083053e-05
A27AEZG2GO6OK2	15	baby laughggy picomparing0	-0.8465207	-0.8466535806655884	-0.0001328806655883641
A27AEZG2GO6OK2	16	baby ballswinkel perennial ref	-0.84871596	-0.8487420082092285	-2.6048209228468622e-05
A27AEZG2GO6OK2	17	baby ballsperorial busy	-0.8577452	-0.8578489422798157	-0.0001037422798156884
A27AEZG2GO6OK2	18	leaprogcou pal my	-0.8585486	-0.8584768176078796	7.178239212035642e-05
A27AEZG2GO6OK2	19	building stack eggs gently crack	-0.8640081	-0.8639671802520752	4.091974792475028e-05
A27AEZG2GO6OK2	20	baby ses sillywind132	-0.86465025	-0.864692747592926	-4.24975929260718e-05
A27AEZG2GO6OK2	21	baby fish crawl ball move	-0.88000566	-0.8797865509986877	0.00021910900131227873
A27AEZG2GO6OK2	22	sports rocketmp assistant air	-0.8825647	-0.8826248049736023	-6.010497360231515e-05
A27AEZG2GO6OK2	23	doll babytellach 27	-0.8832812	-0.8833057284355164	-2.452843551636885e-05
A27AEZG2GO6OK2	24	animals fur creatureblingby	-0.88864475	-0.8885616660118103	8.308398818968055e-05
A27AEZG2GO6OK2	25	sports education bloclib5.2	-0.89333266	-0.8933091163635254	2.3543636474609997e-05
A27AEZG2GO6OK2	26	baby teaching tea sharing please	-0.91838616	-0.9184024333953857	-1.6273395385790757e-05
A27AEZG2GO6OK2	27	wagon ridewalkerpurpose walk	-0.924568	-0.9247186779975891	-0.0001506779975891659
A27AEZG2GO6OK2	28	drawingoodle pro screen travel	-0.93791264	-0.9378933310508728	1.9308949127161412e-05
A27AEZG2GO6OK2	29	set people gum swirlaround	-0.9400596	-0.9401503205299377	-9.072052993774893e-05
A27AEZG2GO6OK2	30	baby stack nest cups versatility	-0.95154494	-0.9514314532279968	0.00011348677200317958
A27AEZG2GO6OK2	31	game board elephant butterfliesele	-0.951731	-0.9517137408256531	1.7259174346917483e-05
A27AEZG2GO6OK2	32	set peopleong happy washing	-0.95522887	-0.9552960395812988	-6.716958129882045e-05
A27AEZG2GO6OK2	33	baby fish curious dinosaur bother	-0.9577875	-0.9580008387565613	-0.00021333875656126544
A27AEZG2GO6OK2	34	drawing ease stool deskoodle	-0.9580869	-0.958204984664917	-0.00011808466491702863
A27AEZG2GO6OK2	35	baby stack blocks sort bucket	-0.9584175	-0.9582529067993164	0.00016459320068362704
A27AEZG2GO6OK2	36	musical drum pu instruments lime	-0.96612304	-0.9659569263458252	0.0001661136541748487
A27AEZG2GO6OK2	37	sports ballaff gabqui	-0.9701938	-0.9701436161994934	5.0183800506586884e-05
A27AEZG2GO6OK2	38	baby fishozapal groove	-0.9725423	-0.9727180600166321	-0.00017576001663210938
A27AEZG2GO6OK2	39	baby ballspin pop drop	-0.9777932	-0.977803647518158	-1.0447518157929991e-05
A27AEZG2GO6OK2	40	musical piano keyboard4.2ow	-0.9821096	-0.9822359085083008	-0.00012630850830075424
A27AEZG2GO6OK2	41	game boardsnip squirrel squeeze	-0.98989576	-0.9898505210876465	4.523891235352906e-05
A27AEZG2GO6OK2	42	mel sort clock past timely	-0.9911769	-0.9910934567451477	8.344325485232229e-05
A27AEZG2GO6OK2	43	drawing easefunctional dates dryer	-0.9970376	-0.9970137476921082	2.385230789181403e-05
A27AEZG2GO6OK2	44	animals pillowlite unicorn dream	-1.0002612	-1.0004041194915771	-0.00014291949157718697
A27AEZG2GO6OK2	45	leaprog drumarguably drummer	-1.0025496	-1.0025211572647095	2.8442735290568066e-05
A27AEZG2GO6OK2	46	game board28 mysteriestown	-1.0339259	-1.0339646339416504	-3.873394165032629e-05
A27AEZG2GO6OK2	47	baby toddlercho280long	-1.0755955	-1.0754936933517456	0.00010180664825432117
A27AEZG2GO6OK2	48	game board pirate hammocksurrounded	-1.080778	-1.0806005001068115	0.00017749989318849302
A27AEZG2GO6OK2	49	baby laugh sing soothing lantern	-1.0938379	-1.0939942598342896	-0.00015635983428952116
A27AEZG2GO6OK2	50	doll babytellummiesifier	-1.099597	-1.099350094795227	0.0002469052047728848
A3N61N91YEIZ47	1	sportsnerbreaker vine304	-0.47744572	-0.47752633690834045	-8.061690834043622e-05
A3N61N91YEIZ47	2	sports science energy heaterdelve	-0.51069707	-0.5106645226478577	3.2547352142309194e-05
A3N61N91YEIZ47	3	animals furby boom speaks1	-0.5114275	-0.5114282369613647	-7.369613647112416e-07
A3N61N91YEIZ47	4	loom bands 600 late rubber	-0.64221925	-0.642120897769928	9.835223007204075e-05
A3N61N91YEIZ47	5	sports journalancyforensic scope	-0.6565494	-0.6564710736274719	7.832637252802588e-05
A3N61N91YEIZ47	6	sports science lab gross flush	-0.67062163	-0.6705362200737	8.540992630001742e-05
A3N61N91YEIZ47	7	game board clue72 edition	-0.68218064	-0.6821660995483398	1.4540451660161047e-05
A3N61N91YEIZ47	8	game board28 sorry edition	-0.68588376	-0.6858552098274231	2.855017257685777e-05
A3N61N91YEIZ47	9	doll alive wann walk840	-0.6875813	-0.6875510215759277	3.027842407221648e-05
A3N61N91YEIZ47	10	loom bracelet band rainbow step	-0.73035556	-0.7304919362068176	-0.0001363762068176122
A3N61N91YEIZ47	11	loom bands siliconeetched 600	-0.74415153	-0.7439600825309753	0.0001914474690246637
A3N61N91YEIZ47	12	drawing color inspiration 04inclusiv	-0.74696374	-0.746906042098999	5.7697901000963725e-05
A3N61N91YEIZ47	13	sportsnerbreaker bow aim	-0.7523666	-0.752457320690155	-9.072069015503281e-05
A3N61N91YEIZ47	14	sports blast megauri cent	-0.75626	-0.7560421824455261	0.00021781755447392026
A3N61N91YEIZ47	15	water poll zip vacation pocket	-0.7578778	-0.7579216361045837	-4.383610458369436e-05
A3N61N91YEIZ47	16	loom bands 1800clip silicone	-0.75939703	-0.7595608830451965	-0.0001638530451965048
A3N61N91YEIZ47	17	sports light footballzonesmith	-0.76346666	-0.7634158134460449	5.0846553955041784e-05
A3N61N91YEIZ47	18	loom bracelet wrist twist cord	-0.76583093	-0.7659937739372253	-0.00016284393722532098
A3N61N91YEIZ47	19	leappadacekat dots	-0.7732356	-0.7732381820678711	-2.5820678710708478e-06
A3N61N91YEIZ47	20	puzzlewhi pas revivalies0	-0.77767277	-0.7776861190795898	-1.334907958983056e-05
A3N61N91YEIZ47	21	puzzleplex ma plasmaze	-0.7817037	-0.781715452671051	-1.1752671051024066e-05
A3N61N91YEIZ47	22	game board guess logo brands	-0.79064894	-0.7905848622322083	6.407776779171481e-05
A3N61N91YEIZ47	23	sports ball baseballbatting trainer	-0.7933065	-0.7934150695800781	-0.00010856958007809947
A3N61N91YEIZ47	24	vehicles rocket astronaut greenhouse capsule	-0.80300707	-0.8029820919036865	2.4978096313521547e-05
A3N61N91YEIZ47	25	leap ebookcou read me	-0.8056834	-0.8057706952095032	-8.72952095031243e-05
A3N61N91YEIZ47	26	wagon tri plasmacar 38	-0.81132436	-0.8113099932670593	1.4366732940640503e-05
A3N61N91YEIZ47	27	drawingcra maker markerpens	-0.8118136	-0.8119959831237793	-0.0001823831237792728
A3N61N91YEIZ47	28	helicopter channel107smallest functional0	-0.8169468	-0.8167961239814758	0.00015067601852414292
A3N61N91YEIZ47	29	carsix stuntwaycker	-0.820157	-0.8202740550041199	-0.00011705500411984815
A3N61N91YEIZ47	30	helicopter channelaxial hoverez	-0.82031316	-0.8205634951591492	-0.00025033515914918425
A3N61N91YEIZ47	31	helicopter channel107smallest functional1	-0.82902575	-0.8289249539375305	0.00010079606246948813
A3N61N91YEIZ47	32	baby ballskle rattlewinkel	-0.8311434	-0.831172525882721	-2.912588272097061e-05
A3N61N91YEIZ47	33	action spider marvel heroes stories3	-0.8456015	-0.8457812666893005	-0.0001797666893005312
A3N61N91YEIZ47	34	building buildker transit builders	-0.8480458	-0.8483376502990723	-0.00029185029907230486
A3N61N91YEIZ47	35	sports party cakeweglow	-0.85082024	-0.8508517146110535	-3.147461105346139e-05
A3N61N91YEIZ47	36	angry birds thinice installment	-0.8515673	-0.8516905903816223	-0.00012329038162228745
A3N61N91YEIZ47	37	crafts americanckenstring 2012	-0.85428077	-0.8544406890869141	-0.0001599190869140399
A3N61N91YEIZ47	38	cars charge rebound stunt charger1	-0.8572024	-0.8571144938468933	8.790615310672045e-05
A3N61N91YEIZ47	39	craftsdesign stencil manal0	-0.86237586	-0.8624162673950195	-4.040739501953716e-05
A3N61N91YEIZ47	40	game cardrenz seekersied	-0.8649537	-0.8649089336395264	4.476636047368032e-05
A3N61N91YEIZ47	41	puzzle floor235mbo 54	-0.8701947	-0.8700790405273438	0.00011565947265623766
A3N61N91YEIZ47	42	puzzle brainflextanglement	-0.8709964	-0.8710306286811829	-3.422868118285738e-05
A3N61N91YEIZ47	43	sports videobit178 99	-0.8736863	-0.8736655116081238	2.078839187624748e-05
A3N61N91YEIZ47	44	craftsdesign stencil manal1	-0.8777472	-0.877873420715332	-0.00012622071533208157
A3N61N91YEIZ47	45	sports education bloc501plan	-0.8825097	-0.8824834823608398	2.6217639160108774e-05
A3N61N91YEIZ47	46	cars charge rebound stunt charger0	-0.8833088	-0.8831258416175842	0.00018295838241577655
A3N61N91YEIZ47	47	dinosaur dragongriff knightvin	-0.885107	-0.8850834369659424	2.35630340575943e-05
A3N61N91YEIZ47	48	puzzlewhi pas revivalies1	-0.88634765	-0.8863721489906311	-2.449899063106109e-05
A3N61N91YEIZ47	49	building blockski hardwood 64	-0.88662916	-0.8866116404533386	1.7519546661404206e-05
A3N61N91YEIZ47	50	drawingla lap deskoodle	-0.89126414	-0.8912172913551331	4.684864486692586e-05
A3N5NRW1GQ8RXL	1	game boardbe story cu	-0.5256821	-0.5255464911460876	0.00013560885391239452
A3N5NRW1GQ8RXL	2	game boardanz foreheadduce	-0.5982911	-0.5982939600944519	-2.8600944519396876e-06
A3N5NRW1GQ8RXL	3	game boardbe actions cu	-0.6602933	-0.6603423953056335	-4.9095305633573005e-05
A3N5NRW1GQ8RXL	4	game board28 spot85	-0.67217904	-0.6722643971443176	-8.535714431767705e-05
A3N5NRW1GQ8RXL	5	sports spy 2019 gadget124	-0.71100235	-0.7111368775367737	-0.00013452753677367646
A3N5NRW1GQ8RXL	6	animals furrenzcurry	-0.72112197	-0.7212069630622864	-8.499306228637593e-05
A3N5NRW1GQ8RXL	7	sports spy laser target strike	-0.7217042	-0.7218902707099915	-0.00018607070999143716
A3N5NRW1GQ8RXL	8	game board28wirk82	-0.722034	-0.7221860885620117	-0.00015208856201176513
A3N5NRW1GQ8RXL	9	doll american skirt necklace purse	-0.8410477	-0.8409991264343262	4.857356567378179e-05
A3N5NRW1GQ8RXL	10	game boardsnip squirrel squeeze	-0.8413909	-0.8414361476898193	-4.524768981928329e-05
A3N5NRW1GQ8RXL	11	sports uncleltonphysics mi	-0.8448077	-0.844892680644989	-8.49806449889634e-05
A3N5NRW1GQ8RXL	12	sports ball rookie basketball youth0	-0.854818	-0.8546381592750549	0.0001798407249450351
A3N5NRW1GQ8RXL	13	sports light200 flower 46	-0.87180775	-0.8716539740562439	0.00015377594375609593
A3N5NRW1GQ8RXL	14	sports video121 handheld bo	-0.8892658	-0.8891245722770691	0.00014122772293090335
A3N5NRW1GQ8RXL	15	game card humanity horrible against	-0.8930313	-0.893052875995636	-2.1575995636013978e-05
A3N5NRW1GQ8RXL	16	sports uncle camp0.2fire	-0.89312196	-0.8929837346076965	0.00013822539230345932
A3N5NRW1GQ8RXL	17	sports spy vision night net	-0.89858085	-0.8985795974731445	1.2525268554552937e-06
A3N5NRW1GQ8RXL	18	game card un scored points	-0.91314965	-0.913370668888092	-0.0002210188880920061
A3N5NRW1GQ8RXL	19	helicopter channel107smallest functional0	-0.91935694	-0.9194349050521851	-7.796505218504723e-05
A3N5NRW1GQ8RXL	20	ney palace 4644 songs	-0.92780834	-0.927945613861084	-0.0001372738610839752
A3N5NRW1GQ8RXL	21	sports videointend5.5	-0.9278168	-0.9276623725891113	0.00015442741088866896
A3N5NRW1GQ8RXL	22	cars lightningreleasingque222	-0.9312153	-0.9314756989479065	-0.00026039894790652607
A3N5NRW1GQ8RXL	23	sports ball rookie basketball youth1	-0.9317051	-0.9315119385719299	0.00019316142807002112
A3N5NRW1GQ8RXL	24	game card apples judge crazy	-0.931771	-0.9319650530815125	-0.00019405308151243528
A3N5NRW1GQ8RXL	25	angry birds knock27 wood	-0.93310595	-0.9331280589103699	-2.210891036991125e-05
A3N5NRW1GQ8RXL	26	sports ball soccer tech air1	-0.9337872	-0.9338307976722717	-4.359767227168909e-05
A3N5NRW1GQ8RXL	27	cars hotcar wheels pack	-0.93479323	-0.9346259236335754	0.00016730636642459107
A3N5NRW1GQ8RXL	28	sports ball soccer tech air0	-0.93669385	-0.9366940259933472	-1.759933471179309e-07
A3N5NRW1GQ8RXL	29	helicopter channel107smallest functional1	-0.9425507	-0.9425800442695618	-2.9344269561804026e-05
A3N5NRW1GQ8RXL	30	sports circuit snap periodic experiments	-0.94368595	-0.9437262415885925	-4.029158859253368e-05
A3N5NRW1GQ8RXL	31	game boardquel sentence picking	-0.95169646	-0.9516935348510742	2.9251489257475782e-06
A3N5NRW1GQ8RXL	32	crafts kit art tiles magnet	-0.95335907	-0.9534891247749329	-0.0001300547749328862
A3N5NRW1GQ8RXL	33	sports spy scr voice anonymous	-0.9549	-0.9551033973693848	-0.00020339736938479458
A3N5NRW1GQ8RXL	34	game boardnoseolphrud	-0.9688305	-0.9689035415649414	-7.304156494136738e-05
A3N5NRW1GQ8RXL	35	sports spy magnifgg lenses	-0.9758296	-0.9761741757392883	-0.0003445757392883664
A3N5NRW1GQ8RXL	36	game boardanz person object	-0.9852517	-0.9852714538574219	-1.9753857421922483e-05
A3N5NRW1GQ8RXL	37	sports spy250 sunglasses gag	-0.9881812	-0.9882120490074158	-3.0849007415789664e-05
A3N5NRW1GQ8RXL	38	game board28 sorry168	-0.9886775	-0.9888468384742737	-0.00016933847427369475
A3N5NRW1GQ8RXL	39	animals plusdie scared reliable	-1.0013931	-1.0012909173965454	0.00010218260345462582
A3N5NRW1GQ8RXL	40	game board28 sorrymind	-1.0034081	-1.0035029649734497	-9.486497344979306e-05
A3N5NRW1GQ8RXL	41	cars mari wikar track	-1.0097125	-1.0098060369491577	-9.353694915770205e-05
A3N5NRW1GQ8RXL	42	animals pluspet ladybug	-1.011847	-1.0119343996047974	-8.739960479742237e-05
A3N5NRW1GQ8RXL	43	sports education building workshop tool	-1.0120462	-1.0119231939315796	0.00012300606842030604
A3N5NRW1GQ8RXL	44	game card un phase seven	-1.0160838	-1.0165115594863892	-0.0004277594863890677
A3N5NRW1GQ8RXL	45	game word scr turbobble	-1.0192335	-1.0193955898284912	-0.00016208982849130749
A3N5NRW1GQ8RXL	46	sports rocketmp assistant air	-1.0198791	-1.0200525522232056	-0.000173452223205528
A3N5NRW1GQ8RXL	47	sports spy glasses behind mirror	-1.0202217	-1.0201996564865112	2.2043513488778643e-05
A3N5NRW1GQ8RXL	48	game card cards blink fastest	-1.024606	-1.024689793586731	-8.37935867310513e-05
