dataset	split	user	target_item_id	target_logit	target_rank_in_expansion	target_passes_margin	target_selected_top3	passing_candidates	max_nontarget_logit
Beauty	calibration_t_minus_3	A261I3W883RWCM	1418	0.24358170955922986	1	1	1	1	-2.60650501805328
Beauty	calibration_t_minus_3	A2706861L00ABU	2270	-2.7460439435469652	1	0	0	0	-3.734146132248916
Beauty	calibration_t_minus_3	A28UFYH79BA0Q1	411	0.29977134390451	1	1	1	1	-2.3554380532458
Beauty	calibration_t_minus_3	A2BPK5NZD9SBUZ	2210	0.6954466824680594	1	1	1	1	-3.3183628030201513
Beauty	calibration_t_minus_3	A2D7IHQGEBIDNG	9234	0.10536311563050127	1	1	1	1	-1.1106047272074013
Beauty	calibration_t_minus_3	A2DI5CN136ORIV	2275	-0.5625354020161897	1	0	0	0	-3.302256487071789
Beauty	calibration_t_minus_3	A2F42OY7EDA9F4	10350	-5.916848560521082	25	0	0	0	-3.705212038925678
Beauty	calibration_t_minus_3	A2IMGHMF0LO151	11800	-3.0746609425205547	6	0	0	0	-1.5500077623935509
Beauty	calibration_t_minus_3	A2JMJVNTBL7K7E	10695	-5.805676841519764	41	0	0	0	-1.989699371819329
Beauty	calibration_t_minus_3	A2JVDPBG3907OM	5791	-0.11214963305293857	1	0	0	0	-3.2640908074204527
Beauty	calibration_t_minus_3	A2K7ND4KAPJBMZ	2987	-2.1108098454067212	1	0	0	0	-3.171523707088915
Beauty	calibration_t_minus_3	A2KSJO9O27DGMR	1321	1.298579417336148	1	1	1	1	-3.476919340807288
Beauty	calibration_t_minus_3	A2LER8S3UAHQDZ	849	1.3028671747487035	1	1	1	1	-2.067012955751312
Beauty	calibration_t_minus_3	A2MJRBHW5JKHM9	2178	1.970978705291234	1	1	1	1	-2.5347808334033655
Beauty	calibration_t_minus_3	A2Q6HPOIB7RZXJ	8536	-1.9917276520367064	1	0	0	0	-2.3843909672043155
Beauty	calibration_t_minus_3	A2RFSFZVD9LR94	5713	2.2526231543829844	1	1	1	1	-2.646161564247781
Beauty	calibration_t_minus_3	A2RGMDNRJX33RA	6467	-0.6410893403491729	1	0	0	0	-3.674746827443604
Beauty	calibration_t_minus_3	A2S6QCNNN8AK91	3857	0.2123602279862249	1	1	1	1	-3.196471649900533
Beauty	calibration_t_minus_3	A2SY92ZXU2FOEU	11778	-0.09458826700780776	4	0	0	2	0.646559032860452
Beauty	calibration_t_minus_3	A2XERBDMWJDLM5	3546	1.4564427857339073	1	1	1	1	-2.354204158698564
Beauty	calibration_t_minus_3	A2ZKEF8R16MLIC	10492	0.7220902736703074	1	1	1	1	-2.441089392164435
Beauty	calibration_t_minus_3	A3046GZ5ZK57KI	6727	0.037423012677340495	1	1	1	1	-2.0753855469917113
Beauty	calibration_t_minus_3	A311YKH6RB7AWY	4733	-2.29995863614894	2	0	0	0	-1.380827675852391
Beauty	calibration_t_minus_3	A338BFWVV7EC16	4521	-0.30141966866567316	1	0	0	0	-2.3989776331334225
Beauty	calibration_t_minus_3	A33UQHMWFLW3B7	6252	-2.0564616542123666	2	0	0	0	-1.831850471725076
Beauty	calibration_t_minus_3	A33YSBEKHEFRMG	10040	-1.9682328361648063	1	0	0	0	-3.0563566289219617
Beauty	calibration_t_minus_3	A367YF0EJSHVM3	9016	3.112522896398268	1	1	1	1	-0.39338455939834294
Beauty	calibration_t_minus_3	A3964HRZAJXQAE	625	-0.8814153205241642	1	0	0	0	-2.5582726939057654
Beauty	calibration_t_minus_3	A39A0H9MHYL4DN	6668	-1.864187475979934	3	0	0	0	-1.4607828508517429
Beauty	calibration_t_minus_3	A3HNQLK4NUFL4V	3879	-0.27680451839411724	1	0	0	0	-2.3576443001020095
Beauty	calibration_t_minus_3	A3I58WKBMBOWAQ	5899	-2.1198387461857457	1	0	0	0	-2.7943135357133198
Beauty	calibration_t_minus_3	A3JHC8O59WDHFZ	11664	-3.247437761980803	2	0	0	0	-1.8120644300554414
Beauty	calibration_t_minus_3	A3KDZA2MRC39CG	11760	-2.9667146760771983	3	0	0	0	-1.5371244136133075
Beauty	calibration_t_minus_3	A3PRZPN9JFVRZJ	5194	-3.9487028635924517	4	0	0	0	-2.736880593356389
Beauty	calibration_t_minus_3	A3R59125KJRFBJ	5239	2.1303900827653557	1	1	1	1	-2.7107792920918055
Beauty	calibration_t_minus_3	A3RF46CL8GDIN8	11711	-4.160426092176603	26	0	0	0	-2.7757573524748436
Beauty	calibration_t_minus_3	A5OR779IJBH8H	9474	-1.798287867953336	1	0	0	0	-3.439701454117711
Beauty	calibration_t_minus_3	A6FCCZY1UD4HL	6727	-1.8162621557479701	1	0	0	0	-2.6127029804259303
Beauty	calibration_t_minus_3	A7GU5LBVBM1YU	8167	0.18649920047725566	1	1	1	1	-1.9679407972343377
Beauty	calibration_t_minus_3	A97TYP2NJSJNC	356	-0.6733955262785116	1	0	0	0	-3.163835930871868
Beauty	calibration_t_minus_3	A9GE0I1CU1S7J	536	-4.221980654594839	1	0	0	0	-4.542759446389372
Beauty	calibration_t_minus_3	AC4Q5S3TAGBIQ	6324	-0.4864796323518341	1	0	0	0	-2.8682980188827285
Beauty	calibration_t_minus_3	AGWWIU5K88RKB	7232	-2.5158183029185324	1	0	0	0	-2.673768200402323
Beauty	calibration_t_minus_3	AH18JCRUKGUQP	8083	-2.381494507956032	3	0	0	0	-2.0283408950994133
Beauty	calibration_t_minus_3	AKHS1RYJUXB68	8204	-1.0713068763855373	1	0	0	0	-3.7654394194997267
Beauty	calibration_t_minus_3	ALEPCDKUNPD22	715	2.268530804048563	1	1	1	1	-2.5168177459451186
Beauty	calibration_t_minus_3	ALTHFWQ33GGRS	1848	0.3486492669182333	1	1	1	2	0.006526575613563068
Beauty	calibration_t_minus_3	ALUAEARQDJYLX	40	-3.9484682533597786	5	0	0	0	-3.3645979987145918
Beauty	calibration_t_minus_3	AOYGZZ8L5KP88	10494	-0.44342213960298693	1	0	0	0	-2.984154305340672
Beauty	calibration_t_minus_3	APNLFE7D7ZQZA	7074	-2.461752388400715	2	0	0	0	-2.0030156105818753
Beauty	calibration_t_minus_3	ARF6NZ2PH6MCB	9288	0.5272208153304252	1	1	1	1	-2.6074367806435284
Beauty	calibration_t_minus_3	AUVF56QLQRTPZ	4993	1.0066661519615785	1	1	1	1	-2.656774433714414
Beauty	calibration_t_minus_3	AWV9A5CF90JQL	1403	-0.43189348681579354	1	0	0	0	-2.5740925277903495
Beauty	calibration_t_minus_3	AXGYTAVICKCIK	4554	1.574506744138164	1	1	1	1	-0.40074698653578267
Beauty	validation_t_minus_2	A12XDEMP7PQPDT	3701	-8.89652040125561	85	0	0	0	-3.7497635283819157
Beauty	validation_t_minus_2	A13X4VIMZPP4OP	8583	-6.680133904729657	76	0	0	0	-0.969520414437385
Beauty	validation_t_minus_2	A14RYRR7ETV3UY	5783	-3.329485940869202	5	0	0	0	-2.320026629453462
Beauty	validation_t_minus_2	A15R00LN8L815Z	11653	-4.746854471771561	19	0	0	0	-0.7771523983651685
Beauty	validation_t_minus_2	A19SDJ2TSSL8HI	11776	-4.811782217000744	20	0	0	0	-3.171876333483261
Beauty	validation_t_minus_2	A1ACH77RG6C8MN	331	-8.180336331726592	129	0	0	0	-3.284865610999365
Beauty	validation_t_minus_2	A1DGVCCQQYHGCE	4080	-5.485223312197502	46	0	0	0	-1.6906669753808803
Beauty	validation_t_minus_2	A1I8XTYJHWX6N2	11765	-7.842721136882644	85	0	0	0	-2.2357646814213066
Beauty	validation_t_minus_2	A1JJYRQVMDQCA1	164	-7.718183132317874	115	0	0	0	-3.9416965488893694
Beauty	validation_t_minus_2	A1JLBNDDAJB4OP	6874	-9.041566520339233	116	0	0	0	-1.537181512592599
Beauty	validation_t_minus_2	A1KEK09ZA6J9P8	11201	-3.3708948403823094	1	0	0	0	-3.569987451066279
Beauty	validation_t_minus_2	A1PT8N9C5YZKV4	5053	-4.093242445668067	16	0	0	0	-1.877848599197823
Beauty	validation_t_minus_2	A1QSHDRSWGJI10	11478	-3.3915685067561556	3	0	0	0	-2.4940209181440895
Beauty	validation_t_minus_2	A1SORA0GA7W3WG	209	-5.435066823843446	35	0	0	0	-2.069616619027558
Beauty	validation_t_minus_2	A1SSIDDDCCK1E	2812	-3.706577734195112	8	0	0	0	-1.9589788999551372
Beauty	validation_t_minus_2	A1TEAHME6DJMV6	10106	-4.602281539245695	19	0	0	0	-2.561443529091518
Beauty	validation_t_minus_2	A1ZJU0PZZPS2UE	10407	-8.532579732545628	135	0	0	0	-3.0289888789271107
Beauty	validation_t_minus_2	A1ZRLMCXTTIY93	2149	-5.689506201765795	36	0	0	0	-1.5647028317558167
Beauty	validation_t_minus_2	A24F1PL6G4Q2BJ	10618	-7.0196755615251325	99	0	0	0	-1.6415015967933444
Beauty	validation_t_minus_2	A284FAGKX0W4U4	3135	-3.313841486500225	2	0	0	0	-2.184688762784061
Beauty	validation_t_minus_2	A29BOJREPGDKU4	1521	-5.292986370146433	45	0	0	1	0.27551843971846157
Beauty	validation_t_minus_2	A29XZH9BCY6T8T	10003	-6.141812474692896	47	0	0	0	-2.48057464823259
Beauty	validation_t_minus_2	A2BDSPVA0WTM5X	10802	-4.838711908472147	25	0	0	0	-1.529695267985062
Beauty	validation_t_minus_2	A2BKT51JAU9XV7	6727	-7.845071242296044	129	0	0	0	-3.6108835211036627
Beauty	validation_t_minus_2	A2CFSWWKUUT4BD	4993	-5.347033705601643	46	0	0	0	-2.9075022434617406
Beauty	validation_t_minus_2	A2IHBYQAW5MAJN	10148	-5.7277111978334405	75	0	0	0	-1.1516242802345555
Beauty	validation_t_minus_2	A2IVEJFJEZ41RN	11215	-5.157429560223421	19	0	0	0	-1.853215516680545
Beauty	validation_t_minus_2	A2LQEJM1CIKBIZ	2648	-6.505544674063	65	0	0	0	-1.7197228982924297
Beauty	validation_t_minus_2	A2QZF4BEP2B8V0	5142	-9.08884579319118	144	0	0	0	-3.1254928545232943
Beauty	validation_t_minus_2	A2RQOO8VYAEZZG	7028	-5.383458398195363	28	0	0	0	-3.3836371905171543
Beauty	validation_t_minus_2	A2V5C2L3EDQ93C	5237	-7.046658548627289	99	0	0	0	-2.0499559140905284
Beauty	validation_t_minus_2	A2W20TT5FNRIF	9781	-5.055671882813502	58	0	0	0	-1.4629053451678375
Beauty	validation_t_minus_2	A2XNJJ9TF70P4J	2811	-8.680244647424233	137	0	0	0	-2.796215875126154
Beauty	validation_t_minus_2	A2YO7Q1ABS2533	2513	-5.5155335261376575	41	0	0	0	-2.2196569227227076
Beauty	validation_t_minus_2	A2ZMH05LYXCVT7	8969	-4.64427294644921	13	0	0	0	-3.082973118879849
Beauty	validation_t_minus_2	A307Y3LMCVEZS1	9709	-7.472123364641005	95	0	0	0	-1.4414637237447687
Beauty	validation_t_minus_2	A308XENZZDHCBC	5799	-5.5759902731769735	41	0	0	0	-2.585817633708685
Beauty	validation_t_minus_2	A327PRMDA0HJVJ	8150	-4.392042722533198	8	0	0	0	-2.660869870358022
Beauty	validation_t_minus_2	A35BNLIJ3LXGMH	7942	-6.847171730256453	65	0	0	0	-3.061923021437411
Beauty	validation_t_minus_2	A36VNUMXIHBOL2	1254	-6.9514034665212625	111	0	0	0	-3.2602528716124635
Beauty	validation_t_minus_2	A37W51M20WW9TF	3695	-4.469124217234217	7	0	0	0	-4.015152957399594
Beauty	validation_t_minus_2	A38LQHK1OI66AN	6102	-5.369480646396632	35	0	0	0	-3.2065404444250056
Beauty	validation_t_minus_2	A3AJMFPURJQ632	2468	-3.189918012444595	12	0	0	1	1.293482209479242
Beauty	validation_t_minus_2	A3BXZSW2LBOVIE	7436	-5.979766449623026	59	0	0	0	-3.2159862405412536
Beauty	validation_t_minus_2	A3CLWZGMC7M9Z1	11054	-3.8127775317757218	22	0	0	0	-2.3111461388655865
Beauty	validation_t_minus_2	A3EXW4HNYX7HF5	10844	-9.333592424908911	96	0	0	0	-1.6669260889295838
Beauty	validation_t_minus_2	A3N61N91YEIZ47	11797	-4.148444085255637	19	0	0	0	-2.4711731679102167
Beauty	validation_t_minus_2	A3U1S5KR287T3I	10699	-9.21993152481101	101	0	0	0	-3.495107038941115
Beauty	validation_t_minus_2	A5VJIYS1L9YNR	8044	-6.092900949873726	47	0	0	0	-3.542188915500482
Beauty	validation_t_minus_2	A6KV3W3RG9RMA	793	-4.681357165395124	23	0	0	0	-2.2188266997649997
Beauty	validation_t_minus_2	A7MJTKHGS43RY	2838	-5.783923094382975	33	0	0	1	0.11770887583319567
Beauty	validation_t_minus_2	ADJBUPS8SJHTC	3715	-13.111093815505324	118	0	0	0	-2.18025248117229
Beauty	validation_t_minus_2	AE2MKYLMTYF21	11729	-3.840351912858614	7	0	0	0	-2.9562044472112703
Beauty	validation_t_minus_2	AE89ZMH5WF4OY	5133	-5.073800269476409	18	0	0	0	-3.34914003891903
Beauty	validation_t_minus_2	AEXPF7WBH1TL2	10644	-3.9336545697314182	11	0	0	0	-2.2401494574091974
Beauty	validation_t_minus_2	AJ48OJORP4NE4	10564	-6.541166618232544	107	0	0	0	-1.9237200028631882
Beauty	validation_t_minus_2	AO5UTGX62XHPQ	6840	-4.626633963174448	21	0	0	0	-2.024236194817414
Beauty	validation_t_minus_2	AO96PLO6E3MJC	9083	-3.4184092912034663	3	0	0	0	-2.083593195798228
Beauty	validation_t_minus_2	APE2YW9D1JPP7	5053	-6.5035443020087405	55	0	0	0	-3.5455095314601737
Beauty	validation_t_minus_2	APG8YOWMAHRPG	10587	-6.770338778167499	87	0	0	0	-2.835038763747141
Beauty	validation_t_minus_2	AV5980KJFVGCG	3311	-6.849219522120431	111	0	0	0	-1.8095992540550307
Beauty	validation_t_minus_2	AXE2V202CT93M	9876	-6.726314227202918	66	0	0	0	-3.3780038067486746
Beauty	validation_t_minus_2	AYUF7YETYOLNX	7022	-5.480934711322418	41	0	0	0	-1.979102684931548
Beauty	validation_t_minus_2	AZIFU5UI0G71E	7075	-6.6943689568658895	74	0	0	0	-3.0639752125981605
Beauty	validation_t_minus_2	AZM2QKIIGG9I2	3208	-7.689586218216938	129	0	0	0	-4.045563801050783
