user,stratum,target,history_length,full_hit50,target_tail,selection_hash,newest_item,oldest_item
A28WYYIWBDVB9A,head_hit,B00008PW0J,4,1,0,01de56e06f589ca80d3c80fc5b0dea00b3c709e5e4d3868e7b5d5d868c1b0285,B00007F8OJ,B00000IZOU
A24MXGJJD8OSUT,head_hit,B006O6ETNS,4,1,0,01f8e7ef823f6fbb06fcf9617106a2c1a6d2cf6ad63923dd627d283f44759898,B006O6ETJM,B0015EPR2Q
A20JN99GNYII7Q,head_hit,B00428LJ0G,6,1,0,020a55f93f0a771bb8baa63d16b846fe2e181a5483da26a4da793ddb497ae8c5,B001W30D2O,B000C9DYPW
A29HCH8AZRNH90,head_hit,B006O6EOII,16,1,0,020d4192eac0e2c9a199cd9822d365347861fdddd8be812372c69f0dacac1e24,B006DR6P9O,B0037UUZJQ
A1BTG38XSGYLW3,head_hit,B00804BDBI,6,1,0,0241266df65e9756d01ed8a47490f5e18c6fb856d39a1cfe5c8ee09104c60c82,B007BSYAVY,B0040GJZ88
A1IZRHRQNF3HSQ,head_hit,B00021Z2FU,3,1,0,026b7069c88d9e5a18420866677484254dbf1f776deb00c74477405b8128a54e,B00000ISC5,B000J01U2I
A3USJUE6A0VPSK,head_hit,B00146I2WM,13,1,0,0271da3e19ecb4fe46c604afbf52edb86ac1557c85ce79367565878552b88bb0,B000EOIFKY,B000062XQ8
A3EJ8XHVDC0CWH,head_hit,B00CJO8ZZW,8,1,0,02990c6f205607f38ad1059c14fd8c82a50ddff00642de5da125b29b09004559,B00AJE1CY0,B002DHC6FA
A3JM4IBJ42RY2F,head_hit,B000284ZNI,3,1,0,02abd9b1898d2d6f8d1e20038267156e58aa6c82c1133b13d2f146e420ec3562,B000LT2IZU,B000NW5RTO
A2MJK3LXJJ9MAQ,head_hit,B002NPBT50,4,1,0,02da2790d7e586dc8fb62ad6f328a90b74367f8d1b7f2aa7c179789c4f46c92e,B00DPK120O,B0000524NG
A2HD9RUV2OQXN1,head_hit,B0043BYOO0,3,1,0,03597dc8f90cb8c36a4dc63735b1f5a980d669e64ec8105a1cf44a8c60da2d87,B001EB9F3C,B00000IRYM
A1RTSVWEXMKAR1,head_hit,B00E1EFHBI,15,1,0,035ceeb75973d7cad2ad4bdb0e1d08822133a9f12c9a5f96dddf65704b9e5fe1,B00DQRV698,B000XUA5HA
A2H6HFOZP0CL4F,head_hit,B008JNPBYK,5,1,0,03779275a1a5f44182c8935b81ee09fadbe7df93c2bcee2957265f9a64340613,B007EZLPDU,B003IKMR0U
A2A0Z3DDCFPOAI,head_hit,B00875JE0C,3,1,0,0390b0a91c8a1b6da7a5b018e18d6b9209e42f80b108597d9134e05197bc5260,2914849648,0975277324
A2WD00B0BWJ24E,head_hit,B007XVYSYI,8,1,0,0396cc91713d1abadd3af84aa2ec72d70566e51ad97cd79f3280594efbd9fcdf,B0069RNEFG,B000H6X9S2
A6UUBR3GRONM3,head_hit,B008KDZO8M,3,1,0,03adaa4b7e826046c66ef949080b264c6b01869d737a806d5ec5d0bd394bb9eb,B0015R6UXI,B00BQYR0KC
A2OTXT99VQQG3A,head_hit,B000A88KOA,3,1,0,03c0d4ede9ca49f39e2d46ee62adeaa6ab4a520a50be0c7ed400d8a997d93239,B000231EX2,B005KBU83S
ANLA1I2WJ8J97,head_hit,B007J3F9W0,8,1,0,03c4925e3bce22eb8f4ef3dffe0349f7646dd295a66ac28e0a4842dad80eb13e,B007J3F9V6,B00008PW02
A1GCGLDIX0CPZG,head_hit,B004DJ6774,3,1,0,03d2ffde39de1128cf428daadd6912d5842b099e6a00ab605a5aea08c18adbbe,B004A2QTRC,B0009PAMWM
AZKEEN59Z97UP,head_hit,B0039S7NO6,8,1,0,03e321d9a5359e3192db4630262f406cec98283639cdd645c5993cf6bf53ce5d,B000TH5LL2,B000BCEJ86
A2IB3HNNJ6MZA2,head_hit,B000068CKY,3,1,0,03e436151653bb7c666edf8bf56c5cd068467d93c541537fa8f0d36add686ce6,B000SONEQA,B000JFN120
A36XZ3G51YG9SD,head_hit,B00DPK11ZA,3,1,0,03eba8930da77aa94a65138526d756f2ba0784923e54e5cad867048ce1ef660e,B00DPK11Y6,B001O271YG
A14J2BYYROC7O9,head_hit,B00462PTZ4,5,1,0,03ef81747eb200720ebb10e6854cc81e187b86d787ac3b1041f6f30be152f1e3,B0017UBQ64,B00000J4HK
A3RUHWRDVWPR8M,head_hit,B003WMC6U0,7,1,0,03f31997fe90e5834e259a89a437739c50669f7d1a3ec1879650078c0d7542f8,B001Q3KUAA,B00067U1OM
A36XG2H1S14FW,head_hit,B005N28TNU,4,1,0,04241cd3ce9840c38f00502d235318189eddf927695031301893dd7d05960ed7,B004X7ZZNS,B00AAPHZVW
AZZOZQ8AAHT64,head_hit,B00859GJWQ,5,1,0,043be90650b329fc439cf8a643fa6ff94a32f07fe5f2ecb486dce9490e8f8518,B0077LGDDI,B0012MJLXM
A2CSC7926IDQOA,head_hit,B00388IS1E,4,1,0,0448b3fb7c9b95bbf3719d690bdbd955ff3b25f55cda41f42de643705f0fcc25,B00146G71U,B00146LV5C
A1LHAXBM5GBJS2,head_hit,B003S3RGJ4,3,1,0,0453240f4cf817828cd18fcab8e98aa96ad8b70202f7a7d23d5c25514b28da1d,B007ADICS2,B0002HR3L0
A1F2GVLU0N972G,head_hit,B0038APBDA,6,1,0,04bd004ab71b325a3349ce82a7110c8565b0f007e638ad66d7cd6128cb407cab,B0015KU1GC,B001QXDIX6
A16BYDIT21IYHR,head_hit,B000LSZVKA,3,1,0,04d154d79f823d455796818db25d2509cdfd0d507f690c7f4cfbb40563492e82,B003WE34HC,B000ETRENI
A12MOE75PT2NE6,head_hit,B007XVYN7U,5,1,0,04e3b67d9f2dc1a18f1afecc4083aebb4a6cadc8aef957b0eebe3cd6dbfbe5f0,B0060FSV7I,B003LPUCM2
A3PEJ4WVQY0FAG,head_hit,B00008URUT,3,1,0,0504630fe559c865df4205bfaca7cd6dafbffe650ed6f897b49dc5b564f88108,0975277324,B000W7JWYG
A2QT151K3BOAFA,head_hit,1932188126,4,1,0,051146c6d2123fd689ea39b6cf1ba52a9b3cec1e4dd0606c2a62ca7936885b5e,B00008URUS,B00005BY4I
A1GE065MNI4G1E,head_hit,B008RU8GC4,5,1,0,05253a36bb5b583f76acded9046e5645a0e1f9820a51ce5366345c5d5e1ecf3c,B0075EBQPC,B0076TRVGO
A1WNJOQ3EWYVN4,head_hit,B00AAPHZVW,4,1,0,054492cab569dd43a51875ba8a81eef760af16b0b89c5a8359a0550ba114e48c,B0083WTSJQ,B007YD77MK
A1NGW9N2V062OY,head_hit,B0039S7NO6,3,1,0,0575eee68f2bfe56d8605aa74f395ce396afe9a213e0c58f93400246c89f89e2,B000K2623M,B001OXUM78
A2GSY9DM54Y0HS,head_hit,B008OW9SLI,20,1,0,057a8377d847ec19b884c7aac620a188c88f4c210e42bf37faf3822af200e913,B004781SW0,B006O6FKG8
AA4OR2BMI51VX,head_hit,B00000DMBF,8,1,0,05a64b6d5474f2f79173637495f3f07143789857d1ff74f50a5424ba8cbe76f3,B00000IWHI,B00000DMER
APN1SGMOQV5GO,head_hit,B00AMI5FN2,7,1,0,05e8f6aebae3f98127c166fb8cf1123d3a6db9f9d87522fcd45f73d28ae7529e,B008S9QAAO,B004FEHLYK
A34GL6AZ7S3CMU,head_hit,B00A8UT562,4,1,0,05eccf5462bca4b565dc7374da257291035e9ccf66e04f483b155122e8735788,B00A8UT55I,B001GW9NEK
A3ATCQHPXDV4MJ,head_hit,B005UWYK22,6,1,0,0606f420b987664fb8ae5df898900468753f357584cce1a57b555a1b0d958501,B0049H9NVW,B003D7F4YY
AVXGN90BU95P8,head_hit,B0060Y240O,3,1,0,0658d15cbd2aca367917234fb9f45785d32f2ee10ed2f785ff0f8a39c5422ea9,B003YJER8U,B003774W6Q
AL0X8Q2SH2WFU,head_hit,B0002AUWKG,4,1,0,066b7735d8a742567a748ebae5f76c5a12741b5ee1ddcb93c660505e657ad048,B004V3PS72,B0054HLF44
A3VKBXQ6S41YCS,head_hit,B008DBZBUC,3,1,0,0677126cad6342d9583e128a07366daf47d978097b35c83362215a186c419da1,B008DBZBS4,B003M7DPHI
A3RPNLEYTSU6V8,head_hit,B00000IRTS,3,1,0,06de3f534be7a8c5f1090198e10b66d73857a746d42f04373243f737d5d25f44,B00004T58G,B00000ITFQ
A21W7ZA2FZKOGP,head_hit,B00B28IQ50,8,1,0,070af9f72abcc8ba6ca6ccd70f4a7c3f0d17fe08655a4ed92c618d3345c560a4,B00CKH9NS6,B003A6AL8C
A27E5J65EKP1WA,head_hit,B007J3F9W0,7,1,0,07112f6fec5844c9413a818277c32ad08f7022db4d43c42cc4f0b29eb44c571f,B007J3F9VG,B0082LMF4I
A2088ZAZ8QSSEG,head_hit,B001RPWM7Q,3,1,0,0717f7c60900683e46e379fa4180a6dfe8ffa997f4e36409e3a22217c7d1f713,B000YC3PE2,0979712386
A345M5S1Y20G3R,head_hit,B00005UNAX,3,1,0,071d23e703d4b82820c9155ef399f98b843da8a18dbd51d753ba5b60e2951669,B001JQY6K4,B0089TVY0O
A269AE97JO65B7,head_hit,B0009EP45S,4,1,0,076ab1487731f939c0586d26de424c39e9770fe558c850f5d8233d05a0f28821,B00BD9962U,B00000DMCE
ANTYBL4TFO0DP,head_hit,B0039S7NO6,3,1,0,07779ac6889fe37d0438d58faacfd7112bf9f210ba557488fe0817cf7576de77,B002RL7VS4,B0000683A4
A3QIG40MRJNULX,head_hit,B00000J58X,3,1,0,077de62fb20b5e2479151dcbde3c07cb68b9cb386e67c53ac4b8cd117b72df3a,B004VCT14Y,B004SN67T8
A3BS5UH7C917N9,head_hit,B001W2WKS0,3,1,0,07e46b9b4b37cb4396899171afb49e4c2e653dba7287c4fa0a00cc6a79739189,B000GKATXM,B000KMHBFA
A1O0KPH1RH04WB,head_hit,B00112CHCK,4,1,0,0829dbcdba0699d94bd94c153d650051094f766f4bf065c74032b712b75b66b1,B0015KVAEE,B00005BHK6
A2UDWDVU1FWYTQ,head_hit,B006RQ8ULC,3,1,0,085a2538d6b2fa22651973ccea48f0c5bac813f9c9b998a9a81b9389cf37298f,B0035EQDW2,B0030HBVG2
A2D7SVPANGBBLQ,head_hit,B000FAB7I4,8,1,0,08a625fa72f8c83994ec37ee8243778fbd986e8b03bc88ec5dd7afa449a02f87,B00004UBH3,B003TJALF8
A374PNVOR5D1XV,head_hit,B009T45XDW,3,1,0,08a97e3334461016fbd38fa3bf034771125547919f7ca2efaf29e48e5064e50a,B0092GHPSI,B0039X6W6Q
ACA79U5ZG8M5,head_hit,B008B68IC2,12,1,0,08c608506c11e7d9c4cc5d5df4c6532303fcca0fff55bfc5d5c9fe03de450cc3,B007CB931W,B004XPIPRS
A2X2X9DA76CQWW,head_hit,B00592BOAO,4,1,0,08dbd0844862d2d15a7fdc5c25c06c51413966efd2aec347ec00dbb580616d08,B003A6IF76,B00146G71U
A3R3L38ENM8OF1,head_hit,B007KV17O0,6,1,0,091660722b5006250e551f00026ef8a4a070260c49f1f0dac4fe2030c52083e1,B006WAJM1A,B0058NTJSI
A3BHAJ71EFD4S5,head_hit,B00CG0CL1S,3,1,0,09518b587832e87be3b7da981313cf1f9b091724383bcddc2822c82a0ea5aa83,B0089RPUH4,B005QZP964
A1A1C4S4AFMF2E,head_hit,B000BNCA4K,3,1,0,095dcae7f07da25b3e498ba68ce0e3d48db648f4e4b13ad986ef64f7119be6f9,B004MWJLHK,B0015KSP9W
A2I7IN70M8EUWT,head_hit,B008DFT6OA,5,1,0,0976783554416b503bcd8597aa2e521776f7f4dacd0ba9e134c9c2b7a6d8d265,B007U7M0WM,B000JVJ8KS
A3N9CQGOLG0JJM,head_hit,B00A2HD40E,3,1,0,09772c7d0a641316304e80427b322f82ad6befba354553eb73b07bc5aa507ebb,B009JBCF5Y,B004U5R5BI
AYC3Y4QX7GATV,head_hit,B007ADIBXS,4,1,0,099e932da985c9fced8a4a86fb4b76bed37bc43f1195e790344833fbecc0ef63,B006OZJWY0,B004UJI81U
A2FGFUN488NRFU,head_hit,B004RAHBTW,6,1,0,0a19ba482cb8cd01ec531d2553915cf7abb373bc9fb0e2fb13ed9938ad97b3e0,B0037V0PDG,B0057067SC
A1IHCKK9Y6OEGT,head_hit,B007Q0OQ70,4,1,0,0a28372d31bd16080034dc3768eff5e1e8ef2364af4aecd8516d12f1904b34f6,B007Q0OO90,B001TH8LCW
A3JK7YIN7IZF2K,head_hit,B0038ZPM70,3,1,0,0a4fab375ca95ecb3e82780ffc8b8e163254340b66a36631fca6b5162ad9ab6c,B0038ZOVMC,B0015KSSTY
A3RG8DYG8AJ6Z9,head_hit,B00CRZXSGE,10,1,0,0a578044ee8b26aab9112de43b7ab183e00cdc4b3a6adfa833492ec99bcddd38,B00CRZXUZI,B004U5FRQI
AKQJYPDU3W97R,head_hit,B008FLGODI,3,1,0,0a5f188b252ee6781ff43660b101fbdcb70f788d76248901a033b4ef6f7a4a95,B002G01EPC,B00739W6VM
A164O47CXA68XZ,head_hit,B008B68IE0,4,1,0,0a7a77bf4f07acf441b3fdffeee83a0e44ab901dd66548bff56c70fb4062554b,B006O6EP14,B00407S11Y
A17W2SY9GHT83C,head_hit,B00270D4HW,3,1,0,0a88457a46b4c16b5824206f6ced1976ed86eeb85615b8eb3d0e0ce86f01f99f,B0024HJQGG,B000NV9G88
A3PNOH9KHS2NBK,head_hit,B006O6EOTW,14,1,0,0a8ee3a247fe1d2548083dc1c80d8d9dc5814ec1084a3200f35c539431f2f6ee,B008Y2UKF6,B006DR6P9O
A28ZJHH3V1J6NG,head_hit,B005XVCR48,4,1,0,0a9164a45c7910f506e516ac059b6f02a5abf19f8e42c9f96e729caa9ffa4edc,B00000IZOU,B001BS1U90
A9JBDVICSSLKA,head_hit,B00CNNPPV6,3,1,0,0a9df8e234d1729fa77bcdaf1ef027db42e09b78cce982f2b2408648943bc200,B00BQYQYMW,B00ARQW0Z0
A24FBXGJLEBN0T,head_hit,B0089RPUHO,3,1,0,0abf217e0126f7f1462708dd5bd2437793c070ca0f89458a7e533dcda158b07e,B0061J30VU,B004Z7H14M
AL4SB31UAZLXL,head_hit,B009Q3J99A,12,1,0,0ad284201dea8d0744aa1d8bc56255d3baf2990b640491e845c695e948efb130,B005E7A202,B0015KVAEE
A12ZD63BRIX9AA,head_hit,B007U7M0WC,3,1,0,0ad6d9bb5a0420e652cc318679beeee0c0c5be87411f18afccf14ab3a8afbab2,B007U7M0L8,B00153BFA0
A2B1OG9FQ9R3XS,head_hit,B00A2HD40E,3,1,0,0ad9878b3817b5629f4c7891f1b2f58f81f815898df8fc9d7a61a3ddbd0ed84a,B00472O26K,B007GE6VMO
A1ZGHA3IJV01BK,head_hit,B00H5HFERA,20,1,0,0aefe824658e7bd614ef51b22265039392a24e6cf1b8c4f2c9fb66e014c1a4c2,B00CP4J7OY,B006ROJQZS
A330X3KZTTLTVN,head_hit,B001617RW6,9,1,0,0afc418a9cdc822f09c6fa7dc772ab75173462afd5b318d81b80b6a8211b2ddb,B001613Q8A,B00007BK9D
A22QATUZUP01TT,head_hit,B00804BDBI,4,1,0,0afe961feb3fc454ee82d11c4151ecc2be06f75903dfb7c02de83a3f10664796,B004O0TOK4,B00004TZY8
A19GMEHMU9LAJ8,head_hit,B00AMI5FN2,3,1,0,0b0ee4d49a8139f442f3018e254b9f3ac70c8602014265a4c442ba5791fb2bc4,B00CFWWD7O,B006CD36OG
A32H83TKNX0C7F,head_hit,B007HZ9PZ2,3,1,0,0b74835b067f95f1f5b6ee7a83f9bd23d58f93f75c1e1dbcfd8ad2e14df141b6,B007G3VAVC,B000W3XEQM
A2QU07GKQ32HL9,head_hit,B004S8F7QM,3,1,0,0b7a7eb4626c2e1e37cad060202d187ab506f393f01a72f7212dc20a18d7e081,B005XTLP84,B0038AJKPU
A36RJG7HHV45TQ,head_hit,B00AOG41SW,5,1,0,0bb171d89e5842a4a87e2ec6a01422c8e92e65920e8b3403b0393f5adce51dfa,B007SYH2GQ,B004I8V716
AJ1JLGR8IDN61,head_hit,B00E18S0J0,4,1,0,0bb79ba6b09b81df330fa1be6689d459c69a906d4db892ca2ce77ddc15651368,B00C6PYQAM,1933318732
A2DP8H5JF4W4CP,head_hit,B0075XNGGK,3,1,0,0bca068cbcdd54c9755ddd15f0ed31be065233ed43ef0a819543b65ec6c2f1f5,B0039S7NO6,B008DBZC8I
AH54J79XHLRE8,head_hit,B001W30D2O,4,1,0,0bcfff65b31e56550752527d9f89271f71979fe9abcb7ba799b5f1b4b8508122,B000Z4PX7Q,B00000IUXC
A1O62IHK2IF5PC,head_hit,B007U7M0WC,4,1,0,0bead6812078a09efd51d3ee67cc76947906e361ade568326e235fa597c417eb,B004Z7H2EQ,B001UH50MU
A2EDTVVR9IFNLW,head_hit,B00CS0F21M,12,1,0,0bfe21fa9f08fa8097552c6c8393e1720e6d60a479bfc871749ab3afa54ff0fe,B00B1Z6FW0,B004P5O3X6
AO1NNCO03D0LH,head_hit,B00008BFZH,7,1,0,0c18cf726aaa14a01d1e3b984fae0626251a65449f09090d984f491f559e167c,B00000DMER,B00000IRTH
ASBLUZWS98EM2,head_hit,B001W30D2O,3,1,0,0c3508bef1f131c78ed06a58c450a72711cc9b507f60310d471c251cabc45b76,B001NQHN7S,B001D0C70C
A1J3T2AHYBSRBI,head_hit,B007EA6PKS,20,1,0,0c418954dd73a7a25826af5afa56017d7e259e05833a2f19ac7ab885d859f2a7,B00592BOAO,1581178816
A2KHXBULHQWB3X,head_hit,B000058A39,3,1,0,0c5615f25010072ccbf4d1e523ffeb850254e76fdbec9ee74112395d1a240f34,B00005850G,B00005BZKD
AM7WKV17Q4ALR,head_hit,B0000BX8MA,4,1,0,0c7058259e0a64ea8cb6ef5e222a590e8539916178be7feeea371efdaa77fca9,B001EO1T74,B00005BZKD
AG2IEP1MJQHFS,head_hit,B0009QXXB8,4,1,0,0ca5a467577cbdeee977b1434aea8df9fc2efbd95ae8a8057e574bb4f99812c6,B007ADICS2,B006ROJPD6
A2YQMXM7WYNGUP,head_hit,B008SJF6FO,5,1,0,0cb34a132e12eb27a2011742bc2a29611b94b25515b605fbb8da434358f8ab81,B0057MGKO6,B000GKD09C
AE7WZ5DBOH8WO,head_hit,B0060Y240O,3,1,0,0cd33e440ffc41a1d65058af0ecc227a7babe0c6b829edc5e845a87f31cb539b,B003YDO65K,B0046QU5EK
A2WLIX6XIZB8A2,head_hit,B008KDZO8M,3,1,0,0cd8c7af7e9f8c9c1e1cb5a42fd70d28807942f6266d7ba46509d6cd12653d37,B0077NCEWA,B001O271YG
A15CYTGJHY8248,head_hit,B000F676D8,10,1,0,0ce8b1a836e5828841aad0c722dbd9617848ce8e7abcb68e8be84c828a2ed007,B000E9DPCW,B000CBSNBU
A1K5VLKMIUXX6R,head_hit,B0055CAF6M,6,1,0,0cfef3bfd4f42704fb1bc316a9b9eafe3fcb08fd29c3710d90a5952a304f9871,B0043KJW5M,B001TPWZBM
A3OXFEMA6507W4,head_hit,B0039WN9FE,4,1,0,0d39154a56f5cd1166e7a55bb1e7de55683739e6b4c28e3ef0c64816df702eee,B000ERAIW4,B00007G39I
A31X4QMNHQOYC7,head_hit,B00B3YT030,3,1,0,0d7b27845c3ba9bbbbb042d166af3ed0abf70e17c0bb360713b94af5badeb79e,B008JNPBYK,B004S8F7QM
AHQ13I9CI4US6,head_hit,B00FBW8ZIQ,16,1,0,0d8da66993dce1f1054d7b995613cf4962b8dc8769984c08786bd1ea100d9fe1,B00EY2706C,B0001VJWY8
A2PYZSW59G602G,head_hit,B001U5N786,3,1,0,0da5bd3950aed1b7c92b0eeaf554aabf4296daef8109c54c6c7dbdd90964a8d2,B00B7YJ7NE,B0027CTC5S
A2WB4OWBUH2VQX,head_hit,B008MJ62PI,18,1,0,0dcc97a1901fb68ec6ed15382d2139d05301b2a1c54f7b596d8d0b0e4c13e8ef,B00FNM35A2,B0015KVAEE
A2HOI4JAQDNPS,head_hit,B005VPRD2M,12,1,0,0e23cf223d92744976347e6114cbaa3282faff92cd909bf2f34e12c36966b91f,B00GSN5C9C,B000038A8C
A1IZBPA1V7NYXK,head_hit,B00CZ3F276,3,1,0,0e51b2e799210ad93863fff80b591b71e005b426148173ca322a03f3c570a9e6,B00CZ3F6OK,B00CANI9RQ
A3I26QIAJTSJGJ,head_hit,B003D7F4YY,3,1,0,0e734052f4fd1fc7affed23d555d870915c3c71176532a39aee73db610059ac7,B0039S7NO6,0975277324
ATHW0B0ZKSLZ7,head_hit,B003IKMR0U,4,1,0,0e8754df54eeff4b8e4371ccd97cda230ff05aa5ac973f89662efa0c8560f188,B002SQBB3O,B00875JE0C
A2CAD327WFGFT8,head_hit,B0060JVSTW,5,1,0,0e8a241b82930262344356df80aac4094070fcf25c745a5c510b51ac21c4ce58,B004ORV2O8,B000ODXLFE
A3644XBFGBTDIA,head_hit,B002SQW38Q,14,1,0,0ecf5ba8fe94a67cc273f58088885bc94d913f4658525374aac91e649c6732d3,B006R7B504,B00296N9G0
A18761YJV6HI3H,head_hit,B002IUFSPM,4,1,0,0ed419f9847084c3d67711723f10e315ba124dac1cf664999146273c2e0d58ff,B0007YDBLE,0975277324
AKWGOW5N57DNT,head_hit,B003WE34HC,4,1,0,0ed5c4393c223bc96166a04fa9895eff2ae52c842943b784079eef4e61a47adf,B002YITFWK,B004S65XDG
A2PAC9IAV4RLWV,head_hit,B004U5FRQI,4,1,0,0edc0529876c318e0d6478aa5b9b2084b48223445bf39e2fa58b5e3fb64bf7be,B007S3S8HO,B004Z1JRO0
A2TKAKKD3TCKJG,head_hit,B004Z7H2EQ,7,1,0,0f2e3807d5fede5e87f7b8fae8ee349b7f5066ae382534fc231de5d2a7367e7a,B004Z7H14M,B006Y3RF64
A1EN4XAKX9LK4A,head_hit,B00BQYQYMW,10,1,0,0f3742c1578d0adfc0f4269257352ea88d37abbadfdd2a59c50fcd764540a0b7,B00BQYQY8Q,B003AJ7PGA
ACHWDBLXAUKFH,head_hit,B003WMC6U0,17,1,0,0f44f64cc1b07a2ca48ca80b59ef4448f435b840ce6a69e3a3e6e149686abf3e,B002UD8P4S,B0006N8X3M
A3G6GB7T38P7D8,head_hit,B000096R0P,5,1,0,0f9384bc03983f494c45bcaa92cf9d666bfff18141977babe6ef4a40d11a0433,B00008ZCEE,B00007B5EL
A177ZEKMW4URLK,head_hit,B00CI6J8KW,20,1,0,0fb8527ecfa4b22b7fb4f6c3bfa76982984cafadde4bc151073855a329f43357,B00C2P72IE,B001BKX0V4
A3DK3NAKCM2N9D,head_hit,B00DPK10O2,3,1,0,0fbbe563ae0814531f815ca76f993cfef69c1ddca75ed7a413b472fe59bb498e,B003EGQ5JC,B00DPK120O
AM2IR1V5EU55U,head_hit,B00BQYQZZS,20,1,0,0fd460cb9f85d7f9089c2b15a662c3bc95742ba40b5409b37815fe9ed3da958b,B00EX5K1GG,B003UV9MGO
A3X2UEH5GEA3N,head_hit,B00F58N6KI,3,1,0,0fde8a9643a309092dd01dcadf70f9d1a56c86b15d2128b7b4bc17c5f63c0209,B00F3TKLRA,B00DMC6KAC
ASTQMYNESCQKH,head_hit,B00000IZOU,5,1,0,10212db0106c4d789edcd87ac88b19be3b12a8723543e11357a42bd6f1c338cd,B0000E2DJD,B000099337
A3RVGO71T040G5,head_hit,B005KIQE16,8,1,0,10308b0f932ee60207371fe1ed8b8e3448cda93efe2f3034e8a786088c6d7bfd,B004U52VPS,B00383GDXE
A2DOEOMNOT4JV7,head_hit,B0024H7OF6,4,1,0,103f3f8c3c9ca536101ca5c4a67ac1105867f3f2f49de42c5321cae3309f025c,1936112191,B001UBG07K
A1C3Y8LKKUBVWY,head_hit,B00008BFZH,3,1,0,103fa770a70a5d4ace2d15f7d8759efd414b804e7744f1cfab75c91360fdf6ad,B00000K3BR,B004OYOFZE
A1HU9EGB5RCINO,head_hit,B00000JIVS,4,1,0,1048200b7a3154a384f02e36412d2ce1ca36974133643bf44bb2f5275ad8e90b,B00E5P24DW,B001584CUA
A23PBLHUOR6GNN,head_hit,B00C6PYQAM,9,1,0,10691c8f620a9a9ea34de47e5091f5afad2e32bf77e021c7b49ae254574225bd,B00C6PSBE4,B004P971L8
A16U0ZUT488BRV,head_hit,B005XUI5AE,3,1,0,1086509d4ccdb1ce51c772cd98571241ca5949622a6aae0952fdfe47d8767eb7,B003DVWM22,B004UU9XG8
A3V2CU0BC28OY3,head_hit,B000F676D8,3,1,0,1089e0fcd4687704f8614788e11a53d90422774ed4f3610a6384ee9a3ab5ccac,B000E99Y6S,B00008W75U
APBDZ88BBTN4F,head_hit,B00FBW8ZIQ,8,1,0,10b9b0aac013e785b1cfcbefb959ae9ddc50a3e7aa55fa6c06dc28a928ae3d8b,B00EY2706C,1933318430
A3GAMMVQ4RVZQ2,head_hit,B007J3FBKU,5,1,0,10ec49ab2ea786cc7186195d2c17a50e86eed29c0251738d921c8177599547ce,B000UOGDVQ,B00005YVRN
AUEYXG8DEZUF3,head_hit,B001LU6RL4,3,1,0,11023eea83f8b917ad536adf45565989b72bb5d2a5389b38d04c6e7d38e20def,B001G8J78Q,B000JKMQOE
