dataset,user,split,sample_hash,depth,child_count,history_length,metadata_tokens_mean,metadata_tokens_min,metadata_missing_fraction,unique_neighbors_mean,semantic_entropy,semantic_margin,semantic_max_probability,collaborative_entropy,collaborative_margin,collaborative_max_probability,full_entropy,full_margin,full_max_probability,semantic_collaborative_js,semantic_collaborative_top1_agree,lp_semantic,lp_collaborative,lp_full_source,lp_full5,lp_full10,lp_full20,u_semantic,u_collaborative,u_k5,u_k10,u_k20
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,3,2,20.0,216.35,65.0,0.0,20.0,0.20280253887176514,0.8970726951956749,0.9485363364219666,0.05814824253320694,0.979060884565115,0.9895304441452026,0.10898766666650772,0.9542706497013569,0.9771353006362915,0.007610925007611513,1.0,-0.05283515527844429,-0.010524721816182137,-0.023130133748054504,-0.04466811940073967,-0.023130133748054504,-0.014535488560795784,-0.012605411931872368,0.029705021530389786,0.00816703587770462,0.021537985652685165,0.00859464518725872
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,4,1,20.0,216.35,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,5,1,20.0,216.35,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A3LMILRM9OC3SA,audit,001d2c8c98e0eaf8879ecf5ec55e30035f9fe9b8b29e4416c240860fce42ff88,6,1,20.0,216.35,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,0,108,2.0,236.0,223.0,0.0,20.0,2.902700662612915,0.1841927468776703,0.3524268567562103,3.3730721473693848,0.10042136162519455,0.22342057526111603,3.3074254989624023,0.11635889112949371,0.24368923902511597,0.052786678075790405,1.0,-6.859760761260986,-5.587528228759766,-5.742916107177734,-6.6839799880981445,-5.742916107177734,-5.482750415802002,-0.15538787841796875,1.116844654083252,0.1757807731628418,0.9410638809204102,0.2601656913757324
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,1,73,2.0,236.0,223.0,0.0,20.0,2.7985167503356934,0.01808856427669525,0.17560483515262604,2.7754902839660645,0.01203252375125885,0.17974446713924408,2.730586051940918,0.0012104660272598267,0.17106623947620392,0.058279428631067276,1.0,-5.755315780639648,-4.589935302734375,-4.828364372253418,-4.787628173828125,-4.828364372253418,-4.478085994720459,-0.23842906951904297,0.9269514083862305,0.9676876068115234,-0.04073619842529297,0.350278377532959
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,2,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,3,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,4,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,5,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A6YIRBOI13F1K,audit,0029c8af6d7ac1cc8a59d085a50785a6c223793d4980211671f82ba898d0657f,6,1,2.0,236.0,223.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,0,108,5.0,123.2,65.0,0.0,20.0,3.5017261505126953,0.026204943656921387,0.12988394498825073,2.86772084236145,0.09325642883777618,0.28129562735557556,2.9289021492004395,0.046936482191085815,0.24080783128738403,0.046295877546072006,0.0,-3.37705135345459,-3.874878406524658,-3.915417194366455,-3.847775936126709,-3.915417194366455,-3.782933235168457,-0.040538787841796875,-0.5383658409118652,-0.47072458267211914,-0.0676412582397461,0.13248395919799805
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,1,46,5.0,123.2,65.0,0.0,20.0,2.206216812133789,0.2402978241443634,0.4082145392894745,2.0209760665893555,0.08718273043632507,0.2922976613044739,2.0476577281951904,0.13863368332386017,0.330307275056839,0.11927984654903412,0.0,-3.131230115890503,-1.229982614517212,-1.107731819152832,-1.8140513896942139,-1.107731819152832,-2.1339523792266846,0.12225079536437988,2.023498296737671,1.317178726196289,0.7063195705413818,-1.0262205600738525
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,2,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,3,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,4,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,5,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ7QF60OCTLQR,audit,002b705d2a5e1f5e580119d83b4322d635421877a47fa685c0da8fa532905964,6,1,5.0,123.2,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,0,108,2.0,280.0,165.0,0.0,20.0,3.9700751304626465,0.14160671085119247,0.1787714660167694,3.136115550994873,0.3846195824444294,0.4165061116218567,3.2248282432556152,0.3647408075630665,0.39753466844558716,0.06008238345384598,1.0,-4.255056381225586,-4.411933422088623,-4.3528852462768555,-4.616490364074707,-4.3528852462768555,-4.725090980529785,0.05904817581176758,-0.09782886505126953,-0.3614339828491211,0.26360511779785156,-0.3722057342529297
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,1,105,2.0,280.0,165.0,0.0,20.0,3.5862388610839844,0.0009637549519538879,0.10410918295383453,3.4141814708709717,0.09969544410705566,0.18467363715171814,3.520267963409424,0.08505010604858398,0.15643461048603058,0.05921021103858948,0.0,-4.217690467834473,-3.243490219116211,-3.2225260734558105,-3.4725565910339355,-3.2225260734558105,-3.308251142501831,0.02096414566040039,0.9951643943786621,0.7451338768005371,0.250030517578125,-0.08572506904602051
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,2,3,2.0,280.0,165.0,0.0,20.0,0.6555351614952087,0.5989153385162354,0.773857831954956,0.43659067153930664,0.8137562870979309,0.8840262293815613,0.5040873289108276,0.7748555764555931,0.8582732081413269,0.013446399942040443,1.0,-0.25636711716651917,-0.12326854467391968,-0.1528327912092209,-0.2526748776435852,-0.1528327912092209,-0.10538309067487717,-0.02956424653530121,0.10353432595729828,0.00369223952293396,0.09984208643436432,0.04744970053434372
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,3,2,2.0,280.0,165.0,0.0,20.0,0.06738338619470596,0.9749146224930882,0.9874573349952698,0.2961277365684509,0.8255008310079575,0.9127504229545593,0.16525813937187195,0.9216844663023949,0.9608421921730042,0.016453754156827927,1.0,-4.378615379333496,-2.4389824867248535,-3.2401576042175293,-3.1522936820983887,-3.2401576042175293,-3.0376617908477783,-0.8011751174926758,1.1384577751159668,1.2263216972351074,-0.08786392211914062,0.20249581336975098
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,4,1,2.0,280.0,165.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,5,1,2.0,280.0,165.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AZ1R9RT8UA9C4,audit,003b95c013962e479911eda0dbbceebd38e56c6646230491577aefeae9996cf7,6,1,2.0,280.0,165.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,0,108,6.0,118.0,55.0,0.0,20.0,3.547800064086914,0.23631062358617783,0.27379825711250305,3.8895082473754883,0.040701210498809814,0.12824022769927979,3.9206345081329346,0.03543935716152191,0.1265658438205719,0.04790422320365906,1.0,-4.690436840057373,-4.575693130493164,-4.537528038024902,-4.770688056945801,-4.537528038024902,-4.620104789733887,0.03816509246826172,0.1529088020324707,-0.08025121688842773,0.23316001892089844,-0.08257675170898438
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,1,151,6.0,118.0,55.0,0.0,20.0,3.74200701713562,0.020228803157806396,0.10789304226636887,3.467264175415039,0.12782499939203262,0.21251416206359863,3.5785763263702393,0.05554678291082382,0.14946214854717255,0.047321438789367676,0.0,-4.487605094909668,-3.386427402496338,-3.6782617568969727,-3.5469517707824707,-3.6782617568969727,-3.236340284347534,-0.29183435440063477,0.8093433380126953,0.9406533241271973,-0.13130998611450195,0.4419214725494385
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,2,4,6.0,118.0,55.0,0.0,20.0,0.7105326056480408,0.011802464723587036,0.5044876933097839,0.08974285423755646,0.9676853027194738,0.9832114577293396,0.21362756192684174,0.894491970539093,0.946682870388031,0.18076814711093903,1.0,-0.684211790561676,-0.016931038349866867,-0.05479112267494202,-0.17150989174842834,-0.05479112267494202,-0.048933953046798706,-0.03786008432507515,0.629420667886734,0.5127018988132477,0.11671876907348633,0.0058571696281433105
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,3,1,6.0,118.0,55.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,4,2,6.0,118.0,55.0,0.0,20.0,0.315975546836853,0.8082037717103958,0.9041018486022949,0.23532360792160034,0.873866580426693,0.9369332790374756,0.28882285952568054,0.8316724076867104,0.9158362150192261,0.0018538362346589565,1.0,-2.3444693088531494,-2.7635622024536133,-2.4749903678894043,-2.126375436782837,-2.4749903678894043,-2.4123456478118896,0.288571834564209,-0.13052105903625488,0.2180938720703125,-0.3486149311065674,0.06264472007751465
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,5,1,6.0,118.0,55.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2QJCQSBKEZ7F,audit,005bf8c86136a3bfb43cb32b104e1ea655aaa63978f7fd19a37991808cf35e7a,6,1,6.0,118.0,55.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,0,108,2.0,231.0,228.0,0.0,20.0,3.4545645713806152,0.03616122901439667,0.14250274002552032,2.2765016555786133,0.20506170392036438,0.39257967472076416,2.3751487731933594,0.13888417184352875,0.3578880727291107,0.10295950621366501,1.0,-2.3789093494415283,-1.673880696296692,-1.5186657905578613,-1.4119744300842285,-1.5186657905578613,-1.6622209548950195,0.15521490573883057,0.860243558883667,0.9669349193572998,-0.10669136047363281,-0.1435551643371582
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,1,82,2.0,231.0,228.0,0.0,20.0,2.8154401779174805,0.0061635822057724,0.2137545645236969,2.7103381156921387,0.026425525546073914,0.23890621960163116,2.7737622261047363,0.04052165150642395,0.2245807647705078,0.022254979237914085,0.0,-9.159616470336914,-8.164388656616211,-8.68845272064209,-8.412753105163574,-8.68845272064209,-8.263731002807617,-0.5240640640258789,0.4711637496948242,0.7468633651733398,-0.2756996154785156,0.42472171783447266
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,2,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,3,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,4,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,5,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,AEGKGMBOG4R1Y,audit,00680ea8ac56518b0ed50a574e67ccbe5210fd45ba53ab1dfab5a3a2d0018267,6,1,2.0,231.0,228.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,0,108,13.0,158.46153846153845,53.0,0.0,20.0,3.9075255393981934,0.0561065748333931,0.11552919447422028,4.075971603393555,0.019277989864349365,0.06739597022533417,4.06078577041626,0.000514443963766098,0.05873905494809151,0.03169798105955124,1.0,-3.127912759780884,-3.1639516353607178,-3.0324883460998535,-2.8599793910980225,-3.0324883460998535,-3.250789165496826,0.13146328926086426,0.09542441368103027,0.26793336868286133,-0.17250895500183105,-0.21830081939697266
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,1,90,13.0,158.46153846153845,53.0,0.0,20.0,2.6344542503356934,0.18091362714767456,0.2997868061065674,2.734243392944336,0.02948300540447235,0.1870436668395996,2.7204604148864746,0.04091982543468475,0.1665174961090088,0.07885421812534332,0.0,-2.139486789703369,-1.6764131784439087,-1.7926548719406128,-2.3909525871276855,-1.7926548719406128,-1.5679806470870972,-0.1162416934967041,0.34683191776275635,-0.2514657974243164,0.5982977151870728,0.22467422485351562
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,2,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,3,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,4,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,5,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A20173T9HDB759,audit,006beaa9cbc0aafb650b97d006abbca199d29e43283b7e1156557ec403cc855e,6,1,13.0,158.46153846153845,53.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,0,108,2.0,92.5,68.0,0.0,20.0,3.9048912525177,0.11348588392138481,0.16616767644882202,3.243844509124756,0.083782859146595,0.178407683968544,3.3051083087921143,0.05660770833492279,0.1724301278591156,0.14019832015037537,1.0,-3.954700469970703,-3.3810057640075684,-3.4148600101470947,-3.4733481407165527,-3.4148600101470947,-3.493729591369629,-0.03385424613952637,0.5398404598236084,0.4813523292541504,0.05848813056945801,-0.07886958122253418
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,1,106,2.0,92.5,68.0,0.0,20.0,2.67348313331604,0.20344173908233643,0.3300674855709076,0.1426885724067688,0.9723892621695995,0.9801846146583557,0.21049116551876068,0.9624093724414706,0.969657301902771,0.5823723077774048,0.0,-3.200056552886963,-0.020014358684420586,-0.03081257827579975,-0.4927457571029663,-0.03081257827579975,-0.011647081933915615,-0.010798219591379166,3.169243974611163,2.7073107957839966,0.46193317882716656,0.019165496341884136
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,2,9,2.0,92.5,68.0,0.0,20.0,0.3288003206253052,0.9113058317452669,0.9348059296607971,0.0014601871371269226,0.999811593661434,0.9998698234558105,0.006080091930925846,0.9990225264336914,0.9993686079978943,0.6492820978164673,0.0,-4.069460868835449,-0.00013016807497479022,-0.0006316096987575293,-0.020024990662932396,-0.0006316096987575293,-3.421248038648628e-05,-0.000501441623782739,4.068829259136692,4.049435878172517,0.019393380964174867,0.000597397218371043
Beauty,A2PAC9IAV4RLWV,audit,007f4f0179f6fe2b4be66438c4954b243ae39e13a951d15c46a260e83b07a3ec,3,1,2.0,92.5,68.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
