user_id	split	history_length	target_frequency	baseline_rank	fused_rank
A2J98AMZX9Q2JN	evaluation	10	88	51	51
A1NK9YVOB13K25	evaluation	3	5	51	51
A2N2NN5R4LRIFO	evaluation	10	50	51	51
A4OWA49OQXPTB	evaluation	3	13	51	51
A9EZ21KOOBGDJ	calibration	3	3	51	51
A1EG9VGHIL3P5Q	evaluation	4	57	51	51
A1JH4RE328VB3K	calibration	3	13	51	51
A1TCFQP6796ZYB	evaluation	4	4	51	51
A2ZOVFBMZHH992	evaluation	13	10	51	51
A1CHPI95TU3FL6	evaluation	5	7	51	51
A1BNSQ4K7B7OGV	evaluation	3	55	51	51
A2ON6D6P8JM8Z3	evaluation	10	7	51	51
A68NT4XJ9O7UL	evaluation	7	17	15	12
A1JZGRS68RAQ4Y	evaluation	9	15	51	51
AT0VLURSP607X	evaluation	20	2	51	51
A12ZUQX01MDM9J	evaluation	5	91	51	51
A2CI6RB6VYJEN6	evaluation	4	2	51	51
A223HV3XWU8VGJ	evaluation	7	2	51	51
A2YWT3X8GFJXR2	calibration	6	11	51	51
A3J0PEV0ONBTFR	calibration	3	23	9	8
A15CL28ALB7MTZ	evaluation	16	21	51	51
AFLO03MVE0R9N	evaluation	3	88	2	2
A3H1WO77ING6CW	evaluation	3	4	51	51
ANB6K82JIWGYL	evaluation	3	3	24	45
A2FEGS2537L31Q	evaluation	4	25	51	51
A3BT5ZLAZ87H1Q	evaluation	6	37	51	51
AJSP0Y4BE8K18	evaluation	6	15	51	51
A3IKCAI3QWDYER	evaluation	16	10	51	51
AAMJ8WHRHFZ9J	evaluation	4	6	51	51
A2058UP7ATXFOF	evaluation	5	4	51	51
A2SXGR38BJR47M	calibration	9	73	51	51
A20V63L3YDQQ5J	evaluation	4	10	51	51
A1HF5RG10CVEHJ	evaluation	4	5	5	9
A23BDL5BB8QUC7	evaluation	3	2	51	51
AJI3NFOTQ78ZZ	evaluation	20	78	51	51
A3339OATDLL33V	evaluation	4	11	51	51
AT9WSNXH6URZF	evaluation	3	4	51	51
A3G5VUKCE2AH25	calibration	4	3	51	51
A24VUKKAKYAOC0	evaluation	5	11	51	51
A2B9HOG5EZJ8PE	evaluation	3	9	51	51
A2JI3ASA64PRAG	evaluation	4	4	51	51
A1YNSXMIBMQ7UO	calibration	3	30	51	51
A3GWJTIM8AW719	calibration	3	5	51	51
AY3MC7XLLC0XU	calibration	3	55	51	51
A3ITP8ZBMZ2TL0	evaluation	4	5	51	51
A2XUQN9HUD6ISG	calibration	7	8	51	51
AT9ES1WH99FVB	evaluation	14	68	20	8
AAPNQBUYETGW0	evaluation	3	23	51	51
A3MRUIKOIGZ6QY	evaluation	20	9	22	24
AVB2DLGITM3JH	evaluation	3	34	51	51
A3EU633MXFIID9	evaluation	3	41	51	51
A22GN1A0DVRPXI	evaluation	5	3	51	51
A2XBE812RSFZO7	evaluation	3	33	1	1
ATZXHAOOXZ9WX	evaluation	4	4	51	51
A22QATUZUP01TT	evaluation	4	61	48	22
A11YV8Y3CIA8L7	evaluation	6	5	2	3
AUVOMF6CMI4O6	evaluation	4	5	51	51
A1GJHYOS9T56GR	evaluation	6	6	51	51
A1GCNWD2PA81ED	evaluation	10	6	51	51
A265IEMG2K5R4W	evaluation	9	13	51	51
A1B4420QVZ30GW	evaluation	10	58	36	24
ASLHOMCVQI6BM	calibration	7	19	17	14
AWE13F1HOCZNT	evaluation	7	30	27	17
A23Z8PIFQ5X1ZO	evaluation	3	3	51	51
A1ZPIYFT6VHWIF	evaluation	5	19	14	8
AXNOIG99M4JF5	evaluation	3	215	51	51
A2V98TS4QDDCG9	evaluation	19	7	51	51
A2ROZ4TYFKRQU1	evaluation	3	28	51	51
ASGI7E0AJ8H5X	evaluation	20	33	51	51
A3IMALU0RM8UT9	evaluation	4	10	51	51
A2JG550V9O0FAA	evaluation	3	3	51	51
A1IQ68HCRAHUJ5	calibration	4	5	51	51
A1SEAZNKZMSISH	evaluation	4	5	51	51
AMU1IWV06E4CI	evaluation	7	3	51	51
A36YE2N1UFF8YV	evaluation	4	1	51	51
A2NE43Q65Y4YXS	calibration	4	27	51	51
AY3G8FBP9WYWQ	evaluation	3	49	51	51
A3Q09XODDLORO2	evaluation	3	57	25	28
A2RF8O3ELEMVIZ	evaluation	12	3	51	51
A1VLYYD1QODB21	evaluation	9	114	15	21
A3SJRKF1WBYK1I	calibration	4	9	51	51
A11I0O5WQXMIMC	evaluation	5	1	51	51
A2DNYSS0OX4BBZ	calibration	4	3	51	51
A3P43VFKPJ3X8K	evaluation	4	47	51	51
A9XMQ24ZKXYSN	calibration	19	29	2	6
A1RC4TUKQWOTCH	evaluation	3	16	51	51
A3A63TGHMFOXKI	evaluation	4	90	51	51
AQRR2GLPFWZ4I	evaluation	6	9	51	51
A29J1L8UCIQD9M	evaluation	10	18	51	51
AGFW667QNHDOY	evaluation	20	22	51	51
A1G8USRY17IR1X	evaluation	6	6	51	51
AZWMJ41IZ8IUT	evaluation	7	56	51	51
A2QN89JM2YS782	evaluation	10	28	51	51
A3377VCOYETG7	calibration	4	10	51	51
A7K24ABDFNIUQ	evaluation	3	5	51	51
A2IVZ0IEQ1VADB	evaluation	10	14	51	51
AKW9PX75BIILO	evaluation	5	5	51	51
A3UX3UDVQ9OHLI	evaluation	6	7	51	51
AGYCKFRAADW8N	evaluation	4	4	51	51
A16ZNEZKMB6NYB	calibration	3	8	51	51
A30H51HPRD3C55	evaluation	3	2	30	36
AVSM76EX7ATBD	evaluation	8	10	51	51
A3FFHFJ9FWOECM	evaluation	3	12	51	51
A3NIG4M8VUDSQP	evaluation	3	21	44	32
A3FUMBQUF0BPD6	evaluation	5	24	51	51
A1K7RG0AT4I3DN	evaluation	3	51	51	51
A1RNDGTZFERX2G	evaluation	5	11	51	51
APX4245TU3JU3	calibration	3	7	51	51
A1VQHK3MVKYCR2	evaluation	3	37	1	1
A2WI15EXYOWBK	evaluation	6	10	51	51
AWCX0EDFH2G8K	evaluation	3	3	51	51
A2XKC0QMG2CEO4	evaluation	3	11	51	51
AMYTL79JMGQ6D	evaluation	14	4	51	51
A3DK6M48M3F2DZ	evaluation	7	2	51	51
AEZ3FJYSPOR3	evaluation	4	20	47	36
A09557243VFA5RMUZO6M1	calibration	12	9	51	51
A1XX2MLQ672JXX	evaluation	3	7	51	51
A1M6P39FC6ZJRO	evaluation	4	3	51	51
A2N60M7SVP445L	calibration	3	19	51	51
AGG9C66TOLJZB	evaluation	5	7	26	17
A85TJ9LFD21IU	calibration	6	3	51	51
A2V1BW9DH9ZD46	calibration	3	36	51	51
AU11R9QF65EH3	evaluation	8	39	51	51
A3240EHV7FGBXM	evaluation	3	4	51	51
A220BV8ZG8845W	evaluation	4	15	51	51
A304GDTPL2UX7O	evaluation	7	3	51	51
