dataset,user,split,sample_hash,depth,child_count,history_length,metadata_tokens_mean,metadata_tokens_min,metadata_missing_fraction,unique_neighbors_mean,semantic_entropy,semantic_margin,semantic_max_probability,collaborative_entropy,collaborative_margin,collaborative_max_probability,full_entropy,full_margin,full_max_probability,semantic_collaborative_js,semantic_collaborative_top1_agree,lp_semantic,lp_collaborative20,lp_full5,lp_full10,lp_full20,u_semantic,u_collaborative,u_k5,u_k10,u_k20
Toys,A2SP41NNR0KMV2,audit,00cbd76b98a05a14dd6d649e3ba0a120ac111154d4c8074cab6e9cdb3852be2a,3,3,2.0,183.0,131.0,0.0,20.0,0.29085856676101685,0.8687924742698669,0.9282743334770203,2.436286013107747e-05,0.9999969903774399,0.9999983310699463,2.436286013107747e-05,0.9999969903774399,0.9999983310699463,0.6600246429443359,0.0,-4.402736186981201,-1.6689286894688848e-06,-9.536738616588991e-07,-3.6954811548639555e-06,-1.6689286894688848e-06,0.0,4.402734518052512,4.4027352333073395,-2.7418072932050563e-06,2.0265524653950706e-06
Toys,A2SP41NNR0KMV2,audit,00cbd76b98a05a14dd6d649e3ba0a120ac111154d4c8074cab6e9cdb3852be2a,4,1,2.0,183.0,131.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,0,30,3.0,173.0,139.0,0.0,20.0,2.9116339683532715,0.040680572390556335,0.12906932830810547,2.718311309814453,0.1090145856142044,0.21391518414020538,2.718311309814453,0.1090145856142044,0.21391518414020538,0.11158132553100586,0.0,-2.719726800918579,-2.2658543586730957,-1.8599371910095215,-2.2034871578216553,-2.2658543586730957,0.0,0.4538724422454834,0.8597896099090576,-0.3435499668121338,-0.06236720085144043
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,1,24,3.0,173.0,139.0,0.0,20.0,1.0939255952835083,0.6859530732035637,0.7599645256996155,1.219391107559204,0.21582630276679993,0.5446073412895203,1.219391107559204,0.21582630276679993,0.5446073412895203,0.13035030663013458,1.0,-0.27448350191116333,-0.6076902151107788,-0.34915006160736084,-0.2606797516345978,-0.6076902151107788,0.0,-0.3332067131996155,-0.07466655969619751,0.08847030997276306,-0.34701046347618103
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,2,186,3.0,173.0,139.0,0.0,20.0,3.4773623943328857,0.142997644841671,0.23296087980270386,2.148995876312256,0.2685367316007614,0.4516879618167877,2.148995876312256,0.2685367316007614,0.4516879618167877,0.2487950474023819,0.0,-1.456884741783142,-1.6974431276321411,-2.1460511684417725,-2.1155526638031006,-1.6974431276321411,0.0,-0.24055838584899902,-0.6891664266586304,0.030498504638671875,0.4181095361709595
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,3,32,3.0,173.0,139.0,0.0,20.0,1.9321321249008179,0.10847984254360199,0.35027891397476196,0.6545908451080322,0.555009737610817,0.7661952376365662,0.6545908451080322,0.555009737610817,0.7661952376365662,0.5179474353790283,0.0,-2.880496025085449,-0.26631826162338257,-0.3092755377292633,-0.22421538829803467,-0.26631826162338257,0.0,2.6141777634620667,2.571220487356186,0.08506014943122864,-0.0421028733253479
Toys,AZSK4N4ZCZ16H,audit,00dc4ed54a994196c52472a2be1512bff1044ff3f7a3c03d7d6a59b809a24133,4,9,3.0,173.0,139.0,0.0,20.0,0.7652250528335571,0.5122107565402985,0.7324092984199524,0.07583613693714142,0.9791629109531641,0.9879786968231201,0.07583613693714142,0.9791629109531641,0.9879786968231201,0.08297421038150787,1.0,-0.31141579151153564,-0.012094142846763134,-0.012629881501197815,-0.005574751645326614,-0.012094142846763134,0.0,0.2993216486647725,0.29878591001033783,0.0070551298558712006,-0.00651939120143652
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,0,30,2.0,174.0,112.0,0.0,20.0,2.792546033859253,0.04471507668495178,0.1834934502840042,2.2698349952697754,0.2914855182170868,0.42726317048072815,2.2698349952697754,0.2914855182170868,0.42726317048072815,0.11509529501199722,0.0,-3.3846402168273926,-2.9268245697021484,-2.1607866287231445,-2.5796656608581543,-2.9268245697021484,0.0,0.45781564712524414,1.223853588104248,-0.41887903213500977,-0.34715890884399414
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,1,19,2.0,174.0,112.0,0.0,20.0,2.128783941268921,0.07808682322502136,0.30064696073532104,1.7923626899719238,0.15842732787132263,0.42235636711120605,1.7923626899719238,0.15842732787132263,0.42235636711120605,0.22016599774360657,0.0,-1.201818585395813,-2.933278799057007,-1.2047213315963745,-1.8124568462371826,-2.933278799057007,0.0,-1.7314602136611938,-0.0029027462005615234,-0.6077355146408081,-1.1208219528198242
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,2,37,2.0,174.0,112.0,0.0,20.0,1.9586448669433594,0.35848264396190643,0.49564066529273987,2.361832618713379,0.19601954519748688,0.313255250453949,2.361832618713379,0.19601954519748688,0.313255250453949,0.22527968883514404,0.0,-4.692087173461914,-6.817828178405762,-2.4575061798095703,-3.9914822578430176,-6.817828178405762,0.0,-2.1257410049438477,2.2345809936523438,-1.5339760780334473,-2.826345920562744
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,3,1,2.0,174.0,112.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1Z9Y3MXTQVSCV,audit,00ed8d78918178b2434d39c63971269933751ae6ad3dd3fdc75ee8ba993c3775,4,1,2.0,174.0,112.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,0,30,3.0,127.66666666666667,65.0,0.0,20.0,2.6888983249664307,0.1600579097867012,0.27976229786872864,2.7048606872558594,0.03341987729072571,0.22360838949680328,2.7048606872558594,0.03341987729072571,0.22360838949680328,0.052403442561626434,1.0,-1.2738149166107178,-1.497859001159668,-1.294925570487976,-1.3579810857772827,-1.497859001159668,0.0,-0.2240440845489502,-0.0211106538772583,-0.06305551528930664,-0.13987791538238525
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,1,31,3.0,127.66666666666667,65.0,0.0,20.0,2.647449493408203,0.019543826580047607,0.18165527284145355,2.7296090126037598,0.0258217453956604,0.15401887893676758,2.7296090126037598,0.0258217453956604,0.15401887893676758,0.06278930604457855,0.0,-5.600069046020508,-6.350885391235352,-5.6600165367126465,-5.708920955657959,-6.350885391235352,0.0,-0.7508163452148438,-0.05994749069213867,-0.0489044189453125,-0.6419644355773926
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,2,6,3.0,127.66666666666667,65.0,0.0,20.0,1.302886962890625,0.27232834696769714,0.4603519141674042,0.7221155166625977,0.6131447404623032,0.7731085419654846,0.7221155166625977,0.6131447404623032,0.7731085419654846,0.08217614889144897,1.0,-1.7305026054382324,-4.1892547607421875,-0.9164343476295471,-1.7158944606781006,-4.1892547607421875,0.0,-2.458752155303955,0.8140682578086853,-0.7994601130485535,-2.473360300064087
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,3,1,3.0,127.66666666666667,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,4,1,3.0,127.66666666666667,65.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1AE8V6Y8T4KGL,audit,00f2e3b083225ca461fde254178dc64f721300c5efa2bd38477351d6ada327c7,5,2,3.0,127.66666666666667,65.0,0.0,20.0,0.6697673797607422,0.21539270877838135,0.6076963543891907,0.5776704549789429,0.4710799753665924,0.735539972782135,0.5776704549789429,0.4710799753665924,0.735539972782135,0.009307799860835075,1.0,-0.49807989597320557,-0.3071504235267639,-0.4640912413597107,-0.4412468671798706,-0.3071504235267639,0.0,0.19092947244644165,0.03398865461349487,0.022844374179840088,0.1340964436531067
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,0,30,4.0,229.25,93.0,0.0,20.0,0.03261822089552879,0.9947382080135867,0.9962847232818604,0.009231332689523697,0.9987104267347604,0.9990654587745667,0.009231332689523697,0.9987104267347604,0.9990654587745667,0.0005064473953098059,1.0,-0.003722169203683734,-0.0009349980391561985,-0.0010893370490521193,-0.0013974672183394432,-0.0009349980391561985,0.0,0.0027871711645275354,0.0026328321546316147,-0.00030813016928732395,0.0004624691791832447
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,1,24,4.0,229.25,93.0,0.0,20.0,0.9364578127861023,0.6591780707240105,0.7607610821723938,0.38354501128196716,0.8995420094579458,0.9301678538322449,0.38354501128196716,0.8995420094579458,0.9301678538322449,0.03693380206823349,1.0,-0.27343595027923584,-0.07239023596048355,-0.15807418525218964,-0.12616115808486938,-0.07239023596048355,0.0,0.2010457143187523,0.1153617650270462,0.03191302716732025,0.053770922124385834
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,2,186,4.0,229.25,93.0,0.0,20.0,0.6356589198112488,0.8615788444876671,0.8913917541503906,0.21158823370933533,0.9687034925445914,0.9723988771438599,0.21158823370933533,0.9687034925445914,0.9723988771438599,0.01999308168888092,1.0,-0.11497125774621964,-0.027989188209176064,-0.009785893373191357,-0.011448521167039871,-0.027989188209176064,0.0,0.08698206953704357,0.10518536437302828,-0.0016626277938485146,-0.016540667042136192
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,3,7,4.0,229.25,93.0,0.0,20.0,0.33838343620300293,0.7981454059481621,0.898240327835083,0.8556745052337646,0.10796797275543213,0.533599853515625,0.8556745052337646,0.10796797275543213,0.533599853515625,0.6068586111068726,0.0,-14.228504180908203,-0.8541804552078247,-0.0006238659843802452,-0.09843693673610687,-0.8541804552078247,0.0,13.374323725700378,14.227880314923823,-0.09781307075172663,-0.7557435184717178
Toys,A1C157FRUD6JXH,audit,00f755e3120727586b9790ca5f00b8226978f6be7afa5fa7d6b65076b340cae8,4,1,4.0,229.25,93.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,0,30,3.0,131.66666666666666,93.0,0.0,20.0,1.3466193675994873,0.5910036936402321,0.7028796076774597,0.9578723907470703,0.741420354694128,0.801624596118927,0.9578723907470703,0.741420354694128,0.801624596118927,0.024760182946920395,1.0,-0.35256966948509216,-0.221114844083786,-0.38660728931427,-0.4049395024776459,-0.221114844083786,0.0,0.13145482540130615,-0.034037619829177856,-0.018332213163375854,0.18382465839385986
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,1,31,3.0,131.66666666666666,93.0,0.0,20.0,0.09509120881557465,0.9856379085686058,0.988146185874939,0.30170387029647827,0.9426789106801152,0.9528869986534119,0.30170387029647827,0.9426789106801152,0.9528869986534119,0.006422452628612518,1.0,-0.01192464865744114,-0.048258986324071884,-0.02026975341141224,-0.029218796640634537,-0.048258986324071884,0.0,-0.036334337666630745,-0.0083451047539711,-0.008949043229222298,-0.019040189683437347
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,2,29,3.0,131.66666666666666,93.0,0.0,20.0,1.8871712684631348,0.08967970311641693,0.2932557165622711,1.2110040187835693,0.5866683945059776,0.6817102432250977,1.2110040187835693,0.5866683945059776,0.6817102432250977,0.1479504406452179,0.0,-1.226710319519043,-2.661947727203369,-1.6101614236831665,-1.9895377159118652,-2.661947727203369,0.0,-1.4352374076843262,-0.38345110416412354,-0.37937629222869873,-0.6724100112915039
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,3,1,3.0,131.66666666666666,93.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A11Y88M90AQ2ZO,audit,00f7b713eea5460a932e274d96b1f21f8774ef5240f09c691dd2f9bc97469495,4,1,3.0,131.66666666666666,93.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,0,30,2.0,289.5,131.0,0.0,20.0,2.6971824169158936,0.018144160509109497,0.20806367695331573,2.6915955543518066,0.016949176788330078,0.143533393740654,2.6915955543518066,0.016949176788330078,0.143533393740654,0.22926536202430725,0.0,-3.483271598815918,-2.066847324371338,-2.125831127166748,-2.113762378692627,-2.066847324371338,0.0,1.41642427444458,1.35744047164917,0.012068748474121094,0.04691505432128906
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,1,28,2.0,289.5,131.0,0.0,20.0,1.824244737625122,0.193521186709404,0.4385172128677368,1.1032203435897827,0.6258596628904343,0.7242622971534729,1.1032203435897827,0.6258596628904343,0.7242622971534729,0.4772910475730896,0.0,-1.4065133333206177,-2.318687915802002,-0.035872746258974075,-0.08880246430635452,-2.318687915802002,0.0,-0.9121745824813843,1.3706405870616436,-0.05292971804738045,-2.2298854514956474
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,2,6,2.0,289.5,131.0,0.0,20.0,1.0801784992218018,0.4579741507768631,0.6336544752120972,0.034297142177820206,0.9903718372806907,0.9948796033859253,0.034297142177820206,0.9903718372806907,0.9948796033859253,0.5982235670089722,0.0,-1.7390893697738647,-11.920342445373535,-2.555997848510742,-5.323972702026367,-11.920342445373535,0.0,-10.18125307559967,-0.8169084787368774,-2.767974853515625,-6.596369743347168
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,3,1,2.0,289.5,131.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A27H0T39U3FZB5,audit,011ba62ef501fbb35716feb921ad84c8763c5d19c833f3aca7c24ab766a676df,4,1,2.0,289.5,131.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,0,30,2.0,152.0,66.0,0.0,20.0,2.185007095336914,0.3572975769639015,0.45028331875801086,2.463548183441162,0.2661994993686676,0.37356850504875183,2.463548183441162,0.2661994993686676,0.37356850504875183,0.024645529687404633,1.0,-0.7978783249855042,-0.9846538305282593,-0.9939237833023071,-0.9656022787094116,-0.9846538305282593,0.0,-0.18677550554275513,-0.19604545831680298,0.028321504592895508,-0.019051551818847656
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,1,29,2.0,152.0,66.0,0.0,20.0,2.2171425819396973,0.279658704996109,0.40765488147735596,2.3588459491729736,0.2525257393717766,0.36380699276924133,2.3588459491729736,0.2525257393717766,0.36380699276924133,0.09944967180490494,0.0,-5.01267147064209,-4.301170825958252,-3.7309885025024414,-3.741476058959961,-4.301170825958252,0.0,0.7115006446838379,1.2816829681396484,-0.010487556457519531,-0.559694766998291
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,2,6,2.0,152.0,66.0,0.0,20.0,0.2506016194820404,0.936460018157959,0.9541552066802979,0.31695064902305603,0.9210185632109642,0.9400486946105957,0.31695064902305603,0.9210185632109642,0.9400486946105957,0.0023891155142337084,1.0,-0.046928949654102325,-0.06182362511754036,-0.051470886915922165,-0.07383379340171814,-0.06182362511754036,0.0,-0.014894675463438034,-0.0045419372618198395,-0.022362906485795975,0.01201016828417778
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,3,2,2.0,152.0,66.0,0.0,20.0,0.12230575084686279,0.9470283556729555,0.9735141396522522,0.014798367395997047,0.9958802366163582,0.9979401230812073,0.014798367395997047,0.9958802366163582,0.9979401230812073,0.006269411649554968,1.0,-0.026842905208468437,-0.002061981474980712,-0.019595840945839882,-0.010155906900763512,-0.002061981474980712,0.0,0.024780923733487725,0.007247064262628555,0.00943993404507637,0.0080939254257828
Toys,AY5UM0DV5T3YW,audit,012865f6ea884408c0de1247983d568567a8a711aa53acb11990d46683542732,4,1,2.0,152.0,66.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A2G00U3NCCUOGL,audit,012fa8afbadc6715ff5395eeecbf3178e64a3ce10c32974fc0aad03db168be20,0,30,3.0,224.33333333333334,168.0,0.0,20.0,2.249692916870117,0.10365210473537445,0.3353878855705261,2.630439043045044,0.010097891092300415,0.21436332166194916,2.630439043045044,0.010097891092300415,0.21436332166194916,0.025352181866765022,0.0,-1.0924675464630127,-1.5883350372314453,-1.069076418876648,-1.2101738452911377,-1.5883350372314453,0.0,-0.4958674907684326,0.023391127586364746,-0.14109742641448975,-0.3781611919403076
Toys,A2G00U3NCCUOGL,audit,012fa8afbadc6715ff5395eeecbf3178e64a3ce10c32974fc0aad03db168be20,1,29,3.0,224.33333333333334,168.0,0.0,20.0,2.6892402172088623,0.06584188342094421,0.21671853959560394,2.412290573120117,0.3185194879770279,0.39517465233802795,2.412290573120117,0.3185194879770279,0.39517465233802795,0.11053620278835297,0.0,-1.5291557312011719,-3.5120418071746826,-1.7002032995224,-1.6591567993164062,-3.5120418071746826,0.0,-1.9828860759735107,-0.17104756832122803,0.04104650020599365,-1.8528850078582764
Toys,A2G00U3NCCUOGL,audit,012fa8afbadc6715ff5395eeecbf3178e64a3ce10c32974fc0aad03db168be20,2,45,3.0,224.33333333333334,168.0,0.0,20.0,2.2831220626831055,0.020704522728919983,0.24988067150115967,1.690309762954712,0.5386280417442322,0.6181413531303406,1.690309762954712,0.5386280417442322,0.6181413531303406,0.3174448013305664,0.0,-1.4732643365859985,-2.5806493759155273,-1.3682951927185059,-1.5241467952728271,-2.5806493759155273,0.0,-1.1073850393295288,0.10496914386749268,-0.1558516025543213,-1.0565025806427002
Toys,A2G00U3NCCUOGL,audit,012fa8afbadc6715ff5395eeecbf3178e64a3ce10c32974fc0aad03db168be20,3,1,3.0,224.33333333333334,168.0,0.0,20.0,-0.0,1.0,1.0,-0.0,1.0,1.0,-0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
