user,split,sample_hash,lp_current,lp_recover,benefit,positive_label
A3GLWFCP5JIMNN,audit,0191a94d7b1a68cb39536fd474a795d97f5a5fdc902d72481c4d82cb6ac34d0e,-0.03982169181108475,-0.23292216658592224,-0.1931004822254181,0
AZE16AY05PUZ0,audit,01a233a04fbbb5384fa755b90c93ed7c09425c51c09536bedcf9cf6a4b6728ae,-1.3619725704193115,-1.314453125,0.04751944541931152,1
A1KDCEBDE9BF2A,audit,01a433452c3f39beca5eba40f51bb700ec8b9cffde62d601dc9dbdc587734c58,-0.48151320219039917,-0.8457326889038086,-0.3642194867134094,0
A354BXXZVZN1DD,audit,01a757ceb751be4f93c61a2e2ec5e0d3b9ef7b977110a52c3e09144241a6d5c9,-0.45160236954689026,-0.6095079779624939,-0.15790560841560364,0
A2UDY2FIZCVTTN,audit,01bc899e5f0cf96737b1de6ff19086ccf6d62fde80a25b4a723ac51382710e50,-0.34102863073349,-1.167499303817749,-0.826470673084259,0
A2SJTRA46IB0IH,audit,01c05293bc94afa7cb4545235d453091c2bd332c68727771c5c5e559e76c2934,-1.9366239309310913,-1.9243710041046143,0.01225292682647705,0
A1OX93IPAKL23R,audit,01c6635041d17d0c0b933a08b21d2b59a6a3fc8320c3ca214e17e935e308f797,-0.7327145338058472,-0.9079459309577942,-0.17523139715194702,0
A27FYNIJC7T58I,audit,01da5063458a04926bf00f970de08121207ea48fc406f308151c72040ef0cc6d,-1.4046921730041504,-1.6082813739776611,-0.20358920097351074,0
A3GBRY8W4MIZAM,audit,01e35a21e788aab703af66555e3fa9300c2b6a95338d926f61921bfcc146c22e,-1.4242995977401733,-1.5744149684906006,-0.15011537075042725,0
A351EURUGWPUUA,audit,01f2048e61e36ce46179d2f805985b063283bfe595f1a7cab9bdf3b51d72b506,-0.5570728182792664,-0.6442428827285767,-0.0871700644493103,0
A6U5RO3NVNJ8E,audit,01ff8aea253cdfe9ed35f1491e8fe86cb26fa2f25317f0ef799cd837c35c122a,-1.9548084735870361,-1.7856136560440063,0.16919481754302979,1
A2F9I7CI9GWANO,audit,0205c9dd8a029d34fc3e4a0ec29634bff2299f642907bff53d599f10f6339bd5,-0.8142110109329224,-1.0326855182647705,-0.21847450733184814,0
A3339OATDLL33V,audit,0211c3edf6905f2f5bc668c8312dd5d59b2513265c7d2d76d5487571ad0d12ed,-0.494795024394989,-2.269496440887451,-1.7747013568878174,0
A1SHME7L3P78X3,audit,0253f104e201940629e283d56bf13d43f2e23151589509c3497b2653dfcc4a1b,-1.6882365942001343,-1.681807518005371,0.006429076194763184,0
A3BA4F1E2PGRCC,audit,0255e7c073fc733a2d6d458cefdd6875159048eb42891a8756265bf633a50cea,-0.4925232231616974,-0.47487378120422363,0.017649441957473755,0
A26Y0SMLXSNVG7,audit,02853727b9b3dc3ea2998d9497706e40736a63f65366b30704065a8ee8181b16,-0.9250961542129517,-0.9412130117416382,-0.016116857528686523,0
A1CANGVKCCXCHG,audit,029dc1ba4849174f8afcf39d904be423ff727e4421e154edabfcb05683b2bb8d,-1.8096492290496826,-2.1648621559143066,-0.355212926864624,0
A39UYY0LJ6IO6Z,audit,02c210c209f93875c35e2b5393f95fd2c86fd77a7caf0fbeb202bb2d896904ee,-1.4983553886413574,-1.5619299411773682,-0.06357455253601074,0
A1XJ9EVMRATYBN,audit,02d5083f9160ec6341d63f98698b7f33c8b319da8d8e03519ba0692753a23bca,-1.5163789987564087,-2.3395752906799316,-0.823196291923523,0
A29XK5H3AA5S01,audit,02e1d16526de195a18053381276be0b46f7444af0d1fd93ff44af779b520ff21,-0.8719443082809448,-0.7360794544219971,0.13586485385894775,1
A3DURFM75XV494,audit,02e50d643fb5a2b5b0ff48adca4cb195e9238ec224ff8f7c92aa953c04c42373,-0.1780133694410324,-2.6366147994995117,-2.458601474761963,0
A1LAV7SV0BD6DS,audit,02f319d77d37bf9eaaf4b86183ec8dc92b7e1c817a32398e7e194c022488191c,-1.4459413290023804,-1.632725477218628,-0.18678414821624756,0
A1LFGOMRDJ79O3,audit,02f3e697e8d48d87b19ebb859ebe9e70ab8893c0abe140ddd2c0f0435c661523,-0.7733196020126343,-1.49726140499115,-0.7239418029785156,0
AJA8ABXYA9B5O,audit,02fa9e9193ae477105ad99c96dd3cd265af235895dc9658a8fddfd072ea690e3,-0.6048213243484497,-0.6906397342681885,-0.08581840991973877,0
A2QNXW1P4GWB6,audit,0300a8417707b974af2cedfe8740a9a39988d068324bff7cf0dcb383fb20bd07,-1.5326110124588013,-1.6917555332183838,-0.15914452075958252,0
A2O4ZBYGBJJL2E,audit,0321fd70aba28fbba085221381b7c868c2afdc33c292ce8840b46cd55eb8e47e,-1.6069577932357788,-1.6615688800811768,-0.05461108684539795,0
A31EHS1DUV3Y4C,audit,033cafd95dfc16ac9f5763de86b76ec1d3b1c85b00ba8343584eaa469b0b18cd,-1.2610270977020264,-1.389562964439392,-0.12853586673736572,0
A3N752EG18MMZW,audit,0348744754b0058ac9d35e78ad6e1bf2181a1a6e4b678c45b51cb284e779ce84,-0.7071208953857422,-1.1272571086883545,-0.4201362133026123,0
A1I3SPGTEDK430,audit,035759b9b4961d68f7cf98491fbac2e65ad31f4dd1e58136d577b5113065dcf7,-1.0459760427474976,-1.127958059310913,-0.08198201656341553,0
A2I6O3SYDQO39E,audit,035c8b6a0af644b16bcdbc4fdacdbb97a8d5ce1e0718fb0f461db94a5dc1b193,-0.7059725522994995,-1.1629350185394287,-0.4569624662399292,0
A2EDYS9VSSEZV4,audit,0362b591d1cbf13199c07f9695989b951f9189985409659964a5896e493bed6b,-2.277076244354248,-2.3197250366210938,-0.0426487922668457,0
A1UGPIBPZGWJKF,audit,0369a634e746d2e735eda2d0502fa03757972b4bd75f0363850ca088d6cee099,-0.3124719560146332,-0.3338983356952667,-0.021426379680633545,0
AN9AZNETN79IK,audit,0370011147604eed62fff4ed2d63ffc739217181672e929908a503fb1733738e,-1.6755939722061157,-1.7372220754623413,-0.061628103256225586,0
A12CC0H8AWM9YC,audit,0375b447f8163fc40cd858caa77046636060c2552719e3b0e5e1f96a8734746d,-1.1970717906951904,-1.336782693862915,-0.1397109031677246,0
A2ZR42FLIFQNV6,audit,0375df3efca354151c6b41235481a7ced3aa8f0450f1838d4335eba4308b7ec1,-0.21244308352470398,-0.2602728307247162,-0.04782974720001221,0
A2PU94CPVXMHPW,audit,03788c55d76d75727ec881564535373c76ec2eac7dd1491ddcfbccd6853af60d,-1.4862165451049805,-1.6131317615509033,-0.12691521644592285,0
A2ZORIZD5JTN7H,audit,037d88348b7c2d45b8fa6a8aef6c3c8e749cd486a6b1d023929a47dc85197fa7,-0.3005719780921936,-0.7577840089797974,-0.45721203088760376,0
A29JZ68RPB0GI5,audit,03a6fecf2b82c09a8d01be22c286476d2233e55a043f9fc49c7f617cefc9e905,-1.4926056861877441,-1.6072028875350952,-0.11459720134735107,0
A3TYMCIQN8ZM0Q,audit,03af7d79a63b34565b845b7de4de014c46f8cb57b9441079f138c0003a3c7f87,-1.1175564527511597,-1.3809747695922852,-0.2634183168411255,0
A2WMLRWN5GB72K,audit,03dd34afcb0ccc38b42f712b6f37e433554930da7e6024f8d8dbcb5c3467167c,-0.5743564963340759,-0.9843904972076416,-0.4100340008735657,0
A1J34B2935KBLV,audit,04064afb73620ea8066b87055f5262b14d611814d6943fe5dc35ee60d69b4719,-1.8427603244781494,-2.2287909984588623,-0.3860306739807129,0
AZ4XFZ5198FFR,audit,04069ef5c778d5fd927dfe68c09da1f21fd30d56faebbfe1390b398c20a1999f,-0.9820318222045898,-1.484975814819336,-0.5029439926147461,0
A3BTDFZI3FT6I7,audit,045522214ba86a8c229d8a30cc66b90b139328fe3151d6738e9006d2420cb635,-1.7431461811065674,-2.020538568496704,-0.2773923873901367,0
A18761YJV6HI3H,audit,0456c156edeeab49671ff27cc2160328fbbcbaabf5ff26e4ec0572298175a5ee,-0.7155081033706665,-0.8270764350891113,-0.11156833171844482,0
A26QX1SAM87SX9,audit,0461d85ca1cc0bcbcecf9fc81c67081a3bd117747bbf6855349c1787e3dabe9c,-1.2276691198349,-1.2728580236434937,-0.04518890380859375,0
A1TUE7NMV5XH3N,audit,0464171959d60e7d45d81061958765e3723b0f23a322149e0e1d1f9e85c513aa,-1.0250219106674194,-1.181643009185791,-0.15662109851837158,0
A3QSNF3WWPQJJZ,audit,0466bce76539b22eae533890a37cea54472b9110ea80ab898f9157175b105e33,-1.345436453819275,-1.5072473287582397,-0.16181087493896484,0
ANU41GDKJ1EW,audit,046ab9c2cc9196e20b34428843af270cf2db93d94a16c3dad65d98003251faeb,-0.6298707723617554,-1.0714356899261475,-0.4415649175643921,0
AGALSGEQVJYQO,audit,048eb4d2cea434d87caea4c8609811053dced63913cbb7eb1896c89c7e05b746,-0.06327235698699951,-3.491637706756592,-3.4283652305603027,0
A3V4OD9WI97PEX,audit,04902ee0390f35f87a1182221ced242cf3808246e2c40201e0d3fda07e80b552,-0.46630755066871643,-0.2797042429447174,0.18660330772399902,1
AO1HIVTUCQZQ2,audit,04a3891787a20f9f7c6d87ab66e5af0ebe3c2fc7a6b6149d828771573b261a29,-0.837258517742157,-0.8858489394187927,-0.04859042167663574,0
A160G57GQ4WNUX,audit,04b5a6e4ab1f9fc2abb70556d7a3527fd8c8f25adeb834e65d32e9ffd8f76843,-0.49705249071121216,-0.6403325796127319,-0.14328008890151978,0
AP8ZD9MU4UP9C,audit,04bc11ce411c3eec8f307895a1759ad8c520f87378cd38fdb150b685fe41672c,-1.9010698795318604,-2.283759355545044,-0.3826894760131836,0
A2SD1Z4OROY538,audit,04c7ddaa911b30a090b1172fe05031d3f5fad25529c45442bc342297628163bb,-1.0908359289169312,-1.5052436590194702,-0.41440773010253906,0
A1MK0UA8UDSMRW,audit,04c9c08a6151b404af65b9309f1ff3ba5c8fa0fb7ebdadc30f6b70eaf98f80dc,-0.6220122575759888,-0.7151645421981812,-0.09315228462219238,0
A3JYVCG5G0B8LT,audit,04cdb8ae56b762a4b595ed3ecab68cadb4a3c1edc821623bc582408ab546c1eb,-1.1332844495773315,-1.2919968366622925,-0.15871238708496094,0
A7J06XNT3BOUD,audit,04d1507b39e8990a0f3a908516e72cf9c4f67fc8a4cb0bfd3a436efaf16cadde,-1.6910022497177124,-1.5493652820587158,0.14163696765899658,1
A3P0VX9YFUXO33,audit,04d35a252aaebd733ed4e23a9ee8bc95c72256627d7b90082788253cc00d648f,-1.5060211420059204,-2.1361992359161377,-0.6301780939102173,0
ASOVV3N5061BE,audit,04d57ac4a50d83302cdf18f79c27256887c1800fcd393b1062dbaf512ea0895c,-0.915992259979248,-1.0723443031311035,-0.15635204315185547,0
A2WJH1QD0M9X51,audit,04e046aee49f79fc49c3c35b9bbbb51b9d71ee69a875dd8c4ad640610e30933b,-1.0210760831832886,-1.2692573070526123,-0.24818122386932373,0
A1ZM4RXUG1JJVJ,audit,04e06729699361114dde90a0dc6294b32de6a0968f4b218bfcc1fed8d5fd2c49,-1.2508070468902588,-1.3809245824813843,-0.1301175355911255,0
A2S7E70C15YD5W,audit,0511d078c1e4bfdc8f4dc126fec1e966b39a6cb121445a659486e96c48bb50c3,-0.9151583909988403,-1.0576404333114624,-0.14248204231262207,0
A1FUC0J2RGHTQ1,audit,05230a12d7b0d7e1d80765caf1a2ae7e4636726db06396eab1be4d631169a485,-0.8019329309463501,-0.7266820669174194,0.07525086402893066,1
AJ37PDNCS0X7A,audit,0560e48bb4d05592213fd4629b6ebec8707c7ec1b06f72a5dc1ef2f67109064f,-0.19092890620231628,-1.220568299293518,-1.0296393632888794,0
AHCL2WVP0FIY9,audit,056e4b657bd06c29672e10875389b8a7e8cd62149f6da3c0fc94a1f5d126d5f4,-1.5784170627593994,-1.5331833362579346,0.045233726501464844,1
A1P8X706LK71KS,audit,057074aebf3bc410693ee25183107dda0b1e31a642279ea4b198182f0141e114,-0.6717287302017212,-0.6788002252578735,-0.007071495056152344,0
A3FGWBYH2TQMS8,audit,059e9d6b0895bc1f65bf2f147f948ecc2fdba59290dd0604d0cd721dff6d58b6,-0.09414026886224747,-7.506211757659912,-7.412071704864502,0
A1E11XUBLN0IBQ,audit,05a46817985904b861fd09f9fa4749aabbd57799f8850c8010c766ba9db78da6,-1.3734748363494873,-1.6347150802612305,-0.26124024391174316,0
AYOND4ODQI2VQ,audit,05c0c30d36ea0faaa29c680b01e64b8eab62431310367fe6eb0d7f2c1ec69d75,-1.7088050842285156,-2.3626351356506348,-0.6538300514221191,0
A2VFTRVR4M7WOP,audit,05c49b157c8020bd265e74c5311a059c4fcb3a095427281b3546fb18cfb4a026,-0.9960185885429382,-0.8406806588172913,0.15533792972564697,1
AOJA1LC8PN7K1,audit,05f8b4fa9a2696cf9ebe298502cf7e9359c1d56e56869ef06e95bd1beb64c5bd,-1.3198330402374268,-1.6262534856796265,-0.3064204454421997,0
A1R4Z6ODCJ8100,audit,060013ae546dc11d1aeb6749c239e4581a25bb32eefeba991684c37fe9723524,-1.3851954936981201,-1.3981248140335083,-0.012929320335388184,0
A1JV3E2M4AOOOV,audit,061451f0fee30d973e0cdeabc3a9fe612ce01808d3707ee4ec5006b09e484cfc,-1.203424096107483,-1.2394880056381226,-0.03606390953063965,0
A1EW8BR0J82V9Q,audit,0616985c80abed1ff991f089bdbf971eba5eeef8968e95444410420b69024c0e,-0.40066081285476685,-0.8239556550979614,-0.4232948422431946,0
A3IHJZ22RTXMLR,audit,0619b9397055fe63392616fa4b9ea2ecdb5d5ec6885f8e7aa2e4556ae428eb67,-1.0663284063339233,-1.3462915420532227,-0.2799631357192993,0
A36AW29PLFJ1TY,audit,062f6578f0d211d308d52a2b6ca365a81852edd1ed6c05a424bfaabd210879f0,-1.148270606994629,-1.2228906154632568,-0.07462000846862793,0
ATMABNBX5FMEU,audit,06485d489c064b8cdb92dd5ad05dd0c0bcf8acc92b07ec23fcee1ce5c251be5c,-1.518159031867981,-1.704045057296753,-0.18588602542877197,0
AYS82I3Z814TY,audit,0657a24caca288fe2e0681e7b334b36b33f07372a82d7263b535bd07974a1a58,-1.1986843347549438,-1.217278242111206,-0.018593907356262207,0
A1OBUW48Y2GNMZ,audit,065808cccbdf1a14e8f965e98a9dd28cc5ddf72e6aecff7491296555537dcf8f,-1.486999273300171,-1.4419333934783936,0.045065879821777344,1
AZK0YS7XE19EW,audit,068c9cb4f36564379c23d8dd1b0c64bbff96755504798370eeca50901c6b4fbc,-0.7363786697387695,-0.9414340853691101,-0.20505541563034058,0
A1BTNPMESS99PL,audit,069d2ec893a9dedc3fe427930257b10163f283254efcd8b4270b73f59d22c59c,-0.19968101382255554,-0.18992546200752258,0.009755551815032959,0
A2OD23539QMZS5,audit,06a173c7a4b3682c2a0296f44e4af7f998651bd5163e2dd8dc8e9f13cec2d6fd,-1.145815134048462,-1.348193883895874,-0.2023787498474121,0
AE0337VVP8MRM,audit,06b3c95c0c844799f0cbd73fa9aab178daf5aafb85bb8e505d7311c713b440bd,-0.7788511514663696,-1.0183292627334595,-0.23947811126708984,0
A18T5F7LY74UH7,audit,06bc792806204d2ba29267e6227911498619ca96bdce3a5be1150d266563acbb,-0.5113125443458557,-1.7637939453125,-1.252481460571289,0
A1GWIYGQJALD3S,audit,06f17252f39e4e13c51bc3ec82256c01b920b63ee4f71fc88dbc706e3e684f09,-1.9693138599395752,-2.2157697677612305,-0.24645590782165527,0
A1K53QGOP7B8JL,audit,07121cc0fa3ebe4fc54e39a30e79d3ac494572e86eb5215a72f9772941a0ce1f,-1.290115237236023,-1.4176664352416992,-0.12755119800567627,0
A2L4G3DWHN86N1,audit,075772276554d31f0bac9815e53a00f27dc3102614d53966ceb769ac7232dc61,-1.644822359085083,-1.7971336841583252,-0.1523113250732422,0
A3BVHEIVQF5R0G,audit,0764247a2660017ec259ae66acbdf6ceb0aea1dd3059d2957f216ad583557061,-1.092536211013794,-1.3675146102905273,-0.2749783992767334,0
A2CFBAUQ1S6POD,audit,079581ed221e0d9948e1128729280d0eae25ab55c31e9772bd906be172e71ef0,-1.6516447067260742,-1.7182323932647705,-0.06658768653869629,0
A2UXZWZBELI5PD,audit,07ab00397d65b7adc6aaf442a19e23905b246e82d1d7c96fc55496c10a788e78,-0.06056889146566391,-0.9418732523918152,-0.8813043832778931,0
A2FB38T8SWC0P1,audit,07b354c9088032667d624b24ccd39c62010f5342303ded288170f7156b9485cd,-0.11971329152584076,-0.3204476237297058,-0.20073433220386505,0
A1LUHBB4O3NS88,audit,07e2a5a7de6d36c4b7ddfd0102b0a8171d0d92eed9be4ea4ac257b8a999f4257,-1.108341932296753,-1.4538819789886475,-0.34554004669189453,0
A2ON6D6P8JM8Z3,audit,07eafdc729b54cbc24fed414fc3461b34caa5ba2b322860a890e46a584fbb84a,-1.6429439783096313,-1.6230484247207642,0.019895553588867188,0
AD8V3PZKCDZJC,audit,07ebbb56e0851f07bf495c329a79b7a972ff39fd0de43e81b4d275c46eb54aad,-0.03098537027835846,-1.9863765239715576,-1.9553911685943604,0
A2AAAA2TR66I85,audit,07f07dad2d932165d011eb40a0b2d73bf1297d7831d0469d692a76a531ee6dcd,-1.8310339450836182,-1.8974233865737915,-0.06638944149017334,0
AO4WE0U9SB5T7,audit,07f5f7e3dc0940eeca880962f936edc4e1255b843321cb727f3ff0beceaef464,-0.5384745001792908,-0.6903486847877502,-0.15187418460845947,0
A3CSZ21UC682CA,audit,07ffd1c03c82c431a35da7d6cdd8a10a838e9f815e16aaddfa1a33fe74da65d7,-2.0487053394317627,-3.005983591079712,-0.9572782516479492,0
A121LWC0KQAVPE,audit,08018044974d4f91d3a10f41648066f931a1b9e6883b7ce0636c111624e657df,-0.9086567759513855,-0.9234881401062012,-0.014831364154815674,0
A3LR35M01DZECL,audit,08057fd7352e4a76363e8357add6b4a1427b557751c32de683ae45d6977b82b0,-0.9550741314888,-1.1151283979415894,-0.1600542664527893,0
AMKVZRLT1BNJ8,audit,080e1948ef63ad369cb5d4dbcb539edde1c9288e5805c0e3f140fac63f26d5b8,-3.07375168800354,-3.208228588104248,-0.134476900100708,0
ALGI1LYA0YHQQ,audit,0820ec3680d77aa04412e9116adecc9d735866b393f510ced2cfbd96d438ec01,-0.5303510427474976,-0.690856397151947,-0.16050535440444946,0
AWLEYLUD5KOJS,audit,0856fdd5b2c2cf8b5f5ff480d02c540fb9a5e4f006a4e3f36a28eb06b1554280,-1.8729727268218994,-1.8036220073699951,0.0693507194519043,1
A3I2XRSKNKDVWA,audit,0864396190d5432bdabadfa4badf159005e310b8b490c50516fc4abd5c0d7c67,-0.3317521810531616,-0.5747417211532593,-0.24298954010009766,0
A3H3M7PH17ESJ0,audit,086a52a91f6258ed5403641a5e9ed84856a7f61e9a25f1fd1d4c7012c0012997,-1.746630311012268,-1.977132797241211,-0.23050248622894287,0
AZUH5XSJ2NLXR,audit,089551a1aece6f4e6c56f05b0011feee5832960157f345d53b5960426ce64bc5,-1.3948593139648438,-1.7872331142425537,-0.39237380027770996,0
A5GOQSO7HPT5T,audit,08979d845aa4c23be879177db1bff6304ee8d87fb2a98ec1da993a0fa42d8a65,-0.1831679344177246,-0.826956570148468,-0.6437886357307434,0
AOVI5Y45L6B0J,audit,08b6410aadc3ad2551c57f8324b15f1b3e68fb6cbe207f1c2b890c8577399d18,-0.35058480501174927,-0.4823795258998871,-0.13179472088813782,0
A12HB5Q1ZI3IXJ,audit,08b9b1e7fc51adf159226fd0cd8ea99e3e9990209de70a2cb66f43eecbbac460,-2.0157999992370605,-1.8858492374420166,0.12995076179504395,1
A3FDCL6Y6TG5S9,audit,08baf41142c173bd7a6b69c56e1176f5962b92de53fcc88361a6fa37403c11f7,-1.8249965906143188,-1.7597496509552002,0.06524693965911865,1
A34HLCYKYXXEO5,audit,08be2a637f4a2d2403317f7f2460b5ead643aefb7f2a59073a848647859015b1,-1.903450608253479,-2.089308261871338,-0.1858576536178589,0
A149ULJYQZUF4L,audit,08c5ee2956520493eb1589a6ba7d7321282e27bdeb3974255456fb16dcb82cbe,-0.02668755128979683,-0.845254123210907,-0.8185665607452393,0
A31T9SWJSVJMK4,audit,08d712f3c0a3aeda60c16c13b9c5acae67235525ce6ef7d5ead35b83aa900569,-0.2766808569431305,-0.7441261410713196,-0.4674452841281891,0
A3ZZFPQLNHTLB,audit,08e127b93ffbb4527b3bcfd40b421266c61a25777573da3043982d87c3d0553c,-1.387505054473877,-1.4751055240631104,-0.0876004695892334,0
A1104SH03FMIIW,audit,08e3c067352bc3aacb264b2fc2cda3aca751e6874a8668d32aea54c0dbcba957,-1.9656217098236084,-2.1059770584106445,-0.14035534858703613,0
A1AQSF3Q1YCMFX,audit,08e5555560365e2959596053f734ed0d80f08e9ca4cef7195ecf16b448387853,-1.1847450733184814,-1.4552874565124512,-0.2705423831939697,0
A2A4HGFGKO6BKP,audit,08fb86427d10817521fd3257bbdb89304dea3fef4578cf0b019ff3a2176e55ae,-0.454183429479599,-0.7914904952049255,-0.33730706572532654,0
AC17LM1ZZSHDB,audit,08fcabaf1f5c3ddc8f77a37d21b51b7a3852b4d417f4b7d149d162f504fc8d12,-1.5232441425323486,-1.5029296875,0.020314455032348633,1
A1NOBRCN20NGD5,audit,090d3b77b8303d452470a9f6854e97dc891008c828e9ed991287d19750ae962f,-0.8801992535591125,-1.4583282470703125,-0.5781289935112,0
A2A9ZDQOOA3ORO,audit,09234251a436c1169e3194cbe031494e857972ce1d55380a19628d42fe978e37,-1.1714575290679932,-1.2274259328842163,-0.055968403816223145,0
A234IQCNSW5ZDG,audit,092775e844f59b6754e95022461d944ad9f1bd3ebd30d5601227a8e9ed18ac0a,-1.4392317533493042,-1.2606996297836304,0.17853212356567383,1
A317A8TBRRTKO2,audit,0946818f1982261e0deacf319aee4dc90699d21c36f4fbc29d42fc7a6f5f862a,-1.3353853225708008,-1.510737419128418,-0.1753520965576172,0
A2YP323KXIBPQ9,audit,094f577f7aa179f853d6030ec9998f0e48b23441b9a226c9c38761c966b90fad,-1.0446889400482178,-1.190762996673584,-0.1460740566253662,0
A1IU7S4HCK1XK0,audit,098767d9953f32143dd100fb18e08b74591f921a8b5706a5f42359fc089989b2,-0.9854421615600586,-1.3829692602157593,-0.3975270986557007,0
A3RXUMEMEFE7MS,audit,099ac8f70f13b0f218d7b7eb8af1143a1682530dabfcd267edf32f7242872746,-0.3928155303001404,-0.4505750238895416,-0.057759493589401245,0
A1XDMYX8QOW07N,audit,09d238b766609f4ce294a7a5ce53962124a74acab9bf3ccef38287809d33493c,-0.4336259365081787,-0.5221266150474548,-0.08850067853927612,0
A2RVSAIPOK5Z3H,audit,09dd4f1c31095ddc0ad6ca7b954a548e46b4bfca4cc0c8f66361615c0f998333,-1.0637024641036987,-1.4533140659332275,-0.3896116018295288,0
A3B9QH2N3S4GM3,audit,09e4168333124e7a0446e478191279419795ef1ce277f6cc92a2ec98a8055832,-1.2378736734390259,-1.1038023233413696,0.13407135009765625,1
A24I8Z164A3WUF,audit,09fc3b69d39484773d23c58836dc61b6c7a967fc3afc5eb6e6ddd4fea68f17b7,-1.6223777532577515,-1.6038366556167603,0.01854109764099121,0
A1LEXEYZFZ4611,audit,0a28aa8469d95a8071b6c5df7c0947bd4107674c476a5f0a5bbc7c7a0b4e3e44,-0.29599934816360474,-0.5985142588615417,-0.302514910697937,0
A34XJ5OULZP05Q,audit,0a2f49bb86e643213c44afa3b4a685a23c1316699f9a7c588c588d6d356b4b28,-1.4296400547027588,-1.486600399017334,-0.056960344314575195,0
AHCK96KL7JVGW,audit,0a51f4952477395053626ac5436a2a7d0bf572219d0d082d1056ed9cb1df7742,-0.6750330924987793,-1.2272111177444458,-0.5521780252456665,0
A2XGEZGTIBLPG1,audit,0a681b57d191532b1a1b4db219b8e4aab35ca34683348d3a194f34707ea91b0c,-1.439840316772461,-1.9241985082626343,-0.48435819149017334,0
A3JM4IBJ42RY2F,audit,0a74939bdbe20b7c57fbfe6fb78d8f4209cf14c97a4fa720d7ecf15ce9dabd74,-1.7808773517608643,-1.7554649114608765,0.025412440299987793,1
A2SX0AP507CQ1Z,audit,0a931f08419cbf859a738368a27438fe78b94fd676059093d82d2427e3411eb7,-1.559969186782837,-1.5900299549102783,-0.030060768127441406,0
A3L4PHH58F5Z4U,audit,0a99f40f583745b16c285ed1b6b759cce34c9411dfce68a6c72feb54e076b583,-0.6633363366127014,-0.6758689880371094,-0.012532651424407959,0
