user,target,pop_group,history_length,sasrec_rank,exact_rank,rank_improvement,gold_exact_score,pairwise_concordance
A743ELWQ0LUGM,B000LSZVKA,head,5,8,30,-22,-1.4916124537587165,0.40816326530612246
A3H52GVIONVIK7,B0037V0Q62,head,5,37,17,20,-1.3308982610702516,0.673469387755102
A18T5F7LY74UH7,B004Z7H2EQ,head,5,17,11,6,-1.527098333835602,0.7959183673469388
A1VOCCA9CPGEON,B004560BPY,head,6,43,17,26,-1.349507713317871,0.673469387755102
A16DMD58142HZ2,B001W30D2O,head,3,2,16,-14,-1.3399915451009292,0.6938775510204082
A10ASLX7DTTB6Z,B00BPRLGSW,head,11,27,9,18,-1.1469695210173085,0.8367346938775511
AWKN9MUVLYW4I,B00CFELUXU,tail,3,29,36,-7,-2.708229115046561,0.2857142857142857
A3MPWZNB1K8J1G,B001PGTNK6,head,6,50,7,43,-1.2644262284127763,0.8775510204081632
A3SA41FNSURN2,B0002AUWKG,head,3,2,32,-30,-1.72080717086792,0.3673469387755102
A1VMMMFNAMF87S,B000FAB7I4,head,20,28,12,16,-1.341648817062378,0.7755102040816326
A3K3SE4RK846WO,B00BR3EMSA,head,20,2,34,-32,-1.5422611117362977,0.32653061224489793
A8KJS2P6E5DCB,B009F7OQ54,head,20,14,8,6,-1.1666509449481963,0.8571428571428571
AM92RGOR1G97F,B004S8F7QM,head,5,35,27,8,-1.5559781983494758,0.46938775510204084
A3J3CQCCTD1S47,B000K8FYAS,head,4,40,26,14,-1.623363808169961,0.4897959183673469
A2507ZYWGMY9BK,B00FAQW0N4,head,15,43,36,7,-1.6182469557970762,0.2857142857142857
A3JXBZ8F65100O,B004FPYL2O,head,3,10,14,-4,-1.0964510440826416,0.7346938775510204
AZE16AY05PUZ0,B001D0C70C,head,3,37,14,23,-1.2309300422668457,0.7346938775510204
A4SZE46QC0CSX,B004U7JJWE,head,8,4,48,-44,-3.0017064597457646,0.04081632653061224
AQR23PWSSXEN6,B000W3XEQM,head,3,8,34,-26,-1.8035117860883474,0.32653061224489793
A3UEQ1CYG8E6D2,B00000JIVS,head,5,18,5,13,-1.941765260696411,0.9183673469387755
A37RS6K0AP1DQJ,B000LSZVKA,head,3,25,20,5,-1.3344278082251548,0.6122448979591837
AMSL4B0XEXNBN,B000AM2K56,head,6,34,11,23,-1.3783621072769165,0.7959183673469388
A2UKT61KI6L496,B00000IWIA,head,14,19,23,-4,-1.4514914726217587,0.5510204081632653
A3IWZC747QU0B2,B004S8F7QM,head,3,44,11,33,-1.5518839985132218,0.7959183673469388
A7LD57FN1M3NL,B000LT1D56,head,6,19,33,-14,-1.4698683023452759,0.3469387755102041
A15P6YW0LNA8S7,B0089RPUHO,head,20,37,5,32,-1.5063817501068115,0.9183673469387755
A39OE9HEFSYF5D,B0036MDNN0,tail,4,10,14,-4,-1.7233856745995582,0.7346938775510204
A7RFDGVXDYQLJ,B00CXVNXEO,head,8,47,26,21,-1.6616661250591278,0.4897959183673469
A90N73UGGDDKK,B000EUKRY0,head,6,36,28,8,-1.264129602909088,0.4489795918367347
A2KGYJFT0ZPRBB,B00146G706,head,6,18,30,-12,-1.6090016603469848,0.40816326530612246
A1S1IP62GI71D0,B004MGMIRQ,head,5,45,25,20,-2.0328036546707153,0.5102040816326531
A5I3B25LKW8GK,B009Q3JBCK,head,4,16,7,9,-1.0934419929981232,0.8775510204081632
A1PZLIK77K4WH3,B004MWJLHK,head,5,50,16,34,-1.388171124458313,0.6938775510204082
A3S900CSKWQOIV,B00DMC6KAC,head,5,11,39,-28,-2.3390273571014406,0.22448979591836735
A2S0OCLA202TIH,B001BKX0V4,head,14,5,12,-7,-1.329171371459961,0.7755102040816326
A346APTN8W247S,B00CS1WD9A,head,3,21,8,13,-1.5436472773551941,0.8571428571428571
A1G0UKMI7QX0YW,B00BQ68RYS,tail,15,23,50,-27,-5.541702146952351,0.0
A26UZ7UQWAHAVJ,B002SQW38Q,head,10,45,12,33,-1.2189489424228668,0.7755102040816326
A1NOV41485TE0D,B00AHAJBQM,head,9,3,13,-10,-1.3343729734419412,0.7551020408163265
A16HL3D2VAVZGR,B00112CHCK,head,3,6,14,-8,-1.2605993062257768,0.7346938775510204
A1BT6TL7UCIC5Y,B007HZ9S7C,head,6,39,28,11,-1.4375392675399326,0.4489795918367347
A3NKM3BP524JAD,B000W3XEQM,head,3,3,39,-36,-1.627585583925247,0.22448979591836735
A3AXAT4SKPS9AF,B00F14IKQQ,head,3,25,5,20,-1.4909972965717315,0.9183673469387755
A21NPYDOH03LLW,B0039S7NO6,head,3,8,6,2,-1.1874821037054062,0.8979591836734694
AYMRVJI3K0XUK,B001NQHN7S,head,5,23,10,13,-1.2076543807983398,0.8163265306122449
AHDVTVHWEXFDB,B00CS1WD9A,head,4,12,7,5,-1.674459493160248,0.8775510204081632
AO1HIVTUCQZQ2,B000N5QNSK,head,3,26,16,10,-1.4928452730178834,0.6938775510204082
A27144YLL9MNQS,B00DLUE8DQ,head,3,20,2,18,-0.4846882432699203,0.9795918367346939
AGOC0ZNCHJZX0,B00000K3BR,head,3,20,22,-2,-1.3329915523529052,0.5714285714285714
A36TXQEOEX8PQ1,B000FK3WDC,head,10,7,44,-37,-1.9388899084646254,0.12244897959183673
A2FN4ABZQRR9GE,B00AHAJGXK,head,4,45,45,0,-2.124988394975662,0.10204081632653061
A36MS27KAA5S26,B00CKH9URU,head,12,50,34,16,-1.5859014749526978,0.32653061224489793
A2S5M7NAP0DH1M,B00008BFZH,head,3,35,7,28,-1.4119128845632076,0.8775510204081632
AQU0STAWBR82S,B0039S7NO6,head,3,26,9,17,-1.3907103300094605,0.8367346938775511
ADILS0UV2SZSU,B00008W72D,head,6,20,36,-16,-1.795544195175171,0.2857142857142857
A3FNV09127NV3G,B006WAJM1A,head,5,19,20,-1,-2.1316128101199867,0.6122448979591837
A3QLJDIXAJC1MH,B003D7F4YY,head,5,14,47,-33,-2.2330668926239015,0.061224489795918366
A14E0MJQA1I7VT,B00349MPQQ,head,9,41,20,21,-1.2144165683537722,0.6122448979591837
A3SOU9SJY0M2W,B00FLKKCBQ,tail,4,14,11,3,-1.273190655124684,0.7959183673469388
A146L0JWX6KKYJ,B0083TXVW4,head,4,45,44,1,-1.8243121385573886,0.12244897959183673
AF5TYIYAMGZYZ,B0015KEB2M,head,3,10,9,1,-1.2958687767386436,0.8367346938775511
A11Z2NNMKU2UZV,B001NQHN7S,head,4,24,22,2,-1.3411057710647583,0.5714285714285714
A2WU1CT9AXRS33,B000N5QNSK,head,3,45,10,35,-1.2813347168266773,0.8163265306122449
A39F5YVCRG7QXA,B00005UNAX,head,3,19,16,3,-1.1334973350167274,0.6938775510204082
A21KWIQBERS54M,B000NO9GT4,head,3,15,13,2,-1.380415391921997,0.7551020408163265
A2LHKEWBDDNIRP,B003EIK136,head,4,4,9,-5,-1.6120622359216212,0.8367346938775511
A1RR36YKJB917S,B008MJ62PI,head,15,17,19,-2,-1.3055588752027234,0.6326530612244898
A2BMZRO0H7TFCS,B00H5HFERA,head,11,3,28,-25,-1.5189090013504027,0.4489795918367347
A1JL8QKD1S4YP0,B002V3RCE6,head,6,37,8,29,-1.3701894342899323,0.8571428571428571
ADUHAXZZ89JVC,B004NCEL4M,head,6,34,31,3,-1.4835094571113587,0.3877551020408163
A33YCIRMFAQYB0,B006G682Y8,head,6,23,32,-9,-1.8957494735717773,0.3673469387755102
A1N8W5FURE11WK,B000W3XEQM,head,3,4,18,-14,-1.4576530021149665,0.6530612244897959
A1JL84URLR9Q3O,B004Z7H2EQ,head,9,6,38,-32,-2.0434902191162108,0.24489795918367346
A1MXSYWEMXHD0L,B00000K3BR,head,6,21,10,11,-1.2387065172195435,0.8163265306122449
A27NQO3G12TT81,B00875JE0C,head,4,9,22,-13,-1.1757483497262,0.5714285714285714
A1IU7O0EQGX9IN,B001BKX0V4,head,6,11,7,4,-1.3066179603338242,0.8775510204081632
A3HORVSI2I23YR,1589942108,head,5,33,22,11,-1.3460597813129425,0.5714285714285714
A29KZW1RFZVRMY,B000284X6W,head,4,1,5,-4,-1.300142308883369,0.9183673469387755
A2JOK29LM111RI,B001W2WKS0,head,8,19,14,5,-1.226945025473833,0.7346938775510204
A185O1OKRT4M8,B000EQGT00,head,8,25,32,-7,-1.4888062715530395,0.3673469387755102
A2NBRQWA4ZR3C0,B00DQC2FPM,head,20,29,8,21,-1.607428240776062,0.8571428571428571
A3OUD5IR7I1OMP,B000NVBE1A,head,3,19,29,-10,-1.413593316078186,0.42857142857142855
A1G352LEFAJ07E,B0036MDNN0,tail,12,12,8,4,-1.611974660353735,0.8571428571428571
AMAI301HTSKI6,B005JFNE8G,head,11,48,41,7,-2.4774253768846393,0.1836734693877551
AT5Q7M7SRN3EO,B0053FXGE4,head,6,34,46,-12,-2.0346575021743774,0.08163265306122448
AZDKB30I8494P,B000FK3WDC,head,3,9,10,-1,-1.276504308800213,0.8163265306122449
A3KFTE704SZJBX,B004PBN9BC,head,9,12,21,-9,-1.320811891555786,0.5918367346938775
A3N8RWH3NY2MC5,B004ORV2WK,head,4,38,36,2,-1.7065829277038573,0.2857142857142857
A3CWEK9HY2VPDL,B00004TQLI,head,5,48,23,25,-1.3477054357528686,0.5510204081632653
A15N8A446WLYP3,B00804BCO6,head,6,23,11,12,-1.536596953868866,0.7959183673469388
A3513M2E6P93SD,B001RPWM7Q,head,16,11,37,-26,-1.702777589764446,0.2653061224489796
A2KY6POA5T8URA,B00005YVRN,head,4,36,21,15,-1.365619806945324,0.5918367346938775
A1MYV8W0L2PPO6,B001W30D2O,head,3,1,9,-8,-1.353996205702424,0.8367346938775511
A2BJ9I0BQ1LH5S,B00C6PXLMQ,head,3,47,37,10,-1.9421145439147949,0.2653061224489796
A2O9UK5B50KKYB,B00439BG98,head,3,41,45,-4,-2.1176450490951537,0.10204081632653061
A1GH30RILCPXF2,B00AAPHZVW,head,6,10,15,-5,-1.4138134900480508,0.7142857142857143
A241LKDNA8SNPP,B0070A9OUA,head,3,49,39,10,-1.645264873187989,0.22448979591836735
A2FYOI0JA5MP9Z,B0060JVSTW,head,9,39,11,28,-1.3403378656172815,0.7959183673469388
A2WK7Z5VZTLJAU,B0089RPUHO,head,4,1,7,-6,-1.4311575174331665,0.8775510204081632
A1XNQEQ1ZHN7RL,B00CMNX2IA,head,6,20,46,-26,-2.3481602668762207,0.08163265306122448
A1QP17D4X705C,B00BY2ER66,head,3,50,24,26,-1.717804992198944,0.5306122448979592
A2WN1QF8GSVHYV,B007X93IZ0,head,5,10,22,-12,-1.3374743223190309,0.5714285714285714
A1CNV2BQHWAAPM,B0089RPUHO,head,6,4,9,-5,-1.2099237337708473,0.8367346938775511
A1G9ZSWYWORQYD,B001EB9F3C,head,3,25,33,-8,-1.5244824647903443,0.3469387755102041
ALYYY88T4IYJS,B001447IX8,head,3,16,11,5,-1.3070760011672973,0.7959183673469388
A1YAGM2QOSAAOT,B00H5HFERA,head,12,5,34,-29,-1.6505077362060547,0.32653061224489793
A13QN3VQEE6B69,B000GKE2N0,head,3,41,46,-5,-2.052665281295776,0.08163265306122448
A2IO1SSPRYUSX8,B005C3F3SY,head,6,4,21,-17,-1.4986175894737244,0.5918367346938775
A1BQYUZ59QHHJM,B00008BFZH,head,3,27,18,9,-1.357448399066925,0.6530612244897959
A3427RK6WD4IHI,B00C16YYVC,head,11,7,20,-13,-1.9421624361226957,0.6122448979591837
A11P1G6492WBRM,B001447IX8,head,19,34,35,-1,-1.7863639354705811,0.30612244897959184
A38676DYX6113L,B00497ZWVC,tail,8,21,16,5,-1.5117532219737768,0.6938775510204082
A3H4AC34E3LC0U,B00005O63Q,head,8,39,29,10,-1.312845727801323,0.42857142857142855
ANMX4YXBLKZ5H,B00CI6J8KW,head,3,22,6,16,-1.4359829068183898,0.8979591836734694
A20QZFV67CIR1V,B0027CS7BI,head,3,50,43,7,-1.6556920766830445,0.14285714285714285
A2GAH5LN5U9U50,B002NPBT50,head,3,12,14,-2,-1.4070550441741942,0.7346938775510204
AW4ARFPWOF371,B00000K3BR,head,3,37,29,8,-1.4554059863090516,0.42857142857142855
A10JPZAYDGFHEV,B00CNNPPV6,head,5,7,24,-17,-1.5418361184216338,0.5306122448979592
A2TNEYVYHY3C4C,B00BPRLGSW,head,6,43,25,18,-1.4429995904822135,0.5102040816326531
A2TZT5AMK1XQTC,0976990709,head,3,37,16,21,-1.40436160415411,0.6938775510204082
A2RNMSNX5Y5J3T,B00ANLNU4Y,head,8,11,35,-24,-1.564325599744916,0.30612244897959184
A3UYX588IJKPB8,B000058A39,head,4,12,20,-8,-1.2712474942207337,0.6122448979591837
A6X7LEAIEW7O9,B00DPK10O2,head,3,24,12,12,-1.414326298236847,0.7755102040816326
A3L0HOM7SL74MJ,B0089RPUHO,head,5,4,16,-12,-1.2924602031707764,0.6938775510204082
A3MTAEG7RENLFV,B009TCYK74,tail,13,24,37,-13,-3.0039037227630616,0.2653061224489796
A10566TEP2SO6I,B00000JJ7S,tail,18,37,23,14,-2.007873201370239,0.5510204081632653
A3J0TILVNJXQ7Z,B001D0C70C,head,5,22,29,-7,-1.663058066368103,0.42857142857142855
A21Y7CI1YEVNPH,B00005N9EE,head,10,15,32,-17,-1.663799903576728,0.3673469387755102
A2TE44DT7N8A0V,B004S8F7QM,head,6,5,1,4,-1.2234073042869569,1.0
A3AQ4PYKSM94P9,B000N5QNSK,head,10,41,11,30,-1.4027350284159184,0.7959183673469388
A174AQ2AY4E2RO,B000ETRENI,head,4,12,30,-18,-1.6608069688081741,0.40816326530612246
A2VM9WT6P47HQE,B00DMC6KAC,head,5,1,12,-11,-1.2675264298915863,0.7755102040816326
A16AXQ11SZA8SQ,B007X93L34,head,8,30,20,10,-1.3589967146515847,0.6122448979591837
A5H2S8FNZ15O5,B004083ELK,head,4,27,45,-18,-2.3117228507995606,0.10204081632653061
A8WGBVNTWYOXS,B00C6Q1Z6E,head,4,27,9,18,-1.7245279788970946,0.8367346938775511
A3345VA7RM6GVP,B00008BFZH,head,3,17,39,-22,-1.8110753461718558,0.22448979591836735
A34SNZBKTK3U1Q,B006FT2FVC,head,6,6,9,-3,-1.3104418478906155,0.8367346938775511
A3AG9GORY14GR6,B00068Q7LC,head,3,33,22,11,-1.2126915846019983,0.5714285714285714
A1U3CNYB7HUM5U,B000N5QNSK,head,5,29,4,25,-1.2236233353614807,0.9387755102040817
A3UBJB6BZ2VM3G,B0073RSVMC,tail,4,33,23,10,-2.731564272940159,0.5510204081632653
A2YJ8DTKG0V1AH,B00486ZVC4,head,5,13,9,4,-1.4909310206770896,0.8367346938775511
A3DTP68HT6DBJL,B000KWJSKG,head,5,48,24,24,-1.4905272006988526,0.5306122448979592
A3BII5EFPX8G1H,B003AIM52A,head,3,33,23,10,-1.5234635137021542,0.5510204081632653
A3LG1IJ7UV79GR,B000LT1D56,head,3,38,40,-2,-1.4434249699115753,0.20408163265306123
A3L3N699XJAZ26,B002NPBT50,head,3,22,4,18,-1.2780321478843688,0.9387755102040817
A27H0T39U3FZB5,B0042MAKAW,head,3,36,36,0,-1.5085633993148804,0.2857142857142857
AC9ZH59TWILZS,B003WFKOSS,head,4,36,40,-4,-1.798133802110533,0.20408163265306123
A6LEJBP5YOP3E,B00000K3BR,head,3,39,44,-5,-1.5333092391490937,0.12244897959183673
A1XY48PNDXOT6Z,B000AM2K56,head,3,11,31,-20,-1.4601064682006837,0.3877551020408163
A172NI0BV1O56W,B0089RPUHO,head,4,7,15,-8,-1.2456842184066772,0.7142857142857143
A23L7R8G04LKRN,B00009XNSY,head,3,31,32,-1,-1.4321435391902924,0.3673469387755102
A2OFU25GA1W051,B004MWJLHK,head,3,34,21,13,-1.3067470073699952,0.5918367346938775
A1P50D2A9KC4WP,B000LSZVKA,head,3,9,12,-3,-1.2556350529193878,0.7755102040816326
A1SC7Z2646QCP9,B007J3F9V6,head,9,29,22,7,-1.6374991670250894,0.5714285714285714
A7Z2DWCF66Q4H,B0036MDNN0,tail,12,8,9,-1,-1.5007251068903316,0.8367346938775511
A1YYXM9YCVAIYI,B00000DMD2,head,3,24,15,9,-1.7728486955165863,0.7142857142857143
A12G3MCCXFSA91,B000809OAO,head,3,13,33,-20,-1.6222661286592484,0.3469387755102041
A2HV3TCKVDTM0Y,B001RPWM7Q,head,4,10,29,-19,-1.6588632508181036,0.42857142857142855
A1WMDGXKYWP0CR,B0012GV1HM,head,10,25,7,18,-1.288575863838196,0.8775510204081632
AUDNXYZ2CBU7Y,B00B3YT030,head,10,31,35,-4,-1.8072455500601792,0.30612244897959184
A1GBT4UN2RW7XY,B00B1Z6EPS,head,20,26,11,15,-1.151445006513677,0.7959183673469388
A3V2MLAFHFJ9CX,B004C7QNMG,head,5,10,50,-40,-2.6540546894073485,0.0
A3AVVMEI28N2UJ,0976990709,head,5,49,15,34,-1.432889461517334,0.7142857142857143
A29EH6BSJCPW4Q,B00DMC6KAC,head,6,1,3,-2,-1.145768690109253,0.9591836734693877
A194P59JUB7TR0,B00486ZVC4,head,4,29,34,-5,-1.588473344920203,0.32653061224489793
AHF97M45JFCB,B00005UNAX,head,4,13,19,-6,-1.0359363044638787,0.6326530612244898
A10RE6ZUIB2P1P,B000A88KOA,head,3,39,8,31,-1.0781176922221978,0.8571428571428571
A1TY4TRLA4QK5Y,B00BFREGZ2,head,4,34,14,20,-1.2663038492202645,0.7346938775510204
A2K2GCBWN3UI93,B001BKX0V4,head,3,6,19,-13,-1.3460789397358894,0.6326530612244898
A2PDUF9DZK0XT1,B001W2WKS0,head,4,38,18,20,-1.5772932946681977,0.6530612244897959
A1FDSZISWIXH1A,B00CI6JDO8,head,4,19,10,9,-1.3611260890960692,0.8163265306122449
A2LJXRI8XCSXUW,B0084XZE7E,head,13,20,6,14,-1.4934641391038894,0.8979591836734694
A3SEHLEZ80NBXI,B001447IX8,head,6,11,37,-26,-1.6806644439697265,0.2653061224489796
A2J8GJD6CKW9B9,B009JBCF5Y,head,4,44,47,-3,-2.030149482190609,0.061224489795918366
A4S2GMZIQKEHY,B004S8F7QM,head,4,3,37,-34,-1.99440242339042,0.2653061224489796
A3UJ3A4OBEU27Q,B002S52VU2,head,4,42,40,2,-1.5975407481193542,0.20408163265306123
A2366DRU6HGLCB,B000W3XEQM,head,4,6,13,-7,-1.353505127131939,0.7551020408163265
A1I3SGC074Z519,B00CFELUXU,tail,4,19,17,2,-1.7910871013998986,0.673469387755102
A3R9X26QGDP7LM,B000284X6W,head,20,11,44,-33,-1.744239604100585,0.12244897959183673
A3TVAZ1RVV3YMZ,B000NO9GT4,head,6,18,6,12,-1.266519832611084,0.8979591836734694
A3Q203BP3E1NLG,B007GE6VMO,head,5,37,18,19,-1.6121224761009216,0.6530612244897959
A1X1TY8AT7E03H,B00ANLNU4Y,head,5,34,18,16,-1.3469539782963693,0.6530612244897959
A3U4K766N97DM1,B00BQYQY8Q,head,6,3,30,-27,-2.0034932613372805,0.40816326530612246
A3U2RXJMV88UTY,B00008BFZH,head,4,35,9,26,-1.5462042676284908,0.8367346938775511
ATCNPH85QAOTR,B00000JIVS,head,4,2,18,-16,-1.5571184694766997,0.6530612244897959
A120IAA8ECWG6F,B008B68HQY,head,5,38,9,29,-1.3605735421180725,0.8367346938775511
A3V1AHX8P4R839,B006ROJLT4,head,6,8,23,-15,-1.3440987586975097,0.5510204081632653
AWPODHOB4GFWL,B002DHC6FA,head,5,4,7,-3,-1.2867603302001953,0.8775510204081632
A1OKVV9AM2WXZI,B00000IWGQ,head,4,35,45,-10,-1.9712660789489747,0.10204081632653061
A1N8SMOY9ZDWX,B00CI6J8KW,head,3,5,45,-40,-2.4235125213861464,0.10204081632653061
A35ZYZ946LZAHG,B005E7A3OM,tail,4,48,38,10,-1.6581316635012626,0.24489795918367346
A3A63TGHMFOXKI,B000EUHKUE,head,4,21,17,4,-1.454062920808792,0.673469387755102
AYNTULRNAIPNY,B00B1Z6EPS,head,15,32,32,0,-1.4358944014646113,0.3673469387755102
AEV9CT81N33CR,B0089RPUHO,head,5,6,35,-29,-1.844382095336914,0.30612244897959184
A1PR82Z3YBTSHU,B00486ZVC4,head,3,38,17,21,-1.4494151153136046,0.673469387755102
A1Z1B8BQL38ODE,B00804BCO6,head,5,36,10,26,-1.2651327848434448,0.8163265306122449
A2RLXKLHDW3YJ6,B005C3F3SY,head,4,12,20,-8,-1.3495227217674255,0.6122448979591837
AFZEOGWDNCGDW,B0006PKZBI,head,3,42,40,2,-1.6376823517843149,0.20408163265306123
A1G097S3MK0IDS,B002NPBT50,head,10,4,10,-6,-1.3703266084194183,0.8163265306122449
A1DYFG9VS1RLX8,B00146LV5C,head,8,38,33,5,-1.6047886848449706,0.3469387755102041
A23TGI02RB7JC,B00FAQW0N4,head,20,36,21,15,-1.5639583148877136,0.5918367346938775
A1TI39GE1KLXZC,B007Q0OUFS,head,3,34,28,6,-1.8367197141051292,0.4489795918367347
AAH5WJ9PKTYON,B001W2WKS0,head,4,29,19,10,-1.5990767624229192,0.6326530612244898
A2XC7BWUEMSQMC,0975277324,head,13,3,14,-11,-1.763422393798828,0.7346938775510204
A2JJ9U99F9A9WB,B001BKX0V4,head,3,18,37,-19,-1.5235413819551469,0.2653061224489796
A3C1F9A68NYSCA,B001D0C70C,head,4,26,33,-7,-1.407858180999756,0.3469387755102041
AH7IDBNZ5T9YO,B001543YEY,head,3,46,7,39,-1.136703187227249,0.8775510204081632
A1P8B6W81KCMCM,B004U52VPS,head,5,32,30,2,-1.7199943661689758,0.40816326530612246
A3OBRGNLILA0AZ,B000N5QNSK,head,4,23,22,1,-1.495798933506012,0.5714285714285714
A46ISDZA1HU4K,B001W30D2O,head,9,8,42,-34,-2.091644166549668,0.16326530612244897
A2KWIRXYFC1OQ1,B00486ZVC4,head,10,25,41,-16,-1.6423356409883128,0.1836734693877551
A1BHPREC4LUOJR,B0006N8X3M,head,3,8,22,-14,-1.7534582987427711,0.5714285714285714
A14A08BE9EVH1M,B004U52VPS,head,4,13,18,-5,-1.7819586992263794,0.6530612244897959
A3OHAUUXP0SND5,B000AM2K56,head,3,3,43,-40,-1.609306526184082,0.14285714285714285
A163GMNQRRSD50,B001W30D2O,head,17,1,22,-21,-1.341119883954525,0.5714285714285714
A21WKTEFFATEPY,B004S8F7QM,head,3,16,4,12,-1.2523979447782039,0.9387755102040817
A2Q1L1DVG9LOOS,B0008GMGZ8,head,6,30,39,-9,-1.64469256401062,0.22448979591836735
AS9AT91XJZ44B,B003HC9734,head,13,38,22,16,-1.158995021879673,0.5714285714285714
AWOADDNDLD52F,B00486ZVC4,head,4,36,15,21,-1.5126798857934773,0.7142857142857143
AO0HPTFIKQE9B,B008MJ62PI,head,4,38,14,24,-1.2120325565325403,0.7346938775510204
A1EZB4BQ68IJQJ,B001BKX0V4,head,3,11,20,-9,-1.3717194303870202,0.6122448979591837
A2JYBTA1MHR0KA,B00DQC2FPM,head,3,8,3,5,-1.1947906052693724,0.9591836734693877
A356PDI67MS3BH,B001BKX0V4,head,3,9,26,-17,-1.3923359163105489,0.4897959183673469
A2FRMLSDL2KGNO,B007U7M0WM,head,6,35,29,6,-1.5819365501403808,0.42857142857142855
A1WI176M51EBIT,B004S8F7QM,head,3,1,46,-45,-2.7845205664634705,0.08163265306122448
A1WE1SSAWN210C,B001IEYXAA,head,12,43,19,24,-1.4554541042336495,0.6326530612244898
A1HX0OZQYIL5Z6,B0084M8UEE,tail,11,39,24,15,-1.5244534130208194,0.5306122448979592
A2A977OMDL4QF2,B001BKX0V4,head,3,12,9,3,-1.4089159741997719,0.8367346938775511
A3EIYMOY0G77MV,B0027CS7BI,head,3,48,28,20,-1.4064106583595275,0.4489795918367347
A2RME4353Y911C,B00FAQVVUC,head,13,34,14,20,-1.325957077741623,0.7346938775510204
A3ATTKX4QXH4FF,B00BN6QAVI,head,9,8,22,-14,-1.6207120418548584,0.5714285714285714
A164DHXPNTXF7C,B0027CS7BI,head,4,37,15,22,-1.3408292353153228,0.7142857142857143
A3HOO00IJGLPUI,B00EVTF3OO,head,16,34,13,21,-1.9460890293121338,0.7551020408163265
A157SEYAOCY1JY,B003EIK136,head,3,50,14,36,-1.2992117073386908,0.7346938775510204
A2LJE0N3GQAIAS,B004MWJLHK,head,3,47,35,12,-1.4659531474113465,0.30612244897959184
A1GKRGXQTNMWQG,B000096QNK,head,4,4,10,-6,-1.4444788455963136,0.8163265306122449
A3LD93WDUDND53,B001C7617Q,head,4,49,27,22,-1.1587614234536887,0.46938775510204084
