user,target,sasrec_rank,pop_group,history_length
A2507ZYWGMY9BK,B00FAQW0N4,43,head,15
A3JXBZ8F65100O,B004FPYL2O,10,head,3
AZE16AY05PUZ0,B001D0C70C,37,head,3
A4SZE46QC0CSX,B004U7JJWE,4,head,8
AQR23PWSSXEN6,B000W3XEQM,8,head,3
A3UEQ1CYG8E6D2,B00000JIVS,18,head,5
A37RS6K0AP1DQJ,B000LSZVKA,25,head,3
AMSL4B0XEXNBN,B000AM2K56,34,head,6
A2UKT61KI6L496,B00000IWIA,19,head,14
A3IWZC747QU0B2,B004S8F7QM,44,head,3
A7LD57FN1M3NL,B000LT1D56,19,head,6
A15P6YW0LNA8S7,B0089RPUHO,37,head,20
A39OE9HEFSYF5D,B0036MDNN0,10,tail,4
A7RFDGVXDYQLJ,B00CXVNXEO,47,head,8
A90N73UGGDDKK,B000EUKRY0,36,head,6
A2KGYJFT0ZPRBB,B00146G706,18,head,6
A1S1IP62GI71D0,B004MGMIRQ,45,head,5
A5I3B25LKW8GK,B009Q3JBCK,16,head,4
A1PZLIK77K4WH3,B004MWJLHK,50,head,5
A3S900CSKWQOIV,B00DMC6KAC,11,head,5
A2S0OCLA202TIH,B001BKX0V4,5,head,14
A346APTN8W247S,B00CS1WD9A,21,head,3
A1G0UKMI7QX0YW,B00BQ68RYS,23,tail,15
A26UZ7UQWAHAVJ,B002SQW38Q,45,head,10
A1NOV41485TE0D,B00AHAJBQM,3,head,9
A16HL3D2VAVZGR,B00112CHCK,6,head,3
A1BT6TL7UCIC5Y,B007HZ9S7C,39,head,6
A3NKM3BP524JAD,B000W3XEQM,3,head,3
A3AXAT4SKPS9AF,B00F14IKQQ,25,head,3
A21NPYDOH03LLW,B0039S7NO6,8,head,3
AYMRVJI3K0XUK,B001NQHN7S,23,head,5
AHDVTVHWEXFDB,B00CS1WD9A,12,head,4
AO1HIVTUCQZQ2,B000N5QNSK,26,head,3
A27144YLL9MNQS,B00DLUE8DQ,20,head,3
AGOC0ZNCHJZX0,B00000K3BR,20,head,3
A36TXQEOEX8PQ1,B000FK3WDC,7,head,10
A2FN4ABZQRR9GE,B00AHAJGXK,45,head,4
A36MS27KAA5S26,B00CKH9URU,50,head,12
A2S5M7NAP0DH1M,B00008BFZH,35,head,3
AQU0STAWBR82S,B0039S7NO6,26,head,3
ADILS0UV2SZSU,B00008W72D,20,head,6
A3FNV09127NV3G,B006WAJM1A,19,head,5
A3QLJDIXAJC1MH,B003D7F4YY,14,head,5
A14E0MJQA1I7VT,B00349MPQQ,41,head,9
A3SOU9SJY0M2W,B00FLKKCBQ,14,tail,4
A146L0JWX6KKYJ,B0083TXVW4,45,head,4
AF5TYIYAMGZYZ,B0015KEB2M,10,head,3
A11Z2NNMKU2UZV,B001NQHN7S,24,head,4
A2WU1CT9AXRS33,B000N5QNSK,45,head,3
A39F5YVCRG7QXA,B00005UNAX,19,head,3
A21KWIQBERS54M,B000NO9GT4,15,head,3
A2LHKEWBDDNIRP,B003EIK136,4,head,4
A1RR36YKJB917S,B008MJ62PI,17,head,15
A2BMZRO0H7TFCS,B00H5HFERA,3,head,11
A1JL8QKD1S4YP0,B002V3RCE6,37,head,6
ADUHAXZZ89JVC,B004NCEL4M,34,head,6
A33YCIRMFAQYB0,B006G682Y8,23,head,6
A1N8W5FURE11WK,B000W3XEQM,4,head,3
A1JL84URLR9Q3O,B004Z7H2EQ,6,head,9
A1MXSYWEMXHD0L,B00000K3BR,21,head,6
A27NQO3G12TT81,B00875JE0C,9,head,4
A1IU7O0EQGX9IN,B001BKX0V4,11,head,6
A3HORVSI2I23YR,1589942108,33,head,5
A29KZW1RFZVRMY,B000284X6W,1,head,4
A2JOK29LM111RI,B001W2WKS0,19,head,8
A185O1OKRT4M8,B000EQGT00,25,head,8
A2NBRQWA4ZR3C0,B00DQC2FPM,29,head,20
A3OUD5IR7I1OMP,B000NVBE1A,19,head,3
A1G352LEFAJ07E,B0036MDNN0,12,tail,12
AMAI301HTSKI6,B005JFNE8G,48,head,11
AT5Q7M7SRN3EO,B0053FXGE4,34,head,6
AZDKB30I8494P,B000FK3WDC,9,head,3
A3KFTE704SZJBX,B004PBN9BC,12,head,9
A3N8RWH3NY2MC5,B004ORV2WK,38,head,4
A3CWEK9HY2VPDL,B00004TQLI,48,head,5
A15N8A446WLYP3,B00804BCO6,23,head,6
A3513M2E6P93SD,B001RPWM7Q,11,head,16
A2KY6POA5T8URA,B00005YVRN,36,head,4
A1MYV8W0L2PPO6,B001W30D2O,1,head,3
A2BJ9I0BQ1LH5S,B00C6PXLMQ,47,head,3
A2O9UK5B50KKYB,B00439BG98,41,head,3
A1GH30RILCPXF2,B00AAPHZVW,10,head,6
A241LKDNA8SNPP,B0070A9OUA,49,head,3
A2FYOI0JA5MP9Z,B0060JVSTW,39,head,9
A2WK7Z5VZTLJAU,B0089RPUHO,1,head,4
A1XNQEQ1ZHN7RL,B00CMNX2IA,20,head,6
A1QP17D4X705C,B00BY2ER66,50,head,3
A2WN1QF8GSVHYV,B007X93IZ0,10,head,5
A1CNV2BQHWAAPM,B0089RPUHO,4,head,6
A1G9ZSWYWORQYD,B001EB9F3C,25,head,3
ALYYY88T4IYJS,B001447IX8,16,head,3
A1YAGM2QOSAAOT,B00H5HFERA,5,head,12
A13QN3VQEE6B69,B000GKE2N0,41,head,3
A2IO1SSPRYUSX8,B005C3F3SY,4,head,6
A1BQYUZ59QHHJM,B00008BFZH,27,head,3
A3427RK6WD4IHI,B00C16YYVC,7,head,11
A11P1G6492WBRM,B001447IX8,34,head,19
A38676DYX6113L,B00497ZWVC,21,tail,8
A3H4AC34E3LC0U,B00005O63Q,39,head,8
ANMX4YXBLKZ5H,B00CI6J8KW,22,head,3
A20QZFV67CIR1V,B0027CS7BI,50,head,3
A2GAH5LN5U9U50,B002NPBT50,12,head,3
AW4ARFPWOF371,B00000K3BR,37,head,3
A10JPZAYDGFHEV,B00CNNPPV6,7,head,5
A2TNEYVYHY3C4C,B00BPRLGSW,43,head,6
A2TZT5AMK1XQTC,0976990709,37,head,3
A2RNMSNX5Y5J3T,B00ANLNU4Y,11,head,8
A3UYX588IJKPB8,B000058A39,12,head,4
A6X7LEAIEW7O9,B00DPK10O2,24,head,3
A3L0HOM7SL74MJ,B0089RPUHO,4,head,5
A3MTAEG7RENLFV,B009TCYK74,24,tail,13
A10566TEP2SO6I,B00000JJ7S,37,tail,18
A3J0TILVNJXQ7Z,B001D0C70C,22,head,5
A21Y7CI1YEVNPH,B00005N9EE,15,head,10
A2TE44DT7N8A0V,B004S8F7QM,5,head,6
A3AQ4PYKSM94P9,B000N5QNSK,41,head,10
A174AQ2AY4E2RO,B000ETRENI,12,head,4
A2VM9WT6P47HQE,B00DMC6KAC,1,head,5
A16AXQ11SZA8SQ,B007X93L34,30,head,8
A5H2S8FNZ15O5,B004083ELK,27,head,4
A8WGBVNTWYOXS,B00C6Q1Z6E,27,head,4
A3345VA7RM6GVP,B00008BFZH,17,head,3
A34SNZBKTK3U1Q,B006FT2FVC,6,head,6
A3AG9GORY14GR6,B00068Q7LC,33,head,3
A1U3CNYB7HUM5U,B000N5QNSK,29,head,5
A3UBJB6BZ2VM3G,B0073RSVMC,33,tail,4
A2YJ8DTKG0V1AH,B00486ZVC4,13,head,5
A3DTP68HT6DBJL,B000KWJSKG,48,head,5
A3BII5EFPX8G1H,B003AIM52A,33,head,3
A3LG1IJ7UV79GR,B000LT1D56,38,head,3
A3L3N699XJAZ26,B002NPBT50,22,head,3
A27H0T39U3FZB5,B0042MAKAW,36,head,3
AC9ZH59TWILZS,B003WFKOSS,36,head,4
A6LEJBP5YOP3E,B00000K3BR,39,head,3
A1XY48PNDXOT6Z,B000AM2K56,11,head,3
A172NI0BV1O56W,B0089RPUHO,7,head,4
A23L7R8G04LKRN,B00009XNSY,31,head,3
A2OFU25GA1W051,B004MWJLHK,34,head,3
A1P50D2A9KC4WP,B000LSZVKA,9,head,3
A1SC7Z2646QCP9,B007J3F9V6,29,head,9
A7Z2DWCF66Q4H,B0036MDNN0,8,tail,12
A1YYXM9YCVAIYI,B00000DMD2,24,head,3
A12G3MCCXFSA91,B000809OAO,13,head,3
A2HV3TCKVDTM0Y,B001RPWM7Q,10,head,4
A1WMDGXKYWP0CR,B0012GV1HM,25,head,10
AUDNXYZ2CBU7Y,B00B3YT030,31,head,10
A1GBT4UN2RW7XY,B00B1Z6EPS,26,head,20
A3V2MLAFHFJ9CX,B004C7QNMG,10,head,5
A3AVVMEI28N2UJ,0976990709,49,head,5
A29EH6BSJCPW4Q,B00DMC6KAC,1,head,6
A194P59JUB7TR0,B00486ZVC4,29,head,4
AHF97M45JFCB,B00005UNAX,13,head,4
A10RE6ZUIB2P1P,B000A88KOA,39,head,3
A1TY4TRLA4QK5Y,B00BFREGZ2,34,head,4
A2K2GCBWN3UI93,B001BKX0V4,6,head,3
A2PDUF9DZK0XT1,B001W2WKS0,38,head,4
A1FDSZISWIXH1A,B00CI6JDO8,19,head,4
A2LJXRI8XCSXUW,B0084XZE7E,20,head,13
A3SEHLEZ80NBXI,B001447IX8,11,head,6
A2J8GJD6CKW9B9,B009JBCF5Y,44,head,4
A4S2GMZIQKEHY,B004S8F7QM,3,head,4
A3UJ3A4OBEU27Q,B002S52VU2,42,head,4
A2366DRU6HGLCB,B000W3XEQM,6,head,4
A1I3SGC074Z519,B00CFELUXU,19,tail,4
A3R9X26QGDP7LM,B000284X6W,11,head,20
A3TVAZ1RVV3YMZ,B000NO9GT4,18,head,6
A3Q203BP3E1NLG,B007GE6VMO,37,head,5
A1X1TY8AT7E03H,B00ANLNU4Y,34,head,5
A3U4K766N97DM1,B00BQYQY8Q,3,head,6
A3U2RXJMV88UTY,B00008BFZH,35,head,4
ATCNPH85QAOTR,B00000JIVS,2,head,4
A120IAA8ECWG6F,B008B68HQY,38,head,5
A3V1AHX8P4R839,B006ROJLT4,8,head,6
AWPODHOB4GFWL,B002DHC6FA,4,head,5
A1OKVV9AM2WXZI,B00000IWGQ,35,head,4
A1N8SMOY9ZDWX,B00CI6J8KW,5,head,3
A35ZYZ946LZAHG,B005E7A3OM,48,tail,4
A3A63TGHMFOXKI,B000EUHKUE,21,head,4
AYNTULRNAIPNY,B00B1Z6EPS,32,head,15
AEV9CT81N33CR,B0089RPUHO,6,head,5
A1PR82Z3YBTSHU,B00486ZVC4,38,head,3
A1Z1B8BQL38ODE,B00804BCO6,36,head,5
A2RLXKLHDW3YJ6,B005C3F3SY,12,head,4
AFZEOGWDNCGDW,B0006PKZBI,42,head,3
A1G097S3MK0IDS,B002NPBT50,4,head,10
A1DYFG9VS1RLX8,B00146LV5C,38,head,8
A23TGI02RB7JC,B00FAQW0N4,36,head,20
A1TI39GE1KLXZC,B007Q0OUFS,34,head,3
AAH5WJ9PKTYON,B001W2WKS0,29,head,4
A2XC7BWUEMSQMC,0975277324,3,head,13
A2JJ9U99F9A9WB,B001BKX0V4,18,head,3
A3C1F9A68NYSCA,B001D0C70C,26,head,4
AH7IDBNZ5T9YO,B001543YEY,46,head,3
A1P8B6W81KCMCM,B004U52VPS,32,head,5
A3OBRGNLILA0AZ,B000N5QNSK,23,head,4
A46ISDZA1HU4K,B001W30D2O,8,head,9
A2KWIRXYFC1OQ1,B00486ZVC4,25,head,10
A1BHPREC4LUOJR,B0006N8X3M,8,head,3
A14A08BE9EVH1M,B004U52VPS,13,head,4
A3OHAUUXP0SND5,B000AM2K56,3,head,3
A163GMNQRRSD50,B001W30D2O,1,head,17
A21WKTEFFATEPY,B004S8F7QM,16,head,3
A2Q1L1DVG9LOOS,B0008GMGZ8,30,head,6
AS9AT91XJZ44B,B003HC9734,38,head,13
AWOADDNDLD52F,B00486ZVC4,36,head,4
AO0HPTFIKQE9B,B008MJ62PI,38,head,4
A1EZB4BQ68IJQJ,B001BKX0V4,11,head,3
A2JYBTA1MHR0KA,B00DQC2FPM,8,head,3
A356PDI67MS3BH,B001BKX0V4,9,head,3
A2FRMLSDL2KGNO,B007U7M0WM,35,head,6
A1WI176M51EBIT,B004S8F7QM,1,head,3
A1WE1SSAWN210C,B001IEYXAA,43,head,12
A1HX0OZQYIL5Z6,B0084M8UEE,39,tail,11
A2A977OMDL4QF2,B001BKX0V4,12,head,3
A3EIYMOY0G77MV,B0027CS7BI,48,head,3
A2RME4353Y911C,B00FAQVVUC,34,head,13
A3ATTKX4QXH4FF,B00BN6QAVI,8,head,9
A164DHXPNTXF7C,B0027CS7BI,37,head,4
A3HOO00IJGLPUI,B00EVTF3OO,34,head,16
A157SEYAOCY1JY,B003EIK136,50,head,3
A2LJE0N3GQAIAS,B004MWJLHK,47,head,3
A1GKRGXQTNMWQG,B000096QNK,4,head,4
A3LD93WDUDND53,B001C7617Q,49,head,4
ADERP6VV70NVO,B000SONEQA,35,head,3
A1AARMR653JKX,B000AM2K56,3,head,10
ACRS2XC8L3S2K,B00D38UBJ6,43,head,4
A2QHKCPOL3KNK5,B002BY2BVE,23,head,4
ATXHIE1G3CL6G,B0038M5ILI,46,head,3
A1HR7A3OGPLJZV,B0039PUTZY,17,head,3
ALG3O7DE9P66E,B00009XNSY,24,head,4
A3CF8IFZ1WQ3TQ,B001BKX0V4,23,head,3
AYEC4VDQGC8H3,B00DMC6KAC,19,head,4
A9N3G4W24YRGE,B000EUHKUE,32,head,3
A2HQWU6HUKIEC7,B00804BEB2,11,head,9
AXWM24CI1L42K,B002BY2BVE,25,head,3
A1BSKN1R7N6282,B00DMC6KAC,4,head,3
A31SYGTZEFTD6U,B007XVYSZW,16,head,3
A1AK8KQE5TF6PL,B000GUEXBG,16,head,5
A2YJHT2DC3ADGC,B001IEYXAA,28,head,4
A1OIH3KWIE35QO,B00CDGA69Y,47,head,4
A3N27L13CWJ9HY,B00BR3EMSA,9,head,9
A340DXB9UU4461,B00486ZVC4,17,head,7
A3JYAPO496COOF,B00ARQW0LY,20,head,3
A3H43YTXXTHCI3,B0039S7NO6,2,head,3
A1PT0VHALURW2P,B00BQYR110,25,head,5
AU4T575EPA0FQ,B0015AM26E,13,head,7
AGI8GSMMIVOOC,B000NO9GT4,7,head,4
ATGC4MK4GQRH1,B002KE5GPS,44,head,9
A3M1PLEYNDEYO8,B00BFREGZ2,37,head,16
ALSAOZ1V546VT,B00ANLNU4Y,37,head,6
A1QZ0NO7BWYD74,B007U7M0WM,14,head,4
AX1RK75ZRMDE2,B00ARQW0LY,43,head,3
A2GJ1TM55AL3HG,B00DPK10O2,8,head,3
A3N0B5XHPTV3ZL,B00428LJ0Q,39,head,3
A30BF4H8VFKOJH,B000N178E2,49,head,7
A2XSY4L7GDHV4W,B00E1EFHBI,16,head,17
A2UIC8SXGGUKBE,B005UWYK22,14,head,4
A3B0II7X8VHHT4,1933054395,38,head,5
AEO667V6RVV2E,B00008ZCEF,36,head,7
A23Y8K41CDVA7N,B000W7JWYG,19,head,14
A1Z3XTK9I2PV5,B000FK3WDC,26,head,3
A1MZJKF1SD4B21,B0001X0DR6,4,head,3
AMSZXR1PDP3NS,B001W2WKS0,22,head,4
AUUV3XDYB16X5,B002NPBT50,8,head,3
A38XD6A7PTL0VI,B000NO9GT4,6,head,4
A1VLVWTLV3LVHR,B008MJ62PI,13,head,16
A10BTP0CXOVTZ,B005KIQE16,23,head,3
AW7BIYHXUIZ62,B00CNNPPV6,6,head,14
A19AOM1E2OZLEA,B0037UT3E4,12,head,3
A2YJ1LE44M0QK1,B00005UNAX,19,head,4
APHD3FCHTRK2Y,B002QNM8NQ,26,head,4
A2XOGLJ3V3X7DR,B009T45XDW,39,head,4
A6SSNGR1C5WVO,B0037UT3E4,6,head,3
A2M3ULUW0290V4,B009T88RJK,39,tail,4
A364DHK3SA6HEE,B001W2WKS0,45,head,4
A3MPHCT729DE3H,B0038AJYSS,40,head,4
AY49JOXTLDOG2,B006ROJLSU,21,head,4
A1DMXYNFIVPM83,B00007G39I,17,head,3
A2TZ7DGBCLI5N,B003D7F4YY,3,head,15
AWWULVJCE9WS3,B00008PW02,38,head,3
AAC7F4XR6Z18B,B000W3XEQM,3,head,3
A28RB1QYL4BR7Q,B003WFKOSS,36,head,5
A91TAIIM4ZB1I,B004H1V5S4,28,head,4
A2HW0KYT9ZCDCY,B001W30D2O,6,head,4
A2AVYSXICESSTK,B00020V59S,22,head,4
A6DR798RBPIGT,B004S8F7QM,1,head,3
A1W7TOV3F9AQJS,B001W2WKS0,47,head,4
A1PZO13IAKZRQ5,B000W3XEQM,26,head,7
A1NZWNXZRM4Q79,B002NPBT50,14,head,4
A3J76W60VRYJ0Q,B003U0O3B4,14,head,3
AG8DPYVTLT2C2,B00CDGA69Y,16,head,3
A23JLZ10442YE2,B006O6FKDG,33,head,3
A1MDB3G0YAM18R,B003AIM52A,3,head,4
A3ISS6PKQVTG9N,B006CD313M,4,tail,4
A1T50IO1EMVNFH,B00428LJ0Q,23,head,10
A25FUOMDL5OHYD,B00DMC6KAC,6,head,3
A2NI4SRXQ6BCLK,B003HC9734,19,head,3
AF06OQYABGS5N,B000NO9GT4,3,head,3
ANQW5H8ZCG5LZ,B00BQYQY8Q,40,head,4
A39DKG1ZQQ6C1W,B004S8F7QM,3,head,6
A1Q33QVK1HAPGI,B00000JIVS,2,head,3
AMJLUVC38PVWE,B004S8F7QM,9,head,3
A1F1A0QQP2XVH5,B002JSM3KQ,38,head,14
AS1FPHXL6YLOW,B002NPBT50,7,head,3
A3NC0UA98KNEZM,B000N5QNSK,2,head,8
A1A8RXQ55UA8XH,B0015AM26E,15,head,6
A100UU9WHZIJ45,B00008BFZH,47,head,4
AO2GZG0N16FCD,B000641DPQ,26,head,9
A161A1G6A65GT3,B004Z7H14M,16,head,3
A1N4PQIC5U7JWT,B001NQHN7S,45,head,4
A2AZIQJGBLU7WN,B00FBWFVK6,49,head,5
A22XU4EHOJFU3W,B0027CS7BI,29,head,6
A3VJ27010XUWTF,B00CI6J8KW,16,head,10
A2VIX3WXF4HG9T,B007X93IZ0,10,head,5
AI2AOCTC8BQVZ,B00762BMOI,46,head,4
A3MA0GMN8K5HK8,B00428LJ06,50,head,3
A2OH0OSANHJYCL,B00804BCO6,42,head,4
A3AQJA0H82RPO2,B00486ZVC4,12,head,6
A28MIGUM4B08YV,B0006O8Q7Y,8,head,4
A1LOOSIXGO9X76,B003DZ35GK,47,head,3
A2N4HN48AQDG6E,B00CDGA68U,23,head,12
A17N9RA7DPVS78,B007YD77MK,37,tail,8
A1PE56RGRY0J10,B000NO9GT4,17,head,4
A12P7AHKXHZXCM,B00H64U77Y,3,head,4
AJED4FA35CL6V,B002KE5GPS,38,head,3
A1NU8K0Y5J5V3H,B0002AUWKG,3,head,3
A17XHMSY833L93,B00000ISC5,43,head,9
A24WPSDKFU01TY,B000IBPD76,21,head,5
A2TSJ11N0EVYH9,1933054395,15,head,5
A17UZAAXZ3923D,B00009XNSY,24,head,4
AKAZZ36OZ1KZ5,B004Z7H14M,2,head,6
A2XNFW8117FS3C,B0077NCEWA,23,head,5
A2G04D4QZAXL15,B008OW9SLI,42,head,19
A10C5CJK1YKGV0,B007X93L34,28,head,16
A3SMIIOZZUOUBP,B003D7F4YY,21,head,12
A2BLFCOPSMBOZ9,B00421AGFW,33,head,3
A17J1191W4F8MI,B00DMC6KAC,3,head,4
AE12AEJFCOGGY,B00CI6J5JQ,32,head,5
A1W99T091KE3O,B003A0C5C8,48,head,3
A5HHOCI5LTAWB,B006O6FKDG,25,head,4
A137TYEMD68CAQ,B000N5QNSK,35,head,9
A1ETRKZZ9CYLOT,B001543YEY,41,head,9
A2W5Q0C4D15Z3,B004Z7H2EQ,47,head,4
A3LLEX1R9IXQSO,B00000K3BR,10,head,5
AJ36J4LKI6M0K,B00A88EP6Y,31,head,8
AFXDJ6WCFYK9D,B00000DMER,46,head,3
A5AV1K7KD9S50,B003WFKOSS,12,head,3
A3USZS8Q4GOKGE,B008MJ62PI,7,head,20
A2Y6NYY11EODRU,B0015AM26E,32,head,3
A3AXELIXEFHBNU,B000LSZVKA,7,head,4
A17D0TIMG87ZNH,B004U52VPS,24,head,11
A2LPX6SXQN74Q2,B00C16YYW6,4,head,7
A1PQ4BQZL9YV1Q,B002SQBB3O,24,head,3
A2VW4FYZILSXF2,B00CI6JDO8,4,head,4
A191SUKZKJP1BL,B000284X6W,9,head,5
A2LR99VQFO6UNX,B007PVHMCG,43,head,10
AJXZUXN05JWXV,B00804BDCM,33,head,3
A4CVS4GV4JS3D,B004U52VPS,9,head,3
A3H2BWZ5ZMVIHP,B00A88EP6Y,22,head,4
A3Q8OTSNHRR376,B0039S7NO6,28,head,4
ALW7JX2DM2MAF,B000N5QNSK,11,head,4
A1VXKRSRFGBCJ1,B00CRZXS82,9,head,3
A1NHBJ146UYR06,B0015AM26E,6,head,4
A3G4MPMSA9T3HK,B000KIJCYC,32,head,3
A3GF2WI2PEWGM9,B0039PUTZY,34,head,4
AX1Z5RQ1LWMM2,B00000JIVS,3,head,9
A1MC6BFHWY6WC3,B006ROJPD6,26,head,4
AX95SK36ZYIF7,B000096R0P,14,head,8
A2HVPVHPXCHJRF,B00B2AYLYS,40,head,20
A22B13EJTZKCTM,B00F6N0MGI,28,head,20
A1A46OOBRG3ZHZ,B001NQHN7S,35,head,5
A7Z52FWZJTSH2,B001IEYXAA,37,head,5
AWH5PLJU61BMG,B000W3XEQM,11,head,5
A37VVGV0897DTI,B00029R6H4,39,tail,18
A2LYEY1AGH4UEH,B00592BOAO,35,head,7
A77LSZ526K877,B00008W72D,30,head,4
A1PVN3FJ3WNG1M,B004U7JJWE,2,head,3
A1MUTGFKWD74U4,B000LSZVJQ,5,head,3
A29L4QWSIXKRE3,B00005BHK7,20,head,7
A3016GC1YTDVOT,B000ZLZ1NU,23,head,5
A16WZ0YHCR06MC,B00ERZ765Q,19,tail,14
A3LY325F0FFG4E,B00804BCO6,36,head,4
A1A1PECN5HUN4O,B00009XNSY,16,head,3
AVNUON4RBG2XF,B004A8ZRBA,28,head,3
A3MAXGM5AU7DM5,B0002AUWKG,10,head,7
A371VY2DLH0II1,B001W2WKS0,4,head,4
AZ5UCSVRTT1N9,B00A2HD40E,43,head,3
AHTRAZC22RDFE,B004MWJLHK,42,head,14
A1RKMMZ5G1FYRY,B002NPBT50,13,head,4
A1Y57JQKN4ICD0,1933054395,18,head,4
A1E55W6ES0FY17,B000XEAGMA,45,head,13
A1XY24RHJ0KT5W,B000N5QNSK,17,head,3
A2D7RDX8FA5IZ5,B004U52VPS,29,head,3
A9IUCSPP8NMKR,B00CS1WD9A,13,head,3
A2UVVB0EJ3G97R,B000068CKY,19,head,3
A35TR1Z43R2VCN,B00486ZVC4,26,head,3
A1PHQLBFDVE1OO,B001W30D2O,1,head,3
A1TQZ4RSHEKQ45,B008A2BA8G,33,head,5
A3SMR4HRFJARSC,B009Q3JBCK,35,head,14
A2OBPO8UTP34BI,B003D7F4YY,5,head,9
A255AFGVP61Q8Q,B00DPK10O2,14,head,3
A25VGX32PPETE5,B00CMNX2IA,46,head,8
A28DMVM1R0A3LM,B000NTZL7U,17,head,6
A1TETZYOB5O95V,B002QNM8NQ,14,head,3
A3CW8OUDH7M079,B008MJ62PI,10,head,7
ARV9A8FURJ89I,B006O6FKDG,33,head,8
AS3J36EQ4AJGG,B0077NCEWA,3,head,8
A1GI5JYA9S773G,B004U7JJWE,3,head,4
A2D7B5I7ZQ51XL,B008MJ62PI,7,head,20
A2KE7YZ2TXS8QB,B001W30D2O,1,head,5
A2H7KI9ERGVCAJ,B00B3Q6JGE,43,head,3
A3B61B23S1MXON,B00DMC6KAC,7,head,3
A2B8I3AUV30UVX,B000A88KOA,33,head,5
A21DN36JGZBJX,B0002AUWKG,38,head,5
AK7NGNU7JI215,B00020V59S,30,head,5
AW9FZO9WF88CV,B000GKATU0,35,head,5
A39XUQTCMVLIBC,B000NTZL7U,22,head,4
A2BQCOM1J4X24B,B002NPBT50,12,head,5
A25G1RA2EB8AM7,B000GZGE3Q,26,head,3
A3MPV60NCT8ZI3,B001U3Y5XE,40,head,3
A342GSXL1MSZR9,B00ATA2SUQ,47,tail,4
A17WDXM81Y5A48,B0089RPUHO,30,head,3
A13DS9DA3ASN4N,B00008PW02,49,head,8
A2XK86IV3B16CO,B000KWJSKG,47,head,3
A32RNRHTTCFS61,B000EUHKUE,43,head,7
AXNOIG99M4JF5,B004S8F7QM,13,head,3
A1EZPO478GVX2V,B002V3RCE6,48,head,4
A2OHEOE34LLQBO,B004S8F7QM,15,head,3
AODZXY5RCM4QT,B003EIK136,2,head,7
A3NZZZ8H3BP3ZN,B005KIQE16,27,head,13
AYVRVB1SHZSGG,B001JQY6K4,9,head,3
A3FB6N3AR9SIRF,B00008W72D,34,head,7
A27WJHRJLY2EJE,B000IBPD76,28,head,5
AQL6BPMPUAE1C,B004FPYL2O,15,head,8
A3GK9T2XC6Q32,B00000JIVS,13,head,4
A2XYGW2HZZG4LB,B004R1ZUNA,14,head,4
A2HTWEARB5HE6X,B0006O8Q7Y,5,head,3
A5EHML06XUOXA,B0002AUWKG,4,head,3
A2P2SNUCWMDTZZ,B008JNPBYK,27,head,5
A3VSHLS9K329RP,B004U52VPS,5,head,12
