user,candidate,sasrec_rank,exact_score,is_gold
A1KTIP6X9PJMSK,B0001X0DR6,7,-2.0235174179077147,0
A1KTIP6X9PJMSK,B0015AM26E,8,-1.8173001527786254,0
A1KTIP6X9PJMSK,B000GKD09C,9,-1.1827412843704224,0
A1KTIP6X9PJMSK,B000GKATU0,10,-1.0111866641789675,0
A1KTIP6X9PJMSK,B000EUHKUE,11,-1.3468634337186813,0
A1KTIP6X9PJMSK,B000NVBE1A,12,-1.2644680261611938,0
A1KTIP6X9PJMSK,B0015KU14O,13,-1.8059313684701919,0
A1KTIP6X9PJMSK,B00009XNSY,14,-1.6399011969566346,0
A1KTIP6X9PJMSK,B001EB9F3C,15,-1.7884732723236083,0
A1KTIP6X9PJMSK,B000NTZL7U,16,-1.400377106666565,0
A1KTIP6X9PJMSK,B000GZGE3Q,17,-1.9483078479766847,0
A1KTIP6X9PJMSK,B000231EX2,18,-1.70188849568367,0
A1KTIP6X9PJMSK,B001447IX8,19,-1.6761753559112549,0
A1KTIP6X9PJMSK,B00428LJ0Q,20,-1.4762421250343323,0
A1KTIP6X9PJMSK,B002QNM8NQ,21,-2.0034484267234802,0
A1KTIP6X9PJMSK,B002BY2BVE,22,-1.1482423862442375,0
A1KTIP6X9PJMSK,B000284X6W,23,-2.0504946231842043,0
A1KTIP6X9PJMSK,B001BKX0V4,24,-1.491087408363819,0
A1KTIP6X9PJMSK,B00000K3BR,25,-1.2248961538076402,0
A1KTIP6X9PJMSK,B000LSZVJQ,26,-1.4556740302592517,0
A1KTIP6X9PJMSK,B002KE5GPS,27,-1.74676833152771,0
A1KTIP6X9PJMSK,B000BN8Y8G,28,-1.640905002038926,0
A1KTIP6X9PJMSK,B001NQHN7S,29,-1.685064923763275,0
A1KTIP6X9PJMSK,B000N5QNSK,30,-1.6472365591675042,0
A1KTIP6X9PJMSK,B00000IZOU,31,-1.884801411628723,0
A1KTIP6X9PJMSK,B00008W72D,32,-1.215692412853241,0
A1KTIP6X9PJMSK,B004560BPY,33,-2.431671845912933,0
A1KTIP6X9PJMSK,B0007Y4DLG,34,-1.1252079248428344,0
A1KTIP6X9PJMSK,B00005KBVD,35,-1.583085584640503,0
A1KTIP6X9PJMSK,B000VO3GME,36,-1.397006529569626,0
A1KTIP6X9PJMSK,B0006O8Q7Y,37,-1.576803493499756,0
A1KTIP6X9PJMSK,B0015KOOHO,38,-1.7554673649370671,0
A1KTIP6X9PJMSK,B000M5J7W0,39,-1.718754529953003,0
A1KTIP6X9PJMSK,B000284ZNI,40,-1.8726369619369507,0
A1KTIP6X9PJMSK,B004PBN9BC,41,-1.6085071086883544,1
A1KTIP6X9PJMSK,B0045UBG6I,42,-1.6678691625595092,0
A1KTIP6X9PJMSK,B0027CS7BI,43,-1.5892446339130402,0
A1KTIP6X9PJMSK,B00592BOAO,44,-2.1517232397571204,0
A1KTIP6X9PJMSK,B0070A9OUA,45,-1.242470838135341,0
A1KTIP6X9PJMSK,B000UEL172,46,-1.0377789005637168,0
A1KTIP6X9PJMSK,B00146LV5C,47,-2.0509385585784914,0
A1KTIP6X9PJMSK,B000FK3WDC,48,-1.2038671357615385,0
A1KTIP6X9PJMSK,B0006PKZBI,49,-0.9979228544980288,0
A1KTIP6X9PJMSK,B000KWJSKG,50,-1.0527370691299438,0
A1BTZR7JPFYP5H,B001W30D2O,1,-0.9617928020656109,0
A1BTZR7JPFYP5H,B000AM2K56,2,-1.0309939980506897,0
A1BTZR7JPFYP5H,B000LSZVKA,3,-1.3574926123023032,0
A1BTZR7JPFYP5H,B0001X0DR6,4,-1.2666544318199158,0
A1BTZR7JPFYP5H,B000W3XEQM,5,-1.4288425624370575,0
A1BTZR7JPFYP5H,B000284X6W,6,-1.7794142946600915,0
A1BTZR7JPFYP5H,B000GKD09C,7,-0.9552008867263794,0
A1BTZR7JPFYP5H,B000GKATU0,8,-0.948822920024395,0
A1BTZR7JPFYP5H,B00009XNSY,9,-1.5875215232372284,0
A1BTZR7JPFYP5H,B0001AEZTG,10,-1.4643159866333009,0
A1BTZR7JPFYP5H,B00000K3BR,11,-1.3865539342164994,0
A1BTZR7JPFYP5H,B000ETRENI,12,-1.159161451427887,0
A1BTZR7JPFYP5H,B000LSZVJQ,13,-1.284554597735405,0
A1BTZR7JPFYP5H,B0002AUWKG,14,-1.109344619512558,0
A1BTZR7JPFYP5H,B00005N9EE,15,-1.5279515259928302,0
A1BTZR7JPFYP5H,B00008W72D,16,-1.0656957864761352,0
A1BTZR7JPFYP5H,B000284ZNI,17,-1.5133121490478516,0
A1BTZR7JPFYP5H,B00000IZOU,18,-1.2654681921005249,0
A1BTZR7JPFYP5H,B00005KBVD,19,-1.5247626390308142,0
A1BTZR7JPFYP5H,B000641DPQ,20,-1.0538785457487392,0
A1BTZR7JPFYP5H,B000EUHKUE,21,-1.2442807137966156,0
A1BTZR7JPFYP5H,B000VO3GME,22,-1.1624015867710114,0
A1BTZR7JPFYP5H,B00000DMD2,23,-1.829540205001831,0
A1BTZR7JPFYP5H,B0015AM26E,24,-1.3145966574549675,0
A1BTZR7JPFYP5H,B00006408Q,25,-1.5326561745256186,1
A1BTZR7JPFYP5H,B002BY2BVE,26,-1.6766482560196891,0
A1BTZR7JPFYP5H,B000FK3WDC,27,-1.382995689753443,0
A1BTZR7JPFYP5H,B000GZGE3Q,28,-1.610229253768921,0
A1BTZR7JPFYP5H,B00004T2WP,29,-1.562010832875967,0
A1BTZR7JPFYP5H,B000IBPD76,30,-1.2273562908172608,0
A1BTZR7JPFYP5H,B001543YEY,31,-1.352022361755371,0
A1BTZR7JPFYP5H,B000EUKRY0,32,-1.4313091337680817,0
A1BTZR7JPFYP5H,B000A88KOA,33,-1.3005217735966046,0
A1BTZR7JPFYP5H,B001IEYXAA,34,-1.4876317501068115,0
A1BTZR7JPFYP5H,B0038AJYSS,35,-1.2180712401866913,0
A1BTZR7JPFYP5H,B000N5QNSK,36,-1.334674729499966,0
A1BTZR7JPFYP5H,B000231EX2,37,-1.4128399938344955,0
A1BTZR7JPFYP5H,B002QNM8NQ,38,-1.4274648189544679,0
A1BTZR7JPFYP5H,B0007Y4DLG,39,-1.3980998516082763,0
A1BTZR7JPFYP5H,B0038APBDA,40,-1.4780166625976563,0
A1BTZR7JPFYP5H,B00005O63Q,41,-1.1997519940137864,0
A1BTZR7JPFYP5H,B000NVBE1A,42,-1.3105479717254638,0
A1BTZR7JPFYP5H,B0015KU14O,43,-1.168363681435585,0
A1BTZR7JPFYP5H,B0006O8Q7Y,44,-1.2865970402956008,0
A1BTZR7JPFYP5H,B001W2WKS0,45,-1.3601513639092446,0
A1BTZR7JPFYP5H,B000UEL172,46,-1.4648491203784944,0
A1BTZR7JPFYP5H,B003AIM52A,47,-1.5739727111533284,0
A1BTZR7JPFYP5H,B001EB9F3C,48,-1.4134322166442872,0
A1BTZR7JPFYP5H,B00005NQE8,49,-1.4471217393875122,0
A1BTZR7JPFYP5H,B00146LV5C,50,-1.7753499269485473,0
AZ6D2BR47RARU,B0039S7NO6,1,-1.2956021144986152,0
AZ6D2BR47RARU,B00000ISC5,2,-1.5040095519740135,0
AZ6D2BR47RARU,B0037UT3E4,3,-1.4106014132499696,0
AZ6D2BR47RARU,B004U52VPS,4,-1.6730599045753478,1
AZ6D2BR47RARU,B000NO9GT4,5,-1.0802226543426514,0
AZ6D2BR47RARU,B002RL7VNY,6,-1.4163548707962037,0
AZ6D2BR47RARU,B00000K3BR,7,-1.1321447491645813,0
AZ6D2BR47RARU,B003U0O3B4,8,-1.445229983329773,0
AZ6D2BR47RARU,B0057MGKO6,9,-1.765766978263855,0
AZ6D2BR47RARU,B00DMC6KAC,10,-1.2560165286064149,0
AZ6D2BR47RARU,B003AIM52A,11,-1.205000951793045,0
AZ6D2BR47RARU,B000068CKY,12,-1.7536497592926026,0
AZ6D2BR47RARU,B001W2WKS0,13,-1.3565339028835297,0
AZ6D2BR47RARU,B005C3F3SY,14,-1.8999398469924926,0
AZ6D2BR47RARU,B002NPBT50,15,-1.2168709754943847,0
AZ6D2BR47RARU,B0039PUTZY,16,-1.0895541667938233,0
AZ6D2BR47RARU,B000UEL172,17,-1.2027368545532227,0
AZ6D2BR47RARU,B000TK8440,18,-1.5956521868705749,0
AZ6D2BR47RARU,B00008BFZH,19,-1.2819930296391249,0
AZ6D2BR47RARU,B0008GMGZ8,20,-1.8042662620544434,0
AZ6D2BR47RARU,B000EUHKUE,21,-1.1750349149107933,0
AZ6D2BR47RARU,B00486ZVC4,22,-1.2131337746977806,0
AZ6D2BR47RARU,B000N5QNSK,23,-0.9974295247346163,0
AZ6D2BR47RARU,B005IFW384,24,-2.0099427799383798,0
AZ6D2BR47RARU,B00008W72D,25,-1.4708471298217773,0
AZ6D2BR47RARU,B003EIK136,26,-1.2973165165632963,0
AZ6D2BR47RARU,B003WFKOSS,27,-1.5324307631031844,0
AZ6D2BR47RARU,B0045H0L1W,28,-1.491526460647583,0
AZ6D2BR47RARU,B00005KBVD,29,-1.4503005711361765,0
AZ6D2BR47RARU,B000YFSZU8,30,-1.7829682230949402,0
AZ6D2BR47RARU,B0000859QK,31,-1.695378303527832,0
AZ6D2BR47RARU,B001IEYXAA,32,-1.2946481470018625,0
AZ6D2BR47RARU,B004S8F7QM,33,-1.198569405078888,0
AZ6D2BR47RARU,B004C7QNMG,34,-1.9515653133392334,0
AZ6D2BR47RARU,B000M5J7W0,35,-1.8291299521923066,0
AZ6D2BR47RARU,B00592BOAO,36,-1.5928338717669248,0
AZ6D2BR47RARU,B0006O8Q7Y,37,-1.4073376774787902,0
AZ6D2BR47RARU,B001RPWM7Q,38,-1.185422522155568,0
AZ6D2BR47RARU,B004PAHZMC,39,-1.5552828311920166,0
AZ6D2BR47RARU,B000O7ISY4,40,-1.274952342112859,0
AZ6D2BR47RARU,B002LNHJIU,41,-1.678758430480957,0
AZ6D2BR47RARU,B00146K0I6,42,-1.2057846546173097,0
AZ6D2BR47RARU,B001OXRTX8,43,-2.097394919395447,0
AZ6D2BR47RARU,B004NCEL4M,44,-2.1521628141403197,0
AZ6D2BR47RARU,B001AQDA50,45,-2.1749676704406737,0
AZ6D2BR47RARU,B0002AUWKG,46,-1.4146186113357544,0
AZ6D2BR47RARU,B007J3F9V6,47,-1.4747856199741363,0
AZ6D2BR47RARU,B0037V0Q62,48,-1.3581490993499756,0
AZ6D2BR47RARU,B0009XBY3A,49,-1.6356524035334588,0
AZ6D2BR47RARU,1933054395,50,-1.7431082725524902,0
A3U85ZZDUFS47D,1933054395,1,-1.934554499387741,0
A3U85ZZDUFS47D,B004A8ZRBA,2,-1.3177770872910817,0
A3U85ZZDUFS47D,B000NO9GT4,3,-1.7293345928192139,0
A3U85ZZDUFS47D,B0042T8GR4,4,-0.8794434249401093,0
A3U85ZZDUFS47D,B004S8F7QM,5,-1.4131147250533105,0
A3U85ZZDUFS47D,8499000606,6,-1.3270851075649261,0
A3U85ZZDUFS47D,B00004TZY8,7,-1.82749285697937,0
A3U85ZZDUFS47D,B00DPK11ZA,8,-1.9403829500079155,0
A3U85ZZDUFS47D,B00AAPHZVW,9,-3.2270254611968996,0
A3U85ZZDUFS47D,B00000JIVS,10,-1.1447221428155898,0
A3U85ZZDUFS47D,B005CK8T3S,11,-2.092072196304798,0
A3U85ZZDUFS47D,B00F6UBD3W,12,-2.0655360019765796,0
A3U85ZZDUFS47D,B0002AUWKG,13,-1.6637421309947968,0
A3U85ZZDUFS47D,B00000ISC5,14,-1.5372158836573362,0
A3U85ZZDUFS47D,B004VGD0ZG,15,-2.1720832362771034,0
A3U85ZZDUFS47D,B003EIK136,16,-1.6053197346627712,0
A3U85ZZDUFS47D,B00DPK120O,17,-2.292134378105402,0
A3U85ZZDUFS47D,B004U52VPS,18,-1.9740491092205048,0
A3U85ZZDUFS47D,B0002UP0IA,19,-1.8518367604468948,0
A3U85ZZDUFS47D,B005N28TNU,20,-3.206107807159424,0
A3U85ZZDUFS47D,B00762BMOI,21,-2.5067367285490034,0
A3U85ZZDUFS47D,B005OHLAG2,22,-2.2417100831866263,0
A3U85ZZDUFS47D,B00008W72D,23,-1.8160073161125183,0
A3U85ZZDUFS47D,B00F4WMAI4,24,-1.838122649739186,0
A3U85ZZDUFS47D,B004OGBNJ8,25,-2.640019489824772,0
A3U85ZZDUFS47D,B004ILWB3Q,26,-0.7470787063411535,0
A3U85ZZDUFS47D,B00DPK11XM,27,-1.8880350038409233,0
A3U85ZZDUFS47D,B000LH1CLI,28,-2.204805269092321,0
A3U85ZZDUFS47D,B003FHXMDC,29,-2.0786184310913085,0
A3U85ZZDUFS47D,B000ZLZ1NU,30,-2.443835261464119,0
A3U85ZZDUFS47D,B003D7F4YY,31,-2.2721589684486387,0
A3U85ZZDUFS47D,B007YD77MK,32,-3.433340072631836,0
A3U85ZZDUFS47D,B004U7JJWE,33,-2.1205138079822063,0
A3U85ZZDUFS47D,B001B6G2QS,34,-2.5362771160900595,0
A3U85ZZDUFS47D,B000W7JWYG,35,-2.3352053090929985,0
A3U85ZZDUFS47D,0975277324,36,-1.8587317869067193,0
A3U85ZZDUFS47D,B00000IV34,37,-2.3438812732696532,0
A3U85ZZDUFS47D,B00906PKQ4,38,-3.4184231758117676,0
A3U85ZZDUFS47D,B00BK8VQ04,39,-3.505085805058479,0
A3U85ZZDUFS47D,B003DZ35GK,40,-2.379036310315132,0
A3U85ZZDUFS47D,B00DMC6KAC,41,-1.4367353677749635,1
A3U85ZZDUFS47D,B001P06GX4,42,-2.077373719215393,0
A3U85ZZDUFS47D,B004KKX814,43,-2.182738071680069,0
A3U85ZZDUFS47D,B000BUW7E6,44,-2.285553979873657,0
A3U85ZZDUFS47D,B000096QNK,45,-2.148551547527313,0
A3U85ZZDUFS47D,B005HAZEOU,46,-2.94930144995451,0
A3U85ZZDUFS47D,B00029R6H4,47,-3.8057244300842283,0
A3U85ZZDUFS47D,B00B7QGRA8,48,-3.5103599548339846,0
A3U85ZZDUFS47D,B00474EZCY,49,-0.8341248810291291,0
A3U85ZZDUFS47D,B002IUFSPM,50,-2.5979396275710314,0
A22XGVAAD5WCNS,B00H5HFERA,1,-2.7284213483333586,0
A22XGVAAD5WCNS,B007X93IZ0,2,-1.2135712482966483,0
A22XGVAAD5WCNS,073533417X,3,-1.5578827857971191,0
A22XGVAAD5WCNS,B00CI6J8KW,4,-0.871429291786626,0
A22XGVAAD5WCNS,B00AHAJBQM,5,-1.2157959692180156,0
A22XGVAAD5WCNS,B00BR3EMSA,6,-1.164011585712433,0
A22XGVAAD5WCNS,B00CI6JDO8,7,-1.3111182808876038,0
A22XGVAAD5WCNS,B004FPYL2O,8,-2.4084596633911133,0
A22XGVAAD5WCNS,B00005JS7E,9,-1.9802531599973008,0
A22XGVAAD5WCNS,B009OLANMG,10,-2.211876106262207,0
A22XGVAAD5WCNS,B00BQYQY8Q,11,-1.5996176003529399,0
A22XGVAAD5WCNS,B00CKH9URU,12,-1.5590903520584107,0
A22XGVAAD5WCNS,B009Q3JBCK,13,-1.077080637216568,0
A22XGVAAD5WCNS,B00BRCN9TO,14,-2.5938774679787455,0
A22XGVAAD5WCNS,B008CNPIAE,15,-2.101365804672241,0
A22XGVAAD5WCNS,B00E1EFHBI,16,-2.7706700563430786,0
A22XGVAAD5WCNS,B008B68J1C,17,-1.8981754895299674,0
A22XGVAAD5WCNS,B000XEAGMA,18,-1.872264289852683,0
A22XGVAAD5WCNS,B00CRZXS82,19,-0.9484603583812714,0
A22XGVAAD5WCNS,B00CNNPPV6,20,-0.9277680039049301,0
A22XGVAAD5WCNS,B007B7LT2S,21,-1.4787786722183227,0
A22XGVAAD5WCNS,B009Q3J99A,22,-1.0422726372877757,0
A22XGVAAD5WCNS,B006ROJQRG,23,-1.871017833550771,0
A22XGVAAD5WCNS,B00ANLNU4Y,24,-1.3713076151907444,0
A22XGVAAD5WCNS,B00CI6J3I4,25,-1.0820764780044556,0
A22XGVAAD5WCNS,B0041G2YN0,26,-1.9085707008838653,0
A22XGVAAD5WCNS,B00DLUE8DQ,27,-1.2288423836231233,0
A22XGVAAD5WCNS,B004W281XA,28,-1.0472321391105652,0
A22XGVAAD5WCNS,B001KCUC5U,29,-1.60861736536026,0
A22XGVAAD5WCNS,B007X93L34,30,-2.497486972808838,0
A22XGVAAD5WCNS,B00C6PYQAM,31,-1.1012090414762497,0
A22XGVAAD5WCNS,B00CKH9URK,32,-2.276569199562071,0
A22XGVAAD5WCNS,B00C18BWYW,33,-0.9996601392825445,0
A22XGVAAD5WCNS,B005688T5E,34,-1.6913055181503296,0
A22XGVAAD5WCNS,B006ROJQZS,35,-1.6905033389727275,0
A22XGVAAD5WCNS,B009F7OTHY,36,-2.0599956423044206,0
A22XGVAAD5WCNS,B006ROJLSU,37,-2.5504106521606444,0
A22XGVAAD5WCNS,B00EDBYKOO,38,-1.5072766646742821,0
A22XGVAAD5WCNS,B00004TQLI,39,-2.5888968467712403,0
A22XGVAAD5WCNS,B00CG0CKVE,40,-1.7096806943416596,0
A22XGVAAD5WCNS,B007SM3582,41,-2.5416668030171423,0
A22XGVAAD5WCNS,B00AA7V1N8,42,-1.4493826031684875,0
A22XGVAAD5WCNS,B00CMNX8WA,43,-1.8944493129849433,0
A22XGVAAD5WCNS,B00CI6J5JQ,44,-1.2069634228944779,0
A22XGVAAD5WCNS,B00BFREGZ2,45,-1.663407576084137,0
A22XGVAAD5WCNS,B00CFAA6IY,46,-1.3847962338972137,0
A22XGVAAD5WCNS,B00BQYQYMW,47,-1.6777763570911095,0
A22XGVAAD5WCNS,B00AOHDC6I,48,-2.209905195236206,0
A22XGVAAD5WCNS,B006ROJQTE,49,-1.6777800520261128,0
A22XGVAAD5WCNS,B00ERK27SC,50,-1.8527618318796157,1
A2PTAJTGXOAHU4,B00AE9RJ6A,1,-2.327756071090698,0
A2PTAJTGXOAHU4,B00B1Z6EPS,2,-1.686626569274813,0
A2PTAJTGXOAHU4,B00DMC6KAC,3,-1.4328515172004699,0
A2PTAJTGXOAHU4,B0089RPUHO,4,-1.6076506614685058,0
A2PTAJTGXOAHU4,B00804BEB2,5,-2.7837908983230593,0
A2PTAJTGXOAHU4,B002NPBT50,6,-1.6678473874926567,0
A2PTAJTGXOAHU4,B00CI6JDO8,7,-2.511695718765259,0
A2PTAJTGXOAHU4,B007XVYSZW,8,-1.5921290874481202,0
A2PTAJTGXOAHU4,B00BPRLGSW,9,-2.0427793259514146,0
A2PTAJTGXOAHU4,B0075XNGGK,10,-1.4194060802459716,0
A2PTAJTGXOAHU4,B008RU8GC4,11,-1.4671962440013886,1
A2PTAJTGXOAHU4,B00E18S0J0,12,-1.8736008167266847,0
A2PTAJTGXOAHU4,B00CDGA69Y,13,-3.2896691799163817,0
A2PTAJTGXOAHU4,B00CI6J8KW,14,-1.465577095746994,0
A2PTAJTGXOAHU4,B00CRZXSGE,15,-1.6360208988189697,0
A2PTAJTGXOAHU4,B0077NCEWA,16,-1.3305934429168702,0
A2PTAJTGXOAHU4,B00BN6QAVI,17,-2.1448060274124146,0
A2PTAJTGXOAHU4,B009OLANMG,18,-1.804823136329651,0
A2PTAJTGXOAHU4,B00AWNUHB2,19,-1.8290556907653808,0
A2PTAJTGXOAHU4,B00CRZXS82,20,-2.3582417964935303,0
A2PTAJTGXOAHU4,B00ARQW0M8,21,-1.9149707078933715,0
A2PTAJTGXOAHU4,B00AWNUHA8,22,-1.5323068380350378,0
A2PTAJTGXOAHU4,B00CDGA6A8,23,-1.4834836959838866,0
A2PTAJTGXOAHU4,B00CCIKII2,24,-2.3844577074050903,0
A2PTAJTGXOAHU4,B00840LATI,25,-1.8568714529275894,0
A2PTAJTGXOAHU4,B005QZP31U,26,-2.0092891968786715,0
A2PTAJTGXOAHU4,B00CKH9NS6,27,-2.097905810549855,0
A2PTAJTGXOAHU4,B007BEJQG2,28,-2.30831241607666,0
A2PTAJTGXOAHU4,B00C6BWA8Q,29,-1.2125985264778136,0
A2PTAJTGXOAHU4,B007U7M0WM,30,-2.262090063095093,0
A2PTAJTGXOAHU4,B00BQYQZZS,31,-1.711802101135254,0
A2PTAJTGXOAHU4,B00AHAJGXK,32,-1.6105270459782333,0
A2PTAJTGXOAHU4,B008CNPIAE,33,-2.071397876739502,0
A2PTAJTGXOAHU4,B007EA4UBY,34,-1.6430334329605103,0
A2PTAJTGXOAHU4,B000GUEXBG,35,-1.9439866721630097,0
A2PTAJTGXOAHU4,B00C6PXLMQ,36,-1.7606582164764404,0
A2PTAJTGXOAHU4,B00BM2V522,37,-1.6810965061187744,0
A2PTAJTGXOAHU4,B00CS1WD9A,38,-1.9827052354812622,0
A2PTAJTGXOAHU4,B00BQYR110,39,-1.464501704275608,0
A2PTAJTGXOAHU4,B00B2AYLYS,40,-1.9311333179473877,0
A2PTAJTGXOAHU4,B00BQYQY8Q,41,-1.7227445602416993,0
A2PTAJTGXOAHU4,B007HZ9S7C,42,-1.6897062754258514,0
A2PTAJTGXOAHU4,B005AHICA8,43,-2.18976571559906,0
A2PTAJTGXOAHU4,B008PIN24U,44,-1.6352160930633546,0
A2PTAJTGXOAHU4,B007J3FBKU,45,-0.8316710650920868,0
A2PTAJTGXOAHU4,B008KCQRPW,46,-2.6232381582260134,0
A2PTAJTGXOAHU4,B00A8UT5TY,47,-2.9877087652683256,0
A2PTAJTGXOAHU4,B00000JIVS,48,-1.5316082924604415,0
A2PTAJTGXOAHU4,B007ADINLI,49,-2.8123899776488543,0
A2PTAJTGXOAHU4,B00D38UBJ6,50,-1.836298894882202,0
AKE6DXEN3GWPC,B009OLANMG,1,-1.6065248459577561,0
AKE6DXEN3GWPC,B00CRZXS82,2,-1.8596929073333741,0
AKE6DXEN3GWPC,B00AHAJBQM,3,-1.602210644632578,0
AKE6DXEN3GWPC,B00BR3EMSA,4,-1.6124423682689666,0
AKE6DXEN3GWPC,B00CI6JDO8,5,-0.8442171216011047,0
AKE6DXEN3GWPC,B00H5HFERA,6,-3.009539079666138,0
AKE6DXEN3GWPC,B008CNPIAE,7,-1.0510317265987397,0
AKE6DXEN3GWPC,073533417X,8,-1.2638014927506447,0
AKE6DXEN3GWPC,B00BRCN9TO,9,-1.4738094925880432,0
AKE6DXEN3GWPC,B008MJ62PI,10,-1.5313778519630374,0
AKE6DXEN3GWPC,B00E1EFHBI,11,-1.154245223943144,0
AKE6DXEN3GWPC,B006PHU4F8,12,-1.2536138892173767,0
AKE6DXEN3GWPC,B00ANLNU4Y,13,-2.03072204887867,0
AKE6DXEN3GWPC,B00B1Z6EPS,14,-2.252725229540374,0
AKE6DXEN3GWPC,B00CTJOCKY,15,-1.738794081355445,0
AKE6DXEN3GWPC,B00CI6J8KW,16,-1.495216273656115,0
AKE6DXEN3GWPC,B00005JS7E,17,-1.544163501233561,0
AKE6DXEN3GWPC,B00CNNPPV6,18,-1.398693501949309,0
AKE6DXEN3GWPC,B000XEAGMA,19,-1.656232761812862,0
AKE6DXEN3GWPC,B00CI6J3I4,20,-1.8130386352539063,0
AKE6DXEN3GWPC,B00CRZXSGE,21,-1.8727122306823731,0
AKE6DXEN3GWPC,B007BEJQG2,22,-1.5711028599180281,0
AKE6DXEN3GWPC,B00CI6J8L6,23,-1.139030659198761,0
AKE6DXEN3GWPC,B00CS1WD9A,24,-1.6779383458197117,0
AKE6DXEN3GWPC,B00CRZXV2A,25,-1.765134298801422,0
AKE6DXEN3GWPC,B00CKH9QRE,26,-1.5368071077818057,0
AKE6DXEN3GWPC,B00C6PYQAM,27,-1.5447563648223877,0
