user	target_item_id	action_category	base_rank	target_in_beam50	target_in_beam200	expansion_pool_size	admitted_item_ids	admitted_logits	admission_count	final_rank	promotion	regression	fallback	target_frequency	target_group
A181T1U7WRODR9	8535	expansion_only	201	0	1	150			0	201	0	0	1	5	tail
A18EH04VB4LRA5	5964	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A18IAL5N5UGJ9J	4541	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
A18IMN843SVCSF	2229	base_top10	1	1	1	150			0	1	0	0	1	4	tail
A18N8E7SETGF4D	9819	base_top10	1	1	1	150			0	1	0	0	1	7	non_tail
A18NQ4APOLHFTS	6015	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A194R9KSGDJJ5C	4070	base_top10	7	1	1	150			0	7	0	0	1	15	non_tail
A195KGTKPYJK22	3693	outside_union	201	0	0	150			0	201	0	0	1	23	non_tail
A197O1VYM9B8A3	6695	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
A19D3N662QS9WD	10958	base_top10	5	1	1	150			0	5	0	0	1	44	non_tail
A19H26P1506RY7	6922	expansion_only	201	0	1	150			0	201	0	0	1	21	non_tail
A19JOZSZ6M9NTV	7829	base_top10	10	1	1	150			0	10	0	0	1	3	tail
A19ZHRE7P6R2WW	5232	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A1A7U8OF2UR6WL	7821	outside_union	201	0	0	150			0	201	0	0	1	49	non_tail
A1AFMT4GOCUPLM	7397	base_top10	1	1	1	150			0	1	0	0	1	11	non_tail
A1AIJUCU29SMXE	10376	base_top10	6	1	1	150			0	6	0	0	1	50	non_tail
A1B02TIC9SK2AX	8798	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A1B5QB7Q3ET442	2037	base_top10	2	1	1	150			0	2	0	0	1	87	non_tail
A1C217T6VWIE3	11805	outside_union	201	0	0	150			0	201	0	0	1	18	non_tail
A1DWRXWRCK7NCJ	4127	base_top10	5	1	1	150			0	5	0	0	1	28	non_tail
A1EKF9JFF1XWSV	10917	base_top10	9	1	1	150			0	9	0	0	1	34	non_tail
A1EMN4T3ROJDOO	11926	expansion_only	201	0	1	150			0	201	0	0	1	2	tail
A1EPHD4E18OFWO	11782	base_top10	2	1	1	150			0	2	0	0	1	33	non_tail
A1F8S84KX7PMF9	439	base_top10	1	1	1	150			0	1	0	0	1	64	non_tail
A1FAB16HNAOHUY	4217	expansion_only	201	0	1	150	4217	1.60987957	1	10	1	0	0	23	non_tail
A1FFFEHK9K5XU0	10103	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A1G5FIEA40QCT4	989	base_top10	1	1	1	150			0	1	0	0	1	17	non_tail
A1G66MRTMIUS7M	9118	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A1GHLAS2Y9EYLP	9306	base_top10	1	1	1	150			0	1	0	0	1	8	non_tail
A1H4X14Y3GUA1X	7817	expansion_only	201	0	1	150			0	201	0	0	1	12	non_tail
A1IGTR6B4O6EQW	5176	base_top10	2	1	1	150			0	2	0	0	1	26	non_tail
A1IHK8GL1ESOND	11984	base_top10	2	1	1	150			0	2	0	0	1	0	tail
A1IIABZR90KPU	9110	base_top10	10	1	1	150			0	10	0	0	1	23	non_tail
A1IOAXEE8IOCAJ	11299	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A1J9AEEMC4CQ8C	3766	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A1JHOROY1N2WI7	6454	base_top10	1	1	1	150			0	1	0	0	1	41	non_tail
A1JK80FODWDCQY	5009	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A1JLBNDDAJB4OP	1170	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A1JR6E2RBY18BH	11414	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A1JVZE35LFQ0PF	6395	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
A1JZ77FTCIBJAS	8430	outside_union	201	0	0	150			0	201	0	0	1	11	non_tail
A1KB5SQKOW9FV8	6552	base_top10	1	1	1	150			0	1	0	0	1	18	non_tail
A1KNTQRDMWVTWA	189	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
A1KUYLDKO4LEDS	10798	outside_union	201	0	0	150			0	201	0	0	1	1	tail
A1KVIG0J3ZQL4P	11788	expansion_only	201	0	1	150	11788	0.0622571435	1	10	1	0	0	22	non_tail
A1LA6R8SFOP9T4	7571	base_top10	3	1	1	150			0	3	0	0	1	36	non_tail
A1LJR5IS0B6ADX	11781	base_top10	1	1	1	150			0	1	0	0	1	23	non_tail
A1LST8LJA8QPDO	6252	base_top10	10	1	1	150			0	10	0	0	1	12	non_tail
A1LUP8GH7ZMN9L	6527	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A1MFXOLD6TN0PM	9847	base_top10	2	1	1	150			0	2	0	0	1	24	non_tail
A1MMZW6604U9QD	7416	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A1N8WI5CNYTEIJ	3036	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
A1NV6ZAPB7OQPO	6528	outside_union	201	0	0	150			0	201	0	0	1	17	non_tail
A1O6V44YBRJ8W7	10500	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A1O9AIRRFQP3RW	5042	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
A1OILV3YSO22UK	3133	base_top10	1	1	1	150			0	1	0	0	1	28	non_tail
A1PDG1XIQRWJPV	5516	expansion_only	201	0	1	150	5516	1.38970045	1	10	1	0	0	9	non_tail
A1PITYCB7KQJ10	4411	outside_union	201	0	0	150			0	201	0	0	1	18	non_tail
A1PT8N9C5YZKV4	4911	expansion_only	201	0	1	150			0	201	0	0	1	31	non_tail
A1Q19LUA075AOM	1229	base_top10	5	1	1	150			0	5	0	0	1	24	non_tail
A1Q3VZH3TP8DFN	4228	base_top10	1	1	1	150			0	1	0	0	1	5	tail
A1QFUESF5WSWRV	4608	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A1QK42BCY45IW4	10009	expansion_only	201	0	1	150			0	201	0	0	1	10	non_tail
A1QZ9EE6391HEP	8881	base_top10	1	1	1	150			0	1	0	0	1	5	tail
A1R75AU7A2K4VR	5424	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A1RK5GJ4M1OWAF	338	expansion_only	201	0	1	150			0	201	0	0	1	4	tail
A1RNSV7S1P5OFP	11640	base_top10	1	1	1	150			0	1	0	0	1	6	non_tail
A1RUDESP51NCZQ	5551	base_top10	3	1	1	150			0	3	0	0	1	10	non_tail
A1RV9UBHXPXT3W	1390	outside_union	201	0	0	150			0	201	0	0	1	20	non_tail
A1RYI3A5FDPEEL	7374	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A1RZ0J2CZZJOTX	11619	base_top10	1	1	1	150			0	1	0	0	1	35	non_tail
A1S64EUUYZDQCK	8838	base_top10	2	1	1	150			0	2	0	0	1	5	tail
A1S78V0MOUYFUA	9086	outside_union	201	0	0	150			0	201	0	0	1	41	non_tail
A1SIKQP3YW9Q4P	7654	base_top10	2	1	1	150			0	2	0	0	1	18	non_tail
A1SP6NKC0Y4JWS	5244	base_top10	3	1	1	150			0	3	0	0	1	105	non_tail
A1TLCTEI325HSG	8386	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A1TLMKTISOXX3Y	2987	base_top10	1	1	1	150			0	1	0	0	1	226	non_tail
A1TO752N975CYI	2008	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A1TZV66U1F739	8136	expansion_only	201	0	1	150			0	201	0	0	1	178	non_tail
A1U230LLZNZA02	10034	expansion_only	201	0	1	150			0	201	0	0	1	7	non_tail
A1U2QDOHWJ8SZB	6501	base_top10	3	1	1	150			0	3	0	0	1	3	tail
A1U4A5YKJ6JCH5	9119	expansion_only	201	0	1	150	9119	0.585600964	1	10	1	0	0	45	non_tail
A1URPWXSLGD1P2	2883	base_top10	4	1	1	150			0	4	0	0	1	61	non_tail
A1V0U2ZFSV1F00	3447	base_top10	1	1	1	150			0	1	0	0	1	46	non_tail
A1VOCYS5FD7UFG	10287	expansion_only	201	0	1	150	10287	1.5374464	1	10	1	0	0	20	non_tail
A1W3HXE7NFEI4Y	3848	outside_union	201	0	0	150			0	201	0	0	1	25	non_tail
A1W6PXDD1CVKI	9379	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A1WPII3TVJUISF	7471	base_top10	1	1	1	150			0	1	0	0	1	10	non_tail
A1WS149YCMVWHD	3894	expansion_only	201	0	1	150			0	201	0	0	1	6	non_tail
A1XDEFXN4QTEST	766	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A1XIIET5TNE9XK	11480	base_top10	1	1	1	150			0	1	0	0	1	0	tail
A1XNC5RBHFE6DJ	8196	base_11_50	13	1	1	150			0	201	0	0	1	20	non_tail
A1Y5V1ZOY5WVA	8462	expansion_only	201	0	1	150			0	201	0	0	1	8	non_tail
A1YSVN7EBQZ5XT	7597	expansion_only	201	0	1	150	7597	0.473130796	1	10	1	0	0	13	non_tail
A1YTD26YJF0E0R	5344	base_top10	6	1	1	150			0	6	0	0	1	38	non_tail
A1Z38IRYLDFTNH	6585	outside_union	201	0	0	150			0	201	0	0	1	12	non_tail
A1Z3AV93ONK5VF	12068	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A1Z75QXX1ZP4DM	8706	base_top10	1	1	1	150			0	1	0	0	1	22	non_tail
A1Z7U8EH5XQWBG	9819	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
A1ZA7NTBENBUW3	9530	base_11_50	12	1	1	150			0	201	0	0	1	63	non_tail
A1ZH5ULI4SBO48	11883	base_top10	4	1	1	150			0	4	0	0	1	28	non_tail
A1ZJBLAZ1X0SPK	4917	outside_union	201	0	0	150			0	201	0	0	1	25	non_tail
A201BF3M6J6EJI	5603	base_top10	5	1	1	150			0	5	0	0	1	5	tail
A20MMOYFA8BTNR	11053	base_top10	3	1	1	150			0	3	0	0	1	34	non_tail
A20ZY997PIJ7Q5	7838	base_top10	8	1	1	150			0	8	0	0	1	24	non_tail
A210W7UOC7042D	5121	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A217EPPTRKOTI	6613	expansion_only	201	0	1	150			0	201	0	0	1	36	non_tail
A21A9HF340O17V	7373	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A21GU5CXGFF78J	7977	base_top10	4	1	1	150			0	4	0	0	1	127	non_tail
A21IMS76KY1VPC	5192	expansion_only	201	0	1	150			0	201	0	0	1	128	non_tail
A21K28EQ023UUU	4650	outside_union	201	0	0	150			0	201	0	0	1	17	non_tail
A21KCB7QPH6X7G	4735	base_top10	5	1	1	150			0	5	0	0	1	41	non_tail
A21OTG8G9ZEKPG	5278	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A226GFM0Q9L37H	10698	expansion_only	201	0	1	150			0	201	0	0	1	91	non_tail
A23819C1OPOP2J	8778	base_top10	8	1	1	150			0	8	0	0	1	22	non_tail
A23VRUYMB0MMFC	2423	outside_union	201	0	0	150			0	201	0	0	1	18	non_tail
A249LHUAX530KK	7801	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
A24GGAR2UUL06M	2425	outside_union	201	0	0	150			0	201	0	0	1	17	non_tail
A24VASNAOK0TY	2175	expansion_only	201	0	1	150	2175	1.99832686	1	10	1	0	0	67	non_tail
A24ZFFRQ4MG3XL	3149	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A25D1NBIOZJ7M2	3313	expansion_only	201	0	1	150	3313	2.4773439	1	10	1	0	0	72	non_tail
A25FKOA5LV0WL2	9012	base_top10	2	1	1	150			0	2	0	0	1	6	non_tail
A25JK30P80IAC6	6325	base_top10	1	1	1	150			0	1	0	0	1	75	non_tail
A25N07O9UHNVUB	7535	outside_union	201	0	0	150			0	201	0	0	1	13	non_tail
A25O3WEZ0CA34T	4355	expansion_only	201	0	1	150			0	201	0	0	1	17	non_tail
A261I3W883RWCM	1418	expansion_only	201	0	1	150	1418	0.24358171	1	10	1	0	0	6	non_tail
A267PALC57LP8A	6385	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A26CZB9RL9K68Y	7428	base_top10	1	1	1	150			0	1	0	0	1	4	tail
A26JK2M10K48TM	9083	outside_union	201	0	0	150			0	201	0	0	1	38	non_tail
A26NFIQ7KWI8Y7	7722	outside_union	201	0	0	150			0	201	0	0	1	5	tail
A26NHK3A1W6TSA	2593	base_top10	1	1	1	150			0	1	0	0	1	9	non_tail
A2706861L00ABU	2270	expansion_only	201	0	1	150			0	201	0	0	1	26	non_tail
A28I98PKHZZKVB	9587	base_top10	1	1	1	150			0	1	0	0	1	93	non_tail
A28UFYH79BA0Q1	411	expansion_only	201	0	1	150	411	0.299771344	1	10	1	0	0	5	tail
A28UIOU1J0YY8V	9176	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A28Z8YW7M3TER4	10375	base_top10	3	1	1	150			0	3	0	0	1	3	tail
A29M09QBG9TZLP	11800	base_11_50	15	1	1	150			0	201	0	0	1	31	non_tail
A2A3LVZVT2RIU2	2468	base_11_50	33	1	1	150			0	201	0	0	1	47	non_tail
A2AFRV0A0B48VP	4051	base_top10	2	1	1	150			0	2	0	0	1	7	non_tail
A2B6ZD5AYVIF5U	7568	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
A2BOBBIBXPA4EP	6308	base_top10	2	1	1	150			0	2	0	0	1	25	non_tail
A2BPK5NZD9SBUZ	2210	expansion_only	201	0	1	150	2210	0.695446682	1	10	1	0	0	9	non_tail
A2C49GDA5P53NW	6071	outside_union	201	0	0	150	4229	2.39149337	1	201	0	0	0	21	non_tail
A2CN3FBHA2GFY9	5280	outside_union	201	0	0	150			0	201	0	0	1	26	non_tail
A2CW2F0PJIGRPV	11512	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2D7IHQGEBIDNG	9234	expansion_only	201	0	1	150	9234	0.105363116	1	10	1	0	0	9	non_tail
A2D8R8T4J1AIOQ	11148	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A2DB15VL4CL0H6	4984	outside_union	201	0	0	150			0	201	0	0	1	21	non_tail
A2DI5CN136ORIV	2275	expansion_only	201	0	1	150			0	201	0	0	1	9	non_tail
A2E2PA6UNK1E05	9288	base_top10	6	1	1	150			0	6	0	0	1	30	non_tail
A2E9QY9G6O20BQ	9807	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A2EGNTF03PAFLN	4209	outside_union	201	0	0	150			0	201	0	0	1	56	non_tail
A2EJMYNF9WUNJO	10560	base_11_50	16	1	1	150			0	201	0	0	1	94	non_tail
A2EQVRPPDBSLHT	6435	base_11_50	47	1	1	150			0	201	0	0	1	216	non_tail
A2F2GLVFRNV7JJ	1172	base_11_50	14	1	1	150			0	201	0	0	1	10	non_tail
A2F3EBBLSPDWJX	7278	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2F42OY7EDA9F4	10350	expansion_only	201	0	1	150			0	201	0	0	1	8	non_tail
A2F6A21W2KL9M5	10492	base_top10	8	1	1	150			0	8	0	0	1	41	non_tail
A2FAHY26BXZFWZ	5173	outside_union	201	0	0	150			0	201	0	0	1	15	non_tail
A2FEFA8G459YKK	7122	outside_union	201	0	0	150			0	201	0	0	1	110	non_tail
A2GANVALZAYLV	8574	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A2GDP615CA6E9J	9353	base_top10	3	1	1	150			0	3	0	0	1	7	non_tail
A2GIX7IHK90FCI	2615	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A2GRW3WTM4AJFO	11251	base_11_50	12	1	1	150			0	201	0	0	1	7	non_tail
A2GZAPSE93ZVBA	3759	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2HMF8ZR67BNZS	11900	base_top10	6	1	1	150			0	6	0	0	1	14	non_tail
A2HW6NZ9TB2ROS	511	outside_union	201	0	0	150			0	201	0	0	1	10	non_tail
A2I7MP5GCRNNF0	8813	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A2IMGHMF0LO151	11800	expansion_only	201	0	1	150			0	201	0	0	1	31	non_tail
A2IPC51HL9UUYF	10522	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A2IRP5D2NICEQW	9222	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A2JK2F69GDATO0	8559	outside_union	201	0	0	150			0	201	0	0	1	99	non_tail
A2JMJVNTBL7K7E	10695	expansion_only	201	0	1	150			0	201	0	0	1	89	non_tail
A2JS5LL8BY6NVL	3865	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2JVDPBG3907OM	5791	expansion_only	201	0	1	150			0	201	0	0	1	20	non_tail
A2JY12U8GXOO82	6599	base_top10	1	1	1	150			0	1	0	0	1	18	non_tail
A2K7ND4KAPJBMZ	2987	expansion_only	201	0	1	150			0	201	0	0	1	226	non_tail
A2KSJO9O27DGMR	1321	expansion_only	201	0	1	150	1321	1.29857942	1	10	1	0	0	26	non_tail
A2KZ88FJPSBU8E	3177	base_top10	1	1	1	150			0	1	0	0	1	41	non_tail
A2L5CN7UJA9SSO	2112	outside_union	201	0	0	150			0	201	0	0	1	73	non_tail
A2LAS014NSRW72	9408	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A2LER8S3UAHQDZ	849	expansion_only	201	0	1	150	849	1.30286717	1	10	1	0	0	45	non_tail
A2LJ5NMTGLSL00	6727	base_top10	7	1	1	150			0	7	0	0	1	256	non_tail
A2LYGZA28DWAZ7	4996	outside_union	201	0	0	150			0	201	0	0	1	29	non_tail
A2M09NBM1IIJE9	10350	base_top10	5	1	1	150			0	5	0	0	1	8	non_tail
A2M09X8038G3Z7	7804	outside_union	201	0	0	150			0	201	0	0	1	11	non_tail
A2M57WY2PHBBDX	7713	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2M6KNAFKRLAIE	8162	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2ME21YGPR0FRA	11731	base_top10	1	1	1	150			0	1	0	0	1	27	non_tail
A2MG8A1WJRADG6	2648	base_top10	2	1	1	150			0	2	0	0	1	262	non_tail
A2MJRBHW5JKHM9	2178	expansion_only	201	0	1	150	2178	1.97097871	1	10	1	0	0	11	non_tail
A2MKY6T9KE7I54	8925	base_top10	2	1	1	150			0	2	0	0	1	21	non_tail
A2N18GJEWYFLBI	8335	outside_union	201	0	0	150			0	201	0	0	1	28	non_tail
A2NJAOIVGSJDHN	1811	base_top10	3	1	1	150			0	3	0	0	1	20	non_tail
A2NWXTFYO4D7YS	547	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A2OS1OK9K3YND1	8646	base_top10	1	1	1	150			0	1	0	0	1	34	non_tail
A2OVRM45B3FYRT	4788	outside_union	201	0	0	150			0	201	0	0	1	4	tail
A2P41N931ZRY13	1424	base_top10	2	1	1	150			0	2	0	0	1	6	non_tail
A2PF6B94Q8ZPR5	4664	base_11_50	11	1	1	150			0	201	0	0	1	35	non_tail
A2PS5JKTTE6TSY	8402	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A2PSIP48R289X0	52	base_11_50	16	1	1	150			0	201	0	0	1	28	non_tail
A2Q6HPOIB7RZXJ	8536	expansion_only	201	0	1	150			0	201	0	0	1	10	non_tail
A2QA56ZO4AE89J	10100	base_top10	9	1	1	150			0	9	0	0	1	70	non_tail
A2QQRKDLUD9MNB	5660	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A2QWHEI914GHRZ	12010	base_top10	10	1	1	150			0	10	0	0	1	12	non_tail
A2R2DQGKJ161DS	9530	base_top10	1	1	1	150			0	1	0	0	1	63	non_tail
A2R95Z7PTF5ZRO	11986	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A2RFSFZVD9LR94	5713	expansion_only	201	0	1	150	5713	2.25262315	1	10	1	0	0	40	non_tail
A2RGE6WNAYPSD5	10635	base_top10	5	1	1	150			0	5	0	0	1	6	non_tail
A2RGMDNRJX33RA	6467	expansion_only	201	0	1	150			0	201	0	0	1	12	non_tail
A2RTUUUQFLALVN	4126	base_top10	7	1	1	150			0	7	0	0	1	20	non_tail
A2RWITR1MTH8T3	9529	base_top10	10	1	1	150			0	10	0	0	1	12	non_tail
A2RXEMY000LNCD	10578	base_top10	1	1	1	150			0	1	0	0	1	1	tail
A2S5JMGUSRKY6O	12040	base_top10	1	1	1	150			0	1	0	0	1	4	tail
A2S6QCNNN8AK91	3857	expansion_only	201	0	1	150	3857	0.212360228	1	10	1	0	0	4	tail
A2SRWCFSYVG2A3	7333	outside_union	201	0	0	150			0	201	0	0	1	16	non_tail
A2SY92ZXU2FOEU	11778	expansion_only	201	0	1	150	11796||11762	0.646559033||0.244890311	2	201	0	0	0	51	non_tail
A2T06F48BOEAR3	9562	base_top10	3	1	1	150			0	3	0	0	1	31	non_tail
A2T3YOZ7ZR0NE1	5829	outside_union	201	0	0	150			0	201	0	0	1	11	non_tail
A2TCHP0BF9OLVL	6727	base_top10	1	1	1	150			0	1	0	0	1	256	non_tail
A2TMXRSFYJFHDX	2883	base_top10	6	1	1	150			0	6	0	0	1	61	non_tail
A2UPM35ZJ91ALK	4209	outside_union	201	0	0	150			0	201	0	0	1	56	non_tail
A2V5FS24X4SNDY	1521	base_top10	3	1	1	150			0	3	0	0	1	153	non_tail
A2VJK6L29H11H2	8791	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A2VKHDT9HOI6P0	4021	outside_union	201	0	0	150			0	201	0	0	1	16	non_tail
A2W3ABLWMJ84NS	5121	outside_union	201	0	0	150			0	201	0	0	1	8	non_tail
A2WB7LZ595CR50	11912	base_top10	7	1	1	150			0	7	0	0	1	30	non_tail
A2WGPV992MD2SS	10488	base_top10	2	1	1	150			0	2	0	0	1	14	non_tail
A2WH20LIQ0QNGM	10836	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A2WQYVZMXMAQ43	8651	base_11_50	12	1	1	150			0	201	0	0	1	93	non_tail
A2X55SI9R09HLX	8941	outside_union	201	0	0	150			0	201	0	0	1	6	non_tail
A2X9POB5LIZWQD	7053	outside_union	201	0	0	150			0	201	0	0	1	2	tail
A2XERBDMWJDLM5	3546	expansion_only	201	0	1	150	3546	1.45644279	1	10	1	0	0	21	non_tail
A2XNOB1T796Y6B	10984	base_top10	1	1	1	150			0	1	0	0	1	78	non_tail
A2XO7RKM9RBOIR	1722	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
A2XOSQBV5RXUFK	8697	base_top10	2	1	1	150			0	2	0	0	1	1	tail
A2XSSRNA6CB383	6801	base_top10	7	1	1	150			0	7	0	0	1	18	non_tail
A2Y7WFGH3JMUTR	2648	base_top10	1	1	1	150			0	1	0	0	1	262	non_tail
A2YG3QW3SQNRP5	5523	base_top10	3	1	1	150			0	3	0	0	1	88	non_tail
A2ZKEF8R16MLIC	10492	expansion_only	201	0	1	150	10492	0.722090274	1	10	1	0	0	41	non_tail
A2ZKZH3UQANDFG	5675	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A2ZLKIA9YLK1A9	1599	base_top10	1	1	1	150			0	1	0	0	1	15	non_tail
A2ZNKQSEOV44E2	191	outside_union	201	0	0	150			0	201	0	0	1	31	non_tail
A3046GZ5ZK57KI	6727	expansion_only	201	0	1	150	6727	0.0374230127	1	10	1	0	0	256	non_tail
A307Y3LMCVEZS1	9708	base_top10	1	1	1	150			0	1	0	0	1	3	tail
A30IF7UO7VL847	11892	outside_union	201	0	0	150			0	201	0	0	1	9	non_tail
A30J6HM62M6RCS	2648	base_top10	1	1	1	150			0	1	0	0	1	262	non_tail
A30MTYI1LQEB72	9640	base_11_50	14	1	1	150			0	201	0	0	1	17	non_tail
A30OP1U7O5GLX0	5294	base_top10	2	1	1	150			0	2	0	0	1	89	non_tail
A30QDRAF5ZARE6	6376	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A30QGVRN6I0Y00	8737	base_top10	1	1	1	150			0	1	0	0	1	69	non_tail
A30Z0GG96D11EO	11515	base_top10	1	1	1	150			0	1	0	0	1	44	non_tail
A311YKH6RB7AWY	4733	expansion_only	201	0	1	150			0	201	0	0	1	33	non_tail
A312LE5GYERBD7	7469	base_top10	1	1	1	150			0	1	0	0	1	17	non_tail
A31A4VYY4IVAJ7	11188	base_top10	4	1	1	150			0	4	0	0	1	11	non_tail
A31FN9JW9AB1DT	2371	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A31N0XY2UTB25C	671	outside_union	201	0	0	150			0	201	0	0	1	7	non_tail
A323QGYN32FYHB	11081	outside_union	201	0	0	150			0	201	0	0	1	3	tail
A32CQX9ZTLPFCB	11434	base_top10	1	1	1	150			0	1	0	0	1	2	tail
A32M15RZXWZ5GS	11800	base_11_50	20	1	1	150			0	201	0	0	1	31	non_tail
A338BFWVV7EC16	4521	expansion_only	201	0	1	150			0	201	0	0	1	75	non_tail
A33HWB3M8NWQ58	187	outside_union	201	0	0	150			0	201	0	0	1	34	non_tail
A33IYETJ5C08YM	10490	outside_union	201	0	0	150			0	201	0	0	1	4	tail
