item,top_k_similar_item,current_tensor_width,ffnf_cf_tensor_width,ffnf_metadata_tensor_width,ffnf_tensor_width_sum,current_active_tokens,ffnf_cf_active_tokens,ffnf_metadata_active_tokens,ffnf_active_tokens,current_link_visible,ffnf_link_visible,current_cf_visible,ffnf_cf_visible,current_metadata_visible,ffnf_metadata_visible,metadata_visible_gain,link_duplication_count,current_title_visible,ffnf_title_visible,current_brand_visible,ffnf_brand_visible,current_categories_visible,ffnf_categories_visible,current_description_visible,ffnf_description_visible,current_price_visible,ffnf_price_visible,current_salesrank_visible,ffnf_salesrank_visible,current_other_metadata_visible,ffnf_other_metadata_visible
B000052YJM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,4,4,4,4,10,22,0,16,0,0,0,0,12,12
B000052YJX,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,12,0,22,0,0,0,0,0,0
B000052YKI,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,3,3,5,15,0,18,0,0,0,0,0,0
B000052YKM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,12,0,24,0,0,0,0,0,0
B000052YKS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,3,3,16,16,0,28,0,0,0,0,0,0
B000052YKY,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,5,5,11,14,0,25,0,0,0,0,0,0
B000052YL1,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,5,5,7,14,0,21,0,0,0,0,0,0
B000052YLX,10,128,64,64,128,128,64,64,128,8,8,78,49,34,63,29,0,14,14,3,3,14,14,0,29,0,0,0,0,0,0
B000052YM0,10,128,64,64,128,128,64,64,128,8,8,79,49,33,63,30,0,18,18,6,6,7,14,0,22,0,0,0,0,0,0
B000052YM3,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,6,6,10,12,0,26,0,0,0,0,0,0
B000052YM4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,6,6,9,16,0,21,0,0,0,0,0,0
B000052YM7,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,6,6,0,22,0,6,0,0,0,0,0,0
B000052YM8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,6,6,3,12,0,19,0,0,0,0,0,0
B000052YMG,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,5,5,12,12,0,19,0,0,0,0,0,8
B000052YMQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,5,5,11,15,0,24,0,0,0,0,0,0
B000052YMR,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,19,19,5,5,9,15,0,21,0,0,0,0,0,0
B000052YMS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,12,0,0,0,0,0,0,0,23
B000052YMT,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,18,18,5,5,8,12,0,25,0,0,0,0,0,0
B000052YMV,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,5,5,11,12,0,27,0,0,0,0,0,0
B000052YMX,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,5,5,14,14,0,5,0,0,0,0,0,21
B000052YN5,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,6,6,6,14,0,20,0,0,0,0,0,0
B000052YN7,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,6,6,11,22,0,17,0,0,0,0,0,0
B000052YOL,10,128,64,64,128,128,64,62,126,7,7,79,50,34,61,27,0,22,22,5,5,5,14,0,5,0,4,0,6,0,0
B000052YOR,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,18,18,5,5,8,14,0,23,0,0,0,0,0,0
B000052YOX,10,128,64,64,128,128,64,63,127,7,7,79,50,34,62,28,0,15,15,5,5,12,22,0,5,0,4,0,6,0,0
B000052YP4,10,128,64,64,128,128,64,57,121,7,7,79,50,34,56,22,0,13,13,5,5,14,18,0,5,0,4,0,6,0,0
B000052YP6,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,15,0,23,0,0,0,0,0,0
B000052YQ0,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,27,27,5,5,0,22,0,6,0,0,0,0,0,0
B000052YQ2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,27,27,5,5,0,14,0,14,0,0,0,0,0,0
B000052YQN,10,128,64,64,128,128,64,60,124,7,7,79,50,34,59,25,0,16,16,7,7,9,14,0,5,0,4,0,8,0,0
B000052YQU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,7,7,7,22,0,5,0,4,0,2,0,0
B000052Z5B,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,9,0,20,0,0,0,0,0,6
B000052Z8D,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,5,5,3,9,0,22,0,0,0,0,0,0
B000052ZB1,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,18,0,18,0,0,0,0,0,0
B000052ZB2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,5,5,12,12,0,29,0,0,0,0,0,0
B000052ZB4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,14,0,20,0,0,0,0,0,0
B000052ZBD,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,5,5,12,15,0,17,0,0,0,0,0,7
B000052ZBH,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,4,4,7,9,0,26,0,0,0,0,0,0
B000052ZBP,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,4,4,11,11,0,29,0,0,0,0,0,0
B000052ZTY,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,13,0,21,0,0,0,0,0,0
B00005302B,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,6,6,9,13,0,24,0,0,0,0,0,0
B00005304H,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,14,14,6,6,11,18,0,22,0,0,0,0,0,0
B0000530ED,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,8,10,0,14,0,11,0,0,0,0,0,0
B0000530EZ,10,128,64,64,128,128,64,53,117,7,7,79,50,34,52,18,0,19,19,4,4,9,9,0,5,0,4,0,6,0,0
B0000530G6,10,128,64,64,128,128,64,54,118,7,7,79,50,34,53,19,0,17,17,5,5,9,9,0,5,0,4,0,8,0,0
B0000530LO,10,128,64,64,128,128,64,53,117,7,7,78,50,35,52,17,0,17,17,5,5,9,9,1,5,0,4,0,7,0,0
B0000530LP,10,128,64,64,128,128,64,50,114,7,7,78,50,35,49,14,0,14,14,5,5,9,9,4,5,0,4,0,7,0,0
B0000530LV,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,9,0,20,0,0,0,0,0,7
B0000530M0,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,27,27,5,5,0,9,0,5,0,4,0,8,0,0
B0000530NA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,17,0,20,0,0,0,0,0,0
B0000530O9,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,11,0,27,0,0,0,0,0,0
B0000531GD,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,5,5,7,9,0,26,0,0,0,0,0,0
B0000531GV,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,27,27,5,5,0,11,0,17,0,0,0,0,0,0
B0000531II,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,5,5,7,9,0,26,0,0,0,0,0,0
B0000531NU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,5,5,4,9,0,23,0,0,0,0,0,0
B0000531SW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,7,10,0,9,0,11,0,3,0,0,12,12
B0000531WZ,10,128,64,64,128,128,64,63,127,7,7,79,50,34,62,28,0,24,24,5,5,3,9,0,7,0,4,0,8,0,0
B00005321Z,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,22,0,12,0,0,0,0,0,0
B0000532AN,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,12,12,5,5,15,17,0,9,0,0,0,0,0,16
B0000532VT,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,16,0,0,0,0,0,0,0,22
B0000532YN,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,5,5,7,12,0,23,0,0,0,0,0,0
B00005333G,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,10,10,1,22,0,7,0,0,0,0,0,0
B00005333I,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,10,10,6,12,0,22,0,0,0,0,0,0
B0000533CC,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,12,12,3,3,15,15,0,30,0,0,0,0,0,0
B0000534VO,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,4,4,4,4,7,12,0,23,0,0,0,0,15,15
B0000535CH,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,7,7,6,28,0,0,0,0,0,0,0,6
B0000535OF,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,6,6,11,12,0,27,0,0,0,0,0,0
B0000535RA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,5,5,2,17,0,13,0,0,0,0,0,0
B0000535RC,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,17,0,19,0,0,0,0,0,0
B0000535RD,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,37,0,0,0,0,0,0,0,0
B0000535U2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,7,7,10,22,0,16,0,0,0,0,0,0
B0000535UA,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,5,5,9,9,4,33,0,0,0,0,0,0
B0000535UM,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,5,5,9,9,2,31,0,0,0,0,0,0
B0000535UN,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,12,12,5,5,9,9,5,34,0,0,0,0,0,0
B0000535UT,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,7,7,8,15,0,4,0,0,0,0,0,16
B0000535UX,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,13,0,25,0,0,0,0,0,0
B0000535VH,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,33,33,0,6,0,22,0,0,0,0,0,0,0,0
B000053676,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,8,8,3,11,0,20,0,0,0,0,0,0
B0000536A3,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,8,8,1,13,0,16,0,0,0,0,0,0
B0000536EK,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,4,4,12,15,0,20,0,0,0,0,0,4
B0000536EW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,7,7,10,15,0,23,0,0,0,0,0,0
B0000536F0,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,28,28,5,7,0,14,0,11,0,0,0,0,0,0
B0000536M2,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,22,22,5,5,6,9,0,24,0,0,0,0,0,0
B0000536M3,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,5,5,9,9,1,30,0,0,0,0,0,0
B0000536P3,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,5,5,2,14,0,16,0,0,0,0,0,0
B0000536P4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,14,0,20,0,0,0,0,0,0
B00005375C,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,7,7,9,15,0,22,0,0,0,0,0,0
B0000537NH,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,5,5,9,13,0,24,0,0,0,0,0,0
B0000537SD,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,7,7,10,12,0,26,0,0,0,0,0,0
B000053L6W,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,7,7,9,12,0,25,0,0,0,0,0,0
B000056I89,10,128,64,64,128,128,64,64,128,8,8,79,49,33,63,30,0,22,22,5,5,4,12,0,21,0,0,0,0,0,0
B000056W5Y,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,7,7,7,15,0,20,0,0,0,0,0,0
B000056W74,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,7,7,0,15,0,13,0,0,0,0,0,0
B00005A43X,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,4,4,13,13,1,30,0,0,0,0,0,0
B00005A443,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,4,4,11,13,0,26,0,0,0,0,0,0
B00005A9WP,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,4,4,17,22,0,23,0,0,0,0,0,0
B00005AVC7,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,4,4,4,4,14,15,0,27,0,0,0,0,8,8
B00005B9FV,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,7,7,0,15,0,13,0,0,0,0,0,0
B00005CDSP,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,5,5,14,17,0,25,0,0,0,0,0,0
B00005IBW0,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,5,5,5,17,0,5,0,5,0,4,0,0
B00005LBRT,10,128,64,64,128,128,64,64,128,8,8,79,49,33,63,30,0,19,19,8,8,4,14,0,19,0,0,0,0,0,0
B00005NAOD,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,25,25,7,7,0,22,0,6,0,0,0,0,0,0
B00005NAOJ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,5,5,12,12,1,30,0,0,0,0,0,0
B00005NASR,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,21,21,8,8,2,15,0,16,0,0,0,0,0,0
B00005NFBD,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,16,16,4,4,11,15,0,10,0,0,0,0,0,14
B00005NFBJ,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,13,13,4,4,15,15,0,28,0,0,0,0,0,0
B00005O0MZ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,4,4,13,13,0,29,0,0,0,0,0,0
B00005R1H2,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,4,4,5,22,0,11,0,0,0,0,0,0
B00005R1H3,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,4,4,10,22,0,7,0,0,0,0,0,8
B00005REAQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,29,29,4,4,0,22,0,5,0,0,0,0,0,0
B00005REAT,10,128,64,64,128,128,64,64,128,8,8,79,49,33,63,30,0,16,16,7,7,8,15,0,22,0,0,0,0,0,0
B00005S81T,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,4,4,13,14,0,7,0,0,0,0,0,18
B00005T83D,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,26,26,7,7,0,13,0,14,0,0,0,0,0,0
B00005TZU8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,4,4,14,14,2,31,0,0,0,0,0,0
B00005UN90,10,128,64,64,128,128,64,58,122,7,7,79,50,34,57,23,0,16,16,5,5,11,14,0,5,0,4,0,8,0,0
B00005UQSP,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,14,14,5,5,0,9,0,17,0,0,0,0,14,14
B00005V5OU,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,5,5,5,21,0,12,0,0,0,0,0,0
B00005V5OW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,5,5,4,9,0,23,0,0,0,0,0,0
B00005V5P6,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,5,5,2,9,0,21,0,0,0,0,13,13
B0000632EE,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,34,37,0,4,0,11,0,8,0,0,0,0,0,0
B0000632EN,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,7,7,6,22,0,12,0,0,0,0,0,0
B00006598X,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,24,24,6,6,2,18,0,12,0,0,0,0,0,0
B000065DJY,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,13,0,21,0,0,0,0,0,0
B000065DK4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,23,23,10,12,0,19,0,6,0,0,0,0,0,0
B000066CKS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,11,11,5,5,15,15,0,29,0,0,0,0,0,0
B0000682T7,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,4,4,14,15,0,27,0,0,0,0,0,0
B0000683O5,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,4,4,11,12,0,27,0,0,0,0,0,0
B000068U49,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,5,5,13,13,0,28,0,0,0,0,0,0
B00006FDU6,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,12,12,4,4,16,17,0,27,0,0,0,0,0,0
B00006FE30,10,128,64,64,128,128,64,61,125,7,7,79,50,34,60,26,0,23,23,5,5,4,12,0,5,0,4,0,6,0,0
B00006FRW7,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,7,7,9,12,0,25,0,0,0,0,0,0
B00006IGL3,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,12,0,22,0,0,0,0,0,0
B00006IGL8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,5,5,10,15,0,23,0,0,0,0,0,0
B00006IV22,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,4,4,13,13,0,29,0,0,0,0,0,0
B00006IV2E,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,4,4,9,13,0,24,0,0,0,0,0,0
B00006IV2F,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,9,9,4,4,17,17,1,30,0,0,0,0,0,0
B00006IV30,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,10,10,4,4,13,13,4,33,0,0,0,0,0,0
B00006JN4F,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,10,10,0,14,0,14,0,0,0,0,0,0
B00006JT6O,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,5,5,6,18,0,16,0,0,0,0,0,0
B00006K14U,10,128,64,64,128,128,64,62,126,7,7,79,50,34,61,27,0,17,17,7,7,8,17,0,5,0,4,0,6,0,0
B00006L9KV,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,7,7,9,9,1,30,0,0,0,0,0,0
B00006L9KW,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,7,7,9,9,1,20,0,0,0,0,0,9
B00007FCQ1,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,21,21,6,6,5,13,0,20,0,0,0,0,0,0
B00007KQF3,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,5,5,14,15,0,27,0,0,0,0,0,0
B00007M0CP,10,128,64,64,128,128,64,64,128,7,7,78,50,35,63,28,0,17,17,4,4,12,13,0,26,0,0,0,0,0,0
B000087L6T,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,14,14,7,7,11,15,0,13,0,4,0,5,0,0
B000089SA4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,13,13,4,4,15,16,0,0,0,0,0,0,0,24
B00008BNZ4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,17,17,4,4,11,13,0,26,0,0,0,0,0,0
B00008CMOQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,16,16,6,6,10,15,0,23,0,0,0,0,0,0
B00008CMOR,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,6,6,7,15,0,20,0,0,0,0,0,0
B00008CMOS,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,6,6,11,15,0,24,0,0,0,0,0,0
B00008DPP8,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,18,18,3,7,0,14,0,9,0,0,0,0,11,11
B00008J2XQ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,7,7,6,15,0,19,0,0,0,0,0,0
B00008KA7P,10,128,64,64,128,128,64,53,117,7,7,79,50,34,52,18,0,13,13,5,5,9,9,4,7,0,4,0,9,0,0
B00008KA8D,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,15,15,5,5,9,9,2,31,0,0,0,0,0,0
B00008MNZH,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,22,22,7,7,3,22,0,5,0,3,0,0,0,0
B00008MOQE,10,128,64,64,128,128,64,64,128,7,7,80,50,33,63,30,0,18,18,5,5,8,9,0,28,0,0,0,0,0,0
B00008MOQJ,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,12,12,5,5,9,9,5,34,0,0,0,0,0,0
B00008MOQN,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,19,19,5,5,8,9,0,27,0,0,0,0,0,0
B00008O2X5,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,9,9,4,4,4,14,0,18,0,0,0,0,14,14
B00008PC1O,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,20,20,4,4,8,11,0,25,0,0,0,0,0,0
B00008ZPG9,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,28,28,5,5,0,14,0,5,0,4,0,2,0,0
B00008ZPGA,10,128,64,64,128,128,64,62,126,7,7,79,50,34,61,27,0,21,21,5,5,6,14,0,5,0,4,0,7,0,0
B000092OX4,10,128,64,64,128,128,64,64,128,7,7,79,50,34,63,29,0,27,27,5,5,0,20,0,8,0,0,0,0,0,0
