set_id,depth,current_token,assigned_token,descendant_items,current_own_weight,assigned_own_weight,current_margin,assigned_margin
7698eb27faa27492,2,4088,4088,1,0.39237946120651696,0.39237946120651696,0.28277788663259773,0.28277788663259773
7698eb27faa27492,2,4182,1401,1,0.29138179264412367,0.2866039466460928,-0.00019518730080358981,0.2866039466460928
7698eb27faa27492,2,4724,4724,1,0.2027392810650429,0.2027392810650429,0.2027392810650429,0.2027392810650429
7698eb27faa27492,2,4945,23507,1,0.16795271330350403,0.5156093764532547,0.16795271330350403,0.009940563402246583
7698eb27faa27492,2,6347,6347,1,0.25429140642758075,0.25429140642758075,0.25429140642758075,0.25429140642758075
7698eb27faa27492,2,6577,6577,1,0.29664150935769223,0.29664150935769223,0.29664150935769223,0.29664150935769223
7698eb27faa27492,2,6811,6811,2,0.37961066064966226,0.37961066064966226,0.37961066064966226,0.37961066064966226
7698eb27faa27492,2,7685,7685,1,0.2578809091355099,0.2578809091355099,0.2578809091355099,0.2578809091355099
7698eb27faa27492,2,7738,7738,1,0.3522218911096697,0.3522218911096697,0.21120526292397773,0.21120526292397773
7698eb27faa27492,2,8175,2079,1,0.36276334968879925,0.3240291028500453,0.1266991644369271,0.3240291028500453
7698eb27faa27492,2,9481,9481,1,0.2732327321183603,0.2732327321183603,0.2732327321183603,0.2732327321183603
7698eb27faa27492,2,9824,1964,1,0.146905572734725,0.2379402307962557,0.146905572734725,0.2379402307962557
7698eb27faa27492,2,12431,12431,1,0.27061683189837127,0.27061683189837127,0.27061683189837127,0.27061683189837127
7698eb27faa27492,2,15620,22508,1,0.1556554418376379,0.15961279497825406,0.012348462552373124,0.15961279497825406
7698eb27faa27492,2,15939,1634,1,0.18793716326761795,0.19729994632553602,0.18793716326761795,0.19729994632553602
7698eb27faa27492,2,17316,541,1,0.18495083488313482,0.20197128293872427,0.18495083488313482,0.20197128293872427
7698eb27faa27492,2,17930,2270,1,0.176984509923113,0.16725040528080765,-0.0030913064829515002,0.16725040528080765
7698eb27faa27492,2,18749,18749,1,0.1799180606654973,0.1799180606654973,0.1799180606654973,0.1799180606654973
7698eb27faa27492,2,19400,19400,1,0.287455659771865,0.287455659771865,0.287455659771865,0.287455659771865
7698eb27faa27492,2,23714,23714,1,0.27765401726733435,0.27765401726733435,0.27765401726733435,0.27765401726733435
7698eb27faa27492,2,31767,31767,1,0.18163306585316671,0.18163306585316671,0.18163306585316671,0.18163306585316671
fe9ccde1aa709f80,1,358,358,14,0.10669226795417064,0.10669226795417064,0.08757094494693671,0.08757094494693671
fe9ccde1aa709f80,1,951,951,20,0.1438922754675017,0.1438922754675017,0.10426959805027157,0.10426959805027157
fe9ccde1aa709f80,1,1240,1240,7,0.32264753007275015,0.32264753007275015,0.32264753007275015,0.32264753007275015
fe9ccde1aa709f80,1,1394,1394,19,0.19595843006235839,0.19595843006235839,0.17970901637544645,0.17970901637544645
fe9ccde1aa709f80,1,1861,1861,12,0.34058902146476655,0.34058902146476655,0.3287708982808677,0.3287708982808677
fe9ccde1aa709f80,1,2119,2198,7,0.1242955859267236,0.13845259129280943,0.10634109839447385,0.13845259129280943
fe9ccde1aa709f80,1,2495,1871,54,0.08531298415761454,0.13197898528949198,-0.046220901127608904,-0.022500930653819473
fe9ccde1aa709f80,1,2561,2561,18,0.11691344735403486,0.11691344735403486,0.08442969505038952,0.08442969505038952
fe9ccde1aa709f80,1,3197,3197,8,0.22921596577107858,0.22921596577107858,0.1424408693965038,0.1424408693965038
fe9ccde1aa709f80,1,3470,3470,42,0.17560525997355625,0.17560525997355625,0.07982825372706681,0.07982825372706681
fe9ccde1aa709f80,1,3827,3827,8,0.20934559442913164,0.20934559442913164,0.20934559442913164,0.20934559442913164
fe9ccde1aa709f80,1,4088,4088,7,0.17419913246781885,0.17419913246781885,0.09122651788261733,0.09122651788261733
fe9ccde1aa709f80,1,4414,17582,7,0.0940332662571589,0.1067248435485509,0.05881933581801672,0.07894154459590223
fe9ccde1aa709f80,1,5431,5431,9,0.13723846328562686,0.13723846328562686,0.13723846328562686,0.13723846328562686
fe9ccde1aa709f80,1,7868,7868,10,0.23708277589788526,0.23708277589788526,0.22715870932208754,0.22715870932208754
fe9ccde1aa709f80,1,8143,13348,9,0.09906074231095072,0.09761684955307474,0.08982697424755574,0.09761684955307474
fe9ccde1aa709f80,1,8719,669,45,0.13661464670684725,0.14577974013065934,0.04382473694683579,0.06179131165022794
fe9ccde1aa709f80,1,9013,9013,20,0.21069765820970965,0.21069765820970965,0.15853640907105693,0.15853640907105693
fe9ccde1aa709f80,1,9339,9339,9,0.22782976810253017,0.22782976810253017,0.21441800917841786,0.21441800917841786
fe9ccde1aa709f80,1,9516,9516,11,0.18659697548656268,0.18659697548656268,0.18659697548656268,0.18659697548656268
fe9ccde1aa709f80,1,11607,11607,31,0.09792164025405031,0.09792164025405031,0.05467232731573643,0.05467232731573643
fe9ccde1aa709f80,1,13817,3995,20,0.05636670029922792,0.08927087964742512,-0.046572087652727266,0.07714496379593014
fe9ccde1aa709f80,1,14527,14527,13,0.0803647670524129,0.0803647670524129,0.07677517134319584,0.07677517134319584
