user_id	split	history_length	target_frequency	baseline_rank	fused_rank
A3DTP68HT6DBJL	evaluation	5	72	51	WITHHELD
A3N27L13CWJ9HY	evaluation	9	36	51	WITHHELD
A1AK05CHLZX3GF	evaluation	16	72	3	WITHHELD
A3TOH9LAG3SVDJ	evaluation	3	41	51	WITHHELD
A26AYSYQM0TBNI	evaluation	3	4	51	WITHHELD
A2C1R5BBL1WXTB	evaluation	5	3	51	WITHHELD
A27S42MP4XMHV5	evaluation	5	99	39	WITHHELD
ARHXHJ2NX9Q1Y	evaluation	6	22	51	WITHHELD
AQ0Y2DX63QGNB	evaluation	6	7	51	WITHHELD
AFICF7DKHTQ87	evaluation	17	38	24	WITHHELD
A1JFETASTBHVJB	evaluation	4	22	51	WITHHELD
A384GILMVNUQXT	evaluation	6	25	51	WITHHELD
AUTXXHPDWKEOL	evaluation	3	73	51	WITHHELD
AU503FDD0DI4K	evaluation	4	14	51	WITHHELD
A12HI8X1Y0NU6O	evaluation	3	9	3	WITHHELD
A2H1L3WQ0RUO4M	evaluation	4	42	21	WITHHELD
A2OOLI2WFY4L2	evaluation	4	18	11	WITHHELD
A6HHN1BJB7PDO	evaluation	3	32	51	WITHHELD
A1NSRBEA58I0FB	evaluation	5	63	51	WITHHELD
A3SDHJV8D9BYM	evaluation	7	11	51	WITHHELD
A2XOGQZH6L5U2H	evaluation	10	42	51	WITHHELD
A2NTIDRF1329W8	evaluation	3	27	51	WITHHELD
A1OZGV36KIAUEZ	evaluation	10	72	51	WITHHELD
A2X186408TL18S	evaluation	8	10	51	WITHHELD
A1DM78KNH8K1UN	evaluation	19	7	51	WITHHELD
A70GLR2U4JSX9	evaluation	7	2	51	WITHHELD
A14SIELSDKS5GR	evaluation	4	26	7	WITHHELD
A10O18BTQL8QBE	evaluation	6	3	51	WITHHELD
A32K817L9ULU8J	evaluation	6	24	28	WITHHELD
A3MW876EZJMTHH	evaluation	8	43	51	WITHHELD
A2H6M2IH5YN68J	evaluation	3	2	51	WITHHELD
A2RGEQ4EOILD9Q	evaluation	3	4	19	WITHHELD
A1HADVV7ZTJARK	evaluation	4	6	51	WITHHELD
A3JM4IBJ42RY2F	evaluation	3	139	6	WITHHELD
A18SK0IT354975	evaluation	4	29	51	WITHHELD
A2MKY6T9KE7I54	evaluation	5	14	1	WITHHELD
A2A07Z5PLR6AB9	evaluation	3	10	51	WITHHELD
A3ECKVQPQ1DCFL	evaluation	4	21	51	WITHHELD
A2KY6POA5T8URA	evaluation	4	86	51	WITHHELD
A2CEUUD4H3JV8D	evaluation	10	3	40	WITHHELD
A2RI25U0F857W2	evaluation	3	4	51	WITHHELD
A3HL1LRW4VDG6A	evaluation	13	9	51	WITHHELD
A1KHFO37SJWIRR	evaluation	10	5	51	WITHHELD
A1PI2MSVWR8LWR	evaluation	4	21	51	WITHHELD
A3V14SK22N2VAI	evaluation	14	7	51	WITHHELD
A3M7H9O909Y3GZ	evaluation	7	35	48	WITHHELD
A2MIHMKWI2D00L	evaluation	3	30	51	WITHHELD
A39UX5CZ9X2ZIO	evaluation	3	68	1	WITHHELD
A1XJPPTA54KCDT	evaluation	8	34	51	WITHHELD
ASNC7GK0GTHL8	evaluation	3	22	7	WITHHELD
A17437N1L775IJ	evaluation	18	18	51	WITHHELD
A2EDRI3WWKLJQR	evaluation	4	12	51	WITHHELD
A3JMI7T9UYNXU6	evaluation	4	50	9	WITHHELD
AS7K8X16DC2JH	evaluation	3	7	51	WITHHELD
A3V3RM9B1U8SC0	evaluation	3	3	51	WITHHELD
A2NI91THBOWI20	evaluation	3	17	44	WITHHELD
A1SNUCX9Z7WRF3	evaluation	3	5	43	WITHHELD
ALDAF4VVLFRHP	evaluation	20	14	10	WITHHELD
A7N9KA73W3PX2	evaluation	3	1	10	WITHHELD
AKMQZNN9X3H2I	evaluation	5	6	51	WITHHELD
A3NG7X4APIV649	evaluation	6	14	51	WITHHELD
A3F480ONRYTLXR	evaluation	4	44	16	WITHHELD
A31ADOKGF6S0MP	evaluation	16	11	51	WITHHELD
A2Y5R0F7U0AUV2	evaluation	5	23	29	WITHHELD
A3S8Z7ZLJIFP0I	evaluation	6	7	51	WITHHELD
A3JQ9SPK2QOTQT	evaluation	5	23	51	WITHHELD
A1CD2GFKM552DU	evaluation	8	4	51	WITHHELD
A1M92239OM8KPO	evaluation	5	26	4	WITHHELD
A1IBLDZKONGQ1P	evaluation	6	2	51	WITHHELD
A1Y1VKNAJOCD1G	evaluation	3	5	51	WITHHELD
A2NF4VDSPQ1S54	evaluation	3	11	11	WITHHELD
A2PHMUTKSOFKCF	evaluation	11	41	51	WITHHELD
A3R97FP9W5PQGV	evaluation	4	9	51	WITHHELD
A2KGYJFT0ZPRBB	evaluation	6	39	51	WITHHELD
A2LLAGJW7PKU9Z	evaluation	3	3	51	WITHHELD
A2BR12BYIGV1ER	evaluation	3	20	2	WITHHELD
A6T098A9B0GZC	evaluation	7	5	4	WITHHELD
A1M1QHVH6CXU4Q	evaluation	5	3	51	WITHHELD
AOS4WVF9W3L8L	evaluation	12	23	51	WITHHELD
A3K150BGUET5KI	evaluation	6	30	51	WITHHELD
A31ZGMY52UJ0FA	evaluation	4	92	35	WITHHELD
A14A08BE9EVH1M	evaluation	4	62	51	WITHHELD
A1LUTBKT54VUTJ	evaluation	5	45	51	WITHHELD
A37C5RZGEILMYU	evaluation	7	4	51	WITHHELD
AOX4AQIX6M5EK	evaluation	5	7	51	WITHHELD
A1ZBEIL78MLR9Z	evaluation	13	9	51	WITHHELD
A2K0FCG3I0PRPC	evaluation	7	4	51	WITHHELD
A1HDLJ15OO4LK	evaluation	15	5	51	WITHHELD
APLV1SMNDUMOY	evaluation	5	50	51	WITHHELD
A3QSU3E3G9JRJL	evaluation	3	2	51	WITHHELD
A2TN58XT8SBYY9	evaluation	3	3	51	WITHHELD
A3B35QW37Q5FKK	evaluation	5	6	51	WITHHELD
AK5EFXTR36OQ0	evaluation	6	20	51	WITHHELD
A12Q2GK5VY2TR9	evaluation	4	18	51	WITHHELD
AR7ZPLXAJ9YQ5	evaluation	3	20	51	WITHHELD
A2SQI5NLZFGF85	evaluation	4	11	51	WITHHELD
A161UJ11HHYTKS	evaluation	6	8	51	WITHHELD
A2BWLV1M3G8W27	evaluation	3	58	1	WITHHELD
A32RNRHTTCFS61	evaluation	7	90	51	WITHHELD
A3JCIET7XQRZWS	evaluation	3	14	51	WITHHELD
ACZMM7OTESMH0	evaluation	6	3	6	WITHHELD
A3HZ83EUW587RM	evaluation	5	7	51	WITHHELD
A6MBUVFWKZCRX	evaluation	3	14	51	WITHHELD
A1444X9S5NG532	evaluation	4	25	9	WITHHELD
A1VJ1I17SJC98V	evaluation	5	15	2	WITHHELD
A1PBMMMRN2YVM7	evaluation	3	31	51	WITHHELD
A2BUPFYUOFL8WH	evaluation	20	9	51	WITHHELD
A1Z3QPQQP6EDOH	evaluation	10	2	51	WITHHELD
A3FAV9KE01OVPR	evaluation	4	41	2	WITHHELD
A11X2Q3Z7GLIVJ	evaluation	3	9	51	WITHHELD
A1510WM4V9MICG	evaluation	4	31	51	WITHHELD
A2OIGPPBTR65MR	evaluation	17	6	51	WITHHELD
A2GCX6TJ7O1ABL	evaluation	12	28	51	WITHHELD
A1Z8OFGUAVJAVL	evaluation	3	16	51	WITHHELD
A2GCAXEAVBW2AG	evaluation	3	9	51	WITHHELD
A3DTM08XWOZGYB	evaluation	3	42	6	WITHHELD
A2CSUBM1565NGH	evaluation	4	8	51	WITHHELD
A35K0699AN1EJ1	evaluation	4	39	51	WITHHELD
A3F3B6HY9RJI04	evaluation	5	11	51	WITHHELD
AVXVMD36FPP8F	evaluation	4	12	51	WITHHELD
A3K79V6EK1DV7J	evaluation	3	6	51	WITHHELD
AT08NIODVL3GP	evaluation	5	4	51	WITHHELD
A11FW5TMTDTQO4	evaluation	20	5	51	WITHHELD
A7357KQSOESYC	evaluation	4	19	51	WITHHELD
A3CU4VWM1GWA8V	evaluation	4	6	51	WITHHELD
A12HP658Q4FI5D	evaluation	4	5	51	WITHHELD
A44OY8EFDM4IP	evaluation	4	10	51	WITHHELD
A3F69LY1QJ7I5Y	evaluation	5	18	51	WITHHELD
A3H8OYIER5SWSI	evaluation	3	2	51	WITHHELD
AU246IQR4Z1EF	evaluation	3	17	51	WITHHELD
AXF9B6ZWF03YZ	evaluation	4	6	51	WITHHELD
A2BSAB56O2Z9L4	evaluation	3	2	51	WITHHELD
A1RFEO61AGIRPR	evaluation	4	34	51	WITHHELD
A33NTMJHWDV0O1	evaluation	5	8	51	WITHHELD
A1GRIPPFYMIF0P	evaluation	12	18	51	WITHHELD
A2HVY2VBR5IY6O	evaluation	16	20	5	WITHHELD
A141W8WHW9AC3H	evaluation	3	40	31	WITHHELD
A1I12P53XRMJP0	evaluation	19	8	51	WITHHELD
A1EOL1UNHCQ2OK	evaluation	8	17	51	WITHHELD
A1MXJVANURX26J	calibration	8	82	51	51
A3OTYODDF52VX1	evaluation	5	6	51	WITHHELD
A1Y1IE41K2NDT1	evaluation	7	30	51	WITHHELD
A158VTFPOBZZY	evaluation	4	38	4	WITHHELD
AQPRNOTQZVD62	evaluation	3	10	51	WITHHELD
A3R25J093OGY3D	evaluation	5	9	51	WITHHELD
A3C1S22BR7LVOZ	evaluation	17	13	14	WITHHELD
A2K0CTIYO0R0H1	evaluation	3	42	51	WITHHELD
A3085TU8091IW	evaluation	5	14	51	WITHHELD
A127LL6NRV0A36	evaluation	3	9	51	WITHHELD
A35GP64E7LQL80	evaluation	18	4	51	WITHHELD
A1QJ8O04T2X0WR	evaluation	7	7	51	WITHHELD
A3O2XYVT5YJB9X	evaluation	9	13	3	WITHHELD
A24EWW9YP5HN62	evaluation	4	4	51	WITHHELD
A3PIX3Y9W3BUOF	evaluation	3	20	14	WITHHELD
A2025FCZVEUP8F	evaluation	6	2	51	WITHHELD
A2OMI2NAEO1MZI	evaluation	7	173	10	WITHHELD
ABGLRVU2QIECK	evaluation	3	23	51	WITHHELD
AKXNQ67GCNKND	evaluation	5	6	51	WITHHELD
A170GOPHLT54P2	evaluation	11	66	51	WITHHELD
A3C7G0HOJTOQ0I	evaluation	5	6	51	WITHHELD
A2Z60PVKWFO3SW	evaluation	20	11	51	WITHHELD
A3I9B1CGS5TP2J	evaluation	4	9	51	WITHHELD
A3U2UEBJNEX68I	evaluation	3	31	51	WITHHELD
AY5XWJE0LEYB8	evaluation	5	34	3	WITHHELD
A3I6PSQD9AL7VU	evaluation	5	19	51	WITHHELD
A22IOW4U7ER2TR	evaluation	7	6	51	WITHHELD
A33W1ED2CINHHF	evaluation	4	5	51	WITHHELD
A3O739U0I3QXRY	evaluation	6	4	51	WITHHELD
AV7X73ZW5KDCN	evaluation	3	17	40	WITHHELD
A3IE8E0JN0LZFY	evaluation	4	7	51	WITHHELD
A2V325C5TYPZTQ	evaluation	11	6	51	WITHHELD
A1FMWLZ9YY91XI	evaluation	11	8	51	WITHHELD
A3GSRSYNOZNBUY	evaluation	4	21	51	WITHHELD
A2KP4CWYUTKUFO	evaluation	4	36	2	WITHHELD
A1FM549IYXH16E	evaluation	6	35	51	WITHHELD
A2U7BVPBW4AZTH	evaluation	5	14	51	WITHHELD
AAXVHEC465APO	evaluation	6	2	51	WITHHELD
A3MFU0GVZUVH3K	evaluation	16	5	51	WITHHELD
A22321WGRP47QU	evaluation	3	8	1	WITHHELD
A32JRYB13SAZUT	evaluation	5	41	51	WITHHELD
A2KKSQO44MPRE5	evaluation	3	52	51	WITHHELD
A28G3C33E5GW3P	evaluation	14	3	51	WITHHELD
A174BJIC9OEL9K	evaluation	3	10	51	WITHHELD
A2HLSO3T9PPEA5	evaluation	12	19	51	WITHHELD
A3V6E16PSEARGV	evaluation	8	6	51	WITHHELD
A2WA4Q15BNZ78J	evaluation	3	17	22	WITHHELD
AY4BKTTLRHETL	evaluation	3	10	51	WITHHELD
A2NW1WH02SNCRP	evaluation	8	5	51	WITHHELD
A8D8W0Z8E9IOG	evaluation	8	30	9	WITHHELD
AMCTELCF1ESG7	evaluation	6	5	51	WITHHELD
A33SRRK6M2ZGIH	evaluation	3	3	51	WITHHELD
A376OJHLE6SU9Q	evaluation	20	22	51	WITHHELD
A2TNEYVYHY3C4C	evaluation	6	58	51	WITHHELD
A1F5588D4SRZ2W	evaluation	3	6	51	WITHHELD
A13OBBS94PRVLP	evaluation	4	170	19	WITHHELD
AUXCIRLTZUR8W	evaluation	5	19	51	WITHHELD
AOL4EAN05IY16	evaluation	3	38	1	WITHHELD
A1IR8NOC0TBOM2	evaluation	4	3	51	WITHHELD
A1SP366J07MNU	evaluation	4	9	51	WITHHELD
A14WOXZ6JTGNPC	evaluation	5	35	51	WITHHELD
A2T73ILK4WCOSP	evaluation	6	7	14	WITHHELD
A2QPGQBU2CAF2D	evaluation	7	36	15	WITHHELD
A3QB5GGUYO607J	evaluation	4	2	51	WITHHELD
A2WU1CT9AXRS33	evaluation	3	151	51	WITHHELD
A2LDXAC9KJHU5F	evaluation	6	8	51	WITHHELD
A2KFO3WTSDBLEX	evaluation	3	9	1	WITHHELD
A3C2RGMRAI1JG1	evaluation	8	7	51	WITHHELD
ARTL8Q5NJF7WF	evaluation	6	7	51	WITHHELD
AHPX71LWPYX04	evaluation	4	7	51	WITHHELD
A1081CI06OVJFP	evaluation	8	29	51	WITHHELD
A37MU0GH45SBQW	evaluation	4	2	51	WITHHELD
A2HUOPC7F93949	evaluation	3	1	9	WITHHELD
A11OTLEDSW8ZXD	evaluation	11	34	51	WITHHELD
A3H9TRBHEW94C0	evaluation	3	6	51	WITHHELD
A7NNRSEZWQDSQ	evaluation	3	5	51	WITHHELD
A3UE1PURTS8PG	evaluation	3	17	2	WITHHELD
A2RAHVQXI12VGA	evaluation	5	12	51	WITHHELD
A3PDGHTCRE3G56	evaluation	4	14	20	WITHHELD
A8GR4PH5NW96V	evaluation	5	17	51	WITHHELD
A3ENCEVRRTFQL1	evaluation	5	4	51	WITHHELD
A1CZX3CP8IKQIJ	evaluation	9	7	1	WITHHELD
A2J29RFZ2TI0NQ	evaluation	3	8	51	WITHHELD
A1M8VUEMELRTNL	evaluation	4	4	51	WITHHELD
AYRY9SNC133U8	evaluation	11	2	51	WITHHELD
A2LQA7C6T640AY	evaluation	3	55	51	WITHHELD
ANYPFR38T1I4A	evaluation	4	5	51	WITHHELD
A2P8JAGEYL18GF	evaluation	7	18	51	WITHHELD
A3PW1SRE8IJ7BU	evaluation	11	26	1	WITHHELD
A1BFSF51KDKLP4	evaluation	3	12	51	WITHHELD
A2S036QNK68S8T	evaluation	3	27	10	WITHHELD
AH6OYB8SIKPE9	evaluation	3	9	8	WITHHELD
A2R7QBW9QL3NJU	evaluation	3	2	51	WITHHELD
A4CVS4GV4JS3D	evaluation	3	62	51	WITHHELD
A44V99PXB7RCZ	evaluation	10	2	51	WITHHELD
A1VEELTKS8NLZB	evaluation	6	38	51	WITHHELD
A10YWQ4AAAE29O	evaluation	10	8	33	WITHHELD
A33XE32OLAY7DW	evaluation	3	10	51	WITHHELD
A1Q62S1E5H3Q2A	evaluation	10	4	51	WITHHELD
A2LQWDVAZ0RUV1	evaluation	3	13	51	WITHHELD
A3O389O1DUHM0W	evaluation	3	7	51	WITHHELD
A29RHXL9SG6Y6Y	evaluation	4	6	51	WITHHELD
A3U2C3NVBAGV29	evaluation	4	3	51	WITHHELD
A30YJ52TVOABT7	evaluation	3	18	51	WITHHELD
A2W99G61E5ZPF0	evaluation	5	1	51	WITHHELD
A2IGZXPAT1CXNF	evaluation	8	83	51	WITHHELD
A2HPWNWR8795UE	evaluation	5	11	51	WITHHELD
AIDX2MKIIF2OO	evaluation	3	99	51	WITHHELD
A3C5OZBJD5WMZC	evaluation	3	17	13	WITHHELD
A5J15TWUVTWVG	evaluation	5	12	51	WITHHELD
A3P0PA5CEP3HTU	evaluation	6	170	51	WITHHELD
A100L918633LUO	evaluation	4	11	51	WITHHELD
A1PS67NTSNL3OM	evaluation	4	3	2	WITHHELD
A1MK0UA8UDSMRW	evaluation	4	15	51	WITHHELD
A1SQT0QOVM5TUR	evaluation	3	6	51	WITHHELD
A7NTB12F2QR3A	evaluation	7	23	51	WITHHELD
A2AHQPAL712IJ4	evaluation	3	28	51	WITHHELD
A2Q3L9FI2BZPHQ	evaluation	4	119	51	WITHHELD
A22BY6LSKXFZ8J	evaluation	3	6	51	WITHHELD
A30YCE03QCYBFC	evaluation	6	17	51	WITHHELD
A1VTCSCH8FFC76	evaluation	6	14	51	WITHHELD
A2YP323KXIBPQ9	evaluation	4	82	25	WITHHELD
A2YQJ3PMLRD5RB	evaluation	4	105	51	WITHHELD
ALY8AZAOP0TTN	evaluation	6	28	51	WITHHELD
A183VX9JGPARDF	evaluation	6	13	51	WITHHELD
A14TD41I1VY0J9	evaluation	3	9	51	WITHHELD
ALUZO8SLEA7S4	evaluation	11	8	51	WITHHELD
AQKZ1VTU69JU6	evaluation	6	9	1	WITHHELD
A2NW2IMTWKKSXK	evaluation	6	36	51	WITHHELD
A6O3A839D8QPU	evaluation	3	59	51	WITHHELD
A3P0OZLK5QOUYX	evaluation	3	10	51	WITHHELD
A126ZIW0CAQZRT	evaluation	3	6	4	WITHHELD
A1WOLYSTSPL4FK	evaluation	20	10	51	WITHHELD
A2J98AMZX9Q2JN	evaluation	10	88	51	WITHHELD
A1NK9YVOB13K25	evaluation	3	5	51	WITHHELD
A2N2NN5R4LRIFO	evaluation	10	50	51	WITHHELD
A4OWA49OQXPTB	evaluation	3	13	51	WITHHELD
A9EZ21KOOBGDJ	evaluation	3	3	51	WITHHELD
A1EG9VGHIL3P5Q	evaluation	4	57	51	WITHHELD
A1JH4RE328VB3K	evaluation	3	13	51	WITHHELD
A1TCFQP6796ZYB	evaluation	4	4	51	WITHHELD
A2ZOVFBMZHH992	evaluation	13	10	51	WITHHELD
A1CHPI95TU3FL6	evaluation	5	7	51	WITHHELD
A1BNSQ4K7B7OGV	evaluation	3	55	51	WITHHELD
A2ON6D6P8JM8Z3	evaluation	10	7	51	WITHHELD
A68NT4XJ9O7UL	evaluation	7	17	15	WITHHELD
A1JZGRS68RAQ4Y	evaluation	9	15	51	WITHHELD
AT0VLURSP607X	evaluation	20	2	51	WITHHELD
A12ZUQX01MDM9J	evaluation	5	91	51	WITHHELD
A2CI6RB6VYJEN6	evaluation	4	2	51	WITHHELD
A223HV3XWU8VGJ	evaluation	7	2	51	WITHHELD
A2YWT3X8GFJXR2	evaluation	6	11	51	WITHHELD
A3J0PEV0ONBTFR	evaluation	3	23	9	WITHHELD
A15CL28ALB7MTZ	evaluation	16	21	51	WITHHELD
AFLO03MVE0R9N	evaluation	3	88	2	WITHHELD
A3H1WO77ING6CW	evaluation	3	4	51	WITHHELD
ANB6K82JIWGYL	evaluation	3	3	24	WITHHELD
A2FEGS2537L31Q	evaluation	4	25	51	WITHHELD
A3BT5ZLAZ87H1Q	evaluation	6	37	51	WITHHELD
AJSP0Y4BE8K18	evaluation	6	15	51	WITHHELD
A3IKCAI3QWDYER	evaluation	16	10	51	WITHHELD
AAMJ8WHRHFZ9J	evaluation	4	6	51	WITHHELD
A2058UP7ATXFOF	evaluation	5	4	51	WITHHELD
A2SXGR38BJR47M	evaluation	9	73	51	WITHHELD
A20V63L3YDQQ5J	evaluation	4	10	51	WITHHELD
A1HF5RG10CVEHJ	evaluation	4	5	5	WITHHELD
A23BDL5BB8QUC7	evaluation	3	2	51	WITHHELD
AJI3NFOTQ78ZZ	evaluation	20	78	51	WITHHELD
A3339OATDLL33V	evaluation	4	11	51	WITHHELD
AT9WSNXH6URZF	evaluation	3	4	51	WITHHELD
A3G5VUKCE2AH25	evaluation	4	3	51	WITHHELD
A24VUKKAKYAOC0	evaluation	5	11	51	WITHHELD
A2B9HOG5EZJ8PE	evaluation	3	9	51	WITHHELD
A2JI3ASA64PRAG	evaluation	4	4	51	WITHHELD
A1YNSXMIBMQ7UO	evaluation	3	30	51	WITHHELD
