user_id	split	hash_order
A1444X9S5NG532	evaluation	14285
A1VJ1I17SJC98V	evaluation	9335
A1PBMMMRN2YVM7	evaluation	10965
A2BUPFYUOFL8WH	evaluation	9271
A1Z3QPQQP6EDOH	evaluation	16214
A3FAV9KE01OVPR	evaluation	659
A11X2Q3Z7GLIVJ	evaluation	16725
A1510WM4V9MICG	evaluation	3224
A2OIGPPBTR65MR	evaluation	14595
A2GCX6TJ7O1ABL	evaluation	14838
A1Z8OFGUAVJAVL	evaluation	13561
A2GCAXEAVBW2AG	evaluation	8578
A3DTM08XWOZGYB	evaluation	10108
A2CSUBM1565NGH	evaluation	18699
A35K0699AN1EJ1	evaluation	12673
A3F3B6HY9RJI04	evaluation	13636
AVXVMD36FPP8F	evaluation	12086
A3K79V6EK1DV7J	evaluation	7257
AT08NIODVL3GP	evaluation	3687
A11FW5TMTDTQO4	evaluation	18306
A7357KQSOESYC	evaluation	8819
A3CU4VWM1GWA8V	evaluation	1077
A12HP658Q4FI5D	evaluation	12641
A44OY8EFDM4IP	evaluation	1864
A3F69LY1QJ7I5Y	evaluation	429
A3H8OYIER5SWSI	evaluation	2695
AU246IQR4Z1EF	evaluation	1744
AXF9B6ZWF03YZ	evaluation	18830
A2BSAB56O2Z9L4	evaluation	14335
A1RFEO61AGIRPR	evaluation	6968
A33NTMJHWDV0O1	evaluation	11349
A1GRIPPFYMIF0P	evaluation	3853
A2HVY2VBR5IY6O	evaluation	19237
A141W8WHW9AC3H	evaluation	3214
A1I12P53XRMJP0	evaluation	4803
A1EOL1UNHCQ2OK	evaluation	11690
A1MXJVANURX26J	calibration	45
A3OTYODDF52VX1	evaluation	15222
A1Y1IE41K2NDT1	evaluation	5697
A158VTFPOBZZY	evaluation	17844
AQPRNOTQZVD62	evaluation	588
A3R25J093OGY3D	evaluation	8493
A3C1S22BR7LVOZ	evaluation	16149
A2K0CTIYO0R0H1	evaluation	10321
A3085TU8091IW	evaluation	12118
A127LL6NRV0A36	evaluation	6728
A35GP64E7LQL80	evaluation	6687
A1QJ8O04T2X0WR	evaluation	13046
A3O2XYVT5YJB9X	evaluation	16991
A24EWW9YP5HN62	evaluation	11087
A3PIX3Y9W3BUOF	evaluation	10614
A2025FCZVEUP8F	evaluation	12380
A2OMI2NAEO1MZI	evaluation	9417
ABGLRVU2QIECK	evaluation	10372
AKXNQ67GCNKND	evaluation	15742
A170GOPHLT54P2	evaluation	15860
A3C7G0HOJTOQ0I	evaluation	16989
A2Z60PVKWFO3SW	evaluation	8495
A3I9B1CGS5TP2J	evaluation	9204
A3U2UEBJNEX68I	evaluation	1231
AY5XWJE0LEYB8	evaluation	2699
A3I6PSQD9AL7VU	evaluation	3382
A22IOW4U7ER2TR	evaluation	4907
A33W1ED2CINHHF	evaluation	2900
A3O739U0I3QXRY	evaluation	2976
AV7X73ZW5KDCN	evaluation	6987
A3IE8E0JN0LZFY	evaluation	5172
A2V325C5TYPZTQ	evaluation	13445
A1FMWLZ9YY91XI	evaluation	5336
A3GSRSYNOZNBUY	evaluation	16432
A2KP4CWYUTKUFO	evaluation	6205
A1FM549IYXH16E	evaluation	1285
A2U7BVPBW4AZTH	evaluation	18186
AAXVHEC465APO	evaluation	14806
A3MFU0GVZUVH3K	evaluation	2323
A22321WGRP47QU	evaluation	10446
A32JRYB13SAZUT	evaluation	5456
A2KKSQO44MPRE5	evaluation	19245
A28G3C33E5GW3P	evaluation	9747
A174BJIC9OEL9K	evaluation	9948
A2HLSO3T9PPEA5	evaluation	1221
A3V6E16PSEARGV	evaluation	263
A2WA4Q15BNZ78J	evaluation	8583
AY4BKTTLRHETL	evaluation	11397
A2NW1WH02SNCRP	evaluation	9889
A8D8W0Z8E9IOG	evaluation	12394
AMCTELCF1ESG7	evaluation	16675
A33SRRK6M2ZGIH	evaluation	7992
A376OJHLE6SU9Q	evaluation	11776
A2TNEYVYHY3C4C	evaluation	5972
A1F5588D4SRZ2W	evaluation	1499
A13OBBS94PRVLP	evaluation	12364
AUXCIRLTZUR8W	evaluation	18132
AOL4EAN05IY16	evaluation	13760
A1IR8NOC0TBOM2	evaluation	8361
A1SP366J07MNU	evaluation	11935
A14WOXZ6JTGNPC	evaluation	8651
A2T73ILK4WCOSP	evaluation	18368
A2QPGQBU2CAF2D	evaluation	15285
A3QB5GGUYO607J	evaluation	3506
A2WU1CT9AXRS33	evaluation	18544
A2LDXAC9KJHU5F	evaluation	12214
A2KFO3WTSDBLEX	evaluation	819
A3C2RGMRAI1JG1	evaluation	10305
ARTL8Q5NJF7WF	evaluation	3744
AHPX71LWPYX04	evaluation	12912
A1081CI06OVJFP	evaluation	18517
A37MU0GH45SBQW	evaluation	13131
A2HUOPC7F93949	evaluation	18338
A11OTLEDSW8ZXD	evaluation	12566
A3H9TRBHEW94C0	evaluation	14975
A7NNRSEZWQDSQ	evaluation	17315
A3UE1PURTS8PG	evaluation	493
A2RAHVQXI12VGA	evaluation	18030
A3PDGHTCRE3G56	evaluation	9206
A8GR4PH5NW96V	evaluation	889
A3ENCEVRRTFQL1	evaluation	10942
A1CZX3CP8IKQIJ	evaluation	18445
A2J29RFZ2TI0NQ	evaluation	9877
A1M8VUEMELRTNL	evaluation	18887
AYRY9SNC133U8	evaluation	16107
A2LQA7C6T640AY	evaluation	7519
ANYPFR38T1I4A	evaluation	832
A2P8JAGEYL18GF	evaluation	17757
A3PW1SRE8IJ7BU	evaluation	17647
A1BFSF51KDKLP4	evaluation	6215
A2S036QNK68S8T	evaluation	7680
AH6OYB8SIKPE9	evaluation	5039
A2R7QBW9QL3NJU	evaluation	5145
A4CVS4GV4JS3D	evaluation	1516
A44V99PXB7RCZ	evaluation	1131
A1VEELTKS8NLZB	evaluation	4142
A10YWQ4AAAE29O	evaluation	18454
A33XE32OLAY7DW	evaluation	3569
A1Q62S1E5H3Q2A	evaluation	10048
A2LQWDVAZ0RUV1	evaluation	11897
A3O389O1DUHM0W	evaluation	17835
A29RHXL9SG6Y6Y	evaluation	14487
A3U2C3NVBAGV29	evaluation	17165
A30YJ52TVOABT7	evaluation	6346
A2W99G61E5ZPF0	evaluation	17164
A2IGZXPAT1CXNF	evaluation	15330
A2HPWNWR8795UE	evaluation	10401
AIDX2MKIIF2OO	evaluation	988
A3C5OZBJD5WMZC	evaluation	18181
A5J15TWUVTWVG	evaluation	8103
A3P0PA5CEP3HTU	evaluation	12431
A100L918633LUO	evaluation	18499
A1PS67NTSNL3OM	evaluation	11733
A1MK0UA8UDSMRW	evaluation	19280
A1SQT0QOVM5TUR	evaluation	6165
A7NTB12F2QR3A	evaluation	15208
A2AHQPAL712IJ4	evaluation	15548
A2Q3L9FI2BZPHQ	evaluation	8750
A22BY6LSKXFZ8J	evaluation	3726
A30YCE03QCYBFC	evaluation	4792
A1VTCSCH8FFC76	evaluation	1808
A2YP323KXIBPQ9	evaluation	15892
A2YQJ3PMLRD5RB	evaluation	1076
ALY8AZAOP0TTN	evaluation	7323
A183VX9JGPARDF	evaluation	1841
A14TD41I1VY0J9	evaluation	14636
ALUZO8SLEA7S4	evaluation	10858
AQKZ1VTU69JU6	evaluation	16801
A2NW2IMTWKKSXK	evaluation	16771
A6O3A839D8QPU	evaluation	5235
A3P0OZLK5QOUYX	evaluation	9081
A126ZIW0CAQZRT	evaluation	9798
A1WOLYSTSPL4FK	evaluation	1872
A2J98AMZX9Q2JN	evaluation	15031
A1NK9YVOB13K25	evaluation	5906
A2N2NN5R4LRIFO	evaluation	16165
A4OWA49OQXPTB	evaluation	18383
A9EZ21KOOBGDJ	evaluation	2520
A1EG9VGHIL3P5Q	evaluation	9481
A1JH4RE328VB3K	evaluation	1897
A1TCFQP6796ZYB	evaluation	14787
A2ZOVFBMZHH992	evaluation	13489
A1CHPI95TU3FL6	evaluation	12338
A1BNSQ4K7B7OGV	evaluation	8384
A2ON6D6P8JM8Z3	evaluation	9459
A68NT4XJ9O7UL	evaluation	4445
A1JZGRS68RAQ4Y	evaluation	18043
AT0VLURSP607X	evaluation	11812
A12ZUQX01MDM9J	evaluation	6166
A2CI6RB6VYJEN6	evaluation	10350
A223HV3XWU8VGJ	evaluation	18977
A2YWT3X8GFJXR2	evaluation	1714
A3J0PEV0ONBTFR	evaluation	971
A15CL28ALB7MTZ	evaluation	10825
AFLO03MVE0R9N	evaluation	18820
A3H1WO77ING6CW	evaluation	14657
ANB6K82JIWGYL	evaluation	15677
A2FEGS2537L31Q	evaluation	14814
A3BT5ZLAZ87H1Q	evaluation	16738
AJSP0Y4BE8K18	evaluation	13623
A3IKCAI3QWDYER	evaluation	7096
AAMJ8WHRHFZ9J	evaluation	6117
A2058UP7ATXFOF	evaluation	6591
A2SXGR38BJR47M	evaluation	307
A20V63L3YDQQ5J	evaluation	15590
A1HF5RG10CVEHJ	evaluation	9768
A23BDL5BB8QUC7	evaluation	6764
AJI3NFOTQ78ZZ	evaluation	10716
A3339OATDLL33V	evaluation	4431
AT9WSNXH6URZF	evaluation	15889
A3G5VUKCE2AH25	evaluation	846
A24VUKKAKYAOC0	evaluation	8551
A2B9HOG5EZJ8PE	evaluation	14390
A2JI3ASA64PRAG	evaluation	8775
A1YNSXMIBMQ7UO	evaluation	1420
A3GWJTIM8AW719	evaluation	1963
AY3MC7XLLC0XU	evaluation	1195
A3ITP8ZBMZ2TL0	evaluation	8792
A2XUQN9HUD6ISG	evaluation	694
AT9ES1WH99FVB	evaluation	8605
AAPNQBUYETGW0	evaluation	13792
A3MRUIKOIGZ6QY	evaluation	19139
AVB2DLGITM3JH	evaluation	8519
A3EU633MXFIID9	evaluation	5871
A22GN1A0DVRPXI	evaluation	15419
A2XBE812RSFZO7	evaluation	15817
ATZXHAOOXZ9WX	evaluation	4541
A22QATUZUP01TT	evaluation	4843
A11YV8Y3CIA8L7	evaluation	12393
AUVOMF6CMI4O6	evaluation	11144
A1GJHYOS9T56GR	evaluation	12053
A1GCNWD2PA81ED	evaluation	6096
A265IEMG2K5R4W	evaluation	7560
A1B4420QVZ30GW	evaluation	16595
ASLHOMCVQI6BM	evaluation	3723
AWE13F1HOCZNT	evaluation	6334
A23Z8PIFQ5X1ZO	evaluation	14934
A1ZPIYFT6VHWIF	evaluation	14821
AXNOIG99M4JF5	evaluation	16965
A2V98TS4QDDCG9	evaluation	19026
A2ROZ4TYFKRQU1	evaluation	15241
ASGI7E0AJ8H5X	evaluation	8437
A3IMALU0RM8UT9	evaluation	18676
A2JG550V9O0FAA	evaluation	15212
A1IQ68HCRAHUJ5	evaluation	3480
A1SEAZNKZMSISH	evaluation	17832
AMU1IWV06E4CI	evaluation	18572
A36YE2N1UFF8YV	evaluation	7357
A2NE43Q65Y4YXS	evaluation	3136
AY3G8FBP9WYWQ	evaluation	18151
A3Q09XODDLORO2	evaluation	13728
A2RF8O3ELEMVIZ	evaluation	4527
A1VLYYD1QODB21	evaluation	9866
A3SJRKF1WBYK1I	evaluation	1336
A11I0O5WQXMIMC	evaluation	4878
A2DNYSS0OX4BBZ	evaluation	817
A3P43VFKPJ3X8K	evaluation	11870
A9XMQ24ZKXYSN	evaluation	3431
A1RC4TUKQWOTCH	evaluation	17610
A3A63TGHMFOXKI	evaluation	5059
AQRR2GLPFWZ4I	evaluation	11792
A29J1L8UCIQD9M	evaluation	16112
AGFW667QNHDOY	evaluation	17094
A1G8USRY17IR1X	evaluation	8003
AZWMJ41IZ8IUT	evaluation	9748
A2QN89JM2YS782	evaluation	17211
A3377VCOYETG7	evaluation	685
A7K24ABDFNIUQ	evaluation	8944
A2IVZ0IEQ1VADB	evaluation	9806
AKW9PX75BIILO	evaluation	18475
A3UX3UDVQ9OHLI	evaluation	18636
AGYCKFRAADW8N	evaluation	17381
A16ZNEZKMB6NYB	evaluation	3653
A30H51HPRD3C55	evaluation	8273
AVSM76EX7ATBD	evaluation	6406
A3FFHFJ9FWOECM	evaluation	18637
A3NIG4M8VUDSQP	evaluation	16178
A3FUMBQUF0BPD6	evaluation	12690
A1K7RG0AT4I3DN	evaluation	17205
A1RNDGTZFERX2G	evaluation	15603
APX4245TU3JU3	evaluation	1579
A1VQHK3MVKYCR2	evaluation	6251
A2WI15EXYOWBK	evaluation	4982
AWCX0EDFH2G8K	evaluation	17098
A2XKC0QMG2CEO4	evaluation	18929
AMYTL79JMGQ6D	evaluation	8300
A3DK6M48M3F2DZ	evaluation	14630
AEZ3FJYSPOR3	evaluation	11795
A09557243VFA5RMUZO6M1	evaluation	3218
A1XX2MLQ672JXX	evaluation	12400
A1M6P39FC6ZJRO	evaluation	11677
A2N60M7SVP445L	evaluation	725
AGG9C66TOLJZB	evaluation	7311
A85TJ9LFD21IU	evaluation	3884
A2V1BW9DH9ZD46	evaluation	2684
AU11R9QF65EH3	evaluation	6680
A3240EHV7FGBXM	evaluation	9648
A220BV8ZG8845W	evaluation	7414
A304GDTPL2UX7O	evaluation	18444
A21GEQROTZD533	evaluation	7838
A2Z2RKOFT8BZW6	evaluation	1088
A2IHY39623CN1O	evaluation	8048
A3LM3ARJMBPBNZ	evaluation	13435
A370MTCXERT0UU	evaluation	2668
A2B31JDSVV476K	evaluation	17548
A2GCDS5DOZSG6Q	evaluation	7398
A32WY3RGFMW9O1	evaluation	144
A1Q9BDNMSQCXZH	evaluation	3477
ALUXGLXBC5ZYT	evaluation	10336
A2I21JWEDYT9E1	evaluation	13269
A2J8I1U42G91QE	evaluation	1071
AFZEOGWDNCGDW	evaluation	8621
A33PTUBRDPEIYG	evaluation	16106
A21QLF43FLA9DE	evaluation	2820
A3FI4WZ8EQTRS5	evaluation	2225
AJR8OLVMD39I7	evaluation	18361
A3IWDTBF3M230Y	evaluation	14992
A20N9RBXNIPZ4I	evaluation	3514
A11O7SSDZ5CRTB	evaluation	7115
A2RUBYLIM3T9CH	evaluation	12686
A1OZRZCVFONZ7P	evaluation	1099
A1EZAZVC9Z8FTI	evaluation	14697
AQ9QDQKY1BA6M	evaluation	2843
A1KYXIBRJS2JE9	evaluation	17577
A1VGK3COVO5R0U	evaluation	16467
A2SRJ900P3AG73	evaluation	14361
A31OESX3HDY3GF	evaluation	1782
A3EM243NDJ4DF3	evaluation	5584
A16W6SJE8TXL8P	evaluation	10561
AE24ZJRHI2DU8	evaluation	882
A2HLLS2V3KH6SD	evaluation	14928
A2XGB3EHCOT3F1	evaluation	6259
A3DQN9Y059YUNK	evaluation	17399
A34NSOJG7VU5PR	evaluation	7187
ADBUCOBPEOL15	evaluation	18894
A2S7IP5VH3OQHH	evaluation	17280
A13KOB3MV0UKP4	evaluation	8221
A9NFFAZF3LIB2	evaluation	14417
A29UNXK7F3S93L	evaluation	7779
AHDDHIMMU1WNX	evaluation	1602
A3769AU4TO6JSF	evaluation	14817
ATCNPH85QAOTR	evaluation	8633
AQMBHW0H7J153	evaluation	10727
A23U3LVRGB72U	evaluation	16396
AU0CHKF1W1BO9	evaluation	18624
A30YP1B6XWP3S4	evaluation	1163
A3ITVS1WQT6WI3	evaluation	8022
A2EU7LVM8UIFPJ	evaluation	4873
ACCH8EOML6FN5	evaluation	6475
A25KNXATIIKTWJ	evaluation	1779
A3EB16F6T5X1OL	evaluation	4100
A1W6UX2HQ0IRW1	evaluation	4163
A1F5H0JZUN2E44	evaluation	16883
A2ROUR4KIDYCW4	evaluation	19175
A2ZUYKW78KFFSD	evaluation	14589
A1WMDGXKYWP0CR	evaluation	10890
A1IP0AXGD8TRW5	evaluation	10908
A26XIJUJK1KRL0	evaluation	17685
AIMKLEP03OI8H	evaluation	10670
ADYK8JALTTYE3	evaluation	8424
A3CNL2EG5ARWL4	evaluation	406
A2R0QQI2QCLJUK	evaluation	5772
A14TUWXDA5WQ7W	evaluation	4547
A13SNBVKQ39KNM	evaluation	18945
A1S73WZTW3PP8M	evaluation	7329
A37DENG8BBSJFQ	evaluation	18317
A7D30TV2LEG6F	evaluation	2450
AHO3SL52Y5JE4	evaluation	18668
A2QSLO51UFKCBO	evaluation	4229
AIKEJSZUM0BFC	evaluation	5332
ASRNMG5FGWFHW	evaluation	12960
AHUH4WDS3H9HD	evaluation	19363
A1JEB27VDLXC9F	evaluation	4429
A1H8R02GMT1NIC	evaluation	18523
AZ3FKUJ7C6P1W	evaluation	9865
A1XFW14PYW3GUC	evaluation	4006
AL9AIKY39N66E	evaluation	15734
A2UEXRSRBUBTNX	evaluation	16285
A3JAITM5A93M0U	evaluation	17466
A6KFZA97MC0PN	evaluation	1821
A1NKKF4W2LHF6M	evaluation	19331
A291SUNXAOKE3V	evaluation	667
A1C61SUAZAOLGO	evaluation	17760
AO2TFYR7UQ8EF	evaluation	2825
A1FVN9AUS01AWN	evaluation	7354
A7GDXTJJOOAJJ	evaluation	4542
AZY33L9MH0CKK	evaluation	12821
A2V247ZQT9OJIT	evaluation	16072
A3HAA7H8PBVM78	evaluation	16199
AOGRRFDXUJIAT	evaluation	10227
A2YYMX9NJ70NU3	evaluation	7104
AJKEEF2VCD9NJ	evaluation	16345
AVE45KUJQ8OL4	evaluation	13368
A1F86CLPN2CQ8I	evaluation	11258
A3K0LATK2OE49G	evaluation	14845
A2K1BWGPFJX9E6	evaluation	10619
AVXEQQVUY6HNH	evaluation	15904
A2EIODKT7EDOC4	evaluation	7716
AKU34T4PBS7K1	evaluation	8804
A3SGGDXCGUJXRR	evaluation	7174
ASDCYQT0UQ1ZF	evaluation	1646
A3NYKHD0CE645Y	evaluation	8304
A2ACUSH4GCVIQM	evaluation	12533
A2VAIHJJ0KV28S	evaluation	6324
A3MGS0LSJOXLTB	evaluation	7712
A14CW5YAG08MO6	evaluation	11625
A2RWQD4RA3ECUV	evaluation	5009
A229HWN7ZXG2WH	evaluation	18973
A2V1J3JT5OOZFO	evaluation	7130
A28HE4C4MTNO9B	evaluation	14262
A29PRP6GDC9GL9	evaluation	2274
AHQ3KEA6VM3IJ	evaluation	5829
AXUMQ3L9HBYTR	evaluation	14967
A2RODT7X53PN3H	evaluation	18532
A3PLM6HCW1XXD8	evaluation	7457
