user,stratum,target,history_length,full_hit50,target_tail,selection_hash,newest_item,oldest_item
A37XBQWYQ1N1FF,tail_hit,B001DOBMC2,12,1,1,02b21bd238dd26f8c46773abf67457d2f2d6a1d4ba4755c70ce0421acab0469b,B00DW4FJYS,B004SPZXVE
A2NYHXSYSAKGI9,tail_hit,B00E8HYIFE,4,1,1,02e94fa93bae962e6e53836c0dc5af0f93757e957435d64b373ec50fb563fbbf,B009ACK5JA,B00004UBH3
A1Y6T2Y0G307A8,tail_hit,B009ACVUDU,3,1,1,02f083b3a2dd8d628dac9cf0acc0df684e7910204f0422fc859b08cf43926d64,B009ACQ0WQ,B0009XBYHQ
A3EOR8KDVSEIPC,tail_hit,B00009AVLV,3,1,1,0325f2aa1fd3c104d0f4f3d03a2dd3e03876f2536b65dccc9f391db5707bea13,B0006HCW3A,B00000GBQJ
A2M1863O652DNZ,tail_hit,B0027VROWC,3,1,1,03d3d40eafaa2e832087da030ce3053fcc148e6ecc18d0ef2c2d1b4fd34fced2,B0011TN7QI,B000FFRZYE
A3J0Q0HXJ24NHE,tail_hit,B007U7M0KE,6,1,1,040f08c01bc5fba58ea95ce11f33de3b860f3c4a93cbe6f14e1e846a6f0f303c,B007U7M02C,B007U7M0L8
A6879F1Z2OQVX,tail_hit,B0033VTVXA,4,1,1,0461d45a827c88581cb6d65ccacba9e80d303bf680bcd54cf16479d1c0b3b338,B002L3TS5M,B000WE4JKQ
AECUU0SL4L6TH,tail_hit,B004QPRG5C,3,1,1,04885d448dcdfc59d752604a4075676099f5fef5685f5cbcb7bceb365709fdac,B0037UP9GU,B000VCE3Z0
A1J496W6UVEYB2,tail_hit,B0023TCKEK,4,1,1,05012f20f0279823ed2eeb8de464a4536aecb63d1b4cf101c48cf12302ed4ca2,B001FCOYEK,B001NVAEM4
A3U9LCXD8K2036,tail_hit,B0042RU06G,3,1,1,0538c05b1bca824639c61ef8f4e490edea3e4f510e4b92b8a4f098ed66dd1cf1,B002YQU0T4,B001JTDL1Q
A1IQ2BN84E9QA1,tail_hit,B005OT55D4,5,1,1,0551d313bb3903a4f854d5c965a78d28b16db0787dc1f396baddc30c95cd71b9,B004QJLA9Q,B004HHKFIY
AV3PSI43UN140,tail_hit,B00BOZAD3O,5,1,1,05719b7d179c9bbc5bfca63df2493b02a51e57dfba8c9efb62a15fa62aace335,B00BOZ4C36,B006WYKZX0
A1OT5EB0PKZVDU,tail_hit,B00H64YYWS,3,1,1,05764a7a234fd89428e9f39b7e4447e0ecbfc28017b0a17a4579ebbe8e1614b2,B00H64U77Y,B009MDU3CG
A1XBMV24O4XUTO,tail_hit,B00BVED8KI,7,1,1,058d3365f41b6da73ec65a824318b15f06d774c3dcc75c81d21e3a267c639781,B003IKMR0U,B001CNS2L8
AEB8O1VX9TE5J,tail_hit,B009ZTUG2Y,3,1,1,059f0fca04b10070e655a39293e94a9de0b5f960cf0a572aa0261eacdcf63777,B007XPLI56,B004SGORU6
ATJ029FA4QER1,tail_hit,B008B68IUO,3,1,1,06252d3aa6304ef41efc00e973e4265be0dae13f2cf45af5a64fe76d6e4215cb,B008B68IN6,B008B68HPU
A1T8N18XKDLJO4,tail_hit,B00CFOD6OQ,19,1,1,063a4197be0d56e6383d6d0a61071130f3836ed1d072932b36d1617e059c6001,B00C6PXLMQ,B0015KVAEE
A3QD7VWBD470D2,tail_hit,B00EDBZ58E,18,1,1,067f6728183e73abb30eb7b40a113c5d36e164146ba0566ece9fd6c26680e1cc,B00EDBYHRO,B004FH9FF0
A2T6UCE94P1BSZ,tail_hit,B0090HDMW2,4,1,1,068d06e2b5172d2e7a9763b3b239cbe0bc36df16439dfb7a1d2b335425e8d371,B0090GWU7Q,B0090GWSWS
A1P07F0FW7U9OO,tail_hit,B003FPODGO,4,1,1,068e7d4bda475b8d3aab81ea4a645c1f0b5fa72090e92376ebfa529aaf261070,B002WB1770,B001R6W4KA
A1SE6TN4EGB7W6,tail_hit,B00C4Y4434,4,1,1,069a56292fb0a98efe399dd10b358e5b4018c54281caf4ec26f76751dab36779,B00C4VFXF0,B00C6PWXDY
A37T48TM9WA9X0,tail_hit,B004K9CHR6,4,1,1,06f8bc70f1504c1990f9139dedc4fa79a8d8b067cd5a92c45f7176a996724f10,B003VRPCDY,B00005RF5D
A1PDL4Q6X3CVHO,tail_hit,B0001CU0Q6,4,1,1,070a39649363ea9c14fe93683c4925f41a78e02fcd73addc741b931bd5878c4a,B001ENH3WU,B000GFZMYS
A13TQCPGBIZHGQ,tail_hit,B00C58ICBO,3,1,1,0776644b08c8100a49b2a00335a5800b79c3a7899aa22490b7cdb775bb026bf1,B00C58IAFC,B008HUHPA8
A33851IQ5SZMG4,tail_hit,B00C16YZ2U,5,1,1,079946a6e1fc2da2dee591a4f8144bc66693aba7ed41b2c79cc092c606040ad3,B00C16YYW6,B008R7BVTM
A1RWKNH4Z3W1ID,tail_hit,B005E7A28E,6,1,1,07a7653dc1059aa70974a8485d7bb64e2dbade6eced0b6f2de894a849e645547,B005E7A21Q,B00005ICC4
A2WA94ESPYZF0J,tail_hit,B001TM26XW,6,1,1,07b96341bbbf004671a4442804048e64a5f6226fe0999e79051e44b5ecfab55d,B001TK3LPQ,B000M6B61E
A2EXJQRLIUU4UJ,tail_hit,B00ERZNRO0,4,1,1,0823774950cf33f4bea37d3e4ad2d8068c08fa391cf10d82f3014dd951fba010,B00ERZGLT8,B009Y96PDO
A3LMYO16SPUTPJ,tail_hit,B007IG0TF0,5,1,1,089182cf217a3832e5e9715a21e57a265ff90a97d94cada417eea2ead0ff20cc,B007IG0TDM,8499000606
APAIN6XWEABKJ,tail_hit,B006CD32IG,6,1,1,0899279b05f270d46f2f702dc90373d04a8cc98cd5d6dc28061fe2acda735402,B006CD313M,B004NDSZUC
AN7AELA3YHNZK,tail_hit,B000MLAKGQ,11,1,1,08eece7ee7ba876c6214ec0cd6052d22be0bb2e8ac9c6defc4c2144ebc7180cd,B000GBMHAY,B000935KN0
AWLEYLUD5KOJS,tail_hit,B001GWQAGO,4,1,1,090b3d310f5489b056f6bfaebeebd27216acc7613c3f66aed2015e198eab945c,B001GWIB52,B0002HRVJO
ATPQLA9R6H4BQ,tail_hit,B00C74HWSU,8,1,1,0918882dd1193a35d91ea650b9339a18e40871a4d3059469020b73bf9a65db02,B00C5XBAOK,B008KDZO8M
A3234ITFF99TO2,tail_hit,B004MZJ9YC,7,1,1,09334d0e6d7907c28e7ee6594d2312e2dbc682402d252bf19ba35820450c05d0,B004FKZOV6,B0019I8OOQ
A3682Q1P1DZEPJ,tail_hit,B007Y7WY24,5,1,1,0956c5f4e86b68744793dd74f8cc394a6ea3b9f3f3cefba23074f5f026e7f7e2,B003C1FO5U,B008BABU1Y
A311QT2NYDS6UD,tail_hit,B00CUDE2G8,3,1,1,098565a214d7ca6c26bf187608e6e2ef802e157ca19494347d34c2320544a710,B00CUDE2EK,B00840L9XK
A1JD8OINVTICIN,tail_hit,B0060GDYJC,3,1,1,098841d436897cffec72b394881ed123ffde68dd379402f3f6ef70512464c152,B004R2DS9C,B002NECEVE
A38P7WIHDN62TF,tail_hit,B00713LRDS,6,1,1,09bfea1c4ddf9cd50f2994291de9b054bbb951ce19515720eb82099d6d91c8af,B00713LJC2,B004Y7Q806
A3N3DCYO2X3Q05,tail_hit,B000TQXNKE,4,1,1,09cb1a097673cceef156a65fed85512e550c4e8d3cecdc5fbe9a9a261c648089,B000S8CX7M,B000067BID
A1RQCHEUH50KQU,tail_hit,B00BYPG57W,4,1,1,09cd823320c75b4eb116df073b6734da2fd293376ddca8882f02a90051763056,B007IW0HME,B0043KJW5M
A2OV9WUKLZHJEW,tail_hit,B00030LQK0,5,1,1,09de2ed690f475264d793c3f5b8f8ec170b70fbe1a3849b7ee21b2fd3a8e6e30,B00030LPWY,B00024ALZS
A3M7YXF4H84X5V,tail_hit,1589942981,7,1,1,09e760bf22e098e8a24cf70516c49db2134d41cc5f5b70b33f66f6be0f4b2e19,B004JEGKGQ,0975277324
A3643PGL1V9Q7L,tail_hit,B004OSRHV4,4,1,1,0a36014c63801951e1bb9341ac4465016de267c0363bdadf17030c9f94ff097b,B004HL0A12,B001GQ4PX0
A3U4KMKSO3OWU1,tail_hit,B005PNOLZ2,3,1,1,0a54d585fa77c8dc25513c28b5ceff3900c11d87e94575e69feaecb100b99e6a,B0042T4FA6,B002UHNWCE
A2JVH8SM0HB9QX,tail_hit,B00062X6LC,8,1,1,0a587997cbd07e5deb3a71f436f82cd7f15ccacfcb5305bd8de116dae1ccfca9,B00068S82I,B00062X6KS
AH3YDMM67FS3S,tail_hit,B001ENH60O,5,1,1,0a65fdd6653472f0fcd98a71844199b01342661863419bfc1a034d24e937fade,B007VEOI0Q,B001CBWCFC
A2CQPE55ACXIJD,tail_hit,B00381A1OI,6,1,1,0a8e4059f2c18a672d5ab2d6e3a328f8c68d24a6330ef7327fa0e3d1fa80313a,B00381A1NE,B000VO3GPG
A3HUOLUSKJV56M,tail_hit,B002WJI64E,4,1,1,0a927f40c789d59cfeee34bb28f08be4d92ec8ab4f939d8b371c773018b73e91,B000LGZHDS,B000LGXP64
A11VQ0T0RHR4BC,tail_hit,B004RQ64Q2,3,1,1,0b24575a5c0e0dd238519934c9cf14539de0de04f6ea7167773fab864962144a,B002WJI60S,B000BNCA4K
A12HV5F53N137I,tail_hit,B004KKX80K,3,1,1,0b567d0ef767271f571cecdc68c818f24e44b2c8bb09ef71f8986e00327edef9,B00670VHW2,B004774X5U
A3NV53Q5KT8QC9,tail_hit,B00021H92Y,15,1,1,0bc66c029eede643461b99016bd72919468255ca90e64b62b164a92918fb77a3,B004YEFPVW,B00000IRTH
A37XQ1R7WFPXXP,tail_hit,B00417ZMB0,13,1,1,0bdd3552eb0b6b0dd9ce39c2c66529bea3d8c4e6305300cfcb270d7e5bf40b17,B0015KSU9W,B0045H0L1W
A1KWNP9T3HH0SF,tail_hit,B00DMV4CRG,5,1,1,0bdd645118579db5fae39d8b72250f94883b643ef2729dd646fe66d45684de78,B00CYFEXDY,B00DV60RLM
A3UZO391QQGAIX,tail_hit,B002I4OTA8,5,1,1,0be18cc348820b49eeeaad9c9990c0d5845399d0ceeccaef5f823f5796588e1e,B001GGRBU4,B004617DEU
A1HFG50HXQN9W6,tail_hit,B00ED2O7ZA,4,1,1,0c0922ec694c83431a3cf69bb6a8b86dfa076ebfcbcfd59862e3bc4ab3beffcf,B008L4ZQWY,B002VC2T5O
A3M6I2ZQ9KTPKH,tail_hit,B00E571HKG,3,1,1,0c10982555f54094a48e99698853f956a47a227663406418b7a6fc6efbe62d60,B00E571HLK,B003I86CQ2
A1NN8Q1DLAYPGH,tail_hit,B00ECV4YRS,20,1,1,0c27dc10f9027ab065acad3ae253167b780971902f407d878ed321d3467b14ad,B00F5Y4AH0,B0007YDBDC
A168O2YKPE9BE8,tail_hit,B006HEIK6Y,20,1,1,0c2f56e40d99a6108fd8835c1c87b65a145f6c7f183f73c4dc64ea8f1fffda28,B001PIJEBW,B004JQKXF8
AWWGHXFRFPF55,tail_hit,B00840L9WQ,3,1,1,0c719ee7f8c0ffc85ea0aaf5a7c1098bf534b710c4b386111dc26fbc277a7c36,B00840L9O4,B0060S315W
AW02ZXLX043RP,tail_hit,B0090FV7QW,3,1,1,0c9e3d14d72c7d756ad32fca4a27dd80f2b3842dc35e3950981cabad6df33aa6,B00AA0Z6LI,B000GKATXM
A2LDVKGU2ND1AO,tail_hit,B000P3908A,4,1,1,0ce2638a01a0137577dee6af6f2b566db928905a21b249c0ce0e1003e0fc3577,B000MUQ2FU,B0001X2XE2
A2Z610QN7YLLVU,tail_hit,B004RQ64Q2,4,1,1,0d27380de2679f717007e32c107cf37cebb062b8683f66de489e3cf2fab78cba,B004QXY4ZE,0975277324
A1R06A22VYAX3U,tail_hit,1616615362,6,1,1,0d927711db1f79a812e5f7e24b93e31f737c061ab370e33c6bff2b33bf60a5d1,1616615354,1616613769
A3SMV35531YME,tail_hit,B00EDBYB4S,11,1,1,0d9d612d1aa7f3dc45a5c164ba497131cbbad1beb5f839b813f2bf36624566c6,B00FBWFVK6,B00804BDCM
A2EBY3L99H90YY,tail_hit,B0007YDC0E,3,1,1,0dac97b862ca7843d09d3782b6140b666c384b96fe7b977b4ba30bcb57b2413e,B008AG5WHW,B00270WHQG
AEVX44BWYA6NS,tail_hit,B00AZZFT6A,5,1,1,0dcbf13976d43794e9d14923e423dad15f20aee09f38c1cb5400918efbcbfcc5,B00AZZFT4M,B0076TRVGO
A12HI8X1Y0NU6O,tail_hit,B004SKX884,3,1,1,0de157e90bb7b5a9703793f9f51f9ea1d0e44ec0eb52cf0e35f2cc6f5d471f47,B004SKQNDQ,B00083HJ26
ATP8I8FJA2HRB,tail_hit,B006YWPPTO,7,1,1,0e0662cd5753787bd5e8b81f10a667136b6da28319790e5a3101f8ecc7a8238c,B0076TRVGO,B004INGVJ4
A22YUFT9K4SGYD,tail_hit,B007HVGNVU,7,1,1,0e3bac3adf523681cbf6beaf4247899779dad98da976ebcefbca78d74712e077,B007HVGD6K,B001XCXARE
A1JEA7U282WD4,tail_hit,B006SLYAUQ,3,1,1,0e3c41747c023f24b2f5b462b1cc451809777e5076142a828f4880d9275aa886,B0047X1LOK,B000GT5ZQY
A29BPMJI0ZYH4H,tail_hit,B00GSPFC36,17,1,1,0e72d9233e78bfc976a7b403ca7a52dfe04335120908e5a4107ada8622a9deee,B00GSPFC2M,B004MUGWKG
A32XUAP93FVPC8,tail_hit,B00HWH3LPU,5,1,1,0e76e1c68c40d6849084fcf26997c1706578b537cb2c05475b7d5aac5b5dc93a,B00C6Q5S44,B005G3VDIO
A2QUBJUGBUFA5A,tail_hit,B003A0GTRA,4,1,1,0e7b3d12a11004738f63e5f66270cdbbe8ce80584780f10fb5bf4c3826fe6bd1,B003A0GTN4,B001T9OVLK
A26I8RW155YET,tail_hit,B009LY72LQ,5,1,1,0eaa4b01d8466b39df5161ad91f11133e096b19f23e019fd4b4bafc6d7343dc7,B008410BOW,B006O6ETHY
A1AR1WF1CKGA9J,tail_hit,B000NMPMTO,3,1,1,0ee3fa3f10f13d81cfd5dfcfa31d6c915757a5491b196d8f6681818016165436,B000ICNZR0,B003KYTT7S
AE2IONBYO8GP1,tail_hit,B004KGTM90,6,1,1,0f2924cda831e08bf510b6201af78c4aebec952d1be52480315de01b8618a04a,B00487TU20,B004OGBNJ8
A2QFTJAT1D5PIL,tail_hit,B00BSN0K1C,7,1,1,0f3cc10999f9d21575529add0595422c696c36a4d085aba47f241e2582bbb6b5,B00A7QEIBO,B004FEMYW4
A2MKY6T9KE7I54,tail_hit,B00CANHVZ2,5,1,1,0f51a33f7697916b6abbf7dd891907315848e33133dc56fd3b5b24b2e4c9fee0,B00CANHVUC,B004O0TOK4
A1WYA1209F7AKV,tail_hit,B0081Y6QC8,3,1,1,0f550ee284087c7176d644df61b41294603ca1da892d2d7b2be29091a55d4fc0,B006R6ERLE,B00BJ7K2SI
A2M06O71QQGODU,tail_hit,B00178I916,6,1,1,0f6003490bbba65d6fd25dc58d7019d248c5abd7ab17cfafd33afca461d79ec5,B000YENR4S,B0006IRTU0
A1ZTE3K3EN4TS3,tail_hit,B00ECV4DBA,17,1,1,0f78c51d2a3017611f2abf379b8219b58010f76a6594ea81571491fbe0a8a2e0,B00I2V01HQ,1933318430
A1HZVR1NO0C9Z8,tail_hit,B008DBZC88,9,1,1,0f7cac1ae71ac0665bd59012df2a86b37296e166ae5aba366643c89b2775d9d3,B008132JES,B000809OAO
A1KF73Y4KJ34TK,tail_hit,B000BX4TTO,16,1,1,0f9923573893d8edcb9e30cf1348305a84536be62b8bd027dce77876a86a77c2,B0007VVGX2,B0006OCF8K
A2QWHEI914GHRZ,tail_hit,B00GJSWDG6,9,1,1,10031498263e0a5672ad10bd4f99de8100761ebe3b69375c41d95e5734d0b69b,B00GJXICV6,B00B60I9DI
A233PJBTEB72BG,tail_hit,1556347782,4,1,1,10702a8b79239695f76c7f72c4c6bb9abe8173883bfa78901a92ec9f0990990a,1556345542,B0015SDZNU
A1IC0HZ35M0406,tail_hit,B0045WV4G8,4,1,1,10951a77b74742a8cb5e20aedad0095567a1a25021e34e970328c2cb2d1f290c,B002QBDPTY,B0012QVOVA
A11A7KJ96IPL2E,tail_hit,B005TKMCMU,3,1,1,10b22908e9519adaf67ef07aa9b6b52f21f085541611391d276a3ea15900f3dc,B004KKX82I,B0034G4FH6
A1R25OC51QOOJ,tail_hit,B004CLZUSA,5,1,1,10d0aa33eef0394c799da9fde3eec4850e20a17affe39094382056ec636abe8e,B003H9MSQ0,B0006NAQ64
A1HKBGI59UP6IM,tail_hit,B0043WCAPY,4,1,1,113d0bd3f598fc953b9ab5c183d9029e61e4ccc0b62a7f62f17905fd98ba9a70,B0043WHUBS,B000GX40PW
A2BAT0VUGGPP3S,tail_hit,B007IW0HME,4,1,1,114427491cd09766749349fde3fec45ccccaff848460fe13b385c362027f6a2c,B0055CAF6M,B000UB81ZU
A149ULJYQZUF4L,tail_hit,B00BGAA3S2,4,1,1,11901d317ecd25796098bb1c03a6f1195ff13c8d6c7272b5cc370c9d4e33e061,B00DUARDFC,B00B98HG18
AXT30975SM6MK,tail_hit,B00CEQ1HQE,3,1,1,11d7adba9ad18888b77e43d248498e55b13e149c0254a345add5d694be07347a,B00C6PSJOG,B0067F7RLM
A2DEASVNI2RHUX,tail_hit,B003O3FYP6,3,1,1,121fd74f317e3fb05dd746c2b4ca20ce08661232596bb8a2984dda6a2bf1d289,B003DSIBVQ,B0051MMFRS
A346YRPUO0OCCL,tail_hit,B00322ZZOE,3,1,1,12660f8b95dae70f59d430e0251524c648f6b77dffae10eb230440593433744b,B000HAVGMY,B002UQ39EQ
A1BOJE4E44MYW6,tail_hit,B00004U3E3,4,1,1,126857b23fc641680693582114a239c497da41923d0942ef701e1638b1d3efd4,B004TAYRQ0,B000308FS6
A1IM0QKWXDATVD,tail_hit,B004Z7H1OW,4,1,1,126ed470ef6f6062b4e598d5b2ab3f506b1348a2190f50ac4084cddde5fda577,B004MWN0Y0,B0006N6UPU
AJZAFUKN6FFZJ,tail_hit,B00BK8VQ04,3,1,1,12c17f0202160bb75791aba5456bcda305fecb755d04bff287650116838b2260,B005HN70GM,B0015DEDEK
A2II66WGDUGUS0,tail_hit,B00C4VFOSQ,4,1,1,12cf70008503491fdb3eee675c8072f4206b32498a877f62330e64d139c6e0ea,B0039QM1MC,B000N5QNSK
A1X4JO8EJ1U5BR,tail_hit,B003TTMD54,9,1,1,12fc5d8f7c040fc8ff20a8df57830bd20d86a28b18c81c9f6fa74d9120d5123e,B002WJI66C,B00000IWHF
A3K9CDK8A2RV3T,tail_hit,B0076TRVCS,3,1,1,1319240964eabcb3c9cd64611e888d0b337291cc44e1f655aa8e05cd22a06974,B006YWPPTO,B004D28JP4
A1ODJ1ZDA8ZI52,tail_hit,B00C6Q4HEQ,3,1,1,13374a1f42f4007d7e5c69fd6748005dd13affc28e441870b9bba723be896be3,B004LH2ATC,B001BQYLNY
A10GEMYI2G9WZ,tail_hit,B00G69PTKK,4,1,1,13475df58570b4e7c81602fa457223c0ba0db55f1d1eb0408c4af5ea06309716,B00G69PTHS,B00CFELU2G
A12MAAMTXFZ9Y5,tail_hit,B0073RQMBY,5,1,1,136b960d5c84e69bdde96a710bdc87f4ce9506c8a5286d976e3ac4e084825271,B0073ROFWM,B000231FAE
A18EORJUFYO2WE,tail_hit,B006OBH98U,11,1,1,13a4a25e5432581081109cbbac70ac9f025c92fbb51ab6ec2a435cb846c8a91c,B0060QX5FA,B0001X2XE2
A1P0JSFW184ZXJ,tail_hit,B00F6T8NX6,20,1,1,13e225cc402bfc583025596c7ca47d71530e62b319178131c052108abd7abf9c,B00EDBYHPQ,B008KGR356
A3N6SJVJNOJ6YK,tail_hit,B00BX07OF0,5,1,1,13f23e96b8406bb46a8afd9a09a4c72b868a8f38547d0c61135cf7949da43b0f,B00BWZXDTC,B007WW434I
A2XWY5S9AA7L8H,tail_hit,B00C74HY88,3,1,1,13fd7006fc124081c6f557e153e3bf75c15e6f17507bfc0eb2368973ea975c68,B001W2WKS0,B004MWJLDY
A1R674BJHYLRBJ,tail_hit,B00F4WMA4I,3,1,1,14343d6004356d24aa6ab3e84408693b1ab5e935b3c98a3f13687ff436832363,B00DPK11ZA,B00F4WMAAW
A3HLA9LC90HEMF,tail_hit,B0085Y3X3Y,4,1,1,145aff44ed6b4ab98812fa1ebd37746c1eea6f60d3beb2199752f41ec581f60d,B006Z78LBW,B000NO9GT4
A3CPGJHGWYHQW,tail_hit,B001E21V9M,8,1,1,14b68398862271d87249a1e05f025a2614ad260f7496eb2884165fb6a19a4177,B000L70MQO,B000059EI9
ABVBZVILR1FYB,tail_hit,B005JR5RCA,4,1,1,14c2a73b6e4fa6fc661a1720ac169fe998ab2432b3f74000528bd3e04a3f75bc,B005JR5QFI,B002WJI60S
A1PVYZTM7IL8LV,tail_hit,B00C58ZQJA,4,1,1,14e0c77329bc421ac5dde0bc01a6aa53102783d2d6927722d3d475d9f103a2a2,B00C58ZQFO,B004NWOHLE
A1VGDYL61GF579,tail_hit,B006O6EMGC,3,1,1,14e0e791a1b0c6e6755ba0bdf88854d0262cfabe151bafe3ac61f57554eae50c,B0098REK9S,B000BVCKKG
AJN88DR6GHOAC,tail_hit,B00HESBQOK,8,1,1,14e30430bec755ecebad5ce0a7be59f613a1479941cd7464daae104b7c52d9c3,B00EKHE1JA,B007OOJJ1G
A1O9RJQRQBGZAS,tail_hit,B007KZ70L0,8,1,1,150b43717ea4b8ea60381b84421274d87f1e7ba1e879bd353cc00cfd6c32b36a,B006WYKZX0,B0009UBS2K
A2CWANTNE71TOS,tail_hit,B007RM5CN4,4,1,1,151f318a4cf822d5efe314613131a0b25648dcca079c65e5262ba68c14aeb7aa,B007RM5CO8,B005XTLG8S
ATWZHPZMF0BCF,tail_hit,B0081MYU1E,8,1,1,1529a0ed54abc3cef59f92c51dbc06819b53a7764582bde3fdf23aace22b2a9f,B0081MWEYE,B001TK3LTW
A1YOQN53DWPSP8,tail_hit,B003Y2U1AU,9,1,1,153ea4a70012e3dfa227bb6189d60e1396297a9539e83081c1c068a70d189ac3,B003ASHZUC,B000JLDJBW
A3V9OU9EJJH2W6,tail_hit,B0053FJKGM,4,1,1,159eea015853aef36d57bb69587f3e796812a6fd22dcdc61db2701137f781494,B0053FJK8K,B003FBVCAS
A26HTPPUD3X1ZS,tail_hit,B000MWY9IK,5,1,1,15a2c50cd952967bbf6a163a16b93c861fc2159d655927a46c20b0b83d43fa7d,B000MWX9MW,B00004WKVF
A16P6SVABHU8N,tail_hit,B000067818,11,1,1,15b4a4a7d8c09ad5e7b1799c19730e00d38e2869c3e5c50fabea75ea77b1b317,B00005MA07,B00005BHK3
A1CQZK2IBJ9HQ9,tail_hit,B00G69QG66,3,1,1,15c7c97d713cd836dbdf57cebd53749f10c0a4c3da9b0e3c4c2106876c35adc0,B00ECV4DD8,B00ECV4DCO
A1NV70AKIDNIBL,tail_hit,B00ECDRBHQ,3,1,1,15ccc4042953889b6a4c20cdef50a8621b517a3765705d60cac659f979b51de5,B0096EGFGO,B00CP5NSGG
AGHXULILPQ80Z,tail_hit,B00B2AXDVA,13,1,1,15ce6a76524d2009a4f79a23207e4a60d5e589005e28b6c548efe1ceef72abd1,B00DKCHZA8,B0035EQDW2
AW5JSQCHC2ZJO,tail_hit,B00EAHXYDO,20,1,1,16080f6b4474488971e6f8a968f3a51bda0d3efe082fec5f58a6feb090494ca2,B00416LP4E,1933318996
A28S4MC198E19Z,tail_hit,B00BVED8KI,10,1,1,1608c710970fa007623ef627b563c85c74418550527ba5599cd5e24545ea3df5,B00B4ECHJI,B002GJMOUC
A33NVJHMCLIBLQ,tail_hit,B00C6PVVNM,9,1,1,16362a5999efade283d9c8aa42a04dca960e090123d44194a6f2176843a543ab,B00C6PVN6C,B003I85V2I
A1DDQ71X3MUE69,tail_hit,B00E748GJW,5,1,1,1669fabaf3ae61aa0856a4ba74eecaf328586fdc506923f5aa0c7e0b66634fa5,B009JBCF5Y,0992251656
A25VNU7C7VL0QV,tail_hit,B00H64YYWS,3,1,1,168e01a99a687a3c109e7b44588090320cb24b2617cbc13e37b3bc6060c63fb6,B00H64U77Y,B009MDU3CG
