user,stratum,history_length,lp_full,lp_coarse_only,lp_minus_link_ids,lp_minus_cf_ids,lp_minus_all_fine_ids,lp_matched_0,lp_matched_1,lp_matched_2,lp_matched_3,lp_matched_4,lp_matched_5,lp_matched_6,lp_matched_7,raw_link_harm,matched_control_effect,adjusted_link_echo,metadata_benefit,raw_cf_harm,raw_all_id_harm
A2PIGZCDGM4NJ7,tail_hit,3,-0.003828073386102915,-3.381887912750244,-0.005271553061902523,-2.0346450805664062,-2.1728079319000244,-0.0035380565095692873,-0.00328414817340672,-0.0037786432076245546,-0.0036267798859626055,-0.003694541286677122,-0.0037664840929210186,-0.0036773155443370342,-0.003632752923294902,-0.0014434796757996082,0.00020323318312875926,-0.0016467128589283675,1.2090799808502197,-2.0308170071803033,-2.1689798585139215
A1ZIDT0XJA10IR,tail_hit,3,-0.27754807472229004,-5.635488033294678,-0.260046124458313,-5.794608116149902,-6.078066349029541,-0.26232510805130005,-0.30981913208961487,-0.304208904504776,-0.2912013828754425,-0.29796257615089417,-0.31126242876052856,-0.2748192846775055,-0.29736992716789246,0.01750195026397705,-0.016073018312454224,0.033574968576431274,-0.4425783157348633,-5.517060041427612,-5.800518274307251
A3U0S17XYK8XMJ,tail_hit,14,-1.2083699703216553,-2.812352418899536,-1.2242439985275269,-2.4640302658081055,-3.461848020553589,-1.3002947568893433,-1.079184651374817,-1.0586745738983154,-1.2144536972045898,-1.1937916278839111,-1.1872934103012085,-1.2852771282196045,-1.2086490392684937,-0.015874028205871582,0.017417609691619873,-0.033291637897491455,-0.6494956016540527,-1.2556602954864502,-2.2534780502319336
A36SJGHQRKW92R,tail_hit,3,-0.28649666905403137,-2.860961675643921,-0.2092292308807373,-1.3558590412139893,-1.5428550243377686,-0.26264768838882446,-0.2597360610961914,-0.25950127840042114,-0.25438618659973145,-0.32004696130752563,-0.24635985493659973,-0.26322218775749207,-0.25026798248291016,0.07726743817329407,0.021975643932819366,0.0552917942404747,1.3181066513061523,-1.0693623721599579,-1.2563583552837372
A19OB162NGPFV4,tail_hit,3,-0.9023737907409668,-2.943721294403076,-0.930863082408905,-2.5069403648376465,-2.541290283203125,-0.8887073397636414,-0.8813711404800415,-0.943731963634491,-0.8783164024353027,-0.8520437479019165,-0.895358681678772,-0.8899626731872559,-0.9876960515975952,-0.028489291667938232,0.00022529065608978271,-0.028714582324028015,0.40243101119995117,-1.6045665740966797,-1.6389164924621582
A1P5KXK4E68DBI,tail_hit,3,-0.16989412903785706,-2.062286853790283,-0.14105278253555298,-0.9761055111885071,-1.0943694114685059,-0.18531282246112823,-0.16985304653644562,-0.14612632989883423,-0.15856574475765228,-0.16400231420993805,-0.18352708220481873,-0.15257176756858826,-0.20143702626228333,0.028841346502304077,-0.0002803876996040344,0.02912173420190811,0.9679174423217773,-0.80621138215065,-0.9244752824306488
A1LYDMJ55BBQJB,tail_hit,3,-1.0216872692108154,-1.3270238637924194,-1.0062059164047241,-1.0747202634811401,-0.992020308971405,-1.0104787349700928,-1.034548282623291,-1.0667712688446045,-1.0757023096084595,-1.0107285976409912,-1.0347988605499268,-1.0154763460159302,-1.0635029077529907,0.015481352806091309,-0.017313644289970398,0.03279499709606171,0.3350035548210144,-0.05303299427032471,0.0296669602394104
A37XBQWYQ1N1FF,tail_hit,12,-1.0341147184371948,-2.1521077156066895,-1.0698508024215698,-2.5773022174835205,-2.454599380493164,-0.9737350344657898,-1.0702412128448486,-1.053257942199707,-0.9910839796066284,-1.0619447231292725,-1.0378338098526,-1.0319875478744507,-1.046860694885254,-0.035736083984375,0.000746600329875946,-0.036482684314250946,-0.3024916648864746,-1.5431874990463257,-1.4204846620559692
A2NYHXSYSAKGI9,tail_hit,4,-1.3085064888000488,-1.770117163658142,-1.3361318111419678,-1.1475516557693481,-1.0640515089035034,-1.1882981061935425,-1.2282934188842773,-1.235994577407837,-1.2530272006988525,-1.2956393957138062,-1.3821005821228027,-1.290122389793396,-1.2155073881149292,-0.027625322341918945,0.04738360643386841,-0.07500892877578735,0.7060656547546387,0.16095483303070068,0.2444549798965454
A1Y6T2Y0G307A8,tail_hit,3,-0.26329880952835083,-1.5923410654067993,-0.29879435896873474,-1.1670795679092407,-1.230581521987915,-0.3142305910587311,-0.27609169483184814,-0.2780488431453705,-0.22606877982616425,-0.2593299448490143,-0.28959891200065613,-0.328254371881485,-0.29003849625587463,-0.03549554944038391,-0.019408894702792168,-0.016086654737591743,0.3617595434188843,-0.9037807583808899,-0.9672827124595642
A3EOR8KDVSEIPC,tail_hit,3,-0.7120044231414795,-2.578845500946045,-0.7629226446151733,-2.5402004718780518,-2.495485544204712,-0.7216962575912476,-0.7096731066703796,-0.7168124318122864,-0.667685866355896,-0.7468909025192261,-0.688700795173645,-0.7067217230796814,-0.6422468423843384,-0.05091822147369385,0.011950932443141937,-0.06286915391683578,0.08335995674133301,-1.8281960487365723,-1.7834811210632324
A2M1863O652DNZ,tail_hit,3,-1.1751872301101685,-1.5376914739608765,-1.2502892017364502,-1.601876974105835,-1.6189454793930054,-1.2278845310211182,-1.1818735599517822,-1.222470760345459,-1.1584889888763428,-1.177267074584961,-1.2214133739471436,-1.1355817317962646,-1.202288269996643,-0.07510197162628174,-0.015721306204795837,-0.0593806654214859,-0.0812540054321289,-0.4266897439956665,-0.4437582492828369
A3J0Q0HXJ24NHE,tail_hit,6,-0.5090042352676392,-1.5926487445831299,-0.47147369384765625,-1.2640396356582642,-1.260500192642212,-0.5415245890617371,-0.46429410576820374,-0.4919051229953766,-0.503757119178772,-0.5237823724746704,-0.5426265001296997,-0.4814072549343109,-0.5210760831832886,0.03753054141998291,0.00020759180188179016,0.03732294961810112,0.33214855194091797,-0.755035400390625,-0.7514959573745728
A6879F1Z2OQVX,tail_hit,4,-0.9700934886932373,-1.02835214138031,-0.9933562278747559,-1.0525578260421753,-1.067899465560913,-0.950800359249115,-0.9454643726348877,-0.9767891764640808,-0.9414446949958801,-0.937491238117218,-0.9106335639953613,-1.009464979171753,-1.007003664970398,-0.023262739181518555,0.010206982493400574,-0.03346972167491913,-0.03954732418060303,-0.08246433734893799,-0.09780597686767578
AECUU0SL4L6TH,tail_hit,3,-1.367405891418457,-2.573435068130493,-1.357024908065796,-1.352898120880127,-1.3113484382629395,-1.3717601299285889,-1.3860111236572266,-1.3869520425796509,-1.3983596563339233,-1.4254190921783447,-1.4320536851882935,-1.43700110912323,-1.462615966796875,0.010380983352661133,-0.04511570930480957,0.0554966926574707,1.2620866298675537,0.014507770538330078,0.05605745315551758
A1J496W6UVEYB2,tail_hit,4,-0.5247522592544556,-1.4858195781707764,-0.5370886921882629,-1.9265868663787842,-2.030266284942627,-0.49079960584640503,-0.47113460302352905,-0.49674496054649353,-0.48177585005760193,-0.4845944046974182,-0.46367350220680237,-0.500565230846405,-0.5307272672653198,-0.012336432933807373,0.034750331193208694,-0.04708676412701607,-0.5444467067718506,-1.4018346071243286,-1.5055140256881714
A3U9LCXD8K2036,tail_hit,3,-0.7440112829208374,-1.6716457605361938,-0.7808974385261536,-1.6130460500717163,-1.6977475881576538,-0.695110023021698,-0.711992084980011,-0.7414629459381104,-0.7039757966995239,-0.7587383985519409,-0.7792472243309021,-0.7053002119064331,-0.8596633672714233,-0.03688615560531616,-0.00042497366666793823,-0.036461181938648224,-0.02610182762145996,-0.8690347671508789,-0.9537363052368164
A1IQ2BN84E9QA1,tail_hit,5,-0.5751146078109741,-1.2038952112197876,-0.556759774684906,-0.7247691750526428,-0.9006893634796143,-0.5806660652160645,-0.5691233277320862,-0.6068771481513977,-0.6210464835166931,-0.5750965476036072,-0.5946589112281799,-0.6275681257247925,-0.5997149348258972,0.018354833126068115,-0.02172933518886566,0.04008416831493378,0.30320584774017334,-0.1496545672416687,-0.32557475566864014
AV3PSI43UN140,tail_hit,5,-0.18544864654541016,-3.443970203399658,-0.20811614394187927,-2.263965129852295,-1.9362850189208984,-0.19921265542507172,-0.1739892214536667,-0.16155581176280975,-0.1741771548986435,-0.18600742518901825,-0.22566524147987366,-0.18336915969848633,-0.1791103631258011,-0.022667497396469116,6.276741623878479e-05,-0.0227302648127079,1.5076851844787598,-2.0785164833068848,-1.7508363723754883
A1OT5EB0PKZVDU,tail_hit,3,-0.003828073386102915,-3.381887912750244,-0.005280808545649052,-2.035667657852173,-2.171964168548584,-0.003913086839020252,-0.0038939982187002897,-0.004127573221921921,-0.004312773235142231,-0.003649668302386999,-0.0033620367757976055,-0.004483526106923819,-0.0036909226328134537,-0.0014527351595461369,-0.00010112478048540652,-0.0013516103790607303,1.2099237442016602,-2.03183958446607,-2.168136095162481
A1XBMV24O4XUTO,tail_hit,7,-0.5913593173027039,-0.31939107179641724,-0.5730032324790955,-0.3049582540988922,-0.32193946838378906,-0.552997887134552,-0.6046899557113647,-0.6121209263801575,-0.5974437594413757,-0.5556865930557251,-0.5784861445426941,-0.5625139474868774,-0.5881434679031372,0.0183560848236084,0.009848982095718384,0.008507102727890015,-0.002548396587371826,0.28640106320381165,0.2694198489189148
AEB8O1VX9TE5J,tail_hit,3,-0.6951901912689209,-1.5346959829330444,-0.5778138041496277,-1.5037851333618164,-1.3333499431610107,-0.6566332578659058,-0.6832174062728882,-0.6760916709899902,-0.6995630264282227,-0.745424747467041,-0.7009578943252563,-0.7233633995056152,-0.661809504032135,0.11737638711929321,0.001807577908039093,0.11556880921125412,0.2013460397720337,-0.8085949420928955,-0.6381597518920898
ATJ029FA4QER1,tail_hit,3,-1.1657353639602661,-1.3242542743682861,-1.186501145362854,-1.2024977207183838,-1.1189587116241455,-1.1381008625030518,-1.1545450687408447,-1.1750825643539429,-1.1413230895996094,-1.1625075340270996,-1.1710091829299927,-1.1520004272460938,-1.172265648841858,-0.02076578140258789,0.007381066679954529,-0.02814684808254242,0.20529556274414062,-0.036762356758117676,0.046776652336120605
A1T8N18XKDLJO4,tail_hit,19,-0.8773126602172852,-1.926028847694397,-0.8198946118354797,-1.1005243062973022,-1.3727564811706543,-0.8493434190750122,-0.8364030122756958,-0.8801469802856445,-0.8774586915969849,-0.8837816119194031,-0.8813580274581909,-0.8442171812057495,-0.8714874982833862,0.05741804838180542,0.011788107454776764,0.045629940927028656,0.5532723665237427,-0.2232116460800171,-0.49544382095336914
A3QD7VWBD470D2,tail_hit,18,-0.41797739267349243,-2.5852653980255127,-0.5072417855262756,-2.000786542892456,-1.8932517766952515,-0.4090706706047058,-0.4035932123661041,-0.41464701294898987,-0.3925132155418396,-0.41115230321884155,-0.41380906105041504,-0.4396424889564514,-0.44019389152526855,-0.0892643928527832,0.002399660646915436,-0.09166405349969864,0.6920136213302612,-1.5828091502189636,-1.475274384021759
A2T6UCE94P1BSZ,tail_hit,4,-0.8964681625366211,-1.2003151178359985,-0.9939352869987488,-0.8159642219543457,-0.7374656796455383,-0.8972482085227966,-0.9368693232536316,-0.904259979724884,-0.906611442565918,-0.9177713990211487,-0.8982874751091003,-0.8876829743385315,-0.9261264801025391,-0.09746712446212769,-0.012888997793197632,-0.08457812666893005,0.4628494381904602,0.08050394058227539,0.15900248289108276
A1P07F0FW7U9OO,tail_hit,4,-0.6943377256393433,-1.9364659786224365,-0.6893060207366943,-1.408055305480957,-1.5613958835601807,-0.6871355772018433,-0.7231408357620239,-0.6879585385322571,-0.6629520058631897,-0.6980771422386169,-0.6835254430770874,-0.6901649236679077,-0.7363141775131226,0.005031704902648926,-0.0018208548426628113,0.006852559745311737,0.37507009506225586,-0.7137175798416138,-0.8670581579208374
A1SE6TN4EGB7W6,tail_hit,4,-0.498015820980072,-1.388305902481079,-0.44482940435409546,-1.8344100713729858,-1.6568059921264648,-0.5138527154922485,-0.5078755617141724,-0.5154598951339722,-0.48897475004196167,-0.50987708568573,-0.493319034576416,-0.4851667284965515,-0.5100643634796143,0.05318641662597656,-0.0050579458475112915,0.058244362473487854,-0.26850008964538574,-1.3363942503929138,-1.1587901711463928
A37T48TM9WA9X0,tail_hit,4,-1.2026348114013672,-1.1526471376419067,-1.2224457263946533,-1.4002635478973389,-1.3478543758392334,-1.1680190563201904,-1.1717150211334229,-1.2511403560638428,-1.209709882736206,-1.2207893133163452,-1.193117618560791,-1.1918747425079346,-1.2478301525115967,-0.019810914993286133,-0.004139706492424011,-0.01567120850086212,-0.19520723819732666,-0.19762873649597168,-0.1452195644378662
A1PDL4Q6X3CVHO,tail_hit,4,-0.9525464773178101,-2.511260986328125,-0.9764114618301392,-2.5465331077575684,-2.3954265117645264,-1.0484511852264404,-0.9859697222709656,-0.9894866943359375,-0.9926885366439819,-0.8841381072998047,-0.9576339721679688,-1.0305382013320923,-1.00286865234375,-0.0238649845123291,-0.03392540663480759,0.010060422122478485,0.11583447456359863,-1.5939866304397583,-1.4428800344467163
A13TQCPGBIZHGQ,tail_hit,3,-0.48146677017211914,-1.0043485164642334,-0.4547089636325836,-0.9743419885635376,-1.0787969827651978,-0.4860285818576813,-0.5116872191429138,-0.545577347278595,-0.5116174817085266,-0.5085824131965637,-0.4731113314628601,-0.5838394165039062,-0.5482204556465149,0.026757806539535522,-0.039616260677576065,0.06637406721711159,-0.07444846630096436,-0.49287521839141846,-0.5973302125930786
A33851IQ5SZMG4,tail_hit,5,-0.03586427494883537,-0.4045509099960327,-0.030235832557082176,-0.32461878657341003,-0.3716675043106079,-0.031705621629953384,-0.034474585205316544,-0.031124385073781013,-0.030675211921334267,-0.03189381957054138,-0.03374588489532471,-0.04036300256848335,-0.03180262818932533,0.005628442391753197,0.002641132567077875,0.0029873098246753216,0.032883405685424805,-0.28875451162457466,-0.33580322936177254
A1RWKNH4Z3W1ID,tail_hit,6,-0.6461402177810669,-1.881614327430725,-0.6563000679016113,-1.053508996963501,-1.39957594871521,-0.6432619094848633,-0.6353472471237183,-0.6636432409286499,-0.660330057144165,-0.6437004804611206,-0.6499208807945251,-0.6515677571296692,-0.6502192616462708,-0.010159850120544434,-0.0036086365580558777,-0.006551213562488556,0.48203837871551514,-0.4073687791824341,-0.7534357309341431
A2WA94ESPYZF0J,tail_hit,6,-0.7794984579086304,-0.38496237993240356,-0.7650914192199707,-1.092862606048584,-1.1375812292099,-0.7436174750328064,-0.8500760793685913,-0.6011484265327454,-0.7762444019317627,-0.7511707544326782,-0.8080695867538452,-0.7296839952468872,-0.8141804933547974,0.014407038688659668,0.02022455632686615,-0.005817517638206482,-0.7526188492774963,-0.3133641481399536,-0.35808277130126953
A2EXJQRLIUU4UJ,tail_hit,4,-0.004884918220341206,-7.175583839416504,-0.005081814713776112,-7.770074367523193,-8.261690139770508,-0.00583199318498373,-0.005332230590283871,-0.00654955580830574,-0.006153696216642857,-0.006299890577793121,-0.0047660511918365955,-0.005063042510300875,-0.005328467581421137,-0.000196896493434906,-0.0007806977373547852,0.0005838012439198792,-1.086106300354004,-7.765189449302852,-8.256805221550167
A3LMYO16SPUTPJ,tail_hit,5,-0.24969959259033203,-0.9764946103096008,-0.26634109020233154,-1.0988184213638306,-1.2495414018630981,-0.2479151338338852,-0.2435765415430069,-0.2510160505771637,-0.23066680133342743,-0.28261151909828186,-0.28357404470443726,-0.2456703633069992,-0.2537320554256439,-0.01664149761199951,-0.005145721137523651,-0.01149577647447586,-0.2730467915534973,-0.8491188287734985,-0.9998418092727661
APAIN6XWEABKJ,tail_hit,6,-0.874595046043396,-1.4491078853607178,-0.7231836915016174,-0.6533414721488953,-0.827826976776123,-0.8713487386703491,-0.8456028699874878,-0.8782913088798523,-0.949476420879364,-0.847486674785614,-0.909704864025116,-0.8924154043197632,-0.9242822527885437,0.15141135454177856,-0.015231020748615265,0.16664237529039383,0.6212809085845947,0.22125357389450073,0.04676806926727295
AN7AELA3YHNZK,tail_hit,11,-0.9141188859939575,-0.7297235131263733,-0.9594553112983704,-0.9210003614425659,-0.9176782369613647,-0.890123724937439,-0.9285324811935425,-0.905558705329895,-0.9364997744560242,-0.9261707067489624,-0.9576592445373535,-0.9262003898620605,-0.8826084136962891,-0.04533642530441284,-0.005050294101238251,-0.04028613120317459,-0.18795472383499146,-0.0068814754486083984,-0.0035593509674072266
AWLEYLUD5KOJS,tail_hit,4,-0.8013781309127808,-2.26088285446167,-0.530457615852356,-2.068333625793457,-2.105886697769165,-0.8251530528068542,-0.896631121635437,-0.7599902749061584,-0.8005879521369934,-0.8038917779922485,-0.8567546010017395,-0.8873874545097351,-0.8486522436141968,0.2709205150604248,-0.03350292891263962,0.3044234439730644,0.15499615669250488,-1.2669554948806763,-1.3045085668563843
ATPQLA9R6H4BQ,tail_hit,8,-0.3584001660346985,-0.10908930003643036,-0.35472410917282104,-0.7719347476959229,-0.717961311340332,-0.35994479060173035,-0.3375043272972107,-0.36466288566589355,-0.3675438463687897,-0.3762301206588745,-0.38476651906967163,-0.3512144982814789,-0.39973002672195435,0.0036760568618774414,-0.009299460798501968,0.01297551766037941,-0.6088719964027405,-0.41353458166122437,-0.35956114530563354
A3234ITFF99TO2,tail_hit,7,-1.0904573202133179,-1.5952999591827393,-1.160752534866333,-1.3573501110076904,-1.3372479677200317,-1.0743252038955688,-1.118297815322876,-1.1031367778778076,-1.0905498266220093,-1.0295919179916382,-1.144753098487854,-1.1274513006210327,-1.0569791793823242,-0.07029521465301514,-0.002678319811820984,-0.06761689484119415,0.2580519914627075,-0.26689279079437256,-0.24679064750671387
A3682Q1P1DZEPJ,tail_hit,5,-1.1238752603530884,-2.007063388824463,-1.179649829864502,-2.321284532546997,-2.379472255706787,-1.113084077835083,-1.0573148727416992,-1.0965887308120728,-1.1210272312164307,-1.0960466861724854,-1.12234365940094,-1.1387336254119873,-1.0805859565734863,-0.055774569511413574,0.020659655332565308,-0.07643422484397888,-0.3724088668823242,-1.1974092721939087,-1.2555969953536987
A311QT2NYDS6UD,tail_hit,3,-0.080482617020607,-1.4860481023788452,-0.07478219270706177,-1.6043031215667725,-0.7305908799171448,-0.08040426671504974,-0.07530669122934341,-0.10118082910776138,-0.0827324390411377,-0.0832870826125145,-0.07380155473947525,-0.0813976377248764,-0.08666405081748962,0.005700424313545227,-0.0026142019778490067,0.008314626291394234,0.7554572224617004,-1.5238205045461655,-0.6501082628965378
A1JD8OINVTICIN,tail_hit,3,-0.6351264715194702,-9.291581153869629,-0.5286209583282471,-8.351802825927734,-8.192484855651855,-0.6445410251617432,-0.6311876773834229,-0.6030149459838867,-0.6172265410423279,-0.5815461874008179,-0.6846575736999512,-0.6566926836967468,-0.6190260648727417,0.10650551319122314,0.005389884114265442,0.1011156290769577,1.0990962982177734,-7.716676354408264,-7.557358384132385
A38P7WIHDN62TF,tail_hit,6,-0.9489336013793945,-1.6733264923095703,-0.9205154776573181,-1.5978988409042358,-1.805732250213623,-1.0075937509536743,-0.9844399094581604,-0.9191249012947083,-1.0146514177322388,-0.9766548275947571,-0.8950391411781311,-0.9566256999969482,-0.9436149597167969,0.028418123722076416,-0.013284474611282349,0.041702598333358765,-0.13240575790405273,-0.6489652395248413,-0.8567986488342285
A3N3DCYO2X3Q05,tail_hit,4,-0.9141280055046082,-2.525176525115967,-0.8595098257064819,-2.4898521900177,-2.4957385063171387,-0.8485125303268433,-0.8559932708740234,-0.9085418581962585,-0.8631466031074524,-0.8736546635627747,-0.9022839665412903,-0.8997195959091187,-0.9205073118209839,0.05461817979812622,0.030083030462265015,0.024535149335861206,0.029438018798828125,-1.575724184513092,-1.5816105008125305
A1RQCHEUH50KQU,tail_hit,4,-0.48202404379844666,-0.3839576840400696,-0.6258510947227478,-0.5774967074394226,-0.7405223846435547,-0.4636457860469818,-0.47068873047828674,-0.45111069083213806,-0.4614645838737488,-0.48796001076698303,-0.5271769762039185,-0.5189810991287231,-0.493027925491333,-0.14382705092430115,-0.0022329315543174744,-0.14159411936998367,-0.3565647006034851,-0.09547266364097595,-0.25849834084510803
A2OV9WUKLZHJEW,tail_hit,5,-0.2316848337650299,-1.1805646419525146,-0.09973221272230148,-1.2998603582382202,-1.3133429288864136,-0.21817071735858917,-0.20903773605823517,-0.2310110330581665,-0.20601992309093475,-0.21892614662647247,-0.24684250354766846,-0.20744018256664276,-0.22171075642108917,0.13195262104272842,0.0117899589240551,0.12016266211867332,-0.13277828693389893,-1.0681755244731903,-1.0816580951213837
A3M7YXF4H84X5V,tail_hit,7,-0.9646113514900208,-1.036062479019165,-0.9725402593612671,-1.1234172582626343,-1.1128294467926025,-0.9428974390029907,-0.9428625106811523,-0.9437150955200195,-0.9440981149673462,-0.9433873295783997,-0.9501419067382812,-0.9468023180961609,-0.9465111494064331,-0.007928907871246338,0.01955936849117279,-0.02748827636241913,-0.0767669677734375,-0.15880590677261353,-0.1482180953025818
A3643PGL1V9Q7L,tail_hit,4,-0.9797553420066833,-0.5599153637886047,-0.9754111766815186,-0.6647464632987976,-0.6865525841712952,-0.9684514999389648,-0.970331609249115,-0.9541950225830078,-0.8548402786254883,-0.9335870742797852,-0.954554557800293,-0.9637535214424133,-0.9672091603279114,0.004344165325164795,0.033890001475811005,-0.02954583615064621,-0.12663722038269043,0.31500887870788574,0.2932027578353882
A3U4KMKSO3OWU1,tail_hit,3,-1.2130801677703857,-1.3715358972549438,-1.2695162296295166,-1.103524923324585,-1.0702513456344604,-1.2310004234313965,-1.2118351459503174,-1.345555067062378,-1.2282288074493408,-1.1417920589447021,-1.1483662128448486,-1.1827682256698608,-1.1973227262496948,-0.05643606185913086,0.0022215843200683594,-0.05865764617919922,0.3012845516204834,0.10955524444580078,0.1428288221359253
A2JVH8SM0HB9QX,tail_hit,8,-1.1822922229766846,-7.607870578765869,-1.1687251329421997,-6.530694007873535,-6.797630310058594,-1.1882951259613037,-1.1599832773208618,-1.1824244260787964,-1.1779714822769165,-1.1900988817214966,-1.1468104124069214,-1.195842981338501,-1.2378625869750977,0.013567090034484863,-0.002618923783302307,0.01618601381778717,0.8102402687072754,-5.348401784896851,-5.615338087081909
AH3YDMM67FS3S,tail_hit,5,-0.7932613492012024,-2.432743549346924,-0.817517876625061,-2.1375865936279297,-2.1439781188964844,-0.8763825297355652,-0.831867516040802,-0.7930958867073059,-0.7836297154426575,-0.8288244009017944,-0.8249071836471558,-0.8012261390686035,-0.7743308544158936,-0.024256527423858643,-0.021021679043769836,-0.003234848380088806,0.28876543045043945,-1.3443252444267273,-1.350716769695282
A2CQPE55ACXIJD,tail_hit,6,-0.3848787844181061,-1.48331618309021,-0.26428940892219543,-1.5789220333099365,-1.6796166896820068,-0.3662387728691101,-0.3840649425983429,-0.37712374329566956,-0.40361228585243225,-0.36684978008270264,-0.4246286451816559,-0.35764455795288086,-0.34579604864120483,0.12058937549591064,0.006633937358856201,0.11395543813705444,-0.19630050659179688,-1.1940432488918304,-1.2947379052639008
A3HUOLUSKJV56M,tail_hit,4,-1.0758594274520874,-2.5958473682403564,-0.8966375589370728,-1.7192926406860352,-1.606682538986206,-1.009372353553772,-1.03615403175354,-1.0330345630645752,-1.0873969793319702,-1.094751000404358,-1.0732768774032593,-1.0422056913375854,-1.0723984241485596,0.17922186851501465,0.01978568732738495,0.1594361811876297,0.9891648292541504,-0.6434332132339478,-0.5308231115341187
