sample_key,user_id,target_group,negative_item,source,exact_path_score,divergence_depth,legal_child_count,gold_child_logp,negative_child_logp,margin,deficit
A10C5CJK1YKGV0:8:B003H9MTJ6,A10C5CJK1YKGV0,tail,B0037UR28I,gram,-0.7499174475669861,0,30,-1.8320035934448242,-3.3314199447631836,1.4994163513183594,0
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B000BGT5YK,gram,-0.22824186086654663,0,30,-1.245660424232483,-1.3315330743789673,0.08587265014648438,1
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B007J3FBKU,gram,-0.5974528789520264,0,30,-1.245660424232483,-2.9388556480407715,1.6931952238082886,0
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B003JNYXNK,gram,-0.6454625725746155,0,30,-1.245660424232483,-3.5634474754333496,2.3177870512008667,0
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B00840L9O4,gram,-0.7811862826347351,1,44,-0.2420080304145813,-3.281921148300171,3.0399131178855896,0
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B007ADIGVU,gram,-0.786529004573822,0,30,-1.245660424232483,-3.3005309104919434,2.0548704862594604,0
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B0096T8YBI,gram,-0.8017406463623047,2,96,-0.12747253477573395,-3.2902591228485107,3.162786588072777,0
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B008B68J2Q,gram,-0.8021193742752075,0,30,-1.245660424232483,-4.608697414398193,3.3630369901657104,0
A10E3F50DIUJEE:13:B00C81LYH2,A10E3F50DIUJEE,head,B007LL7N4C,gram,-0.8057765960693359,0,30,-1.245660424232483,-4.561898708343506,3.316238284111023,0
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B00000ISC5,gram,-0.7361343502998352,0,30,-2.116276264190674,-1.8890422582626343,-0.22723400592803955,1
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B000N5QNSK,gram,-0.764613687992096,0,30,-2.116276264190674,-3.398521900177002,1.2822456359863281,0
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B000G99IJY,gram,-0.7664238810539246,0,30,-2.116276264190674,-3.219505786895752,1.1032295227050781,0
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B001B2TZV6,gram,-0.8332750797271729,0,30,-2.116276264190674,-3.077812671661377,0.9615364074707031,0
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B0006O8Q7Y,gram,-0.8409838676452637,0,30,-2.116276264190674,-1.8890422582626343,-0.22723400592803955,1
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B000YFSZU8,gram,-0.8606465458869934,0,30,-2.116276264190674,-1.8890422582626343,-0.22723400592803955,1
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B00012O42W,gram,-0.883399486541748,0,30,-2.116276264190674,-2.321136951446533,0.20486068725585938,0
A10WZLE7UNWS9S:1:B00006JZCR,A10WZLE7UNWS9S,head,B0006FSEOI,gram,-0.8914299011230469,0,30,-2.116276264190674,-1.8890422582626343,-0.22723400592803955,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,B00112CHCK,gram,-0.31071701645851135,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,B004S8F7QM,gram,-0.5962986946105957,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,B0038M5ILI,gram,-0.6205727458000183,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,1933054395,gram,-0.6239569783210754,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,B003D7F4YY,gram,-0.6314870119094849,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,B00000DMBF,gram,-0.6981615424156189,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,B0043KJW5M,gram,-0.7973344922065735,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A10Y058K7B96C6:2:B002DHC6FA,A10Y058K7B96C6,head,B00000IWD7,gram,-0.8047402501106262,0,30,-4.412677764892578,-0.4219244420528412,-3.990753322839737,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B002B0GUUQ,both,-0.2391015738248825,0,30,-2.655813694000244,-1.3692842721939087,-1.2865294218063354,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B00BM2V504,gram,-0.742753267288208,0,30,-2.655813694000244,-2.7010750770568848,0.045261383056640625,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B002AK5EUY,gram,-0.7459554672241211,0,30,-2.655813694000244,-2.6006569862365723,-0.055156707763671875,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B0057MGKO6,gram,-0.7643823027610779,0,30,-2.655813694000244,-2.6006569862365723,-0.055156707763671875,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B0010XAJI4,gram,-0.7790833115577698,0,30,-2.655813694000244,-2.6006569862365723,-0.055156707763671875,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B0060JVSTW,gram,-0.793561577796936,1,25,-1.3463497161865234,-1.1211967468261719,-0.22515296936035156,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B003DW92G0,gram,-0.8066592216491699,0,30,-2.655813694000244,-2.3512330055236816,-0.3045806884765625,1
A111LQTZTF63RL:4:B000MRGWRQ,A111LQTZTF63RL,head,B005J5ML2Q,gram,-0.8086565732955933,1,25,-1.3463497161865234,-1.1211967468261719,-0.22515296936035156,1
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B004XPIPSC,both,-0.3610210120677948,1,29,-3.065077066421509,-1.8476356267929077,-1.217441439628601,1
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B0057067SC,gram,-0.44936349987983704,1,29,-3.065077066421509,-2.5918333530426025,-0.47324371337890625,1
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B004RAHBCY,gram,-0.4644661843776703,1,29,-3.065077066421509,-2.526167154312134,-0.538909912109375,1
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B006O6EO92,gram,-0.5131828784942627,1,29,-3.065077066421509,-2.9091475009918213,-0.1559295654296875,1
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B006O6ES02,both,-0.5707420110702515,1,29,-3.065077066421509,-3.2213499546051025,0.15627288818359375,0
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B0060S31QG,gram,-0.5717008113861084,1,29,-3.065077066421509,-1.440416693687439,-1.6246603727340698,1
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B0058NTJSI,gram,-0.5905092358589172,1,29,-3.065077066421509,-2.388441324234009,-0.6766357421875,1
A113YFEZBA50IM:12:B008A224EA,A113YFEZBA50IM,tail,B008B68IMM,gram,-0.5958234667778015,1,29,-3.065077066421509,-2.388441324234009,-0.6766357421875,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B000MUQ2FU,gram,-0.5091028809547424,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B001RPWM7Q,gram,-0.5929310917854309,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B002YI6FC8,gram,-0.6498003005981445,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B000F3V2MW,both,-0.6779113411903381,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B001BX0BF4,both,-0.6828160285949707,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B00009ENDT,gram,-0.688093900680542,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B0016ISNW2,gram,-0.6914696097373962,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A116QZVZDPF8GK:1:B003BLQEFA,A116QZVZDPF8GK,tail,B000ZLSOOS,gram,-0.7256169319152832,0,30,-2.7023918628692627,-0.535620927810669,-2.1667709350585938,1
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B000TXPAAS,gram,-0.6145133972167969,0,30,-2.6822879314422607,-3.026362180709839,0.3440742492675781,0
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B001T0HGDE,gram,-0.6221675276756287,0,30,-2.6822879314422607,-3.5773112773895264,0.8950233459472656,0
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B00005BAHT,gram,-0.6770043969154358,0,30,-2.6822879314422607,-2.8632304668426514,0.18094253540039062,0
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B000096QNK,gram,-0.730985701084137,0,30,-2.6822879314422607,-2.762465238571167,0.08017730712890625,1
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B000ETRENI,gram,-0.7457079291343689,0,30,-2.6822879314422607,-2.762465238571167,0.08017730712890625,1
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B000EQGT00,gram,-0.7689374089241028,0,30,-2.6822879314422607,-2.260309934616089,-0.4219779968261719,1
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B0039X2Y1I,gram,-0.8029892444610596,0,30,-2.6822879314422607,-2.8632304668426514,0.18094253540039062,0
A12H774IJ9EWZI:1:B002WB490C,A12H774IJ9EWZI,tail,B001D0C70C,gram,-0.8147546648979187,0,30,-2.6822879314422607,-2.2463481426239014,-0.4359397888183594,1
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B001W32FHU,gram,-0.17749738693237305,3,2,-2.923032522201538,-0.055269960314035416,-2.8677625618875027,1
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B001W3HY8K,gram,-0.634022057056427,2,42,-0.3448559641838074,-3.1404168605804443,2.795560896396637,0
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B0038AI0PQ,gram,-0.6411622762680054,1,19,-0.154359370470047,-3.1617980003356934,3.0074386298656464,0
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B000NRTGRS,both,-0.6982479095458984,2,42,-0.3448559641838074,-3.5257813930511475,3.18092542886734,0
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B001W2YCYU,gram,-0.7144381999969482,2,42,-0.3448559641838074,-3.622953176498413,3.2780972123146057,0
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B0044UHKCI,gram,-0.7473214268684387,2,42,-0.3448559641838074,-3.7346246242523193,3.389768660068512,0
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B001W30EFU,gram,-0.7476931214332581,2,42,-0.3448559641838074,-3.395650625228882,3.0507946610450745,0
A12Q1DFSKXYC8A:2:B002743856,A12Q1DFSKXYC8A,head,B000BTNQVA,gram,-0.766029417514801,2,42,-0.3448559641838074,-3.9324967861175537,3.5876408219337463,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B00CFAA6FM,gram,-0.5779990553855896,0,30,-1.234683632850647,-1.5509182214736938,0.3162345886230469,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B00FAQVY5O,gram,-0.6186828017234802,1,24,-0.3545120358467102,-2.3563392162323,2.0018271803855896,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B000B8L48S,gram,-0.6263225674629211,0,30,-1.234683632850647,-1.5509182214736938,0.3162345886230469,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B005SZYFGC,gram,-0.6517987251281738,0,30,-1.234683632850647,-2.3414149284362793,1.1067312955856323,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B00B28IQ50,gram,-0.6573254466056824,4,9,-0.6509738564491272,-1.118640422821045,0.4676665663719177,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B00CI6J3HA,gram,-0.6719250679016113,0,30,-1.234683632850647,-2.7097582817077637,1.4750746488571167,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B00CI6J8KW,gram,-0.6719913482666016,0,30,-1.234683632850647,-2.7097582817077637,1.4750746488571167,0
A131CHPB837LF2:5:B00CXEXNL4,A131CHPB837LF2,tail,B009Q3J99A,gram,-0.6883642077445984,0,30,-1.234683632850647,-2.2498583793640137,1.0151747465133667,0
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B00804BDEU,gram,-0.5950358510017395,0,30,-2.743532657623291,-2.6754250526428223,-0.06810760498046875,1
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B0083V1IWM,gram,-0.664760947227478,0,30,-2.743532657623291,-2.9332375526428223,0.18970489501953125,0
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B006ROJJ2I,gram,-0.6904336810112,0,30,-2.743532657623291,-3.3138527870178223,0.5703201293945312,0
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B00804BDE0,gram,-0.6906213164329529,0,30,-2.743532657623291,-3.7249207496643066,0.9813880920410156,0
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B007BSYAVY,gram,-0.6976561546325684,0,30,-2.743532657623291,-2.2108941078186035,-0.5326385498046875,1
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B006O7XOOW,gram,-0.6993082165718079,0,30,-2.743532657623291,-2.0266976356506348,-0.7168350219726562,1
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B00804BDCM,gram,-0.7013304829597473,0,30,-2.743532657623291,-2.6754250526428223,-0.06810760498046875,1
A13QFODY9LMFDB:6:B0028AECR2,A13QFODY9LMFDB,tail,B0091P8K70,gram,-0.7065200805664062,0,30,-2.743532657623291,-2.0266976356506348,-0.7168350219726562,1
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B00C58ZRPS,gram,-0.3122718036174774,2,38,-2.7569079399108887,-0.46003103256225586,-2.296876907348633,1
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B00BN6QAXQ,gram,-0.3591824471950531,0,30,-0.8215951919555664,-1.9833307266235352,1.1617355346679688,0
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B00BN6QAWM,gram,-0.5876444578170776,0,30,-0.8215951919555664,-3.2823381423950195,2.460742950439453,0
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B002YNS0EY,gram,-0.6077184081077576,2,38,-2.7569079399108887,-2.2327094078063965,-0.5241985321044922,1
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B00CDGA68U,gram,-0.6134856939315796,2,38,-2.7569079399108887,-2.267310619354248,-0.4895973205566406,1
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B005E6UTP6,gram,-0.6177720427513123,0,30,-0.8215951919555664,-3.1843385696411133,2.362743377685547,0
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B004R1ZUNA,gram,-0.6580284237861633,1,29,-0.4923403263092041,-2.842521905899048,2.3501815795898438,0
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,B00CTUFWA2,gram,-0.7476248741149902,0,30,-0.8215951919555664,-2.773369789123535,1.9517745971679688,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B00BN6QAWM,gram,-0.40604719519615173,0,30,-1.6429307460784912,-2.17478346824646,0.5318527221679688,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B00BN6QAVI,gram,-0.7098934054374695,0,30,-1.6429307460784912,-3.5312554836273193,1.8883247375488281,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B00BRI99SS,gram,-0.7136067748069763,0,30,-1.6429307460784912,-3.3917863368988037,1.7488555908203125,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B00C6BWA8Q,gram,-0.7171816229820251,0,30,-1.6429307460784912,-2.094167470932007,0.4512367248535156,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B005XVCR48,gram,-0.7787161469459534,0,30,-1.6429307460784912,-2.094167470932007,0.4512367248535156,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B000JVJ8KS,gram,-0.7805063128471375,0,30,-1.6429307460784912,-2.712175130844116,1.069244384765625,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B00BQYR0KW,gram,-0.8234599232673645,0,30,-1.6429307460784912,-2.094167470932007,0.4512367248535156,0
A14CSXNBBT2I63:2:B009F7S3A8,A14CSXNBBT2I63,tail,B0075XNGGK,gram,-0.8285309672355652,0,30,-1.6429307460784912,-3.52945876121521,1.8865280151367188,0
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B004HFK6T4,both,-0.32616087794303894,1,20,-4.097825050354004,-1.5564815998077393,-2.5413434505462646,1
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B0002VIVJO,both,-0.35866937041282654,1,20,-4.097825050354004,-0.4309970736503601,-3.666827976703644,1
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B009NFFYJK,both,-0.3786330223083496,1,20,-4.097825050354004,-0.4309970736503601,-3.666827976703644,1
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B004HFGVCK,gram,-0.6587866544723511,1,20,-4.097825050354004,-1.5564815998077393,-2.5413434505462646,1
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B0001MIPXQ,gram,-0.7660186886787415,1,20,-4.097825050354004,-3.388097047805786,-0.7097280025482178,1
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B005AW85YG,gram,-0.7679236531257629,1,20,-4.097825050354004,-3.388097047805786,-0.7097280025482178,1
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B004HFIQVY,gram,-0.7924520969390869,1,20,-4.097825050354004,-0.4309970736503601,-3.666827976703644,1
A14D6IRQH3XH4B:5:B001QT44HO,A14D6IRQH3XH4B,tail,B00000JHX8,gram,-0.8002796173095703,1,20,-4.097825050354004,-0.4309970736503601,-3.666827976703644,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B005JFNE8G,gram,-0.17561770975589752,0,30,-4.659196853637695,-0.5483262538909912,-4.110870599746704,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B00B3YT030,gram,-0.5672881007194519,0,30,-4.659196853637695,-0.5483262538909912,-4.110870599746704,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B0039L0RXM,gram,-0.6213904023170471,0,30,-4.659196853637695,-0.5483262538909912,-4.110870599746704,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B008JNPBYK,gram,-0.6863300204277039,0,30,-4.659196853637695,-0.5483262538909912,-4.110870599746704,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B00112CHCK,gram,-0.7254304885864258,0,30,-4.659196853637695,-0.5483262538909912,-4.110870599746704,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B004Z7H14M,gram,-0.7703554034233093,0,30,-4.659196853637695,-3.290372610092163,-1.3688242435455322,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B0039S7NO6,gram,-0.7806634902954102,0,30,-4.659196853637695,-0.5483262538909912,-4.110870599746704,1
A14OHJ9ZMITW3O:5:B005VPRCQ4,A14OHJ9ZMITW3O,tail,B001JQY6K4,gram,-0.8031482696533203,0,30,-4.659196853637695,-0.5483262538909912,-4.110870599746704,1
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B0089RPUHE,gram,-0.4357496201992035,1,19,-0.4142371118068695,-1.6313239336013794,1.2170868217945099,0
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B007U7LZOG,gram,-0.5965880751609802,1,19,-0.4142371118068695,-2.926295280456543,2.5120581686496735,0
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B006ROJJE6,gram,-0.62448650598526,0,30,-0.6468496918678284,-2.6182050704956055,1.971355378627777,0
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B009PLLF9K,gram,-0.6591640114784241,1,19,-0.4142371118068695,-1.6313239336013794,1.2170868217945099,0
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B0084BPZES,gram,-0.678274929523468,1,19,-0.4142371118068695,-3.4155149459838867,3.001277834177017,0
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B006O6FKG8,gram,-0.7396069169044495,0,30,-0.6468496918678284,-2.682684898376465,2.0358352065086365,0
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B006ROJJCS,gram,-0.7438637614250183,0,30,-0.6468496918678284,-2.6182050704956055,1.971355378627777,0
A14X244VGHWPSX:20:B00804BDCM,A14X244VGHWPSX,head,B007J3F9UC,gram,-0.751002311706543,0,30,-0.6468496918678284,-2.682684898376465,2.0358352065086365,0
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,B000XQQHA8,both,-0.37773600220680237,0,30,-3.4167978763580322,-0.49445757269859314,-2.922340303659439,1
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,1556344732,gram,-0.5805200934410095,0,30,-3.4167978763580322,-1.3644107580184937,-2.0523871183395386,1
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,B0015IUACO,both,-0.6617194414138794,0,30,-3.4167978763580322,-0.49445757269859314,-2.922340303659439,1
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,1616611359,gram,-0.7438703179359436,0,30,-3.4167978763580322,-1.3644107580184937,-2.0523871183395386,1
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,1589944623,gram,-0.7515900731086731,0,30,-3.4167978763580322,-1.3644107580184937,-2.0523871183395386,1
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,B003S9W4AO,gram,-0.7526416778564453,0,30,-3.4167978763580322,-1.3644107580184937,-2.0523871183395386,1
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,B0015IPGD2,both,-0.8098706007003784,0,30,-3.4167978763580322,-0.49445757269859314,-2.922340303659439,1
A15JPYV0L19RF:15:B0002HZSQW,A15JPYV0L19RF,tail,1616611898,gram,-0.8262009620666504,0,30,-3.4167978763580322,-1.3644107580184937,-2.0523871183395386,1
A167KPMW1NBZJW:9:B006ROJIBA,A167KPMW1NBZJW,head,B0049ACJVA,gram,-0.4298482835292816,1,26,-3.4944870471954346,-1.866358995437622,-1.6281280517578125,1
