sample_key,user_id,target_group,valid_negative_count,hard_negative_count,deficit,minimum_margin,gram_rank,gram_hit50,history_gold_exclusion
A173U0ME12QKF4:3:B005VPRDUO,A173U0ME12QKF4,tail,97,8,1,-3.8636857867240906,,0,1
A175TVQLNLP30:8:B00134PM7I,A175TVQLNLP30,head,96,8,1,-1.4107246398925781,23,1,1
A17INQNCZ1HMHL:2:B00021H92Y,A17INQNCZ1HMHL,tail,98,8,1,-0.4135437607765198,2,1,1
A17IVVLE1X6JLV:6:B00000IV34,A17IVVLE1X6JLV,head,94,8,0,0.6246413886547089,1,1,1
A188JOXWF4EY1R:2:B004VCT14Y,A188JOXWF4EY1R,head,95,8,1,-2.0668658763170242,5,1,1
A1893YSU7AX0FE:10:B000GZCBFG,A1893YSU7AX0FE,head,90,8,1,-0.5606880187988281,6,1,1
A18ZYBZLR66IWK:2:B006J285CI,A18ZYBZLR66IWK,tail,80,8,1,-3.8542363345623016,22,1,1
A191KCBQAOA98R:4:B004813L0S,A191KCBQAOA98R,head,98,8,1,-1.8812789916992188,,0,1
A19FRW264WZTGP:36:B00CKH9QRE,A19FRW264WZTGP,head,97,8,1,-0.07984822988510132,3,1,1
A19WB4OO3EF0MM:32:B00000JIVS,A19WB4OO3EF0MM,head,97,8,1,0.07511138916015625,2,1,1
A1A9Q3CQA5Y28E:3:B000H0ZFY4,A1A9Q3CQA5Y28E,tail,93,8,1,-1.3591727018356323,,0,1
A1APO2NQTV9WDE:3:B003JNYXNK,A1APO2NQTV9WDE,tail,96,8,1,-3.0963404178619385,,0,1
A1B0IBG97OITZZ:4:B001ESQTUM,A1B0IBG97OITZZ,tail,98,8,1,-0.6221237182617188,17,1,1
A1B0N7WV5RR9VS:1:B000W3TD4Y,A1B0N7WV5RR9VS,head,99,8,1,-2.599475860595703,,0,1
A1BJ298NX637AP:5:B001BS1U90,A1BJ298NX637AP,head,96,8,1,-1.3974802494049072,,0,1
A1BVX2ZI4XUC53:4:B008GOMC6M,A1BVX2ZI4XUC53,tail,99,8,1,-3.174545407295227,,0,1
A1BYB242INO2TY:2:B00ABY8WNW,A1BYB242INO2TY,tail,90,8,1,-4.457508206367493,,0,1
A1BYJHK7RB7N7C:18:B001RPWM7Q,A1BYJHK7RB7N7C,head,96,8,1,-3.4047812819480896,30,1,1
A1C53OVW4MLJH9:2:B001G8J78Q,A1C53OVW4MLJH9,head,100,8,1,-2.3061065673828125,,0,1
A1DD9MSMEKYOVW:15:B000GYUXQQ,A1DD9MSMEKYOVW,tail,96,8,1,-3.6570014357566833,,0,1
A1DV02SC2PFU4A:3:B007QGINDC,A1DV02SC2PFU4A,tail,98,8,1,-1.5710525512695312,,0,1
A1DZWRVEPMW1UI:3:B004P98O6Y,A1DZWRVEPMW1UI,tail,98,8,1,-2.5424499809741974,,0,1
A1EN93VM9A31F0:7:B000OSHG6E,A1EN93VM9A31F0,tail,96,8,1,-1.2683717012405396,,0,1
A1FKSRD4UEA241:1:B0006MZL88,A1FKSRD4UEA241,tail,95,8,1,-0.8511514365673065,2,1,1
A1FN0L4YDJZW6V:1:B0002Q1XNA,A1FN0L4YDJZW6V,tail,88,8,1,-2.641904816031456,21,1,1
A1FO8H332S134J:4:B0009P5YXO,A1FO8H332S134J,head,94,8,1,-2.6153487116098404,44,1,1
A1FUC0J2RGHTQ1:1:B008B68IMM,A1FUC0J2RGHTQ1,head,97,8,1,-1.491073489189148,5,1,1
A1GI66TB54L2C3:3:B00AW6YB9S,A1GI66TB54L2C3,tail,89,8,1,-0.08735466003417969,4,1,1
A1H4IG6PK1O1MO:5:B0013M2KH0,A1H4IG6PK1O1MO,tail,91,8,1,-4.455211818218231,,0,1
A1HH29FVSTXJVA:1:9269808955,A1HH29FVSTXJVA,tail,98,8,1,-4.80738091468811,,0,1
A1HO0SKOCPX5OE:28:B004XODIOE,A1HO0SKOCPX5OE,head,87,8,1,-0.07347869873046875,2,1,1
A1HX7TOA3H1FC1:3:B004U52VPS,A1HX7TOA3H1FC1,head,99,8,1,-3.1032333374023438,21,1,1
A1I3V27PM18LJF:2:B0007Q1IO4,A1I3V27PM18LJF,head,98,8,1,-1.8189926743507385,36,1,1
A1ICE733PRQHWF:16:B007HVHDCI,A1ICE733PRQHWF,head,93,8,1,-0.6124305725097656,1,1,1
A1IGYJUYL50VUO:3:B00B7QGRA8,A1IGYJUYL50VUO,tail,75,8,1,-3.2609883248806,9,1,1
A1II7WIL38CICC:1:B0084JUNXS,A1II7WIL38CICC,tail,91,8,1,-3.314334809780121,,0,1
A1J36QBQH1Y46B:5:B00407KIPG,A1J36QBQH1Y46B,tail,96,8,1,-2.798759341239929,,0,1
A1J496W6UVEYB2:3:B001FCOYEK,A1J496W6UVEYB2,tail,96,8,1,-4.3377954959869385,,0,1
A1JALMV9KG6905:1:B000DH333G,A1JALMV9KG6905,head,100,8,1,-1.78717041015625,,0,1
A1JGGR7SKU1T8W:1:B001ARYDFA,A1JGGR7SKU1T8W,tail,100,8,1,-3.572818636894226,,0,1
A1JWJPYSVWV9C1:3:B004PZXN8C,A1JWJPYSVWV9C1,tail,96,8,1,-2.3948479890823364,,0,1
A1K162T3ZLQM2X:3:B00CFELV16,A1K162T3ZLQM2X,tail,79,8,0,0.3693714141845703,2,1,1
A1KGWUYXUBEMB2:26:B00ARQW0N2,A1KGWUYXUBEMB2,head,97,8,1,-2.1030198335647583,20,1,1
A1KTT5A2RK2G9X:8:B00GNJWPJG,A1KTT5A2RK2G9X,tail,90,8,1,-2.8977441489696503,10,1,1
A1KTUN83EOUTGU:10:B0038Z5LPS,A1KTUN83EOUTGU,tail,99,8,1,-3.0001373291015625,,0,1
A1KU2VHK8BECRW:3:B0042TBGC6,A1KU2VHK8BECRW,head,96,8,1,-2.3789368867874146,,0,1
A1L0GXASQG2ZGV:3:B00005BZM6,A1L0GXASQG2ZGV,head,89,8,1,-3.9972652345895767,19,1,1
A1LG1DKUZXGJ6J:2:B0009XBY3A,A1LG1DKUZXGJ6J,head,96,8,1,-3.605329543352127,50,1,1
A1LZJ45V7NS9PJ:2:B0007OF1QC,A1LZJ45V7NS9PJ,head,96,8,1,-1.2250709533691406,,0,1
A1M1LZ5SX12PVV:7:B00BQ68RX4,A1M1LZ5SX12PVV,tail,93,8,1,-2.2208289802074432,4,1,1
A1M5ZT35YX6TIN:10:B00804BDCM,A1M5ZT35YX6TIN,head,97,8,1,-0.23648840188980103,1,1,1
A1M8AYAL3L8ACP:27:B00000J048,A1M8AYAL3L8ACP,head,92,8,1,-2.193679928779602,,0,1
A1MFCU1FTQ6BHV:5:B00004WJSN,A1MFCU1FTQ6BHV,head,97,8,1,-1.922775387763977,6,1,1
A1MZ4DPI8OB9JI:1:B001TPWZBM,A1MZ4DPI8OB9JI,tail,98,8,1,-2.2962093353271484,19,1,1
A1MZEMD0EDETS6:21:B00ANLNU4Y,A1MZEMD0EDETS6,head,98,8,1,-0.5321426391601562,,0,1
A1N7HHTP02O4VU:3:B000FULOBE,A1N7HHTP02O4VU,tail,99,8,1,-2.610675573348999,,0,1
A1NETB6TDFHOQ3:1:B000OC2W50,A1NETB6TDFHOQ3,head,99,8,1,-1.5530508756637573,,0,1
A1NIX2WA2ZKLV7:15:B007Q72ZA8,A1NIX2WA2ZKLV7,tail,92,8,1,-1.664569914340973,7,1,1
A1NS6O584WD5FJ:2:B003HC92N4,A1NS6O584WD5FJ,head,97,8,1,-2.461837410926819,,0,1
A1NUGB2XQNO2ZF:5:B007U7LZQO,A1NUGB2XQNO2ZF,tail,97,8,1,-0.309013307094574,3,1,1
A1NWQUWPMC20MC:7:B00BQYQZSK,A1NWQUWPMC20MC,tail,97,8,1,-3.951591372489929,,0,1
A1O24AL52RTN5M:2:B001EB9F3C,A1O24AL52RTN5M,head,97,8,1,-2.1288565397262573,36,1,1
A1OA8BH7N6PYWV:1:B00000J0SC,A1OA8BH7N6PYWV,tail,99,8,1,-2.4295119047164917,,0,1
A1OMGQEEHGWBSQ:2:B001D0C70C,A1OMGQEEHGWBSQ,head,96,8,0,0.23765182495117188,6,1,1
A1ON2K254UY5QI:1:B0053T15HK,A1ON2K254UY5QI,tail,95,8,1,-5.151798367500305,,0,1
A1P354IBQL8838:3:B0008FUCY6,A1P354IBQL8838,tail,98,8,1,-0.7570610046386719,9,1,1
A1PA2K3GMGIE5V:7:B000GKE2N0,A1PA2K3GMGIE5V,head,96,8,1,-3.7007755041122437,,0,1
A1PI8VBCXXSGC7:15:B000GUEXBG,A1PI8VBCXXSGC7,head,97,8,1,-3.4659270644187927,10,1,1
A1PQA3OKSUMEPE:1:B000MRGWRQ,A1PQA3OKSUMEPE,head,97,8,1,-0.851409912109375,6,1,1
A1Q48I7K1Y6K5T:7:B0089QJIBY,A1Q48I7K1Y6K5T,tail,81,8,0,0.6827583312988281,2,1,1
A1QBOC76MIOJYP:15:B0089RPUHO,A1QBOC76MIOJYP,head,96,8,0,0.1516571044921875,1,1,1
A1QK0XCAPHIW1L:3:B003F7YHXQ,A1QK0XCAPHIW1L,head,99,8,1,-3.2007216215133667,,0,1
A1QXE7OX7MSL2H:5:B004U5RD1A,A1QXE7OX7MSL2H,tail,95,8,1,-4.086616486310959,13,1,1
A1R2JUOGIYH6HO:4:B001W9AM1K,A1R2JUOGIYH6HO,head,96,8,1,-2.487067937850952,19,1,1
A1RVXZ3K4XL2S2:5:B0028AED26,A1RVXZ3K4XL2S2,tail,94,8,1,-2.5126572251319885,4,1,1
A1RXASB0XM536I:9:B0008FUDAE,A1RXASB0XM536I,head,96,8,1,-0.18620681762695312,1,1,1
A1SB1UXW1KJRWF:1:B000O7ITZM,A1SB1UXW1KJRWF,head,98,8,1,-3.5398982167243958,,0,1
A1SN0GF90DLUHI:23:B006IGJ1MS,A1SN0GF90DLUHI,head,97,8,1,-0.5333518981933594,4,1,1
A1T3GOAZ1PW9V2:9:B007HVHDCI,A1T3GOAZ1PW9V2,head,95,8,1,-0.8007926940917969,3,1,1
A1T95D90HAWWHG:1:B000EULXAM,A1T95D90HAWWHG,head,96,8,1,-2.4035109281539917,42,1,1
A1TFPLA1HZ1U24:9:B00BSWS650,A1TFPLA1HZ1U24,tail,95,8,0,0.3954697847366333,,0,1
A1TKJP15QMQDES:3:B003YJER8U,A1TKJP15QMQDES,head,93,8,0,1.0960274040699005,1,1,1
A1U18GUY30RD60:1:B00C6PXVEY,A1U18GUY30RD60,tail,97,8,0,2.4959726482629776,1,1,1
A1U1A5E34C1KAF:2:B003U8XYYS,A1U1A5E34C1KAF,head,98,8,1,-1.6263046860694885,15,1,1
A1U7X676VKNKKG:5:B0043RSSHS,A1U7X676VKNKKG,head,96,8,1,-2.555606722831726,,0,1
A1UEQ4RFJBMGYJ:7:B00JRCB3HQ,A1UEQ4RFJBMGYJ,tail,99,8,1,-1.5048751831054688,45,1,1
A1URB50RBVTY9Z:1:B00005NOKI,A1URB50RBVTY9Z,tail,99,8,0,0.41180419921875,1,1,1
A1UT1P91KDT4E4:4:B00CAEEDC0,A1UT1P91KDT4E4,tail,95,8,0,2.9875411987304688,1,1,1
A1UULJW6V2ERBP:2:B000BZB56W,A1UULJW6V2ERBP,tail,96,8,1,-1.5171966850757599,27,1,1
A1UV5NB0DXTSWH:8:B00840L9EY,A1UV5NB0DXTSWH,tail,98,8,1,-2.3108482360839844,,0,1
A1UWZ5VV9D3SG4:1:B000NQMAFO,A1UWZ5VV9D3SG4,head,98,8,1,-2.0687599778175354,6,1,1
A1W53UA42M6OLX:4:B000IJGULG,A1W53UA42M6OLX,tail,99,8,1,-1.6216505765914917,,0,1
A1W58O5UVM3Q2T:1:B000RQ59VM,A1W58O5UVM3Q2T,tail,99,8,1,-1.7224502563476562,25,1,1
A1WGR2ZO77RZNP:19:B001613Q8A,A1WGR2ZO77RZNP,head,90,8,1,-0.929357647895813,7,1,1
A1WNDI1XMA7NWX:2:B0039S7NO6,A1WNDI1XMA7NWX,head,94,8,1,-1.4894600212574005,2,1,1
A1WSQ0QRWQC7VI:5:B000OV79VI,A1WSQ0QRWQC7VI,head,96,8,0,0.35784912109375,2,1,1
A1X0A4DC5S8D6X:5:B000NKH0E6,A1X0A4DC5S8D6X,head,96,8,1,-1.5517997741699219,19,1,1
A1X20H3IDP03YF:1:B0042HOTYA,A1X20H3IDP03YF,tail,93,8,1,-3.27165424823761,,0,1
A1XG5WYLFMRRX1:2:B000HZYIFG,A1XG5WYLFMRRX1,tail,99,8,1,-0.6157073974609375,,0,1
A1Y4LW3U3U73EP:2:B00009IM50,A1Y4LW3U3U73EP,tail,99,8,1,-2.216384768486023,,0,1
A1YKXVGAIA8952:13:B00B16U50C,A1YKXVGAIA8952,tail,96,8,1,-1.4804496765136719,5,1,1
A1YQ43VPX0LKBC:1:B004SN4T16,A1YQ43VPX0LKBC,head,94,8,1,-2.3596287071704865,33,1,1
A1YVO1GWUM1Z6I:5:B005XVCTAU,A1YVO1GWUM1Z6I,tail,97,8,1,-2.7033234238624573,46,1,1
A1YW1ORR04DA62:6:B007EWHBLI,A1YW1ORR04DA62,head,87,8,1,-2.80862820148468,5,1,1
A1Z0LTKUA6F94D:2:B000EULXA2,A1Z0LTKUA6F94D,head,95,8,1,-2.0191766023635864,50,1,1
A1Z9N4UIO9PVOB:1:B000065CML,A1Z9N4UIO9PVOB,tail,98,8,1,-2.8470382690429688,,0,1
A1ZCYIK3SLXA:9:B000284X6W,A1ZCYIK3SLXA,head,96,8,1,-0.9949188828468323,13,1,1
A1ZILSMQWL01NZ:2:B003N37J2I,A1ZILSMQWL01NZ,tail,95,8,1,-1.276615023612976,7,1,1
A20361V1Y2GZ5X:3:B001Y30IHC,A20361V1Y2GZ5X,tail,92,8,1,-1.7034226059913635,2,1,1
A206IP6EERPIIG:3:B005IBVLHW,A206IP6EERPIIG,head,99,8,1,-2.983173370361328,,0,1
A20K2DD77JH8EE:4:B006CD0ADQ,A20K2DD77JH8EE,tail,83,8,1,-1.7218257188796997,6,1,1
A20LEDXS9V2J7L:2:B0089KVYLW,A20LEDXS9V2J7L,tail,97,8,1,-1.1753292083740234,6,1,1
A20WJ50W02MXA:2:B004U5FW3Q,A20WJ50W02MXA,head,95,8,0,0.19188499450683594,1,1,1
A214SX5SGNCF6Z:1:B000LK3600,A214SX5SGNCF6Z,tail,98,8,1,-0.6816446781158447,,0,1
A216TTDHBM6PAM:26:B00857SRSC,A216TTDHBM6PAM,tail,99,8,1,-3.5434489846229553,,0,1
A2172P7UERAOQU:1:B00000IWIA,A2172P7UERAOQU,head,100,8,1,-1.7336198091506958,,0,1
A21F2U5SP9FJC7:8:B004JW1B8A,A21F2U5SP9FJC7,tail,96,8,1,-3.3236789107322693,,0,1
A224I5WR8UQDDC:3:B000GKU3GU,A224I5WR8UQDDC,head,96,8,1,-2.298973023891449,,0,1
A22WYGNIDFQYII:5:B000W9KAQI,A22WYGNIDFQYII,tail,99,8,1,-1.3550357222557068,23,1,1
A2337UBCGNKTZK:1:B004M17H6I,A2337UBCGNKTZK,tail,96,8,1,-1.2111206650733948,2,1,1
A237NXKRV2I36X:1:B000AM2L1O,A237NXKRV2I36X,head,99,8,1,-1.2553174495697021,,0,1
A23FK7VDY5PCJO:7:B005LB9EUA,A23FK7VDY5PCJO,head,94,8,1,-2.0797576904296875,4,1,1
A23XZ7BZEM9O7G:8:B002QB48QS,A23XZ7BZEM9O7G,tail,95,8,0,0.9418182671070099,1,1,1
A24D3WAE2W0PNG:3:B000BN8Y8G,A24D3WAE2W0PNG,head,98,8,1,-3.0562248826026917,,0,1
A24RCBRDXRXR0Y:48:B00GSXJIMO,A24RCBRDXRXR0Y,head,94,8,1,-2.225906252861023,7,1,1
A24TZ1PYV2JNM0:3:B004LKYQ1Y,A24TZ1PYV2JNM0,tail,99,8,1,-1.5835380554199219,,0,1
A24ZMNWTW8AQUR:17:B008S8IKWQ,A24ZMNWTW8AQUR,head,98,8,1,-1.5271456241607666,5,1,1
A25TT44FXNV0F0:4:B000FZDIB8,A25TT44FXNV0F0,head,98,8,0,1.0727920830249786,1,1,1
A27RFQV0G8Z48E:8:B002WGMEY0,A27RFQV0G8Z48E,tail,97,8,1,-3.3045694828033447,,0,1
A27UTP8HERIGPQ:1:B00139OH4C,A27UTP8HERIGPQ,tail,96,8,1,-2.4198645651340485,6,1,1
A287EKRXTMDZEU:6:B000L70MQO,A287EKRXTMDZEU,head,97,8,1,-1.2886736392974854,,0,1
A28FI13P31IFCI:6:B000J53Z12,A28FI13P31IFCI,head,95,8,0,1.3506850004196167,1,1,1
A28GN62IWG0FZM:2:B006O6ETYC,A28GN62IWG0FZM,tail,99,8,1,-4.70287299156189,,0,1
A28OB1QLXN5BM6:6:B0038APBDA,A28OB1QLXN5BM6,head,99,8,1,-0.6666412353515625,,0,1
A2A85Q3LH9QVBJ:1:B000FKCYAO,A2A85Q3LH9QVBJ,head,100,8,1,-1.670269250869751,,0,1
A2AEFJLAIDWRIR:23:B00A8HOX1C,A2AEFJLAIDWRIR,tail,91,8,0,0.411796510219574,1,1,1
A2AWVROFGSZU4E:3:B009Q3JECW,A2AWVROFGSZU4E,head,98,8,1,-3.65646836347878,,0,1
A2AXH4EFH2UBJJ:5:B000FHQJLW,A2AXH4EFH2UBJJ,head,98,8,1,-2.30093777179718,,0,1
A2AYJJAFNSGSU1:17:B0083TXZHU,A2AYJJAFNSGSU1,head,97,8,1,-1.2243040800094604,16,1,1
A2B0LPWOJ4HV25:3:B002MUALIC,A2B0LPWOJ4HV25,tail,95,8,1,-5.502246737480164,,0,1
A2B7BUH8834Y6M:9:B00804BEB2,A2B7BUH8834Y6M,head,98,8,0,1.0825462341308594,1,1,1
A2BKJFQ3W2IWFO:1:B00012O42W,A2BKJFQ3W2IWFO,head,98,8,1,-3.1264266967773438,,0,1
A2BQ60C7U39UDG:3:B003GRJ3RK,A2BQ60C7U39UDG,head,96,8,1,-1.2647048234939575,5,1,1
A2BRBVR1HYUXDH:4:B0014WO96Y,A2BRBVR1HYUXDH,head,96,8,1,-1.2657358646392822,6,1,1
A2BUPFYUOFL8WH:3:B001W03MFW,A2BUPFYUOFL8WH,tail,99,8,1,-1.4840469360351562,,0,1
A2BXMHV2B0QRCM:2:B005HIOVOG,A2BXMHV2B0QRCM,tail,99,8,1,-0.8902207612991333,,0,1
A2CMETDVOVHXYZ:4:B003OUVU98,A2CMETDVOVHXYZ,tail,96,8,0,0.17775726318359375,4,1,1
A2CNGARED6OWWU:9:B0085UA9WQ,A2CNGARED6OWWU,head,99,8,1,-1.1480865478515625,26,1,1
A2D4FQHV506EPB:10:B008EG7KS2,A2D4FQHV506EPB,head,96,8,1,-0.630035400390625,15,1,1
A2D5Z9KLWTDW51:2:B001ENFGN8,A2D5Z9KLWTDW51,tail,93,8,0,0.19843673706054688,3,1,1
A2D8GA6ACSEQGE:1:B0002E3B82,A2D8GA6ACSEQGE,tail,100,8,1,-2.4501876831054688,,0,1
A2DFAGA3DYQVVQ:3:B004SN4OAW,A2DFAGA3DYQVVQ,head,98,8,1,-0.5500030517578125,6,1,1
A2DHBOLCVKTKNU:8:B007GQ0YKC,A2DHBOLCVKTKNU,tail,98,8,1,-0.8074951171875,,0,1
A2DICMMGEPLWEL:2:B007XPLI4M,A2DICMMGEPLWEL,tail,98,8,1,-0.7270299196243286,12,1,1
A2DXC636YA1Q3F:1:B0090GWU08,A2DXC636YA1Q3F,tail,94,8,1,-1.2711505591869354,2,1,1
A2DYU822H8N22X:1:B00000JICT,A2DYU822H8N22X,head,99,8,1,-0.8261604309082031,9,1,1
A2E7O93NVT1YIJ:1:B00DQ9RM2Q,A2E7O93NVT1YIJ,tail,97,8,1,-3.443843722343445,,0,1
A2FGNDZXA6YD4D:3:B002S52VU2,A2FGNDZXA6YD4D,head,94,8,1,-4.456813871860504,,0,1
A2G3V7O4WP5F36:13:B00FEN5N5A,A2G3V7O4WP5F36,tail,81,8,0,0.8232231140136719,1,1,1
A2GEBMK4ACIORM:2:B0071BYCAA,A2GEBMK4ACIORM,tail,96,8,1,-3.8395120799541473,17,1,1
A2GIEWPMJNA3G9:3:B0003MA0PK,A2GIEWPMJNA3G9,tail,94,8,0,0.8973808288574219,1,1,1
A2GSA41X3BQ90R:16:B0060LCZH4,A2GSA41X3BQ90R,tail,95,8,1,-2.20425021648407,6,1,1
A2GWI8ETASAKJS:3:B00CO8WP36,A2GWI8ETASAKJS,tail,99,8,1,-5.490074127912521,,0,1
A2HAI0921O1EOU:1:B000641DPQ,A2HAI0921O1EOU,head,99,8,1,-1.4912947416305542,12,1,1
A2HHC8U8ZSBYCQ:1:B00007DWBV,A2HHC8U8ZSBYCQ,head,97,8,1,-0.9671173095703125,36,1,1
A2HKRIDATD79JW:4:B006NCVC6A,A2HKRIDATD79JW,tail,94,8,1,-2.8350143432617188,16,1,1
A2HMB1IEBSGSHJ:3:B00CKH9UQQ,A2HMB1IEBSGSHJ,head,90,8,1,-2.398784577846527,5,1,1
A2HT5G3JJ10WM9:6:B006HDF32Y,A2HT5G3JJ10WM9,head,98,8,1,-1.7351493835449219,,0,1
A2HV5D31Y2HE3C:2:B006LEZ9EQ,A2HV5D31Y2HE3C,tail,97,8,1,-3.4719027280807495,,0,1
A2I05FGBTCRRB8:11:B006CC0PEQ,A2I05FGBTCRRB8,head,95,8,1,-0.44541168212890625,1,1,1
A2I3TKKHF6INI6:4:B0002MOJ62,A2I3TKKHF6INI6,tail,99,8,1,-1.7148933410644531,,0,1
A2I4993A06Y86F:3:B003F1KETI,A2I4993A06Y86F,tail,97,8,1,-0.8098948001861572,,0,1
A2I6MHMAZZDCRX:1:B00000DMBJ,A2I6MHMAZZDCRX,tail,96,8,1,-0.48195648193359375,2,1,1
A2J0M05J6JUVJN:5:B0043WG6NG,A2J0M05J6JUVJN,tail,93,8,1,-3.925819367170334,11,1,1
A2J6UTUIBGFLHG:1:B00DV254L4,A2J6UTUIBGFLHG,tail,97,8,1,-3.271164059638977,,0,1
A2JK8WHJP2DO46:1:B00AAOJ142,A2JK8WHJP2DO46,head,95,8,0,3.4191609546542168,1,1,1
A2JM7LQURVIGZC:4:B00CAG5LJ2,A2JM7LQURVIGZC,tail,96,8,1,-0.137603759765625,2,1,1
A2JP0URFHXP6DO:2:B000084JMV,A2JP0URFHXP6DO,tail,99,8,1,-2.937774658203125,,0,1
A2K4WOSH37GSW6:2:B00BM2DQYW,A2K4WOSH37GSW6,tail,98,8,1,-1.8640022277832031,,0,1
A2KMI8EDYLMTQ:4:B000IBPD76,A2KMI8EDYLMTQ,head,91,8,1,-0.6740646362304688,11,1,1
A2KQ6AJCN9W2RW:4:B000P6Q7MY,A2KQ6AJCN9W2RW,head,84,8,0,0.8900755643844604,2,1,1
A2KUA2400G70J2:5:B001W2WKS0,A2KUA2400G70J2,head,95,8,1,-1.486297845840454,,0,1
A2L2LMI4WWYH2S:4:B00005NQE8,A2L2LMI4WWYH2S,head,96,8,1,-1.4759560227394104,3,1,1
A2L3NUK74293KI:10:B00000IZOU,A2L3NUK74293KI,head,97,8,1,-0.6869239807128906,,0,1
A2L6G6CCWWP5IV:3:B000OKS774,A2L6G6CCWWP5IV,head,99,8,1,-1.4969902038574219,,0,1
A2LAI4HPTRFFEY:5:B00DMC6KAC,A2LAI4HPTRFFEY,head,96,8,1,-5.000915288925171,,0,1
A2LVCQH2HWU8FT:1:B003NUSGS2,A2LVCQH2HWU8FT,head,98,8,1,-2.3361129760742188,33,1,1
A2M87ULJS7K5TQ:2:B003PGRGGW,A2M87ULJS7K5TQ,head,100,8,1,-1.70172119140625,,0,1
A2MAG7BIDRQTF8:16:B002SQW38Q,A2MAG7BIDRQTF8,head,98,8,1,-2.8718413412570953,,0,1
A2MFQPSQR8UUCC:7:B007XVYT1A,A2MFQPSQR8UUCC,head,96,8,1,-1.4729576408863068,2,1,1
A2MRC4FYUWEXGF:1:B004R1ZUNA,A2MRC4FYUWEXGF,head,99,8,1,-0.7853012084960938,6,1,1
A2NCRZ7MC2O6EF:1:B00006JZCG,A2NCRZ7MC2O6EF,head,99,8,1,-0.9789772033691406,,0,1
A2NDF1PEF8ZV3:4:B0009ICKCO,A2NDF1PEF8ZV3,tail,90,8,1,-6.6544036865234375,,0,1
A2NFU49HMGF9LM:3:B0077NCEWA,A2NFU49HMGF9LM,head,90,8,1,0.05052757263183594,1,1,1
A2NZKGEDBRZVF5:1:B00008BFZH,A2NZKGEDBRZVF5,head,96,8,1,-1.5698584914207458,4,1,1
A2OK61M04Y9MT4:2:B008AWFXD4,A2OK61M04Y9MT4,head,98,8,1,-0.2696704864501953,2,1,1
A2OKG8UA0G4OXS:2:B000EUKRY0,A2OKG8UA0G4OXS,head,99,8,1,-2.0750046968460083,,0,1
A2ORXBQIAYYSLD:1:B001QOGXPK,A2ORXBQIAYYSLD,tail,100,8,1,-2.075878083705902,,0,1
A2OTWCQMOBNUXY:1:B003FLMZMW,A2OTWCQMOBNUXY,head,98,8,1,-1.8122825622558594,,0,1
