user_id	width	target_in_candidates	baseline_rank	pcrf_rank
A90JGGI493HNG	50	False	51	51
A2XX2A4OJCDNLZ	50	True	2	2
A2BY7LRPQI9YZQ	50	False	51	51
AX3DSWK3WK06K	50	False	51	51
A3U736A1MVOK90	50	True	35	35
A1TYCPVFO7K2W0	50	False	51	51
A2QMSO8XTC2NQK	50	True	1	1
A6T1RHMQ9NSE4	50	True	1	1
APG8YOWMAHRPG	50	False	51	51
AE89ZMH5WF4OY	50	False	51	51
A30I1RE610BJ2V	50	True	4	4
A25PYMGLCQKSSG	50	False	51	51
A2YDX7GA1AD0KB	50	False	51	51
A3CILPIAW45HA2	50	True	1	1
A2W20TT5FNRIF	50	False	51	51
A3OS764OS57AT3	50	True	1	1
A1680FEI6YINFQ	50	False	51	51
A2V2X7HZWIGYQC	50	True	1	1
A2IVEJFJEZ41RN	50	False	51	51
A2DPM63B93KCY3	50	True	3	3
A1NVV06ZVLV7A4	50	True	22	40
ALYMB3IPKOWAI	50	True	1	1
A2ZC7J16Z3VCUT	50	False	51	51
A2RF9DQWUJFD4I	50	False	51	51
A2ZDJ0HCVZ8Y6I	50	True	11	14
A29BOJREPGDKU4	50	False	51	51
A2F0SJ0XNROB8F	50	True	6	3
A2V6VQZSQB4CWI	50	False	51	51
AZSWYOYUCD81E	50	False	51	51
A2GD3GPX9Z3RKQ	50	False	51	51
A3FG51WL7BP7LN	50	False	51	51
A20GK6PHI7B3TI	50	False	51	51
A3R5GTYQ50QVMD	50	True	21	12
A2H0G0L0E6DPCA	50	False	51	51
A3I8EA3B99X0Z1	50	False	51	51
A2EGM4HE22ITQ4	50	False	51	51
A2T3YOZ7ZR0NE1	50	False	51	51
A195ZIKKG6051W	50	False	51	51
AILWN0QU28S1Y	50	False	51	51
A1ZRYUIPT24IH5	50	False	51	51
A24F1PL6G4Q2BJ	50	False	51	51
A3V1ON6X9TKWFL	50	False	51	51
A2M7AHO6EK2C7M	50	False	51	51
A307Y3LMCVEZS1	50	False	51	51
AFYUFB2NF1CMJ	50	False	51	51
AA576I6IX23UD	50	False	51	51
A3KLTC6CXKQSP4	50	False	51	51
A3PAIMC1MVFOU8	50	False	51	51
A345BXR9RAZPQL	50	False	51	51
A1G7JK59HJK9O0	50	False	51	51
A4FFK8M1P0Y9	50	True	45	26
AC59IBYF64KFI	50	True	1	1
A2PXVMF9DH8NDZ	50	False	51	51
A1S3RXZEBY0AW7	50	False	51	51
A1FFFEHK9K5XU0	50	False	51	51
A362376JQO73L7	50	False	51	51
A1HUQ89BM5PDQK	50	True	17	13
A1EBYD2E2UMXX7	50	False	51	51
A1PQS5AO0JK8DX	50	True	11	7
A2KQH12AFDMN4B	50	False	51	51
ALEW9N1JHJG21	50	False	51	51
A3O27LZX41XD0B	50	False	51	51
A2V9UMCS8SHRP	50	True	2	8
A31VNP4OTMTQYA	50	False	51	51
AFO678EAGH4Y9	50	False	51	51
A1IKNUYJSRIZ3Z	50	False	51	51
APFHNZ5XXQ87R	50	False	51	51
AMRMK86X3PKXD	50	True	5	4
A02155413BVL8D0G7X6DN	50	False	51	51
A8BU45ZCMHUZW	50	False	51	51
A33FY37GLTT10G	50	False	51	51
A3UDJYL7YFEMV	50	True	2	4
A37W51M20WW9TF	50	False	51	51
A1WQF8WPN19AJG	50	True	9	10
A2WDCDV7L42C0M	50	False	51	51
A3E9A3UJZ12K61	50	False	51	51
A20OW6TEDPQ45Z	50	True	2	2
A461VTLW9G9YB	50	False	51	51
A3HUC8541SJ6UT	50	True	24	18
A3BTL4FV6ODKAT	50	False	51	51
A14QN2A6J68F1L	50	False	51	51
A336DYZ1BBUHLS	50	False	51	51
A2BKT51JAU9XV7	50	False	51	51
AAEVGE52KL0DJ	50	False	51	51
A2E09MGASTCI05	50	False	51	51
ATZDGPMWR6N5D	50	False	51	51
A2VUVIYAQB0YT1	50	False	51	51
A13H2ZRENPV9E	50	False	51	51
ATJZ2IBUD9NML	50	False	51	51
A7Z1413X32PUW	50	False	51	51
A37Q2U5I5N2K3K	50	True	1	1
A3EJI52WWJPG1V	50	False	51	51
A1RRMZKOMZ2M7J	50	False	51	51
A2WNBFTFG5FY5D	50	False	51	51
A3EUF64PPINMOK	50	False	51	51
A14410FBSN04BS	50	True	1	1
A51EAGUKGTONU	50	True	24	14
A1VJ16TJBHRRW	50	False	51	51
A55LS2HWPQB0Q	50	True	13	13
AH8W3XZKWQDOP	50	True	4	3
A22D1A5G3GTPXO	50	True	14	11
ACKGYW7TBFQS8	50	False	51	51
A8757LV5QW9VX	50	False	51	51
A12RD9GYU6NYFC	50	True	1	1
A32D0ZUZXESU6W	50	False	51	51
A2J6W7OS5EAXCJ	50	False	51	51
AN3PC88UFEQ28	50	True	1	1
AXE2V202CT93M	50	False	51	51
A2GV7L9LPZCZXN	50	True	17	20
A12XDEMP7PQPDT	50	False	51	51
A863RE8D6632X	50	False	51	51
A122SFGLAHQLSJ	50	False	51	51
AQJL058KMF7NN	50	False	51	51
A1LFTP59TSTDOP	50	False	51	51
AD1115QTX1PHL	50	False	51	51
A2UHAKSZSZVITF	50	False	51	51
A2752SH1BTZAP2	50	False	51	51
A2E601R9UMK10	50	False	51	51
A2T270WXBVI9EV	50	False	51	51
A327PRMDA0HJVJ	50	False	51	51
A2N0K91UTPPXLN	50	False	51	51
A36VNUMXIHBOL2	50	False	51	51
AFBUH08GNWREI	50	False	51	51
A3VGAP2KLCBNBB	50	False	51	51
A1Y91AXTNDEIWW	50	True	31	31
A5056ZWE82CTJ	50	False	51	51
A2MUTVWFCMNQHC	50	False	51	51
A3DTZTXDHK08EF	50	True	8	20
A3N4CUW4UYC9I3	50	True	1	1
A2U8LIBHN03DHD	50	False	51	51
A1KEK09ZA6J9P8	50	False	51	51
ADM53SWXARX2T	50	False	51	51
A1NPWZ8SAWHA6P	50	False	51	51
A2Q5455Q06P7R1	50	True	21	22
AR8BLVM8V9MSR	50	False	51	51
A1X9A9XO1SBHQW	50	False	51	51
A19SDJ2TSSL8HI	50	False	51	51
A7MJN6MN50598	50	False	51	51
AO7FNRCNXD8UU	50	False	51	51
A3I9IKN6B6O2D7	50	False	51	51
A2BDSPVA0WTM5X	50	False	51	51
A27TIIK2TW8W79	50	False	51	51
ALN2JUWSF86Z9	50	True	46	29
A2UUHL2EU2OFDH	50	False	51	51
AMS8PUHZCGJZG	50	False	51	51
AA3EZF22VEB32	50	True	1	1
AYQ14XGJODM9J	50	False	51	51
ANJHAYWIR79WK	50	False	51	51
A1K92F2735WMP6	50	False	51	51
A1Q95HU6O1N1J6	50	False	51	51
A3EAUXPIL65GX5	50	False	51	51
A24ZEQFC54B932	50	False	51	51
A29XZH9BCY6T8T	50	False	51	51
AOPDKU2TYYU8K	50	False	51	51
A2BH3N8UM4MP62	50	False	51	51
A1YPM4GCO8I1W1	50	False	51	51
A39WWMBA0299ZF	50	False	51	51
AJXDBMJBVUGSR	50	True	5	7
A1JJYRQVMDQCA1	50	False	51	51
A39XPX6K05FLLW	50	False	51	51
A2INUU2PEADSC8	50	False	51	51
A2KWD1V1105XR7	50	False	51	51
A1C39GTHFITRZV	50	False	51	51
AUF0N5SPOYWD	50	True	8	17
A30K1B4HZ6HQ47	50	False	51	51
AG7XTDD39Z8ZS	50	False	51	51
A1LACH6MLQWZ	50	False	51	51
A2MVUTW2WM4VL6	50	False	51	51
A3LMSZ7X527YHV	50	False	51	51
AR6XPJLA0UYVE	50	False	51	51
AH5NDKZ3YK0AE	50	False	51	51
AWZM1G83QMMSR	50	False	51	51
A6N8LA8E2MFYD	50	False	51	51
A3Q7T8PR6YSUMG	50	False	51	51
A2BY1DRVCVA7DH	50	False	51	51
A2NQ2QMKYHZ0EM	50	True	21	24
A2LL4SL2PY673I	50	False	51	51
A2S6QCNNN8AK91	50	False	51	51
A276FG0XPT31AC	50	False	51	51
A14RYRR7ETV3UY	50	False	51	51
A1BGH69DH07M72	50	True	35	30
A3UC3YT2E65LZO	50	False	51	51
AV6823XS14U41	50	False	51	51
A28UMA3GW9L124	50	True	13	24
A3GAQQZKTZIGEX	50	True	2	2
AYIVP2Q1XP3H8	50	False	51	51
A1PEITQQFYXYLM	50	False	51	51
A32TJMA1U8BGBC	50	False	51	51
AZAE1LVHY66WS	50	False	51	51
A4LM46IDKB40N	50	True	28	33
A3NGK03GOJ1JDQ	50	False	51	51
AJ48OJORP4NE4	50	False	51	51
AU256DDJD43PL	50	False	51	51
A60YQQJD3B6EX	50	False	51	51
AV5980KJFVGCG	50	False	51	51
A3TS7SMF9121UA	50	False	51	51
A36IWMJEPZ4KMB	50	True	4	3
AOF5LPPFGS9LJ	50	False	51	51
A11XAIFA10G7TS	50	False	51	51
A1WSZED2O5MA5T	50	False	51	51
A6Y3CFR4MHKP1	50	True	11	9
A2CFSWWKUUT4BD	50	False	51	51
AIK0G28AWIL17	50	True	14	16
A308XENZZDHCBC	50	False	51	51
A1PT8N9C5YZKV4	50	False	51	51
A1VBDMNT6I8RE5	50	True	22	31
AB094YABX21WQ	50	False	51	51
AM71JIFY00NKJ	50	False	51	51
A1JOVTU9CTZXB7	50	True	8	4
A3BO4GD7NGYCHB	50	True	1	1
AECLZDGGWMRRE	50	False	51	51
A20SNZJ0WM1MIJ	50	False	51	51
A2ZV4X5FFYBOIZ	50	False	51	51
A3KCKECEO3E2AN	50	False	51	51
A2K0ZW0UPPKUEX	50	True	38	37
ADL2UAF0VJSDU	50	False	51	51
A3BJ3206EXCM4R	50	False	51	51
A3PQR9UQ9SW1N9	50	False	51	51
A3NICTN9ALZ27	50	False	51	51
A32WT1ZEE4QGZB	50	False	51	51
A22JAJQFY7CZ1	50	False	51	51
AHNFX5HSE6BI3	50	True	1	1
AYRFF08N8GZKF	50	False	51	51
A1364XG1UVLIF	50	False	51	51
APE2YW9D1JPP7	50	False	51	51
A366YFWGJ84JAJ	50	False	51	51
A1IBU2PW9BQVRT	50	True	9	14
A12E0Y0J6584RT	50	True	10	6
A1E6M4ZBR7FZBC	50	False	51	51
A3Q2VR1C6UZDF9	50	False	51	51
A31BINYKLSTS06	50	False	51	51
A2MOY9RP4VD6FU	50	False	51	51
A3QJ5JOG2C2UAV	50	True	43	33
ACG51N4L4KRYP	50	False	51	51
A1PD1MWBHQ2OK8	50	False	51	51
AAZ084UMH8VZ2	50	False	51	51
A1VXZJVVLQNX9G	50	False	51	51
A2L6BZRML5L3X4	50	False	51	51
A25TG3UMU0VYPW	50	False	51	51
A2RIAXGSBP65BJ	50	False	51	51
A3ORV1QBL4K9U1	50	False	51	51
A1E8L3PG4Q1G7A	50	True	27	18
A15R00LN8L815Z	50	False	51	51
A1QSHDRSWGJI10	50	False	51	51
A26LYNBAN8H9MW	50	True	6	11
A31PTM0AGQPNAX	50	False	51	51
A16RNH6PP3NEBF	50	False	51	51
A3HU6DPEKIWET3	50	False	51	51
A2TI5R93FF69UN	50	True	21	8
A3AJMFPURJQ632	50	False	51	51
A31LEVBRCI0BQX	50	False	51	51
A1B66RS1ZLOWVJ	50	False	51	51
A1I8XTYJHWX6N2	50	False	51	51
A2KVKBIXBL9802	50	True	34	42
AX5ORXVS062F1	50	False	51	51
A3EXW4HNYX7HF5	50	False	51	51
A34ABMLGQHYO31	50	False	51	51
A6KV3W3RG9RMA	50	False	51	51
A16D1QTSZ0G68N	50	False	51	51
AYUF7YETYOLNX	50	False	51	51
A15L9D01H15IVT	50	True	3	2
A1C9FRE9C9B0EX	50	False	51	51
A3JNA4RRAQVUHM	50	False	51	51
A1PR530F0MH7K8	50	False	51	51
A31P9QGDFKDJKM	50	False	51	51
A3TLXSBOZ3R09V	50	False	51	51
A21CGA9PUZDQH0	50	False	51	51
A1D336P5ENFFJN	50	False	51	51
A3KD5YV29Q29PS	50	False	51	51
A3I6403ZZ08SG4	50	True	4	10
A1ZC3FAD1EFZJ7	50	True	34	49
A3F09L0KFRV74U	50	False	51	51
A2FM0GJWDCQNFD	50	False	51	51
A1NF9IACP2DFLL	50	True	48	44
A2WL2879C41LJL	50	True	31	30
A2SDJUGYD8KBWJ	50	False	51	51
A2RSXF64W7VW31	50	False	51	51
A2YK5UUN19WHB1	50	False	51	51
A1MO7ERE6X74JE	50	False	51	51
ADJBUPS8SJHTC	50	False	51	51
A2WQPYI2WI6U7X	50	False	51	51
A1GD5EGGJT8NDR	50	False	51	51
A1QWZKOI626O31	50	False	51	51
A233HU0KM5YAJ0	50	True	43	32
AFW2ZL3QMYHZY	50	False	51	51
A1464D1OP9SIUK	50	False	51	51
AB6IV1YFCZKQH	50	False	51	51
A3STK5WDK5UB58	50	False	51	51
A2YB5103AQ463Z	50	False	51	51
A3JT5XR92IFRVL	50	True	38	32
A2GIZHT38UVDWO	50	False	51	51
A3RBES0V9KS9IN	50	False	51	51
A2V5C2L3EDQ93C	50	False	51	51
A1EPHD4E18OFWO	50	True	11	7
A3KKSQMZA8K8JU	50	False	51	51
A1A5XWT0WI06YH	50	False	51	51
A2ZMH05LYXCVT7	50	False	51	51
A14N290ORZJDT8	50	False	51	51
A2JRKD3DU7046X	50	True	17	13
A14350LP2AJZ0V	50	False	51	51
A34M5KL94K6K7M	50	False	51	51
A2DMM4YRMWNQ4V	50	True	15	13
A3L53QNY6AAN53	50	False	51	51
A2931NJVVQUQE5	50	False	51	51
AB0F3WF0GCCC0	50	True	27	12
A3FY99GJUPNM5D	50	False	51	51
AO96PLO6E3MJC	50	False	51	51
A2LQEJM1CIKBIZ	50	False	51	51
A284FAGKX0W4U4	50	False	51	51
AK936V28HVQS4	50	False	51	51
ATQJGEZNPHDVO	50	False	51	51
AH5BU4E9COYT4	50	False	51	51
A34YMFEQCF0CI9	50	False	51	51
A3AN7Y6CNWX3SD	50	False	51	51
A1945HAI443QKR	50	False	51	51
A33HWB3M8NWQ58	50	False	51	51
APZX9O17BHVTG	50	True	1	1
A32JLLK5UZN361	50	False	51	51
AN1K7LC331CJ2	50	True	6	10
AO5UTGX62XHPQ	50	False	51	51
A1LBTUS08BG716	50	False	51	51
A1FU6N9PIEIL5F	50	False	51	51
A3GHTSDCM8B4V7	50	False	51	51
A2VE448CUB907P	50	True	21	9
A2A5C9IQ06CG9N	50	False	51	51
A3U1S5KR287T3I	50	False	51	51
A2SAKBTBTR2BNB	50	False	51	51
A1TEAHME6DJMV6	50	False	51	51
A1JFYDF90M3WF5	50	False	51	51
A1NN9TOQXVP6EF	50	False	51	51
A2YIJV9LM4KVZ0	50	False	51	51
A2CZBO0HIC90SJ	50	True	6	4
A1JLBNDDAJB4OP	50	False	51	51
A1FZ4AHRIDC94R	50	False	51	51
A1LHAXBM5GBJS2	50	True	33	16
A68J3YO34TUOV	50	False	51	51
A25B8W9VSY0C5Y	50	False	51	51
AZM2QKIIGG9I2	50	False	51	51
A220B791X1X9YY	50	False	51	51
A1ESDW5VX6B73Q	50	False	51	51
A1IC0HZ35M0406	50	False	51	51
AJ6655BK9JNQQ	50	True	4	4
A22R3BJQFKHU8A	50	False	51	51
A1YMZ3PYX65PGV	50	False	51	51
A3OWLJ9PHWCCUZ	50	False	51	51
ALBUYDI4E4OE7	50	False	51	51
A1ZJU0PZZPS2UE	50	False	51	51
A2FWZ58M6IQMD7	50	False	51	51
A3MAROXCKBWMWV	50	False	51	51
AUZ8FSNOTA0DN	50	False	51	51
A1GD397IJNPTL4	50	True	43	38
A7MJTKHGS43RY	50	False	51	51
A3988K4XLD53OT	50	False	51	51
A1W6PXDD1CVKI	50	False	51	51
A9J5SLYXUCWO1	50	False	51	51
A2S3HKRDMAN83A	50	False	51	51
A2B4HKY2633P6A	50	False	51	51
A3EZIP6YQX5J8Q	50	False	51	51
A379W4G7YWQT86	50	True	34	23
A2SDBRNFIE0NKD	50	False	51	51
AEXPF7WBH1TL2	50	False	51	51
A1ODXI3EQ5ZDMB	50	True	9	19
A1WH0IHKVIX7AP	50	False	51	51
AC6IDFW34EO9D	50	False	51	51
A2MU029O2HXJ5U	50	False	51	51
A37OLD09U3W17Y	50	False	51	51
A1XSSG2IQL1023	50	False	51	51
A36F1IIL0RJVSI	50	False	51	51
AFMPV14Q30N3L	50	False	51	51
A3M2MWMDP1W348	50	True	2	3
A19XC6Z95GK5AB	50	False	51	51
A35BNLIJ3LXGMH	50	False	51	51
A1G5FIEA40QCT4	50	False	51	51
A1MFDFUGEVNIFK	50	False	51	51
A3I03URMVLXRDC	50	True	1	1
A1SORA0GA7W3WG	50	False	51	51
A2JHBQ4FS6D7UT	50	True	21	13
A14S0XHM523SEI	50	False	51	51
A38LQHK1OI66AN	50	False	51	51
A1AZ8YJTM7JRHL	50	False	51	51
A2Y86NGI9SXBHM	50	True	5	2
ABPX680DGJ5AA	50	True	6	8
A1EN4XAKX9LK4A	50	True	27	18
A2ZCYB5CNZBM2N	50	False	51	51
A196FUEVIMH83H	50	False	51	51
A2RQOO8VYAEZZG	50	False	51	51
A3DHHOZRX2GCNI	50	False	51	51
A2UXRRAZGMVKIY	50	False	51	51
A19KLWTEW9KRJ8	50	False	51	51
AZIFU5UI0G71E	50	False	51	51
A2XYB7OCWMUN75	50	False	51	51
A16UM2AMMZCY13	50	False	51	51
A2XU0QAY5PPI1N	50	False	51	51
A5X1B2HBQUR3P	50	True	12	5
A1JKNXCDZ42K84	50	False	51	51
A1J5DRBG1AJG0K	50	False	51	51
A3ADTFFSKLDE0C	50	False	51	51
AZZIOU48NE8PC	50	False	51	51
A13E3L5NR2VOOQ	50	False	51	51
AH7FWHWAXMBPG	50	False	51	51
A6X467FA4T2OS	50	False	51	51
A2K7KB036ILMIV	50	False	51	51
A3B3Q9OCZ5KCMA	50	False	51	51
A1DGVCCQQYHGCE	50	False	51	51
A1KT19TDP9VE63	50	False	51	51
A3BP2X6VFUSS5R	50	True	10	14
AO7E57UAQHYJA	50	False	51	51
A48WFFX018ZVU	50	True	11	10
AG81VJ6QZZS37	50	False	51	51
A1SSIDDDCCK1E	50	False	51	51
A16QJ07X360VDK	50	False	51	51
A18MG1GPSEAPE9	50	False	51	51
A2SL77FLFHDVR6	50	False	51	51
A32CQX9ZTLPFCB	50	False	51	51
A1D4SEIIPD2J41	50	False	51	51
AU6W46CUQBHZR	50	True	16	24
A3CLWZGMC7M9Z1	50	False	51	51
A10H5JQ2PR8JCM	50	False	51	51
A3QK41IM3X2CUF	50	False	51	51
AMUXU4POKNEGG	50	False	51	51
A32DCJHKUG1KAL	50	False	51	51
A2FAKXPLPCGSWM	50	False	51	51
AI8MXXCBE2435	50	False	51	51
A37EQPO08CBZ2U	50	False	51	51
A12VIA1V32XSZW	100	False	101	101
A2RNCAO9WTEZBF	100	False	101	101
A3N61N91YEIZ47	100	False	101	101
A33DUVUIC7G553	100	False	101	101
A2QZF4BEP2B8V0	100	False	101	101
A1NS5E60FH2H87	100	False	101	101
A1S55B77MMNXIT	100	False	101	101
AM1RY9QMBR9BJ	100	True	34	33
A2SPAROS5PSI8X	100	False	101	101
A9BLJJM9Y6R2M	100	False	101	101
A2M9PZ77KD1X1B	100	False	101	101
A2IHBYQAW5MAJN	100	False	101	101
A34HX7JHOK80XT	100	False	101	101
A1TMF8NWIY9ZLQ	100	False	101	101
A3AIHGUT2T7C22	100	False	101	101
A1JNPCJEOA7F0J	100	False	101	101
A1NSP1Y5SQRMZD	100	False	101	101
A1WM4SKXV48OML	100	False	101	101
A17APETXI65FPR	100	False	101	101
A3NJE4PPFR17UV	100	False	101	101
A2N1DTPC1Q2CD3	100	True	6	6
A3612HMUR3TDHX	100	False	101	101
A3NM1MT3Q2FHXV	100	True	12	14
A3BXZSW2LBOVIE	100	True	57	49
A3KF8OP0I238YQ	100	False	101	101
AE2MKYLMTYF21	100	True	97	58
A2HSKLKTQKKO7X	100	True	31	25
ATT0WWCICZUWD	100	True	18	15
A5VJIYS1L9YNR	100	True	62	66
A1ZNCMFIECPTVT	100	False	101	101
A2DZWQ588FQ7S7	100	False	101	101
A2CN3SLHAQOP38	100	False	101	101
A1ZJWONETIB2FB	100	False	101	101
A1HOEKWICASKWF	100	False	101	101
A3H7ADUP07D93H	100	False	101	101
A2XCK8I0OHCVYE	100	False	101	101
A37TNRVP54I09T	100	False	101	101
AUJ6L5MSMGXHB	100	False	101	101
A28621TSIR5EOG	100	False	101	101
A1ZBG67FX95ZSE	100	False	101	101
A1890IGZTB9CS5	100	False	101	101
A1GXUILQS1SKQ9	100	False	101	101
AMGM73M3JHWEA	100	False	101	101
AUOKZGW7ZSFDQ	100	False	101	101
A3T5WC8DTXRTJ5	100	True	6	11
A1ZRLMCXTTIY93	100	False	101	101
A1ZIVMC1K6LAK0	100	False	101	101
A13HXODVTD4U0V	100	False	101	101
A2A52EATFDQJ1P	100	False	101	101
A2YO7Q1ABS2533	100	True	83	67
A1RQJED4T1WLBB	100	False	101	101
A24YA4ZYCDUIKP	100	False	101	101
AC1NHNNTZURTH	100	False	101	101
AEMV9IMH665B9	100	False	101	101
A1ACH77RG6C8MN	100	True	60	93
A18FGK5F4VZPHO	100	False	101	101
A13G2RXDAJT9CE	100	False	101	101
ADJAF7ZFZ25EG	100	False	101	101
A3H3L1XNS4IN8C	100	False	101	101
A38ZYYY2V1PSQV	100	True	20	23
A3EO6O6276MKM9	100	True	2	3
A3AZIU63WQK6R	100	False	101	101
A1L91NLNUQSOEW	100	False	101	101
A5A2URQBFARLT	100	False	101	101
A2YZERYQTLB8NG	100	False	101	101
A2WQYVZMXMAQ43	100	True	33	65
AFQPCQKEICC1Z	100	True	22	46
AJE7GM46DC82Q	100	False	101	101
A3RGVDWKSIAX7E	100	False	101	101
A13X4VIMZPP4OP	100	False	101	101
A1LHYZSQ2NV0NQ	100	False	101	101
A1BCHGU0TCQ2P1	100	True	1	1
A37YUFBI23UPB8	100	False	101	101
A1LW6JG5E50L8E	100	False	101	101
A3N1ANJVA54KNP	100	True	9	7
A2KQT4D0OZR569	100	False	101	101
A1NX9IN9U4TFD8	100	False	101	101
A2XNJJ9TF70P4J	100	True	72	95
A17I90HQZKOFT5	100	False	101	101
A1I1MR6ZF3FB25	100	True	12	8
A2B2HOVV6WZGEJ	100	True	1	2
A24ZV048V7J0MT	100	False	101	101
A1CLZXR0B7YHA0	100	False	101	101
AVZVX51EXLABO	100	False	101	101
A33PBU9EHZ28PC	100	True	38	33
A13K940O9R7HSK	100	False	101	101
A1EUTHXG9Q0M3F	100	False	101	101
ADKAZSI0W1HVZ	100	False	101	101
A90JGGI493HNG	100	False	101	101
A2XX2A4OJCDNLZ	100	True	2	2
A2BY7LRPQI9YZQ	100	False	101	101
AX3DSWK3WK06K	100	False	101	101
A3U736A1MVOK90	100	True	35	45
A1TYCPVFO7K2W0	100	False	101	101
A2QMSO8XTC2NQK	100	True	1	1
A6T1RHMQ9NSE4	100	True	1	1
APG8YOWMAHRPG	100	True	62	75
AE89ZMH5WF4OY	100	True	85	52
A30I1RE610BJ2V	100	True	4	4
A25PYMGLCQKSSG	100	False	101	101
A2YDX7GA1AD0KB	100	False	101	101
A3CILPIAW45HA2	100	True	1	1
A2W20TT5FNRIF	100	True	63	58
A3OS764OS57AT3	100	True	1	1
A1680FEI6YINFQ	100	False	101	101
A2V2X7HZWIGYQC	100	True	1	1
A2IVEJFJEZ41RN	100	False	101	101
A2DPM63B93KCY3	100	True	3	3
A1NVV06ZVLV7A4	100	True	22	50
ALYMB3IPKOWAI	100	True	1	1
A2ZC7J16Z3VCUT	100	False	101	101
A2RF9DQWUJFD4I	100	False	101	101
A2ZDJ0HCVZ8Y6I	100	True	11	14
A29BOJREPGDKU4	100	False	101	101
A2F0SJ0XNROB8F	100	True	6	3
A2V6VQZSQB4CWI	100	False	101	101
AZSWYOYUCD81E	100	False	101	101
A2GD3GPX9Z3RKQ	100	False	101	101
A3FG51WL7BP7LN	100	False	101	101
A20GK6PHI7B3TI	100	False	101	101
A3R5GTYQ50QVMD	100	True	21	14
