dataset,sample_key,target_group,history_group,teacher_margin_group,transition_covered,teacher_margin,teacher_target_rank,A_rank_censored51,B_rank_censored51,C_rank_censored51,B_rank_change_vs_A,C_rank_change_vs_A,C_minus_B_rank_change,B_kendall,C_kendall,C_minus_B_kendall,C_null_rate,C_max_abs_delta,teacher_exclusive,A_in_beam50,A_in_top10,A_broad_harm,A_delta_Recall@5,A_delta_NDCG@5,A_delta_Recall@10,A_delta_NDCG@10,A_delta_Recall@50,A_delta_MRR,B_in_beam50,B_in_top10,B_broad_harm,B_delta_Recall@5,B_delta_NDCG@5,B_delta_Recall@10,B_delta_NDCG@10,B_delta_Recall@50,B_delta_MRR,C_in_beam50,C_in_top10,C_broad_harm,C_delta_Recall@5,C_delta_NDCG@5,C_delta_Recall@10,C_delta_NDCG@10,C_delta_Recall@50,C_delta_MRR
Toys,A16KSJPKS03OQJ:4:B00008GYCZ,head,short,low,1,0.017926454544067383,5443.0,17.0,18.0,15.0,-1.0,2.0,3.0,0.10204081632653061,0.012244897959183673,-0.08979591836734695,0.5114285714285715,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.0032679738562091526,1,0,0,0.0,0.0,0.0,0.0,0.0,0.00784313725490196
Toys,A189WLP4ITO78O:8:B00264GJL2,tail,long,high,1,0.10934042930603027,2559.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.07102040816326531,-0.08897959183673469,-0.01795918367346938,0.49714285714285716,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A19FRW264WZTGP:19:B0057QY0Z8,head,long,low,1,0.04303920269012451,10900.0,6.0,8.0,3.0,-2.0,3.0,5.0,-0.06448979591836734,-0.12,-0.05551020408163265,0.5285714285714286,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,-0.04074231032229342,0.0,-0.04166666666666666,1,1,0,1.0,0.5,0.0,0.14379281289197782,0.0,0.16666666666666666
Toys,A19GJX6TTSK0C0:13:B00D9LWJTC,head,long,high,1,0.15000760555267334,1460.0,1.0,1.0,3.0,0.0,-2.0,-2.0,0.036734693877551024,-0.08897959183673469,-0.12571428571428572,0.5114285714285715,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,-0.5,0.0,-0.5,0.0,-0.6666666666666667
Toys,A19XNAQ2TG01QW:15:B008DBZC92,tail,long,low,1,0.03901684284210205,989.0,1.0,2.0,3.0,-1.0,-2.0,-1.0,-0.044897959183673466,0.04979591836734694,0.0946938775510204,0.4942857142857143,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,-0.36907024642854247,0.0,-0.36907024642854247,0.0,-0.5,1,1,0,0.0,-0.5,0.0,-0.5,0.0,-0.6666666666666667
Toys,A19XNAQ2TG01QW:21:B00BSWSAXS,tail,long,high,1,0.1739121675491333,9700.0,1.0,1.0,2.0,0.0,-1.0,-1.0,-0.010612244897959184,-0.08897959183673469,-0.0783673469387755,0.46,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,-0.36907024642854247,0.0,-0.36907024642854247,0.0,-0.5
Toys,A1AA62JAHGF2TR:4:B0027YN5H2,tail,short,high,1,0.18414008617401123,10201.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.14775510204081632,-0.07265306122448979,0.07510204081632653,0.44,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1B0N7WV5RR9VS:5:B000GYSZES,tail,long,high,1,0.18047666549682617,11049.0,51.0,51.0,51.0,0.0,0.0,0.0,0.054693877551020405,0.017142857142857144,-0.03755102040816326,0.4857142857142857,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1BYJHK7RB7N7C:20:B004N0YB8K,tail,long,low,1,0.027207255363464355,10295.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.08571428571428572,-0.1526530612244898,-0.06693877551020408,0.4342857142857143,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1BYJHK7RB7N7C:2:B000ULIYLQ,tail,short,high,1,0.1401805281639099,5746.0,2.0,2.0,2.0,0.0,0.0,0.0,0.17061224489795918,0.03836734693877551,-0.13224489795918365,0.4657142857142857,0.29999998211860657,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1BYJHK7RB7N7C:7:B001GWIB52,tail,long,high,1,0.1404014229774475,2782.0,2.0,2.0,3.0,0.0,-1.0,-1.0,0.14122448979591837,-0.0236734693877551,-0.16489795918367348,0.4742857142857143,0.29999998211860657,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,-0.13092975357145753,0.0,-0.13092975357145753,0.0,-0.16666666666666669
Toys,A1C8F8ZGRIYD8E:3:B001QBTAOY,head,short,high,1,0.12011349201202393,767.0,51.0,51.0,51.0,0.0,0.0,0.0,0.13142857142857142,0.0563265306122449,-0.07510204081632652,0.5028571428571429,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1CJNB6J9U2K6C:2:B004LOKRDG,head,short,high,1,0.06592994928359985,2803.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11836734693877551,0.04,-0.0783673469387755,0.5428571428571428,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1DD9MSMEKYOVW:24:B000067PWG,head,long,high,1,0.29526662826538086,7650.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.053061224489795916,-0.08734693877551021,-0.034285714285714294,0.5028571428571429,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1DD9MSMEKYOVW:30:B0085UA9SK,tail,long,high,1,0.19328367710113525,304.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.15591836734693879,-0.11020408163265306,0.04571428571428572,0.5085714285714286,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1DD9MSMEKYOVW:56:B00ADKNOJ6,tail,long,high,1,0.07209205627441406,1059.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.12653061224489795,-0.08244897959183674,0.04408163265306121,0.4942857142857143,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1E11XUBLN0IBQ:1:B004LKWOL8,tail,short,high,1,0.07540905475616455,635.0,51.0,51.0,51.0,0.0,0.0,0.0,0.05142857142857143,0.02040816326530612,-0.031020408163265307,0.48,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1E1LEVQ9VQNK:5:B009Q3J99A,head,long,low,1,0.025162220001220703,8799.0,2.0,2.0,3.0,0.0,-1.0,-1.0,-0.0563265306122449,-0.012244897959183673,0.044081632653061226,0.5057142857142857,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,-0.13092975357145753,0.0,-0.13092975357145753,0.0,-0.16666666666666669
Toys,A1H4IG6PK1O1MO:4:B0009XBY3A,head,short,high,1,0.10605895519256592,204.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.08571428571428572,-0.005714285714285714,0.08,0.44,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1HVR12V7N8QUG:2:B00ABVYGEE,tail,short,low,1,0.03256458044052124,1908.0,51.0,51.0,51.0,0.0,0.0,0.0,0.06775510204081632,-0.061224489795918366,-0.12897959183673469,0.44857142857142857,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1HVR12V7N8QUG:8:B00ATX7JPM,head,long,low,1,0.0027642250061035156,4052.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.015510204081632653,0.03346938775510204,0.04897959183673469,0.4942857142857143,0.29999998211860657,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1K2WB6SWWN78K:6:B003B7Q5YY,tail,long,low,1,0.04895675182342529,232.0,17.0,16.0,23.0,1.0,-6.0,-7.0,0.18693877551020407,0.17877551020408164,-0.008163265306122436,0.4257142857142857,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.003676470588235295,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.015345268542199489
Toys,A1K8J6UTV9YAW7:11:B0037BMCFK,tail,long,high,1,0.16668033599853516,6302.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.14448979591836736,0.07102040816326531,0.21551020408163268,0.4657142857142857,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1M6YL1SSVVWZY:4:B00008MIGQ,head,short,high,1,0.061240434646606445,3391.0,13.0,14.0,14.0,-1.0,-1.0,0.0,0.11836734693877551,0.10040816326530612,-0.017959183673469395,0.5142857142857142,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.005494505494505503,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.005494505494505503
Toys,A1M8AYAL3L8ACP:100:B001JQLJGS,tail,long,high,1,0.2653599977493286,11622.0,15.0,20.0,9.0,-5.0,6.0,11.0,0.02857142857142857,-0.11346938775510204,-0.14204081632653062,0.49714285714285716,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.016666666666666663,1,1,0,0.0,0.0,1.0,0.3010299956639812,0.0,0.04444444444444444
Toys,A1M8AYAL3L8ACP:28:B00021Z1XS,tail,long,low,1,0.059090256690979004,6045.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.12816326530612246,-0.09224489795918367,0.03591836734693879,0.4742857142857143,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1M8AYAL3L8ACP:38:B00000IZOX,head,long,high,1,0.11347174644470215,2283.0,51.0,51.0,43.0,0.0,8.0,8.0,0.11020408163265306,0.17387755102040817,0.0636734693877551,0.4942857142857143,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.023255813953488372
Toys,A1M8AYAL3L8ACP:75:B00064MUJE,tail,long,low,1,0.04956209659576416,1208.0,47.0,51.0,51.0,-4.0,-4.0,0.0,0.02857142857142857,0.09551020408163265,0.06693877551020408,0.46285714285714286,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-1.0,-0.02127659574468085,0,0,0,0.0,0.0,0.0,0.0,-1.0,-0.02127659574468085
Toys,A1M8AYAL3L8ACP:85:B00000IWDO,head,long,high,1,0.1816624402999878,7300.0,50.0,51.0,51.0,-1.0,-1.0,0.0,-0.005714285714285714,-0.053061224489795916,-0.0473469387755102,0.44,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-1.0,-0.02,0,0,0,0.0,0.0,0.0,0.0,-1.0,-0.02
Toys,A1M8AYAL3L8ACP:87:B000W3TD44,tail,long,low,1,0.03354191780090332,631.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.03346938775510204,0.017142857142857144,0.05061224489795918,0.4714285714285714,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1NIX2WA2ZKLV7:17:B001USHRCK,head,long,high,1,0.13987994194030762,4294.0,25.0,29.0,28.0,-4.0,-3.0,1.0,-0.1689795918367347,-0.19183673469387755,-0.022857142857142854,0.5257142857142857,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.005517241379310346,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.0042857142857142885
Toys,A1NK9YVOB13K25:2:B00BSWRWR8,tail,short,high,1,0.07634174823760986,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10693877551020409,0.02040816326530612,-0.08653061224489797,0.46,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1Q9UVHD2PGCVU:10:B008RWVE8A,head,long,low,1,0.022667527198791504,212.0,33.0,28.0,31.0,5.0,2.0,-3.0,-0.12326530612244897,-0.12163265306122449,0.0016326530612244816,0.5114285714285715,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.005411255411255408,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0019550342130987275
Toys,A1Q9UVHD2PGCVU:14:B004QF0L4U,tail,long,low,1,0.020450949668884277,1739.0,51.0,51.0,51.0,0.0,0.0,0.0,0.09387755102040816,-0.02040816326530612,-0.11428571428571428,0.5285714285714286,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1Q9UVHD2PGCVU:34:B00A852QVI,tail,long,high,1,0.22045207023620605,6315.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.12816326530612246,-0.12326530612244897,0.0048979591836734865,0.5085714285714286,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1Q9UVHD2PGCVU:41:B000GZCBFG,head,long,high,1,0.06386280059814453,6955.0,27.0,30.0,26.0,-3.0,1.0,4.0,-0.05795918367346939,-0.11673469387755102,-0.05877551020408163,0.4514285714285714,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.003703703703703702,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0014245014245014287
Toys,A1QP17D4X705C:1:B004PBN8RC,tail,short,low,1,0.0026546120643615723,11214.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.022040816326530613,0.10857142857142857,0.1306122448979592,0.46,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1SN0GF90DLUHI:14:B0032VUUXQ,tail,long,high,1,0.3510979413986206,7902.0,14.0,17.0,15.0,-3.0,-1.0,2.0,0.09387755102040816,0.06448979591836734,-0.029387755102040822,0.4657142857142857,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.01260504201680672,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.004761904761904759
Toys,A1SN0GF90DLUHI:16:B000NIEC9E,tail,long,low,1,0.015070557594299316,3860.0,3.0,3.0,3.0,0.0,0.0,0.0,-0.09387755102040816,-0.09387755102040816,0.0,0.46285714285714286,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1U18GUY30RD60:1:B00C6PXVEY,tail,short,low,1,0.04934966564178467,3093.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1673469387755102,0.14122448979591837,-0.026122448979591845,0.4742857142857143,0.29999998211860657,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1V0GLV2R0YNU7:2:B001W09LO8,head,short,low,1,0.006402373313903809,4528.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.02857142857142857,-0.030204081632653063,-0.001632653061224492,0.44,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1VMMMFNAMF87S:1:B0009HLSZK,tail,short,low,1,0.0026381611824035645,1235.0,51.0,51.0,51.0,0.0,0.0,0.0,0.07265306122448979,0.1853061224489796,0.1126530612244898,0.47714285714285715,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1WQZ0DF76GZRR:1:B001IABZKU,head,short,low,1,0.042299747467041016,3837.0,51.0,51.0,51.0,0.0,0.0,0.0,0.054693877551020405,0.012244897959183673,-0.04244897959183673,0.4857142857142857,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1WUQF5HWBAQJU:5:B00FQVVNT0,tail,long,low,1,0.02099210023880005,5149.0,19.0,20.0,22.0,-1.0,-3.0,-2.0,-0.008979591836734694,-0.06612244897959184,-0.05714285714285715,0.4828571428571429,0.29999998211860657,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.0026315789473684154,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.007177033492822962
Toys,A1X0A4DC5S8D6X:7:B006OG76Q0,head,long,low,1,0.04632413387298584,10934.0,12.0,19.0,18.0,-7.0,-6.0,1.0,0.04326530612244898,0.05142857142857143,0.00816326530612245,0.4514285714285714,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.03070175438596491,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.027777777777777776
Toys,A1XJOSJN6FHFO0:16:0963679600,head,long,low,1,0.009694695472717285,1740.0,15.0,15.0,13.0,0.0,2.0,2.0,0.11836734693877551,0.025306122448979593,-0.09306122448979592,0.46285714285714286,0.30000001192092896,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.010256410256410262
Toys,A1XJOSJN6FHFO0:8:B00005MNV6,tail,long,high,1,0.25099456310272217,6554.0,51.0,51.0,51.0,0.0,0.0,0.0,-0.018775510204081632,-0.0563265306122449,-0.03755102040816327,0.47714285714285715,0.30000001192092896,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A1YPPPXDRR030H:8:B007RKZJ1G,head,long,low,1,0.05167114734649658,1739.0,51.0,51.0,51.0,0.0,0.0,0.0,0.015510204081632653,-0.02857142857142857,-0.044081632653061226,0.4685714285714286,0.29999998211860657,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Toys,A20361V1Y2GZ5X:4:B002WBBZYK,tail,short,low,1,0.014055252075195312,11591.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.005714285714285714,-0.06285714285714286,-0.05714285714285715,0.47714285714285715,0.30000001192092896,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
