user,split,sample_hash,history_length,recoverable_sum,recoverable_mean,recoverable_max,recoverable_positive_fraction,recoverable_ge8_fraction,displaced_cf_sum,displaced_cf_mean,metadata_lost_sum,metadata_lost_mean,metadata_retention_mean,metadata_retention_min,current_metadata_visible_sum,current_cf_visible_sum,log1p_popularity_mean,log1p_popularity_min,tail_item_fraction,top_k_similar_item_mean,lp_current,lp_recover,benefit,positive_label,predicted_probability
A3K5NP63E32ZBG,audit,015b4200e65a08d80fa9444a355d62a65408d173f77d8573889eca3646782531,7.0,370.0,52.857142857142854,83.0,1.0,1.0,362.0,51.714285714285715,933.0,133.28571428571428,0.3577407250027527,0.06786427145708583,238.0,553.0,3.5781530368869867,1.6094379124341003,0.14285714285714285,10.0,-0.13013625144958496,-0.12315274029970169,0.00698351114988327,0,0.16790243308422156
A12XDEMP7PQPDT,audit,01643b82ca3d0efc4f6572767f31357f81200ce19ba8ee1e55b42d13d65761c5,2.0,119.0,59.5,82.0,1.0,1.0,115.0,57.5,216.0,108.0,0.31748998664886513,0.16355140186915887,68.0,158.0,3.899876659143624,3.6888794541139363,0.0,10.0,-0.46793532371520996,-0.5792223811149597,-0.11128705739974976,0,0.2139155109259161
ABWDNZW06BSN5,audit,017d7602be5dd7579d9be116d813188c845fb1853389f57213754373bdd774dd,3.0,247.0,82.33333333333333,83.0,1.0,1.0,237.0,79.0,386.0,128.66666666666666,0.22009567384220485,0.18085106382978725,102.0,237.0,2.219764639894546,1.6094379124341003,0.6666666666666666,10.0,-0.8917931318283081,-0.9477939009666443,-0.05600076913833618,0,0.12958043972660888
AFYQ9V4XBVCJ1,audit,0185dd9f7baa818edefaf2eda05aced63c27a5e2df6d3d8b6e0090e76b667c5a,5.0,283.0,56.6,83.0,1.0,1.0,277.0,55.4,337.0,67.4,0.39304374985553475,0.19883040935672514,168.0,396.0,3.628051095415843,2.6390573296152584,0.0,10.0,-0.6547951102256775,-1.2079546451568604,-0.5531595349311829,0,0.2222948380054324
AA9UTGNMCBM8Z,audit,01910ed6fbfbc25b63ddc4fb79ba23bd6f513649076111d90666fdcbfb5a794d,2.0,152.0,76.0,83.0,1.0,1.0,148.0,74.0,210.0,105.0,0.2621914008321775,0.19428571428571428,68.0,158.0,3.0479122812161124,2.4849066497880004,0.0,10.0,-0.8147419095039368,-0.8450905084609985,-0.030348598957061768,0,0.15139577028682186
A991M3ZR4LNPI,audit,01beb3acd72a2a3d9e4a79850050f21edfbb6d1ecdc5a9dc7506fb167702523a,12.0,748.0,62.333333333333336,83.0,1.0,1.0,724.0,60.333333333333336,1182.0,98.5,0.3429457554173378,0.09798270893371758,407.0,949.0,4.488952469915142,2.6390573296152584,0.0,10.0,-0.5664021372795105,-0.7219985127449036,-0.15559637546539307,0,0.19513542871372183
A2OERI2FWZ8L3V,audit,01bef164837e73e4ec4daa771c47e4e4ccc5bbadf1768b7254ef3a0b5b426706,3.0,225.0,75.0,83.0,1.0,1.0,217.0,72.33333333333333,1060.0,353.3333333333333,0.1748135795938659,0.04398447606727038,102.0,237.0,3.059616568294937,1.6094379124341003,0.3333333333333333,10.0,-0.683449923992157,-0.7200730443000793,-0.03662312030792236,0,0.13643776919288578
A1ZNW0VOH2HOI,audit,01c704ec0e83a8b4c96eaddf0a2d34cbf3ee20baa0f5d472a75844d0f2868d79,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,360.0,180.0,0.18394640374162557,0.11604095563139932,68.0,158.0,3.9981586158983724,3.4965075614664802,0.0,10.0,-0.018852444365620613,-5.692776679992676,-5.673924446105957,0,0.13484989130530264
A2GTBPR5CC5R9A,audit,01c8ec7c802db977b7208e0afef79d06679feb779e9a4d4f21279194c973f3dc,6.0,481.0,80.16666666666667,83.0,1.0,1.0,461.0,76.83333333333333,647.0,107.83333333333333,0.2498228453752929,0.20118343195266272,204.0,474.0,2.8531086321840076,1.9459101490553132,0.16666666666666666,10.0,-1.3964567184448242,-2.205631971359253,-0.8091752529144287,0,0.168276613867889
A2HB8OXRKARU0U,audit,01d8101dfe569fd48c9308fb6a1aa535753522b5c9e8e621414f04e05c2e6209,2.0,124.0,62.0,83.0,1.0,1.0,120.0,60.0,518.0,259.0,0.25993476842791907,0.06653620352250489,68.0,158.0,2.71467281447722,2.4849066497880004,0.0,10.0,-1.1506057977676392,-1.2692556381225586,-0.11864984035491943,0,0.187292351072255
A2VWVLZY20K2TW,audit,01e336dc61ce1ddb3b3a364e1b7c1a4f78b60c3fa1a158a82ec56623e98171f0,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,203.0,101.5,0.2524383561643836,0.2328767123287671,68.0,158.0,2.858513850703111,2.0794415416798357,0.5,10.0,-0.8750262260437012,-1.2875416278839111,-0.41251540184020996,0,0.13520651745423634
AUYHN715CU236,audit,01e5d81f33274cf41022ead8f8d7523359ce5f4ec1523260f4e8720d97d2239b,3.0,155.0,51.666666666666664,83.0,1.0,1.0,151.0,50.333333333333336,159.0,53.0,0.4191339973158155,0.2809917355371901,102.0,237.0,2.721123772153304,2.197224577336219,0.0,10.0,-1.313501000404358,-1.2907580137252808,0.02274298667907715,1,0.2717748801757284
A3VBSHBMM26L1H,audit,01f26f692fc3325d576f5cdbe87ec97af358bc918295d25f1b8b16c1c485c129,2.0,98.0,49.0,61.0,1.0,1.0,98.0,49.0,98.0,49.0,0.4217282863849765,0.3645833333333333,69.0,157.0,3.7800402325109133,2.70805020110221,0.0,10.0,-0.8629642128944397,-0.8250226974487305,0.03794151544570923,1,0.18569378366900302
A3FPW0YPOGIK6A,audit,01f54601d0893817538e6ea2ea09e119770b5211c296e199881c3ec59c143c2d,4.0,205.0,51.25,67.0,1.0,1.0,205.0,51.25,205.0,51.25,0.41508782372547,0.33663366336633666,136.0,316.0,4.081416440834667,2.4849066497880004,0.0,10.0,-0.45275670289993286,-0.6555836796760559,-0.20282697677612305,0,0.20213110289192987
A37UWZVT6K44L1,audit,01f716bd47654019ed2ce63632c37973683f5ff826bad92bb08920e463706d70,2.0,120.0,60.0,83.0,1.0,1.0,116.0,58.0,137.0,68.5,0.3634967700942497,0.24812030075187969,67.0,158.0,2.4986061368820573,1.3862943611198906,0.5,10.0,-1.1648855209350586,-1.3599492311477661,-0.19506371021270752,0,0.20265392172594723
AJ6655BK9JNQQ,audit,01fd2f45495d5b1c88a580dbf628c7712c82617494350d7f0cdaf8edd4dfed67,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,201.0,100.5,0.25321151716500556,0.24285714285714285,68.0,158.0,2.810200432858575,1.791759469228055,0.5,10.0,-0.9721450805664062,-1.014269471168518,-0.042124390602111816,0,0.13559874280930695
ANO9SHL0H3C29,audit,02029944be62d45433c719465c17e519ad6bc5b05250f355cb21fff550c60636,2.0,104.0,52.0,83.0,1.0,1.0,100.0,50.0,173.0,86.5,0.4038978494623656,0.1827956989247312,69.0,157.0,3.954193579645022,3.4657359027997265,0.0,10.0,-1.1702134609222412,-1.2283551692962646,-0.05814170837402344,0,0.23896495665372688
A2SX8OGJMKE170,audit,02058527a813a82ff6f2aa994e0e4b157cc08ef64202b389bc37c160107ba9b5,7.0,447.0,63.857142857142854,83.0,1.0,1.0,431.0,61.57142857142857,595.0,85.0,0.3348991391197497,0.2,239.0,552.0,2.7951430043693684,1.9459101490553132,0.14285714285714285,10.0,-1.1910210847854614,-1.0889517068862915,0.10206937789916992,1,0.21268794021758344
A3IV7MOGOQIDL,audit,0208e9b78f18ec2fc8c0eb091b31184d5c3e8a6c83260ee062e926cbac1f6434,4.0,317.0,79.25,83.0,1.0,1.0,305.0,76.25,901.0,225.25,0.1805513721552878,0.0819277108433735,136.0,316.0,2.7058230259275198,2.0794415416798357,0.25,10.0,-0.3760036528110504,-11.316511154174805,-10.940507888793945,0,0.13091794432008827
A1N6AY0XTAPBM2,audit,0220fe92c03aec08783e640953b934d94e77ffe71b756d25b07639f28e0ecb44,5.0,253.0,50.6,83.0,1.0,1.0,245.0,49.0,413.0,82.6,0.40563812855345294,0.16037735849056603,174.0,391.0,3.8463093916241204,1.9459101490553132,0.2,10.0,-1.0006731748580933,-1.1908296346664429,-0.1901564598083496,0,0.21234196584442716
A1121T1I50825Z,audit,02377127c01f2aa6147154f423fa058f71138326a57faf1c30f9763e49514bca,9.0,682.0,75.77777777777777,84.0,1.0,1.0,650.0,72.22222222222223,2628.0,292.0,0.19202185306057673,0.05112781954887218,303.0,714.0,3.9965137288197687,2.197224577336219,0.0,10.0,-0.4053291380405426,-0.4286069869995117,-0.023277848958969116,0,0.13098355702546158
A2ND7WY43CKE3K,audit,0238dacb4ae672ca52b728b2ebfa90794795ef672220ab62bb74eadd10709740,16.0,1086.0,67.875,84.0,1.0,1.0,1062.0,66.375,1456.0,91.0,0.31256041461955203,0.13545816733067728,539.0,1269.0,3.4341563768159773,1.791759469228055,0.125,10.0,-1.1644617319107056,-1.5288059711456299,-0.3643442392349243,0,0.24072367128780986
A2EYSAMTVQKSQQ,audit,02439edde770bf57f85571b359f1829d7bb88ea46ced1f6a20ed7eca47413ffb,5.0,335.0,67.0,84.0,1.0,1.0,323.0,64.6,478.0,95.6,0.3049022432307585,0.17525773195876287,170.0,395.0,2.7243074767899684,1.791759469228055,0.4,10.0,-1.2563438415527344,-1.4286079406738281,-0.17226409912109375,0,0.18428628354657034
AJ2YZ2DBOGHUY,audit,0250ef89edede82eb534e68720726f65bfdcbc1aa2a22a738413aad2ed61ce7b,3.0,229.0,76.33333333333333,83.0,1.0,1.0,221.0,73.66666666666667,276.0,92.0,0.2784146760327149,0.2328767123287671,102.0,237.0,2.209347125393178,1.3862943611198906,0.3333333333333333,10.0,-0.12160489708185196,-0.25076502561569214,-0.12916013598442078,0,0.1550391798456007
A2C5S5TX4P3TSJ,audit,0256f7e4e9b7d395433471b1529d53cd12acd61d45963c2958e82685e8163846,11.0,840.0,76.36363636363636,84.0,1.0,1.0,808.0,73.45454545454545,1377.0,125.18181818181819,0.24290522526008143,0.125,369.0,870.0,3.5153545749724455,1.791759469228055,0.09090909090909091,10.0,-1.3127776384353638,-1.3394520282745361,-0.026674389839172363,0,0.18680181282745142
A2F6A21W2KL9M5,audit,025fcff8bd81ae5307453d4601f022b0246d220c644cb09e269541b09599f648,7.0,403.0,57.57142857142857,83.0,1.0,1.0,396.0,56.57142857142857,633.0,90.42857142857143,0.3768724241533121,0.09798270893371758,238.0,553.0,3.7500181322814856,1.9459101490553132,0.14285714285714285,10.0,-0.7794257998466492,-0.8578864336013794,-0.07846063375473022,0,0.16838638017658847
AVEQE1JDNN0S2,audit,026a947f977547a7e6afea65e9129ba41faba8567914c0759af9c2d3ccd17dab,4.0,219.0,54.75,83.0,1.0,1.0,215.0,53.75,345.0,86.25,0.37740875650707595,0.13991769547325103,136.0,316.0,2.641595422481263,2.197224577336219,0.0,10.0,-1.6947537660598755,-1.8273576498031616,-0.13260388374328613,0,0.19621819564452977
A3D4RNT1UWLPIN,audit,0273d258a9de56a1a400e613ca5bf008fd87938d441ddc5067d6cb6ddbd0f0fa,2.0,166.0,83.0,83.0,1.0,1.0,158.0,79.0,221.0,110.5,0.23840256211180125,0.2111801242236025,68.0,158.0,2.6020033435383976,1.9459101490553132,0.5,10.0,-0.3690333664417267,-2.292825937271118,-1.9237926006317139,0,0.1305400640075776
A22L9WVGO65VGE,audit,02863fa68c49b2fc35a0df73a2827096113bc699d9613a2c5531240b625aa69a,3.0,188.0,62.666666666666664,83.0,1.0,1.0,184.0,61.333333333333336,230.0,76.66666666666667,0.33652052873750987,0.2138364779874214,102.0,237.0,2.7853616770071596,1.9459101490553132,0.6666666666666666,10.0,-1.569523572921753,-1.7343679666519165,-0.16484439373016357,0,0.19051764905157803
AECNDVO223DQ5,audit,029059776a6d6177bd1270b193ba8090a74dd351e78eb2ab39e1482897b9c35b,4.0,308.0,77.0,83.0,1.0,1.0,296.0,74.0,432.0,108.0,0.25128336027680875,0.20238095238095238,135.0,317.0,3.1601770327345293,1.791759469228055,0.25,10.0,-0.4875028133392334,-2.493196964263916,-2.0056941509246826,0,0.16011376050667211
A1K9L49L7HTQJE,audit,0292ff68f5e1bd3d03ef19dba03f0ac839ff823b3c040ec93d50aa8793a1ad3c,7.0,421.0,60.142857142857146,85.0,1.0,1.0,409.0,58.42857142857143,611.0,87.28571428571429,0.34797992027157104,0.12260536398467432,236.0,555.0,3.5266529500314476,1.9459101490553132,0.14285714285714285,10.0,-1.0046002864837646,-0.9868016242980957,0.017798662185668945,0,0.19248121714899302
A3GPTLW5XE8VV7,audit,02a517edf55a5168b2afdf3b7fd948ef72d25044c8c6c11343e7a1e5804b220f,3.0,250.0,83.33333333333333,84.0,1.0,1.0,238.0,79.33333333333333,652.0,217.33333333333334,0.1388374652000417,0.11643835616438356,101.0,238.0,4.250222537410885,4.127134385045092,0.0,10.0,-1.4351190328598022,-1.4426535367965698,-0.007534503936767578,0,0.16510883862044834
AGF4QULX971J2,audit,02abbaa44b86e038e8516cb12c63e5ccd615224818a84d9f9667f5b13cfc57da,3.0,80.0,26.666666666666668,33.0,1.0,1.0,80.0,26.666666666666668,80.0,26.666666666666668,0.5670677907037095,0.5074626865671642,103.0,236.0,4.263395301688661,3.4011973816621555,0.0,10.0,-0.6012384295463562,-0.6033331751823425,-0.002094745635986328,0,0.17347275801069337
A3C5WTJO996F0X,audit,02b38a968b4349d8f27acaa140697533187ac2ae2c84b2d9381e49faf6b72e08,6.0,386.0,64.33333333333333,84.0,1.0,1.0,374.0,62.333333333333336,617.0,102.83333333333333,0.31092794622381675,0.14912280701754385,203.0,475.0,2.808577174167438,2.0794415416798357,0.16666666666666666,10.0,-0.699937641620636,-0.7158451080322266,-0.015907466411590576,0,0.1919728095281077
A3EV788FCRKQYM,audit,02c4a87f32aaf539eebff899d541f5605cc9d0a65e2f7d1f765a7fba3103b4ce,11.0,575.0,52.27272727272727,83.0,1.0,1.0,567.0,51.54545454545455,673.0,61.18181818181818,0.40643554817054317,0.18681318681318682,374.0,869.0,3.011416599742681,1.791759469228055,0.18181818181818182,10.0,-1.8984986543655396,-1.9628928899765015,-0.06439423561096191,0,0.24399053645049232
A1HUQ89BM5PDQK,audit,02c6b5adbb0aea6108d3a02759069640594c4f3b255fc189ee943cfd26fd800d,6.0,278.0,46.333333333333336,83.0,1.0,1.0,274.0,45.666666666666664,286.0,47.666666666666664,0.44785392134226126,0.272,204.0,474.0,4.7121118862208204,3.4657359027997265,0.0,10.0,-0.761823296546936,-0.9627446532249451,-0.20092135667800903,0,0.3163022852751692
A29EI0LHAWPHW,audit,02c804237e5695f8231d194f53c28d7379f48238d15591e3093f4d1609d1b897,2.0,145.0,72.5,83.0,1.0,1.0,141.0,70.5,156.0,78.0,0.30989583333333337,0.265625,68.0,158.0,2.7803408155077634,2.3025850929940455,0.0,10.0,-1.9124209880828857,-1.9689058065414429,-0.05648481845855713,0,0.1806004883835175
A2G5PN9111VN6I,audit,02e43425f43af9d526637e0b4f3c2db40c84d4dbb5623b2d3f76c727c74c3d37,2.0,129.0,64.5,83.0,1.0,1.0,125.0,62.5,230.0,115.0,0.2904816513761468,0.1559633027522936,68.0,158.0,1.9033312448851598,1.6094379124341003,0.5,10.0,-1.8751956224441528,-2.000256061553955,-0.12506043910980225,0,0.1685957863333395
AJHGYCP02PH31,audit,02eb634f853c1597eefc679afad5bd0f5807e67d378083d75cfb3bfcf38929d8,2.0,128.0,64.0,83.0,1.0,1.0,124.0,62.0,159.0,79.5,0.3300547382825864,0.22972972972972974,68.0,158.0,3.2050874409830836,2.772588722239781,0.0,10.0,-1.0239827632904053,-1.1734899282455444,-0.14950716495513916,0,0.20795994145194363
A3KB1L8DIDDTO5,audit,02ed7f3ccd623e90d37c365411138cb4288e80ca95bd3ce40efe4dddcc7b45a1,2.0,106.0,53.0,83.0,1.0,1.0,102.0,51.0,183.0,91.5,0.3858744800144691,0.17525773195876287,68.0,158.0,1.7005986908310775,1.6094379124341003,1.0,10.0,-1.8918098211288452,-2.067657947540283,-0.175848126411438,0,0.20051792622540213
A9J4W6V3RBWXU,audit,02f70084a17411c580bc1241a9b3bacbed6a0593ad4b686e07b5139e28a17ed5,2.0,121.0,60.5,83.0,1.0,1.0,117.0,58.5,316.0,158.0,0.29059829059829057,0.10897435897435898,68.0,158.0,3.9006956601457428,3.8501476017100584,0.0,10.0,-1.375619888305664,-1.6012537479400635,-0.22563385963439941,0,0.20611569062685542
