sample_key,user_id,target_group,depth,gold_token,edge_id,legal_child_count,branch_bin,descendant_items,same_token_node_count,semantic_distance,cohort,gold_margin
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,tail,1,18322,"0,3575>18322",87,9+,3,1,,control,-3.096841812133789
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,tail,2,8949,"0,3575,18322>8949",2,2,2,0,,ineligible,0.48828125
A12UT32YCU0WT0:3:B0050QJ1HM,A12UT32YCU0WT0,tail,7,536,"0,3575,18322,8949,5087,6029,5075,1783>536",2,2,1,0,,ineligible,2.210137367248535
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,head,0,7568,0>7568,108,9+,208,1,,control,1.4688491821289062
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,head,1,18362,"0,7568>18362",98,9+,60,1,,control,0.9644603729248047
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,head,2,1273,"0,7568,18362>1273",25,9+,9,1,,control,1.1987838745117188
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,head,3,1274,"0,7568,18362,1273>1274",2,2,8,2,0.0033884048461914062,control,0.9760799407958984
A12VPAGE4NL1YP:16:B003VMV7D8,A12VPAGE4NL1YP,head,6,2213,"0,7568,18362,1273,1274,11132,17570>2213",2,2,1,0,,ineligible,3.9515881538391113
A12X2IATRNQ0IM:1:B002GENWU8,A12X2IATRNQ0IM,head,0,945,0>945,108,9+,138,1,,control,0.5307083129882812
A12X2IATRNQ0IM:1:B002GENWU8,A12X2IATRNQ0IM,head,1,13647,"0,945>13647",81,9+,3,2,0.006583809852600098,control,0.5900707244873047
A12X2IATRNQ0IM:1:B002GENWU8,A12X2IATRNQ0IM,head,2,23205,"0,945,13647>23205",3,3-4,1,0,,ineligible,4.074929237365723
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,head,0,162,0>162,108,9+,89,1,,control,-2.4982986450195312
A12X7K54734QXE:2:B000AO2NXS,A12X7K54734QXE,head,1,25398,"0,162>25398",59,9+,1,0,,ineligible,-2.0525169372558594
A12XKQFH1S15IR:2:B0030O3VRW,A12XKQFH1S15IR,head,0,21628,0>21628,108,9+,135,1,,control,-2.1832046508789062
A12XKQFH1S15IR:2:B0030O3VRW,A12XKQFH1S15IR,head,1,4055,"0,21628>4055",90,9+,1,0,,ineligible,1.2924327850341797
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,tail,0,30551,0>30551,108,9+,238,1,,control,-1.178253173828125
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,tail,1,4121,"0,30551>4121",102,9+,2,0,,ineligible,-1.1219139099121094
A12ZI9PVPM278F:9:B0094GHKFE,A12ZI9PVPM278F,tail,2,18722,"0,30551,4121>18722",2,2,1,0,,ineligible,-2.179971694946289
A133WTKECXJX7K:3:B006OMHR1S,A133WTKECXJX7K,head,0,7334,0>7334,108,9+,120,1,,control,1.3171348571777344
A133WTKECXJX7K:3:B006OMHR1S,A133WTKECXJX7K,head,1,9319,"0,7334>9319",30,9+,18,1,,control,-0.6932945251464844
A133WTKECXJX7K:3:B006OMHR1S,A133WTKECXJX7K,head,2,2888,"0,7334,9319>2888",6,5-8,5,1,,control,-1.9603099822998047
A133WTKECXJX7K:3:B006OMHR1S,A133WTKECXJX7K,head,3,768,"0,7334,9319,2888>768",2,2,4,3,0.013477534055709839,control,3.6210689544677734
A133WTKECXJX7K:3:B006OMHR1S,A133WTKECXJX7K,head,4,16057,"0,7334,9319,2888,768>16057",2,2,3,1,,control,11.308966636657715
A133WTKECXJX7K:3:B006OMHR1S,A133WTKECXJX7K,head,6,11321,"0,7334,9319,2888,768,16057,18312>11321",2,2,1,0,,ineligible,4.79202938079834
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,tail,0,260,0>260,108,9+,110,1,,control,-0.8747138977050781
A139G0ERYRIRDZ:4:B00A19WNC8,A139G0ERYRIRDZ,tail,1,19239,"0,260>19239",78,9+,1,0,,ineligible,19.271095275878906
A13D08OA1VG6J3:2:B003VMMMUK,A13D08OA1VG6J3,tail,0,7568,0>7568,108,9+,208,1,,control,-0.7195892333984375
A13D08OA1VG6J3:2:B003VMMMUK,A13D08OA1VG6J3,tail,1,18362,"0,7568>18362",98,9+,60,1,,control,2.26837158203125
A13D08OA1VG6J3:2:B003VMMMUK,A13D08OA1VG6J3,tail,2,1273,"0,7568,18362>1273",25,9+,9,1,,control,0.9709796905517578
A13D08OA1VG6J3:2:B003VMMMUK,A13D08OA1VG6J3,tail,3,1274,"0,7568,18362,1273>1274",2,2,8,2,0.0033884048461914062,control,0.9784660339355469
A13D08OA1VG6J3:2:B003VMMMUK,A13D08OA1VG6J3,tail,6,3679,"0,7568,18362,1273,1274,11132,17570>3679",2,2,7,1,,control,4.571374893188477
A13D08OA1VG6J3:2:B003VMMMUK,A13D08OA1VG6J3,tail,7,591,"0,7568,18362,1273,1274,11132,17570,3679>591",7,5-8,1,0,,ineligible,1.8493123054504395
A13G2RXDAJT9CE:1:B00CNE2GOO,A13G2RXDAJT9CE,head,0,727,0>727,108,9+,66,1,,control,-1.7067031860351562
A13G2RXDAJT9CE:1:B00CNE2GOO,A13G2RXDAJT9CE,head,1,5547,"0,727>5547",31,9+,1,0,,ineligible,-2.3515682220458984
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,head,0,1580,0>1580,108,9+,165,1,,control,-2.2380905151367188
A13LHBUYIK9TMC:23:B00GP2N66W,A13LHBUYIK9TMC,head,1,1770,"0,1580>1770",112,9+,1,0,,ineligible,-2.767214775085449
A13LTPRV54W6DU:1:B000VSG1PO,A13LTPRV54W6DU,head,0,8058,0>8058,108,9+,38,1,,control,-2.6545639038085938
A13LTPRV54W6DU:1:B000VSG1PO,A13LTPRV54W6DU,head,1,11054,"0,8058>11054",30,9+,1,0,,ineligible,-1.6362934112548828
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,head,0,25597,0>25597,108,9+,186,1,,control,-0.12370681762695312
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,head,1,3432,"0,25597>3432",96,9+,12,2,0.013034701347351074,control,-0.004695892333984375
A13M9XSQ4O6NLY:8:B0063A432W,A13M9XSQ4O6NLY,head,2,2901,"0,25597,3432>2901",2,2,1,0,,ineligible,8.5044584274292
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,head,0,6453,0>6453,108,9+,97,1,,control,-2.4151077270507812
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,head,1,16927,"0,6453>16927",49,9+,3,1,,control,-0.3658294677734375
A13RAVPFO5SIB1:2:B000I82POI,A13RAVPFO5SIB1,head,2,11842,"0,6453,16927>11842",3,3-4,1,0,,ineligible,1.668914794921875
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,head,0,747,0>747,108,9+,161,1,,control,-1.018890380859375
A141AFVMQZYPWV:3:B0057WJ264,A141AFVMQZYPWV,head,1,6268,"0,747>6268",96,9+,1,0,,ineligible,-2.4992599487304688
A1429179XSHSTD:1:B00AEYGIR6,A1429179XSHSTD,tail,0,27406,0>27406,108,9+,132,1,,control,1.9173622131347656
A1429179XSHSTD:1:B00AEYGIR6,A1429179XSHSTD,tail,1,21327,"0,27406>21327",96,9+,2,0,,ineligible,-3.1957626342773438
A1429179XSHSTD:1:B00AEYGIR6,A1429179XSHSTD,tail,2,5447,"0,27406,21327>5447",2,2,1,0,,ineligible,3.326284408569336
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,tail,0,25097,0>25097,108,9+,141,1,,control,-1.4261474609375
A1465Y9A9NG36O:2:B007CVGMAC,A1465Y9A9NG36O,tail,1,15274,"0,25097>15274",78,9+,1,0,,ineligible,12.031497955322266
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,head,0,5432,0>5432,108,9+,147,1,,control,-3.3493881225585938
A149FSL9QLEN74:1:B00CNOUZE2,A149FSL9QLEN74,head,1,18485,"0,5432>18485",93,9+,1,0,,ineligible,4.4748382568359375
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,tail,0,1268,0>1268,108,9+,234,1,,control,-0.7528152465820312
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,tail,1,840,"0,1268>840",104,9+,3,2,0.00815516710281372,control,4.2959747314453125
A14EGTIUFVIIS4:2:B000V3RZ04,A14EGTIUFVIIS4,tail,2,8402,"0,1268,840>8402",2,2,1,0,,ineligible,-0.09650516510009766
A14MIG0KAPGSSF:2:B004KS2OD4,A14MIG0KAPGSSF,tail,0,12535,0>12535,108,9+,156,1,,control,-3.2642974853515625
A14MIG0KAPGSSF:2:B004KS2OD4,A14MIG0KAPGSSF,tail,1,2618,"0,12535>2618",97,9+,2,0,,ineligible,-8.187620162963867
A14MIG0KAPGSSF:2:B004KS2OD4,A14MIG0KAPGSSF,tail,7,536,"0,12535,2618,18571,1427,22153,1588,694>536",2,2,1,0,,ineligible,1.3124713897705078
A14QOO2H6RBTJC:4:B000GCWP28,A14QOO2H6RBTJC,tail,0,7704,0>7704,108,9+,44,1,,control,-0.8580245971679688
A14QOO2H6RBTJC:4:B000GCWP28,A14QOO2H6RBTJC,tail,1,3243,"0,7704>3243",14,9+,3,2,0.01414191722869873,control,4.328150749206543
A14QOO2H6RBTJC:4:B000GCWP28,A14QOO2H6RBTJC,tail,2,6277,"0,7704,3243>6277",3,3-4,1,0,,ineligible,27.97130012512207
A14UC28V9HYKP:2:B008VSYO5A,A14UC28V9HYKP,head,0,162,0>162,108,9+,89,1,,control,-2.792266845703125
A14UC28V9HYKP:2:B008VSYO5A,A14UC28V9HYKP,head,1,17101,"0,162>17101",59,9+,1,0,,ineligible,-3.8730239868164062
A15A4RX02DDFER:4:B001CC1VV2,A15A4RX02DDFER,head,0,19831,0>19831,108,9+,234,1,,control,-0.38159942626953125
A15A4RX02DDFER:4:B001CC1VV2,A15A4RX02DDFER,head,1,27107,"0,19831>27107",110,9+,2,0,,ineligible,7.833885192871094
A15A4RX02DDFER:4:B001CC1VV2,A15A4RX02DDFER,head,2,25605,"0,19831,27107>25605",2,2,1,0,,ineligible,46.842403411865234
A15EXMQLL53XVT:3:B000EGYRGS,A15EXMQLL53XVT,tail,0,27170,0>27170,108,9+,91,1,,control,-2.6460037231445312
A15EXMQLL53XVT:3:B000EGYRGS,A15EXMQLL53XVT,tail,1,6823,"0,27170>6823",59,9+,4,2,0.004772961139678955,control,0.7031917572021484
A15EXMQLL53XVT:3:B000EGYRGS,A15EXMQLL53XVT,tail,2,22758,"0,27170,6823>22758",4,3-4,1,0,,ineligible,-1.4551420211791992
A15H73KHFVDRCW:3:B004FTH3FM,A15H73KHFVDRCW,tail,0,27170,0>27170,108,9+,91,1,,control,1.63226318359375
A15H73KHFVDRCW:3:B004FTH3FM,A15H73KHFVDRCW,tail,1,21045,"0,27170>21045",59,9+,2,0,,ineligible,8.639284133911133
A15H73KHFVDRCW:3:B004FTH3FM,A15H73KHFVDRCW,tail,2,22884,"0,27170,21045>22884",2,2,1,0,,ineligible,31.041053771972656
A15HI1HDAU7SPR:2:B0006BDO5Q,A15HI1HDAU7SPR,tail,0,14517,0>14517,108,9+,90,1,,control,-3.7576675415039062
A15HI1HDAU7SPR:2:B0006BDO5Q,A15HI1HDAU7SPR,tail,1,2719,"0,14517>2719",54,9+,3,4,0.010675152142842611,control,-1.5059013366699219
A15HI1HDAU7SPR:2:B0006BDO5Q,A15HI1HDAU7SPR,tail,2,2754,"0,14517,2719>2754",2,2,1,0,,ineligible,-3.4044227600097656
A15T9G38F589KM:15:B00A0IWRU8,A15T9G38F589KM,head,0,2629,0>2629,108,9+,76,1,,control,-0.5788841247558594
A15T9G38F589KM:15:B00A0IWRU8,A15T9G38F589KM,head,1,2481,"0,2629>2481",51,9+,5,1,,control,-0.22970962524414062
A15T9G38F589KM:15:B00A0IWRU8,A15T9G38F589KM,head,3,7316,"0,2629,2481,162>7316",2,2,4,2,0.022922396659851074,control,15.094467163085938
A15T9G38F589KM:15:B00A0IWRU8,A15T9G38F589KM,head,6,16087,"0,2629,2481,162,7316,13377,8030>16087",4,3-4,1,0,,ineligible,-0.7264060974121094
A15V46DLC5ODBH:7:B009GIOVKC,A15V46DLC5ODBH,head,0,21935,0>21935,108,9+,136,1,,control,-1.3503570556640625
A15V46DLC5ODBH:7:B009GIOVKC,A15V46DLC5ODBH,head,1,2704,"0,21935>2704",94,9+,1,0,,ineligible,-2.4972457885742188
A1619SAMLBBVK0:1:B0050OX4O0,A1619SAMLBBVK0,tail,0,1678,0>1678,108,9+,60,1,,control,-7.195423126220703
A1619SAMLBBVK0:1:B0050OX4O0,A1619SAMLBBVK0,tail,1,5866,"0,1678>5866",48,9+,1,0,,ineligible,-5.956275939941406
A165E73U7434D9:2:B008SDY08O,A165E73U7434D9,tail,0,7334,0>7334,108,9+,120,1,,control,0.9834861755371094
A165E73U7434D9:2:B008SDY08O,A165E73U7434D9,tail,1,2787,"0,7334>2787",30,9+,1,0,,ineligible,-6.171884536743164
A16DCOTN3OD46J:2:B001KYO1QO,A16DCOTN3OD46J,head,0,30551,0>30551,108,9+,238,1,,control,-0.100860595703125
A16DCOTN3OD46J:2:B001KYO1QO,A16DCOTN3OD46J,head,1,30016,"0,30551>30016",102,9+,1,0,,ineligible,-1.1543998718261719
A16MTIQ2SUYNAQ:2:B0011DHA3A,A16MTIQ2SUYNAQ,tail,0,1580,0>1580,108,9+,165,1,,control,1.3067550659179688
A16MTIQ2SUYNAQ:2:B0011DHA3A,A16MTIQ2SUYNAQ,tail,1,6823,"0,1580>6823",112,9+,2,0,,ineligible,7.291481018066406
A16MTIQ2SUYNAQ:2:B0011DHA3A,A16MTIQ2SUYNAQ,tail,2,5015,"0,1580,6823>5015",2,2,1,0,,ineligible,33.354331970214844
A16PXQTJ20GO75:8:B007BETSM4,A16PXQTJ20GO75,tail,0,15496,0>15496,108,9+,208,1,,control,1.4925079345703125
A16PXQTJ20GO75:8:B007BETSM4,A16PXQTJ20GO75,tail,1,12815,"0,15496>12815",89,9+,2,0,,ineligible,5.330739974975586
A16PXQTJ20GO75:8:B007BETSM4,A16PXQTJ20GO75,tail,2,8999,"0,15496,12815>8999",2,2,1,0,,ineligible,22.896072387695312
A1744PV0MNU2BL:2:B000C1W6TK,A1744PV0MNU2BL,tail,0,5949,0>5949,108,9+,257,1,,control,-2.5302352905273438
A1744PV0MNU2BL:2:B000C1W6TK,A1744PV0MNU2BL,tail,1,2676,"0,5949>2676",97,9+,4,3,0.006870955228805542,control,-1.5068416595458984
A1744PV0MNU2BL:2:B000C1W6TK,A1744PV0MNU2BL,tail,2,16025,"0,5949,2676>16025",4,3-4,1,0,,ineligible,0.787297248840332
A174HNP78HTXWK:3:B004CDQ73K,A174HNP78HTXWK,tail,0,25597,0>25597,108,9+,186,1,,control,1.172576904296875
A174HNP78HTXWK:3:B004CDQ73K,A174HNP78HTXWK,tail,1,317,"0,25597>317",96,9+,2,0,,ineligible,7.120000839233398
A174HNP78HTXWK:3:B004CDQ73K,A174HNP78HTXWK,tail,7,536,"0,25597,317,12534,21919,9690,729,6661>536",2,2,1,0,,ineligible,10.699346542358398
A17CP110C6E9KF:3:B0018S8MZ8,A17CP110C6E9KF,head,0,15496,0>15496,108,9+,208,1,,control,1.8468513488769531
A17CP110C6E9KF:3:B0018S8MZ8,A17CP110C6E9KF,head,1,22015,"0,15496>22015",89,9+,2,0,,ineligible,4.580711364746094
A17CP110C6E9KF:3:B0018S8MZ8,A17CP110C6E9KF,head,3,15447,"0,15496,22015,3313>15447",2,2,1,0,,ineligible,36.588043212890625
A17LAGAS977F2C:3:B00459ZRRS,A17LAGAS977F2C,tail,0,19041,0>19041,108,9+,233,1,,control,-0.38695526123046875
A17LAGAS977F2C:3:B00459ZRRS,A17LAGAS977F2C,tail,1,26325,"0,19041>26325",106,9+,2,0,,ineligible,-7.912670135498047
A17LAGAS977F2C:3:B00459ZRRS,A17LAGAS977F2C,tail,2,1092,"0,19041,26325>1092",2,2,1,0,,ineligible,3.130613327026367
A17S2AT7QG2WX5:3:B0013E9NFU,A17S2AT7QG2WX5,tail,0,6453,0>6453,108,9+,97,1,,control,-2.7670669555664062
A17S2AT7QG2WX5:3:B0013E9NFU,A17S2AT7QG2WX5,tail,1,16927,"0,6453>16927",49,9+,3,1,,control,-1.1824455261230469
A17S2AT7QG2WX5:3:B0013E9NFU,A17S2AT7QG2WX5,tail,2,2774,"0,6453,16927>2774",3,3-4,1,0,,ineligible,-0.5213737487792969
A17Y9G2QXAC77N:4:B0037MGE4Y,A17Y9G2QXAC77N,tail,0,3575,0>3575,108,9+,170,1,,control,-3.4312362670898438
A17Y9G2QXAC77N:4:B0037MGE4Y,A17Y9G2QXAC77N,tail,1,1953,"0,3575>1953",87,9+,2,0,,ineligible,-1.6175785064697266
A17Y9G2QXAC77N:4:B0037MGE4Y,A17Y9G2QXAC77N,tail,2,18310,"0,3575,1953>18310",2,2,1,0,,ineligible,-2.6189775466918945
A180XKFPQ54OLX:3:B0068Y6CA4,A180XKFPQ54OLX,head,0,8552,0>8552,108,9+,230,1,,control,0.4416465759277344
A180XKFPQ54OLX:3:B0068Y6CA4,A180XKFPQ54OLX,head,1,1063,"0,8552>1063",98,9+,7,1,,control,-1.7298011779785156
A180XKFPQ54OLX:3:B0068Y6CA4,A180XKFPQ54OLX,head,2,4855,"0,8552,1063>4855",2,2,6,2,0.020111441612243652,control,25.000761032104492
A180XKFPQ54OLX:3:B0068Y6CA4,A180XKFPQ54OLX,head,3,5302,"0,8552,1063,4855>5302",5,5-8,1,0,,ineligible,2.3690638542175293
A182IOCHPL1U3W:1:B003MJ7Z0O,A182IOCHPL1U3W,head,0,20725,0>20725,108,9+,179,1,,control,-3.9361343383789062
A182IOCHPL1U3W:1:B003MJ7Z0O,A182IOCHPL1U3W,head,1,450,"0,20725>450",104,9+,19,2,0.008076071739196777,control,2.360736846923828
A182IOCHPL1U3W:1:B003MJ7Z0O,A182IOCHPL1U3W,head,2,926,"0,20725,450>926",15,9+,1,0,,ineligible,0.8605880737304688
A184ZFZZBWEXMS:22:B00C67E3GW,A184ZFZZBWEXMS,head,0,30551,0>30551,108,9+,238,1,,control,-0.0625762939453125
A184ZFZZBWEXMS:22:B00C67E3GW,A184ZFZZBWEXMS,head,1,18722,"0,30551>18722",102,9+,14,4,0.004206458727518718,control,4.586444854736328
A184ZFZZBWEXMS:22:B00C67E3GW,A184ZFZZBWEXMS,head,2,21020,"0,30551,18722>21020",9,9+,1,0,,ineligible,7.095419883728027
A18EQK1LBKOOW1:4:B0009MMK5M,A18EQK1LBKOOW1,tail,0,3022,0>3022,108,9+,312,1,,control,-0.42547607421875
A18EQK1LBKOOW1:4:B0009MMK5M,A18EQK1LBKOOW1,tail,1,12572,"0,3022>12572",142,9+,2,0,,ineligible,6.864753723144531
A18EQK1LBKOOW1:4:B0009MMK5M,A18EQK1LBKOOW1,tail,2,5189,"0,3022,12572>5189",2,2,1,0,,ineligible,25.310989379882812
A18MG1GPSEAPE9:4:B003MJG19K,A18MG1GPSEAPE9,tail,0,1043,0>1043,108,9+,208,1,,control,-0.8864021301269531
A18MG1GPSEAPE9:4:B003MJG19K,A18MG1GPSEAPE9,tail,1,8102,"0,1043>8102",126,9+,1,0,,ineligible,-3.0755653381347656
A18Y9JWOQHLMEJ:1:B005BF1M10,A18Y9JWOQHLMEJ,head,0,768,0>768,108,9+,152,1,,control,1.08404541015625
A18Y9JWOQHLMEJ:1:B005BF1M10,A18Y9JWOQHLMEJ,head,1,3009,"0,768>3009",82,9+,4,1,,control,-0.5099945068359375
A18Y9JWOQHLMEJ:1:B005BF1M10,A18Y9JWOQHLMEJ,head,2,5548,"0,768,3009>5548",4,3-4,1,0,,ineligible,5.972368240356445
A190J9MAAVHA8D:6:B00683JILU,A190J9MAAVHA8D,head,0,11477,0>11477,108,9+,493,1,,control,0.504119873046875
A190J9MAAVHA8D:6:B00683JILU,A190J9MAAVHA8D,head,1,1032,"0,11477>1032",255,9+,7,1,,control,-2.4077396392822266
A190J9MAAVHA8D:6:B00683JILU,A190J9MAAVHA8D,head,2,3198,"0,11477,1032>3198",5,5-8,1,0,,ineligible,2.5239734649658203
A19685KC5TI7HY:2:B001ET788I,A19685KC5TI7HY,tail,0,18311,0>18311,108,9+,326,1,,control,-1.0216522216796875
A19685KC5TI7HY:2:B001ET788I,A19685KC5TI7HY,tail,1,14431,"0,18311>14431",118,9+,1,0,,ineligible,-3.0823631286621094
A19ACDIQPD3ERF:12:B004Z1L3JC,A19ACDIQPD3ERF,tail,0,24055,0>24055,108,9+,32,1,,control,-3.5871810913085938
A19ACDIQPD3ERF:12:B004Z1L3JC,A19ACDIQPD3ERF,tail,1,2217,"0,24055>2217",21,9+,4,5,0.009654626250267029,control,3.717264175415039
