edge_id,token,depth,descendant_items,same_token_node_count,semantic_distance,cohort
"0,1043,12829,3157,24173,20487,83>31085",31085,6,1,0,,ineligible
"0,1043,12829,3157,24173,20487>83",83,5,1,0,,ineligible
"0,1043,12829,3157,24173>20487",20487,4,1,0,,ineligible
"0,1043,12829,3157>24173",24173,3,1,0,,ineligible
"0,1043,12829>21501",21501,2,1,0,,ineligible
"0,1043,12829>3157",3157,2,1,0,,ineligible
"0,1043,1304,2552,2696,12572,4371>10412",10412,6,1,0,,ineligible
"0,1043,1304,2552,2696,12572>4371",4371,5,1,0,,ineligible
"0,1043,1304,2552,2696>12572",12572,4,1,0,,ineligible
"0,1043,1304,2552>2696",2696,3,1,0,,ineligible
"0,1043,1304>2552",2552,2,1,0,,ineligible
"0,1043,13124,5565,3596,15603,2836>7085",7085,6,1,0,,ineligible
"0,1043,13124,5565,3596,15603>2836",2836,5,1,0,,ineligible
"0,1043,13124,5565,3596>15603",15603,4,1,0,,ineligible
"0,1043,13124,5565>3596",3596,3,1,0,,ineligible
"0,1043,13124>5565",5565,2,1,0,,ineligible
"0,1043,13402,4698,16556,12534,10157>6355",6355,6,1,0,,ineligible
"0,1043,13402,4698,16556,12534>10157",10157,5,1,0,,ineligible
"0,1043,13402,4698,16556>12534",12534,4,1,0,,ineligible
"0,1043,13402,4698>16556",16556,3,1,0,,ineligible
"0,1043,13402>4698",4698,2,1,0,,ineligible
"0,1043,13445,6965,1803,24556,9417>380",380,6,1,0,,ineligible
"0,1043,13445,6965,1803,24556>9417",9417,5,1,0,,ineligible
"0,1043,13445,6965,1803>24556",24556,4,1,0,,ineligible
"0,1043,13445,6965>1803",1803,3,1,0,,ineligible
"0,1043,13445>6965",6965,2,1,0,,ineligible
"0,1043,13546,4061,24787,14458,12327>9148",9148,6,1,0,,ineligible
"0,1043,13546,4061,24787,14458>12327",12327,5,1,0,,ineligible
"0,1043,13546,4061,24787>14458",14458,4,1,0,,ineligible
"0,1043,13546,4061>24787",24787,3,1,0,,ineligible
"0,1043,13546,7620,14238,8534,25189>22956",22956,6,1,0,,ineligible
"0,1043,13546,7620,14238,8534>25189",25189,5,1,0,,ineligible
"0,1043,13546,7620,14238>8534",8534,4,1,0,,ineligible
"0,1043,13546,7620>14238",14238,3,1,0,,ineligible
"0,1043,13546>4061",4061,2,1,0,,ineligible
"0,1043,13546>7620",7620,2,1,0,,ineligible
"0,1043,1361,6293,2109,13216,3621>20563",20563,6,1,0,,ineligible
"0,1043,1361,6293,2109,13216>3621",3621,5,1,0,,ineligible
"0,1043,1361,6293,2109>13216",13216,4,1,0,,ineligible
"0,1043,1361,6293>2109",2109,3,1,0,,ineligible
"0,1043,1361>6293",6293,2,1,0,,ineligible
"0,1043,13620,18475,5414,12913,9521>3827",3827,6,1,0,,ineligible
"0,1043,13620,18475,5414,12913>9521",9521,5,1,0,,ineligible
"0,1043,13620,18475,5414>12913",12913,4,1,0,,ineligible
"0,1043,13620,18475>5414",5414,3,1,0,,ineligible
"0,1043,13620>18475",18475,2,1,0,,ineligible
"0,1043,13863,6293,1361,16928,1394>2805",2805,6,1,0,,ineligible
"0,1043,13863,6293,1361,16928>1394",1394,5,1,0,,ineligible
"0,1043,13863,6293,1361>16928",16928,4,1,0,,ineligible
"0,1043,13863,6293,698,2805,6677>16139",16139,6,1,0,,ineligible
"0,1043,13863,6293,698,2805>6677",6677,5,1,0,,ineligible
"0,1043,13863,6293,698>2805",2805,4,1,0,,ineligible
"0,1043,13863,6293>1361",1361,3,1,0,,ineligible
"0,1043,13863,6293>698",698,3,1,0,,ineligible
"0,1043,13863>6293",6293,2,2,0,,ineligible
"0,1043,1394,22883,5255,265,10401>4049",4049,6,1,0,,ineligible
"0,1043,1394,22883,5255,265,24070>4049",4049,6,1,0,,ineligible
"0,1043,1394,22883,5255,265>10401",10401,5,1,0,,ineligible
"0,1043,1394,22883,5255,265>24070",24070,5,1,0,,ineligible
"0,1043,1394,22883,5255>265",265,4,2,0,,ineligible
"0,1043,1394,22883>5255",5255,3,2,0,,ineligible
"0,1043,1394,351,22883,5255,17224>265",265,6,1,0,,ineligible
"0,1043,1394,351,22883,5255>17224",17224,5,1,0,,ineligible
"0,1043,1394,351,22883>5255",5255,4,1,0,,ineligible
"0,1043,1394,351>22883",22883,3,1,0,,ineligible
"0,1043,1394>22883",22883,2,2,0,,ineligible
"0,1043,1394>351",351,2,1,0,,ineligible
"0,1043,14227,8466,7994,26554,10346>20519",20519,6,1,0,,ineligible
"0,1043,14227,8466,7994,26554>10346",10346,5,1,0,,ineligible
"0,1043,14227,8466,7994>26554",26554,4,1,0,,ineligible
"0,1043,14227,8466>7994",7994,3,1,0,,ineligible
"0,1043,14227>8466",8466,2,1,0,,ineligible
"0,1043,1433,2246,4310,1109,15719>11944",11944,6,1,0,,ineligible
"0,1043,1433,2246,4310,1109>15719",15719,5,1,0,,ineligible
"0,1043,1433,2246,4310>1109",1109,4,1,0,,ineligible
"0,1043,1433,2246>4310",4310,3,1,0,,ineligible
"0,1043,1433>2246",2246,2,1,0,,ineligible
"0,1043,14581,4371,23988,4232,6561>265",265,6,1,0,,ineligible
"0,1043,14581,4371,23988,4232>6561",6561,5,1,0,,ineligible
"0,1043,14581,4371,23988>4232",4232,4,1,0,,ineligible
"0,1043,14581,4371>23988",23988,3,1,0,,ineligible
"0,1043,14581>4371",4371,2,1,0,,ineligible
"0,1043,14771,22004,16473,5270,23868>7232",7232,6,1,0,,ineligible
"0,1043,14771,22004,16473,5270>23868",23868,5,1,0,,ineligible
"0,1043,14771,22004,16473>5270",5270,4,1,0,,ineligible
"0,1043,14771,22004>16473",16473,3,1,0,,ineligible
"0,1043,14771>22004",22004,2,1,0,,ineligible
"0,1043,1481,2741,7952,11581,12380>9940",9940,6,1,0,,ineligible
"0,1043,1481,2741,7952,11581>12380",12380,5,1,0,,ineligible
"0,1043,1481,2741,7952>11581",11581,4,1,0,,ineligible
"0,1043,1481,2741>7952",7952,3,1,0,,ineligible
"0,1043,14811,18684,1990,25133,16435>4371",4371,6,1,0,,ineligible
"0,1043,14811,18684,1990,25133>16435",16435,5,1,0,,ineligible
"0,1043,14811,18684,1990>25133",25133,4,1,0,,ineligible
"0,1043,14811,18684>1990",1990,3,1,0,,ineligible
"0,1043,14811>18684",18684,2,1,0,,ineligible
"0,1043,1481>2741",2741,2,1,0,,ineligible
"0,1043,14923,17712,2724,26793,11158>280",280,6,1,0,,ineligible
"0,1043,14923,17712,2724,26793>11158",11158,5,1,0,,ineligible
"0,1043,14923,17712,2724>26793",26793,4,1,0,,ineligible
"0,1043,14923,17712>2724",2724,3,1,0,,ineligible
"0,1043,14923>17712",17712,2,1,0,,ineligible
"0,1043,14981,1191,1071,12954,3157>17225",17225,6,1,0,,ineligible
"0,1043,14981,1191,1071,12954>3157",3157,5,1,0,,ineligible
"0,1043,14981,1191,1071,3157,26363>2773",2773,6,1,0,,ineligible
"0,1043,14981,1191,1071,3157>26363",26363,5,1,0,,ineligible
"0,1043,14981,1191,1071>12954",12954,4,1,0,,ineligible
"0,1043,14981,1191,1071>3157",3157,4,1,0,,ineligible
"0,1043,14981,1191>1071",1071,3,2,0,,ineligible
"0,1043,14981>1191",1191,2,2,0,,ineligible
"0,1043,15037,2057,13854,24485,2852>7313",7313,6,1,0,,ineligible
"0,1043,15037,2057,13854,24485>2852",2852,5,1,0,,ineligible
"0,1043,15037,2057,13854>24485",24485,4,1,0,,ineligible
"0,1043,15037,2057>13854",13854,3,1,0,,ineligible
"0,1043,15037,3819,3510,12220,4411>1858",1858,6,1,0,,ineligible
"0,1043,15037,3819,3510,12220>4411",4411,5,1,0,,ineligible
"0,1043,15037,3819,3510>12220",12220,4,1,0,,ineligible
"0,1043,15037,3819>3510",3510,3,1,0,,ineligible
"0,1043,15037>2057",2057,2,1,0,,ineligible
"0,1043,15037>3819",3819,2,1,0,,ineligible
"0,1043,15578,2041,561,7419,923>10216",10216,6,1,0,,ineligible
"0,1043,15578,2041,561,7419>923",923,5,1,0,,ineligible
"0,1043,15578,2041,561>7419",7419,4,1,0,,ineligible
"0,1043,15578,2041>561",561,3,1,0,,ineligible
"0,1043,15578>2041",2041,2,1,0,,ineligible
"0,1043,15764,6482,10927,2093,1405>1077",1077,6,1,0,,ineligible
"0,1043,15764,6482,10927,2093>1405",1405,5,1,0,,ineligible
"0,1043,15764,6482,10927>2093",2093,4,1,0,,ineligible
"0,1043,15764,6482>10927",10927,3,1,0,,ineligible
"0,1043,15764,9568,6446,2093,2697>1405",1405,6,1,0,,ineligible
"0,1043,15764,9568,6446,2093>2697",2697,5,1,0,,ineligible
"0,1043,15764,9568,6446>2093",2093,4,1,0,,ineligible
"0,1043,15764,9568>6446",6446,3,1,0,,ineligible
"0,1043,15764>6482",6482,2,1,0,,ineligible
"0,1043,15764>9568",9568,2,1,0,,ineligible
"0,1043,16449,1356,4639,534,4180>11530",11530,6,1,0,,ineligible
"0,1043,16449,1356,4639,534>4180",4180,5,1,0,,ineligible
"0,1043,16449,1356,4639>534",534,4,1,0,,ineligible
"0,1043,16449,1356>4639",4639,3,1,0,,ineligible
"0,1043,16449>1356",1356,2,1,0,,ineligible
"0,1043,16640,6835,19913,12098,1391>13161",13161,6,1,0,,ineligible
"0,1043,16640,6835,19913,12098>1391",1391,5,1,0,,ineligible
"0,1043,16640,6835,19913>12098",12098,4,1,0,,ineligible
"0,1043,16640,6835>19913",19913,3,1,0,,ineligible
"0,1043,16640>6835",6835,2,1,0,,ineligible
"0,1043,1677,16899,15943,1927,882>7748",7748,6,1,0,,ineligible
"0,1043,1677,16899,15943,1927>882",882,5,1,0,,ineligible
"0,1043,1677,16899,15943>1927",1927,4,1,0,,ineligible
"0,1043,1677,16899>15943",15943,3,1,0,,ineligible
"0,1043,1677>16899",16899,2,1,0,,ineligible
"0,1043,17008,15534,7994,4503,1161>24556",24556,6,1,0,,ineligible
"0,1043,17008,15534,7994,4503>1161",1161,5,1,0,,ineligible
"0,1043,17008,15534,7994>4503",4503,4,1,0,,ineligible
"0,1043,17008,15534>7994",7994,3,1,0,,ineligible
"0,1043,17008>15534",15534,2,1,0,,ineligible
"0,1043,1734,7414,355,8695,2662>9417",9417,6,1,0,,ineligible
"0,1043,1734,7414,355,8695>2662",2662,5,1,0,,ineligible
"0,1043,1734,7414,355>8695",8695,4,1,0,,ineligible
"0,1043,1734,7414>355",355,3,1,0,,ineligible
"0,1043,1734>7414",7414,2,1,0,,ineligible
"0,1043,17507,3875,21237,25181,4482>4347",4347,6,1,0,,ineligible
"0,1043,17507,3875,21237,25181>4482",4482,5,1,0,,ineligible
"0,1043,17507,3875,21237>25181",25181,4,1,0,,ineligible
"0,1043,17507,3875>21237",21237,3,1,0,,ineligible
"0,1043,17507,4371,18863,230,898>6801",6801,6,1,0,,ineligible
"0,1043,17507,4371,18863,230>898",898,5,1,0,,ineligible
"0,1043,17507,4371,18863>230",230,4,1,0,,ineligible
"0,1043,17507,4371,24371,26629,9241>21185",21185,6,1,0,,ineligible
"0,1043,17507,4371,24371,26629>9241",9241,5,1,0,,ineligible
"0,1043,17507,4371,24371>26629",26629,4,1,0,,ineligible
"0,1043,17507,4371>18863",18863,3,1,0,,ineligible
"0,1043,17507,4371>24371",24371,3,1,0,,ineligible
"0,1043,17507>3875",3875,2,1,0,,ineligible
"0,1043,17507>4371",4371,2,2,0,,ineligible
"0,1043,18075,3157,1967,610,844>6921",6921,6,1,0,,ineligible
"0,1043,18075,3157,1967,610>844",844,5,1,0,,ineligible
"0,1043,18075,3157,1967>610",610,4,1,0,,ineligible
"0,1043,18075,3157>1967",1967,3,1,0,,ineligible
"0,1043,18075>3157",3157,2,1,0,,ineligible
"0,1043,18923,15037,23982,6080,429>6273",6273,6,1,0,,ineligible
"0,1043,18923,15037,23982,6080>429",429,5,1,0,,ineligible
"0,1043,18923,15037,23982>6080",6080,4,1,0,,ineligible
"0,1043,18923,15037>23982",23982,3,1,0,,ineligible
"0,1043,18923>15037",15037,2,1,0,,ineligible
"0,1043,19331,14129,5572,206,4742>19660",19660,6,1,0,,ineligible
"0,1043,19331,14129,5572,206>4742",4742,5,1,0,,ineligible
"0,1043,19331,14129,5572>206",206,4,1,0,,ineligible
"0,1043,19331,14129>5572",5572,3,1,0,,ineligible
"0,1043,19331>14129",14129,2,1,0,,ineligible
"0,1043,20113,27321,23253,2897,5041>5965",5965,6,1,0,,ineligible
"0,1043,20113,27321,23253,2897>5041",5041,5,1,0,,ineligible
"0,1043,20113,27321,23253>2897",2897,4,1,0,,ineligible
"0,1043,20113,27321>23253",23253,3,1,0,,ineligible
"0,1043,20113>27321",27321,2,1,0,,ineligible
"0,1043,20455,895,24787,265,10402>397",397,6,1,0,,ineligible
"0,1043,20455,895,24787,265>10402",10402,5,1,0,,ineligible
"0,1043,20455,895,24787>265",265,4,1,0,,ineligible
"0,1043,20455,895>24787",24787,3,1,0,,ineligible
"0,1043,20455>895",895,2,1,0,,ineligible
"0,1043,20701,2696,2037,2306,4371>7388",7388,6,1,0,,ineligible
"0,1043,20701,2696,2037,2306>4371",4371,5,1,0,,ineligible
"0,1043,20701,2696,2037>2306",2306,4,1,0,,ineligible
"0,1043,20701,2696>2037",2037,3,1,0,,ineligible
"0,1043,20701>2696",2696,2,1,0,,ineligible
"0,1043,21634,7962,15676,2047,684>4843",4843,6,1,0,,ineligible
"0,1043,21634,7962,15676,2047>684",684,5,1,0,,ineligible
"0,1043,21634,7962,15676>2047",2047,4,1,0,,ineligible
"0,1043,21634,7962>15676",15676,3,1,0,,ineligible
"0,1043,21634>7962",7962,2,1,0,,ineligible
"0,1043,2168,2629,10810,4733,1727>3169",3169,6,1,0,,ineligible
"0,1043,2168,2629,10810,4733>1727",1727,5,1,0,,ineligible
"0,1043,2168,2629,10810>4733",4733,4,1,0,,ineligible
"0,1043,2168,2629>10810",10810,3,1,0,,ineligible
"0,1043,2168>2629",2629,2,1,0,,ineligible
"0,1043,22858,376,397,1304,10810>4733",4733,6,1,0,,ineligible
"0,1043,22858,376,397,1304>10810",10810,5,1,0,,ineligible
"0,1043,22858,376,397>1304",1304,4,1,0,,ineligible
"0,1043,22858,376>397",397,3,1,0,,ineligible
"0,1043,22858>376",376,2,1,0,,ineligible
"0,1043,22883,5255,1394,24070,4049>4227",4227,6,1,0,,ineligible
"0,1043,22883,5255,1394,24070>4049",4049,5,1,0,,ineligible
"0,1043,22883,5255,1394>24070",24070,4,1,0,,ineligible
"0,1043,22883,5255>1394",1394,3,1,0,,ineligible
"0,1043,22883>5255",5255,2,1,0,,ineligible
"0,1043,2324,10462,6374,4659,21316>4327",4327,6,1,0,,ineligible
"0,1043,2324,10462,6374,4659>21316",21316,5,1,0,,ineligible
"0,1043,2324,10462,6374>4659",4659,4,1,0,,ineligible
"0,1043,2324,10462>6374",6374,3,1,0,,ineligible
"0,1043,2324>10462",10462,2,1,0,,ineligible
"0,1043,2325,27341,30141,8391,17043>7662",7662,6,1,0,,ineligible
"0,1043,2325,27341,30141,8391>17043",17043,5,1,0,,ineligible
"0,1043,2325,27341,30141>8391",8391,4,1,0,,ineligible
"0,1043,2325,27341>30141",30141,3,1,0,,ineligible
"0,1043,2325>27341",27341,2,1,0,,ineligible
"0,1043,23407,6207,14458,6331,10795>3797",3797,6,1,0,,ineligible
"0,1043,23407,6207,14458,6331>10795",10795,5,1,0,,ineligible
"0,1043,23407,6207,14458>6331",6331,4,1,0,,ineligible
"0,1043,23407,6207>14458",14458,3,1,0,,ineligible
"0,1043,23407,7962,8303,2124,1124>2494",2494,6,1,0,,ineligible
"0,1043,23407,7962,8303,2124,7606>1124",1124,6,1,0,,ineligible
"0,1043,23407,7962,8303,2124>1124",1124,5,1,0,,ineligible
"0,1043,23407,7962,8303,2124>7606",7606,5,1,0,,ineligible
"0,1043,23407,7962,8303>2124",2124,4,2,0,,ineligible
"0,1043,23407,7962>8303",8303,3,2,0,,ineligible
"0,1043,23407>6207",6207,2,1,0,,ineligible
"0,1043,23407>7962",7962,2,2,0,,ineligible
"0,1043,2370,17507,1943,10848,11455>2565",2565,6,1,0,,ineligible
"0,1043,2370,17507,1943,10848>11455",11455,5,1,0,,ineligible
"0,1043,2370,17507,1943>10848",10848,4,1,0,,ineligible
"0,1043,2370,17507>1943",1943,3,1,0,,ineligible
"0,1043,2370>17507",17507,2,1,0,,ineligible
"0,1043,2392,11861,6541,14134,4253>6420",6420,6,1,0,,ineligible
"0,1043,2392,11861,6541,14134>4253",4253,5,1,0,,ineligible
"0,1043,2392,11861,6541>14134",14134,4,1,0,,ineligible
"0,1043,2392,11861>6541",6541,3,1,0,,ineligible
"0,1043,2392,14938,4253,20560,2802>15474",15474,6,1,0,,ineligible
"0,1043,2392,14938,4253,20560>2802",2802,5,1,0,,ineligible
