edge_id,token,depth,descendant_items,same_token_node_count,semantic_distance,cohort
"0,1041,15886,10838>11325",11325,3,1,0,,ineligible
"0,1041,15886,11422,1788>3814",3814,4,1,0,,ineligible
"0,1041,15886,11422>1788",1788,3,1,0,,ineligible
"0,1041,15886,11797,2416>6636",6636,4,1,0,,ineligible
"0,1041,15886,11797>2416",2416,3,1,0,,ineligible
"0,1041,15886,1201,15884>3106",3106,4,1,0,,ineligible
"0,1041,15886,1201,2009>4106",4106,4,1,0,,ineligible
"0,1041,15886,1201,2496>2508",2508,4,1,0,,ineligible
"0,1041,15886,1201>15884",15884,3,1,0,,ineligible
"0,1041,15886,1201>2009",2009,3,1,0,,ineligible
"0,1041,15886,1201>2496",2496,3,1,0,,ineligible
"0,1041,15886,12430,13402>11422",11422,4,1,0,,ineligible
"0,1041,15886,12430,20374>628",628,4,1,0,,ineligible
"0,1041,15886,12430>13402",13402,3,1,0,,ineligible
"0,1041,15886,12430>20374",20374,3,1,0,,ineligible
"0,1041,15886,1481,6565>2426",2426,4,1,0,,ineligible
"0,1041,15886,1481>6565",6565,3,1,0,,ineligible
"0,1041,15886,16378,1788>31316",31316,4,1,0,,ineligible
"0,1041,15886,16378>1788",1788,3,1,0,,ineligible
"0,1041,15886,18429,1201>17986",17986,4,1,0,,ineligible
"0,1041,15886,18429>1201",1201,3,1,0,,ineligible
"0,1041,15886,19758,13089>19978",19978,4,1,0,,ineligible
"0,1041,15886,19758>13089",13089,3,1,0,,ineligible
"0,1041,15886,2009,1201>3034",3034,4,1,0,,ineligible
"0,1041,15886,2009>1201",1201,3,1,0,,ineligible
"0,1041,15886,21353,25946>4719",4719,4,1,0,,ineligible
"0,1041,15886,21353>25946",25946,3,1,0,,ineligible
"0,1041,15886,2408,10269>5630",5630,4,1,0,,ineligible
"0,1041,15886,2408>10269",10269,3,1,0,,ineligible
"0,1041,15886,2508,11518>733",733,4,1,0,,ineligible
"0,1041,15886,2508>11518",11518,3,1,0,,ineligible
"0,1041,15886,28097,6417>26783",26783,4,1,0,,ineligible
"0,1041,15886,28097>6417",6417,3,1,0,,ineligible
"0,1041,15886,2816,1201>291",291,4,1,0,,ineligible
"0,1041,15886,2816>1201",1201,3,1,0,,ineligible
"0,1041,15886,4005,28456>9563",9563,4,1,0,,ineligible
"0,1041,15886,4005>28456",28456,3,1,0,,ineligible
"0,1041,15886,4031,1201>342",342,4,1,0,,ineligible
"0,1041,15886,4031>1201",1201,3,1,0,,ineligible
"0,1041,15886,6643,8867>1201",1201,4,1,0,,ineligible
"0,1041,15886,6643>8867",8867,3,1,0,,ineligible
"0,1041,15886,7922,22884>11660",11660,4,1,0,,ineligible
"0,1041,15886,7922>22884",22884,3,1,0,,ineligible
"0,1041,15886,8135,24167>1522",1522,4,1,0,,ineligible
"0,1041,15886,8135>24167",24167,3,1,0,,ineligible
"0,1041,15886,8757,6255>388",388,4,1,0,,ineligible
"0,1041,15886,8757>6255",6255,3,1,0,,ineligible
"0,1041,15886,881,22511>6927",6927,4,1,0,,ineligible
"0,1041,15886,881,8191>31031",31031,4,1,0,,ineligible
"0,1041,15886,881>22511",22511,3,1,0,,ineligible
"0,1041,15886,881>8191",8191,3,1,0,,ineligible
"0,1041,15886>10838",10838,2,1,0,,ineligible
"0,1041,15886>11422",11422,2,1,0,,ineligible
"0,1041,15886>11797",11797,2,1,0,,ineligible
"0,1041,15886>1201",1201,2,3,1,,control
"0,1041,15886>12430",12430,2,2,0,,ineligible
"0,1041,15886>1481",1481,2,1,0,,ineligible
"0,1041,15886>16378",16378,2,1,0,,ineligible
"0,1041,15886>18429",18429,2,1,0,,ineligible
"0,1041,15886>19758",19758,2,1,0,,ineligible
"0,1041,15886>2009",2009,2,1,0,,ineligible
"0,1041,15886>21353",21353,2,1,0,,ineligible
"0,1041,15886>2408",2408,2,1,0,,ineligible
"0,1041,15886>2508",2508,2,1,0,,ineligible
"0,1041,15886>28097",28097,2,1,0,,ineligible
"0,1041,15886>2816",2816,2,1,0,,ineligible
"0,1041,15886>4005",4005,2,1,0,,ineligible
"0,1041,15886>4031",4031,2,1,0,,ineligible
"0,1041,15886>6643",6643,2,1,0,,ineligible
"0,1041,15886>7922",7922,2,1,0,,ineligible
"0,1041,15886>8135",8135,2,1,0,,ineligible
"0,1041,15886>8757",8757,2,1,0,,ineligible
"0,1041,15886>881",881,2,2,0,,ineligible
"0,1041,1738,13194,3654>5007",5007,4,1,0,,ineligible
"0,1041,1738,13194>3654",3654,3,1,0,,ineligible
"0,1041,1738,14268,23064>7097",7097,4,1,0,,ineligible
"0,1041,1738,14268>23064",23064,3,1,0,,ineligible
"0,1041,1738,14400,7097>9369",9369,4,1,0,,ineligible
"0,1041,1738,14400>7097",7097,3,1,0,,ineligible
"0,1041,1738,14484,9008>18538",18538,4,1,0,,ineligible
"0,1041,1738,14484>9008",9008,3,1,0,,ineligible
"0,1041,1738,15785,6938>23092",23092,4,1,0,,ineligible
"0,1041,1738,15785>6938",6938,3,1,0,,ineligible
"0,1041,1738,16925,7922>22399",22399,4,1,0,,ineligible
"0,1041,1738,16925>7922",7922,3,1,0,,ineligible
"0,1041,1738,18612,23092>12351",12351,4,1,0,,ineligible
"0,1041,1738,18612,7097>23092",23092,4,1,0,,ineligible
"0,1041,1738,18612>23092",23092,3,1,0,,ineligible
"0,1041,1738,18612>7097",7097,3,1,0,,ineligible
"0,1041,1738,20895,1999>12072",12072,4,1,0,,ineligible
"0,1041,1738,20895>1999",1999,3,1,0,,ineligible
"0,1041,1738,23092,21746>7097",7097,4,1,0,,ineligible
"0,1041,1738,23092,624>630",630,4,1,0,,ineligible
"0,1041,1738,23092,7097>20695",20695,4,1,0,,ineligible
"0,1041,1738,23092,7097>3904",3904,4,1,0,,ineligible
"0,1041,1738,23092,9369>1974",1974,4,1,0,,ineligible
"0,1041,1738,23092,9850>26569",26569,4,1,0,,ineligible
"0,1041,1738,23092>21746",21746,3,1,0,,ineligible
"0,1041,1738,23092>624",624,3,1,0,,ineligible
"0,1041,1738,23092>7097",7097,3,2,0,,ineligible
"0,1041,1738,23092>9369",9369,3,1,0,,ineligible
"0,1041,1738,23092>9850",9850,3,1,0,,ineligible
"0,1041,1738,26459,1171>10923",10923,4,1,0,,ineligible
"0,1041,1738,26459,6855>7097",7097,4,1,0,,ineligible
"0,1041,1738,26459>1171",1171,3,1,0,,ineligible
"0,1041,1738,26459>6855",6855,3,1,0,,ineligible
"0,1041,1738,29586,7097>23092",23092,4,1,0,,ineligible
"0,1041,1738,29586>7097",7097,3,1,0,,ineligible
"0,1041,1738,3114,26459>18317",18317,4,1,0,,ineligible
"0,1041,1738,3114,3268>6420",6420,4,1,0,,ineligible
"0,1041,1738,3114>26459",26459,3,1,0,,ineligible
"0,1041,1738,3114>3268",3268,3,1,0,,ineligible
"0,1041,1738,3575,388>3946",3946,4,1,0,,ineligible
"0,1041,1738,3575>388",388,3,1,0,,ineligible
"0,1041,1738,7097,1712>1576",1576,4,1,0,,ineligible
"0,1041,1738,7097,7569>19526",19526,4,1,0,,ineligible
"0,1041,1738,7097,7646>23092",23092,4,1,0,,ineligible
"0,1041,1738,7097,9369>23092",23092,4,1,0,,ineligible
"0,1041,1738,7097,9369>7133",7133,4,1,0,,ineligible
"0,1041,1738,7097>1712",1712,3,1,0,,ineligible
"0,1041,1738,7097>7569",7569,3,1,0,,ineligible
"0,1041,1738,7097>7646",7646,3,1,0,,ineligible
"0,1041,1738,7097>9369",9369,3,2,0,,ineligible
"0,1041,1738,7687,30627>7097",7097,4,1,0,,ineligible
"0,1041,1738,7687>30627",30627,3,1,0,,ineligible
"0,1041,1738,8135,23092>14029",14029,4,1,0,,ineligible
"0,1041,1738,8135>23092",23092,3,1,0,,ineligible
"0,1041,1738,8758,2360>26459",26459,4,1,0,,ineligible
"0,1041,1738,8758>2360",2360,3,1,0,,ineligible
"0,1041,1738>13194",13194,2,1,0,,ineligible
"0,1041,1738>14268",14268,2,1,0,,ineligible
"0,1041,1738>14400",14400,2,1,0,,ineligible
"0,1041,1738>14484",14484,2,1,0,,ineligible
"0,1041,1738>15785",15785,2,1,0,,ineligible
"0,1041,1738>16925",16925,2,1,0,,ineligible
"0,1041,1738>18612",18612,2,2,0,,ineligible
"0,1041,1738>20895",20895,2,1,0,,ineligible
"0,1041,1738>23092",23092,2,6,2,0.015636146068572998,control
"0,1041,1738>26459",26459,2,2,0,,ineligible
"0,1041,1738>29586",29586,2,1,0,,ineligible
"0,1041,1738>3114",3114,2,2,0,,ineligible
"0,1041,1738>3575",3575,2,1,0,,ineligible
"0,1041,1738>7097",7097,2,5,1,,control
"0,1041,1738>7687",7687,2,1,0,,ineligible
"0,1041,1738>8135",8135,2,1,0,,ineligible
"0,1041,1738>8758",8758,2,1,0,,ineligible
"0,1041,18612,11398,2849,2231>536",536,5,1,0,,ineligible
"0,1041,18612,11398,2849,2231>632",632,5,1,0,,ineligible
"0,1041,18612,11398,2849>2231",2231,4,2,0,,ineligible
"0,1041,18612,11398>2849",2849,3,2,0,,ineligible
"0,1041,18612,1237,27901>348",348,4,1,0,,ineligible
"0,1041,18612,1237>27901",27901,3,1,0,,ineligible
"0,1041,18612,21007,1655>6541",6541,4,1,0,,ineligible
"0,1041,18612,21007>1655",1655,3,1,0,,ineligible
"0,1041,18612,2137,2601>348",348,4,1,0,,ineligible
"0,1041,18612,2137>2601",2601,3,1,0,,ineligible
"0,1041,18612,21746,21045,23092>536",536,5,1,0,,ineligible
"0,1041,18612,21746,21045,23092>632",632,5,1,0,,ineligible
"0,1041,18612,21746,21045>23092",23092,4,2,0,,ineligible
"0,1041,18612,21746>21045",21045,3,2,0,,ineligible
"0,1041,18612,23092,17736,1937>357",357,5,1,0,,ineligible
"0,1041,18612,23092,17736,1937>519",519,5,1,0,,ineligible
"0,1041,18612,23092,17736,1937>536",536,5,1,0,,ineligible
"0,1041,18612,23092,17736,1937>591",591,5,1,0,,ineligible
"0,1041,18612,23092,17736,1937>632",632,5,1,0,,ineligible
"0,1041,18612,23092,17736,1937>755",755,5,1,0,,ineligible
"0,1041,18612,23092,17736>1937",1937,4,6,2,0.007141828536987305,control
"0,1041,18612,23092>17736",17736,3,6,2,0.007141828536987305,control
"0,1041,18612,27230,1237>765",765,4,1,0,,ineligible
"0,1041,18612,27230>1237",1237,3,1,0,,ineligible
"0,1041,18612,388,9503>29917",29917,4,1,0,,ineligible
"0,1041,18612,388>9503",9503,3,1,0,,ineligible
"0,1041,18612,4579,21746>5447",5447,4,1,0,,ineligible
"0,1041,18612,4579>21746",21746,3,1,0,,ineligible
"0,1041,18612,4784,21746>21045",21045,4,1,0,,ineligible
"0,1041,18612,4784>21746",21746,3,1,0,,ineligible
"0,1041,18612,6108,4279>765",765,4,1,0,,ineligible
"0,1041,18612,6108>4279",4279,3,1,0,,ineligible
"0,1041,18612,6585,12450>5040",5040,4,1,0,,ineligible
"0,1041,18612,6585>12450",12450,3,1,0,,ineligible
"0,1041,18612,765,21234>5630",5630,4,1,0,,ineligible
"0,1041,18612,765,6585>16679",16679,4,1,0,,ineligible
"0,1041,18612,765>21234",21234,3,1,0,,ineligible
"0,1041,18612,765>6585",6585,3,1,0,,ineligible
"0,1041,18612,8892,6049>2682",2682,4,1,0,,ineligible
"0,1041,18612,8892>6049",6049,3,1,0,,ineligible
"0,1041,18612,9577,8612>8938",8938,4,1,0,,ineligible
"0,1041,18612,9577>8612",8612,3,1,0,,ineligible
"0,1041,18612>11398",11398,2,2,0,,ineligible
"0,1041,18612>1237",1237,2,1,0,,ineligible
"0,1041,18612>21007",21007,2,1,0,,ineligible
"0,1041,18612>2137",2137,2,1,0,,ineligible
"0,1041,18612>21746",21746,2,2,0,,ineligible
"0,1041,18612>23092",23092,2,6,2,0.015636146068572998,control
"0,1041,18612>27230",27230,2,1,0,,ineligible
"0,1041,18612>388",388,2,1,0,,ineligible
"0,1041,18612>4579",4579,2,1,0,,ineligible
"0,1041,18612>4784",4784,2,1,0,,ineligible
"0,1041,18612>6108",6108,2,1,0,,ineligible
"0,1041,18612>6585",6585,2,1,0,,ineligible
"0,1041,18612>765",765,2,2,0,,ineligible
"0,1041,18612>8892",8892,2,1,0,,ineligible
"0,1041,18612>9577",9577,2,1,0,,ineligible
"0,1041,18784,27118,5399>1795",1795,4,1,0,,ineligible
"0,1041,18784,27118>5399",5399,3,1,0,,ineligible
"0,1041,18784,3944,1795>2618",2618,4,1,0,,ineligible
"0,1041,18784,3944,27118>26343",26343,4,1,0,,ineligible
"0,1041,18784,3944>1795",1795,3,1,0,,ineligible
"0,1041,18784,3944>27118",27118,3,1,0,,ineligible
"0,1041,18784,5399,3381>26427",26427,4,1,0,,ineligible
"0,1041,18784,5399,3381>31583",31583,4,1,0,,ineligible
"0,1041,18784,5399,4903>26653",26653,4,1,0,,ineligible
"0,1041,18784,5399,7097>1738",1738,4,1,0,,ineligible
"0,1041,18784,5399,9660>10471",10471,4,1,0,,ineligible
"0,1041,18784,5399>3381",3381,3,2,0,,ineligible
"0,1041,18784,5399>4903",4903,3,1,0,,ineligible
"0,1041,18784,5399>7097",7097,3,1,0,,ineligible
"0,1041,18784,5399>9660",9660,3,1,0,,ineligible
"0,1041,18784,7097,5963>1738",1738,4,1,0,,ineligible
"0,1041,18784,7097>5963",5963,3,1,0,,ineligible
"0,1041,18784,9397,3929>6639",6639,4,1,0,,ineligible
"0,1041,18784,9397>3929",3929,3,1,0,,ineligible
"0,1041,18784>27118",27118,2,1,0,,ineligible
"0,1041,18784>3944",3944,2,2,0,,ineligible
"0,1041,18784>5399",5399,2,5,1,,control
"0,1041,18784>7097",7097,2,1,0,,ineligible
"0,1041,18784>9397",9397,2,1,0,,ineligible
"0,1041,2000,17463,6696>9335",9335,4,1,0,,ineligible
"0,1041,2000,17463>6696",6696,3,1,0,,ineligible
"0,1041,2000,3828,5238,30574>536",536,5,1,0,,ineligible
"0,1041,2000,3828,5238,30574>632",632,5,1,0,,ineligible
"0,1041,2000,3828,5238>30574",30574,4,2,0,,ineligible
"0,1041,2000,3828>5238",5238,3,2,0,,ineligible
"0,1041,2000,3868,6696>348",348,4,1,0,,ineligible
"0,1041,2000,3868>6696",6696,3,1,0,,ineligible
"0,1041,2000,4530,6696>7097",7097,4,1,0,,ineligible
"0,1041,2000,4530>6696",6696,3,1,0,,ineligible
"0,1041,2000,4647,849>22248",22248,4,1,0,,ineligible
"0,1041,2000,4647>849",849,3,1,0,,ineligible
"0,1041,2000,6696,17463>2583",2583,4,1,0,,ineligible
"0,1041,2000,6696,20480>2583",2583,4,1,0,,ineligible
"0,1041,2000,6696,849>2915",2915,4,1,0,,ineligible
"0,1041,2000,6696,9990>15021",15021,4,1,0,,ineligible
"0,1041,2000,6696>17463",17463,3,1,0,,ineligible
"0,1041,2000,6696>20480",20480,3,1,0,,ineligible
"0,1041,2000,6696>849",849,3,1,0,,ineligible
"0,1041,2000,6696>9990",9990,3,1,0,,ineligible
"0,1041,2000,7097,849>9335",9335,4,1,0,,ineligible
"0,1041,2000,7097>849",849,3,1,0,,ineligible
"0,1041,2000>17463",17463,2,1,0,,ineligible
"0,1041,2000>3828",3828,2,2,0,,ineligible
"0,1041,2000>3868",3868,2,1,0,,ineligible
"0,1041,2000>4530",4530,2,1,0,,ineligible
"0,1041,2000>4647",4647,2,1,0,,ineligible
"0,1041,2000>6696",6696,2,4,1,,control
"0,1041,2000>7097",7097,2,1,0,,ineligible
"0,1041,22713,10648,15994>1408",1408,4,1,0,,ineligible
"0,1041,22713,10648>15994",15994,3,1,0,,ineligible
"0,1041,22713,13950,1504>649",649,4,1,0,,ineligible
"0,1041,22713,13950>1504",1504,3,1,0,,ineligible
"0,1041,22713,15994,2729>1408",1408,4,1,0,,ineligible
"0,1041,22713,15994,9030>1204",1204,4,1,0,,ineligible
"0,1041,22713,15994>2729",2729,3,1,0,,ineligible
"0,1041,22713,15994>9030",9030,3,1,0,,ineligible
"0,1041,22713,17041,5605>6709",6709,4,1,0,,ineligible
"0,1041,22713,17041>5605",5605,3,1,0,,ineligible
"0,1041,22713,19582,15994>1408",1408,4,1,0,,ineligible
"0,1041,22713,19582>15994",15994,3,1,0,,ineligible
"0,1041,22713,23528,1736>8184",8184,4,1,0,,ineligible
"0,1041,22713,23528>1736",1736,3,1,0,,ineligible
"0,1041,22713,2729,22725>1408",1408,4,1,0,,ineligible
"0,1041,22713,2729,9352>5605",5605,4,1,0,,ineligible
"0,1041,22713,2729>22725",22725,3,1,0,,ineligible
"0,1041,22713,2729>9352",9352,3,1,0,,ineligible
"0,1041,22713,520,9352>5605",5605,4,1,0,,ineligible
"0,1041,22713,520>9352",9352,3,1,0,,ineligible
"0,1041,22713,5733,10481>18750",18750,4,1,0,,ineligible
"0,1041,22713,5733,24177>686",686,4,1,0,,ineligible
"0,1041,22713,5733,6768>17611",17611,4,1,0,,ineligible
"0,1041,22713,5733>10481",10481,3,1,0,,ineligible
"0,1041,22713,5733>24177",24177,3,1,0,,ineligible
"0,1041,22713,5733>6768",6768,3,1,0,,ineligible
"0,1041,22713,6180,16370>14518",14518,4,1,0,,ineligible
"0,1041,22713,6180>16370",16370,3,1,0,,ineligible
"0,1041,22713,6372,5605>9674",9674,4,1,0,,ineligible
"0,1041,22713,6372>5605",5605,3,1,0,,ineligible
"0,1041,22713,8135,6686>13902",13902,4,1,0,,ineligible
"0,1041,22713,8135>6686",6686,3,1,0,,ineligible
"0,1041,22713,9352,5605>13159",13159,4,1,0,,ineligible
"0,1041,22713,9352,5605>2358",2358,4,1,0,,ineligible
"0,1041,22713,9352,5605>6709",6709,4,1,0,,ineligible
"0,1041,22713,9352>5605",5605,3,3,1,,control
"0,1041,22713,967,15994>1408",1408,4,1,0,,ineligible
"0,1041,22713,967,29991>9352",9352,4,1,0,,ineligible
"0,1041,22713,967,8113>5605",5605,4,1,0,,ineligible
"0,1041,22713,967>15994",15994,3,1,0,,ineligible
"0,1041,22713,967>29991",29991,3,1,0,,ineligible
"0,1041,22713,967>8113",8113,3,1,0,,ineligible
"0,1041,22713>10648",10648,2,1,0,,ineligible
"0,1041,22713>13950",13950,2,1,0,,ineligible
"0,1041,22713>15994",15994,2,2,0,,ineligible
"0,1041,22713>17041",17041,2,1,0,,ineligible
"0,1041,22713>19582",19582,2,1,0,,ineligible
"0,1041,22713>23528",23528,2,1,0,,ineligible
"0,1041,22713>2729",2729,2,2,0,,ineligible
"0,1041,22713>520",520,2,1,0,,ineligible
"0,1041,22713>5733",5733,2,3,1,,control
"0,1041,22713>6180",6180,2,1,0,,ineligible
"0,1041,22713>6372",6372,2,1,0,,ineligible
"0,1041,22713>8135",8135,2,1,0,,ineligible
"0,1041,22713>9352",9352,2,3,1,,control
"0,1041,22713>967",967,2,3,1,,control
"0,1041,23092,11191,30679>6589",6589,4,1,0,,ineligible
"0,1041,23092,11191>30679",30679,3,1,0,,ineligible
"0,1041,23092,11398,14268>25211",25211,4,1,0,,ineligible
"0,1041,23092,11398,2265>10959",10959,4,1,0,,ineligible
"0,1041,23092,11398,23428>10959",10959,4,1,0,,ineligible
"0,1041,23092,11398>14268",14268,3,1,0,,ineligible
"0,1041,23092,11398>2265",2265,3,1,0,,ineligible
"0,1041,23092,11398>23428",23428,3,1,0,,ineligible
"0,1041,23092,12450,29243>25237",25237,4,1,0,,ineligible
"0,1041,23092,12450>29243",29243,3,1,0,,ineligible
"0,1041,23092,127,189>2320",2320,4,1,0,,ineligible
"0,1041,23092,127>189",189,3,1,0,,ineligible
"0,1041,23092,13073,1584>21622",21622,4,1,0,,ineligible
"0,1041,23092,13073>1584",1584,3,1,0,,ineligible
"0,1041,23092,13128,12063>14268",14268,4,1,0,,ineligible
"0,1041,23092,13128,14268>23064",23064,4,1,0,,ineligible
"0,1041,23092,13128,6608>11332",11332,4,1,0,,ineligible
"0,1041,23092,13128>12063",12063,3,1,0,,ineligible
"0,1041,23092,13128>14268",14268,3,1,0,,ineligible
"0,1041,23092,13128>6608",6608,3,1,0,,ineligible
"0,1041,23092,14268,23064>16246",16246,4,1,0,,ineligible
"0,1041,23092,14268>23064",23064,3,1,0,,ineligible
"0,1041,23092,17736,1937,8084>536",536,5,1,0,,ineligible
"0,1041,23092,17736,1937,8084>632",632,5,1,0,,ineligible
"0,1041,23092,17736,1937>8084",8084,4,2,0,,ineligible
"0,1041,23092,17736>1937",1937,3,2,0,,ineligible
"0,1041,23092,21007,7137>20275",20275,4,1,0,,ineligible
"0,1041,23092,21007>7137",7137,3,1,0,,ineligible
"0,1041,23092,23428,14400>11191",11191,4,1,0,,ineligible
"0,1041,23092,23428>14400",14400,3,1,0,,ineligible
"0,1041,23092,25669,9369>19095",19095,4,1,0,,ineligible
"0,1041,23092,25669>9369",9369,3,1,0,,ineligible
"0,1041,23092,29243,9369>16246",16246,4,1,0,,ineligible
"0,1041,23092,29243,9369>24439",24439,4,1,0,,ineligible
"0,1041,23092,29243>9369",9369,3,2,0,,ineligible
"0,1041,23092,31521,13128>3666",3666,4,1,0,,ineligible
"0,1041,23092,31521>13128",13128,3,1,0,,ineligible
"0,1041,23092,4246,2366>5830",5830,4,1,0,,ineligible
"0,1041,23092,4246>2366",2366,3,1,0,,ineligible
"0,1041,23092,624,630,2275>536",536,5,1,0,,ineligible
"0,1041,23092,624,630,2275>632",632,5,1,0,,ineligible
"0,1041,23092,624,630>2275",2275,4,2,0,,ineligible
"0,1041,23092,624>630",630,3,2,0,,ineligible
"0,1041,23092,6711,1937>8084",8084,4,1,0,,ineligible
"0,1041,23092,6711>1937",1937,3,1,0,,ineligible
"0,1041,23092,8084,17736,1937>357",357,5,1,0,,ineligible
"0,1041,23092,8084,17736,1937>519",519,5,1,0,,ineligible
"0,1041,23092,8084,17736,1937>536",536,5,1,0,,ineligible
"0,1041,23092,8084,17736,1937>591",591,5,1,0,,ineligible
"0,1041,23092,8084,17736,1937>632",632,5,1,0,,ineligible
"0,1041,23092,8084,17736>1937",1937,4,5,2,0.007141828536987305,control
"0,1041,23092,8084>17736",17736,3,5,2,0.007141828536987305,control
"0,1041,23092>11191",11191,2,1,0,,ineligible
"0,1041,23092>11398",11398,2,3,2,0.03640007972717285,control
"0,1041,23092>12450",12450,2,1,0,,ineligible
"0,1041,23092>127",127,2,1,0,,ineligible
"0,1041,23092>13073",13073,2,1,0,,ineligible
"0,1041,23092>13128",13128,2,3,1,,control
"0,1041,23092>14268",14268,2,1,0,,ineligible
"0,1041,23092>17736",17736,2,2,0,,ineligible
"0,1041,23092>21007",21007,2,1,0,,ineligible
"0,1041,23092>23428",23428,2,1,0,,ineligible
"0,1041,23092>25669",25669,2,1,0,,ineligible
"0,1041,23092>29243",29243,2,2,0,,ineligible
"0,1041,23092>31521",31521,2,1,0,,ineligible
"0,1041,23092>4246",4246,2,1,0,,ineligible
"0,1041,23092>624",624,2,2,0,,ineligible
"0,1041,23092>6711",6711,2,1,0,,ineligible
"0,1041,23092>8084",8084,2,5,1,,control
"0,1041,2325,10701,9954>20111",20111,4,1,0,,ineligible
"0,1041,2325,10701>9954",9954,3,1,0,,ineligible
"0,1041,2325,11077,2375>9177",9177,4,1,0,,ineligible
"0,1041,2325,11077>2375",2375,3,1,0,,ineligible
"0,1041,2325,24167,1522>22772",22772,4,1,0,,ineligible
"0,1041,2325,24167>1522",1522,3,1,0,,ineligible
"0,1041,2325,2470,1974,388>357",357,5,1,0,,ineligible
"0,1041,2325,2470,1974,388>519",519,5,1,0,,ineligible
"0,1041,2325,2470,1974,388>536",536,5,1,0,,ineligible
"0,1041,2325,2470,1974,388>591",591,5,1,0,,ineligible
"0,1041,2325,2470,1974,388>632",632,5,1,0,,ineligible
"0,1041,2325,2470,1974>388",388,4,5,1,,control
