sample_key,user_id,target_group,depth,gold_token,edge_id,legal_child_count,branch_bin,descendant_items,same_token_node_count,semantic_distance,cohort,gold_margin
A11R188DH5XZDI:4:B003F82FB6,A11R188DH5XZDI,tail,0,740,0>740,30,9+,1209,1,,control,3.1201210021972656
A11R188DH5XZDI:4:B003F82FB6,A11R188DH5XZDI,tail,1,29816,"0,740>29816",53,9+,13,2,0.019834935665130615,control,1.3703727722167969
A11R188DH5XZDI:4:B003F82FB6,A11R188DH5XZDI,tail,2,10530,"0,740,29816>10530",12,9+,2,0,,ineligible,6.411235809326172
A11R188DH5XZDI:4:B003F82FB6,A11R188DH5XZDI,tail,3,4801,"0,740,29816,10530>4801",2,2,1,0,,ineligible,26.327980041503906
A11ZQQZ5XJ3QWH:3:B00005YVRN,A11ZQQZ5XJ3QWH,head,0,1871,0>1871,30,9+,482,1,,control,-0.5214881896972656
A11ZQQZ5XJ3QWH:3:B00005YVRN,A11ZQQZ5XJ3QWH,head,1,5431,"0,1871>5431",29,9+,9,1,,control,0.5246772766113281
A11ZQQZ5XJ3QWH:3:B00005YVRN,A11ZQQZ5XJ3QWH,head,2,24633,"0,1871,5431>24633",8,5-8,2,0,,ineligible,2.7114953994750977
A11ZQQZ5XJ3QWH:3:B00005YVRN,A11ZQQZ5XJ3QWH,head,3,723,"0,1871,5431,24633>723",2,2,1,0,,ineligible,4.608308792114258
A120IAA8ECWG6F:4:B008TU7LNW,A120IAA8ECWG6F,tail,0,11604,0>11604,30,9+,220,1,,control,5.248100280761719
A120IAA8ECWG6F:4:B008TU7LNW,A120IAA8ECWG6F,tail,1,2157,"0,11604>2157",29,9+,20,1,,control,4.677398681640625
A120IAA8ECWG6F:4:B008TU7LNW,A120IAA8ECWG6F,tail,2,5535,"0,11604,2157>5535",14,9+,1,0,,ineligible,-0.23178672790527344
A12F1134XZ5V1Q:2:B006O6EOII,A12F1134XZ5V1Q,head,0,11604,0>11604,30,9+,220,1,,control,3.2990646362304688
A12F1134XZ5V1Q:2:B006O6EOII,A12F1134XZ5V1Q,head,1,10866,"0,11604>10866",29,9+,5,1,,control,-2.3315658569335938
A12F1134XZ5V1Q:2:B006O6EOII,A12F1134XZ5V1Q,head,2,954,"0,11604,10866>954",4,3-4,2,0,,ineligible,0.6264362335205078
A12F1134XZ5V1Q:2:B006O6EOII,A12F1134XZ5V1Q,head,4,9492,"0,11604,10866,954,776>9492",2,2,1,0,,ineligible,4.255910873413086
A12MWL2XMX7SLL:1:B00005BW71,A12MWL2XMX7SLL,head,0,17582,0>17582,30,9+,408,1,,control,-1.4181289672851562
A12MWL2XMX7SLL:1:B00005BW71,A12MWL2XMX7SLL,head,1,17335,"0,17582>17335",24,9+,6,1,,control,-3.2875099182128906
A12MWL2XMX7SLL:1:B00005BW71,A12MWL2XMX7SLL,head,2,14898,"0,17582,17335>14898",4,3-4,1,0,,ineligible,0.5155553817749023
A12QYV3ARZX9TA:6:B008C0O4Q6,A12QYV3ARZX9TA,tail,0,3127,0>3127,30,9+,700,1,,control,-2.2880287170410156
A12QYV3ARZX9TA:6:B008C0O4Q6,A12QYV3ARZX9TA,tail,1,4223,"0,3127>4223",21,9+,49,2,0.007632195949554443,control,-1.4467315673828125
A12QYV3ARZX9TA:6:B008C0O4Q6,A12QYV3ARZX9TA,tail,2,26898,"0,3127,4223>26898",37,9+,1,0,,ineligible,-0.4159507751464844
A132J6ZMCT1AO6:1:B009WICGWQ,A132J6ZMCT1AO6,tail,0,5364,0>5364,30,9+,319,1,,control,-1.6229400634765625
A132J6ZMCT1AO6:1:B009WICGWQ,A132J6ZMCT1AO6,tail,1,2935,"0,5364>2935",25,9+,44,1,,control,-0.36991310119628906
A132J6ZMCT1AO6:1:B009WICGWQ,A132J6ZMCT1AO6,tail,2,13650,"0,5364,2935>13650",34,9+,2,0,,ineligible,-3.393901824951172
A132J6ZMCT1AO6:1:B009WICGWQ,A132J6ZMCT1AO6,tail,3,1125,"0,5364,2935,13650>1125",2,2,1,0,,ineligible,8.963165283203125
A1354C4W99WQUB:3:B000NKH0E6,A1354C4W99WQUB,head,0,2341,0>2341,30,9+,490,1,,control,4.477294921875
A1354C4W99WQUB:3:B000NKH0E6,A1354C4W99WQUB,head,1,1840,"0,2341>1840",23,9+,22,2,0.004830837249755859,control,4.928382873535156
A1354C4W99WQUB:3:B000NKH0E6,A1354C4W99WQUB,head,2,13243,"0,2341,1840>13243",16,9+,2,0,,ineligible,1.957712173461914
A1354C4W99WQUB:3:B000NKH0E6,A1354C4W99WQUB,head,3,19615,"0,2341,1840,13243>19615",2,2,1,0,,ineligible,2.8431625366210938
A1394H7J0Q8S2L:4:B00008PW0H,A1394H7J0Q8S2L,head,0,1871,0>1871,30,9+,482,1,,control,0.07444381713867188
A1394H7J0Q8S2L:4:B00008PW0H,A1394H7J0Q8S2L,head,1,9013,"0,1871>9013",29,9+,20,2,0.0030452609062194824,control,0.099212646484375
A1394H7J0Q8S2L:4:B00008PW0H,A1394H7J0Q8S2L,head,2,10734,"0,1871,9013>10734",14,9+,3,1,,control,1.97119140625
A1394H7J0Q8S2L:4:B00008PW0H,A1394H7J0Q8S2L,head,3,6438,"0,1871,9013,10734>6438",3,3-4,1,0,,ineligible,2.2790279388427734
A13CMGPBBA6RED:2:B00141D6BE,A13CMGPBBA6RED,tail,0,17582,0>17582,30,9+,408,1,,control,-2.923095703125
A13CMGPBBA6RED:2:B00141D6BE,A13CMGPBBA6RED,tail,1,3270,"0,17582>3270",24,9+,30,1,,control,-0.30036163330078125
A13CMGPBBA6RED:2:B00141D6BE,A13CMGPBBA6RED,tail,2,2275,"0,17582,3270>2275",29,9+,1,0,,ineligible,1.2493534088134766
A13IYU3X81J084:7:B00C6PWXDY,A13IYU3X81J084,tail,0,11604,0>11604,30,9+,220,1,,control,1.9226531982421875
A13IYU3X81J084:7:B00C6PWXDY,A13IYU3X81J084,tail,1,3994,"0,11604>3994",29,9+,4,1,,control,3.34979248046875
A13IYU3X81J084:7:B00C6PWXDY,A13IYU3X81J084,tail,2,10705,"0,11604,3994>10705",4,3-4,1,0,,ineligible,5.541868209838867
A13M9XSQ4O6NLY:1:B000GKU388,A13M9XSQ4O6NLY,tail,0,2341,0>2341,30,9+,490,1,,control,1.5270843505859375
A13M9XSQ4O6NLY:1:B000GKU388,A13M9XSQ4O6NLY,tail,1,5726,"0,2341>5726",23,9+,20,1,,control,-1.6699333190917969
A13M9XSQ4O6NLY:1:B000GKU388,A13M9XSQ4O6NLY,tail,2,12937,"0,2341,5726>12937",15,9+,2,0,,ineligible,-2.4925622940063477
A13M9XSQ4O6NLY:1:B000GKU388,A13M9XSQ4O6NLY,tail,3,7623,"0,2341,5726,12937>7623",2,2,1,0,,ineligible,-0.12689876556396484
A13MM94OD9HMEO:2:B003NZQKQC,A13MM94OD9HMEO,tail,0,11109,0>11109,30,9+,320,1,,control,-1.0831108093261719
A13MM94OD9HMEO:2:B003NZQKQC,A13MM94OD9HMEO,tail,1,19239,"0,11109>19239",27,9+,34,2,0.005622267723083496,control,-3.1884231567382812
A13MM94OD9HMEO:2:B003NZQKQC,A13MM94OD9HMEO,tail,2,22015,"0,11109,19239>22015",27,9+,1,0,,ineligible,-1.9262018203735352
A13MZ8L5DC4JHC:7:B004DK6BRE,A13MZ8L5DC4JHC,tail,0,2244,0>2244,30,9+,345,1,,control,-0.9172325134277344
A13MZ8L5DC4JHC:7:B004DK6BRE,A13MZ8L5DC4JHC,tail,1,151,"0,2244>151",29,9+,46,1,,control,1.183380126953125
A13MZ8L5DC4JHC:7:B004DK6BRE,A13MZ8L5DC4JHC,tail,2,3761,"0,2244,151>3761",38,9+,2,0,,ineligible,1.8505935668945312
A13MZ8L5DC4JHC:7:B004DK6BRE,A13MZ8L5DC4JHC,tail,3,3345,"0,2244,151,3761>3345",2,2,1,0,,ineligible,4.1805806159973145
A13QFODY9LMFDB:7:B000KMHBFA,A13QFODY9LMFDB,head,0,2341,0>2341,30,9+,490,1,,control,-0.8843765258789062
A13QFODY9LMFDB:7:B000KMHBFA,A13QFODY9LMFDB,head,1,10224,"0,2341>10224",23,9+,42,2,0.003073394298553467,control,0.032657623291015625
A13QFODY9LMFDB:7:B000KMHBFA,A13QFODY9LMFDB,head,2,5095,"0,2341,10224>5095",37,9+,2,0,,ineligible,-1.3595714569091797
A13QFODY9LMFDB:7:B000KMHBFA,A13QFODY9LMFDB,head,3,15281,"0,2341,10224,5095>15281",2,2,1,0,,ineligible,1.5179319381713867
A13TQCPGBIZHGQ:1:B00ACA39NS,A13TQCPGBIZHGQ,tail,0,2412,0>2412,30,9+,354,1,,control,2.6557273864746094
A13TQCPGBIZHGQ:1:B00ACA39NS,A13TQCPGBIZHGQ,tail,1,1026,"0,2412>1026",20,9+,31,1,,control,0.71600341796875
A13TQCPGBIZHGQ:1:B00ACA39NS,A13TQCPGBIZHGQ,tail,2,871,"0,2412,1026>871",26,9+,1,0,,ineligible,7.643575668334961
A13WEKTB63G78Y:9:B008E1912A,A13WEKTB63G78Y,tail,0,1871,0>1871,30,9+,482,1,,control,-0.197418212890625
A13WEKTB63G78Y:9:B008E1912A,A13WEKTB63G78Y,tail,1,9516,"0,1871>9516",29,9+,11,4,0.011008063952128092,control,-3.198108673095703
A13WEKTB63G78Y:9:B008E1912A,A13WEKTB63G78Y,tail,2,9759,"0,1871,9516>9759",8,5-8,1,0,,ineligible,10.264446258544922
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,0,2244,0>2244,30,9+,345,1,,control,1.1619682312011719
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,1,151,"0,2244>151",29,9+,46,1,,control,1.4743118286132812
A140TGQDREQV7W:3:B00C58ZRSK,A140TGQDREQV7W,tail,2,5353,"0,2244,151>5353",38,9+,1,0,,ineligible,-2.299467086791992
A146L0JWX6KKYJ:1:B004P9591C,A146L0JWX6KKYJ,head,0,17582,0>17582,30,9+,408,1,,control,-1.7101707458496094
A146L0JWX6KKYJ:1:B004P9591C,A146L0JWX6KKYJ,head,1,4836,"0,17582>4836",24,9+,7,1,,control,-0.48821258544921875
A146L0JWX6KKYJ:1:B004P9591C,A146L0JWX6KKYJ,head,2,19272,"0,17582,4836>19272",6,5-8,2,0,,ineligible,4.215364456176758
A146L0JWX6KKYJ:1:B004P9591C,A146L0JWX6KKYJ,head,3,12437,"0,17582,4836,19272>12437",2,2,1,0,,ineligible,7.20089864730835
A14FPA7BK5NBLA:1:B001QGGNPS,A14FPA7BK5NBLA,tail,0,387,0>387,30,9+,234,1,,control,-1.2541770935058594
A14FPA7BK5NBLA:1:B001QGGNPS,A14FPA7BK5NBLA,tail,1,6244,"0,387>6244",24,9+,10,1,,control,-0.7537078857421875
A14FPA7BK5NBLA:1:B001QGGNPS,A14FPA7BK5NBLA,tail,2,16713,"0,387,6244>16713",10,9+,1,0,,ineligible,-0.5013027191162109
A14MSHFCXPARFS:3:B00D9LWJTC,A14MSHFCXPARFS,head,0,467,0>467,30,9+,1159,1,,control,0.154571533203125
A14MSHFCXPARFS:3:B00D9LWJTC,A14MSHFCXPARFS,head,1,1476,"0,467>1476",24,9+,556,1,,control,3.4266929626464844
A14MSHFCXPARFS:3:B00D9LWJTC,A14MSHFCXPARFS,head,2,2577,"0,467,1476>2577",186,9+,47,1,,control,1.6497421264648438
A14MSHFCXPARFS:3:B00D9LWJTC,A14MSHFCXPARFS,head,3,24719,"0,467,1476,2577>24719",32,9+,1,0,,ineligible,-1.0449962615966797
A14TYIA6NMXWSI:2:B0042VJPZO,A14TYIA6NMXWSI,tail,0,3127,0>3127,30,9+,700,1,,control,-3.9300003051757812
A14TYIA6NMXWSI:2:B0042VJPZO,A14TYIA6NMXWSI,tail,1,2917,"0,3127>2917",21,9+,52,1,,control,-1.2133922576904297
A14TYIA6NMXWSI:2:B0042VJPZO,A14TYIA6NMXWSI,tail,2,765,"0,3127,2917>765",7,5-8,46,1,,control,4.676259994506836
A14TYIA6NMXWSI:2:B0042VJPZO,A14TYIA6NMXWSI,tail,3,1081,"0,3127,2917,765>1081",14,9+,28,1,,control,2.6143341064453125
A14TYIA6NMXWSI:2:B0042VJPZO,A14TYIA6NMXWSI,tail,4,3947,"0,3127,2917,765,1081>3947",22,9+,5,1,,control,1.0152578353881836
A14TYIA6NMXWSI:2:B0042VJPZO,A14TYIA6NMXWSI,tail,5,357,"0,3127,2917,765,1081,3947>357",5,5-8,1,0,,ineligible,-0.4204072952270508
A14X244VGHWPSX:25:B00857SREQ,A14X244VGHWPSX,head,0,2100,0>2100,30,9+,1270,1,,control,-1.3803482055664062
A14X244VGHWPSX:25:B00857SREQ,A14X244VGHWPSX,head,1,1073,"0,2100>1073",31,9+,199,1,,control,0.9977989196777344
A14X244VGHWPSX:25:B00857SREQ,A14X244VGHWPSX,head,2,740,"0,2100,1073>740",31,9+,5,1,,control,1.0315742492675781
A14X244VGHWPSX:25:B00857SREQ,A14X244VGHWPSX,head,3,4433,"0,2100,1073,740>4433",5,5-8,1,0,,ineligible,10.144502639770508
A14Z0MULK9Y2HO:1:B007U7M0WM,A14Z0MULK9Y2HO,head,0,14527,0>14527,30,9+,388,1,,control,3.557697296142578
A14Z0MULK9Y2HO:1:B007U7M0WM,A14Z0MULK9Y2HO,head,1,5612,"0,14527>5612",19,9+,51,1,,control,0.43093109130859375
A14Z0MULK9Y2HO:1:B007U7M0WM,A14Z0MULK9Y2HO,head,2,16489,"0,14527,5612>16489",35,9+,1,0,,ineligible,0.681182861328125
A153RS9Z63XYB7:4:B003U7CVCU,A153RS9Z63XYB7,tail,0,3127,0>3127,30,9+,700,1,,control,-0.7349128723144531
A153RS9Z63XYB7:4:B003U7CVCU,A153RS9Z63XYB7,tail,1,26141,"0,3127>26141",21,9+,25,2,0.006571650505065918,control,-0.5166130065917969
A153RS9Z63XYB7:4:B003U7CVCU,A153RS9Z63XYB7,tail,2,12702,"0,3127,26141>12702",14,9+,5,1,,control,-1.7852840423583984
A153RS9Z63XYB7:4:B003U7CVCU,A153RS9Z63XYB7,tail,3,9737,"0,3127,26141,12702>9737",5,5-8,1,0,,ineligible,0.23952388763427734
A15CL28ALB7MTZ:7:B0083TXZHU,A15CL28ALB7MTZ,head,0,467,0>467,30,9+,1159,1,,control,1.7295799255371094
A15CL28ALB7MTZ:7:B0083TXZHU,A15CL28ALB7MTZ,head,1,1476,"0,467>1476",24,9+,556,1,,control,2.3557357788085938
A15CL28ALB7MTZ:7:B0083TXZHU,A15CL28ALB7MTZ,head,2,17926,"0,467,1476>17926",186,9+,4,1,,control,-3.7251205444335938
A15CL28ALB7MTZ:7:B0083TXZHU,A15CL28ALB7MTZ,head,3,11764,"0,467,1476,17926>11764",4,3-4,1,0,,ineligible,6.700303554534912
A15D71305SUX7J:1:B001US4G9M,A15D71305SUX7J,tail,0,467,0>467,30,9+,1159,1,,control,2.0926361083984375
A15D71305SUX7J:1:B001US4G9M,A15D71305SUX7J,tail,1,1448,"0,467>1448",24,9+,45,1,,control,-2.459095001220703
A15D71305SUX7J:1:B001US4G9M,A15D71305SUX7J,tail,2,11354,"0,467,1448>11354",24,9+,1,0,,ineligible,-3.241450309753418
A15DLHUPADSHQH:2:B00AHAJAU4,A15DLHUPADSHQH,tail,0,5364,0>5364,30,9+,319,1,,control,3.110393524169922
A15DLHUPADSHQH:2:B00AHAJAU4,A15DLHUPADSHQH,tail,1,3337,"0,5364>3337",25,9+,15,1,,control,5.318180084228516
A15DLHUPADSHQH:2:B00AHAJAU4,A15DLHUPADSHQH,tail,2,21820,"0,5364,3337>21820",9,9+,1,0,,ineligible,1.1855106353759766
A15JPYV0L19RF:7:B003R1V90Y,A15JPYV0L19RF,head,0,21677,0>21677,30,9+,202,1,,control,5.995014190673828
A15JPYV0L19RF:7:B003R1V90Y,A15JPYV0L19RF,head,1,14504,"0,21677>14504",25,9+,12,1,,control,9.275426864624023
A15JPYV0L19RF:7:B003R1V90Y,A15JPYV0L19RF,head,2,7348,"0,21677,14504>7348",11,9+,2,0,,ineligible,5.074607849121094
A15JPYV0L19RF:7:B003R1V90Y,A15JPYV0L19RF,head,5,632,"0,21677,14504,7348,4502,21367>632",2,2,1,0,,ineligible,0.5102949142456055
A15NQIJ8G9LZ4W:3:B005GJDG24,A15NQIJ8G9LZ4W,tail,0,11604,0>11604,30,9+,220,1,,control,-4.525333404541016
A15NQIJ8G9LZ4W:3:B005GJDG24,A15NQIJ8G9LZ4W,tail,1,306,"0,11604>306",29,9+,14,1,,control,0.0860748291015625
A15NQIJ8G9LZ4W:3:B005GJDG24,A15NQIJ8G9LZ4W,tail,2,9817,"0,11604,306>9817",14,9+,1,0,,ineligible,-2.7695045471191406
A15ZYH9WV76JAQ:2:B002ZZRO34,A15ZYH9WV76JAQ,tail,0,2341,0>2341,30,9+,490,1,,control,-0.3758735656738281
A15ZYH9WV76JAQ:2:B002ZZRO34,A15ZYH9WV76JAQ,tail,1,7334,"0,2341>7334",23,9+,11,1,,control,-1.9646377563476562
A15ZYH9WV76JAQ:2:B002ZZRO34,A15ZYH9WV76JAQ,tail,2,9732,"0,2341,7334>9732",9,9+,1,0,,ineligible,0.6002464294433594
A167KPMW1NBZJW:26:B00CQDGYKO,A167KPMW1NBZJW,tail,0,2100,0>2100,30,9+,1270,1,,control,0.015048980712890625
A167KPMW1NBZJW:26:B00CQDGYKO,A167KPMW1NBZJW,tail,1,1073,"0,2100>1073",31,9+,199,1,,control,-1.4552955627441406
A167KPMW1NBZJW:26:B00CQDGYKO,A167KPMW1NBZJW,tail,2,10734,"0,2100,1073>10734",31,9+,2,0,,ineligible,1.043060302734375
A167KPMW1NBZJW:26:B00CQDGYKO,A167KPMW1NBZJW,tail,3,7293,"0,2100,1073,10734>7293",2,2,1,0,,ineligible,8.847415924072266
A16AICX2GYPZ1H:2:B000CBURPU,A16AICX2GYPZ1H,head,0,4183,0>4183,30,9+,157,1,,control,-0.7497062683105469
A16AICX2GYPZ1H:2:B000CBURPU,A16AICX2GYPZ1H,head,1,7778,"0,4183>7778",22,9+,12,1,,control,-0.6164340972900391
A16AICX2GYPZ1H:2:B000CBURPU,A16AICX2GYPZ1H,head,2,3412,"0,4183,7778>3412",10,9+,2,0,,ineligible,0.31862449645996094
